record_id,event_date,project_name,service_name,gcp_region,environment,owning_team,signal_category,metric_a,metric_b,metric_c,metric_d,risk_score,critical_alert
aiops-alerts-034-00041,2026-02-10,project-01,bigquery,global,prod,finops,reliability,70.94,7.444,0.8,77.69,81.528,1
aiops-alerts-034-00042,2026-02-11,project-23,pubsub,europe-west1,dev,platform,latency,74.283,13.192,0.391,62.096,79.521,1
aiops-alerts-034-00043,2026-02-12,project-10,cloud-run,us-central1,staging,backend,quality,43.287,8.473,0.42,177.482,75.504,1
aiops-alerts-034-00044,2026-02-13,project-07,cloud-run,europe-west1,dev,backend,cost,47.491,8.406,0.381,107.787,65.29,0
aiops-alerts-034-00045,2026-02-14,project-23,compute,us-east1,staging,platform,quality,21.554,15.394,0.369,142.413,77.147,1
aiops-alerts-034-00046,2026-02-15,project-07,gke,global,prod,finops,reliability,74.571,6.834,0.343,60.689,62.901,0
aiops-alerts-034-00047,2026-02-16,project-19,cloud-sql,global,prod,data,security,58.551,9.754,0.475,124.415,78.021,1
aiops-alerts-034-00048,2026-02-17,project-22,cloud-run,us-east1,prod,backend,cost,87.588,6.586,0.497,106.177,78.902,1
aiops-alerts-034-00049,2026-02-18,project-10,vertex-ai,europe-west1,prod,mlops,cost,54.102,13.547,0.192,164.333,81.231,1
aiops-alerts-034-00050,2026-02-19,project-17,cloud-sql,us-central1,sandbox,mlops,cost,39.653,4.189,0.679,71.7,57.874,1
aiops-alerts-034-00051,2026-02-20,project-18,gke,us-central1,prod,data,reliability,54.258,2.883,0.439,123.189,59.047,0
aiops-alerts-034-00052,2026-02-21,project-07,pubsub,us-central1,dev,security,reliability,88.306,10.518,0.521,55.459,81.772,1
aiops-alerts-034-00053,2026-02-22,project-21,compute,asia-south1,staging,backend,reliability,14.995,9.441,0.52,219.895,77.545,1
aiops-alerts-034-00054,2026-02-23,project-06,vertex-ai,us-central1,prod,platform,reliability,59.957,4.556,0.498,78.365,60.474,0
aiops-alerts-034-00055,2026-02-24,project-19,vertex-ai,asia-south1,prod,security,latency,57.593,6.65,0.507,71.534,63.851,1
aiops-alerts-034-00056,2026-02-25,project-07,gke,asia-south1,dev,platform,security,66.038,4.923,0.572,128.541,73.366,1
aiops-alerts-034-00057,2026-02-26,project-01,pubsub,us-east1,prod,backend,cost,80.627,13.423,0.631,70.897,91.964,1
aiops-alerts-034-00058,2026-02-27,project-10,pubsub,asia-south1,prod,data,security,96.174,8.245,0.824,156.633,100,1
aiops-alerts-034-00059,2026-02-28,project-19,compute,us-central1,sandbox,platform,cost,32.349,19.059,0.413,161.488,93.798,1
aiops-alerts-034-00060,2026-03-01,project-02,bigquery,europe-west1,staging,security,cost,41.385,8.198,0.641,41.446,62.093,0
aiops-alerts-034-00061,2026-03-02,project-15,vertex-ai,asia-south1,sandbox,security,quality,35.355,9.883,0.212,56.802,51.138,0
aiops-alerts-034-00062,2026-03-03,project-03,vertex-ai,us-central1,dev,finops,quality,63.748,15.523,0.819,81.145,99.031,1
aiops-alerts-034-00063,2026-03-04,project-22,gke,global,sandbox,backend,reliability,56.073,11.184,0.73,149.519,93.076,1
aiops-alerts-034-00064,2026-03-05,project-08,cloud-sql,us-central1,prod,data,reliability,74.115,7.056,0.451,74.803,69.098,1
aiops-alerts-034-00065,2026-03-06,project-03,gke,us-east1,prod,finops,latency,53.869,5.443,0.547,162.706,74.427,1
aiops-alerts-034-00066,2026-03-07,project-10,pubsub,us-east1,dev,security,latency,29.62,7.054,0.806,61.305,63.977,1
aiops-alerts-034-00067,2026-03-08,project-11,compute,global,dev,security,security,40.849,18.554,0.524,22.183,79.165,1
aiops-alerts-034-00068,2026-03-09,project-17,bigquery,global,dev,security,quality,95.401,9.46,0.556,182.303,100,1
aiops-alerts-034-00069,2026-03-10,project-01,gke,us-east1,prod,finops,cost,56.996,9.767,0.514,94.091,74.45,1
aiops-alerts-034-00070,2026-03-11,project-16,cloud-sql,us-central1,dev,finops,latency,52.367,6.687,0.44,181.005,75.728,1
aiops-alerts-034-00071,2026-03-12,project-14,vertex-ai,europe-west1,prod,mlops,security,67.102,4.129,0.545,191.636,80.142,1
aiops-alerts-034-00072,2026-03-13,project-24,vertex-ai,global,prod,security,cost,100.453,11.196,0.971,113.919,100,1
aiops-alerts-034-00073,2026-03-14,project-02,cloud-sql,asia-south1,prod,security,quality,77.026,14.3,0.891,75.714,100,1
aiops-alerts-034-00074,2026-03-15,project-06,cloud-sql,europe-west1,dev,security,quality,58.577,4.805,0.473,96.206,62.299,0
aiops-alerts-034-00075,2026-03-16,project-23,gke,us-central1,prod,security,cost,70.006,7.815,0.355,68.554,65.16,1
aiops-alerts-034-00076,2026-03-17,project-06,gke,us-central1,prod,data,latency,71.467,7.136,0.626,118.466,80.85,1
aiops-alerts-034-00077,2026-03-18,project-17,cloud-run,us-east1,prod,security,reliability,66.955,8.428,0.617,153.41,87.067,1
aiops-alerts-034-00078,2026-03-19,project-01,compute,us-central1,staging,data,security,41.047,7.567,0.278,124.82,59.956,1
aiops-alerts-034-00079,2026-03-20,project-07,cloud-sql,us-central1,dev,mlops,security,28.63,5.249,0.608,103.466,58.637,0
aiops-alerts-034-00080,2026-03-21,project-16,pubsub,europe-west1,prod,finops,cost,66.146,6.22,0.685,192.077,89.651,1
aiops-alerts-034-00081,2026-03-22,project-09,gke,global,dev,finops,cost,55.132,12.933,0.267,138.59,79.029,1
aiops-alerts-034-00082,2026-03-23,project-16,pubsub,global,staging,platform,quality,48.13,5.011,0.675,56.52,60.405,0
aiops-alerts-034-00083,2026-03-24,project-14,cloud-sql,asia-south1,dev,data,quality,55.431,16.117,0.302,49.214,74.754,1
aiops-alerts-034-00084,2026-03-25,project-04,gke,us-east1,dev,mlops,quality,39.906,11.778,0.499,108.996,74.809,1
aiops-alerts-034-00085,2026-03-26,project-18,cloud-run,europe-west1,staging,finops,reliability,37.733,6.102,0.476,37.351,49.552,0
aiops-alerts-034-00086,2026-03-27,project-01,gke,global,prod,data,quality,66.396,10.114,0.439,75.34,73.19,1
aiops-alerts-034-00087,2026-03-28,project-02,compute,us-east1,prod,security,reliability,61.437,10.024,0.68,85.466,81.156,1
aiops-alerts-034-00088,2026-03-29,project-18,compute,europe-west1,prod,finops,security,64.447,8.549,0.561,57.54,70.53,0
aiops-alerts-034-00089,2026-03-30,project-02,cloud-sql,global,prod,security,latency,36.005,14.332,0.415,119.728,78.028,1
aiops-alerts-034-00090,2026-03-31,project-12,compute,asia-south1,prod,security,latency,37.638,6.217,0.318,184.397,65.701,0
aiops-alerts-034-00091,2026-04-01,project-13,compute,us-east1,staging,platform,latency,81.714,6.89,0.515,109.985,78.741,1
aiops-alerts-034-00092,2026-04-02,project-06,cloud-sql,europe-west1,prod,platform,latency,87.244,4.67,0.568,162.983,85.08,1
aiops-alerts-034-00093,2026-04-03,project-04,compute,global,dev,data,reliability,23.552,20.661,0.663,265.311,100,1
aiops-alerts-034-00094,2026-04-04,project-24,bigquery,us-central1,prod,finops,latency,83.534,10.025,0.729,155.712,100,1
aiops-alerts-034-00095,2026-04-05,project-08,cloud-run,us-east1,dev,security,quality,23.465,5.204,0.87,129.436,69.681,0
aiops-alerts-034-00096,2026-04-06,project-19,pubsub,asia-south1,dev,backend,reliability,43.922,10.172,0.291,194.255,77.621,1
aiops-alerts-034-00097,2026-04-07,project-09,cloud-sql,europe-west1,prod,backend,security,53.405,4.49,0.481,134.772,65.658,0
aiops-alerts-034-00098,2026-04-08,project-15,cloud-run,asia-south1,prod,data,cost,58.93,9.322,0.228,87.882,63.173,1
aiops-alerts-034-00099,2026-04-09,project-09,bigquery,europe-west1,dev,finops,reliability,31.365,9.673,0.539,7.899,53.565,0
aiops-alerts-034-00100,2026-04-10,project-04,gke,asia-south1,staging,platform,quality,88.74,16.882,0.447,84.861,98.471,1
aiops-alerts-034-00101,2026-04-11,project-04,gke,europe-west1,prod,security,reliability,82.143,11.729,0.689,99.327,94.718,1
aiops-alerts-034-00102,2026-04-12,project-16,cloud-run,global,sandbox,platform,latency,13.514,4.586,0.598,43.408,42.691,0
aiops-alerts-034-00103,2026-04-13,project-23,bigquery,global,dev,data,quality,29.637,4.947,0.712,97.428,61.044,0
aiops-alerts-034-00104,2026-04-14,project-10,compute,us-central1,prod,security,latency,96.582,5.35,0.693,79.787,82.178,1
aiops-alerts-034-00105,2026-04-15,project-03,bigquery,global,dev,data,security,28.154,3.728,0.426,18.742,36.196,0
aiops-alerts-034-00106,2026-04-16,project-19,cloud-run,europe-west1,prod,backend,reliability,68.505,9.394,0.708,88.279,83.55,1
aiops-alerts-034-00107,2026-04-17,project-22,cloud-sql,us-central1,prod,backend,security,88.609,7.408,0.608,202.859,99.162,1
aiops-alerts-034-00108,2026-04-18,project-01,cloud-run,us-central1,staging,security,reliability,28.314,6.326,0.351,63.566,46.226,0
aiops-alerts-034-00109,2026-04-19,project-18,cloud-run,us-east1,prod,security,cost,66.942,26.861,0.623,90.237,100,1
aiops-alerts-034-00110,2026-04-20,project-15,cloud-run,asia-south1,dev,mlops,cost,29.084,7.637,0.729,183.657,80.297,1
aiops-alerts-034-00111,2026-04-21,project-21,cloud-sql,asia-south1,prod,mlops,reliability,70.761,3.776,0.473,93.53,63.772,1
aiops-alerts-034-00112,2026-04-22,project-10,pubsub,global,staging,backend,reliability,42.241,5.514,0.224,215.732,66.951,0
aiops-alerts-034-00113,2026-04-23,project-15,pubsub,europe-west1,prod,platform,quality,59.624,8.245,0.542,185.485,86.127,1
aiops-alerts-034-00114,2026-04-24,project-12,compute,us-central1,dev,platform,latency,57.112,6.061,0.438,77.428,60.753,1
aiops-alerts-034-00115,2026-04-25,project-07,bigquery,global,prod,backend,reliability,72.358,11.575,0.777,118.655,96.832,1
aiops-alerts-034-00116,2026-04-26,project-03,bigquery,europe-west1,prod,mlops,quality,68.734,8.893,0.658,92.142,81.275,1
aiops-alerts-034-00117,2026-04-27,project-13,cloud-sql,us-east1,staging,platform,quality,38.036,11.369,0.384,93.786,66.957,0
aiops-alerts-034-00118,2026-04-28,project-09,cloud-sql,global,dev,mlops,reliability,30.29,11.166,0.746,92.632,76.274,1
aiops-alerts-034-00119,2026-04-29,project-24,cloud-run,europe-west1,prod,finops,latency,79.074,12.294,0.594,112.702,93.588,1
aiops-alerts-034-00120,2026-04-30,project-22,vertex-ai,asia-south1,sandbox,security,reliability,60.554,8.462,0.713,169.155,90.562,1
aiops-alerts-034-00121,2026-05-01,project-02,cloud-sql,asia-south1,prod,finops,latency,76.14,5.443,0.708,153.21,86.472,1
aiops-alerts-034-00122,2026-05-02,project-05,vertex-ai,global,staging,security,latency,42.943,8.933,0.667,140.262,79.674,1
aiops-alerts-034-00123,2026-05-03,project-22,vertex-ai,us-central1,staging,finops,cost,27.637,13.522,0.61,116.383,79.547,1
aiops-alerts-034-00124,2026-05-04,project-06,compute,us-central1,prod,finops,security,60.038,16.548,0.527,127.161,96.615,1
aiops-alerts-034-00125,2026-05-05,project-21,bigquery,us-east1,prod,finops,latency,44.91,12.337,0.381,146.145,79.153,1
aiops-alerts-034-00126,2026-05-06,project-07,pubsub,us-central1,prod,data,latency,53.668,5.832,0.502,141.068,70.534,1
aiops-alerts-034-00127,2026-05-07,project-12,cloud-sql,global,sandbox,platform,reliability,20.594,7.206,0.606,66.134,54.876,0
aiops-alerts-034-00128,2026-05-08,project-06,pubsub,us-central1,prod,data,latency,68.706,11.297,0.48,103.646,82.322,1
aiops-alerts-034-00129,2026-05-09,project-15,cloud-sql,asia-south1,prod,finops,latency,72.29,15.193,0.312,169.757,96.428,1
aiops-alerts-034-00130,2026-05-10,project-08,cloud-run,us-east1,sandbox,finops,latency,40.129,9.543,0.589,91.921,70.332,0
aiops-alerts-034-00131,2026-05-11,project-01,vertex-ai,europe-west1,prod,platform,cost,75.017,6.05,0.299,108.642,66.681,0
aiops-alerts-034-00132,2026-05-12,project-24,cloud-run,us-east1,prod,data,security,57.58,13.515,0.561,87.237,84.045,1
aiops-alerts-034-00133,2026-05-13,project-23,cloud-run,europe-west1,prod,security,latency,69.525,11.382,0.452,62.118,75.771,1
aiops-alerts-034-00134,2026-05-14,project-15,gke,asia-south1,staging,platform,quality,37.289,6.0,0.533,70.957,56.054,0
aiops-alerts-034-00135,2026-05-15,project-17,pubsub,europe-west1,prod,mlops,latency,50.64,10.997,0.736,155.112,91.764,1
aiops-alerts-034-00136,2026-05-16,project-17,compute,us-east1,sandbox,security,reliability,42.081,10.145,0.165,80.115,55.858,0
aiops-alerts-034-00137,2026-05-17,project-18,compute,global,staging,mlops,cost,34.803,13.863,0.556,150.624,85.954,1
aiops-alerts-034-00138,2026-05-18,project-07,cloud-run,global,prod,backend,cost,27.835,4.534,0.693,174.348,70.002,1
aiops-alerts-034-00139,2026-05-19,project-11,vertex-ai,europe-west1,prod,security,cost,54.94,6.127,0.506,108.426,67.047,0
aiops-alerts-034-00140,2026-05-20,project-02,pubsub,global,dev,platform,security,23.952,10.937,0.447,107.457,65.219,1
aiops-alerts-034-00141,2026-05-21,project-15,bigquery,asia-south1,staging,security,cost,47.388,8.956,0.805,116.941,82.712,1
aiops-alerts-034-00142,2026-05-22,project-15,cloud-sql,us-east1,sandbox,data,cost,9.846,9.214,0.671,12.651,50.275,0
aiops-alerts-034-00143,2026-05-23,project-19,vertex-ai,asia-south1,sandbox,platform,latency,71.458,8.343,0.602,181.23,91.977,1
aiops-alerts-034-00144,2026-05-24,project-23,compute,us-central1,staging,finops,latency,73.671,5.421,0.552,149.276,79.523,1
aiops-alerts-034-00145,2026-05-25,project-08,compute,us-east1,sandbox,backend,reliability,67.618,11.543,0.587,169.867,95.917,1
aiops-alerts-034-00146,2026-05-26,project-20,cloud-sql,global,prod,security,cost,63.531,5.732,0.587,183.42,82.904,1
aiops-alerts-034-00147,2026-05-27,project-05,cloud-sql,us-central1,sandbox,mlops,reliability,62.086,6.108,0.642,128.988,77.263,1
aiops-alerts-034-00148,2026-05-28,project-13,cloud-run,europe-west1,sandbox,mlops,cost,64.854,12.682,0.235,89.46,73.561,0
aiops-alerts-034-00149,2026-05-29,project-07,compute,europe-west1,staging,backend,cost,64.307,10.227,0.576,116.711,83.551,1
aiops-alerts-034-00150,2026-05-30,project-17,vertex-ai,us-central1,prod,finops,security,59.533,8.302,0.876,197.873,99.724,1
aiops-alerts-034-00151,2026-05-31,project-05,gke,us-east1,dev,platform,cost,58.067,3.889,0.596,131.275,69.402,1
aiops-alerts-034-00152,2026-06-01,project-23,cloud-sql,europe-west1,prod,security,reliability,88.233,5.535,0.316,115.905,71.759,1
aiops-alerts-034-00153,2026-06-02,project-17,vertex-ai,asia-south1,staging,platform,reliability,54.588,11.667,0.64,46.997,75.583,0
aiops-alerts-034-00154,2026-06-03,project-11,vertex-ai,europe-west1,prod,security,security,69.846,12.016,0.421,119.369,84.626,1
aiops-alerts-034-00155,2026-06-04,project-12,pubsub,us-central1,sandbox,backend,security,33.351,9.776,0.22,170.352,67.027,1
aiops-alerts-034-00156,2026-06-05,project-02,cloud-sql,us-east1,dev,backend,latency,66.691,4.44,0.392,186.511,74.621,1
aiops-alerts-034-00157,2026-06-06,project-02,pubsub,asia-south1,dev,data,security,44.927,11.145,0.391,74.427,66.268,1
aiops-alerts-034-00158,2026-06-07,project-24,cloud-run,asia-south1,prod,backend,security,92.014,7.761,0.504,18.506,70.653,0
aiops-alerts-034-00159,2026-06-08,project-11,cloud-run,us-central1,prod,security,reliability,34.675,10.588,0.621,126.288,76.994,1
aiops-alerts-034-00160,2026-06-09,project-12,vertex-ai,global,prod,finops,quality,69.417,4.562,0.407,204.865,79.062,1
aiops-alerts-034-00161,2026-06-10,project-10,gke,europe-west1,prod,finops,quality,63.471,9.124,0.336,169.8,80.027,1
aiops-alerts-034-00162,2026-06-11,project-14,gke,us-east1,prod,mlops,security,107.235,15.68,0.751,213.973,100,1
aiops-alerts-034-00163,2026-06-12,project-19,compute,asia-south1,prod,mlops,security,80.272,16.971,0.575,76.736,99.01,1
aiops-alerts-034-00164,2026-06-13,project-12,gke,us-east1,prod,security,quality,66.852,9.989,0.351,181.876,85.514,1
aiops-alerts-034-00165,2026-06-14,project-21,pubsub,asia-south1,prod,mlops,cost,70.311,2.648,0.361,165.085,67.497,0
aiops-alerts-034-00166,2026-06-15,project-01,pubsub,us-central1,dev,platform,latency,40.882,11.047,0.191,154.325,69.276,1
aiops-alerts-034-00167,2026-06-16,project-19,bigquery,asia-south1,dev,platform,latency,4.353,24.663,0.696,95.301,97.329,1
aiops-alerts-034-00168,2026-06-17,project-22,vertex-ai,asia-south1,dev,security,security,58.239,8.49,0.49,42.251,63.505,1
aiops-alerts-034-00169,2026-06-18,project-23,compute,europe-west1,prod,data,security,55.959,9.41,0.4,149.625,77.363,1
aiops-alerts-034-00170,2026-06-19,project-17,gke,asia-south1,prod,data,cost,70.581,8.232,0.284,14.352,55.944,0
aiops-alerts-034-00171,2026-06-20,project-02,cloud-run,global,prod,data,cost,69.135,7.319,0.497,136.561,78.585,1
aiops-alerts-034-00172,2026-06-21,project-18,cloud-sql,europe-west1,prod,backend,reliability,42.979,21.225,0.595,62.606,94.523,1
aiops-alerts-034-00173,2026-06-22,project-07,bigquery,us-east1,dev,security,quality,37.387,13.759,0.471,144.764,82.786,1
aiops-alerts-034-00174,2026-06-23,project-10,cloud-sql,us-central1,prod,backend,latency,62.893,11.298,0.566,157.762,91.192,1
aiops-alerts-034-00175,2026-06-24,project-17,compute,us-central1,dev,platform,cost,78.164,6.258,0.744,0.0,67.999,0
aiops-alerts-034-00176,2026-06-25,project-09,gke,europe-west1,staging,finops,cost,42.126,17.508,0.69,103.588,94.853,1
aiops-alerts-034-00177,2026-06-26,project-19,pubsub,europe-west1,prod,platform,quality,52.232,8.085,0.587,0.0,57.691,0
aiops-alerts-034-00178,2026-06-27,project-22,cloud-sql,asia-south1,prod,backend,quality,64.682,8.005,0.594,143.178,82.987,1
aiops-alerts-034-00179,2026-06-28,project-23,gke,us-central1,prod,security,reliability,82.982,9.94,0.648,161.729,98.503,1
aiops-alerts-034-00180,2026-06-29,project-17,cloud-sql,europe-west1,prod,finops,security,55.541,5.996,0.394,131.885,66.453,0
aiops-alerts-034-00181,2026-01-01,project-01,cloud-sql,asia-south1,staging,finops,latency,57.556,11.755,0.486,139.244,84.889,1
aiops-alerts-034-00182,2026-01-02,project-23,vertex-ai,us-east1,staging,backend,security,22.435,11.895,0.357,236.109,82.535,1
aiops-alerts-034-00183,2026-01-03,project-05,gke,asia-south1,staging,platform,security,61.947,11.052,0.524,82.445,77.833,1
aiops-alerts-034-00184,2026-01-04,project-23,vertex-ai,us-east1,dev,platform,latency,33.312,6.974,0.386,115.948,58.351,0
aiops-alerts-034-00185,2026-01-05,project-17,bigquery,europe-west1,prod,mlops,cost,68.161,9.039,0.637,81.269,79.094,1
aiops-alerts-034-00186,2026-01-06,project-11,bigquery,us-east1,sandbox,backend,cost,32.984,8.515,0.587,125.433,70.25,0
aiops-alerts-034-00187,2026-01-07,project-24,pubsub,us-central1,prod,finops,security,54.767,4.343,0.744,182.668,81.981,1
aiops-alerts-034-00188,2026-01-08,project-22,pubsub,us-east1,prod,mlops,cost,51.491,6.456,0.672,97.993,70.896,1
aiops-alerts-034-00189,2026-01-09,project-18,bigquery,global,prod,data,reliability,65.037,14.34,0.375,215.026,100,1
aiops-alerts-034-00190,2026-01-10,project-11,bigquery,us-east1,sandbox,platform,quality,43.91,8.098,0.686,128.275,76.981,1
aiops-alerts-034-00191,2026-01-11,project-17,bigquery,us-east1,dev,security,reliability,21.742,6.39,0.381,129.371,54.721,0
aiops-alerts-034-00192,2026-01-12,project-10,compute,asia-south1,prod,security,reliability,76.503,9.646,0.093,116.654,69.55,0
aiops-alerts-034-00193,2026-01-13,project-07,pubsub,us-east1,dev,finops,reliability,29.866,6.124,0.251,50.233,40.853,0
aiops-alerts-034-00194,2026-01-14,project-24,cloud-run,europe-west1,sandbox,data,cost,42.664,9.63,0.64,182.527,86.421,1
aiops-alerts-034-00195,2026-01-15,project-14,compute,asia-south1,staging,finops,quality,69.188,3.307,0.59,71.481,63.006,0
aiops-alerts-034-00196,2026-01-16,project-10,pubsub,us-central1,prod,mlops,security,75.159,8.372,0.51,68.02,73.61,1
aiops-alerts-034-00197,2026-01-17,project-15,cloud-sql,us-central1,prod,security,reliability,90.805,5.628,0.55,72.348,74.715,1
aiops-alerts-034-00198,2026-01-18,project-02,compute,europe-west1,sandbox,mlops,reliability,42.814,8.213,0.686,180.765,84.52,1
aiops-alerts-034-00199,2026-01-19,project-08,gke,global,prod,finops,reliability,48.072,7.555,0.098,108.663,53.73,0
aiops-alerts-034-00200,2026-01-20,project-19,cloud-run,asia-south1,prod,mlops,reliability,56.071,11.887,0.596,137.28,88.241,1
aiops-alerts-034-00201,2026-01-21,project-08,pubsub,asia-south1,staging,data,reliability,45.294,9.217,0.796,112.121,81.57,1
aiops-alerts-034-00202,2026-01-22,project-17,compute,global,staging,backend,reliability,27.474,10.445,0.416,110.049,64.596,0
aiops-alerts-034-00203,2026-01-23,project-23,vertex-ai,us-central1,prod,finops,reliability,60.574,8.358,0.606,186.689,89.138,1
aiops-alerts-034-00204,2026-01-24,project-09,bigquery,europe-west1,dev,finops,security,62.509,5.403,0.517,95.492,66.506,1
aiops-alerts-034-00205,2026-01-25,project-01,cloud-sql,europe-west1,dev,security,cost,37.477,6.936,0.434,81.645,56.398,0
aiops-alerts-034-00206,2026-01-26,project-12,compute,global,dev,data,reliability,37.61,19.141,0.528,129.819,95.238,1
aiops-alerts-034-00207,2026-01-27,project-15,gke,asia-south1,dev,security,latency,52.048,6.95,0.221,95.487,56.094,0
aiops-alerts-034-00208,2026-01-28,project-21,compute,us-east1,dev,data,cost,67.052,7.487,0.455,158.182,79.931,1
aiops-alerts-034-00209,2026-01-29,project-12,bigquery,global,sandbox,backend,security,57.308,6.95,0.516,125.087,72.576,0
aiops-alerts-034-00210,2026-01-30,project-17,cloud-sql,global,dev,security,reliability,0.0,16.341,0.552,110.397,73.549,1
aiops-alerts-034-00211,2026-01-31,project-01,pubsub,asia-south1,staging,security,cost,23.349,10.457,0.617,29.619,58.486,0
aiops-alerts-034-00212,2026-02-01,project-05,bigquery,asia-south1,prod,platform,security,73.976,5.413,0.752,52.254,72.462,1
aiops-alerts-034-00213,2026-02-02,project-01,vertex-ai,global,dev,backend,security,61.022,5.549,1.04,120.278,88.246,1
aiops-alerts-034-00214,2026-02-03,project-04,vertex-ai,europe-west1,prod,backend,latency,79.654,10.082,0.25,153.153,82.488,1
