record_id,event_date,project_name,service_name,gcp_region,environment,owning_team,signal_category,metric_a,metric_b,metric_c,metric_d,risk_score,cost_anomaly
gcp-cost-091-00030,2026-01-30,project-18,compute,europe-west1,prod,backend,security,50.889,12.915,0.555,158.718,90.518,1
gcp-cost-091-00031,2026-01-31,project-02,cloud-run,global,staging,mlops,reliability,35.038,6.304,0.321,41.98,44.33,0
gcp-cost-091-00032,2026-02-01,project-15,pubsub,us-central1,staging,backend,reliability,69.121,5.557,0.655,116.182,77.027,1
gcp-cost-091-00033,2026-02-02,project-23,cloud-run,us-east1,dev,data,latency,63.024,8.462,0.458,95.415,71.748,0
gcp-cost-091-00034,2026-02-03,project-16,bigquery,global,dev,mlops,reliability,18.821,4.456,0.549,149.69,58.029,0
gcp-cost-091-00035,2026-02-04,project-23,gke,europe-west1,prod,finops,cost,34.79,9.085,0.52,113.927,68.189,1
gcp-cost-091-00036,2026-02-05,project-18,compute,us-central1,prod,security,latency,77.326,7.711,0.496,190.865,90.251,1
gcp-cost-091-00037,2026-02-06,project-23,compute,us-east1,prod,platform,cost,58.245,7.281,0.426,108.75,68.144,1
gcp-cost-091-00038,2026-02-07,project-14,compute,asia-south1,staging,data,reliability,65.176,8.065,0.559,70.941,71.54,1
gcp-cost-091-00039,2026-02-08,project-11,bigquery,us-central1,staging,security,latency,70.538,7.801,0.481,153.761,82.149,1
gcp-cost-091-00040,2026-02-09,project-10,gke,us-central1,staging,finops,reliability,46.696,6.323,0.557,176.693,76.36,1
gcp-cost-091-00041,2026-02-10,project-02,cloud-run,global,prod,data,cost,93.928,11.887,0.614,128.384,100,1
gcp-cost-091-00042,2026-02-11,project-24,gke,europe-west1,staging,platform,cost,17.149,11.583,0.509,160.997,74.323,1
gcp-cost-091-00043,2026-02-12,project-19,gke,global,staging,finops,quality,15.315,22.581,0.691,103.533,97.333,1
gcp-cost-091-00044,2026-02-13,project-04,cloud-sql,us-east1,dev,security,cost,34.906,12.641,0.344,223.486,86.344,1
gcp-cost-091-00045,2026-02-14,project-13,bigquery,asia-south1,dev,data,reliability,45.172,9.744,0.834,74.143,78.549,1
gcp-cost-091-00046,2026-02-15,project-23,bigquery,us-east1,sandbox,security,security,36.705,8.136,0.485,119.712,66.264,0
gcp-cost-091-00047,2026-02-16,project-18,cloud-sql,global,staging,backend,security,61.573,5.489,0.314,79.512,56.944,1
gcp-cost-091-00048,2026-02-17,project-01,compute,europe-west1,prod,data,quality,45.189,8.753,0.566,85.267,68.485,1
gcp-cost-091-00049,2026-02-18,project-09,gke,us-central1,dev,security,security,39.976,8.721,0.558,90.615,67.085,1
gcp-cost-091-00050,2026-02-19,project-21,bigquery,global,prod,platform,reliability,83.613,24.081,0.225,103.42,100,1
gcp-cost-091-00051,2026-02-20,project-14,pubsub,us-east1,prod,mlops,latency,70.783,8.775,0.745,89.045,84.31,1
gcp-cost-091-00052,2026-02-21,project-03,gke,europe-west1,sandbox,backend,security,44.026,6.201,0.229,115.603,54.752,0
gcp-cost-091-00053,2026-02-22,project-03,cloud-run,us-central1,prod,backend,latency,63.847,11.449,0.461,140.72,85.717,1
gcp-cost-091-00054,2026-02-23,project-03,gke,global,staging,security,quality,67.621,11.643,0.0,189.401,78.455,1
gcp-cost-091-00055,2026-02-24,project-09,pubsub,us-east1,sandbox,mlops,quality,31.076,4.217,0.689,98.9,59.254,0
gcp-cost-091-00056,2026-02-25,project-01,bigquery,asia-south1,staging,finops,latency,70.768,5.097,0.782,33.272,68.884,1
gcp-cost-091-00057,2026-02-26,project-03,pubsub,europe-west1,dev,finops,latency,35.78,6.588,0.243,59.091,45.017,0
gcp-cost-091-00058,2026-02-27,project-23,cloud-run,us-central1,dev,backend,cost,3.192,5.215,0.927,103.398,60.809,0
gcp-cost-091-00059,2026-02-28,project-04,bigquery,us-east1,sandbox,backend,cost,46.186,15.037,0.573,104.051,86.481,1
gcp-cost-091-00060,2026-03-01,project-05,cloud-run,us-central1,prod,finops,security,63.149,7.556,0.988,89.97,87.433,1
gcp-cost-091-00061,2026-03-02,project-19,gke,global,prod,platform,quality,61.337,13.173,0.296,154.716,85.128,1
gcp-cost-091-00062,2026-03-03,project-15,bigquery,us-central1,dev,security,quality,21.197,6.564,0.165,150.418,50.446,0
gcp-cost-091-00063,2026-03-04,project-02,gke,asia-south1,dev,platform,security,28.399,14.332,0.508,18.357,63.838,0
gcp-cost-091-00064,2026-03-05,project-09,cloud-sql,europe-west1,dev,platform,latency,66.241,9.891,0.501,46.311,70.552,1
gcp-cost-091-00065,2026-03-06,project-20,pubsub,us-east1,dev,mlops,latency,45.688,11.141,0.364,208.491,85.131,1
gcp-cost-091-00066,2026-03-07,project-15,compute,global,prod,security,quality,60.413,13.977,0.218,104.02,76.557,1
gcp-cost-091-00067,2026-03-08,project-24,bigquery,us-east1,prod,mlops,reliability,75.707,7.185,0.685,37.139,72.654,0
gcp-cost-091-00068,2026-03-09,project-02,vertex-ai,us-central1,prod,data,cost,54.162,12.99,0.3,184.794,86.716,1
gcp-cost-091-00069,2026-03-10,project-17,gke,global,prod,platform,quality,83.871,6.05,0.72,170.318,93.51,1
gcp-cost-091-00070,2026-03-11,project-04,compute,us-east1,staging,data,quality,76.227,12.681,0.401,274.793,100,1
gcp-cost-091-00071,2026-03-12,project-19,bigquery,asia-south1,staging,data,reliability,37.443,10.379,0.629,102.881,74.341,1
gcp-cost-091-00072,2026-03-13,project-12,compute,us-east1,prod,platform,cost,32.622,7.786,0.838,121.048,76.568,1
gcp-cost-091-00073,2026-03-14,project-16,vertex-ai,us-central1,dev,finops,quality,64.476,21.209,0.423,54.763,94.846,1
gcp-cost-091-00074,2026-03-15,project-22,gke,us-east1,dev,data,cost,5.559,4.959,0.87,103.231,59.021,0
gcp-cost-091-00075,2026-03-16,project-14,vertex-ai,us-central1,prod,mlops,quality,60.491,18.558,0.438,134.35,99.397,1
gcp-cost-091-00076,2026-03-17,project-04,bigquery,europe-west1,prod,mlops,quality,95.085,7.417,0.378,60.029,72.57,0
gcp-cost-091-00077,2026-03-18,project-20,cloud-sql,us-central1,staging,security,quality,28.923,10.374,0.887,211.287,96.187,1
gcp-cost-091-00078,2026-03-19,project-13,bigquery,us-central1,sandbox,backend,quality,0.0,7.316,0.53,138.648,55.84,0
gcp-cost-091-00079,2026-03-20,project-04,cloud-run,asia-south1,prod,platform,latency,65.798,10.532,0.561,100.199,81.851,1
gcp-cost-091-00080,2026-03-21,project-03,cloud-run,us-east1,staging,platform,cost,37.156,7.677,0.212,11.963,40.082,0
gcp-cost-091-00081,2026-03-22,project-04,gke,us-east1,staging,data,security,60.449,4.983,0.716,123.567,75.864,1
gcp-cost-091-00082,2026-03-23,project-14,vertex-ai,us-central1,staging,backend,security,23.381,9.984,0.598,168.419,76.97,1
gcp-cost-091-00083,2026-03-24,project-12,cloud-run,asia-south1,prod,platform,quality,72.793,8.025,0.63,128.503,84.993,1
gcp-cost-091-00084,2026-03-25,project-07,gke,europe-west1,sandbox,security,security,62.211,10.191,0.276,93.614,68.865,1
gcp-cost-091-00085,2026-03-26,project-21,compute,us-east1,dev,platform,security,60.326,7.682,0.389,202.4,82.17,1
gcp-cost-091-00086,2026-03-27,project-01,gke,europe-west1,prod,finops,cost,67.747,8.974,0.927,205.088,100,1
gcp-cost-091-00087,2026-03-28,project-08,vertex-ai,global,prod,security,cost,77.44,5.617,0.501,166.215,81.985,1
gcp-cost-091-00088,2026-03-29,project-06,bigquery,asia-south1,dev,security,latency,49.05,2.869,0.831,96.296,66.99,0
gcp-cost-091-00089,2026-03-30,project-11,compute,us-central1,prod,backend,quality,71.319,3.341,0.726,243.631,93.697,1
gcp-cost-091-00090,2026-03-31,project-09,cloud-run,global,sandbox,security,cost,57.178,13.976,0.355,125.828,83.398,1
gcp-cost-091-00091,2026-04-01,project-08,cloud-run,europe-west1,dev,platform,quality,27.007,8.845,0.999,95.481,78.98,1
gcp-cost-091-00092,2026-04-02,project-15,cloud-sql,europe-west1,prod,mlops,latency,62.469,8.063,0.625,94.112,76.277,1
gcp-cost-091-00093,2026-04-03,project-08,pubsub,us-central1,prod,platform,security,44.008,7.704,0.425,163.875,72.152,1
gcp-cost-091-00094,2026-04-04,project-16,bigquery,europe-west1,sandbox,data,quality,37.416,11.913,0.762,86.101,80.119,1
gcp-cost-091-00095,2026-04-05,project-14,vertex-ai,us-east1,prod,backend,security,64.343,8.236,0.441,183.975,84.002,1
gcp-cost-091-00096,2026-04-06,project-01,vertex-ai,asia-south1,prod,finops,quality,87.494,4.031,0.461,117.899,73.357,1
gcp-cost-091-00097,2026-04-07,project-17,gke,europe-west1,staging,platform,reliability,42.41,6.345,0.518,130.919,66.871,0
gcp-cost-091-00098,2026-04-08,project-04,vertex-ai,us-central1,prod,platform,quality,86.583,8.522,0.556,150.078,91.535,1
gcp-cost-091-00099,2026-04-09,project-15,compute,us-central1,dev,data,security,55.203,6.596,0.642,15.255,59.406,0
gcp-cost-091-00100,2026-04-10,project-15,bigquery,europe-west1,prod,platform,latency,46.344,3.416,0.604,0.0,45.331,0
gcp-cost-091-00101,2026-04-11,project-06,vertex-ai,europe-west1,prod,security,latency,74.179,7.508,0.765,151.093,92.291,1
gcp-cost-091-00102,2026-04-12,project-07,gke,europe-west1,staging,data,quality,9.821,10.676,0.443,150.988,65.872,1
gcp-cost-091-00103,2026-04-13,project-23,bigquery,global,dev,platform,latency,80.21,10.482,0.505,221.823,100,1
gcp-cost-091-00104,2026-04-14,project-17,pubsub,asia-south1,staging,security,cost,46.973,11.97,0.843,59.876,82.607,1
gcp-cost-091-00105,2026-04-15,project-17,cloud-sql,europe-west1,staging,backend,reliability,55.945,8.004,0.426,214.486,84.446,1
gcp-cost-091-00106,2026-04-16,project-24,vertex-ai,global,sandbox,security,reliability,71.361,10.602,0.469,196.615,94.802,1
gcp-cost-091-00107,2026-04-17,project-11,gke,global,dev,data,security,64.066,8.531,0.571,105.588,77.712,1
gcp-cost-091-00108,2026-04-18,project-22,pubsub,us-east1,prod,platform,security,79.792,14.859,0.506,150.273,100,1
gcp-cost-091-00109,2026-04-19,project-20,vertex-ai,asia-south1,dev,security,quality,25.609,14.214,0.565,204.942,91.792,1
gcp-cost-091-00110,2026-04-20,project-21,pubsub,europe-west1,prod,finops,reliability,85.599,8.262,0.637,105.814,86.964,1
gcp-cost-091-00111,2026-04-21,project-02,bigquery,us-east1,prod,platform,reliability,54.86,11.808,0.466,85.101,75.474,1
gcp-cost-091-00112,2026-04-22,project-05,compute,global,prod,platform,latency,59.483,9.634,0.396,86.938,69.837,1
gcp-cost-091-00113,2026-04-23,project-24,cloud-run,us-east1,sandbox,mlops,quality,36.242,6.79,0.618,120.394,67.715,0
gcp-cost-091-00114,2026-04-24,project-24,cloud-run,us-central1,prod,mlops,security,78.946,13.321,0.765,56.178,93.681,1
gcp-cost-091-00115,2026-04-25,project-10,pubsub,europe-west1,prod,data,latency,81.909,20.41,0.667,157.861,100,1
gcp-cost-091-00116,2026-04-26,project-21,cloud-run,europe-west1,sandbox,security,security,39.141,5.55,0.539,36.949,50.903,0
gcp-cost-091-00117,2026-04-27,project-22,pubsub,europe-west1,prod,data,latency,81.745,6.057,0.89,151.072,95.925,1
gcp-cost-091-00118,2026-04-28,project-16,gke,asia-south1,prod,backend,quality,77.418,6.521,0.435,191.825,85.511,1
gcp-cost-091-00119,2026-04-29,project-14,cloud-sql,us-central1,prod,backend,cost,71.471,6.811,0.809,44.892,75.769,1
gcp-cost-091-00120,2026-04-30,project-20,gke,europe-west1,dev,mlops,quality,22.797,11.059,0.507,84.031,63.783,1
gcp-cost-091-00121,2026-05-01,project-21,pubsub,europe-west1,prod,mlops,latency,51.312,4.609,0.791,113.195,72.906,1
gcp-cost-091-00122,2026-05-02,project-11,vertex-ai,us-central1,prod,data,latency,67.273,16.584,0.709,236.694,100,1
gcp-cost-091-00123,2026-05-03,project-02,bigquery,us-east1,dev,security,latency,49.295,5.452,0.689,88.826,67.043,1
gcp-cost-091-00124,2026-05-04,project-08,bigquery,asia-south1,dev,data,security,38.706,8.685,0.465,166.128,74.314,1
gcp-cost-091-00125,2026-05-05,project-05,pubsub,us-east1,prod,security,reliability,114.271,18.08,0.634,139.768,100,1
gcp-cost-091-00126,2026-05-06,project-15,vertex-ai,global,prod,mlops,cost,75.003,6.262,0.429,158.605,79.007,1
gcp-cost-091-00127,2026-05-07,project-07,pubsub,us-east1,dev,finops,cost,36.506,5.834,0.533,68.214,54.993,0
gcp-cost-091-00128,2026-05-08,project-17,pubsub,europe-west1,sandbox,data,cost,53.429,19.511,0.516,144.856,100,1
gcp-cost-091-00129,2026-05-09,project-24,pubsub,asia-south1,staging,backend,cost,30.132,6.857,0.562,188.353,73.684,1
gcp-cost-091-00130,2026-05-10,project-10,pubsub,global,dev,mlops,cost,53.168,7.336,0.782,119.323,80.497,1
gcp-cost-091-00131,2026-05-11,project-07,bigquery,us-central1,prod,mlops,latency,58.298,11.495,0.489,152.337,86.557,1
gcp-cost-091-00132,2026-05-12,project-09,cloud-run,asia-south1,dev,security,cost,32.847,19.739,0.693,40.531,87.72,1
gcp-cost-091-00133,2026-05-13,project-13,pubsub,global,sandbox,finops,reliability,67.952,7.008,0.693,145.732,85.643,1
gcp-cost-091-00134,2026-05-14,project-14,gke,global,dev,finops,latency,39.065,7.691,0.675,156.367,78.047,1
gcp-cost-091-00135,2026-05-15,project-03,gke,us-east1,dev,security,quality,38.563,10.81,0.288,146.424,70.154,1
gcp-cost-091-00136,2026-05-16,project-14,pubsub,asia-south1,staging,finops,latency,46.02,4.123,0.571,75.107,56.665,1
gcp-cost-091-00137,2026-05-17,project-11,gke,us-central1,staging,platform,quality,39.49,25.966,0.542,157.183,100,1
gcp-cost-091-00138,2026-05-18,project-23,bigquery,europe-west1,sandbox,security,cost,55.819,8.652,0.81,78.683,79.549,1
gcp-cost-091-00139,2026-05-19,project-23,gke,global,dev,security,security,50.855,9.094,0.686,187.351,90.351,1
gcp-cost-091-00140,2026-05-20,project-02,compute,asia-south1,sandbox,platform,quality,72.299,7.757,0.686,145.787,88.675,1
gcp-cost-091-00141,2026-05-21,project-18,cloud-run,us-central1,dev,finops,security,0.0,11.031,0.873,8.848,57.584,0
gcp-cost-091-00142,2026-05-22,project-24,cloud-run,us-central1,staging,finops,reliability,46.211,18.178,0.857,145.326,100,1
gcp-cost-091-00143,2026-05-23,project-01,compute,global,dev,data,reliability,29.712,22.579,0.522,64.288,90.729,1
gcp-cost-091-00144,2026-05-24,project-03,compute,us-central1,sandbox,finops,cost,48.271,12.375,0.55,85.9,77.547,1
gcp-cost-091-00145,2026-05-25,project-01,cloud-run,asia-south1,prod,mlops,cost,81.46,3.446,0.537,150.969,77.363,1
gcp-cost-091-00146,2026-05-26,project-08,cloud-run,us-east1,staging,mlops,quality,43.373,6.118,0.628,131.23,70.574,1
gcp-cost-091-00147,2026-05-27,project-19,vertex-ai,global,dev,data,cost,53.957,8.381,0.736,0.0,64.201,0
gcp-cost-091-00148,2026-05-28,project-15,gke,asia-south1,prod,backend,latency,67.623,9.837,0.388,130.939,79.296,1
gcp-cost-091-00149,2026-05-29,project-21,bigquery,europe-west1,staging,mlops,reliability,12.696,3.206,0.365,197.664,53.525,0
gcp-cost-091-00150,2026-05-30,project-02,bigquery,global,prod,finops,reliability,58.98,5.589,0.831,93.88,76.46,1
gcp-cost-091-00151,2026-05-31,project-18,compute,asia-south1,dev,mlops,reliability,49.2,17.76,0.636,63.586,90.193,1
gcp-cost-091-00152,2026-06-01,project-09,pubsub,us-central1,prod,backend,security,82.238,8.878,0.527,92.498,81.433,1
gcp-cost-091-00153,2026-06-02,project-16,bigquery,us-east1,dev,data,security,62.401,9.09,0.734,95.518,82.67,1
gcp-cost-091-00154,2026-06-03,project-21,bigquery,asia-south1,sandbox,security,security,49.193,13.092,0.735,74.099,84.297,1
gcp-cost-091-00155,2026-06-04,project-22,pubsub,europe-west1,prod,security,latency,98.288,8.208,0.544,117.133,89.675,1
gcp-cost-091-00156,2026-06-05,project-24,bigquery,europe-west1,staging,finops,quality,61.314,12.307,0.562,53.24,77.61,1
gcp-cost-091-00157,2026-06-06,project-10,cloud-run,asia-south1,prod,mlops,security,31.351,9.802,0.303,191.871,72.43,1
gcp-cost-091-00158,2026-06-07,project-24,cloud-sql,us-east1,dev,mlops,cost,52.992,17.184,0.44,0.0,74.043,1
gcp-cost-091-00159,2026-06-08,project-11,cloud-sql,europe-west1,sandbox,backend,reliability,34.279,4.235,0.305,119.038,49.914,0
gcp-cost-091-00160,2026-06-09,project-14,cloud-run,us-east1,prod,data,security,56.916,12.006,0.333,15.877,61.905,0
gcp-cost-091-00161,2026-06-10,project-05,compute,global,staging,backend,cost,12.557,13.091,0.6,97.037,70.092,0
gcp-cost-091-00162,2026-06-11,project-12,gke,us-east1,prod,backend,reliability,40.624,15.836,0.588,222.362,100,1
gcp-cost-091-00163,2026-06-12,project-12,cloud-sql,europe-west1,staging,security,security,39.88,26.175,0.375,114.166,100,1
gcp-cost-091-00164,2026-06-13,project-21,vertex-ai,us-central1,prod,backend,security,101.243,8.987,0.26,217.906,97.283,1
gcp-cost-091-00165,2026-06-14,project-02,cloud-run,us-east1,prod,platform,cost,37.606,9.313,0.623,51.295,64.178,0
gcp-cost-091-00166,2026-06-15,project-06,bigquery,asia-south1,dev,data,latency,54.534,7.742,0.566,91.288,70.274,1
gcp-cost-091-00167,2026-06-16,project-19,vertex-ai,global,sandbox,backend,cost,77.108,10.043,0.554,113.145,86.312,1
gcp-cost-091-00168,2026-06-17,project-09,compute,us-central1,staging,data,security,53.682,13.896,0.43,109.061,82.167,1
gcp-cost-091-00169,2026-06-18,project-07,gke,us-east1,staging,mlops,security,58.806,8.073,0.543,198.893,87.429,1
gcp-cost-091-00170,2026-06-19,project-21,bigquery,asia-south1,prod,platform,latency,67.598,7.948,0.231,69.345,60.402,1
gcp-cost-091-00171,2026-06-20,project-17,compute,us-central1,prod,security,reliability,51.137,5.361,0.644,127.029,71.472,1
gcp-cost-091-00172,2026-06-21,project-04,vertex-ai,europe-west1,staging,mlops,security,69.61,6.777,0.442,63.423,64.896,1
gcp-cost-091-00173,2026-06-22,project-08,vertex-ai,us-east1,dev,backend,latency,80.597,22.218,0.494,303.698,100,1
gcp-cost-091-00174,2026-06-23,project-18,cloud-run,us-east1,dev,security,cost,20.93,5.195,0.829,163.489,72.304,0
gcp-cost-091-00175,2026-06-24,project-19,cloud-sql,us-east1,prod,mlops,reliability,63.207,9.956,0.13,57.761,58.327,0
gcp-cost-091-00176,2026-06-25,project-19,compute,global,dev,finops,reliability,42.7,15.515,0.708,131.187,95.058,1
gcp-cost-091-00177,2026-06-26,project-24,cloud-sql,asia-south1,prod,backend,security,58.279,24.209,0.946,98.937,100,1
gcp-cost-091-00178,2026-06-27,project-10,pubsub,us-east1,sandbox,security,latency,22.685,14.967,0.4,104.878,72.157,1
gcp-cost-091-00179,2026-06-28,project-23,pubsub,europe-west1,sandbox,security,quality,84.83,22.446,0.483,142.06,100,1
gcp-cost-091-00180,2026-06-29,project-10,vertex-ai,us-central1,dev,security,cost,11.226,7.627,0.555,152.181,63.343,0
gcp-cost-091-00181,2026-01-01,project-19,bigquery,europe-west1,prod,platform,reliability,39.045,21.423,0.691,173.691,100,1
gcp-cost-091-00182,2026-01-02,project-09,bigquery,global,staging,security,reliability,32.625,10.018,0.506,122.24,70.331,0
gcp-cost-091-00183,2026-01-03,project-07,cloud-run,global,sandbox,platform,latency,61.599,8.561,0.395,59.431,64.027,0
gcp-cost-091-00184,2026-01-04,project-05,vertex-ai,asia-south1,prod,data,cost,66.531,6.689,0.547,124.314,76.168,1
gcp-cost-091-00185,2026-01-05,project-23,pubsub,asia-south1,prod,security,latency,58.275,10.054,0.513,223.041,94.337,1
gcp-cost-091-00186,2026-01-06,project-13,pubsub,europe-west1,prod,data,latency,101.791,9.187,0.538,113.553,92.453,1
gcp-cost-091-00187,2026-01-07,project-03,gke,europe-west1,prod,data,reliability,73.071,7.158,0.71,0.0,67.127,1
gcp-cost-091-00188,2026-01-08,project-03,compute,asia-south1,dev,security,latency,47.598,10.797,0.479,198.445,87.557,1
gcp-cost-091-00189,2026-01-09,project-22,compute,europe-west1,prod,backend,reliability,48.363,9.231,0.419,182.826,79.793,1
gcp-cost-091-00190,2026-01-10,project-16,cloud-sql,europe-west1,prod,platform,quality,52.631,20.558,0.716,131.737,100,1
gcp-cost-091-00191,2026-01-11,project-05,pubsub,us-east1,prod,mlops,latency,69.885,11.645,0.737,187.299,100,1
gcp-cost-091-00192,2026-01-12,project-21,bigquery,europe-west1,prod,finops,quality,93.273,10.211,0.868,151.186,100,1
gcp-cost-091-00193,2026-01-13,project-06,gke,asia-south1,prod,platform,latency,50.803,17.609,0.559,152.424,100,1
gcp-cost-091-00194,2026-01-14,project-20,vertex-ai,asia-south1,prod,platform,security,39.919,6.338,0.343,99.623,55.294,0
gcp-cost-091-00195,2026-01-15,project-01,bigquery,asia-south1,dev,data,latency,49.344,12.247,0.959,152.638,100,1
gcp-cost-091-00196,2026-01-16,project-08,pubsub,us-east1,sandbox,security,latency,32.585,6.748,0.516,127.427,63.793,0
gcp-cost-091-00197,2026-01-17,project-23,cloud-run,us-east1,prod,finops,cost,54.027,10.487,0.4,282.118,98.521,1
gcp-cost-091-00198,2026-01-18,project-21,pubsub,asia-south1,prod,data,reliability,57.195,13.32,0.839,145.677,100,1
gcp-cost-091-00199,2026-01-19,project-18,cloud-run,us-east1,staging,security,cost,3.258,9.966,0.047,13.532,28.013,0
gcp-cost-091-00200,2026-01-20,project-17,cloud-run,us-central1,prod,mlops,security,49.21,18.326,0.6,63.006,90.173,1
gcp-cost-091-00201,2026-01-21,project-17,cloud-sql,asia-south1,dev,finops,cost,51.239,4.955,0.496,87.754,59.653,1
gcp-cost-091-00202,2026-01-22,project-23,bigquery,global,staging,mlops,reliability,68.325,16.393,0.522,140.36,100,1
gcp-cost-091-00203,2026-01-23,project-02,gke,us-central1,prod,data,latency,68.738,11.984,0.613,124.806,91.677,1
gcp-cost-091-00204,2026-01-24,project-07,vertex-ai,us-east1,sandbox,security,latency,30.837,5.484,0.339,83.024,47.562,0
gcp-cost-091-00205,2026-01-25,project-16,vertex-ai,us-central1,staging,security,reliability,75.272,10.955,0.621,42.417,79.828,1
gcp-cost-091-00206,2026-01-26,project-21,bigquery,europe-west1,sandbox,data,cost,41.271,4.943,0.513,155.711,66.641,0
gcp-cost-091-00207,2026-01-27,project-08,bigquery,europe-west1,prod,platform,cost,64.581,9.583,0.696,33.723,74.242,1
gcp-cost-091-00208,2026-01-28,project-21,cloud-run,us-central1,dev,mlops,quality,63.768,6.346,0.148,140.616,62.813,0
gcp-cost-091-00209,2026-01-29,project-01,compute,us-east1,prod,platform,cost,29.004,6.826,0.689,182.763,76.847,1
gcp-cost-091-00210,2026-01-30,project-23,cloud-sql,europe-west1,dev,platform,security,41.078,4.86,0.466,48.138,49.047,0
gcp-cost-091-00211,2026-01-31,project-17,vertex-ai,us-central1,prod,finops,reliability,74.983,14.687,0.452,82.35,88.343,1
gcp-cost-091-00212,2026-02-01,project-24,gke,global,prod,security,security,83.875,7.847,0.591,132.618,87.691,1
gcp-cost-091-00213,2026-02-02,project-20,vertex-ai,us-central1,dev,platform,quality,65.948,7.693,0.396,104.743,70.167,0
gcp-cost-091-00214,2026-02-03,project-15,pubsub,us-central1,dev,mlops,latency,68.81,9.567,0.619,79.509,79.667,1
gcp-cost-091-00215,2026-02-04,project-06,cloud-run,us-central1,staging,mlops,cost,60.545,6.177,0.534,130.178,73.278,1
gcp-cost-091-00216,2026-02-05,project-12,cloud-sql,asia-south1,prod,mlops,latency,55.823,7.093,0.841,138.531,85.726,1
gcp-cost-091-00217,2026-02-06,project-16,cloud-sql,us-east1,prod,platform,reliability,68.769,11.132,0.707,127.823,93.43,1
