record_id,event_date,project_name,service_name,gcp_region,environment,owning_team,signal_category,metric_a,metric_b,metric_c,metric_d,risk_score,risk_detected
cloud-security-007-00044,2026-02-13,project-18,cloud-run,europe-west1,prod,security,security,74.675,13.572,0.553,204.674,100,1
cloud-security-007-00045,2026-02-14,project-06,compute,europe-west1,dev,platform,quality,51.055,6.478,0.616,211.46,85.382,1
cloud-security-007-00046,2026-02-15,project-06,gke,us-central1,prod,security,cost,54.109,12.455,0.827,0.0,76.945,1
cloud-security-007-00047,2026-02-16,project-14,vertex-ai,us-east1,sandbox,finops,cost,54.736,7.234,0.353,181.146,74.809,1
cloud-security-007-00048,2026-02-17,project-20,cloud-sql,asia-south1,prod,data,latency,58.163,14.415,0.51,56.314,80.055,1
cloud-security-007-00049,2026-02-18,project-13,compute,europe-west1,prod,data,reliability,62.723,6.268,0.792,122.545,82.17,1
cloud-security-007-00050,2026-02-19,project-20,cloud-run,us-east1,prod,mlops,latency,43.042,3.762,0.336,80.393,47.327,0
cloud-security-007-00051,2026-02-20,project-18,gke,asia-south1,sandbox,finops,latency,42.266,6.652,0.526,111.757,65.022,0
cloud-security-007-00052,2026-02-21,project-23,bigquery,global,sandbox,data,security,40.827,6.083,0.509,53.462,54.095,0
cloud-security-007-00053,2026-02-22,project-07,gke,us-east1,prod,mlops,security,72.889,5.236,0.54,81.947,68.579,0
cloud-security-007-00054,2026-02-23,project-01,vertex-ai,europe-west1,prod,data,quality,41.326,3.901,0.607,145.895,66.088,0
cloud-security-007-00055,2026-02-24,project-04,compute,europe-west1,prod,mlops,security,49.67,6.938,0.467,71.468,60.341,1
cloud-security-007-00056,2026-02-25,project-01,pubsub,asia-south1,dev,data,reliability,30.476,14.345,0.508,150.722,83.899,1
cloud-security-007-00057,2026-02-26,project-23,bigquery,global,sandbox,mlops,quality,73.163,12.529,0.543,144.561,94.928,1
cloud-security-007-00058,2026-02-27,project-08,cloud-run,us-central1,prod,backend,cost,92.323,7.764,0.428,194.343,93.751,1
cloud-security-007-00059,2026-02-28,project-14,vertex-ai,us-central1,dev,backend,cost,50.775,6.982,0.531,97.392,66.851,0
cloud-security-007-00060,2026-03-01,project-13,bigquery,europe-west1,prod,backend,quality,86.36,13.009,0.583,127.731,99.613,1
cloud-security-007-00061,2026-03-02,project-05,compute,us-central1,prod,platform,cost,37.007,13.364,0.729,62.598,78.779,1
cloud-security-007-00062,2026-03-03,project-20,pubsub,europe-west1,staging,finops,latency,47.996,17.114,0.693,98.485,95.349,1
cloud-security-007-00063,2026-03-04,project-11,vertex-ai,us-east1,dev,mlops,latency,16.103,16.752,0.44,136.068,79.967,1
cloud-security-007-00064,2026-03-05,project-06,vertex-ai,europe-west1,staging,backend,quality,64.921,8.922,0.514,28.858,65.739,0
cloud-security-007-00065,2026-03-06,project-24,compute,europe-west1,staging,finops,reliability,51.001,15.284,0.51,144.643,92.457,1
cloud-security-007-00066,2026-03-07,project-18,bigquery,europe-west1,staging,finops,latency,45.655,14.632,0.512,102.756,83.026,1
cloud-security-007-00067,2026-03-08,project-09,compute,us-east1,prod,data,cost,45.12,11.484,0.717,132.556,87.014,1
cloud-security-007-00068,2026-03-09,project-16,vertex-ai,us-east1,prod,security,reliability,60.517,8.408,0.517,137.711,78.977,1
cloud-security-007-00069,2026-03-10,project-20,cloud-sql,us-central1,dev,backend,reliability,23.049,3.308,0.512,167.927,58.195,0
cloud-security-007-00070,2026-03-11,project-20,compute,europe-west1,prod,security,cost,91.837,10.297,0.391,186.526,97.056,1
cloud-security-007-00071,2026-03-12,project-12,cloud-sql,us-central1,prod,platform,quality,48.857,15.496,0.641,167.064,100,1
cloud-security-007-00072,2026-03-13,project-02,gke,us-central1,prod,platform,reliability,47.805,4.833,0.613,129.944,68.414,0
cloud-security-007-00073,2026-03-14,project-18,pubsub,asia-south1,dev,platform,cost,25.283,17.096,0.408,81.727,74.938,1
cloud-security-007-00074,2026-03-15,project-22,gke,global,staging,platform,cost,42.818,8.457,0.628,180.224,82.982,1
cloud-security-007-00075,2026-03-16,project-23,vertex-ai,europe-west1,prod,mlops,latency,53.096,4.848,0.668,164.705,77.295,1
cloud-security-007-00076,2026-03-17,project-16,pubsub,asia-south1,staging,backend,cost,58.261,26.801,0.646,75.152,100,1
cloud-security-007-00077,2026-03-18,project-11,cloud-run,global,dev,backend,latency,58.675,23.737,0.294,153.873,100,1
cloud-security-007-00078,2026-03-19,project-12,bigquery,global,prod,finops,quality,59.381,7.628,0.591,132.56,78.599,1
cloud-security-007-00079,2026-03-20,project-11,bigquery,europe-west1,prod,platform,latency,47.794,4.969,0.905,157.238,82.928,1
cloud-security-007-00080,2026-03-21,project-23,cloud-sql,us-central1,sandbox,platform,latency,49.348,10.822,0.744,177.99,94.52,1
cloud-security-007-00081,2026-03-22,project-03,pubsub,asia-south1,prod,security,quality,102.116,10.885,0.264,89.937,83.495,1
cloud-security-007-00082,2026-03-23,project-11,pubsub,asia-south1,prod,data,reliability,45.198,7.844,0.407,35.368,53.525,0
cloud-security-007-00083,2026-03-24,project-13,cloud-sql,us-central1,prod,data,security,86.413,4.32,0.261,116.771,66.489,0
cloud-security-007-00084,2026-03-25,project-03,cloud-sql,global,prod,security,reliability,60.976,8.683,0.776,179.71,94.97,1
cloud-security-007-00085,2026-03-26,project-06,pubsub,global,prod,platform,quality,69.54,4.069,0.635,125.807,74.405,1
cloud-security-007-00086,2026-03-27,project-18,compute,global,dev,backend,security,59.583,20.145,0.343,227.002,100,1
cloud-security-007-00087,2026-03-28,project-19,vertex-ai,global,dev,finops,cost,30.072,5.062,0.865,123.283,70.59,1
cloud-security-007-00088,2026-03-29,project-10,pubsub,global,prod,data,cost,67.651,3.807,0.462,204.705,78.584,1
cloud-security-007-00089,2026-03-30,project-17,cloud-sql,us-central1,sandbox,platform,security,36.596,4.473,0.537,172.965,67.265,1
cloud-security-007-00090,2026-03-31,project-05,gke,global,prod,finops,latency,75.55,31.257,0.791,99.519,100,1
cloud-security-007-00091,2026-04-01,project-07,pubsub,global,prod,backend,reliability,72.46,11.664,0.685,206.145,100,1
cloud-security-007-00092,2026-04-02,project-16,gke,us-east1,staging,backend,latency,41.749,4.695,0.598,97.649,60.738,1
cloud-security-007-00093,2026-04-03,project-04,compute,asia-south1,dev,finops,quality,52.959,4.264,0.461,162.15,68.267,0
cloud-security-007-00094,2026-04-04,project-05,cloud-run,europe-west1,dev,security,security,48.255,5.649,0.352,122.226,60.215,0
cloud-security-007-00095,2026-04-05,project-16,compute,asia-south1,prod,platform,reliability,53.243,4.926,0.821,64.464,68.265,1
cloud-security-007-00096,2026-04-06,project-18,gke,asia-south1,prod,security,reliability,80.473,6.98,0.264,0.0,53.692,0
cloud-security-007-00097,2026-04-07,project-07,cloud-run,asia-south1,prod,security,reliability,53.231,7.269,0.738,191.232,89.31,1
cloud-security-007-00098,2026-04-08,project-14,vertex-ai,global,dev,finops,cost,62.808,19.039,0.452,95.294,96.124,1
cloud-security-007-00099,2026-04-09,project-17,vertex-ai,asia-south1,dev,mlops,security,43.724,7.577,0.633,63.666,64.423,0
cloud-security-007-00100,2026-04-10,project-06,vertex-ai,asia-south1,sandbox,mlops,cost,19.857,9.666,0.705,27.846,58.24,0
cloud-security-007-00101,2026-04-11,project-20,bigquery,europe-west1,prod,finops,reliability,60.091,6.045,0.726,192.112,88.563,1
cloud-security-007-00102,2026-04-12,project-20,gke,europe-west1,dev,data,reliability,15.07,12.812,0.665,142.985,79.296,1
cloud-security-007-00103,2026-04-13,project-02,compute,asia-south1,sandbox,mlops,security,35.045,9.084,0.729,189.925,86.674,1
cloud-security-007-00104,2026-04-14,project-06,cloud-sql,us-central1,prod,data,security,71.86,6.227,0.625,172.496,86.711,1
cloud-security-007-00105,2026-04-15,project-20,vertex-ai,europe-west1,sandbox,platform,quality,24.604,19.18,0.532,121.454,89.697,1
cloud-security-007-00106,2026-04-16,project-23,cloud-sql,us-east1,sandbox,security,quality,68.205,5.12,0.504,179.563,79.645,1
cloud-security-007-00107,2026-04-17,project-16,pubsub,asia-south1,sandbox,backend,security,53.492,14.224,0.467,73.775,79.015,1
cloud-security-007-00108,2026-04-18,project-02,gke,asia-south1,prod,backend,quality,85.267,5.107,0.63,127.81,82.449,1
cloud-security-007-00109,2026-04-19,project-24,bigquery,global,dev,finops,cost,12.066,7.958,0.694,76.642,58.259,0
cloud-security-007-00110,2026-04-20,project-21,bigquery,europe-west1,staging,backend,cost,50.116,9.715,0.861,0.0,70.344,1
cloud-security-007-00111,2026-04-21,project-20,bigquery,global,dev,platform,quality,18.064,4.853,0.444,118.007,50.395,0
cloud-security-007-00112,2026-04-22,project-22,bigquery,global,staging,mlops,quality,51.061,26.553,0.374,0.0,92.918,1
cloud-security-007-00113,2026-04-23,project-23,vertex-ai,europe-west1,prod,backend,cost,72.428,8.301,0.497,180.011,88.365,1
cloud-security-007-00114,2026-04-24,project-24,cloud-sql,asia-south1,sandbox,mlops,quality,66.513,11.923,0.606,155.69,95.015,1
cloud-security-007-00115,2026-04-25,project-02,vertex-ai,europe-west1,prod,security,latency,89.744,8.582,0.403,108.416,81.351,1
cloud-security-007-00116,2026-04-26,project-02,pubsub,asia-south1,sandbox,security,cost,41.158,7.65,0.386,91.299,59.08,0
cloud-security-007-00117,2026-04-27,project-19,cloud-run,us-central1,prod,security,security,50.022,5.693,0.494,135.336,67.818,0
cloud-security-007-00118,2026-04-28,project-20,bigquery,europe-west1,prod,data,security,81.907,10.796,0.512,130.184,90.763,1
cloud-security-007-00119,2026-04-29,project-13,cloud-sql,global,prod,platform,reliability,48.57,13.168,0.679,72.078,82.001,1
cloud-security-007-00120,2026-04-30,project-08,gke,us-central1,dev,platform,latency,28.696,4.253,0.755,78.488,57.838,1
cloud-security-007-00121,2026-05-01,project-23,pubsub,us-central1,dev,platform,reliability,60.83,11.165,0.586,170.716,92.748,1
cloud-security-007-00122,2026-05-02,project-11,cloud-run,global,sandbox,backend,cost,32.262,5.831,0.335,164.874,60.666,0
cloud-security-007-00123,2026-05-03,project-07,pubsub,us-central1,dev,finops,security,42.214,9.266,0.48,118.455,70.47,1
cloud-security-007-00124,2026-05-04,project-02,vertex-ai,asia-south1,sandbox,mlops,reliability,55.35,9.595,0.434,138.586,77.161,1
cloud-security-007-00125,2026-05-05,project-13,bigquery,us-central1,sandbox,security,security,52.88,23.678,0.657,178.202,100,1
cloud-security-007-00126,2026-05-06,project-15,bigquery,europe-west1,prod,finops,latency,64.357,15.942,0.54,109.291,94.561,1
cloud-security-007-00127,2026-05-07,project-18,cloud-run,europe-west1,dev,finops,reliability,32.109,5.91,0.601,198.061,74.947,1
cloud-security-007-00128,2026-05-08,project-15,vertex-ai,us-central1,prod,data,quality,51.705,21.917,0.854,156.719,100,1
cloud-security-007-00129,2026-05-09,project-17,vertex-ai,asia-south1,prod,platform,cost,82.182,11.128,0.254,52.965,71.343,1
cloud-security-007-00130,2026-05-10,project-22,compute,asia-south1,dev,platform,reliability,39.678,8.311,0.261,83.28,54.56,0
cloud-security-007-00131,2026-05-11,project-11,vertex-ai,us-east1,dev,mlops,quality,30.661,7.315,0.424,86.282,55.222,0
cloud-security-007-00132,2026-05-12,project-11,pubsub,asia-south1,dev,platform,reliability,54.672,7.513,0.731,164.269,86.206,1
cloud-security-007-00133,2026-05-13,project-01,cloud-run,us-east1,prod,mlops,security,84.676,11.451,0.721,130.475,100,1
cloud-security-007-00134,2026-05-14,project-16,compute,global,sandbox,data,latency,25.046,5.514,0.623,72.298,53.981,0
cloud-security-007-00135,2026-05-15,project-06,pubsub,europe-west1,prod,mlops,security,78.452,8.339,0.384,126.762,78.842,1
cloud-security-007-00136,2026-05-16,project-14,vertex-ai,europe-west1,prod,backend,latency,70.199,7.019,0.457,53.392,64.729,1
cloud-security-007-00137,2026-05-17,project-03,cloud-sql,europe-west1,prod,mlops,latency,44.421,14.334,0.728,129.967,93.427,1
cloud-security-007-00138,2026-05-18,project-21,cloud-run,us-central1,sandbox,platform,cost,54.881,11.88,0.471,102.992,78.433,1
cloud-security-007-00139,2026-05-19,project-15,bigquery,us-central1,staging,platform,latency,78.09,6.306,0.623,169.374,88.551,1
cloud-security-007-00140,2026-05-20,project-08,pubsub,europe-west1,prod,finops,quality,63.382,8.471,0.823,165.8,94.934,1
cloud-security-007-00141,2026-05-21,project-10,compute,us-central1,staging,backend,reliability,62.353,11.779,0.165,177.536,80.974,1
cloud-security-007-00142,2026-05-22,project-01,bigquery,us-east1,dev,platform,quality,37.852,33.246,0.626,46.535,100,1
cloud-security-007-00143,2026-05-23,project-05,bigquery,global,dev,mlops,reliability,39.711,10.812,0.428,35.468,59.279,1
cloud-security-007-00144,2026-05-24,project-14,gke,europe-west1,prod,backend,cost,56.864,13.958,0.874,20.635,86.07,1
cloud-security-007-00145,2026-05-25,project-23,bigquery,us-central1,sandbox,finops,quality,42.427,15.632,0.337,121.968,80.906,1
cloud-security-007-00146,2026-05-26,project-04,gke,global,prod,mlops,reliability,50.075,6.032,0.768,78.644,69.95,1
cloud-security-007-00147,2026-05-27,project-06,bigquery,global,staging,finops,security,37.215,3.156,0.485,104.0,52.531,0
cloud-security-007-00148,2026-05-28,project-21,pubsub,europe-west1,prod,data,cost,42.68,14.247,0.356,85.229,73.07,1
cloud-security-007-00149,2026-05-29,project-06,bigquery,us-east1,dev,mlops,reliability,27.044,5.714,0.672,139.566,66.671,0
cloud-security-007-00150,2026-05-30,project-02,vertex-ai,us-east1,prod,mlops,quality,80.901,10.598,0.451,50.876,76.248,1
cloud-security-007-00151,2026-05-31,project-20,cloud-run,europe-west1,prod,platform,cost,66.734,5.08,0.735,209.871,91.541,1
cloud-security-007-00152,2026-06-01,project-10,vertex-ai,global,prod,security,cost,53.979,12.978,0.58,44.469,75.96,1
cloud-security-007-00153,2026-06-02,project-09,vertex-ai,us-central1,dev,finops,reliability,50.235,5.181,0.436,93.62,58.584,1
cloud-security-007-00154,2026-06-03,project-10,compute,europe-west1,prod,security,cost,72.355,17.143,0.43,209.157,100,1
cloud-security-007-00155,2026-06-04,project-24,pubsub,asia-south1,staging,backend,reliability,33.545,8.076,0.628,126.845,71.063,0
cloud-security-007-00156,2026-06-05,project-05,gke,europe-west1,prod,security,latency,72.044,8.058,0.458,153.316,82.406,1
cloud-security-007-00157,2026-06-06,project-13,compute,europe-west1,staging,backend,cost,44.978,4.747,0.325,200.02,67.363,1
cloud-security-007-00158,2026-06-07,project-12,cloud-run,us-east1,sandbox,mlops,reliability,70.986,9.502,0.442,67.806,72.375,1
cloud-security-007-00159,2026-06-08,project-23,compute,us-central1,dev,mlops,quality,26.33,11.034,0.801,0.135,63.016,1
cloud-security-007-00160,2026-06-09,project-07,pubsub,us-central1,sandbox,platform,security,35.292,10.627,0.721,144.589,83.469,1
cloud-security-007-00161,2026-06-10,project-02,bigquery,asia-south1,dev,platform,quality,13.328,3.367,0.476,86.114,41.739,0
cloud-security-007-00162,2026-06-11,project-01,cloud-sql,global,prod,platform,latency,30.1,6.156,0.799,166.093,77.086,1
cloud-security-007-00163,2026-06-12,project-14,vertex-ai,europe-west1,prod,mlops,reliability,79.153,8.951,0.687,139.971,93.047,1
cloud-security-007-00164,2026-06-13,project-16,cloud-sql,global,prod,platform,quality,77.18,14.274,0.665,156.795,100,1
cloud-security-007-00165,2026-06-14,project-18,vertex-ai,us-east1,dev,finops,cost,29.169,3.859,0.681,212.595,74.052,1
cloud-security-007-00166,2026-06-15,project-16,compute,global,dev,data,cost,60.036,5.961,0.522,181.204,79.617,1
cloud-security-007-00167,2026-06-16,project-02,cloud-run,europe-west1,dev,security,security,40.653,4.51,0.501,218.99,74.223,0
cloud-security-007-00168,2026-06-17,project-18,pubsub,us-central1,sandbox,security,security,75.951,5.946,0.748,167.024,90.995,1
cloud-security-007-00169,2026-06-18,project-09,cloud-run,us-central1,prod,platform,security,60.387,6.801,0.629,71.532,69.451,1
cloud-security-007-00170,2026-06-19,project-22,compute,europe-west1,prod,backend,quality,52.123,10.699,0.117,10.7,48.863,0
cloud-security-007-00171,2026-06-20,project-22,gke,asia-south1,prod,backend,cost,49.891,6.998,0.66,157.829,79.907,1
cloud-security-007-00172,2026-06-21,project-10,vertex-ai,us-east1,prod,security,reliability,64.173,15.363,0.494,129.68,94.509,1
cloud-security-007-00173,2026-06-22,project-13,bigquery,asia-south1,prod,platform,quality,87.521,7.792,0.468,61.995,74.235,0
cloud-security-007-00174,2026-06-23,project-14,vertex-ai,us-central1,sandbox,finops,cost,45.331,12.365,0.818,114.977,90.115,1
cloud-security-007-00175,2026-06-24,project-22,vertex-ai,us-central1,sandbox,platform,reliability,45.234,9.905,0.695,100.611,77.941,1
cloud-security-007-00176,2026-06-25,project-17,cloud-sql,asia-south1,sandbox,platform,cost,17.434,11.907,0.589,89.787,67.594,1
cloud-security-007-00177,2026-06-26,project-18,cloud-sql,europe-west1,prod,security,quality,50.383,5.709,0.07,163.898,57.307,0
cloud-security-007-00178,2026-06-27,project-07,vertex-ai,us-central1,dev,security,quality,24.549,11.948,0.524,156.7,77.663,1
cloud-security-007-00179,2026-06-28,project-09,compute,asia-south1,dev,mlops,cost,61.847,17.204,0.701,190.352,100,1
cloud-security-007-00180,2026-06-29,project-03,compute,asia-south1,staging,backend,security,54.879,8.47,0.602,186.196,87.195,1
cloud-security-007-00181,2026-01-01,project-08,cloud-sql,asia-south1,prod,platform,quality,63.854,9.666,0.536,120.577,81.247,1
cloud-security-007-00182,2026-01-02,project-14,compute,global,prod,finops,reliability,72.873,4.277,0.524,44.903,60.374,0
cloud-security-007-00183,2026-01-03,project-06,bigquery,asia-south1,sandbox,data,quality,57.645,3.317,0.353,120.986,57.914,0
cloud-security-007-00184,2026-01-04,project-22,vertex-ai,asia-south1,staging,data,security,24.304,16.234,0.38,234.328,93.859,1
cloud-security-007-00185,2026-01-05,project-01,compute,global,prod,data,cost,47.939,21.213,0.18,125.19,90.833,1
cloud-security-007-00186,2026-01-06,project-23,pubsub,global,sandbox,finops,security,6.604,18.798,0.427,156.96,84.008,1
cloud-security-007-00187,2026-01-07,project-17,vertex-ai,us-central1,prod,finops,quality,23.222,8.822,0.675,156.013,75.089,1
cloud-security-007-00188,2026-01-08,project-17,gke,europe-west1,prod,data,reliability,69.429,13.377,0.266,173.343,90.102,1
cloud-security-007-00189,2026-01-09,project-05,gke,global,prod,security,latency,77.159,7.525,0.332,84.46,68.501,1
cloud-security-007-00190,2026-01-10,project-07,vertex-ai,global,prod,mlops,quality,60.26,3.441,0.724,137.825,74.559,0
cloud-security-007-00191,2026-01-11,project-22,gke,us-east1,prod,platform,security,70.435,5.391,0.583,101.959,72.505,1
cloud-security-007-00192,2026-01-12,project-03,cloud-sql,europe-west1,prod,mlops,cost,58.127,5.497,0.824,88.795,74.96,1
cloud-security-007-00193,2026-01-13,project-10,cloud-sql,us-central1,staging,platform,reliability,56.218,11.97,0.703,123.443,90.213,1
cloud-security-007-00194,2026-01-14,project-17,cloud-sql,global,prod,platform,latency,73.614,3.887,0.22,121.699,60.282,0
cloud-security-007-00195,2026-01-15,project-13,compute,us-east1,dev,backend,quality,18.848,12.695,0.534,147.906,76.478,1
cloud-security-007-00196,2026-01-16,project-10,bigquery,global,prod,mlops,cost,53.09,16.112,0.731,95.799,95.732,1
cloud-security-007-00197,2026-01-17,project-07,bigquery,europe-west1,sandbox,backend,quality,31.104,9.329,0.684,104.673,71.859,1
cloud-security-007-00198,2026-01-18,project-22,bigquery,europe-west1,prod,mlops,security,62.093,7.8,0.651,42.014,68.845,1
cloud-security-007-00199,2026-01-19,project-05,cloud-run,us-central1,prod,finops,security,70.778,14.46,0.518,89.537,89.7,1
cloud-security-007-00200,2026-01-20,project-24,cloud-run,us-central1,prod,data,cost,59.269,7.437,0.671,160.471,84.984,1
cloud-security-007-00201,2026-01-21,project-18,compute,us-east1,prod,finops,quality,88.93,14.237,0.379,178.904,100,1
cloud-security-007-00202,2026-01-22,project-16,bigquery,us-central1,staging,data,reliability,57.172,11.362,0.766,47.828,80.306,1
cloud-security-007-00203,2026-01-23,project-01,cloud-run,global,dev,mlops,quality,37.261,7.417,0.621,157.173,75.004,1
cloud-security-007-00204,2026-01-24,project-02,cloud-sql,global,sandbox,security,latency,47.34,9.633,0.204,192.297,74.229,1
cloud-security-007-00205,2026-01-25,project-06,bigquery,global,prod,backend,cost,72.687,8.123,0.334,34.132,61.062,1
cloud-security-007-00206,2026-01-26,project-11,gke,us-central1,prod,backend,cost,48.626,13.528,0.654,47.571,78.412,1
cloud-security-007-00207,2026-01-27,project-02,pubsub,asia-south1,prod,security,reliability,98.753,13.985,0.492,199.338,100,1
cloud-security-007-00208,2026-01-28,project-01,cloud-run,us-east1,prod,data,reliability,79.417,6.671,0.549,124.191,80.688,1
cloud-security-007-00209,2026-01-29,project-17,bigquery,asia-south1,dev,backend,latency,44.443,6.683,0.76,86.783,70.405,1
cloud-security-007-00210,2026-01-30,project-16,gke,europe-west1,dev,data,security,20.38,7.066,0.226,211.035,62.306,0
cloud-security-007-00211,2026-01-31,project-03,cloud-sql,europe-west1,sandbox,data,quality,49.361,5.004,0.455,54.654,52.848,0
cloud-security-007-00212,2026-02-01,project-23,vertex-ai,us-central1,staging,platform,reliability,20.72,15.51,0.709,129.888,87.199,1
cloud-security-007-00213,2026-02-02,project-10,cloud-run,us-central1,dev,finops,latency,84.701,5.919,0.28,187.237,80.562,1
cloud-security-007-00214,2026-02-03,project-18,bigquery,us-east1,dev,security,security,40.97,20.285,0.447,85.611,89.801,1
cloud-security-007-00215,2026-02-04,project-13,bigquery,europe-west1,sandbox,security,quality,39.784,10.526,0.653,157.672,84.334,1
cloud-security-007-00216,2026-02-05,project-24,cloud-sql,global,sandbox,backend,security,54.345,13.786,0.39,107.986,80.586,1
cloud-security-007-00217,2026-02-06,project-08,gke,global,prod,security,latency,67.722,14.382,0.511,153.413,97.518,1
cloud-security-007-00218,2026-02-07,project-04,gke,europe-west1,prod,backend,security,49.784,3.78,0.126,74.183,41.473,0
cloud-security-007-00219,2026-02-08,project-05,cloud-sql,asia-south1,dev,finops,latency,23.033,7.499,0.374,80.488,50.387,0
