record_id,event_date,project_name,service_name,gcp_region,environment,owning_team,signal_category,metric_a,metric_b,metric_c,metric_d,risk_score,quality_issue
data-quality-088-00060,2026-03-01,project-04,bigquery,asia-south1,staging,mlops,cost,66.982,7.712,0.546,100.931,75.267,1
data-quality-088-00061,2026-03-02,project-09,pubsub,global,prod,security,cost,60.924,15.581,0.314,125.384,86.954,1
data-quality-088-00062,2026-03-03,project-06,gke,europe-west1,prod,mlops,quality,64.892,5.67,0.695,171.369,85.259,1
data-quality-088-00063,2026-03-04,project-20,gke,asia-south1,dev,security,quality,27.541,6.688,0.768,57.141,60.458,0
data-quality-088-00064,2026-03-05,project-16,bigquery,asia-south1,prod,data,security,93.536,3.239,0.59,82.625,72.995,1
data-quality-088-00065,2026-03-06,project-18,bigquery,europe-west1,prod,platform,quality,90.894,13.894,0.748,0.0,90.412,1
data-quality-088-00066,2026-03-07,project-19,pubsub,us-central1,prod,mlops,security,62.513,8.489,0.755,120.285,85.654,1
data-quality-088-00067,2026-03-08,project-21,pubsub,global,dev,finops,quality,30.861,7.365,0.445,187.935,70.969,1
data-quality-088-00068,2026-03-09,project-01,vertex-ai,global,prod,finops,latency,71.277,12.463,0.588,96.509,88.682,1
data-quality-088-00069,2026-03-10,project-04,compute,us-central1,staging,data,security,39.216,6.29,0.579,128.667,67.431,0
data-quality-088-00070,2026-03-11,project-22,compute,us-central1,sandbox,mlops,cost,51.093,16.586,0.057,77.638,69.9,1
data-quality-088-00071,2026-03-12,project-09,vertex-ai,europe-west1,dev,backend,quality,44.041,7.409,0.606,139.265,74.221,0
data-quality-088-00072,2026-03-13,project-06,vertex-ai,global,prod,data,quality,80.667,8.163,0.427,101.762,77.066,1
data-quality-088-00073,2026-03-14,project-02,gke,europe-west1,sandbox,data,reliability,18.517,5.486,0.61,91.821,54.022,0
data-quality-088-00074,2026-03-15,project-08,cloud-sql,asia-south1,sandbox,finops,cost,45.063,5.461,0.416,132.784,62.439,0
data-quality-088-00075,2026-03-16,project-05,cloud-sql,asia-south1,prod,backend,cost,58.121,13.674,0.256,104.385,76.431,1
data-quality-088-00076,2026-03-17,project-17,gke,asia-south1,prod,platform,cost,56.129,9.13,0.567,169.104,85.454,1
data-quality-088-00077,2026-03-18,project-04,vertex-ai,us-east1,dev,backend,cost,25.036,11.835,0.748,149.107,84.302,1
data-quality-088-00078,2026-03-19,project-19,pubsub,us-east1,prod,security,latency,90.82,13.281,0.257,106.091,87.243,1
data-quality-088-00079,2026-03-20,project-04,bigquery,us-east1,dev,platform,quality,48.128,10.079,0.504,186.247,85.163,1
data-quality-088-00080,2026-03-21,project-12,compute,asia-south1,staging,mlops,latency,48.215,11.473,0.397,77.902,68.901,1
data-quality-088-00081,2026-03-22,project-15,bigquery,global,sandbox,platform,reliability,54.104,8.242,0.773,183.933,92.046,1
data-quality-088-00082,2026-03-23,project-16,compute,us-central1,dev,mlops,security,45.283,14.658,0.585,169.363,95.225,1
data-quality-088-00083,2026-03-24,project-18,cloud-run,global,sandbox,mlops,cost,42.503,27.974,0.586,106.211,100,1
data-quality-088-00084,2026-03-25,project-15,cloud-run,asia-south1,sandbox,backend,cost,44.693,6.6,0.707,112.373,72.175,0
data-quality-088-00085,2026-03-26,project-08,cloud-sql,us-east1,dev,backend,cost,34.034,6.534,0.509,115.691,61.845,0
data-quality-088-00086,2026-03-27,project-01,bigquery,us-central1,prod,backend,quality,61.808,7.442,0.428,77.327,65.254,0
data-quality-088-00087,2026-03-28,project-21,bigquery,europe-west1,prod,mlops,security,70.974,9.682,0.495,74.188,75.576,1
data-quality-088-00088,2026-03-29,project-11,cloud-sql,us-east1,prod,platform,latency,54.269,6.266,0.513,165.643,75.726,1
data-quality-088-00089,2026-03-30,project-12,bigquery,europe-west1,prod,data,security,97.352,6.932,0.567,78.656,81.564,1
data-quality-088-00090,2026-03-31,project-06,cloud-run,us-central1,sandbox,backend,security,30.961,6.414,0.764,103.288,67.605,0
data-quality-088-00091,2026-04-01,project-16,vertex-ai,us-central1,sandbox,data,quality,2.609,10.849,0.632,159.758,71.646,1
data-quality-088-00092,2026-04-02,project-20,cloud-run,global,dev,security,quality,79.294,13.104,0.578,172.813,100,1
data-quality-088-00093,2026-04-03,project-08,bigquery,global,staging,mlops,reliability,21.62,6.859,0.243,78.016,43.454,0
data-quality-088-00094,2026-04-04,project-16,cloud-run,us-east1,staging,finops,quality,59.881,4.473,0.364,185.739,71.222,1
data-quality-088-00095,2026-04-05,project-14,bigquery,europe-west1,sandbox,platform,security,60.169,4.998,0.624,103.757,69.692,1
data-quality-088-00096,2026-04-06,project-13,cloud-sql,us-east1,dev,security,cost,55.95,6.127,0.795,153.616,84.106,1
data-quality-088-00097,2026-04-07,project-11,bigquery,global,prod,finops,latency,59.216,7.486,0.082,101.168,55.817,0
data-quality-088-00098,2026-04-08,project-15,compute,asia-south1,sandbox,security,security,37.139,8.04,0.569,90.824,64.919,0
data-quality-088-00099,2026-04-09,project-13,vertex-ai,europe-west1,dev,backend,quality,42.04,9.245,0.218,130.427,62.936,0
data-quality-088-00100,2026-04-10,project-19,pubsub,us-east1,dev,security,latency,29.562,10.929,0.713,122.164,78.618,1
data-quality-088-00101,2026-04-11,project-03,gke,global,dev,backend,cost,45.748,3.958,0.528,183.907,70.547,0
data-quality-088-00102,2026-04-12,project-08,compute,global,sandbox,finops,security,41.766,11.605,0.89,94.15,86.577,1
data-quality-088-00103,2026-04-13,project-22,cloud-run,global,sandbox,data,reliability,42.421,3.592,0.425,0.0,38.104,0
data-quality-088-00104,2026-04-14,project-24,gke,asia-south1,sandbox,backend,security,42.378,7.019,0.705,138.115,76.027,1
data-quality-088-00105,2026-04-15,project-23,compute,asia-south1,prod,backend,security,60.295,8.866,0.485,81.268,70.617,1
data-quality-088-00106,2026-04-16,project-14,cloud-sql,global,staging,security,cost,64.804,22.108,0.659,140.028,100,1
data-quality-088-00107,2026-04-17,project-19,vertex-ai,asia-south1,staging,platform,quality,59.836,17.777,0.594,136.603,100,1
data-quality-088-00108,2026-04-18,project-01,bigquery,us-east1,sandbox,finops,cost,15.909,12.185,0.658,136.598,76.95,0
data-quality-088-00109,2026-04-19,project-11,gke,asia-south1,dev,mlops,security,37.192,7.617,0.481,154.645,70.178,1
data-quality-088-00110,2026-04-20,project-06,gke,us-central1,prod,security,quality,66.162,6.066,0.543,156.002,79.066,1
data-quality-088-00111,2026-04-21,project-22,cloud-sql,global,prod,backend,reliability,94.823,9.352,0.57,63.762,84.258,1
data-quality-088-00112,2026-04-22,project-18,vertex-ai,europe-west1,dev,data,reliability,37.597,11.295,0.883,32.872,75.213,1
data-quality-088-00113,2026-04-23,project-11,gke,europe-west1,dev,data,quality,32.189,2.913,0.325,135.169,49.15,0
data-quality-088-00114,2026-04-24,project-12,gke,us-central1,sandbox,backend,cost,0.0,5.417,0.624,115.473,51.319,0
data-quality-088-00115,2026-04-25,project-12,gke,us-east1,prod,finops,latency,60.937,4.088,0.691,79.598,66.66,0
data-quality-088-00116,2026-04-26,project-03,vertex-ai,europe-west1,sandbox,security,cost,17.114,8.528,0.693,107.373,65.802,0
data-quality-088-00117,2026-04-27,project-08,cloud-sql,europe-west1,prod,finops,latency,64.477,9.193,0.551,0.0,63.302,0
data-quality-088-00118,2026-04-28,project-20,gke,us-east1,prod,backend,security,86.96,9.472,0.673,119.346,93.497,1
data-quality-088-00119,2026-04-29,project-12,bigquery,global,dev,mlops,security,60.163,6.794,0.362,71.707,60.037,0
data-quality-088-00120,2026-04-30,project-20,compute,us-central1,staging,platform,security,81.324,5.35,0.442,107.393,72.078,1
data-quality-088-00121,2026-05-01,project-05,cloud-run,global,dev,backend,security,45.315,18.96,0.271,95.601,83.527,1
data-quality-088-00122,2026-05-02,project-03,gke,europe-west1,prod,finops,reliability,43.236,14.67,0.63,53.267,79.181,1
data-quality-088-00123,2026-05-03,project-13,cloud-sql,global,dev,mlops,reliability,10.626,10.863,0.365,61.612,50.826,0
data-quality-088-00124,2026-05-04,project-24,bigquery,us-central1,prod,mlops,reliability,65.544,9.65,0.453,143.604,82.254,1
data-quality-088-00125,2026-05-05,project-19,compute,us-central1,prod,data,security,100.615,19.084,0.6,81.091,100,1
data-quality-088-00126,2026-05-06,project-19,vertex-ai,global,prod,data,security,62.271,7.083,0.531,199.343,85.978,1
data-quality-088-00127,2026-05-07,project-04,bigquery,us-east1,prod,backend,security,60.296,5.584,0.381,77.126,58.715,0
data-quality-088-00128,2026-05-08,project-04,compute,global,prod,backend,security,48.165,13.903,0.451,47.988,72.081,1
data-quality-088-00129,2026-05-09,project-16,gke,us-east1,prod,data,security,60.195,6.776,0.472,36.374,58.703,0
data-quality-088-00130,2026-05-10,project-21,vertex-ai,us-central1,prod,data,reliability,69.886,7.895,0.713,57.943,76.287,1
data-quality-088-00131,2026-05-11,project-08,bigquery,us-central1,staging,backend,latency,82.103,5.984,0.279,161.99,76.087,1
data-quality-088-00132,2026-05-12,project-06,cloud-run,asia-south1,dev,platform,quality,63.261,5.292,0.396,153.846,70.785,1
data-quality-088-00133,2026-05-13,project-08,gke,us-east1,prod,security,latency,66.496,8.422,0.387,205.905,86.498,1
data-quality-088-00134,2026-05-14,project-14,gke,asia-south1,prod,mlops,quality,59.887,9.671,0.412,29.867,62.302,0
data-quality-088-00135,2026-05-15,project-15,cloud-sql,europe-west1,prod,platform,latency,85.161,7.268,0.935,109.899,95.517,1
data-quality-088-00136,2026-05-16,project-01,cloud-sql,us-central1,prod,platform,cost,57.662,6.834,0.475,147.19,74.218,1
data-quality-088-00137,2026-05-17,project-01,pubsub,us-central1,staging,mlops,cost,47.982,7.14,0.211,194.909,69.263,0
data-quality-088-00138,2026-05-18,project-09,cloud-sql,europe-west1,prod,backend,cost,73.311,15.725,0.532,32.291,85.68,1
data-quality-088-00139,2026-05-19,project-19,gke,us-central1,sandbox,security,quality,33.327,7.24,0.618,183.708,76.979,1
data-quality-088-00140,2026-05-20,project-10,vertex-ai,global,prod,data,security,62.934,6.125,0.799,62.48,73.395,1
data-quality-088-00141,2026-05-21,project-05,gke,us-east1,prod,finops,reliability,73.719,10.966,0.771,28.389,82.514,1
data-quality-088-00142,2026-05-22,project-11,gke,global,prod,backend,reliability,38.259,10.292,0.461,99.401,68.036,1
data-quality-088-00143,2026-05-23,project-05,gke,global,dev,backend,security,44.489,7.885,0.643,121.009,74.122,0
data-quality-088-00144,2026-05-24,project-10,bigquery,us-east1,sandbox,finops,quality,42.483,6.788,0.685,82.206,66.671,0
data-quality-088-00145,2026-05-25,project-23,cloud-run,us-central1,staging,finops,quality,19.196,3.899,0.755,162.607,65.955,1
data-quality-088-00146,2026-05-26,project-24,bigquery,global,dev,backend,security,26.475,5.862,1.157,72.233,73.973,1
data-quality-088-00147,2026-05-27,project-17,compute,us-east1,dev,finops,reliability,31.796,12.413,0.5,23.05,60.954,0
data-quality-088-00148,2026-05-28,project-05,pubsub,us-central1,staging,security,security,61.698,3.963,0.631,75.291,63.906,0
data-quality-088-00149,2026-05-29,project-15,vertex-ai,us-central1,dev,finops,latency,17.383,13.164,0.458,66.668,62.552,0
data-quality-088-00150,2026-05-30,project-24,cloud-sql,asia-south1,staging,security,cost,61.919,5.069,0.709,165.813,82.495,1
data-quality-088-00151,2026-05-31,project-10,gke,us-central1,prod,finops,quality,14.442,6.731,0.449,181.262,62.909,0
data-quality-088-00152,2026-06-01,project-01,pubsub,asia-south1,prod,finops,quality,104.62,6.082,0.519,119.613,86.417,1
data-quality-088-00153,2026-06-02,project-10,vertex-ai,asia-south1,staging,finops,latency,42.414,11.83,0.527,158.89,84.065,1
data-quality-088-00154,2026-06-03,project-02,gke,us-central1,prod,data,latency,74.59,10.149,0.621,8.674,72.787,0
data-quality-088-00155,2026-06-04,project-04,cloud-sql,europe-west1,prod,finops,security,93.552,8.182,0.567,163.304,95.495,1
data-quality-088-00156,2026-06-05,project-13,vertex-ai,us-central1,prod,mlops,reliability,69.983,5.887,0.216,145.886,67.065,0
data-quality-088-00157,2026-06-06,project-22,gke,global,prod,mlops,cost,35.56,6.329,0.44,67.142,52.405,0
data-quality-088-00158,2026-06-07,project-09,cloud-sql,global,prod,platform,reliability,73.505,12.768,0.952,195.001,100,1
data-quality-088-00159,2026-06-08,project-10,compute,global,prod,mlops,cost,35.388,10.938,0.294,104.038,63.37,0
data-quality-088-00160,2026-06-09,project-06,cloud-sql,europe-west1,dev,mlops,reliability,48.705,7.723,0.18,89.302,54.39,0
data-quality-088-00161,2026-06-10,project-24,bigquery,us-east1,prod,security,security,72.253,6.335,0.56,39.012,65.359,1
data-quality-088-00162,2026-06-11,project-15,bigquery,us-central1,staging,finops,quality,38.648,12.451,0.634,104.501,80.009,1
data-quality-088-00163,2026-06-12,project-23,bigquery,global,dev,finops,cost,53.996,11.425,0.386,127.765,77.699,1
data-quality-088-00164,2026-06-13,project-20,gke,europe-west1,staging,data,security,55.07,11.352,0.533,179.771,90.634,1
data-quality-088-00165,2026-06-14,project-19,gke,global,prod,data,cost,77.14,7.107,0.434,146.038,80.069,1
data-quality-088-00166,2026-06-15,project-15,pubsub,global,prod,backend,quality,49.438,8.442,0.384,0.0,50.441,0
data-quality-088-00167,2026-06-16,project-22,vertex-ai,us-east1,dev,platform,quality,8.776,18.472,0.492,120.024,80.896,1
data-quality-088-00168,2026-06-17,project-11,cloud-sql,us-central1,dev,finops,cost,42.835,18.859,0.379,143.203,93.145,1
data-quality-088-00169,2026-06-18,project-09,vertex-ai,us-east1,sandbox,mlops,latency,46.334,15.784,0.279,193.846,91.08,1
data-quality-088-00170,2026-06-19,project-22,bigquery,us-central1,prod,mlops,latency,88.068,9.657,0.45,96.898,83.238,1
data-quality-088-00171,2026-06-20,project-21,vertex-ai,europe-west1,prod,data,quality,57.392,10.488,0.293,67.046,64.592,0
data-quality-088-00172,2026-06-21,project-10,pubsub,asia-south1,prod,data,latency,47.986,11.764,0.463,144.678,81.548,1
data-quality-088-00173,2026-06-22,project-04,cloud-run,us-east1,prod,data,reliability,42.371,6.693,0.438,196.191,74.388,0
data-quality-088-00174,2026-06-23,project-12,bigquery,us-east1,prod,data,security,66.58,9.983,0.633,130.074,87.721,1
data-quality-088-00175,2026-06-24,project-11,cloud-sql,europe-west1,sandbox,data,cost,56.071,5.699,0.672,125.821,74.791,1
data-quality-088-00176,2026-06-25,project-16,pubsub,us-central1,prod,backend,quality,70.913,5.103,0.44,91.376,65.452,0
data-quality-088-00177,2026-06-26,project-22,compute,asia-south1,dev,backend,quality,53.059,4.822,0.526,95.355,62.138,0
data-quality-088-00178,2026-06-27,project-04,cloud-sql,europe-west1,prod,data,cost,57.336,7.504,0.634,238.845,94.598,1
data-quality-088-00179,2026-06-28,project-04,compute,europe-west1,sandbox,platform,cost,65.309,11.569,0.635,17.241,74.592,0
data-quality-088-00180,2026-06-29,project-22,cloud-sql,global,staging,finops,cost,77.386,23.744,0.592,130.702,100,1
data-quality-088-00181,2026-01-01,project-12,cloud-run,us-east1,staging,platform,latency,45.658,11.654,0.906,153.911,97.328,1
data-quality-088-00182,2026-01-02,project-07,compute,us-central1,sandbox,backend,latency,18.538,4.374,0.471,118.819,50.507,0
data-quality-088-00183,2026-01-03,project-09,gke,us-central1,sandbox,mlops,quality,51.375,15.306,0.835,99.882,97.486,1
data-quality-088-00184,2026-01-04,project-10,gke,global,staging,finops,cost,48.887,7.522,0.54,106.867,69.147,0
data-quality-088-00185,2026-01-05,project-07,pubsub,global,prod,backend,quality,78.088,8.481,0.498,144.939,85.687,1
data-quality-088-00186,2026-01-06,project-06,compute,europe-west1,prod,backend,latency,71.428,6.166,0.652,181.014,88.605,1
data-quality-088-00187,2026-01-07,project-10,cloud-run,us-central1,prod,backend,reliability,77.652,13.491,0.523,171.694,100,1
data-quality-088-00188,2026-01-08,project-07,compute,global,dev,backend,quality,63.689,7.473,0.638,103.369,77.133,1
data-quality-088-00189,2026-01-09,project-19,gke,asia-south1,dev,platform,security,28.315,5.156,0.489,95.675,53.009,0
data-quality-088-00190,2026-01-10,project-11,vertex-ai,asia-south1,staging,backend,quality,57.035,21.44,0.439,57.758,93.777,1
data-quality-088-00191,2026-01-11,project-23,gke,europe-west1,prod,backend,security,83.676,22.252,0.853,140.603,100,1
data-quality-088-00192,2026-01-12,project-24,pubsub,us-central1,staging,data,security,55.756,15.757,0.588,146.722,98.258,1
data-quality-088-00193,2026-01-13,project-06,pubsub,europe-west1,prod,data,cost,76.471,10.246,0.525,65.103,78.541,1
data-quality-088-00194,2026-01-14,project-07,pubsub,asia-south1,prod,mlops,cost,65.595,8.996,0.496,131.195,80.442,1
data-quality-088-00195,2026-01-15,project-15,cloud-sql,us-east1,dev,platform,security,78.104,7.101,0.547,167.085,87.417,1
data-quality-088-00196,2026-01-16,project-20,cloud-sql,europe-west1,staging,security,reliability,47.604,5.955,0.819,83.733,71.432,0
data-quality-088-00197,2026-01-17,project-19,cloud-run,us-east1,sandbox,security,reliability,55.92,7.151,0.692,172.005,85.562,1
data-quality-088-00198,2026-01-18,project-07,cloud-run,global,sandbox,security,cost,76.084,17.079,0.492,0.0,83.7,1
data-quality-088-00199,2026-01-19,project-04,vertex-ai,global,prod,data,reliability,34.45,7.927,0.943,227.543,96.742,1
data-quality-088-00200,2026-01-20,project-17,gke,europe-west1,sandbox,platform,quality,55.372,6.241,0.657,95.572,70.875,1
data-quality-088-00201,2026-01-21,project-13,cloud-sql,us-east1,prod,backend,latency,40.697,11.596,0.555,188.676,88.242,1
data-quality-088-00202,2026-01-22,project-10,bigquery,us-central1,staging,data,quality,44.33,14.616,0.57,184.94,96.54,1
data-quality-088-00203,2026-01-23,project-11,pubsub,us-east1,staging,platform,latency,52.688,11.184,0.364,164.177,81.219,1
data-quality-088-00204,2026-01-24,project-23,pubsub,us-central1,prod,security,security,93.356,8.5,0.628,173.858,99.842,1
data-quality-088-00205,2026-01-25,project-09,gke,global,dev,backend,quality,63.788,6.264,0.385,133.885,69.942,1
data-quality-088-00206,2026-01-26,project-03,vertex-ai,global,prod,finops,security,48.829,7.417,0.35,109.238,62.577,0
data-quality-088-00207,2026-01-27,project-15,cloud-run,us-central1,dev,finops,quality,39.503,6.014,0.359,157.017,63.322,1
data-quality-088-00208,2026-01-28,project-22,compute,europe-west1,staging,backend,cost,13.491,7.476,0.678,100.303,60.523,0
data-quality-088-00209,2026-01-29,project-12,bigquery,asia-south1,prod,data,cost,63.908,7.511,0.548,118.948,76.42,1
data-quality-088-00210,2026-01-30,project-14,cloud-sql,asia-south1,dev,platform,reliability,38.522,10.606,0.533,135.617,76.663,1
data-quality-088-00211,2026-01-31,project-13,compute,us-central1,dev,security,cost,30.972,15.905,0.359,0.0,60.517,0
data-quality-088-00212,2026-02-01,project-10,vertex-ai,us-east1,prod,finops,reliability,84.948,6.818,0.523,176.745,89.721,1
data-quality-088-00213,2026-02-02,project-13,cloud-sql,asia-south1,dev,data,latency,53.175,12.298,0.651,0.0,70.092,0
data-quality-088-00214,2026-02-03,project-11,pubsub,us-east1,prod,backend,latency,35.798,4.919,0.505,69.463,51.812,0
data-quality-088-00215,2026-02-04,project-14,cloud-run,global,dev,finops,reliability,35.812,20.014,0.741,101.465,99.966,1
data-quality-088-00216,2026-02-05,project-15,cloud-sql,us-east1,sandbox,security,reliability,54.084,7.653,0.615,128.29,77.02,1
data-quality-088-00217,2026-02-06,project-21,compute,global,sandbox,backend,latency,53.784,4.116,0.487,163.656,69.34,1
data-quality-088-00218,2026-02-07,project-17,cloud-run,asia-south1,sandbox,backend,latency,46.545,6.003,0.646,158.68,76.049,1
data-quality-088-00219,2026-02-08,project-18,cloud-sql,us-central1,dev,backend,latency,36.049,12.365,0.592,173.861,87.544,1
data-quality-088-00220,2026-02-09,project-12,cloud-sql,global,dev,finops,quality,33.31,6.789,0.713,94.964,66.303,0
data-quality-088-00221,2026-02-10,project-04,bigquery,europe-west1,sandbox,mlops,cost,35.103,13.467,0.592,19.667,67.297,0
data-quality-088-00222,2026-02-11,project-05,cloud-run,europe-west1,staging,platform,quality,44.623,5.843,0.296,33.83,44.545,0
data-quality-088-00223,2026-02-12,project-15,gke,us-central1,staging,data,cost,65.3,8.46,0.434,144.18,78.811,1
data-quality-088-00224,2026-02-13,project-16,cloud-run,us-central1,prod,platform,security,76.556,20.82,0.66,156.278,100,1
