record_id,event_date,project_name,service_name,gcp_region,environment,owning_team,signal_category,metric_a,metric_b,metric_c,metric_d,risk_score,evaluation_passed
genai-rag-035-00024,2026-01-24,project-21,gke,europe-west1,staging,finops,quality,35.029,14.072,0.637,205.521,97.362,1
genai-rag-035-00025,2026-01-25,project-21,vertex-ai,us-east1,prod,data,cost,55.856,12.802,0.322,84.626,73.032,1
genai-rag-035-00026,2026-01-26,project-14,bigquery,us-east1,dev,platform,quality,54.402,8.578,0.444,149.785,76.44,1
genai-rag-035-00027,2026-01-27,project-21,pubsub,asia-south1,sandbox,platform,security,37.878,9.944,0.813,138.746,85.149,1
genai-rag-035-00028,2026-01-28,project-08,gke,global,prod,platform,cost,83.723,8.34,0.69,140.03,93.334,1
genai-rag-035-00029,2026-01-29,project-03,cloud-sql,asia-south1,dev,mlops,cost,48.576,9.489,0.562,101.057,73.55,1
genai-rag-035-00030,2026-01-30,project-10,pubsub,asia-south1,prod,security,reliability,53.006,8.784,0.779,82.045,78.278,1
genai-rag-035-00031,2026-01-31,project-11,gke,europe-west1,staging,data,latency,45.758,9.963,0.761,15.21,68.115,1
genai-rag-035-00032,2026-02-01,project-17,gke,us-east1,prod,platform,quality,92.727,12.173,0.322,94.934,85.973,1
genai-rag-035-00033,2026-02-02,project-17,pubsub,global,staging,data,quality,73.748,5.822,0.807,15.978,69.972,1
genai-rag-035-00034,2026-02-03,project-15,cloud-run,global,dev,backend,latency,31.993,4.813,0.432,132.179,56.824,0
genai-rag-035-00035,2026-02-04,project-11,cloud-sql,us-central1,prod,backend,reliability,65.531,12.162,0.581,116.141,88.586,1
genai-rag-035-00036,2026-02-05,project-03,compute,us-central1,prod,data,quality,31.673,7.849,0.617,84.832,63.366,0
genai-rag-035-00037,2026-02-06,project-04,pubsub,europe-west1,dev,data,cost,44.612,9.962,0.203,167.209,70.349,1
genai-rag-035-00038,2026-02-07,project-16,vertex-ai,us-central1,dev,platform,quality,47.748,5.764,0.338,33.011,46.805,0
genai-rag-035-00039,2026-02-08,project-14,vertex-ai,europe-west1,prod,security,latency,60.569,4.676,0.348,83.068,56.404,1
genai-rag-035-00040,2026-02-09,project-07,gke,global,staging,finops,security,25.093,7.312,0.597,151.372,68.814,1
genai-rag-035-00041,2026-02-10,project-24,cloud-run,us-central1,dev,mlops,latency,33.172,9.604,0.312,186.359,72.117,1
genai-rag-035-00042,2026-02-11,project-07,bigquery,global,dev,mlops,quality,35.797,10.114,0.619,145.702,79.041,1
genai-rag-035-00043,2026-02-12,project-15,vertex-ai,asia-south1,prod,mlops,security,82.686,11.747,0.621,93.227,91.68,1
genai-rag-035-00044,2026-02-13,project-17,gke,asia-south1,prod,security,reliability,21.469,5.419,0.305,145.772,52.092,0
genai-rag-035-00045,2026-02-14,project-03,gke,global,sandbox,mlops,cost,38.803,17.801,0.539,138.557,94.188,1
genai-rag-035-00046,2026-02-15,project-09,bigquery,us-east1,sandbox,security,latency,81.699,5.775,0.39,251.66,92.42,1
genai-rag-035-00047,2026-02-16,project-07,bigquery,europe-west1,sandbox,mlops,cost,53.246,12.766,0.957,146.608,100,1
genai-rag-035-00048,2026-02-17,project-07,bigquery,asia-south1,prod,data,reliability,42.91,10.214,0.704,124.519,81.65,1
genai-rag-035-00049,2026-02-18,project-14,cloud-run,us-east1,prod,finops,reliability,34.564,8.898,0.537,65.216,61.165,0
genai-rag-035-00050,2026-02-19,project-05,compute,europe-west1,staging,backend,quality,27.003,5.819,0.592,89.159,56.751,0
genai-rag-035-00051,2026-02-20,project-13,vertex-ai,us-central1,staging,finops,quality,64.172,11.419,0.422,132.822,83.244,1
genai-rag-035-00052,2026-02-21,project-01,vertex-ai,us-central1,prod,backend,quality,58.032,4.816,0.657,198.709,83.522,1
genai-rag-035-00053,2026-02-22,project-18,cloud-sql,us-central1,dev,finops,cost,52.544,15.75,0.392,155.976,91.607,1
genai-rag-035-00054,2026-02-23,project-15,compute,europe-west1,prod,backend,security,85.981,9.635,0.482,129.438,88.321,1
genai-rag-035-00055,2026-02-24,project-06,pubsub,asia-south1,prod,data,cost,89.84,9.714,0.471,98.534,84.965,1
genai-rag-035-00056,2026-02-25,project-18,compute,europe-west1,prod,data,reliability,38.998,19.324,0.201,164.579,89.775,1
genai-rag-035-00057,2026-02-26,project-15,bigquery,global,dev,finops,reliability,20.095,13.034,0.241,140.559,66.379,0
genai-rag-035-00058,2026-02-27,project-15,vertex-ai,us-east1,prod,backend,cost,50.465,11.956,0.529,255.584,100,1
genai-rag-035-00059,2026-02-28,project-01,vertex-ai,asia-south1,sandbox,mlops,quality,15.129,11.793,0.561,22.936,55.792,0
genai-rag-035-00060,2026-03-01,project-20,cloud-run,us-central1,prod,finops,quality,52.79,11.882,0.361,165.714,83.003,1
genai-rag-035-00061,2026-03-02,project-03,gke,global,staging,backend,latency,37.073,21.637,0.528,45.517,88.58,1
genai-rag-035-00062,2026-03-03,project-18,pubsub,us-east1,prod,mlops,cost,51.294,11.093,0.637,57.932,74.58,0
genai-rag-035-00063,2026-03-04,project-19,compute,europe-west1,dev,data,security,49.797,5.428,0.541,71.106,59.399,0
genai-rag-035-00064,2026-03-05,project-16,gke,us-east1,prod,backend,security,37.972,13.107,0.455,107.487,75.473,0
genai-rag-035-00065,2026-03-06,project-09,pubsub,us-central1,sandbox,data,latency,32.196,12.25,0.544,173.717,84.226,1
genai-rag-035-00066,2026-03-07,project-06,compute,global,dev,data,cost,28.355,11.248,0.661,53.932,67.17,0
genai-rag-035-00067,2026-03-08,project-03,vertex-ai,europe-west1,prod,finops,quality,55.663,9.959,0.556,55.477,70.27,1
genai-rag-035-00068,2026-03-09,project-23,bigquery,us-east1,prod,security,latency,85.088,5.049,0.524,145.96,81.188,1
genai-rag-035-00069,2026-03-10,project-06,vertex-ai,us-east1,prod,security,quality,77.465,4.349,0.629,184.577,86.193,1
genai-rag-035-00070,2026-03-11,project-11,vertex-ai,europe-west1,sandbox,security,latency,51.553,6.263,0.438,43.579,54.342,0
genai-rag-035-00071,2026-03-12,project-24,pubsub,asia-south1,prod,security,security,61.083,14.206,0.521,175.429,98.345,1
genai-rag-035-00072,2026-03-13,project-07,pubsub,europe-west1,dev,platform,cost,75.636,13.702,0.795,51.358,93.759,1
genai-rag-035-00073,2026-03-14,project-07,gke,us-east1,prod,security,reliability,81.095,10.44,0.452,88.643,81.49,1
genai-rag-035-00074,2026-03-15,project-08,vertex-ai,europe-west1,dev,data,security,52.589,24.154,0.553,148.826,100,1
genai-rag-035-00075,2026-03-16,project-02,compute,global,prod,security,reliability,63.075,8.389,0.24,219.056,81.996,1
genai-rag-035-00076,2026-03-17,project-21,pubsub,us-east1,dev,mlops,cost,55.975,16.916,0.151,148.079,85.942,1
genai-rag-035-00077,2026-03-18,project-15,vertex-ai,us-central1,dev,data,cost,35.004,6.683,0.693,178.091,78.072,1
genai-rag-035-00078,2026-03-19,project-13,vertex-ai,us-central1,dev,security,reliability,50.665,12.545,0.707,140.243,92.202,1
genai-rag-035-00079,2026-03-20,project-10,cloud-run,us-east1,prod,backend,security,50.607,8.062,0.479,167.85,77.767,1
genai-rag-035-00080,2026-03-21,project-13,pubsub,europe-west1,prod,platform,reliability,71.415,9.138,0.558,114.275,82.512,1
genai-rag-035-00081,2026-03-22,project-09,vertex-ai,us-east1,dev,finops,reliability,69.5,7.89,0.491,147.986,81.501,1
genai-rag-035-00082,2026-03-23,project-17,vertex-ai,us-central1,dev,mlops,cost,35.401,17.333,0.446,0.0,68.444,1
genai-rag-035-00083,2026-03-24,project-18,cloud-run,europe-west1,sandbox,finops,security,42.679,7.923,1.054,111.711,86.606,1
genai-rag-035-00084,2026-03-25,project-14,compute,us-east1,staging,mlops,quality,29.373,6.395,0.887,157.269,79.182,1
genai-rag-035-00085,2026-03-26,project-13,pubsub,global,sandbox,platform,security,80.121,7.575,0.869,34.78,81.204,1
genai-rag-035-00086,2026-03-27,project-01,vertex-ai,us-east1,prod,platform,reliability,59.154,3.48,0.563,187.495,75.872,1
genai-rag-035-00087,2026-03-28,project-24,compute,global,prod,data,security,57.975,16.094,0.714,117.426,99.959,1
genai-rag-035-00088,2026-03-29,project-12,vertex-ai,global,staging,platform,latency,22.28,5.811,0.407,77.947,46.969,0
genai-rag-035-00089,2026-03-30,project-08,pubsub,europe-west1,prod,mlops,cost,76.527,15.499,0.355,55.225,83.427,1
genai-rag-035-00090,2026-03-31,project-19,gke,europe-west1,staging,platform,reliability,64.413,5.783,0.423,72.833,61.465,0
genai-rag-035-00091,2026-04-01,project-21,bigquery,us-central1,dev,finops,quality,79.502,8.99,0.619,155.982,93.215,1
genai-rag-035-00092,2026-04-02,project-01,compute,global,staging,security,security,26.349,6.841,0.604,106.065,61.792,1
genai-rag-035-00093,2026-04-03,project-08,gke,global,dev,data,security,44.376,5.264,0.459,170.461,68.738,1
genai-rag-035-00094,2026-04-04,project-20,cloud-sql,asia-south1,prod,backend,reliability,44.697,12.294,0.418,100.624,73.634,1
genai-rag-035-00095,2026-04-05,project-05,pubsub,global,prod,finops,latency,58.324,11.267,0.513,101.029,79.391,1
genai-rag-035-00096,2026-04-06,project-23,compute,global,prod,data,cost,75.141,9.441,0.552,173.496,92.95,1
genai-rag-035-00097,2026-04-07,project-22,vertex-ai,global,dev,backend,latency,35.525,6.614,0.719,0.0,53.031,0
genai-rag-035-00098,2026-04-08,project-08,pubsub,us-central1,prod,backend,latency,106.189,6.233,0.54,59.28,79.255,1
genai-rag-035-00099,2026-04-09,project-21,cloud-sql,us-east1,staging,backend,quality,50.201,6.681,0.948,151.592,88.447,1
genai-rag-035-00100,2026-04-10,project-11,bigquery,global,prod,security,quality,71.09,10.445,0.47,104.873,80.997,1
genai-rag-035-00101,2026-04-11,project-19,bigquery,europe-west1,sandbox,backend,reliability,43.383,9.397,0.839,71.381,76.885,1
genai-rag-035-00102,2026-04-12,project-13,bigquery,us-central1,staging,finops,latency,39.127,21.572,0.705,78.157,100,1
genai-rag-035-00103,2026-04-13,project-20,bigquery,us-east1,sandbox,data,latency,45.87,26.456,0.759,152.198,100,1
genai-rag-035-00104,2026-04-14,project-18,gke,us-central1,dev,platform,security,26.072,17.334,0.971,97.747,97.811,1
genai-rag-035-00105,2026-04-15,project-14,compute,europe-west1,dev,finops,cost,71.107,3.903,0.465,92.408,63.746,1
genai-rag-035-00106,2026-04-16,project-20,compute,europe-west1,dev,mlops,security,32.085,6.179,0.506,135.147,63.066,1
genai-rag-035-00107,2026-04-17,project-24,cloud-sql,europe-west1,prod,finops,cost,37.217,4.826,0.217,81.969,43.835,0
genai-rag-035-00108,2026-04-18,project-11,vertex-ai,asia-south1,dev,finops,reliability,28.673,6.121,0.459,170.497,65.247,1
genai-rag-035-00109,2026-04-19,project-06,gke,us-central1,dev,security,quality,77.436,7.433,0.742,145.413,91.622,1
genai-rag-035-00110,2026-04-20,project-19,vertex-ai,europe-west1,prod,platform,quality,87.465,12.628,0.629,96.175,96.119,1
genai-rag-035-00111,2026-04-21,project-21,gke,asia-south1,prod,data,cost,42.706,4.848,0.375,163.543,63.234,1
genai-rag-035-00112,2026-04-22,project-02,bigquery,global,prod,data,reliability,47.965,3.473,0.346,200.212,66.199,1
genai-rag-035-00113,2026-04-23,project-04,compute,us-central1,prod,data,latency,20.418,8.444,0.452,140.243,63.121,1
genai-rag-035-00114,2026-04-24,project-22,pubsub,europe-west1,prod,data,cost,45.426,13.596,0.533,137.359,86.31,1
genai-rag-035-00115,2026-04-25,project-22,cloud-sql,us-east1,prod,mlops,security,92.531,10.663,0.93,96.447,100,1
genai-rag-035-00116,2026-04-26,project-18,pubsub,us-central1,prod,data,cost,91.201,7.591,0.465,258.792,100,1
genai-rag-035-00117,2026-04-27,project-09,vertex-ai,us-central1,prod,mlops,cost,63.285,8.38,0.335,139.917,73.833,1
genai-rag-035-00118,2026-04-28,project-04,cloud-sql,global,dev,mlops,cost,23.513,4.773,0.556,43.386,45.154,0
genai-rag-035-00119,2026-04-29,project-03,gke,us-east1,dev,security,security,41.011,4.935,0.82,120.171,72.094,0
genai-rag-035-00120,2026-04-30,project-05,cloud-run,us-central1,prod,finops,cost,107.431,8.122,0.702,16.683,83.555,1
genai-rag-035-00121,2026-05-01,project-22,cloud-run,us-central1,prod,backend,security,67.653,4.856,0.557,141.514,75.142,1
genai-rag-035-00122,2026-05-02,project-04,cloud-run,asia-south1,sandbox,security,reliability,42.203,7.609,0.397,210.805,77.163,1
genai-rag-035-00123,2026-05-03,project-08,compute,us-east1,dev,finops,quality,53.119,5.089,0.459,152.617,68.788,0
genai-rag-035-00124,2026-05-04,project-09,vertex-ai,europe-west1,sandbox,backend,quality,84.69,6.101,0.384,276.502,97.64,1
genai-rag-035-00125,2026-05-05,project-06,cloud-run,us-central1,sandbox,data,reliability,56.813,10.249,0.465,71.793,70.544,1
genai-rag-035-00126,2026-05-06,project-22,cloud-run,europe-west1,sandbox,data,reliability,63.557,10.589,0.83,183.997,100,1
genai-rag-035-00127,2026-05-07,project-22,bigquery,global,prod,finops,latency,37.498,8.562,0.368,98.539,60.353,0
genai-rag-035-00128,2026-05-08,project-23,bigquery,global,sandbox,data,quality,46.799,17.507,0.403,99.156,85.795,1
genai-rag-035-00129,2026-05-09,project-17,pubsub,asia-south1,staging,finops,quality,21.553,14.138,0.579,48.922,67.932,1
genai-rag-035-00130,2026-05-10,project-24,gke,asia-south1,sandbox,security,cost,51.924,12.86,0.657,117.171,88.263,1
genai-rag-035-00131,2026-05-11,project-03,pubsub,us-central1,dev,platform,cost,48.327,18.552,0.405,119.297,91.775,1
genai-rag-035-00132,2026-05-12,project-01,compute,us-central1,prod,mlops,latency,59.353,11.312,0.54,114.912,82.826,1
genai-rag-035-00133,2026-05-13,project-24,cloud-run,europe-west1,dev,security,cost,71.847,17.932,0.379,80.99,92.064,1
genai-rag-035-00134,2026-05-14,project-18,vertex-ai,global,prod,backend,reliability,78.37,18.548,0.329,111.692,98.512,1
genai-rag-035-00135,2026-05-15,project-16,compute,us-central1,sandbox,backend,reliability,53.611,6.708,0.58,37.345,60.162,0
genai-rag-035-00136,2026-05-16,project-22,compute,us-east1,prod,platform,quality,61.294,45.405,0.434,12.799,100,1
genai-rag-035-00137,2026-05-17,project-15,compute,europe-west1,staging,platform,cost,62.564,6.493,0.823,127.402,84.432,1
genai-rag-035-00138,2026-05-18,project-02,gke,us-east1,prod,backend,security,37.645,14.628,0.365,87.465,72.838,0
genai-rag-035-00139,2026-05-19,project-05,cloud-run,europe-west1,prod,platform,latency,51.63,18.94,0.252,66.807,80.827,1
genai-rag-035-00140,2026-05-20,project-13,cloud-run,asia-south1,prod,platform,quality,83.169,8.079,0.614,99.155,83.91,1
genai-rag-035-00141,2026-05-21,project-23,cloud-sql,global,prod,backend,reliability,89.112,17.939,0.654,110.658,100,1
genai-rag-035-00142,2026-05-22,project-17,vertex-ai,us-central1,prod,finops,latency,74.581,11.338,0.721,119.245,95.184,1
genai-rag-035-00143,2026-05-23,project-19,gke,asia-south1,staging,mlops,latency,22.068,6.842,0.43,156.113,61.505,0
genai-rag-035-00144,2026-05-24,project-15,cloud-sql,us-east1,dev,backend,security,52.637,11.943,0.693,120.621,88.136,1
genai-rag-035-00145,2026-05-25,project-03,gke,us-central1,prod,mlops,latency,73.693,5.47,0.43,194.03,81.902,1
genai-rag-035-00146,2026-05-26,project-09,vertex-ai,us-central1,dev,security,quality,22.159,9.767,0.762,194.771,85.619,1
genai-rag-035-00147,2026-05-27,project-21,vertex-ai,europe-west1,prod,backend,cost,54.733,5.357,0.718,175.833,82.429,1
genai-rag-035-00148,2026-05-28,project-10,gke,us-east1,prod,security,quality,70.128,10.125,0.733,108.631,89.667,1
genai-rag-035-00149,2026-05-29,project-06,bigquery,us-central1,dev,security,latency,32.343,5.084,0.624,138.651,65.243,0
genai-rag-035-00150,2026-05-30,project-01,bigquery,us-east1,prod,security,cost,88.549,4.901,0.684,125.655,84.693,1
genai-rag-035-00151,2026-05-31,project-10,vertex-ai,us-east1,prod,data,security,58.983,6.824,0.768,132.035,82.702,1
genai-rag-035-00152,2026-06-01,project-12,bigquery,us-east1,dev,security,cost,31.139,8.245,0.607,56.392,59.606,0
genai-rag-035-00153,2026-06-02,project-02,compute,us-east1,dev,finops,reliability,38.747,3.953,0.257,188.325,59.244,1
genai-rag-035-00154,2026-06-03,project-08,bigquery,us-east1,sandbox,data,cost,35.734,13.891,0.731,92.055,83.929,1
genai-rag-035-00155,2026-06-04,project-07,gke,global,dev,finops,latency,56.043,16.8,0.384,131.956,91.499,1
genai-rag-035-00156,2026-06-05,project-24,pubsub,global,dev,mlops,reliability,41.345,5.519,0.782,189.253,82.318,1
genai-rag-035-00157,2026-06-06,project-13,cloud-sql,asia-south1,staging,data,reliability,3.27,16.714,0.697,78.693,76.015,1
genai-rag-035-00158,2026-06-07,project-24,cloud-run,global,staging,mlops,reliability,65.782,8.424,0.409,163.176,80.791,1
genai-rag-035-00159,2026-06-08,project-07,gke,us-east1,dev,backend,security,45.255,12.058,0.638,170.953,91.235,1
genai-rag-035-00160,2026-06-09,project-01,vertex-ai,global,dev,finops,security,63.712,9.02,0.448,29.06,63.264,0
genai-rag-035-00161,2026-06-10,project-13,vertex-ai,asia-south1,dev,backend,security,35.166,9.165,0.491,63.077,60.077,0
genai-rag-035-00162,2026-06-11,project-20,cloud-sql,us-central1,prod,security,cost,61.87,11.195,0.571,98.033,82.058,1
genai-rag-035-00163,2026-06-12,project-05,gke,europe-west1,prod,data,latency,34.581,18.508,0.221,69.042,73.092,1
genai-rag-035-00164,2026-06-13,project-18,gke,asia-south1,dev,backend,cost,38.195,8.359,0.464,112.972,65.588,0
genai-rag-035-00165,2026-06-14,project-04,compute,us-central1,prod,data,quality,42.023,4.444,0.772,228.679,85.446,1
genai-rag-035-00166,2026-06-15,project-12,compute,global,sandbox,backend,latency,35.975,17.88,0.62,100.572,90.678,1
genai-rag-035-00167,2026-06-16,project-22,cloud-run,europe-west1,dev,mlops,reliability,59.163,7.298,0.555,142.243,77.904,1
genai-rag-035-00168,2026-06-17,project-13,cloud-run,europe-west1,prod,finops,cost,106.145,6.18,0.768,115.813,95.34,1
genai-rag-035-00169,2026-06-18,project-21,pubsub,global,prod,backend,security,47.912,9.356,0.804,118.019,83.951,1
genai-rag-035-00170,2026-06-19,project-23,cloud-run,global,dev,platform,cost,26.16,13.393,0.575,79.718,72.157,1
genai-rag-035-00171,2026-06-20,project-02,gke,us-east1,sandbox,mlops,cost,56.535,6.749,0.731,189.729,88.789,1
genai-rag-035-00172,2026-06-21,project-12,cloud-run,us-east1,prod,mlops,latency,55.473,14.031,0.496,124.22,87.63,1
genai-rag-035-00173,2026-06-22,project-17,pubsub,global,sandbox,backend,quality,44.788,9.605,0.262,90.43,60.445,0
genai-rag-035-00174,2026-06-23,project-06,bigquery,asia-south1,dev,mlops,security,40.945,14.422,0.703,110.609,88.718,1
genai-rag-035-00175,2026-06-24,project-20,cloud-sql,global,prod,platform,cost,61.359,12.842,0.411,113.994,82.449,1
genai-rag-035-00176,2026-06-25,project-03,vertex-ai,us-east1,prod,platform,latency,38.243,17.409,0.739,177.87,100,1
genai-rag-035-00177,2026-06-26,project-06,pubsub,global,prod,backend,latency,111.089,10.72,0.816,175.455,100,1
genai-rag-035-00178,2026-06-27,project-03,vertex-ai,us-central1,dev,security,reliability,65.588,5.702,0.365,154.905,71.626,1
genai-rag-035-00179,2026-06-28,project-04,compute,us-east1,staging,mlops,security,49.589,6.21,0.119,84.841,48.384,0
genai-rag-035-00180,2026-06-29,project-04,gke,global,dev,platform,quality,58.183,7.622,0.36,97.053,64.902,0
genai-rag-035-00181,2026-01-01,project-20,compute,us-central1,prod,finops,security,27.866,17.496,0.664,187.553,100,1
genai-rag-035-00182,2026-01-02,project-17,cloud-sql,us-east1,dev,data,quality,24.746,4.626,0.647,137.456,62.146,1
genai-rag-035-00183,2026-01-03,project-19,compute,us-east1,prod,mlops,cost,93.079,5.752,0.647,128.193,87.339,1
genai-rag-035-00184,2026-01-04,project-17,compute,us-east1,prod,backend,quality,105.697,7.151,0.827,8.131,83.81,1
genai-rag-035-00185,2026-01-05,project-08,bigquery,us-central1,dev,backend,latency,37.638,10.708,0.472,61.342,63.624,0
genai-rag-035-00186,2026-01-06,project-06,pubsub,global,prod,platform,reliability,68.606,12.026,0.713,197.587,100,1
genai-rag-035-00187,2026-01-07,project-01,gke,asia-south1,staging,mlops,reliability,7.325,4.673,0.607,100.866,49.422,0
genai-rag-035-00188,2026-01-08,project-23,cloud-sql,europe-west1,sandbox,data,cost,37.252,9.534,0.565,116.464,72.044,1
genai-rag-035-00189,2026-01-09,project-17,compute,global,prod,finops,quality,43.906,8.97,0.499,69.855,63.949,1
genai-rag-035-00190,2026-01-10,project-06,cloud-sql,us-central1,staging,platform,quality,32.255,10.958,0.467,56.27,61.409,0
genai-rag-035-00191,2026-01-11,project-04,bigquery,asia-south1,prod,data,security,69.253,20.215,0.522,24.558,93.258,1
genai-rag-035-00192,2026-01-12,project-10,gke,us-east1,dev,data,quality,75.701,12.654,0.582,134.008,95.934,1
genai-rag-035-00193,2026-01-13,project-10,cloud-run,asia-south1,staging,platform,security,7.712,6.369,0.511,139.92,55.85,0
genai-rag-035-00194,2026-01-14,project-03,compute,asia-south1,prod,data,cost,92.382,5.91,0.845,32.208,80.396,1
genai-rag-035-00195,2026-01-15,project-04,cloud-run,europe-west1,sandbox,security,security,34.052,8.409,0.504,87.544,61.946,1
genai-rag-035-00196,2026-01-16,project-23,gke,europe-west1,prod,backend,security,85.076,18.882,0.482,43.172,97.001,1
genai-rag-035-00197,2026-01-17,project-13,gke,us-central1,prod,security,reliability,77.451,13.874,0.797,0.0,87.376,1
genai-rag-035-00198,2026-01-18,project-10,vertex-ai,global,dev,finops,cost,14.831,34.904,0.301,110.415,100,1
genai-rag-035-00199,2026-01-19,project-13,vertex-ai,us-central1,sandbox,platform,quality,54.008,9.515,0.381,0.0,54.439,0
genai-rag-035-00200,2026-01-20,project-09,pubsub,global,sandbox,security,cost,26.245,6.363,0.539,170.379,67.745,0
genai-rag-035-00201,2026-01-21,project-03,cloud-sql,asia-south1,prod,finops,latency,66.512,13.443,0.585,222.561,100,1
genai-rag-035-00202,2026-01-22,project-21,gke,asia-south1,prod,backend,latency,60.906,7.262,0.436,168.883,78.151,1
genai-rag-035-00203,2026-01-23,project-06,bigquery,global,prod,data,latency,65.668,12.411,0.453,116.068,84.724,1
genai-rag-035-00204,2026-01-24,project-03,gke,us-east1,staging,data,quality,37.833,8.721,0.519,139.937,72.163,1
genai-rag-035-00205,2026-01-25,project-16,bigquery,us-east1,prod,platform,cost,82.722,18.84,0.885,93.663,100,1
genai-rag-035-00206,2026-01-26,project-11,cloud-run,global,prod,security,quality,19.753,22.261,0.83,36.705,93.259,1
genai-rag-035-00207,2026-01-27,project-03,cloud-sql,global,staging,mlops,latency,36.388,12.085,0.634,137.139,83.124,1
genai-rag-035-00208,2026-01-28,project-17,gke,asia-south1,prod,platform,latency,60.353,3.475,0.65,116.488,68.97,1
genai-rag-035-00209,2026-01-29,project-10,vertex-ai,global,prod,platform,quality,68.994,5.713,0.697,132.447,81.188,1
genai-rag-035-00210,2026-01-30,project-08,compute,asia-south1,prod,mlops,latency,56.536,8.141,0.765,95.366,79.466,1
genai-rag-035-00211,2026-01-31,project-15,compute,us-east1,dev,finops,quality,36.02,9.285,0.44,181.994,76.213,1
genai-rag-035-00212,2026-02-01,project-07,gke,europe-west1,sandbox,data,security,59.663,22.432,0.471,192.808,100,1
genai-rag-035-00213,2026-02-02,project-02,compute,global,prod,platform,latency,86.975,14.85,0.579,160.542,100,1
genai-rag-035-00214,2026-02-03,project-09,pubsub,us-central1,prod,backend,cost,76.236,10.29,0.696,126.91,93.56,1
genai-rag-035-00215,2026-02-04,project-07,pubsub,us-east1,sandbox,data,cost,0.0,8.713,0.231,167.59,52.856,0
genai-rag-035-00216,2026-02-05,project-19,pubsub,us-central1,prod,finops,quality,83.212,12.466,0.469,193.786,100,1
genai-rag-035-00217,2026-02-06,project-09,compute,us-east1,dev,platform,security,9.333,8.943,0.575,120.248,61.795,0
genai-rag-035-00218,2026-02-07,project-14,bigquery,europe-west1,prod,mlops,security,84.589,7.119,0.558,96.872,79.874,1
genai-rag-035-00219,2026-02-08,project-09,pubsub,asia-south1,dev,security,cost,44.788,23.486,0.585,101.364,100,1
genai-rag-035-00220,2026-02-09,project-21,pubsub,europe-west1,prod,data,quality,60.541,7.719,0.437,111.016,70.685,1
genai-rag-035-00221,2026-02-10,project-07,cloud-run,us-east1,sandbox,mlops,latency,39.635,5.233,0.731,124.081,69.763,0
