record_id,event_date,project_name,service_name,gcp_region,environment,owning_team,signal_category,metric_a,metric_b,metric_c,metric_d,risk_score,risk_detected
cloud-security-027-00051,2026-02-20,project-14,bigquery,asia-south1,prod,finops,reliability,110.243,15.123,0.318,155.022,100,1
cloud-security-027-00052,2026-02-21,project-11,pubsub,global,prod,backend,latency,45.952,9.607,0.536,73.497,67.978,1
cloud-security-027-00053,2026-02-22,project-21,pubsub,global,prod,data,latency,91.134,6.831,0.666,11.172,72.775,1
cloud-security-027-00054,2026-02-23,project-05,pubsub,us-east1,dev,mlops,latency,37.937,9.709,0.479,150.916,74.706,1
cloud-security-027-00055,2026-02-24,project-18,gke,us-central1,dev,mlops,security,53.801,6.486,0.552,129.548,72.177,1
cloud-security-027-00056,2026-02-25,project-04,gke,global,prod,mlops,quality,80.674,14.101,0.518,199.102,100,1
cloud-security-027-00057,2026-02-26,project-12,cloud-sql,asia-south1,prod,backend,reliability,84.633,6.134,0.549,73.683,73.895,1
cloud-security-027-00058,2026-02-27,project-10,gke,global,prod,mlops,security,59.335,7.748,0.612,113.816,76.864,1
cloud-security-027-00059,2026-02-28,project-12,compute,asia-south1,prod,finops,security,63.427,8.275,0.645,218.736,95.982,1
cloud-security-027-00060,2026-03-01,project-16,cloud-sql,us-central1,prod,mlops,cost,35.831,12.53,0.386,158.956,78.469,1
cloud-security-027-00061,2026-03-02,project-11,cloud-run,us-central1,prod,backend,security,60.069,9.991,0.666,60.592,76.483,0
cloud-security-027-00062,2026-03-03,project-12,bigquery,us-east1,sandbox,finops,latency,84.561,12.388,0.231,126.63,85.054,1
cloud-security-027-00063,2026-03-04,project-19,gke,europe-west1,prod,platform,cost,89.594,7.05,0.747,201.061,100,1
cloud-security-027-00064,2026-03-05,project-24,compute,europe-west1,staging,backend,cost,52.185,14.32,0.522,209.674,100,1
cloud-security-027-00065,2026-03-06,project-07,pubsub,us-east1,prod,mlops,quality,61.789,9.103,0.811,67.462,81.09,1
cloud-security-027-00066,2026-03-07,project-10,gke,us-central1,prod,backend,latency,85.471,13.92,0.473,121.219,96.628,1
cloud-security-027-00067,2026-03-08,project-14,bigquery,asia-south1,prod,backend,quality,81.903,8.281,0.48,118.329,82.045,1
cloud-security-027-00068,2026-03-09,project-19,bigquery,europe-west1,staging,security,security,57.441,14.236,0.406,215.071,98.896,1
cloud-security-027-00069,2026-03-10,project-17,cloud-run,global,prod,mlops,security,69.929,5.339,0.568,162.739,80.546,1
cloud-security-027-00070,2026-03-11,project-14,gke,global,sandbox,backend,security,30.615,16.086,0.405,52.035,70.013,1
cloud-security-027-00071,2026-03-12,project-13,vertex-ai,global,prod,platform,cost,31.129,6.178,0.655,223.02,80.759,1
cloud-security-027-00072,2026-03-13,project-19,cloud-sql,europe-west1,dev,mlops,reliability,30.99,14.91,0.446,218.916,93.172,1
cloud-security-027-00073,2026-03-14,project-20,cloud-sql,us-east1,prod,security,security,39.768,8.513,0.503,147.659,72.921,1
cloud-security-027-00074,2026-03-15,project-05,gke,us-east1,prod,data,reliability,85.357,4.684,0.604,123.101,79.897,1
cloud-security-027-00075,2026-03-16,project-03,cloud-run,us-central1,prod,security,quality,83.421,22.669,0.41,110.077,100,1
cloud-security-027-00076,2026-03-17,project-20,cloud-run,europe-west1,prod,security,cost,64.87,7.205,0.515,21.391,60.661,1
cloud-security-027-00077,2026-03-18,project-15,bigquery,global,prod,finops,latency,68.621,14.762,0.544,121.534,95.226,1
cloud-security-027-00078,2026-03-19,project-19,gke,global,staging,mlops,security,40.652,6.727,0.706,179.174,80.764,1
cloud-security-027-00079,2026-03-20,project-18,gke,europe-west1,sandbox,backend,security,62.216,3.723,0.317,132.451,60.873,0
cloud-security-027-00080,2026-03-21,project-06,cloud-sql,global,prod,mlops,quality,103.755,12.579,0.488,122.811,100,1
cloud-security-027-00081,2026-03-22,project-17,vertex-ai,asia-south1,dev,security,cost,71.347,4.353,0.7,116.472,76.614,1
cloud-security-027-00082,2026-03-23,project-16,compute,us-central1,prod,mlops,latency,76.873,3.677,0.413,204.322,79.737,1
cloud-security-027-00083,2026-03-24,project-23,vertex-ai,europe-west1,sandbox,platform,cost,32.047,9.348,0.608,204.087,84.071,1
cloud-security-027-00084,2026-03-25,project-23,pubsub,us-east1,staging,platform,reliability,40.126,7.611,0.893,51.589,70.581,1
cloud-security-027-00085,2026-03-26,project-03,bigquery,global,dev,platform,reliability,46.791,9.116,0.416,113.035,68.692,1
cloud-security-027-00086,2026-03-27,project-04,cloud-run,global,prod,security,latency,84.308,7.724,0.628,147.167,90.972,1
cloud-security-027-00087,2026-03-28,project-07,gke,us-east1,dev,security,reliability,37.555,14.603,0.84,118.736,93.934,1
cloud-security-027-00088,2026-03-29,project-21,compute,us-east1,prod,platform,quality,63.533,10.686,0.469,86.784,76.242,0
cloud-security-027-00089,2026-03-30,project-13,gke,asia-south1,prod,security,security,54.26,11.313,0.666,70.032,78.911,1
cloud-security-027-00090,2026-03-31,project-06,cloud-run,europe-west1,sandbox,security,quality,67.043,14.283,0.356,155.676,91.955,1
cloud-security-027-00091,2026-04-01,project-22,compute,europe-west1,dev,data,quality,42.473,6.105,0.693,141.787,74.043,1
cloud-security-027-00092,2026-04-02,project-10,pubsub,us-central1,prod,backend,security,61.566,5.169,0.514,117.467,68.73,1
cloud-security-027-00093,2026-04-03,project-22,bigquery,us-east1,prod,security,quality,100.798,8.367,0.218,106.571,77.974,1
cloud-security-027-00094,2026-04-04,project-15,vertex-ai,asia-south1,prod,data,reliability,39.515,12.782,0.678,116.469,84.37,1
cloud-security-027-00095,2026-04-05,project-10,compute,europe-west1,prod,security,reliability,54.089,16.805,0.482,118.778,92.335,1
cloud-security-027-00096,2026-04-06,project-10,cloud-sql,global,dev,mlops,reliability,44.661,18.856,0.545,94.106,92.427,1
cloud-security-027-00097,2026-04-07,project-14,pubsub,us-central1,dev,data,security,62.248,6.024,0.528,126.661,72.794,0
cloud-security-027-00098,2026-04-08,project-11,bigquery,global,prod,backend,quality,83.919,7.856,0.512,168.869,90.249,1
cloud-security-027-00099,2026-04-09,project-17,bigquery,global,dev,mlops,quality,47.619,9.677,0.583,153.222,81.996,1
cloud-security-027-00100,2026-04-10,project-14,gke,global,dev,finops,quality,38.214,6.999,0.646,143.342,73.22,1
cloud-security-027-00101,2026-04-11,project-15,bigquery,europe-west1,sandbox,security,security,70.505,5.679,0.406,122.988,70.073,0
cloud-security-027-00102,2026-04-12,project-06,compute,asia-south1,sandbox,mlops,security,36.286,8.938,0.725,37.358,64.378,0
cloud-security-027-00103,2026-04-13,project-16,vertex-ai,us-east1,dev,finops,security,18.049,10.479,0.755,140.135,77.63,1
cloud-security-027-00104,2026-04-14,project-16,pubsub,us-central1,prod,finops,security,39.299,4.609,0.686,193.855,76.79,1
cloud-security-027-00105,2026-04-15,project-13,vertex-ai,us-east1,sandbox,backend,cost,50.875,2.367,0.485,107.163,55.932,0
cloud-security-027-00106,2026-04-16,project-05,vertex-ai,global,staging,finops,cost,10.141,3.6,0.473,96.763,42.616,0
cloud-security-027-00107,2026-04-17,project-14,cloud-sql,global,prod,mlops,latency,64.656,8.085,0.626,99.725,77.948,1
cloud-security-027-00108,2026-04-18,project-17,cloud-run,asia-south1,dev,security,quality,55.316,13.1,0.637,157.346,95.169,1
cloud-security-027-00109,2026-04-19,project-09,pubsub,us-east1,sandbox,finops,cost,25.084,8.075,0.303,92.236,51.677,0
cloud-security-027-00110,2026-04-20,project-14,compute,europe-west1,dev,security,latency,46.011,11.254,0.712,239.12,100,1
cloud-security-027-00111,2026-04-21,project-12,compute,global,prod,security,cost,48.97,9.525,0.691,92.32,77.013,1
cloud-security-027-00112,2026-04-22,project-13,bigquery,us-east1,dev,data,latency,45.218,7.893,0.35,91.482,59.834,0
cloud-security-027-00113,2026-04-23,project-01,bigquery,us-central1,staging,backend,latency,50.496,7.674,0.409,22.623,53.194,0
cloud-security-027-00114,2026-04-24,project-21,cloud-run,us-east1,dev,backend,security,68.257,8.069,0.87,119.046,90.528,1
cloud-security-027-00115,2026-04-25,project-01,vertex-ai,asia-south1,sandbox,platform,quality,32.817,21.53,0.152,57.145,75.376,1
cloud-security-027-00116,2026-04-26,project-06,cloud-run,europe-west1,sandbox,finops,cost,61.873,4.772,0.685,117.119,73.845,1
cloud-security-027-00117,2026-04-27,project-09,pubsub,us-east1,prod,mlops,latency,68.121,8.632,0.674,40.259,73.445,1
cloud-security-027-00118,2026-04-28,project-01,vertex-ai,asia-south1,prod,data,reliability,42.886,9.237,0.429,138.061,71.712,1
cloud-security-027-00119,2026-04-29,project-18,cloud-run,us-east1,sandbox,backend,cost,43.111,4.838,0.469,172.219,67.908,1
cloud-security-027-00120,2026-04-30,project-10,pubsub,us-east1,dev,platform,reliability,80.973,7.126,0.862,54.325,83.06,1
cloud-security-027-00121,2026-05-01,project-14,cloud-run,europe-west1,prod,security,latency,46.208,7.713,0.797,69.918,72.261,1
cloud-security-027-00122,2026-05-02,project-04,pubsub,us-east1,dev,platform,reliability,33.345,8.526,0.617,79.89,64.81,1
cloud-security-027-00123,2026-05-03,project-09,bigquery,us-east1,sandbox,security,latency,54.979,5.033,0.319,169.987,66.941,0
cloud-security-027-00124,2026-05-04,project-17,cloud-sql,asia-south1,sandbox,backend,quality,41.186,4.254,0.466,107.67,56.353,0
cloud-security-027-00125,2026-05-05,project-05,cloud-run,us-east1,prod,platform,security,67.197,4.614,0.506,101.775,66.837,0
cloud-security-027-00126,2026-05-06,project-14,vertex-ai,us-central1,prod,finops,security,40.87,5.228,0.516,158.734,67.712,1
cloud-security-027-00127,2026-05-07,project-05,gke,us-central1,dev,finops,quality,16.635,8.834,0.443,232.457,75.84,1
cloud-security-027-00128,2026-05-08,project-22,compute,global,staging,finops,cost,37.752,9.568,0.845,118.003,82.322,1
cloud-security-027-00129,2026-05-09,project-03,cloud-sql,us-east1,sandbox,data,quality,59.739,9.63,0.667,151.52,88.82,1
cloud-security-027-00130,2026-05-10,project-13,cloud-sql,us-east1,prod,security,quality,52.586,18.88,0.51,136.01,100,1
cloud-security-027-00131,2026-05-11,project-02,cloud-run,europe-west1,staging,security,security,54.207,8.339,0.488,88.889,68.473,0
cloud-security-027-00132,2026-05-12,project-05,pubsub,us-east1,sandbox,finops,security,39.516,8.37,0.623,175.897,80.817,1
cloud-security-027-00133,2026-05-13,project-16,gke,us-east1,prod,data,security,31.214,13.046,0.376,106.359,70.036,1
cloud-security-027-00134,2026-05-14,project-14,bigquery,us-east1,prod,backend,quality,71.439,15.895,0.267,124.75,89.63,1
cloud-security-027-00135,2026-05-15,project-23,pubsub,us-central1,prod,mlops,latency,86.533,5.21,0.655,65.038,74.853,1
cloud-security-027-00136,2026-05-16,project-06,bigquery,europe-west1,prod,backend,latency,82.966,15.733,0.621,14.58,89.61,1
cloud-security-027-00137,2026-05-17,project-24,gke,global,staging,mlops,latency,36.858,8.674,0.536,71.648,62.348,0
cloud-security-027-00138,2026-05-18,project-19,gke,us-central1,prod,backend,reliability,69.021,7.688,0.508,120.879,77.504,1
cloud-security-027-00139,2026-05-19,project-19,vertex-ai,us-central1,staging,platform,quality,57.197,11.612,0.473,131.797,82.889,1
cloud-security-027-00140,2026-05-20,project-04,cloud-run,us-east1,prod,mlops,cost,37.595,13.004,0.745,105.23,84.922,1
cloud-security-027-00141,2026-05-21,project-08,compute,europe-west1,prod,security,security,65.133,6.034,0.279,112.349,63.025,1
cloud-security-027-00142,2026-05-22,project-20,gke,us-east1,staging,security,security,37.161,4.659,0.797,48.281,58.813,0
cloud-security-027-00143,2026-05-23,project-04,vertex-ai,us-east1,prod,security,quality,25.468,18.617,0.432,165.116,91.553,1
cloud-security-027-00144,2026-05-24,project-20,cloud-sql,us-east1,sandbox,mlops,cost,41.253,5.115,0.51,76.342,55.357,0
cloud-security-027-00145,2026-05-25,project-04,cloud-run,asia-south1,prod,platform,latency,74.992,6.007,0.686,152.647,86.535,1
cloud-security-027-00146,2026-05-26,project-23,cloud-run,us-central1,staging,mlops,security,64.564,5.432,0.297,181.81,72.181,1
cloud-security-027-00147,2026-05-27,project-18,vertex-ai,europe-west1,prod,data,security,55.843,6.942,0.305,153.117,68.748,1
cloud-security-027-00148,2026-05-28,project-02,vertex-ai,asia-south1,prod,backend,security,45.845,8.782,0.6,140.239,77.989,1
cloud-security-027-00149,2026-05-29,project-10,cloud-sql,europe-west1,staging,platform,cost,50.887,14.874,0.619,135.547,93.949,1
cloud-security-027-00150,2026-05-30,project-08,cloud-sql,europe-west1,dev,mlops,cost,38.134,14.798,0.426,98.13,77.096,1
cloud-security-027-00151,2026-05-31,project-12,cloud-run,global,prod,security,quality,97.642,9.79,0.691,175.537,100,1
cloud-security-027-00152,2026-06-01,project-16,cloud-sql,europe-west1,prod,platform,cost,24.206,7.015,0.715,101.274,64.635,1
cloud-security-027-00153,2026-06-02,project-06,vertex-ai,global,sandbox,finops,reliability,47.139,5.42,0.624,227.749,84.199,1
cloud-security-027-00154,2026-06-03,project-05,bigquery,us-central1,dev,data,latency,56.337,5.314,0.478,152.827,71.135,1
cloud-security-027-00155,2026-06-04,project-09,pubsub,global,sandbox,backend,reliability,72.63,11.573,0.651,166.823,99.538,1
cloud-security-027-00156,2026-06-05,project-09,compute,us-central1,prod,backend,latency,85.908,12.043,0.569,147.373,99.575,1
cloud-security-027-00157,2026-06-06,project-19,bigquery,us-east1,dev,backend,cost,39.407,21.819,0.388,151.578,100,1
cloud-security-027-00158,2026-06-07,project-15,cloud-run,europe-west1,dev,data,reliability,47.424,5.427,0.221,128.709,55.766,1
cloud-security-027-00159,2026-06-08,project-15,pubsub,global,staging,platform,security,54.048,11.251,0.9,73.122,87.333,1
cloud-security-027-00160,2026-06-09,project-20,cloud-run,global,staging,backend,quality,73.23,25.687,0.155,99.546,100,1
cloud-security-027-00161,2026-06-10,project-21,vertex-ai,global,dev,backend,reliability,13.165,7.339,0.525,148.768,61.802,0
cloud-security-027-00162,2026-06-11,project-02,cloud-run,global,sandbox,finops,cost,48.181,7.861,0.337,187.71,74.375,0
cloud-security-027-00163,2026-06-12,project-04,vertex-ai,us-east1,prod,security,reliability,68.186,8.862,0.548,198.127,92.617,1
cloud-security-027-00164,2026-06-13,project-15,gke,us-central1,prod,mlops,reliability,85.356,7.364,0.54,69.431,76.083,1
cloud-security-027-00165,2026-06-14,project-23,vertex-ai,europe-west1,sandbox,finops,quality,47.499,7.817,0.601,99.998,70.482,1
cloud-security-027-00166,2026-06-15,project-08,gke,us-east1,prod,backend,cost,47.519,9.663,0.538,124.521,76.168,1
cloud-security-027-00167,2026-06-16,project-17,cloud-sql,asia-south1,dev,mlops,cost,34.742,6.801,0.735,196.312,82.383,1
cloud-security-027-00168,2026-06-17,project-20,compute,us-east1,prod,backend,latency,50.693,4.259,0.3,99.474,52.687,0
cloud-security-027-00169,2026-06-18,project-21,vertex-ai,europe-west1,sandbox,security,cost,69.725,4.603,0.72,140.97,80.902,1
cloud-security-027-00170,2026-06-19,project-08,vertex-ai,europe-west1,prod,platform,latency,87.964,3.78,0.398,35.22,58.674,0
cloud-security-027-00171,2026-06-20,project-17,cloud-run,global,staging,security,cost,20.854,10.569,0.201,199.499,68.089,1
cloud-security-027-00172,2026-06-21,project-20,cloud-sql,asia-south1,sandbox,backend,security,53.238,21.14,0.522,120.171,100,1
cloud-security-027-00173,2026-06-22,project-14,bigquery,europe-west1,prod,finops,reliability,100.414,4.662,0.536,178.534,90.819,1
cloud-security-027-00174,2026-06-23,project-08,pubsub,global,prod,security,latency,88.988,11.688,0.532,97.962,91.324,1
cloud-security-027-00175,2026-06-24,project-22,vertex-ai,us-east1,dev,mlops,security,36.961,16.755,0.29,98.342,76.523,0
cloud-security-027-00176,2026-06-25,project-20,pubsub,global,prod,finops,security,68.706,7.943,0.487,213.419,90.749,1
cloud-security-027-00177,2026-06-26,project-18,compute,us-central1,dev,platform,security,23.005,11.746,0.43,49.31,57.7,0
cloud-security-027-00178,2026-06-27,project-03,pubsub,asia-south1,prod,data,quality,57.616,15.305,1.005,54.413,98.987,1
cloud-security-027-00179,2026-06-28,project-05,pubsub,asia-south1,prod,data,latency,86.359,9.53,0.442,71.908,78.419,1
cloud-security-027-00180,2026-06-29,project-01,pubsub,global,sandbox,backend,latency,46.232,18.114,0.407,145.721,93.943,1
cloud-security-027-00181,2026-01-01,project-05,bigquery,us-east1,prod,platform,quality,41.307,5.348,0.741,85.115,65.284,1
cloud-security-027-00182,2026-01-02,project-23,compute,us-central1,dev,backend,cost,52.472,5.255,0.587,147.094,72.623,0
cloud-security-027-00183,2026-01-03,project-01,pubsub,europe-west1,dev,finops,security,57.537,17.548,0.46,93.488,90.817,1
cloud-security-027-00184,2026-01-04,project-07,pubsub,us-central1,sandbox,finops,security,54.223,7.058,0.632,90.259,70.729,1
cloud-security-027-00185,2026-01-05,project-22,vertex-ai,us-east1,prod,backend,cost,44.608,8.995,0.726,106.072,77.48,1
cloud-security-027-00186,2026-01-06,project-14,cloud-sql,asia-south1,prod,backend,quality,73.252,15.086,0.54,160.065,100,1
cloud-security-027-00187,2026-01-07,project-06,pubsub,asia-south1,dev,backend,security,65.926,22.842,0.497,87.878,100,1
cloud-security-027-00188,2026-01-08,project-05,pubsub,us-central1,dev,platform,quality,42.893,12.848,0.66,123.792,86.144,1
cloud-security-027-00189,2026-01-09,project-24,vertex-ai,global,dev,platform,latency,54.72,7.095,0.542,85.912,67.206,0
cloud-security-027-00190,2026-01-10,project-07,compute,us-central1,staging,security,quality,25.8,4.716,0.745,78.626,57.575,0
cloud-security-027-00191,2026-01-11,project-17,cloud-run,europe-west1,sandbox,platform,quality,18.029,12.432,0.814,124.993,82.036,1
cloud-security-027-00192,2026-01-12,project-19,gke,europe-west1,prod,platform,quality,71.856,9.323,0.406,110.758,77.265,1
cloud-security-027-00193,2026-01-13,project-05,compute,europe-west1,sandbox,finops,latency,37.581,5.438,0.763,149.445,74.341,1
cloud-security-027-00194,2026-01-14,project-16,bigquery,us-east1,staging,backend,quality,36.351,8.789,0.562,223.55,85.502,1
cloud-security-027-00195,2026-01-15,project-03,cloud-run,us-central1,dev,data,security,23.416,14.941,0.835,110.663,88.421,1
cloud-security-027-00196,2026-01-16,project-17,cloud-sql,europe-west1,dev,finops,reliability,77.736,22.473,0.676,105.362,100,1
cloud-security-027-00197,2026-01-17,project-16,bigquery,us-central1,prod,security,security,90.408,6.413,0.548,64.871,75.247,1
cloud-security-027-00198,2026-01-18,project-24,vertex-ai,global,staging,platform,reliability,58.466,8.875,0.738,185.012,93.982,1
cloud-security-027-00199,2026-01-19,project-07,pubsub,us-central1,prod,platform,quality,31.041,8.4,0.561,96.433,64.162,0
cloud-security-027-00200,2026-01-20,project-01,bigquery,europe-west1,prod,platform,cost,62.145,6.287,0.769,124.157,81.442,1
cloud-security-027-00201,2026-01-21,project-23,cloud-run,us-central1,prod,security,latency,40.735,5.107,0.288,150.061,58.137,0
cloud-security-027-00202,2026-01-22,project-09,pubsub,asia-south1,staging,security,security,28.172,9.099,0.73,81.357,68.506,1
cloud-security-027-00203,2026-01-23,project-11,pubsub,us-east1,dev,data,cost,53.564,8.036,0.439,162.765,76.6,1
cloud-security-027-00204,2026-01-24,project-04,bigquery,global,prod,security,latency,73.711,10.083,0.476,79.301,77.551,1
cloud-security-027-00205,2026-01-25,project-24,gke,us-central1,dev,platform,quality,64.967,9.949,0.84,170.207,100,1
cloud-security-027-00206,2026-01-26,project-05,bigquery,asia-south1,dev,finops,reliability,36.359,8.801,0.475,154.09,72.358,1
cloud-security-027-00207,2026-01-27,project-02,vertex-ai,us-east1,prod,data,reliability,49.654,7.829,0.498,167.717,77.535,1
cloud-security-027-00208,2026-01-28,project-16,compute,asia-south1,dev,mlops,quality,31.237,12.482,0.481,75.415,67.891,0
cloud-security-027-00209,2026-01-29,project-11,vertex-ai,asia-south1,staging,platform,latency,64.922,7.415,0.701,145.442,85.77,1
cloud-security-027-00210,2026-01-30,project-09,vertex-ai,europe-west1,prod,mlops,cost,64.546,5.605,0.292,119.776,63.357,0
cloud-security-027-00211,2026-01-31,project-06,pubsub,europe-west1,sandbox,data,quality,59.263,10.757,0.351,157.634,81.115,1
cloud-security-027-00212,2026-02-01,project-11,cloud-sql,europe-west1,prod,platform,cost,78.125,9.946,0.698,137.764,95.072,1
cloud-security-027-00213,2026-02-02,project-02,pubsub,asia-south1,dev,security,quality,34.483,8.132,0.708,117.986,73.03,1
cloud-security-027-00214,2026-02-03,project-18,cloud-sql,us-central1,prod,data,reliability,77.081,9.43,0.437,184.896,91.241,1
cloud-security-027-00215,2026-02-04,project-12,compute,europe-west1,dev,platform,cost,65.061,10.439,0.799,68.329,85.059,1
cloud-security-027-00216,2026-02-05,project-24,cloud-sql,asia-south1,prod,finops,quality,50.203,10.34,0.835,175.828,96.564,1
cloud-security-027-00217,2026-02-06,project-02,pubsub,asia-south1,prod,backend,latency,61.421,10.257,0.283,23.819,58.809,0
cloud-security-027-00218,2026-02-07,project-19,bigquery,us-east1,prod,backend,cost,55.644,11.238,0.641,133.379,87.584,1
cloud-security-027-00219,2026-02-08,project-22,gke,europe-west1,prod,mlops,cost,83.648,9.148,0.18,84.058,69.181,1
cloud-security-027-00220,2026-02-09,project-11,cloud-sql,asia-south1,staging,platform,quality,44.288,5.324,0.448,141.965,64.307,0
