record_id,event_date,project_name,service_name,gcp_region,environment,owning_team,signal_category,metric_a,metric_b,metric_c,metric_d,risk_score,cost_anomaly
gcp-cost-041-00034,2026-02-03,project-17,gke,asia-south1,dev,backend,quality,17.028,9.157,0.606,202.964,78.135,1
gcp-cost-041-00035,2026-02-04,project-01,pubsub,global,sandbox,platform,reliability,70.032,6.188,0.53,154.07,79.968,1
gcp-cost-041-00036,2026-02-05,project-09,gke,us-east1,staging,platform,latency,37.4,17.736,0.681,153.334,100,1
gcp-cost-041-00037,2026-02-06,project-10,vertex-ai,global,prod,backend,security,85.774,5.888,0.69,111.961,84.237,1
gcp-cost-041-00038,2026-02-07,project-20,bigquery,europe-west1,prod,data,latency,46.483,10.031,0.491,119.974,74.356,0
gcp-cost-041-00039,2026-02-08,project-04,compute,europe-west1,sandbox,finops,quality,57.656,9.56,0.418,258.435,94.805,1
gcp-cost-041-00040,2026-02-09,project-07,pubsub,asia-south1,prod,security,latency,69.022,10.385,0.227,116.682,73.35,1
gcp-cost-041-00041,2026-02-10,project-23,pubsub,global,staging,data,cost,68.063,11.333,0.244,89.554,71.866,1
gcp-cost-041-00042,2026-02-11,project-10,bigquery,europe-west1,prod,data,reliability,82.098,16.946,0.396,86.138,94.697,1
gcp-cost-041-00043,2026-02-12,project-15,cloud-run,europe-west1,staging,data,security,25.479,9.811,0.854,57.473,70.081,1
gcp-cost-041-00044,2026-02-13,project-14,pubsub,us-east1,staging,mlops,cost,48.371,6.662,0.688,12.45,58.37,0
gcp-cost-041-00045,2026-02-14,project-07,gke,asia-south1,prod,data,latency,70.036,21.028,0.499,46.644,97.845,1
gcp-cost-041-00046,2026-02-15,project-19,bigquery,asia-south1,dev,platform,reliability,62.389,13.814,0.828,281.286,100,1
gcp-cost-041-00047,2026-02-16,project-05,gke,asia-south1,prod,finops,security,44.901,7.291,0.648,212.764,86.436,1
gcp-cost-041-00048,2026-02-17,project-02,vertex-ai,asia-south1,dev,mlops,cost,32.411,5.471,0.689,129.849,67.161,1
gcp-cost-041-00049,2026-02-18,project-01,cloud-run,us-central1,dev,mlops,security,67.589,12.012,0.743,178.481,100,1
gcp-cost-041-00050,2026-02-19,project-19,compute,europe-west1,staging,security,reliability,62.639,19.677,0.433,120.884,100,1
gcp-cost-041-00051,2026-02-20,project-15,cloud-run,us-central1,prod,platform,security,51.581,7.245,0.893,159.208,89.431,1
gcp-cost-041-00052,2026-02-21,project-14,vertex-ai,asia-south1,sandbox,data,latency,53.146,14.336,0.473,82.946,80.703,1
gcp-cost-041-00053,2026-02-22,project-12,bigquery,us-central1,dev,mlops,reliability,54.976,10.398,0.775,117.387,87.748,1
gcp-cost-041-00054,2026-02-23,project-10,compute,us-central1,prod,security,security,36.644,6.354,0.432,47.573,49.709,0
gcp-cost-041-00055,2026-02-24,project-10,compute,asia-south1,prod,finops,cost,83.237,8.229,0.643,78.755,82.324,1
gcp-cost-041-00056,2026-02-25,project-17,cloud-run,global,dev,mlops,cost,43.973,8.568,0.476,157.016,74.941,1
gcp-cost-041-00057,2026-02-26,project-06,bigquery,us-central1,dev,backend,quality,60.65,9.507,0.337,106.86,70.789,0
gcp-cost-041-00058,2026-02-27,project-05,compute,us-central1,prod,security,security,54.171,5.445,0.815,0.0,60.19,0
gcp-cost-041-00059,2026-02-28,project-06,bigquery,europe-west1,prod,backend,cost,56.59,9.63,0.716,114.848,84.085,1
gcp-cost-041-00060,2026-03-01,project-06,cloud-sql,asia-south1,sandbox,mlops,cost,61.075,12.225,0.853,228.115,100,1
gcp-cost-041-00061,2026-03-02,project-22,bigquery,global,sandbox,platform,reliability,32.107,10.394,0.503,116.928,70.147,1
gcp-cost-041-00062,2026-03-03,project-12,pubsub,global,prod,security,security,46.389,7.265,0.346,146.337,66.639,0
gcp-cost-041-00063,2026-03-04,project-21,bigquery,europe-west1,prod,finops,security,35.605,5.362,0.589,188.999,73.15,1
gcp-cost-041-00064,2026-03-05,project-24,pubsub,us-east1,prod,platform,cost,82.443,7.932,0.183,112.119,70.119,0
gcp-cost-041-00065,2026-03-06,project-08,pubsub,global,dev,mlops,cost,16.49,2.94,0.776,215.615,71.235,1
gcp-cost-041-00066,2026-03-07,project-15,cloud-run,asia-south1,dev,mlops,security,31.712,9.164,0.584,109.792,68.933,0
gcp-cost-041-00067,2026-03-08,project-21,cloud-run,us-central1,sandbox,platform,quality,50.415,12.34,0.635,90.718,81.893,1
gcp-cost-041-00068,2026-03-09,project-05,cloud-sql,europe-west1,prod,data,security,86.479,15.522,0.452,96.948,96.444,1
gcp-cost-041-00069,2026-03-10,project-15,cloud-sql,us-central1,prod,platform,security,70.913,7.305,0.298,56.906,60.593,0
gcp-cost-041-00070,2026-03-11,project-01,pubsub,asia-south1,sandbox,backend,reliability,46.496,8.424,0.66,20.209,61.977,0
gcp-cost-041-00071,2026-03-12,project-20,vertex-ai,global,prod,mlops,security,75.311,21.687,0.584,161.466,100,1
gcp-cost-041-00072,2026-03-13,project-19,gke,us-central1,staging,data,reliability,64.677,12.381,0.759,210.649,100,1
gcp-cost-041-00073,2026-03-14,project-08,bigquery,us-east1,prod,security,reliability,57.399,7.689,0.705,141.625,83.359,1
gcp-cost-041-00074,2026-03-15,project-04,cloud-sql,global,dev,finops,quality,66.038,16.338,0.467,126.87,96.082,1
gcp-cost-041-00075,2026-03-16,project-16,pubsub,us-east1,dev,mlops,cost,52.683,5.817,0.597,148.009,74.492,1
gcp-cost-041-00076,2026-03-17,project-24,vertex-ai,us-central1,sandbox,security,reliability,78.861,8.778,0.474,89.363,77.705,1
gcp-cost-041-00077,2026-03-18,project-18,bigquery,global,sandbox,platform,quality,67.819,9.497,0.492,132.791,82.482,1
gcp-cost-041-00078,2026-03-19,project-23,bigquery,us-central1,prod,security,security,61.394,6.166,0.498,16.401,55.697,0
gcp-cost-041-00079,2026-03-20,project-05,pubsub,europe-west1,staging,backend,latency,56.649,11.099,0.739,76.512,82.748,1
gcp-cost-041-00080,2026-03-21,project-11,vertex-ai,global,dev,mlops,reliability,59.846,10.26,0.603,204.425,95.803,1
gcp-cost-041-00081,2026-03-22,project-11,bigquery,us-central1,dev,platform,security,40.927,10.259,0.567,188.601,85.611,1
gcp-cost-041-00082,2026-03-23,project-10,pubsub,asia-south1,staging,backend,quality,48.145,16.414,0.732,222.844,100,1
gcp-cost-041-00083,2026-03-24,project-01,gke,europe-west1,staging,data,reliability,70.851,9.254,0.522,185.726,91.746,1
gcp-cost-041-00084,2026-03-25,project-14,compute,us-central1,prod,security,latency,81.498,9.325,1.045,125.34,100,1
gcp-cost-041-00085,2026-03-26,project-21,gke,global,prod,finops,quality,43.138,15.66,0.626,131.4,92.711,1
gcp-cost-041-00086,2026-03-27,project-05,compute,global,prod,security,cost,99.269,8.136,0.611,157.874,98.136,1
gcp-cost-041-00087,2026-03-28,project-02,gke,global,prod,mlops,security,77.419,12.648,0.496,173.068,99.208,1
gcp-cost-041-00088,2026-03-29,project-08,gke,us-central1,dev,security,latency,33.262,10.524,0.441,298.813,95.21,1
gcp-cost-041-00089,2026-03-30,project-16,bigquery,asia-south1,prod,security,quality,58.732,3.516,0.619,181.688,76.921,1
gcp-cost-041-00090,2026-03-31,project-18,bigquery,us-central1,prod,security,quality,77.555,2.76,0.302,132.342,63.454,1
gcp-cost-041-00091,2026-04-01,project-05,cloud-run,asia-south1,prod,data,latency,68.281,5.725,0.59,101.406,72.695,1
gcp-cost-041-00092,2026-04-02,project-10,compute,europe-west1,prod,platform,reliability,65.847,14.139,0.552,149.829,97.208,1
gcp-cost-041-00093,2026-04-03,project-07,compute,us-central1,sandbox,platform,cost,33.143,8.338,0.463,217.162,78.93,1
gcp-cost-041-00094,2026-04-04,project-05,pubsub,us-east1,sandbox,data,security,23.401,13.211,0.763,106.841,81.302,1
gcp-cost-041-00095,2026-04-05,project-12,cloud-run,asia-south1,staging,backend,latency,29.28,5.337,0.421,131.1,56.555,0
gcp-cost-041-00096,2026-04-06,project-09,cloud-run,asia-south1,prod,mlops,latency,68.831,12.73,0.879,111.98,100,1
gcp-cost-041-00097,2026-04-07,project-08,cloud-run,us-east1,dev,finops,reliability,3.888,13.911,0.733,141.266,80.076,1
gcp-cost-041-00098,2026-04-08,project-09,compute,europe-west1,prod,mlops,reliability,56.349,6.689,0.228,146.022,64.605,0
gcp-cost-041-00099,2026-04-09,project-12,cloud-run,us-east1,sandbox,finops,latency,31.227,11.592,0.308,91.195,62.057,0
gcp-cost-041-00100,2026-04-10,project-11,gke,us-east1,sandbox,security,reliability,54.012,10.658,0.578,129.909,82.948,1
gcp-cost-041-00101,2026-04-11,project-19,bigquery,europe-west1,sandbox,backend,latency,53.183,9.462,0.249,182.377,76.004,0
gcp-cost-041-00102,2026-04-12,project-23,pubsub,asia-south1,prod,mlops,security,49.76,14.597,0.565,47.849,78.229,1
gcp-cost-041-00103,2026-04-13,project-19,gke,asia-south1,sandbox,data,quality,38.204,4.524,0.47,31.36,44.951,0
gcp-cost-041-00104,2026-04-14,project-01,pubsub,europe-west1,sandbox,backend,reliability,54.027,4.47,0.418,57.105,52.297,0
gcp-cost-041-00105,2026-04-15,project-02,compute,asia-south1,prod,data,cost,70.777,7.588,0.807,115.72,87.598,1
gcp-cost-041-00106,2026-04-16,project-17,vertex-ai,us-central1,dev,finops,cost,40.152,10.749,0.454,185.489,82.075,1
gcp-cost-041-00107,2026-04-17,project-02,pubsub,asia-south1,staging,mlops,cost,21.642,12.008,0.271,57.82,53.51,0
gcp-cost-041-00108,2026-04-18,project-03,pubsub,europe-west1,sandbox,data,reliability,63.039,6.558,0.386,110.771,67.03,1
gcp-cost-041-00109,2026-04-19,project-07,pubsub,global,prod,security,cost,71.381,7.569,0.734,144.856,89.459,1
gcp-cost-041-00110,2026-04-20,project-22,pubsub,us-east1,prod,security,security,67.726,14.317,0.214,79.123,76.139,1
gcp-cost-041-00111,2026-04-21,project-19,gke,us-east1,prod,platform,security,47.476,3.094,0.48,171.752,65.683,1
gcp-cost-041-00112,2026-04-22,project-14,cloud-run,us-central1,dev,security,latency,67.612,13.15,0.681,154.7,100,1
gcp-cost-041-00113,2026-04-23,project-11,cloud-run,us-central1,sandbox,security,cost,55.734,7.064,0.622,121.321,75.452,1
gcp-cost-041-00114,2026-04-24,project-04,cloud-sql,global,sandbox,security,quality,77.077,8.889,0.323,175.838,84.666,1
gcp-cost-041-00115,2026-04-25,project-12,cloud-sql,us-east1,prod,finops,cost,83.477,16.031,0.757,99.222,100,1
gcp-cost-041-00116,2026-04-26,project-02,compute,global,prod,mlops,quality,48.742,13.71,0.73,98.541,88.97,1
gcp-cost-041-00117,2026-04-27,project-01,cloud-run,us-east1,prod,finops,cost,81.651,12.108,0.466,83.15,85.266,1
gcp-cost-041-00118,2026-04-28,project-05,gke,us-east1,prod,mlops,latency,75.227,5.553,0.56,0.0,58.886,0
gcp-cost-041-00119,2026-04-29,project-23,gke,global,sandbox,security,security,77.621,17.013,0.777,124.471,100,1
gcp-cost-041-00120,2026-04-30,project-18,cloud-run,global,sandbox,backend,cost,37.437,4.687,0.684,151.403,70.059,1
gcp-cost-041-00121,2026-05-01,project-02,gke,europe-west1,prod,platform,quality,103.322,6.526,0.481,158.14,91.287,1
gcp-cost-041-00122,2026-05-02,project-13,vertex-ai,asia-south1,dev,security,reliability,84.31,9.139,0.572,200.774,100,1
gcp-cost-041-00123,2026-05-03,project-08,pubsub,europe-west1,prod,backend,quality,87.62,13.855,0.807,67.856,100,1
gcp-cost-041-00124,2026-05-04,project-05,compute,europe-west1,sandbox,data,security,25.277,5.937,1.029,130.24,77.708,1
gcp-cost-041-00125,2026-05-05,project-14,compute,us-central1,prod,data,reliability,81.874,3.838,0.4,200.717,80.882,1
gcp-cost-041-00126,2026-05-06,project-03,cloud-run,us-east1,prod,platform,latency,29.629,5.943,0.633,91.303,59.707,1
gcp-cost-041-00127,2026-05-07,project-04,cloud-run,us-central1,prod,platform,cost,67.362,10.397,0.807,154.904,98.672,1
gcp-cost-041-00128,2026-05-08,project-03,cloud-run,asia-south1,dev,backend,latency,24.199,20.975,0.704,196.413,100,1
gcp-cost-041-00129,2026-05-09,project-15,bigquery,asia-south1,dev,security,quality,50.254,10.375,0.306,128.924,71.309,1
gcp-cost-041-00130,2026-05-10,project-15,vertex-ai,us-east1,dev,security,quality,22.72,7.581,0.817,107.725,69.946,1
gcp-cost-041-00131,2026-05-11,project-23,cloud-sql,us-east1,prod,mlops,security,55.388,6.411,0.334,139.721,66.411,0
gcp-cost-041-00132,2026-05-12,project-22,cloud-sql,us-central1,staging,platform,latency,48.064,17.098,0.406,146.683,92.319,1
gcp-cost-041-00133,2026-05-13,project-15,pubsub,global,dev,security,quality,52.573,14.272,0.605,183.039,99.57,1
gcp-cost-041-00134,2026-05-14,project-05,cloud-run,us-central1,staging,backend,cost,28.466,8.942,0.548,162.82,73.752,1
gcp-cost-041-00135,2026-05-15,project-18,bigquery,europe-west1,prod,platform,cost,96.78,4.718,0.374,145.068,79.127,1
gcp-cost-041-00136,2026-05-16,project-07,pubsub,europe-west1,prod,security,security,77.009,16.437,0.81,35.407,98.82,1
gcp-cost-041-00137,2026-05-17,project-13,pubsub,global,dev,data,cost,73.254,15.695,0.377,87.025,88.147,1
gcp-cost-041-00138,2026-05-18,project-09,bigquery,europe-west1,prod,backend,quality,66.015,13.077,0.851,244.379,100,1
gcp-cost-041-00139,2026-05-19,project-14,gke,europe-west1,sandbox,platform,reliability,32.601,7.268,0.545,42.598,53.656,0
gcp-cost-041-00140,2026-05-20,project-14,gke,asia-south1,sandbox,mlops,reliability,50.247,11.283,0.716,0.0,68.973,1
gcp-cost-041-00141,2026-05-21,project-01,compute,us-east1,prod,platform,security,42.354,6.534,0.263,138.247,59.436,0
gcp-cost-041-00142,2026-05-22,project-14,bigquery,asia-south1,dev,security,latency,33.026,6.11,0.323,159.535,60.386,0
gcp-cost-041-00143,2026-05-23,project-05,compute,global,prod,backend,reliability,49.526,5.414,0.657,76.899,64.176,0
gcp-cost-041-00144,2026-05-24,project-08,cloud-run,europe-west1,staging,data,security,21.608,5.327,0.608,209.358,71.804,1
gcp-cost-041-00145,2026-05-25,project-08,pubsub,asia-south1,staging,mlops,cost,69.22,9.867,0.827,26.801,80.103,1
gcp-cost-041-00146,2026-05-26,project-16,gke,global,prod,finops,security,54.572,5.69,0.249,84.005,53.343,0
gcp-cost-041-00147,2026-05-27,project-14,cloud-sql,us-central1,sandbox,data,security,40.422,8.651,0.435,46.182,56.293,0
gcp-cost-041-00148,2026-05-28,project-05,gke,us-east1,dev,security,cost,48.179,4.624,0.626,142.808,70.388,1
gcp-cost-041-00149,2026-05-29,project-06,gke,global,prod,mlops,quality,86.774,10.37,0.426,123.911,87.548,1
gcp-cost-041-00150,2026-05-30,project-14,gke,us-central1,prod,finops,security,47.936,9.466,0.292,73.167,59.755,0
gcp-cost-041-00151,2026-05-31,project-21,bigquery,us-central1,dev,mlops,quality,65.081,6.553,0.504,125.076,73.949,1
gcp-cost-041-00152,2026-06-01,project-13,vertex-ai,us-central1,dev,platform,security,30.301,8.865,0.456,45.654,53.908,0
gcp-cost-041-00153,2026-06-02,project-22,gke,global,staging,security,security,48.268,5.773,0.668,125.374,72.028,1
gcp-cost-041-00154,2026-06-03,project-06,cloud-sql,us-central1,prod,platform,cost,65.312,14.349,0.627,133.04,97.687,1
gcp-cost-041-00155,2026-06-04,project-10,pubsub,global,dev,platform,reliability,63.881,8.007,0.685,69.395,75.136,1
gcp-cost-041-00156,2026-06-05,project-17,cloud-run,global,prod,platform,quality,50.968,4.53,0.543,210.202,78.068,1
gcp-cost-041-00157,2026-06-06,project-19,gke,asia-south1,prod,mlops,security,89.396,4.816,0.499,127.045,78.518,1
gcp-cost-041-00158,2026-06-07,project-01,cloud-sql,us-east1,prod,mlops,quality,54.04,15.4,0.522,121.104,90.778,1
gcp-cost-041-00159,2026-06-08,project-04,bigquery,asia-south1,prod,data,security,57.916,9.903,0.694,125.607,85.985,1
gcp-cost-041-00160,2026-06-09,project-24,gke,asia-south1,prod,platform,quality,65.692,7.112,0.659,71.271,73.046,0
gcp-cost-041-00161,2026-06-10,project-09,vertex-ai,europe-west1,prod,security,security,52.84,7.737,0.6,77.894,68.907,1
gcp-cost-041-00162,2026-06-11,project-15,pubsub,us-central1,dev,platform,quality,35.857,14.137,0.495,93.368,76.477,0
gcp-cost-041-00163,2026-06-12,project-09,vertex-ai,europe-west1,prod,backend,quality,38.626,9.241,0.59,153.29,78.086,1
gcp-cost-041-00164,2026-06-13,project-21,cloud-run,us-east1,prod,platform,latency,53.519,15.714,0.906,42.789,93.348,1
gcp-cost-041-00165,2026-06-14,project-07,bigquery,us-east1,dev,security,quality,60.411,12.134,0.625,165.033,95.399,1
gcp-cost-041-00166,2026-06-15,project-17,gke,asia-south1,prod,security,quality,63.413,10.168,0.435,121.65,78.886,1
gcp-cost-041-00167,2026-06-16,project-14,cloud-run,europe-west1,prod,backend,quality,59.459,8.555,0.29,35.894,56.157,0
gcp-cost-041-00168,2026-06-17,project-08,cloud-sql,us-central1,dev,finops,reliability,43.088,12.573,0.45,105.898,75.611,1
gcp-cost-041-00169,2026-06-18,project-06,pubsub,us-central1,prod,data,security,74.765,10.823,0.612,90.28,86.007,1
gcp-cost-041-00170,2026-06-19,project-06,cloud-sql,us-east1,prod,platform,quality,61.318,13.031,0.793,75.636,90.652,1
gcp-cost-041-00171,2026-06-20,project-04,bigquery,global,prod,mlops,reliability,81.973,7.783,0.372,64.083,69.216,1
gcp-cost-041-00172,2026-06-21,project-10,cloud-run,europe-west1,prod,mlops,reliability,73.976,7.773,0.514,224.579,94.77,1
gcp-cost-041-00173,2026-06-22,project-23,vertex-ai,asia-south1,prod,platform,quality,45.917,5.718,0.76,81.148,67.847,0
gcp-cost-041-00174,2026-06-23,project-01,pubsub,europe-west1,sandbox,data,quality,51.38,13.3,0.337,224.294,93.521,1
gcp-cost-041-00175,2026-06-24,project-04,bigquery,asia-south1,staging,finops,latency,44.177,14.665,0.596,162.829,94.286,1
gcp-cost-041-00176,2026-06-25,project-01,pubsub,global,staging,backend,reliability,60.951,7.809,0.742,173.486,90.824,1
gcp-cost-041-00177,2026-06-26,project-24,bigquery,us-east1,prod,security,latency,49.048,8.609,0.304,85.029,60.295,1
gcp-cost-041-00178,2026-06-27,project-01,cloud-run,us-east1,dev,security,quality,8.275,5.861,0.785,76.8,55.247,0
gcp-cost-041-00179,2026-06-28,project-16,pubsub,global,prod,finops,quality,101.174,6.578,0.646,153.322,95.729,1
gcp-cost-041-00180,2026-06-29,project-18,compute,asia-south1,sandbox,platform,latency,46.258,11.164,0.774,73.809,80.093,1
gcp-cost-041-00181,2026-01-01,project-16,vertex-ai,asia-south1,prod,data,quality,57.029,5.461,0.316,169.601,68.496,0
gcp-cost-041-00182,2026-01-02,project-18,cloud-sql,us-central1,prod,backend,latency,51.241,11.371,0.457,171.104,85.414,1
gcp-cost-041-00183,2026-01-03,project-20,vertex-ai,us-east1,dev,data,reliability,71.492,8.047,0.528,127.445,80.864,1
gcp-cost-041-00184,2026-01-04,project-02,pubsub,europe-west1,sandbox,platform,cost,56.106,7.621,0.648,199.173,89.145,1
gcp-cost-041-00185,2026-01-05,project-17,vertex-ai,us-central1,prod,data,cost,75.734,16.311,0.847,65.077,100,1
gcp-cost-041-00186,2026-01-06,project-15,bigquery,global,staging,data,reliability,44.872,10.597,0.541,101.768,74.208,0
gcp-cost-041-00187,2026-01-07,project-04,cloud-sql,asia-south1,staging,platform,security,59.382,7.291,0.534,75.511,67.498,0
gcp-cost-041-00188,2026-01-08,project-10,compute,global,sandbox,security,reliability,35.398,12.397,0.644,26.995,67.792,0
gcp-cost-041-00189,2026-01-09,project-02,cloud-sql,us-east1,sandbox,mlops,reliability,47.327,8.262,0.728,118.184,78.558,1
gcp-cost-041-00190,2026-01-10,project-19,pubsub,europe-west1,prod,data,quality,47.596,9.978,0.763,165.545,90.788,1
gcp-cost-041-00191,2026-01-11,project-08,vertex-ai,us-east1,dev,finops,reliability,25.001,6.201,0.225,59.304,39.743,0
gcp-cost-041-00192,2026-01-12,project-08,bigquery,us-central1,prod,security,latency,48.719,23.673,0.363,116.317,100,1
gcp-cost-041-00193,2026-01-13,project-06,gke,europe-west1,prod,mlops,security,77.086,20.397,0.575,66.667,100,1
gcp-cost-041-00194,2026-01-14,project-24,compute,us-central1,dev,finops,cost,51.363,9.042,0.251,44.639,54.37,0
gcp-cost-041-00195,2026-01-15,project-22,cloud-run,asia-south1,staging,platform,cost,44.325,9.395,0.607,164.214,82.628,1
gcp-cost-041-00196,2026-01-16,project-20,cloud-run,us-east1,dev,mlops,latency,63.0,7.559,0.37,182.616,79.269,1
gcp-cost-041-00197,2026-01-17,project-06,pubsub,us-east1,dev,finops,cost,32.64,17.231,0.558,158.903,94.333,1
gcp-cost-041-00198,2026-01-18,project-05,gke,us-central1,prod,finops,security,59.952,12.442,0.229,111.066,74.227,1
gcp-cost-041-00199,2026-01-19,project-14,vertex-ai,us-central1,dev,security,latency,44.523,8.189,0.944,146.193,89.051,1
gcp-cost-041-00200,2026-01-20,project-01,bigquery,global,prod,data,latency,66.197,8.863,0.24,219.234,84.221,1
gcp-cost-041-00201,2026-01-21,project-16,cloud-run,asia-south1,prod,data,reliability,74.33,7.778,0.578,79.907,76.047,0
gcp-cost-041-00202,2026-01-22,project-11,compute,us-central1,staging,security,cost,41.273,7.15,0.549,225.632,83.249,1
gcp-cost-041-00203,2026-01-23,project-03,compute,global,dev,data,security,20.251,10.207,0.692,90.202,68.279,1
gcp-cost-041-00204,2026-01-24,project-10,vertex-ai,us-central1,prod,platform,cost,62.21,11.562,0.526,138.013,87.288,1
gcp-cost-041-00205,2026-01-25,project-13,cloud-run,asia-south1,dev,security,latency,60.309,9.335,0.634,143.859,86.059,1
gcp-cost-041-00206,2026-01-26,project-15,cloud-sql,us-east1,sandbox,backend,cost,33.614,4.729,0.781,171.598,75.159,0
gcp-cost-041-00207,2026-01-27,project-14,bigquery,europe-west1,prod,mlops,reliability,40.649,8.089,0.425,100.642,62.653,1
gcp-cost-041-00208,2026-01-28,project-16,compute,asia-south1,prod,security,cost,74.287,13.097,0.755,20.277,85.942,1
gcp-cost-041-00209,2026-01-29,project-03,vertex-ai,europe-west1,sandbox,security,security,7.328,2.345,0.695,91.812,45.751,0
gcp-cost-041-00210,2026-01-30,project-18,pubsub,us-central1,prod,security,reliability,45.95,14.156,0.266,109.507,74.393,1
gcp-cost-041-00211,2026-01-31,project-19,compute,us-central1,sandbox,data,quality,50.322,15.213,0.505,105.452,86.163,1
gcp-cost-041-00212,2026-02-01,project-13,bigquery,us-east1,dev,backend,cost,90.338,3.201,0.551,139.045,78.65,1
gcp-cost-041-00213,2026-02-02,project-21,cloud-run,global,dev,mlops,latency,26.779,8.469,0.646,66.805,61.486,1
gcp-cost-041-00214,2026-02-03,project-23,compute,us-east1,prod,backend,quality,65.197,7.32,0.556,103.613,74.469,1
gcp-cost-041-00215,2026-02-04,project-16,cloud-run,asia-south1,prod,finops,security,70.629,6.611,0.773,190.647,95.004,1
gcp-cost-041-00216,2026-02-05,project-22,cloud-run,us-east1,prod,mlops,security,56.629,8.603,0.527,93.45,71.967,1
gcp-cost-041-00217,2026-02-06,project-13,gke,asia-south1,dev,data,cost,17.385,6.227,0.775,127.78,66.374,1
