record_id,event_date,project_name,service_name,gcp_region,environment,owning_team,signal_category,metric_a,metric_b,metric_c,metric_d,risk_score,retraining_needed
mlops-drift-023-00176,2026-06-25,project-07,cloud-sql,global,dev,platform,latency,69.157,15.583,0.519,204.675,100,1
mlops-drift-023-00177,2026-06-26,project-05,cloud-sql,asia-south1,prod,finops,reliability,67.235,5.095,0.43,92.05,63.895,1
mlops-drift-023-00178,2026-06-27,project-16,cloud-run,europe-west1,prod,mlops,cost,68.383,15.776,0.629,144.915,100,1
mlops-drift-023-00179,2026-06-28,project-05,pubsub,europe-west1,dev,platform,latency,48.305,14.155,0.692,174.94,99.667,1
mlops-drift-023-00180,2026-06-29,project-15,gke,asia-south1,prod,data,quality,50.013,11.59,0.666,184.379,94.746,1
mlops-drift-023-00181,2026-01-01,project-21,cloud-sql,global,staging,platform,quality,61.851,14.101,0.757,154.984,100,1
mlops-drift-023-00182,2026-01-02,project-03,pubsub,global,prod,backend,latency,80.809,8.812,0.464,51.854,72.647,1
mlops-drift-023-00183,2026-01-03,project-23,bigquery,us-central1,dev,platform,latency,37.939,4.531,0.383,155.358,59.912,0
mlops-drift-023-00184,2026-01-04,project-17,cloud-sql,us-east1,dev,platform,latency,82.093,8.001,0.535,217.312,97.818,1
mlops-drift-023-00185,2026-01-05,project-14,compute,us-central1,staging,backend,cost,7.453,12.694,0.446,191.972,75.834,1
mlops-drift-023-00186,2026-01-06,project-01,cloud-run,us-central1,prod,data,quality,78.735,26.918,0.231,121.021,100,1
mlops-drift-023-00187,2026-01-07,project-01,bigquery,us-central1,prod,finops,security,53.048,5.615,0.739,112.445,73.932,0
mlops-drift-023-00188,2026-01-08,project-24,cloud-sql,global,dev,data,latency,59.94,13.969,0.352,143.537,86.826,1
mlops-drift-023-00189,2026-01-09,project-15,vertex-ai,us-east1,dev,platform,security,60.442,6.082,0.527,188.695,81.309,1
mlops-drift-023-00190,2026-01-10,project-22,cloud-run,us-east1,prod,security,quality,83.884,8.863,0.278,0.0,59.77,0
mlops-drift-023-00191,2026-01-11,project-09,cloud-run,europe-west1,prod,backend,cost,72.591,6.461,0.63,184.738,89.473,1
mlops-drift-023-00192,2026-01-12,project-01,compute,europe-west1,prod,data,reliability,60.98,4.816,0.466,100.56,63.555,1
mlops-drift-023-00193,2026-01-13,project-01,compute,us-central1,dev,finops,reliability,9.883,6.819,0.387,218.513,64.782,1
mlops-drift-023-00194,2026-01-14,project-14,pubsub,europe-west1,prod,data,reliability,53.413,8.232,0.395,169.613,76.463,1
mlops-drift-023-00195,2026-01-15,project-19,cloud-sql,us-east1,prod,mlops,cost,76.442,8.479,0.864,31.913,81.433,1
mlops-drift-023-00196,2026-01-16,project-07,bigquery,global,staging,data,quality,41.754,16.61,0.577,105.366,88.931,1
mlops-drift-023-00197,2026-01-17,project-12,cloud-sql,us-east1,prod,finops,latency,55.484,12.613,0.399,157.922,85.845,1
mlops-drift-023-00198,2026-01-18,project-03,vertex-ai,global,dev,data,cost,48.009,5.546,0.735,133.243,74.9,1
mlops-drift-023-00199,2026-01-19,project-03,pubsub,us-east1,prod,security,quality,63.143,12.159,0.616,111.868,88.345,1
mlops-drift-023-00200,2026-01-20,project-03,cloud-sql,us-central1,sandbox,finops,security,35.254,18.355,0.622,62.839,86.101,1
mlops-drift-023-00201,2026-01-21,project-04,bigquery,europe-west1,prod,mlops,latency,83.787,9.136,0.183,102.452,71.989,1
mlops-drift-023-00202,2026-01-22,project-04,bigquery,global,prod,platform,security,61.567,7.019,0.773,201.6,94.381,1
mlops-drift-023-00203,2026-01-23,project-14,bigquery,global,sandbox,finops,security,57.523,7.244,0.681,32.375,65.592,1
mlops-drift-023-00204,2026-01-24,project-03,vertex-ai,asia-south1,prod,backend,security,43.745,3.749,0.651,99.344,61.331,0
mlops-drift-023-00205,2026-01-25,project-04,cloud-sql,global,prod,security,quality,52.062,9.24,0.304,41.192,56.429,0
mlops-drift-023-00206,2026-01-26,project-11,bigquery,asia-south1,prod,finops,latency,75.676,7.434,0.725,125.254,87.474,1
mlops-drift-023-00207,2026-01-27,project-10,pubsub,global,prod,mlops,reliability,48.408,11.103,0.555,224.038,94.947,1
mlops-drift-023-00208,2026-01-28,project-23,cloud-sql,us-central1,dev,backend,cost,30.868,16.978,0.37,132.729,82.725,1
mlops-drift-023-00209,2026-01-29,project-02,vertex-ai,asia-south1,staging,backend,cost,64.564,5.185,0.47,134.85,70.811,0
mlops-drift-023-00210,2026-01-30,project-07,cloud-sql,global,sandbox,mlops,reliability,29.738,8.069,0.488,114.23,62.975,0
mlops-drift-023-00211,2026-01-31,project-13,cloud-sql,europe-west1,prod,security,reliability,72.54,9.708,0.482,72.709,75.514,1
mlops-drift-023-00212,2026-02-01,project-04,cloud-sql,us-east1,prod,mlops,quality,45.847,6.196,0.145,73.675,46.323,0
mlops-drift-023-00213,2026-02-02,project-01,bigquery,global,dev,backend,quality,55.355,7.425,0.362,181.975,75.907,1
mlops-drift-023-00214,2026-02-03,project-14,bigquery,us-east1,prod,data,security,58.884,3.45,0.352,146.041,62.277,0
mlops-drift-023-00215,2026-02-04,project-08,compute,global,prod,security,quality,77.46,9.507,0.582,42.318,75.835,1
mlops-drift-023-00216,2026-02-05,project-06,bigquery,us-east1,prod,mlops,security,55.859,6.239,0.73,11.126,61.281,1
