record_id,event_date,project_name,service_name,gcp_region,environment,owning_team,signal_category,metric_a,metric_b,metric_c,metric_d,risk_score,model_promoted
vertex-ai-040-00113,2026-04-23,project-14,bigquery,europe-west1,staging,security,reliability,43.97,9.321,0.38,58.222,58.929,0
vertex-ai-040-00114,2026-04-24,project-09,gke,global,prod,platform,security,46.684,10.758,0.493,84.579,71.031,1
vertex-ai-040-00115,2026-04-25,project-12,gke,europe-west1,prod,backend,cost,68.051,13.717,0.458,50.968,79.287,1
vertex-ai-040-00116,2026-04-26,project-24,gke,us-central1,prod,platform,cost,89.525,7.51,0.597,185.447,96.796,1
vertex-ai-040-00117,2026-04-27,project-01,bigquery,europe-west1,sandbox,data,latency,19.092,5.267,0.463,124.786,53.375,0
vertex-ai-040-00118,2026-04-28,project-10,compute,europe-west1,dev,platform,quality,66.514,12.497,0.696,0.0,76.8,1
vertex-ai-040-00119,2026-04-29,project-23,compute,global,dev,security,latency,57.586,22.073,0.407,120.618,100,1
vertex-ai-040-00120,2026-04-30,project-22,pubsub,global,staging,platform,cost,77.143,3.412,0.603,191.899,84.052,1
vertex-ai-040-00121,2026-05-01,project-06,bigquery,europe-west1,prod,data,quality,71.843,11.67,0.252,214.677,92.502,1
vertex-ai-040-00122,2026-05-02,project-06,compute,us-east1,staging,data,reliability,43.557,6.312,0.525,187.461,75.686,1
vertex-ai-040-00123,2026-05-03,project-24,cloud-run,global,prod,mlops,security,76.632,19.473,0.492,95.57,100,1
vertex-ai-040-00124,2026-05-04,project-22,cloud-sql,global,staging,platform,reliability,52.818,6.496,0.574,140.225,74.183,1
vertex-ai-040-00125,2026-05-05,project-22,gke,asia-south1,sandbox,security,latency,56.394,8.173,0.665,100.4,76.725,1
vertex-ai-040-00126,2026-05-06,project-05,bigquery,global,dev,mlops,latency,56.568,8.781,0.805,106.423,83.983,1
vertex-ai-040-00127,2026-05-07,project-21,bigquery,us-central1,staging,security,cost,30.074,9.391,0.685,118.057,73.63,1
vertex-ai-040-00128,2026-05-08,project-20,cloud-sql,asia-south1,prod,security,security,58.864,6.209,0.683,73.697,69.743,1
vertex-ai-040-00129,2026-05-09,project-17,compute,us-east1,sandbox,backend,security,28.067,5.46,0.454,170.712,63.349,1
vertex-ai-040-00130,2026-05-10,project-24,compute,global,staging,mlops,security,52.592,11.828,0.66,222.263,100,1
vertex-ai-040-00131,2026-05-11,project-17,bigquery,asia-south1,dev,security,latency,66.684,8.325,0.405,134.74,76.589,1
vertex-ai-040-00132,2026-05-12,project-14,compute,us-central1,dev,finops,cost,28.235,7.572,0.516,146.288,66.944,1
vertex-ai-040-00133,2026-05-13,project-20,cloud-run,us-central1,prod,mlops,cost,56.389,5.903,0.41,174.557,73.316,0
vertex-ai-040-00134,2026-05-14,project-21,cloud-sql,us-east1,sandbox,security,reliability,71.198,11.429,0.724,67.029,86.702,1
vertex-ai-040-00135,2026-05-15,project-09,pubsub,europe-west1,prod,mlops,security,81.346,4.743,0.673,82.818,75.171,1
vertex-ai-040-00136,2026-05-16,project-24,pubsub,europe-west1,dev,mlops,security,27.696,16.585,0.723,153.295,96.052,1
vertex-ai-040-00137,2026-05-17,project-12,vertex-ai,us-east1,staging,data,cost,31.683,10.858,0.728,70.46,72.18,1
vertex-ai-040-00138,2026-05-18,project-24,pubsub,us-east1,sandbox,data,reliability,66.285,11.53,0.736,77.001,87.092,1
vertex-ai-040-00139,2026-05-19,project-14,cloud-sql,europe-west1,prod,security,reliability,70.966,7.777,0.682,62.156,75.919,1
vertex-ai-040-00140,2026-05-20,project-14,pubsub,us-east1,prod,mlops,cost,58.763,7.827,0.677,127.256,81.083,1
vertex-ai-040-00141,2026-05-21,project-22,cloud-run,us-central1,dev,data,cost,48.45,8.393,0.483,101.421,68.237,0
vertex-ai-040-00142,2026-05-22,project-16,cloud-sql,global,sandbox,data,security,36.404,12.393,0.471,0.0,58.143,0
vertex-ai-040-00143,2026-05-23,project-11,pubsub,asia-south1,sandbox,platform,quality,50.03,11.764,0.216,205.688,82.516,1
vertex-ai-040-00144,2026-05-24,project-17,gke,us-central1,prod,data,latency,79.712,12.161,0.255,139.059,85.479,1
vertex-ai-040-00145,2026-05-25,project-09,bigquery,global,staging,data,reliability,36.91,12.131,0.733,177.944,92.829,1
vertex-ai-040-00146,2026-05-26,project-08,cloud-sql,us-central1,prod,data,cost,54.603,7.383,0.522,204.993,84.503,1
vertex-ai-040-00147,2026-05-27,project-04,vertex-ai,us-central1,prod,finops,security,42.613,7.099,0.271,0.0,40.964,0
vertex-ai-040-00148,2026-05-28,project-14,cloud-sql,asia-south1,dev,platform,reliability,59.619,8.34,0.562,78.644,71.466,1
vertex-ai-040-00149,2026-05-29,project-17,gke,global,prod,platform,quality,89.523,12.184,0.581,140.723,100,1
vertex-ai-040-00150,2026-05-30,project-14,vertex-ai,global,prod,finops,quality,82.618,9.316,0.337,136.553,82.363,1
vertex-ai-040-00151,2026-05-31,project-04,bigquery,us-east1,sandbox,mlops,reliability,49.424,23.382,0.595,80.957,100,1
vertex-ai-040-00152,2026-06-01,project-10,compute,global,prod,data,reliability,36.363,15.847,0.569,0.0,69.618,1
vertex-ai-040-00153,2026-06-02,project-19,gke,us-east1,prod,security,latency,86.555,5.769,0.5,143.819,82.229,1
vertex-ai-040-00154,2026-06-03,project-23,compute,europe-west1,prod,mlops,reliability,86.43,4.861,0.574,156.797,84.549,1
vertex-ai-040-00155,2026-06-04,project-03,gke,us-central1,dev,backend,quality,37.036,9.929,0.462,36.721,57.655,0
vertex-ai-040-00156,2026-06-05,project-04,compute,global,sandbox,platform,cost,15.185,10.335,0.618,179.534,77.242,1
vertex-ai-040-00157,2026-06-06,project-14,bigquery,us-central1,staging,finops,cost,69.834,16.315,0.657,83.922,97.744,1
vertex-ai-040-00158,2026-06-07,project-14,bigquery,global,staging,backend,quality,57.403,12.205,0.487,112.805,82.065,1
vertex-ai-040-00159,2026-06-08,project-11,compute,europe-west1,prod,data,quality,68.535,17.016,0.581,96.766,98.138,1
vertex-ai-040-00160,2026-06-09,project-05,cloud-sql,us-central1,dev,platform,quality,48.145,6.136,0.496,13.886,50.553,0
vertex-ai-040-00161,2026-06-10,project-04,cloud-sql,us-east1,prod,data,latency,85.917,4.706,0.699,163.454,89.354,1
vertex-ai-040-00162,2026-06-11,project-14,pubsub,us-central1,dev,platform,quality,60.312,25.924,0.448,201.927,100,1
vertex-ai-040-00163,2026-06-12,project-14,bigquery,global,prod,data,latency,76.694,15.028,0.544,97.01,95.096,1
vertex-ai-040-00164,2026-06-13,project-13,bigquery,asia-south1,prod,mlops,cost,56.672,9.96,0.642,201.568,94.941,1
vertex-ai-040-00165,2026-06-14,project-13,cloud-run,us-east1,dev,security,security,46.426,9.876,0.724,152.672,86.898,1
vertex-ai-040-00166,2026-06-15,project-06,cloud-sql,us-central1,prod,security,security,44.134,10.87,0.833,65.759,79.555,1
vertex-ai-040-00167,2026-06-16,project-05,pubsub,global,dev,mlops,latency,66.075,8.367,0.843,117.978,89.359,1
vertex-ai-040-00168,2026-06-17,project-16,pubsub,us-east1,staging,data,security,31.076,10.23,0.943,96.585,81.837,1
vertex-ai-040-00169,2026-06-18,project-10,compute,global,prod,security,quality,53.616,8.229,0.193,143.178,65.602,1
vertex-ai-040-00170,2026-06-19,project-17,compute,us-central1,dev,data,quality,21.332,8.406,0.793,155.092,77.453,1
vertex-ai-040-00171,2026-06-20,project-20,cloud-run,us-central1,prod,mlops,quality,58.116,8.737,0.277,163.383,74.249,1
vertex-ai-040-00172,2026-06-21,project-23,vertex-ai,us-central1,prod,data,security,62.224,5.753,0.44,124.362,68.738,1
vertex-ai-040-00173,2026-06-22,project-09,cloud-run,asia-south1,staging,backend,reliability,19.829,5.271,0.624,66.341,50.754,0
vertex-ai-040-00174,2026-06-23,project-12,cloud-sql,europe-west1,sandbox,backend,quality,37.562,9.08,0.469,113.001,67.228,1
vertex-ai-040-00175,2026-06-24,project-17,cloud-sql,us-east1,staging,platform,security,73.272,14.454,0.575,72.206,90.026,1
vertex-ai-040-00176,2026-06-25,project-19,vertex-ai,global,prod,finops,quality,34.184,17.643,0.371,69.936,76.315,1
vertex-ai-040-00177,2026-06-26,project-14,gke,asia-south1,prod,finops,latency,80.914,17.378,0.631,184.737,100,1
vertex-ai-040-00178,2026-06-27,project-13,bigquery,us-central1,sandbox,platform,reliability,45.571,12.683,0.781,32.102,77.56,1
vertex-ai-040-00179,2026-06-28,project-05,pubsub,us-east1,staging,backend,reliability,41.767,6.118,0.453,172.23,69.866,1
vertex-ai-040-00180,2026-06-29,project-08,cloud-run,europe-west1,prod,security,cost,73.064,9.787,0.443,193.409,92.119,1
vertex-ai-040-00181,2026-01-01,project-10,bigquery,asia-south1,prod,data,reliability,114.703,7.523,0.409,116.155,88.954,1
vertex-ai-040-00182,2026-01-02,project-12,gke,us-central1,prod,data,security,75.147,5.33,0.47,157.432,78.147,1
vertex-ai-040-00183,2026-01-03,project-01,cloud-sql,us-central1,dev,backend,security,26.525,7.482,0.465,165.006,67.08,0
vertex-ai-040-00184,2026-01-04,project-21,compute,us-east1,dev,data,security,47.793,11.716,0.414,124.005,76.639,1
vertex-ai-040-00185,2026-01-05,project-03,pubsub,us-east1,prod,backend,reliability,44.858,11.063,0.51,59.017,67.971,0
vertex-ai-040-00186,2026-01-06,project-09,vertex-ai,global,dev,data,quality,57.052,19.567,0.654,166.183,100,1
vertex-ai-040-00187,2026-01-07,project-15,compute,us-central1,staging,platform,reliability,30.957,16.502,0.741,131.133,94.398,1
vertex-ai-040-00188,2026-01-08,project-19,cloud-sql,global,dev,data,latency,61.978,17.801,0.675,3.017,87.293,1
vertex-ai-040-00189,2026-01-09,project-07,pubsub,global,prod,data,cost,64.885,8.414,0.66,139.36,85.766,1
vertex-ai-040-00190,2026-01-10,project-22,cloud-sql,asia-south1,staging,security,security,26.695,4.082,0.73,135.451,64.171,1
vertex-ai-040-00191,2026-01-11,project-16,compute,global,prod,platform,cost,56.511,9.072,0.561,173.883,85.94,1
vertex-ai-040-00192,2026-01-12,project-22,vertex-ai,asia-south1,prod,mlops,latency,41.508,5.619,0.273,144.541,58.273,0
vertex-ai-040-00193,2026-01-13,project-01,vertex-ai,global,dev,platform,security,29.492,11.298,0.614,53.837,66.025,1
vertex-ai-040-00194,2026-01-14,project-09,compute,global,staging,backend,latency,41.671,5.516,0.545,92.607,60.036,0
vertex-ai-040-00195,2026-01-15,project-07,pubsub,us-central1,staging,security,cost,21.196,6.282,0.627,78.114,55.413,0
vertex-ai-040-00196,2026-01-16,project-23,cloud-sql,us-central1,sandbox,backend,security,38.463,8.831,0.527,190.407,80.28,1
vertex-ai-040-00197,2026-01-17,project-03,gke,global,dev,backend,latency,62.014,6.008,0.555,124.516,73.307,1
vertex-ai-040-00198,2026-01-18,project-10,pubsub,us-east1,dev,platform,reliability,41.11,8.109,0.348,23.581,48.928,0
vertex-ai-040-00199,2026-01-19,project-01,cloud-run,us-central1,sandbox,finops,reliability,20.513,7.525,0.53,0.0,43.288,0
vertex-ai-040-00200,2026-01-20,project-06,vertex-ai,europe-west1,dev,mlops,reliability,57.565,8.655,0.66,142.635,84.244,1
vertex-ai-040-00201,2026-01-21,project-06,bigquery,asia-south1,sandbox,mlops,quality,31.575,9.896,0.325,151.531,67.615,1
vertex-ai-040-00202,2026-01-22,project-15,compute,us-east1,dev,platform,latency,33.219,5.994,0.497,168.913,67.641,1
vertex-ai-040-00203,2026-01-23,project-22,gke,global,prod,security,reliability,76.597,3.995,0.452,83.243,64.09,0
vertex-ai-040-00204,2026-01-24,project-12,compute,us-central1,sandbox,finops,security,19.637,13.714,0.496,199.61,85.342,1
vertex-ai-040-00205,2026-01-25,project-06,gke,us-east1,prod,mlops,quality,87.104,9.504,0.498,144.053,91.1,1
vertex-ai-040-00206,2026-01-26,project-20,vertex-ai,global,sandbox,mlops,security,22.468,3.956,0.475,87.215,46.438,0
vertex-ai-040-00207,2026-01-27,project-22,cloud-sql,asia-south1,prod,platform,quality,39.329,10.39,0.212,12.271,47.218,0
vertex-ai-040-00208,2026-01-28,project-17,compute,asia-south1,staging,security,reliability,49.184,14.226,0.621,128.956,90.949,1
vertex-ai-040-00209,2026-01-29,project-02,cloud-sql,us-east1,dev,platform,latency,27.521,6.622,0.947,93.569,71.874,0
vertex-ai-040-00210,2026-01-30,project-12,bigquery,europe-west1,prod,data,latency,58.437,6.412,0.333,80.57,58.819,0
vertex-ai-040-00211,2026-01-31,project-22,pubsub,us-east1,prod,backend,cost,62.808,15.497,0.824,105.619,100,1
vertex-ai-040-00212,2026-02-01,project-24,gke,asia-south1,sandbox,platform,latency,79.314,11.19,0.714,93.231,92.456,1
vertex-ai-040-00213,2026-02-02,project-10,cloud-sql,asia-south1,dev,mlops,security,28.934,15.013,0.523,91.635,76.826,1
vertex-ai-040-00214,2026-02-03,project-10,cloud-sql,us-central1,dev,platform,cost,67.245,10.387,0.827,182.297,100,1
vertex-ai-040-00215,2026-02-04,project-07,cloud-sql,us-east1,prod,finops,quality,77.316,6.517,0.464,156.204,81.287,1
vertex-ai-040-00216,2026-02-05,project-03,gke,us-east1,dev,data,quality,105.751,9.018,0.148,24.989,66.879,0
vertex-ai-040-00217,2026-02-06,project-02,compute,asia-south1,dev,platform,latency,30.976,6.478,0.573,150.127,67.905,1
