record_id,event_date,project_name,service_name,gcp_region,environment,owning_team,signal_category,metric_a,metric_b,metric_c,metric_d,risk_score,quality_issue
data-quality-018-00020,2026-01-20,project-11,pubsub,us-east1,prod,finops,security,48.442,34.272,0.442,196.689,100,1
data-quality-018-00021,2026-01-21,project-01,compute,europe-west1,prod,mlops,quality,43.741,7.932,0.375,128.532,65.687,1
data-quality-018-00022,2026-01-22,project-09,cloud-run,asia-south1,prod,security,quality,55.109,6.995,0.381,175.418,74.527,1
data-quality-018-00023,2026-01-23,project-06,gke,asia-south1,staging,finops,latency,47.931,10.79,0.702,197.898,95.383,1
data-quality-018-00024,2026-01-24,project-20,cloud-sql,europe-west1,prod,finops,security,57.223,9.213,0.416,69.214,66.179,1
data-quality-018-00025,2026-01-25,project-04,vertex-ai,us-central1,prod,backend,cost,77.352,8.333,0.627,56.612,76.718,1
data-quality-018-00026,2026-01-26,project-12,cloud-run,europe-west1,dev,data,cost,61.948,10.14,0.338,133.241,76.603,1
data-quality-018-00027,2026-01-27,project-16,compute,europe-west1,prod,mlops,cost,65.084,6.568,0.621,29.566,64.151,0
data-quality-018-00028,2026-01-28,project-18,vertex-ai,europe-west1,prod,security,cost,63.521,4.395,1.021,147.432,89.723,1
data-quality-018-00029,2026-01-29,project-06,cloud-run,us-central1,dev,platform,latency,31.615,6.876,0.765,129.449,72.762,1
data-quality-018-00030,2026-01-30,project-18,vertex-ai,us-east1,sandbox,finops,quality,56.807,8.488,0.718,64.815,74.27,0
data-quality-018-00031,2026-01-31,project-20,pubsub,europe-west1,prod,data,latency,86.407,4.36,0.257,93.339,63.023,1
data-quality-018-00032,2026-02-01,project-10,compute,us-east1,dev,finops,cost,50.858,5.848,0.422,179.902,72.451,0
data-quality-018-00033,2026-02-02,project-20,compute,us-central1,prod,platform,security,65.605,8.675,0.953,90.208,89.714,1
data-quality-018-00034,2026-02-03,project-13,compute,asia-south1,dev,platform,security,53.007,7.311,0.379,193.996,77.168,1
data-quality-018-00035,2026-02-04,project-21,pubsub,us-east1,prod,data,security,88.976,19.203,0.561,89.992,100,1
data-quality-018-00036,2026-02-05,project-15,pubsub,asia-south1,dev,mlops,security,4.307,5.932,0.461,124.998,49.713,0
data-quality-018-00037,2026-02-06,project-17,compute,europe-west1,dev,finops,latency,43.225,7.868,0.384,144.947,68.066,1
data-quality-018-00038,2026-02-07,project-01,bigquery,us-central1,dev,data,security,32.855,6.192,0.49,138.436,63.286,0
data-quality-018-00039,2026-02-08,project-15,gke,asia-south1,prod,security,latency,39.071,5.841,0.532,137.734,66.01,0
data-quality-018-00040,2026-02-09,project-17,cloud-sql,asia-south1,staging,finops,reliability,66.495,14.007,0.523,61.266,83.196,1
data-quality-018-00041,2026-02-10,project-20,cloud-sql,global,sandbox,backend,quality,15.961,11.296,0.435,16.808,49.62,0
data-quality-018-00042,2026-02-11,project-02,cloud-run,us-east1,sandbox,backend,quality,65.462,24.442,0.571,27.432,100,1
data-quality-018-00043,2026-02-12,project-01,pubsub,global,dev,finops,reliability,36.066,14.772,0.552,98.921,80.837,1
data-quality-018-00044,2026-02-13,project-04,compute,europe-west1,dev,security,cost,62.026,7.925,0.92,132.991,91.795,1
data-quality-018-00045,2026-02-14,project-09,gke,us-east1,dev,mlops,cost,51.768,5.827,0.256,124.43,58.821,0
data-quality-018-00046,2026-02-15,project-14,pubsub,us-central1,prod,finops,latency,67.167,6.945,0.484,123.013,74.593,1
data-quality-018-00047,2026-02-16,project-19,cloud-sql,europe-west1,staging,backend,quality,44.776,13.887,0.139,215.21,84.324,1
data-quality-018-00048,2026-02-17,project-08,pubsub,global,prod,backend,security,71.152,10.232,0.619,87.436,83.194,1
data-quality-018-00049,2026-02-18,project-10,bigquery,asia-south1,dev,mlops,reliability,41.89,10.777,0.705,106.658,80.037,1
data-quality-018-00050,2026-02-19,project-24,gke,asia-south1,prod,finops,cost,92.157,11.859,0.377,106.989,88.724,1
data-quality-018-00051,2026-02-20,project-18,cloud-sql,europe-west1,prod,security,latency,77.945,7.21,0.444,15.204,61.861,0
data-quality-018-00052,2026-02-21,project-24,gke,us-central1,prod,security,cost,46.365,11.673,0.704,80.161,79.795,1
data-quality-018-00053,2026-02-22,project-08,gke,us-central1,sandbox,finops,cost,66.562,17.27,0.764,86.398,100,1
data-quality-018-00054,2026-02-23,project-21,pubsub,us-east1,prod,data,latency,57.294,12.197,0.56,108.388,83.919,1
data-quality-018-00055,2026-02-24,project-12,gke,asia-south1,staging,finops,reliability,62.199,8.615,0.518,84.718,72.356,1
data-quality-018-00056,2026-02-25,project-12,compute,global,sandbox,mlops,security,7.418,10.942,0.477,131.184,63.954,0
data-quality-018-00057,2026-02-26,project-11,bigquery,us-central1,staging,data,latency,66.908,16.716,0.654,107.68,100,1
data-quality-018-00058,2026-02-27,project-23,compute,asia-south1,prod,data,reliability,51.206,15.49,0.646,117.502,93.811,1
data-quality-018-00059,2026-02-28,project-15,compute,asia-south1,dev,finops,latency,57.688,11.911,0.804,101.693,90.953,1
data-quality-018-00060,2026-03-01,project-04,cloud-sql,us-central1,prod,data,quality,59.987,5.677,0.625,187.083,83.4,1
data-quality-018-00061,2026-03-02,project-16,cloud-sql,us-east1,staging,data,quality,48.125,3.229,0.547,144.839,64.645,1
data-quality-018-00062,2026-03-03,project-08,gke,global,prod,platform,reliability,67.039,8.065,0.468,59.538,67.345,0
data-quality-018-00063,2026-03-04,project-21,gke,global,dev,finops,security,57.679,9.552,0.475,202.162,88.583,1
data-quality-018-00064,2026-03-05,project-22,pubsub,europe-west1,prod,mlops,quality,78.322,8.383,0.207,146.043,75.516,1
data-quality-018-00065,2026-03-06,project-13,cloud-sql,us-central1,prod,data,quality,81.331,13.953,0.56,82.305,92.626,1
data-quality-018-00066,2026-03-07,project-20,compute,europe-west1,prod,data,cost,66.317,9.098,0.587,55.134,73.025,0
data-quality-018-00067,2026-03-08,project-21,gke,us-central1,prod,security,cost,60.24,8.779,0.736,102.406,82.263,1
data-quality-018-00068,2026-03-09,project-18,gke,europe-west1,dev,platform,reliability,14.862,7.381,0.33,31.15,38.517,0
data-quality-018-00069,2026-03-10,project-22,vertex-ai,global,sandbox,platform,latency,66.811,9.172,0.444,105.669,75.735,1
data-quality-018-00070,2026-03-11,project-18,bigquery,europe-west1,sandbox,backend,reliability,35.517,8.842,0.411,106.424,62.967,0
data-quality-018-00071,2026-03-12,project-23,cloud-sql,us-east1,staging,finops,quality,71.022,14.012,0.218,108.9,81.064,1
data-quality-018-00072,2026-03-13,project-03,cloud-sql,asia-south1,prod,backend,cost,60.57,10.056,0.355,58.158,65.57,1
data-quality-018-00073,2026-03-14,project-24,gke,us-central1,dev,backend,reliability,119.164,10.488,0.684,161.44,100,1
data-quality-018-00074,2026-03-15,project-06,vertex-ai,europe-west1,dev,security,quality,39.016,8.33,0.548,57.076,60.596,0
data-quality-018-00075,2026-03-16,project-13,compute,global,prod,backend,cost,31.967,20.408,0.561,158.553,100,1
data-quality-018-00076,2026-03-17,project-13,cloud-run,asia-south1,dev,finops,latency,13.331,5.703,0.388,122.578,49.429,0
data-quality-018-00077,2026-03-18,project-11,vertex-ai,us-central1,prod,data,reliability,73.668,6.212,0.438,86.985,68.294,0
data-quality-018-00078,2026-03-19,project-23,vertex-ai,europe-west1,prod,security,cost,101.539,7.266,0.761,208.68,100,1
data-quality-018-00079,2026-03-20,project-21,gke,us-east1,prod,security,quality,74.243,19.983,0.532,232.566,100,1
data-quality-018-00080,2026-03-21,project-23,gke,us-east1,prod,mlops,cost,97.939,5.585,0.528,115.317,82.607,1
data-quality-018-00081,2026-03-22,project-18,pubsub,us-east1,dev,finops,reliability,15.378,4.8,0.412,160.042,54.342,0
data-quality-018-00082,2026-03-23,project-08,vertex-ai,global,staging,backend,quality,34.182,5.915,0.717,238.949,85.707,1
data-quality-018-00083,2026-03-24,project-04,cloud-sql,asia-south1,dev,backend,cost,38.461,13.405,0.669,67.119,77.943,1
data-quality-018-00084,2026-03-25,project-24,compute,global,staging,security,quality,40.466,8.452,0.433,3.432,49.54,0
data-quality-018-00085,2026-03-26,project-20,gke,global,sandbox,finops,cost,66.863,9.926,0.702,92.525,84.626,1
data-quality-018-00086,2026-03-27,project-04,cloud-run,global,prod,finops,security,92.818,6.732,0.6,170.702,94.088,1
data-quality-018-00087,2026-03-28,project-13,bigquery,europe-west1,prod,finops,latency,37.431,7.134,0.574,45.671,56.497,1
data-quality-018-00088,2026-03-29,project-02,cloud-sql,us-east1,prod,mlops,reliability,33.72,8.781,0.61,18.582,56.351,0
data-quality-018-00089,2026-03-30,project-12,cloud-run,asia-south1,prod,backend,latency,54.604,4.805,0.589,93.48,64.571,0
data-quality-018-00090,2026-03-31,project-07,compute,us-east1,prod,data,cost,73.112,6.641,0.462,67.859,67.151,1
data-quality-018-00091,2026-04-01,project-19,bigquery,europe-west1,dev,backend,quality,34.474,6.127,0.429,50.958,48.809,0
data-quality-018-00092,2026-04-02,project-20,compute,asia-south1,prod,platform,quality,72.353,11.787,0.572,161.751,96.435,1
data-quality-018-00093,2026-04-03,project-20,cloud-sql,global,staging,finops,reliability,55.94,6.084,0.728,73.312,69.946,0
data-quality-018-00094,2026-04-04,project-23,gke,global,dev,platform,cost,52.585,6.037,0.621,148.676,75.908,1
data-quality-018-00095,2026-04-05,project-21,cloud-run,global,dev,mlops,latency,46.291,8.912,0.501,95.952,68.525,1
data-quality-018-00096,2026-04-06,project-19,cloud-run,us-east1,prod,data,latency,66.934,12.653,0.729,53.262,86.233,1
data-quality-018-00097,2026-04-07,project-15,compute,global,prod,security,quality,31.259,7.959,0.527,133.988,67.497,1
data-quality-018-00098,2026-04-08,project-13,bigquery,europe-west1,prod,security,cost,49.041,11.139,0.744,262.348,100,1
data-quality-018-00099,2026-04-09,project-16,pubsub,asia-south1,staging,platform,reliability,34.094,5.75,0.593,261.552,84.248,1
data-quality-018-00100,2026-04-10,project-21,compute,global,dev,mlops,reliability,45.142,9.882,0.594,72.217,70.179,1
data-quality-018-00101,2026-04-11,project-04,cloud-run,us-east1,prod,backend,security,60.67,10.646,0.319,85.347,69.687,1
data-quality-018-00102,2026-04-12,project-03,cloud-sql,us-central1,dev,security,cost,15.758,8.82,0.363,28.274,42.924,0
data-quality-018-00103,2026-04-13,project-08,gke,asia-south1,prod,data,quality,60.82,13.454,0.75,70.385,89.194,1
data-quality-018-00104,2026-04-14,project-12,pubsub,europe-west1,prod,data,cost,49.859,8.956,0.669,122.871,79.682,1
data-quality-018-00105,2026-04-15,project-19,cloud-run,global,prod,security,latency,104.158,13.524,0.46,161.965,100,1
data-quality-018-00106,2026-04-16,project-02,cloud-run,asia-south1,dev,mlops,latency,35.377,12.874,0.592,230.154,96.705,1
data-quality-018-00107,2026-04-17,project-24,cloud-run,us-central1,staging,data,quality,39.991,12.736,0.728,158.359,92.288,1
data-quality-018-00108,2026-04-18,project-20,compute,global,dev,security,security,46.143,23.294,0.753,40.715,100,1
data-quality-018-00109,2026-04-19,project-23,pubsub,us-central1,staging,finops,cost,26.152,11.932,0.538,210.235,86.484,1
data-quality-018-00110,2026-04-20,project-24,compute,asia-south1,prod,backend,cost,76.719,4.901,0.584,155.927,81.467,1
data-quality-018-00111,2026-04-21,project-07,bigquery,asia-south1,sandbox,backend,cost,21.479,11.517,0.622,30.452,60.602,1
data-quality-018-00112,2026-04-22,project-22,cloud-run,asia-south1,prod,platform,latency,51.542,19.54,0.682,121.612,100,1
data-quality-018-00113,2026-04-23,project-24,compute,us-east1,sandbox,data,security,70.381,14.103,0.775,226.302,100,1
data-quality-018-00114,2026-04-24,project-20,bigquery,global,prod,security,latency,62.562,8.617,0.524,25.857,64.114,0
data-quality-018-00115,2026-04-25,project-01,gke,global,staging,backend,cost,6.211,12.908,0.547,32.033,56.109,0
data-quality-018-00116,2026-04-26,project-04,gke,asia-south1,dev,finops,security,16.618,4.413,0.768,108.942,58.881,0
data-quality-018-00117,2026-04-27,project-05,vertex-ai,europe-west1,prod,platform,quality,50.067,8.474,0.683,73.561,71.929,1
data-quality-018-00118,2026-04-28,project-13,compute,europe-west1,staging,finops,quality,47.304,7.894,0.576,89.422,68.176,0
data-quality-018-00119,2026-04-29,project-23,cloud-sql,us-central1,prod,mlops,quality,54.93,10.749,0.479,77.12,72.318,1
data-quality-018-00120,2026-04-30,project-03,compute,us-east1,prod,data,quality,56.627,12.257,0.56,105.038,83.337,1
data-quality-018-00121,2026-05-01,project-05,bigquery,us-central1,staging,mlops,security,15.695,9.444,0.564,111.507,63.531,0
data-quality-018-00122,2026-05-02,project-09,vertex-ai,europe-west1,staging,backend,quality,31.817,6.305,0.446,179.323,67.609,0
data-quality-018-00123,2026-05-03,project-04,compute,us-east1,staging,finops,latency,47.104,13.828,0.779,180.454,100,1
data-quality-018-00124,2026-05-04,project-06,cloud-sql,us-central1,prod,data,cost,72.534,18.978,0.333,49.986,88.614,1
data-quality-018-00125,2026-05-05,project-23,compute,asia-south1,prod,finops,latency,54.986,14.651,0.578,121.83,91.428,1
data-quality-018-00126,2026-05-06,project-14,bigquery,global,dev,backend,latency,56.455,14.904,0.479,135.226,91.021,1
data-quality-018-00127,2026-05-07,project-06,cloud-run,us-central1,sandbox,backend,reliability,57.82,5.667,0.752,149.18,81.535,1
data-quality-018-00128,2026-05-08,project-01,pubsub,global,dev,mlops,latency,38.526,12.573,0.327,144.726,75.372,1
data-quality-018-00129,2026-05-09,project-14,compute,asia-south1,dev,data,latency,38.544,8.563,0.588,186.01,81.177,1
data-quality-018-00130,2026-05-10,project-09,cloud-run,asia-south1,dev,mlops,latency,31.525,14.616,0.807,137.425,93.424,1
data-quality-018-00131,2026-05-11,project-08,gke,global,prod,finops,quality,50.495,12.072,0.566,80.412,77.378,1
data-quality-018-00132,2026-05-12,project-18,pubsub,europe-west1,staging,platform,quality,20.211,7.765,0.509,98.382,57.355,1
data-quality-018-00133,2026-05-13,project-02,pubsub,asia-south1,sandbox,data,security,39.83,9.614,0.746,18.713,65.212,0
data-quality-018-00134,2026-05-14,project-24,bigquery,global,prod,mlops,reliability,79.396,13.595,0.437,225.035,100,1
data-quality-018-00135,2026-05-15,project-08,vertex-ai,global,sandbox,data,cost,56.418,6.933,0.66,80.927,70.825,0
data-quality-018-00136,2026-05-16,project-10,gke,us-central1,prod,platform,security,51.334,14.248,0.61,93.504,86.198,1
data-quality-018-00137,2026-05-17,project-11,cloud-run,europe-west1,prod,finops,latency,113.033,10.062,0.666,90.38,99.53,1
data-quality-018-00138,2026-05-18,project-02,cloud-run,global,staging,backend,quality,74.868,13.611,0.711,70.143,93.077,1
data-quality-018-00139,2026-05-19,project-03,vertex-ai,europe-west1,dev,mlops,latency,11.906,8.907,0.568,129.76,63.753,0
data-quality-018-00140,2026-05-20,project-10,compute,europe-west1,prod,backend,reliability,47.74,4.984,0.48,92.861,58.681,1
data-quality-018-00141,2026-05-21,project-24,vertex-ai,us-east1,prod,platform,latency,79.302,4.55,0.559,160.115,81.287,1
data-quality-018-00142,2026-05-22,project-22,bigquery,us-central1,staging,finops,latency,18.804,11.832,0.433,140.002,69.761,1
data-quality-018-00143,2026-05-23,project-16,gke,us-east1,prod,mlops,quality,60.131,5.809,0.729,148.866,81.825,1
data-quality-018-00144,2026-05-24,project-05,vertex-ai,global,dev,mlops,security,54.069,14.297,0.751,71.758,89.034,1
data-quality-018-00145,2026-05-25,project-17,bigquery,us-central1,staging,data,reliability,40.754,17.796,0.334,122.118,85.287,1
data-quality-018-00146,2026-05-26,project-21,pubsub,europe-west1,prod,platform,cost,71.157,6.119,0.465,149.559,77.268,1
data-quality-018-00147,2026-05-27,project-21,pubsub,asia-south1,dev,finops,cost,50.562,9.751,0.727,196.051,94.485,1
data-quality-018-00148,2026-05-28,project-12,cloud-run,us-central1,sandbox,finops,latency,60.392,14.216,0.398,79.662,79.855,1
data-quality-018-00149,2026-05-29,project-15,compute,us-central1,dev,mlops,quality,37.689,10.163,0.62,110.657,74.742,1
data-quality-018-00150,2026-05-30,project-07,bigquery,asia-south1,staging,platform,security,37.647,7.526,0.49,119.211,65.272,1
data-quality-018-00151,2026-05-31,project-15,vertex-ai,global,prod,security,latency,45.884,16.402,0.455,165.523,94.395,1
data-quality-018-00152,2026-06-01,project-09,gke,europe-west1,staging,backend,security,49.952,13.479,0.503,192.986,94.683,1
data-quality-018-00153,2026-06-02,project-21,cloud-sql,asia-south1,staging,mlops,cost,52.842,4.492,0.391,167.388,67.072,0
data-quality-018-00154,2026-06-03,project-10,bigquery,global,prod,backend,cost,55.86,7.677,0.613,69.138,69.002,1
data-quality-018-00155,2026-06-04,project-07,bigquery,global,sandbox,platform,latency,47.43,5.61,0.671,159.29,76.405,1
data-quality-018-00156,2026-06-05,project-01,gke,asia-south1,prod,security,security,68.281,6.089,0.886,68.689,79.133,1
data-quality-018-00157,2026-06-06,project-17,vertex-ai,global,prod,backend,security,60.856,16.352,0.253,128.432,87.039,1
data-quality-018-00158,2026-06-07,project-18,vertex-ai,asia-south1,dev,platform,latency,49.947,9.65,1.101,78.592,89.994,1
data-quality-018-00159,2026-06-08,project-03,compute,europe-west1,dev,finops,reliability,43.345,7.551,0.607,148.119,75.635,1
data-quality-018-00160,2026-06-09,project-04,gke,europe-west1,dev,backend,cost,3.577,7.818,0.656,232.397,76.345,1
data-quality-018-00161,2026-06-10,project-05,gke,europe-west1,dev,data,quality,38.831,5.896,0.938,143.323,81.079,1
data-quality-018-00162,2026-06-11,project-21,cloud-run,europe-west1,dev,backend,cost,48.001,18.233,0.676,200.456,100,1
data-quality-018-00163,2026-06-12,project-09,vertex-ai,asia-south1,prod,data,security,74.488,9.753,0.521,150.84,89.06,1
data-quality-018-00164,2026-06-13,project-08,compute,europe-west1,prod,data,security,57.224,7.67,0.291,163.919,72.015,1
data-quality-018-00165,2026-06-14,project-22,cloud-sql,asia-south1,sandbox,mlops,cost,78.922,6.079,0.525,108.674,76.03,1
data-quality-018-00166,2026-06-15,project-02,cloud-run,asia-south1,sandbox,finops,cost,50.622,7.054,0.8,181.246,88.609,1
data-quality-018-00167,2026-06-16,project-10,compute,asia-south1,sandbox,security,cost,38.673,12.887,0.353,82.849,68.042,0
data-quality-018-00168,2026-06-17,project-05,cloud-run,europe-west1,dev,data,security,20.524,6.741,0.502,84.282,52.774,0
data-quality-018-00169,2026-06-18,project-19,gke,us-central1,dev,data,latency,53.438,18.391,0.62,79.617,94.926,1
data-quality-018-00170,2026-06-19,project-17,compute,us-central1,prod,data,security,65.328,8.049,0.45,168.0,81.896,1
data-quality-018-00171,2026-06-20,project-21,compute,us-east1,staging,platform,quality,14.181,10.019,0.301,108.359,54.678,0
data-quality-018-00172,2026-06-21,project-18,cloud-run,global,dev,finops,reliability,55.261,5.608,0.605,189.229,81.198,1
data-quality-018-00173,2026-06-22,project-02,compute,global,staging,security,security,58.559,7.056,0.304,78.822,59.095,0
data-quality-018-00174,2026-06-23,project-01,bigquery,europe-west1,prod,platform,latency,75.9,5.577,0.685,119.043,80.913,1
data-quality-018-00175,2026-06-24,project-03,cloud-run,europe-west1,dev,platform,reliability,56.368,12.563,0.307,39.167,65.499,1
data-quality-018-00176,2026-06-25,project-03,gke,global,staging,mlops,quality,36.886,11.36,0.772,49.78,73.696,1
data-quality-018-00177,2026-06-26,project-08,gke,europe-west1,dev,platform,latency,65.313,6.028,0.509,116.615,71.746,1
data-quality-018-00178,2026-06-27,project-11,compute,us-central1,staging,mlops,security,28.565,3.487,0.645,181.401,67.163,0
data-quality-018-00179,2026-06-28,project-05,cloud-run,europe-west1,dev,backend,cost,59.288,17.205,0.544,90.64,93.154,1
data-quality-018-00180,2026-06-29,project-02,compute,us-central1,prod,backend,latency,75.603,3.437,0.228,12.483,44.281,0
data-quality-018-00181,2026-01-01,project-15,compute,asia-south1,prod,backend,quality,83.208,12.012,0.512,118.148,92.301,1
data-quality-018-00182,2026-01-02,project-20,compute,us-east1,sandbox,finops,cost,45.654,10.327,0.445,193.998,83.942,1
data-quality-018-00183,2026-01-03,project-12,compute,global,staging,platform,security,43.966,9.65,0.425,232.87,86.74,1
data-quality-018-00184,2026-01-04,project-16,pubsub,us-central1,prod,platform,security,86.833,12.166,0.337,5.643,71.397,1
data-quality-018-00185,2026-01-05,project-03,cloud-sql,us-east1,staging,backend,security,38.688,13.899,0.613,72.241,77.962,1
data-quality-018-00186,2026-01-06,project-15,bigquery,asia-south1,dev,security,quality,46.493,14.914,0.507,133.656,88.308,1
data-quality-018-00187,2026-01-07,project-18,pubsub,asia-south1,prod,finops,security,54.151,12.8,0.296,81.54,71.071,0
data-quality-018-00188,2026-01-08,project-07,gke,europe-west1,dev,backend,security,54.652,4.846,0.252,90.822,52.5,0
data-quality-018-00189,2026-01-09,project-09,vertex-ai,global,sandbox,security,security,36.606,7.273,0.621,140.301,71.978,1
data-quality-018-00190,2026-01-10,project-17,bigquery,us-east1,prod,backend,cost,43.942,8.143,0.295,105.324,60.065,0
data-quality-018-00191,2026-01-11,project-12,pubsub,us-east1,dev,finops,latency,47.44,7.774,0.541,119.177,71.058,1
data-quality-018-00192,2026-01-12,project-21,vertex-ai,us-east1,prod,security,latency,76.887,6.938,0.9,149.965,96.469,1
data-quality-018-00193,2026-01-13,project-04,gke,europe-west1,prod,security,cost,101.538,6.832,0.446,69.404,77.211,1
data-quality-018-00194,2026-01-14,project-07,bigquery,us-central1,staging,finops,quality,59.206,11.819,0.656,192.634,99.352,1
data-quality-018-00195,2026-01-15,project-01,vertex-ai,asia-south1,sandbox,data,reliability,65.981,5.211,0.565,148.918,76.745,1
data-quality-018-00196,2026-01-16,project-07,compute,asia-south1,dev,mlops,reliability,41.612,7.953,0.449,123.798,66.89,1
data-quality-018-00197,2026-01-17,project-17,bigquery,us-central1,prod,mlops,cost,63.475,8.666,0.75,102.139,83.582,1
data-quality-018-00198,2026-01-18,project-14,cloud-run,europe-west1,sandbox,mlops,latency,78.593,4.822,0.519,123.075,74.872,1
data-quality-018-00199,2026-01-19,project-15,bigquery,global,staging,mlops,reliability,35.958,3.416,0.67,110.421,60.109,0
data-quality-018-00200,2026-01-20,project-07,gke,us-central1,staging,mlops,security,49.261,7.952,0.218,158.918,66.602,0
data-quality-018-00201,2026-01-21,project-09,cloud-sql,asia-south1,staging,backend,quality,27.268,7.644,0.465,25.32,47.347,0
data-quality-018-00202,2026-01-22,project-07,vertex-ai,us-east1,dev,backend,quality,51.768,5.727,0.639,117.612,70.999,1
data-quality-018-00203,2026-01-23,project-14,compute,us-east1,sandbox,security,quality,81.497,6.945,0.515,138.489,82.95,1
data-quality-018-00204,2026-01-24,project-04,vertex-ai,asia-south1,sandbox,security,cost,73.581,7.292,0.51,172.697,85.803,1
data-quality-018-00205,2026-01-25,project-16,bigquery,asia-south1,prod,platform,cost,74.483,6.233,0.446,180.855,82.597,1
data-quality-018-00206,2026-01-26,project-03,bigquery,europe-west1,dev,security,security,66.461,5.463,1.081,195.827,100,1
data-quality-018-00207,2026-01-27,project-10,compute,asia-south1,staging,data,security,21.917,7.156,0.777,36.814,56.932,0
data-quality-018-00208,2026-01-28,project-01,pubsub,us-central1,staging,finops,security,47.363,13.199,0.834,127.556,95.167,1
data-quality-018-00209,2026-01-29,project-10,gke,us-east1,sandbox,mlops,cost,23.491,11.331,0.993,179.986,95.664,1
data-quality-018-00210,2026-01-30,project-10,vertex-ai,asia-south1,prod,data,security,79.036,8.376,0.866,100.666,92.197,1
data-quality-018-00211,2026-01-31,project-03,cloud-sql,global,prod,platform,latency,91.393,4.291,0.657,90.641,78.213,1
data-quality-018-00212,2026-02-01,project-08,gke,asia-south1,dev,security,cost,65.517,13.218,0.718,218.049,100,1
data-quality-018-00213,2026-02-02,project-14,cloud-sql,asia-south1,prod,platform,cost,95.859,9.075,0.496,87.177,84.799,1
data-quality-018-00214,2026-02-03,project-24,bigquery,us-east1,dev,data,cost,32.092,5.409,0.448,119.832,57.009,0
data-quality-018-00215,2026-02-04,project-18,gke,europe-west1,prod,data,reliability,99.328,10.499,0.65,67.449,91.849,1
data-quality-018-00216,2026-02-05,project-03,pubsub,asia-south1,dev,platform,reliability,65.188,5.318,0.307,221.135,78.218,1
data-quality-018-00217,2026-02-06,project-10,compute,global,prod,security,latency,45.017,12.792,0.665,156.429,91.692,1
data-quality-018-00218,2026-02-07,project-19,compute,europe-west1,prod,security,quality,47.936,6.225,0.746,102.15,72.309,1
data-quality-018-00219,2026-02-08,project-10,vertex-ai,global,sandbox,platform,security,27.294,12.225,0.35,41.133,56.326,0
data-quality-018-00220,2026-02-09,project-17,gke,global,prod,platform,cost,66.299,5.905,0.161,155.699,65.324,0
data-quality-018-00221,2026-02-10,project-16,compute,global,prod,security,latency,62.531,8.027,0.839,167.239,94.37,1
data-quality-018-00222,2026-02-11,project-24,vertex-ai,us-east1,prod,security,reliability,60.608,10.99,0.493,161.437,87.654,1
data-quality-018-00223,2026-02-12,project-01,compute,us-central1,prod,data,cost,45.923,10.059,0.57,122.761,77.397,1
data-quality-018-00224,2026-02-13,project-10,compute,us-central1,staging,security,reliability,59.505,8.876,0.777,156.734,91.589,1
data-quality-018-00225,2026-02-14,project-18,gke,global,prod,security,cost,40.051,4.799,0.451,33.597,45.9,0
