record_id,event_date,project_name,service_name,gcp_region,environment,owning_team,signal_category,metric_a,metric_b,metric_c,metric_d,risk_score,incident_escalated
gke-sre-032-00050,2026-02-19,project-17,bigquery,us-central1,dev,backend,quality,26.838,9.919,0.328,128.229,62.718,0
gke-sre-032-00051,2026-02-20,project-14,bigquery,europe-west1,prod,mlops,latency,53.523,7.31,0.728,108.213,77.051,0
gke-sre-032-00052,2026-02-21,project-09,compute,europe-west1,prod,security,latency,61.951,14.586,0.738,175.212,100,1
gke-sre-032-00053,2026-02-22,project-04,bigquery,global,staging,mlops,quality,44.756,18.837,0.795,118.254,100,1
gke-sre-032-00054,2026-02-23,project-13,vertex-ai,global,dev,platform,reliability,43.172,7.491,0.867,119.984,80.432,1
gke-sre-032-00055,2026-02-24,project-20,gke,europe-west1,staging,finops,cost,70.72,6.846,0.477,161.318,80.947,1
gke-sre-032-00056,2026-02-25,project-15,cloud-run,us-central1,dev,mlops,quality,11.93,5.855,0.528,86.615,48.949,0
gke-sre-032-00057,2026-02-26,project-18,pubsub,us-central1,sandbox,security,security,33.701,7.998,0.274,0.0,40.047,0
gke-sre-032-00058,2026-02-27,project-09,compute,us-central1,sandbox,platform,latency,56.241,3.398,0.394,151.214,63.455,0
gke-sre-032-00059,2026-02-28,project-15,compute,us-central1,sandbox,backend,security,81.039,9.774,0.6,126.287,90.587,1
gke-sre-032-00060,2026-03-01,project-24,bigquery,europe-west1,dev,platform,reliability,31.183,9.521,0.51,172.35,76.114,1
gke-sre-032-00061,2026-03-02,project-12,pubsub,europe-west1,sandbox,backend,quality,88.339,12.587,0.913,168.361,100,1
gke-sre-032-00062,2026-03-03,project-06,pubsub,europe-west1,prod,platform,latency,56.72,7.199,0.337,138.427,68.632,0
gke-sre-032-00063,2026-03-04,project-11,compute,global,dev,data,quality,56.698,14.736,0.354,78.472,78.062,1
gke-sre-032-00064,2026-03-05,project-09,pubsub,us-central1,prod,finops,reliability,61.968,14.421,0.585,224.154,100,1
gke-sre-032-00065,2026-03-06,project-22,cloud-sql,us-east1,staging,finops,cost,24.673,3.884,0.566,39.224,43.228,0
gke-sre-032-00066,2026-03-07,project-24,cloud-run,europe-west1,dev,platform,security,33.251,9.183,0.621,69.6,64.95,1
gke-sre-032-00067,2026-03-08,project-20,cloud-run,asia-south1,prod,backend,cost,49.122,11.359,0.435,245.214,94.682,1
gke-sre-032-00068,2026-03-09,project-21,compute,asia-south1,dev,mlops,cost,59.795,9.032,0.274,78.655,63.063,0
gke-sre-032-00069,2026-03-10,project-12,cloud-sql,europe-west1,staging,data,reliability,8.331,9.577,0.565,218.351,76.88,1
gke-sre-032-00070,2026-03-11,project-12,gke,asia-south1,prod,platform,reliability,67.126,29.873,0.637,102.086,100,1
gke-sre-032-00071,2026-03-12,project-16,bigquery,asia-south1,sandbox,security,latency,47.946,14.533,0.477,111.428,83.636,1
gke-sre-032-00072,2026-03-13,project-23,bigquery,europe-west1,prod,finops,cost,30.425,4.413,0.762,176.268,73.322,1
gke-sre-032-00073,2026-03-14,project-24,cloud-run,asia-south1,prod,mlops,quality,84.222,6.252,0.363,120.354,74.322,1
gke-sre-032-00074,2026-03-15,project-05,cloud-sql,us-central1,dev,security,latency,77.64,11.535,0.588,143.313,95.569,1
gke-sre-032-00075,2026-03-16,project-07,gke,asia-south1,prod,backend,cost,60.274,4.574,0.796,0.0,59.629,0
gke-sre-032-00076,2026-03-17,project-23,pubsub,us-east1,dev,finops,reliability,24.04,9.657,0.257,92.653,53.454,0
gke-sre-032-00077,2026-03-18,project-18,cloud-run,us-east1,dev,data,latency,54.349,9.198,0.663,83.639,75.887,1
gke-sre-032-00078,2026-03-19,project-13,compute,us-central1,staging,backend,quality,90.533,7.752,0.602,48.575,77.928,1
gke-sre-032-00079,2026-03-20,project-01,pubsub,europe-west1,sandbox,backend,reliability,68.673,21.684,0.28,78.888,95.936,1
gke-sre-032-00080,2026-03-21,project-08,cloud-run,us-east1,sandbox,security,quality,41.794,13.713,0.0,114.031,63.254,0
gke-sre-032-00081,2026-03-22,project-11,cloud-run,global,dev,security,security,39.907,5.389,0.44,96.63,56.034,1
gke-sre-032-00082,2026-03-23,project-07,bigquery,us-east1,dev,backend,cost,47.217,6.588,0.307,148.297,64.27,0
gke-sre-032-00083,2026-03-24,project-06,cloud-run,asia-south1,staging,platform,security,56.345,7.25,0.456,137.0,72.577,1
gke-sre-032-00084,2026-03-25,project-17,bigquery,europe-west1,sandbox,data,security,28.666,7.427,0.419,163.231,65.832,0
gke-sre-032-00085,2026-03-26,project-23,cloud-run,europe-west1,staging,finops,cost,16.644,17.099,0.484,49.508,69.883,0
gke-sre-032-00086,2026-03-27,project-05,compute,us-east1,staging,data,security,25.907,4.971,0.837,145.336,71.156,1
gke-sre-032-00087,2026-03-28,project-18,compute,us-central1,dev,backend,quality,51.104,5.823,0.219,89.031,52.122,0
gke-sre-032-00088,2026-03-29,project-02,cloud-run,us-east1,prod,backend,reliability,67.869,6.732,0.025,13.929,42.368,0
gke-sre-032-00089,2026-03-30,project-15,gke,us-east1,dev,mlops,security,52.954,11.371,0.67,209.703,99.098,1
gke-sre-032-00090,2026-03-31,project-17,cloud-sql,asia-south1,prod,platform,reliability,82.802,20.077,0.701,43.014,100,1
gke-sre-032-00091,2026-04-01,project-13,vertex-ai,global,staging,platform,latency,41.912,3.815,0.555,0.0,42.996,0
gke-sre-032-00092,2026-04-02,project-14,pubsub,us-east1,sandbox,finops,latency,63.047,4.39,0.686,183.953,83.146,1
gke-sre-032-00093,2026-04-03,project-22,vertex-ai,global,dev,platform,latency,34.633,13.055,0.296,153.899,75.387,1
gke-sre-032-00094,2026-04-04,project-20,compute,europe-west1,prod,platform,reliability,69.617,8.191,0.734,94.324,82.924,1
gke-sre-032-00095,2026-04-05,project-21,cloud-sql,europe-west1,prod,mlops,cost,61.481,13.917,0.406,231.682,100,1
gke-sre-032-00096,2026-04-06,project-21,pubsub,europe-west1,staging,mlops,quality,31.277,15.598,0.666,80.919,82.453,1
gke-sre-032-00097,2026-04-07,project-01,pubsub,asia-south1,prod,backend,quality,60.866,2.984,0.097,170.973,56.594,0
gke-sre-032-00098,2026-04-08,project-14,vertex-ai,global,sandbox,mlops,quality,54.519,6.455,0.595,149.151,76.72,1
gke-sre-032-00099,2026-04-09,project-03,vertex-ai,europe-west1,prod,mlops,security,79.522,16.883,0.799,82.974,100,1
gke-sre-032-00100,2026-04-10,project-05,cloud-sql,us-central1,sandbox,backend,latency,48.879,3.374,0.456,88.43,53.836,0
gke-sre-032-00101,2026-04-11,project-03,pubsub,asia-south1,prod,backend,latency,73.188,13.048,0.895,174.93,100,1
gke-sre-032-00102,2026-04-12,project-13,pubsub,global,staging,platform,reliability,37.741,13.94,0.684,143.375,90.585,1
gke-sre-032-00103,2026-04-13,project-06,vertex-ai,global,dev,backend,security,38.888,14.814,0.508,129.882,84.898,1
gke-sre-032-00104,2026-04-14,project-12,bigquery,us-east1,sandbox,backend,reliability,32.76,15.171,0.455,152.76,85.067,1
gke-sre-032-00105,2026-04-15,project-21,cloud-run,europe-west1,dev,backend,reliability,72.678,3.498,0.701,138.133,78.279,1
gke-sre-032-00106,2026-04-16,project-23,cloud-sql,global,prod,platform,latency,83.846,6.028,0.841,177.487,98.73,1
gke-sre-032-00107,2026-04-17,project-20,compute,us-east1,prod,mlops,reliability,72.61,14.478,0.191,173.806,91.227,1
gke-sre-032-00108,2026-04-18,project-21,gke,us-central1,dev,backend,cost,37.882,14.641,0.687,156.934,94.352,1
gke-sre-032-00109,2026-04-19,project-17,pubsub,asia-south1,prod,finops,cost,15.731,6.81,0.361,114.129,50.675,0
gke-sre-032-00110,2026-04-20,project-17,cloud-sql,europe-west1,prod,backend,security,52.615,5.83,0.384,56.307,53.67,0
gke-sre-032-00111,2026-04-21,project-18,cloud-run,asia-south1,sandbox,finops,security,39.285,15.043,0.55,158.184,91.169,1
gke-sre-032-00112,2026-04-22,project-24,cloud-run,asia-south1,sandbox,data,cost,22.574,10.041,0.348,57.08,51.834,0
gke-sre-032-00113,2026-04-23,project-20,vertex-ai,us-central1,prod,data,security,78.883,17.245,0.663,32.32,95.766,1
gke-sre-032-00114,2026-04-24,project-03,compute,asia-south1,staging,data,latency,0.0,17.816,0.359,194.979,82.57,1
gke-sre-032-00115,2026-04-25,project-18,compute,us-east1,prod,mlops,cost,85.313,8.558,0.712,95.358,88.655,1
gke-sre-032-00116,2026-04-26,project-13,cloud-sql,global,sandbox,data,quality,13.72,10.762,0.282,128.286,58.492,0
gke-sre-032-00117,2026-04-27,project-02,vertex-ai,us-central1,prod,security,reliability,62.305,7.471,0.69,82.501,75.42,1
gke-sre-032-00118,2026-04-28,project-07,pubsub,europe-west1,staging,data,quality,65.976,27.343,0.592,67.573,100,1
gke-sre-032-00119,2026-04-29,project-16,compute,global,prod,backend,latency,97.961,14.722,0.319,178.461,100,1
gke-sre-032-00120,2026-04-30,project-01,vertex-ai,asia-south1,staging,security,latency,47.516,5.936,0.435,205.072,75.613,1
gke-sre-032-00121,2026-05-01,project-21,compute,europe-west1,staging,platform,reliability,63.223,8.11,0.284,99.342,65.479,0
gke-sre-032-00122,2026-05-02,project-18,cloud-run,europe-west1,prod,backend,reliability,58.583,7.292,0.272,193.639,75.278,0
gke-sre-032-00123,2026-05-03,project-08,pubsub,asia-south1,prod,backend,security,37.023,11.061,0.461,89.47,67.95,1
gke-sre-032-00124,2026-05-04,project-13,bigquery,europe-west1,staging,security,reliability,72.548,9.791,0.496,84.152,77.87,0
gke-sre-032-00125,2026-05-05,project-03,gke,us-central1,sandbox,platform,quality,52.31,4.713,0.529,146.863,69.238,1
gke-sre-032-00126,2026-05-06,project-18,vertex-ai,europe-west1,staging,data,quality,67.86,5.502,0.916,140.203,89.095,1
gke-sre-032-00127,2026-05-07,project-09,vertex-ai,asia-south1,sandbox,mlops,reliability,91.406,3.141,0.471,135.639,75.587,1
gke-sre-032-00128,2026-05-08,project-21,gke,global,prod,backend,reliability,86.757,12.842,0.738,179.359,100,1
gke-sre-032-00129,2026-05-09,project-14,bigquery,asia-south1,prod,mlops,security,41.358,11.874,0.658,78.71,76.69,1
gke-sre-032-00130,2026-05-10,project-10,cloud-sql,us-east1,prod,backend,quality,70.679,10.121,0.602,76.246,80.543,1
gke-sre-032-00131,2026-05-11,project-24,vertex-ai,us-east1,prod,data,quality,42.629,6.676,1.039,54.293,74.78,1
gke-sre-032-00132,2026-05-12,project-17,cloud-sql,europe-west1,prod,mlops,security,45.656,12.622,0.828,102.75,89.395,1
gke-sre-032-00133,2026-05-13,project-20,gke,us-east1,prod,mlops,cost,61.973,7.172,0.438,140.984,74.315,1
gke-sre-032-00134,2026-05-14,project-01,cloud-run,global,sandbox,mlops,quality,48.979,6.561,0.766,124.189,77.373,1
gke-sre-032-00135,2026-05-15,project-14,bigquery,global,dev,finops,security,42.45,10.811,0.259,181.468,75.612,1
gke-sre-032-00136,2026-05-16,project-18,pubsub,europe-west1,dev,finops,cost,62.53,10.643,0.585,64.872,76.655,1
gke-sre-032-00137,2026-05-17,project-20,bigquery,global,prod,mlops,security,57.253,20.176,0.687,51.618,98.689,1
gke-sre-032-00138,2026-05-18,project-18,pubsub,global,prod,finops,quality,103.64,10.32,0.561,188.958,100,1
gke-sre-032-00139,2026-05-19,project-03,pubsub,global,prod,platform,reliability,40.457,8.73,0.208,206.977,71.994,1
gke-sre-032-00140,2026-05-20,project-13,cloud-sql,us-east1,dev,data,latency,55.516,12.603,0.859,215.572,100,1
gke-sre-032-00141,2026-05-21,project-06,vertex-ai,us-central1,staging,backend,cost,59.778,8.705,0.616,171.475,87.801,1
gke-sre-032-00142,2026-05-22,project-17,gke,europe-west1,staging,mlops,latency,69.398,7.703,0.781,97.233,83.778,1
gke-sre-032-00143,2026-05-23,project-03,cloud-run,us-central1,dev,security,cost,47.262,13.82,0.733,78.571,85.902,1
gke-sre-032-00144,2026-05-24,project-05,bigquery,europe-west1,dev,security,latency,28.977,7.815,0.758,89.89,68.016,0
gke-sre-032-00145,2026-05-25,project-04,cloud-run,asia-south1,staging,security,quality,31.474,18.695,0.381,91.356,81.295,1
gke-sre-032-00146,2026-05-26,project-20,cloud-run,asia-south1,prod,data,security,61.561,2.745,0.808,64.539,65.643,0
gke-sre-032-00147,2026-05-27,project-19,vertex-ai,global,prod,finops,latency,56.689,8.401,0.782,0.0,66.813,0
gke-sre-032-00148,2026-05-28,project-21,gke,us-east1,staging,mlops,reliability,71.468,14.179,0.231,138.84,86.431,1
gke-sre-032-00149,2026-05-29,project-05,compute,us-east1,prod,platform,reliability,87.646,14.688,0.484,96.691,95.989,1
gke-sre-032-00150,2026-05-30,project-24,cloud-run,global,dev,backend,quality,38.243,12.212,0.808,128.564,88.909,1
gke-sre-032-00151,2026-05-31,project-07,pubsub,us-central1,prod,backend,reliability,51.835,5.522,0.468,196.748,76.099,1
gke-sre-032-00152,2026-06-01,project-21,cloud-run,europe-west1,staging,data,reliability,54.962,10.291,0.582,86.894,76.291,1
gke-sre-032-00153,2026-06-02,project-08,vertex-ai,global,dev,backend,quality,33.942,9.03,0.66,74.879,66.97,0
gke-sre-032-00154,2026-06-03,project-10,cloud-run,global,prod,security,cost,82.572,7.477,0.376,143.413,80.421,1
gke-sre-032-00155,2026-06-04,project-02,pubsub,us-east1,prod,platform,security,66.331,6.643,0.355,93.521,64.78,1
gke-sre-032-00156,2026-06-05,project-05,pubsub,asia-south1,dev,mlops,reliability,56.795,24.613,0.551,137.981,100,1
gke-sre-032-00157,2026-06-06,project-08,vertex-ai,asia-south1,prod,platform,latency,83.249,11.606,0.435,102.206,86.348,1
gke-sre-032-00158,2026-06-07,project-20,gke,asia-south1,prod,data,latency,110.224,15.51,0.504,80.247,100,1
gke-sre-032-00159,2026-06-08,project-22,cloud-run,global,prod,backend,latency,69.468,5.6,0.803,161.88,89.093,1
gke-sre-032-00160,2026-06-09,project-02,compute,us-east1,prod,data,security,41.173,6.743,0.503,220.062,79.842,1
gke-sre-032-00161,2026-06-10,project-02,pubsub,global,prod,platform,cost,37.788,8.751,0.701,85.709,70.679,1
gke-sre-032-00162,2026-06-11,project-08,gke,europe-west1,prod,data,cost,60.5,11.022,0.285,0.0,56.868,0
gke-sre-032-00163,2026-06-12,project-13,compute,europe-west1,dev,platform,latency,47.962,8.755,0.905,124.78,87.087,1
gke-sre-032-00164,2026-06-13,project-10,pubsub,europe-west1,prod,backend,latency,85.641,6.59,0.394,199.652,88.257,1
gke-sre-032-00165,2026-06-14,project-22,gke,us-central1,prod,security,security,86.397,14.545,0.469,100.661,95.272,1
gke-sre-032-00166,2026-06-15,project-07,cloud-run,global,prod,finops,quality,74.773,12.012,0.506,170.889,96.83,1
gke-sre-032-00167,2026-06-16,project-07,compute,asia-south1,sandbox,data,security,33.381,7.005,0.287,126.211,56.479,0
gke-sre-032-00168,2026-06-17,project-17,cloud-run,global,prod,mlops,quality,53.422,6.33,0.731,137.248,79.068,1
gke-sre-032-00169,2026-06-18,project-23,cloud-sql,asia-south1,prod,data,cost,58.708,6.288,0.395,61.118,57.958,0
gke-sre-032-00170,2026-06-19,project-11,cloud-run,europe-west1,dev,finops,quality,59.298,2.387,0.777,107.16,69.146,1
gke-sre-032-00171,2026-06-20,project-04,vertex-ai,global,prod,security,latency,81.296,9.017,0.451,94.195,79.015,1
gke-sre-032-00172,2026-06-21,project-09,gke,asia-south1,prod,mlops,reliability,51.414,11.734,0.937,149.984,100,1
gke-sre-032-00173,2026-06-22,project-04,cloud-sql,asia-south1,prod,mlops,security,96.368,9.766,0.575,96.116,90.658,1
gke-sre-032-00174,2026-06-23,project-11,gke,global,prod,backend,security,72.811,9.367,0.587,169.011,92.533,1
gke-sre-032-00175,2026-06-24,project-02,cloud-sql,us-central1,staging,backend,security,53.705,3.608,0.533,232.286,79.745,1
gke-sre-032-00176,2026-06-25,project-04,gke,asia-south1,staging,mlops,latency,33.683,7.686,0.154,174.633,60.58,1
gke-sre-032-00177,2026-06-26,project-12,compute,us-east1,dev,security,security,51.031,13.524,0.581,207.501,100,1
gke-sre-032-00178,2026-06-27,project-14,vertex-ai,global,prod,platform,latency,72.328,14.383,0.536,98.697,92.028,1
gke-sre-032-00179,2026-06-28,project-04,bigquery,europe-west1,dev,mlops,reliability,57.242,8.096,0.571,177.976,84.865,1
gke-sre-032-00180,2026-06-29,project-04,cloud-run,europe-west1,sandbox,data,cost,36.185,4.515,0.609,165.654,68.673,1
gke-sre-032-00181,2026-01-01,project-02,cloud-run,global,prod,backend,cost,57.418,6.969,0.664,137.309,79.622,1
gke-sre-032-00182,2026-01-02,project-21,compute,asia-south1,prod,finops,security,84.811,7.603,0.595,68.685,78.266,1
gke-sre-032-00183,2026-01-03,project-20,vertex-ai,europe-west1,dev,data,quality,38.91,11.281,0.594,198.303,89.65,1
gke-sre-032-00184,2026-01-04,project-10,bigquery,asia-south1,staging,security,latency,43.311,9.441,0.398,147.548,72.635,1
gke-sre-032-00185,2026-01-05,project-06,bigquery,europe-west1,dev,finops,quality,59.701,24.308,0.764,69.252,100,1
gke-sre-032-00186,2026-01-06,project-07,cloud-run,global,dev,security,security,41.958,5.984,0.223,92.98,50.013,0
gke-sre-032-00187,2026-01-07,project-02,bigquery,asia-south1,prod,backend,latency,57.365,6.027,0.294,165.255,68.53,1
gke-sre-032-00188,2026-01-08,project-03,compute,us-central1,prod,platform,security,96.592,11.809,0.393,0.0,75.117,1
gke-sre-032-00189,2026-01-09,project-24,vertex-ai,us-central1,prod,finops,reliability,77.661,13.383,0.423,95.475,87.137,1
gke-sre-032-00190,2026-01-10,project-11,cloud-sql,europe-west1,prod,backend,quality,65.72,5.134,0.763,137.21,81.696,1
gke-sre-032-00191,2026-01-11,project-11,compute,us-east1,prod,data,latency,65.983,6.679,0.186,161.345,68.718,1
gke-sre-032-00192,2026-01-12,project-03,compute,asia-south1,prod,mlops,reliability,63.552,4.434,0.186,91.924,52.505,0
gke-sre-032-00193,2026-01-13,project-15,gke,global,sandbox,finops,latency,76.693,15.237,0.889,120.094,100,1
gke-sre-032-00194,2026-01-14,project-13,pubsub,us-east1,dev,finops,quality,29.325,10.933,0.612,171.733,82.238,1
gke-sre-032-00195,2026-01-15,project-19,gke,europe-west1,staging,backend,quality,17.793,8.012,0.325,83.408,48.461,0
gke-sre-032-00196,2026-01-16,project-23,cloud-run,global,dev,data,latency,71.864,4.978,0.336,124.281,66.652,1
gke-sre-032-00197,2026-01-17,project-23,cloud-sql,global,staging,mlops,security,28.883,12.618,0.464,152.495,78.03,1
gke-sre-032-00198,2026-01-18,project-16,cloud-sql,us-central1,sandbox,finops,security,36.844,3.7,0.657,88.19,57.385,0
gke-sre-032-00199,2026-01-19,project-19,gke,europe-west1,staging,data,cost,28.081,6.844,0.424,141.201,61.229,0
gke-sre-032-00200,2026-01-20,project-13,pubsub,us-east1,dev,platform,latency,31.919,10.437,0.401,187.218,76.862,1
gke-sre-032-00201,2026-01-21,project-24,compute,us-east1,sandbox,backend,latency,17.588,5.59,0.358,116.044,48.652,0
gke-sre-032-00202,2026-01-22,project-08,cloud-run,europe-west1,staging,security,security,18.685,6.502,0.694,187.902,73.403,1
gke-sre-032-00203,2026-01-23,project-05,bigquery,us-central1,prod,data,quality,93.524,9.361,0.919,124.465,100,1
gke-sre-032-00204,2026-01-24,project-13,pubsub,us-east1,sandbox,backend,cost,34.24,8.447,0.618,121.546,71.049,1
gke-sre-032-00205,2026-01-25,project-08,compute,global,staging,data,security,39.841,10.442,0.571,32.083,62.973,1
gke-sre-032-00206,2026-01-26,project-06,bigquery,global,staging,finops,security,25.439,6.427,0.232,131.446,51.189,0
gke-sre-032-00207,2026-01-27,project-21,pubsub,global,prod,mlops,security,88.384,6.686,0.724,148.477,93.528,1
gke-sre-032-00208,2026-01-28,project-17,cloud-run,global,prod,data,quality,84.208,10.203,0.603,135.899,94.203,1
gke-sre-032-00209,2026-01-29,project-11,cloud-run,europe-west1,prod,platform,latency,71.528,10.105,0.609,141.872,90.618,1
gke-sre-032-00210,2026-01-30,project-24,compute,europe-west1,prod,finops,reliability,70.481,8.286,0.557,62.496,72.611,0
gke-sre-032-00211,2026-01-31,project-21,gke,us-east1,sandbox,data,security,40.806,6.921,0.711,128.7,74.085,1
gke-sre-032-00212,2026-02-01,project-24,pubsub,us-east1,prod,platform,cost,47.21,5.655,0.476,144.951,67.517,1
gke-sre-032-00213,2026-02-02,project-07,vertex-ai,us-east1,staging,data,security,83.852,4.993,0.565,97.711,75.023,0
gke-sre-032-00214,2026-02-03,project-17,gke,global,staging,finops,security,33.259,11.338,0.597,132.376,78.296,1
gke-sre-032-00215,2026-02-04,project-24,bigquery,global,staging,data,security,56.273,13.746,0.469,172.003,93.268,1
gke-sre-032-00216,2026-02-05,project-16,cloud-run,asia-south1,prod,data,cost,46.437,12.646,0.554,79.937,76.808,1
gke-sre-032-00217,2026-02-06,project-14,vertex-ai,us-east1,staging,backend,reliability,60.472,3.914,0.557,156.837,72.665,1
gke-sre-032-00218,2026-02-07,project-16,gke,europe-west1,dev,security,reliability,82.137,16.676,0.446,0.0,83.269,1
gke-sre-032-00219,2026-02-08,project-15,pubsub,us-east1,prod,security,security,63.063,7.871,0.514,53.164,66.181,0
gke-sre-032-00220,2026-02-09,project-06,gke,global,dev,data,cost,29.122,6.897,0.159,91.907,45.254,0
gke-sre-032-00221,2026-02-10,project-12,cloud-run,europe-west1,prod,security,reliability,63.632,11.905,0.351,110.82,78.496,1
