record_id,event_date,project_name,service_name,gcp_region,environment,owning_team,signal_category,metric_a,metric_b,metric_c,metric_d,risk_score,critical_alert
aiops-alerts-084-00103,2026-04-13,project-19,vertex-ai,us-east1,prod,mlops,cost,56.956,7.555,0.304,139.55,68.554,1
aiops-alerts-084-00104,2026-04-14,project-10,pubsub,global,prod,mlops,quality,49.603,14.846,0.575,146.741,93.526,1
aiops-alerts-084-00105,2026-04-15,project-07,vertex-ai,global,staging,data,quality,63.761,10.181,0.656,58.052,77.498,1
aiops-alerts-084-00106,2026-04-16,project-11,pubsub,us-central1,prod,platform,security,91.461,5.049,0.694,103.931,83.239,1
aiops-alerts-084-00107,2026-04-17,project-18,gke,global,sandbox,platform,reliability,55.704,21.184,0.258,87.929,90.779,1
aiops-alerts-084-00108,2026-04-18,project-11,compute,global,staging,platform,latency,38.065,6.731,0.657,82.894,64.112,1
aiops-alerts-084-00109,2026-04-19,project-04,pubsub,asia-south1,staging,security,reliability,66.164,4.956,0.402,166.374,73.054,1
aiops-alerts-084-00110,2026-04-20,project-20,cloud-sql,global,dev,mlops,quality,50.362,5.302,0.343,151.374,64.078,1
aiops-alerts-084-00111,2026-04-21,project-12,pubsub,asia-south1,prod,data,security,65.909,6.567,0.512,174.986,81.83,1
aiops-alerts-084-00112,2026-04-22,project-11,pubsub,global,sandbox,platform,security,60.832,14.64,0.734,167.844,100,1
aiops-alerts-084-00113,2026-04-23,project-09,vertex-ai,europe-west1,dev,security,cost,42.605,13.625,0.668,191.654,98.033,1
aiops-alerts-084-00114,2026-04-24,project-14,bigquery,global,prod,platform,security,84.211,14.383,0.544,151.24,100,1
aiops-alerts-084-00115,2026-04-25,project-22,cloud-run,europe-west1,prod,security,latency,75.603,7.204,0.758,32.603,74.555,1
aiops-alerts-084-00116,2026-04-26,project-09,vertex-ai,europe-west1,dev,platform,latency,41.577,8.885,0.661,199.118,87.457,1
aiops-alerts-084-00117,2026-04-27,project-24,bigquery,us-central1,dev,mlops,quality,44.043,6.849,0.334,81.101,54.913,0
aiops-alerts-084-00118,2026-04-28,project-15,pubsub,europe-west1,sandbox,data,latency,67.091,4.7,0.792,186.93,89.429,1
aiops-alerts-084-00119,2026-04-29,project-18,bigquery,global,prod,security,security,64.781,9.903,0.51,107.164,79.258,1
aiops-alerts-084-00120,2026-04-30,project-12,vertex-ai,us-east1,sandbox,platform,reliability,39.342,4.126,0.547,202.086,72.013,0
aiops-alerts-084-00121,2026-05-01,project-11,gke,us-central1,dev,data,security,63.751,9.247,0.731,211.661,100,1
aiops-alerts-084-00122,2026-05-02,project-05,bigquery,us-central1,prod,finops,latency,83.594,6.713,0.865,141.866,95.885,1
aiops-alerts-084-00123,2026-05-03,project-21,gke,us-central1,sandbox,backend,reliability,39.302,7.216,0.677,193.904,82.566,1
aiops-alerts-084-00124,2026-05-04,project-05,cloud-run,us-east1,prod,platform,latency,52.877,15.975,0.383,196.247,97.806,1
aiops-alerts-084-00125,2026-05-05,project-05,pubsub,global,prod,mlops,latency,46.917,7.89,0.941,52.189,75.377,1
aiops-alerts-084-00126,2026-05-06,project-15,vertex-ai,global,sandbox,mlops,cost,14.416,13.976,0.429,157.034,75.572,0
aiops-alerts-084-00127,2026-05-07,project-07,compute,global,staging,finops,latency,56.252,9.619,0.374,101.756,70.062,0
aiops-alerts-084-00128,2026-05-08,project-12,compute,us-east1,dev,mlops,reliability,23.179,8.324,0.636,222.673,82.268,1
aiops-alerts-084-00129,2026-05-09,project-24,compute,europe-west1,prod,mlops,cost,41.745,9.878,0.822,174.162,91.828,1
aiops-alerts-084-00130,2026-05-10,project-02,cloud-run,global,sandbox,platform,reliability,25.458,8.129,0.527,80.631,58.082,0
aiops-alerts-084-00131,2026-05-11,project-08,gke,europe-west1,dev,mlops,cost,63.89,12.593,0.484,159.554,91.953,1
aiops-alerts-084-00132,2026-05-12,project-17,pubsub,asia-south1,dev,mlops,cost,27.215,11.236,0.359,190.458,76.083,1
aiops-alerts-084-00133,2026-05-13,project-02,vertex-ai,europe-west1,prod,finops,quality,30.45,6.797,0.334,117.021,55.273,0
aiops-alerts-084-00134,2026-05-14,project-18,cloud-run,us-east1,prod,finops,cost,81.878,7.672,0.55,187.209,93.11,1
aiops-alerts-084-00135,2026-05-15,project-24,gke,europe-west1,prod,finops,latency,56.794,10.157,0.314,149.889,76.426,1
aiops-alerts-084-00136,2026-05-16,project-23,compute,us-east1,sandbox,mlops,latency,71.322,3.27,0.534,148.853,72.99,1
aiops-alerts-084-00137,2026-05-17,project-01,pubsub,global,sandbox,mlops,security,30.644,15.883,0.294,99.416,72.574,1
aiops-alerts-084-00138,2026-05-18,project-12,bigquery,asia-south1,staging,mlops,security,42.926,5.546,0.65,205.69,80.711,1
aiops-alerts-084-00139,2026-05-19,project-18,compute,us-east1,staging,platform,quality,70.535,7.466,0.289,141.999,72.931,0
aiops-alerts-084-00140,2026-05-20,project-20,vertex-ai,us-central1,sandbox,mlops,latency,49.059,22.905,0.379,174.178,100,1
aiops-alerts-084-00141,2026-05-21,project-11,bigquery,asia-south1,staging,mlops,security,21.392,4.913,0.454,177.078,60.665,0
aiops-alerts-084-00142,2026-05-22,project-14,bigquery,us-central1,dev,data,quality,73.948,10.648,0.488,117.19,84.897,1
aiops-alerts-084-00143,2026-05-23,project-01,gke,us-central1,prod,finops,latency,52.149,11.256,0.523,102.105,77.711,1
aiops-alerts-084-00144,2026-05-24,project-11,pubsub,us-central1,prod,data,quality,73.996,4.753,0.781,42.134,70.468,1
aiops-alerts-084-00145,2026-05-25,project-11,gke,global,sandbox,finops,quality,10.115,17.563,0.526,151.73,85.058,1
aiops-alerts-084-00146,2026-05-26,project-12,compute,asia-south1,prod,data,latency,76.019,10.094,0.507,40.276,73.778,1
aiops-alerts-084-00147,2026-05-27,project-24,vertex-ai,global,prod,finops,cost,28.702,6.797,0.64,151.342,70.376,1
aiops-alerts-084-00148,2026-05-28,project-21,compute,global,dev,security,security,35.45,11.342,1.008,184.327,100,1
aiops-alerts-084-00149,2026-05-29,project-11,pubsub,us-central1,prod,mlops,quality,35.241,7.541,0.607,95.513,65.104,0
aiops-alerts-084-00150,2026-05-30,project-13,pubsub,us-central1,staging,finops,security,68.484,10.336,0.495,186.152,92.559,1
aiops-alerts-084-00151,2026-05-31,project-18,bigquery,us-central1,prod,finops,cost,76.193,7.573,0.67,83.101,79.907,1
aiops-alerts-084-00152,2026-06-01,project-19,cloud-sql,europe-west1,staging,platform,latency,61.464,7.879,0.606,69.646,71.263,1
aiops-alerts-084-00153,2026-06-02,project-23,cloud-sql,global,staging,finops,latency,53.281,12.81,0.493,71.621,76.238,1
aiops-alerts-084-00154,2026-06-03,project-13,vertex-ai,europe-west1,prod,backend,latency,89.252,10.188,0.577,132.502,94.528,1
aiops-alerts-084-00155,2026-06-04,project-19,gke,us-central1,prod,security,security,63.098,16.291,0.606,137.583,100,1
aiops-alerts-084-00156,2026-06-05,project-05,cloud-sql,us-east1,dev,security,reliability,18.16,10.725,0.391,131.355,64.222,0
aiops-alerts-084-00157,2026-06-06,project-12,bigquery,us-east1,staging,backend,latency,80.398,7.603,0.719,108.572,86.878,1
aiops-alerts-084-00158,2026-06-07,project-15,vertex-ai,us-east1,prod,mlops,quality,29.075,9.851,0.46,151.418,71.344,1
aiops-alerts-084-00159,2026-06-08,project-13,cloud-sql,us-central1,prod,platform,quality,93.346,5.171,0.46,23.56,64.273,1
aiops-alerts-084-00160,2026-06-09,project-21,pubsub,us-central1,prod,data,reliability,66.699,5.062,0.679,179.501,85.098,1
aiops-alerts-084-00161,2026-06-10,project-11,compute,global,staging,data,cost,51.185,14.126,0.565,163.725,94.527,1
aiops-alerts-084-00162,2026-06-11,project-12,compute,us-central1,prod,backend,security,37.902,10.261,0.761,137.013,83.824,1
aiops-alerts-084-00163,2026-06-12,project-23,bigquery,asia-south1,dev,platform,reliability,66.12,4.896,0.657,85.166,69.981,0
aiops-alerts-084-00164,2026-06-13,project-18,bigquery,us-east1,staging,platform,latency,61.656,13.607,0.595,81.546,86.046,1
aiops-alerts-084-00165,2026-06-14,project-20,vertex-ai,us-central1,prod,mlops,latency,61.437,8.688,0.604,69.062,72.986,1
aiops-alerts-084-00166,2026-06-15,project-10,gke,asia-south1,staging,mlops,quality,34.965,3.749,0.635,66.536,52.914,0
aiops-alerts-084-00167,2026-06-16,project-20,vertex-ai,us-central1,prod,mlops,quality,95.165,8.455,0.493,198.479,99.236,1
aiops-alerts-084-00168,2026-06-17,project-04,cloud-sql,europe-west1,staging,backend,security,45.155,14.831,0.446,174.543,91.474,1
aiops-alerts-084-00169,2026-06-18,project-08,cloud-sql,global,prod,data,reliability,34.005,21.165,0.874,118.822,100,1
aiops-alerts-084-00170,2026-06-19,project-18,compute,global,dev,data,quality,42.865,12.331,0.73,179.305,95.474,1
aiops-alerts-084-00171,2026-06-20,project-19,vertex-ai,us-central1,staging,mlops,reliability,47.319,32.034,0.469,0.0,100,1
aiops-alerts-084-00172,2026-06-21,project-02,gke,us-central1,prod,backend,security,62.902,8.314,0.711,151.499,88.394,1
aiops-alerts-084-00173,2026-06-22,project-03,cloud-sql,asia-south1,prod,security,quality,90.191,13.751,0.298,87.399,86.828,1
aiops-alerts-084-00174,2026-06-23,project-13,gke,europe-west1,sandbox,platform,cost,42.361,8.652,0.446,35.288,55.771,0
aiops-alerts-084-00175,2026-06-24,project-24,gke,us-central1,staging,finops,latency,66.227,12.199,0.754,167.246,100,1
aiops-alerts-084-00176,2026-06-25,project-24,bigquery,asia-south1,dev,security,latency,22.31,20.58,0.543,167.055,99.196,1
aiops-alerts-084-00177,2026-06-26,project-14,cloud-run,us-central1,sandbox,backend,quality,85.294,8.209,0.692,137.311,93.252,1
aiops-alerts-084-00178,2026-06-27,project-01,vertex-ai,asia-south1,sandbox,security,quality,39.53,7.936,0.389,68.177,55.91,0
aiops-alerts-084-00179,2026-06-28,project-17,cloud-sql,global,staging,security,latency,9.635,5.189,0.44,135.136,50.587,0
aiops-alerts-084-00180,2026-06-29,project-19,gke,asia-south1,sandbox,finops,reliability,73.565,12.938,0.384,179.75,95.59,1
aiops-alerts-084-00181,2026-01-01,project-20,cloud-run,asia-south1,sandbox,data,quality,66.427,10.222,0.374,217.604,91.925,1
aiops-alerts-084-00182,2026-01-02,project-15,compute,asia-south1,dev,platform,cost,49.897,3.285,0.763,228.712,85.188,1
aiops-alerts-084-00183,2026-01-03,project-01,vertex-ai,europe-west1,staging,backend,latency,23.717,6.954,0.312,36.774,40.81,0
aiops-alerts-084-00184,2026-01-04,project-17,bigquery,asia-south1,prod,security,cost,58.668,7.675,0.542,188.145,84.85,1
aiops-alerts-084-00185,2026-01-05,project-03,vertex-ai,asia-south1,prod,mlops,security,34.139,12.609,0.433,291.882,99.091,1
aiops-alerts-084-00186,2026-01-06,project-01,gke,europe-west1,staging,backend,cost,59.419,8.731,0.582,147.366,83.03,1
aiops-alerts-084-00187,2026-01-07,project-24,vertex-ai,europe-west1,prod,security,reliability,84.623,4.806,0.436,20.013,59.011,1
aiops-alerts-084-00188,2026-01-08,project-04,pubsub,global,prod,backend,quality,58.555,6.703,0.49,157.652,76.275,1
aiops-alerts-084-00189,2026-01-09,project-04,cloud-run,europe-west1,prod,platform,quality,42.267,5.395,0.407,195.143,70.085,0
aiops-alerts-084-00190,2026-01-10,project-09,pubsub,global,staging,data,cost,41.847,9.565,0.139,202.917,71.422,1
aiops-alerts-084-00191,2026-01-11,project-01,bigquery,europe-west1,dev,platform,security,53.047,8.658,0.567,140.475,79.099,1
aiops-alerts-084-00192,2026-01-12,project-14,compute,us-east1,sandbox,security,cost,53.381,3.657,0.296,95.459,51.497,0
aiops-alerts-084-00193,2026-01-13,project-14,compute,europe-west1,dev,finops,cost,72.343,12.736,0.444,130.381,89.591,1
aiops-alerts-084-00194,2026-01-14,project-06,pubsub,asia-south1,prod,finops,cost,111.44,11.447,0.556,216.662,100,1
aiops-alerts-084-00195,2026-01-15,project-13,bigquery,europe-west1,dev,data,quality,10.951,9.089,0.631,121.495,64.844,1
aiops-alerts-084-00196,2026-01-16,project-10,bigquery,us-central1,dev,platform,quality,54.998,5.113,0.659,113.524,70.8,1
aiops-alerts-084-00197,2026-01-17,project-21,cloud-sql,global,dev,finops,quality,35.179,7.728,0.56,175.672,75.563,1
aiops-alerts-084-00198,2026-01-18,project-17,bigquery,asia-south1,prod,mlops,cost,58.485,10.94,0.515,154.194,86.508,1
aiops-alerts-084-00199,2026-01-19,project-21,gke,europe-west1,sandbox,security,security,24.719,8.003,0.368,114.341,56.88,0
aiops-alerts-084-00200,2026-01-20,project-07,vertex-ai,us-central1,prod,backend,cost,85.208,5.38,0.762,139.108,89.333,1
aiops-alerts-084-00201,2026-01-21,project-08,cloud-sql,us-central1,staging,security,quality,43.601,6.8,0.493,157.057,71.286,0
aiops-alerts-084-00202,2026-01-22,project-02,vertex-ai,global,prod,backend,quality,69.64,4.762,0.317,64.427,55.976,0
aiops-alerts-084-00203,2026-01-23,project-17,gke,us-east1,prod,backend,quality,91.484,5.19,0.605,121.933,83.086,1
aiops-alerts-084-00204,2026-01-24,project-19,pubsub,us-central1,staging,security,latency,20.845,6.674,0.0,143.11,43.739,0
aiops-alerts-084-00205,2026-01-25,project-20,pubsub,us-east1,staging,data,quality,50.335,13.215,0.409,93.121,76.347,1
aiops-alerts-084-00206,2026-01-26,project-13,vertex-ai,asia-south1,sandbox,security,latency,53.099,10.157,0.679,101.646,80.873,1
aiops-alerts-084-00207,2026-01-27,project-11,compute,us-central1,prod,data,cost,93.907,10.283,0.688,134.606,100,1
aiops-alerts-084-00208,2026-01-28,project-02,pubsub,global,dev,mlops,latency,37.143,22.113,0.553,89.125,96.949,1
aiops-alerts-084-00209,2026-01-29,project-02,bigquery,europe-west1,prod,backend,quality,70.173,8.686,0.347,93.574,70.619,1
aiops-alerts-084-00210,2026-01-30,project-08,pubsub,europe-west1,dev,security,latency,69.362,4.633,0.421,30.976,54.339,0
aiops-alerts-084-00211,2026-01-31,project-18,gke,europe-west1,dev,data,quality,66.816,8.675,0.313,118.324,71.838,1
aiops-alerts-084-00212,2026-02-01,project-06,compute,us-east1,prod,finops,security,60.498,6.659,0.578,61.361,65.89,1
aiops-alerts-084-00213,2026-02-02,project-20,pubsub,europe-west1,dev,finops,cost,41.366,10.994,0.714,103.748,80.251,1
