record_id,event_date,project_name,service_name,gcp_region,environment,owning_team,signal_category,metric_a,metric_b,metric_c,metric_d,risk_score,cost_anomaly
gcp-cost-071-00050,2026-02-19,project-03,cloud-sql,europe-west1,dev,mlops,security,55.521,9.618,0.69,168.619,90.615,1
gcp-cost-071-00051,2026-02-20,project-04,cloud-sql,us-central1,prod,security,quality,38.721,15.594,0.339,130.946,80.9,1
gcp-cost-071-00052,2026-02-21,project-16,compute,us-central1,dev,platform,latency,57.529,6.466,0.584,120.52,73.238,1
gcp-cost-071-00053,2026-02-22,project-13,vertex-ai,europe-west1,dev,security,reliability,34.826,8.207,0.253,114.935,56.955,0
gcp-cost-071-00054,2026-02-23,project-05,cloud-sql,us-east1,prod,security,latency,48.758,7.976,0.343,98.759,62.083,1
gcp-cost-071-00055,2026-02-24,project-14,bigquery,europe-west1,sandbox,mlops,latency,57.66,11.83,0.651,176.762,96.347,1
gcp-cost-071-00056,2026-02-25,project-13,cloud-run,us-east1,prod,backend,reliability,77.021,13.939,0.29,131.806,88.853,1
gcp-cost-071-00057,2026-02-26,project-08,compute,us-east1,sandbox,data,security,52.346,12.398,0.562,104.211,82.117,1
gcp-cost-071-00058,2026-02-27,project-19,gke,europe-west1,prod,platform,reliability,56.45,17.2,0.285,129.3,88.722,1
gcp-cost-071-00059,2026-02-28,project-02,pubsub,us-east1,dev,backend,latency,60.49,6.004,0.684,127.592,77.728,1
gcp-cost-071-00060,2026-03-01,project-07,cloud-run,asia-south1,prod,platform,reliability,40.528,6.812,0.599,205.123,80.958,1
gcp-cost-071-00061,2026-03-02,project-06,cloud-run,europe-west1,prod,mlops,quality,78.688,13.579,0.471,148.348,97.344,1
gcp-cost-071-00062,2026-03-03,project-02,pubsub,us-east1,prod,data,cost,55.863,13.936,0.355,57.345,72.857,1
gcp-cost-071-00063,2026-03-04,project-20,compute,asia-south1,dev,data,reliability,19.435,4.666,0.41,15.698,34.329,0
gcp-cost-071-00064,2026-03-05,project-22,pubsub,europe-west1,prod,security,security,65.475,7.707,0.51,87.213,71.468,1
gcp-cost-071-00065,2026-03-06,project-15,bigquery,us-east1,staging,platform,quality,88.436,7.976,0.323,28.328,64.999,0
gcp-cost-071-00066,2026-03-07,project-20,vertex-ai,global,staging,backend,cost,42.901,5.491,0.538,83.5,58.835,0
gcp-cost-071-00067,2026-03-08,project-24,cloud-run,asia-south1,dev,mlops,quality,66.817,8.406,0.492,132.782,79.584,1
gcp-cost-071-00068,2026-03-09,project-20,cloud-sql,us-east1,dev,mlops,security,52.052,5.28,0.421,110.133,61.334,0
gcp-cost-071-00069,2026-03-10,project-17,gke,europe-west1,dev,backend,cost,46.923,9.292,0.794,123.693,83.933,1
gcp-cost-071-00070,2026-03-11,project-13,vertex-ai,global,dev,data,latency,28.755,6.986,0.723,135.892,71.487,1
gcp-cost-071-00071,2026-03-12,project-14,cloud-sql,global,prod,data,quality,29.735,12.178,0.705,59.634,72.194,0
gcp-cost-071-00072,2026-03-13,project-16,bigquery,global,staging,backend,cost,37.441,7.611,0.477,124.542,65.721,1
gcp-cost-071-00073,2026-03-14,project-16,gke,global,prod,data,reliability,67.484,3.972,0.536,115.286,68.46,1
gcp-cost-071-00074,2026-03-15,project-17,bigquery,us-central1,dev,backend,cost,43.03,8.574,0.479,105.532,67.222,0
gcp-cost-071-00075,2026-03-16,project-10,gke,europe-west1,staging,finops,quality,48.027,7.282,0.69,213.272,89.053,1
gcp-cost-071-00076,2026-03-17,project-17,cloud-run,asia-south1,dev,mlops,cost,43.624,9.495,0.394,156.717,74.068,1
gcp-cost-071-00077,2026-03-18,project-06,pubsub,us-east1,prod,backend,security,56.322,12.568,0.476,152.84,87.987,1
gcp-cost-071-00078,2026-03-19,project-04,vertex-ai,global,dev,mlops,cost,53.103,8.059,0.742,90.893,76.616,1
gcp-cost-071-00079,2026-03-20,project-05,vertex-ai,europe-west1,prod,finops,cost,38.49,10.417,0.666,103.558,76.19,1
gcp-cost-071-00080,2026-03-21,project-14,bigquery,asia-south1,prod,mlops,latency,36.119,13.504,0.504,101.896,76.651,1
gcp-cost-071-00081,2026-03-22,project-03,cloud-run,us-central1,prod,mlops,reliability,49.553,13.667,0.547,73.891,79.154,1
gcp-cost-071-00082,2026-03-23,project-18,cloud-sql,global,prod,backend,cost,102.584,5.94,0.523,131.235,87.208,1
gcp-cost-071-00083,2026-03-24,project-24,pubsub,asia-south1,prod,platform,latency,67.333,7.034,0.607,32.807,66.009,1
gcp-cost-071-00084,2026-03-25,project-24,bigquery,europe-west1,dev,data,security,49.849,7.108,0.115,55.871,46.205,0
gcp-cost-071-00085,2026-03-26,project-09,cloud-sql,global,prod,data,quality,58.962,6.025,0.561,156.511,77.155,1
gcp-cost-071-00086,2026-03-27,project-10,cloud-sql,global,prod,mlops,cost,68.271,8.497,0.431,140.275,79.263,1
gcp-cost-071-00087,2026-03-28,project-07,vertex-ai,asia-south1,staging,data,reliability,38.855,8.969,0.516,18.033,55.217,0
gcp-cost-071-00088,2026-03-29,project-18,compute,asia-south1,prod,platform,latency,65.183,9.048,0.812,155.851,95.074,1
gcp-cost-071-00089,2026-03-30,project-13,cloud-sql,us-central1,sandbox,platform,security,62.668,18.555,0.375,264.238,100,1
gcp-cost-071-00090,2026-03-31,project-02,cloud-sql,global,prod,mlops,security,51.129,8.306,0.569,93.414,70.814,1
gcp-cost-071-00091,2026-04-01,project-13,pubsub,europe-west1,prod,data,cost,60.492,6.411,0.463,182.601,78.966,1
gcp-cost-071-00092,2026-04-02,project-21,pubsub,us-central1,sandbox,data,cost,15.904,5.304,0.396,51.209,39.27,0
gcp-cost-071-00093,2026-04-03,project-08,bigquery,asia-south1,prod,security,security,62.705,7.981,0.807,163.932,92.721,1
gcp-cost-071-00094,2026-04-04,project-10,pubsub,us-east1,prod,mlops,reliability,66.219,6.163,0.541,141.54,77.133,1
gcp-cost-071-00095,2026-04-05,project-03,compute,asia-south1,dev,backend,cost,3.008,15.108,0.48,173.662,78.431,1
gcp-cost-071-00096,2026-04-06,project-19,bigquery,global,prod,data,security,45.559,12.386,0.737,163.56,94.494,1
gcp-cost-071-00097,2026-04-07,project-18,cloud-sql,asia-south1,sandbox,security,cost,71.367,10.163,0.677,58.6,80.933,1
gcp-cost-071-00098,2026-04-08,project-23,vertex-ai,asia-south1,prod,backend,reliability,52.259,8.567,0.62,172.809,85.182,1
gcp-cost-071-00099,2026-04-09,project-05,bigquery,us-central1,prod,finops,latency,58.441,7.235,0.62,111.325,75.271,1
gcp-cost-071-00100,2026-04-10,project-19,vertex-ai,europe-west1,staging,backend,security,51.505,21.027,0.478,102.977,98.837,1
gcp-cost-071-00101,2026-04-11,project-24,compute,global,dev,security,latency,13.374,9.355,0.943,108.784,75.379,1
gcp-cost-071-00102,2026-04-12,project-07,pubsub,us-central1,prod,data,reliability,66.321,3.775,0.829,131.758,80.25,1
gcp-cost-071-00103,2026-04-13,project-01,compute,us-east1,prod,security,security,63.501,2.79,0.444,106.75,59.843,0
gcp-cost-071-00104,2026-04-14,project-07,cloud-run,us-east1,staging,mlops,security,55.234,18.695,0.405,123.067,95.076,1
gcp-cost-071-00105,2026-04-15,project-03,gke,asia-south1,staging,platform,security,41.505,10.529,0.689,159.223,86.429,1
gcp-cost-071-00106,2026-04-16,project-17,pubsub,europe-west1,sandbox,data,security,74.132,7.667,0.68,172.323,92.766,1
gcp-cost-071-00107,2026-04-17,project-22,vertex-ai,us-east1,dev,finops,cost,34.134,10.262,0.81,63.357,73.481,1
gcp-cost-071-00108,2026-04-18,project-19,cloud-run,us-east1,sandbox,platform,latency,43.351,18.174,0.685,147.055,100,1
gcp-cost-071-00109,2026-04-19,project-06,cloud-run,us-central1,prod,security,security,63.215,7.372,0.617,86.878,73.591,1
gcp-cost-071-00110,2026-04-20,project-15,bigquery,us-central1,dev,mlops,security,43.626,7.979,0.591,235.971,88.984,1
gcp-cost-071-00111,2026-04-21,project-13,bigquery,europe-west1,prod,finops,reliability,76.113,25.041,0.541,170.631,100,1
gcp-cost-071-00112,2026-04-22,project-07,compute,us-east1,sandbox,security,quality,29.67,6.903,0.494,130.206,62.77,0
gcp-cost-071-00113,2026-04-23,project-08,compute,us-east1,staging,platform,latency,42.536,14.38,0.353,46.424,67.566,1
gcp-cost-071-00114,2026-04-24,project-03,cloud-sql,global,prod,mlops,reliability,76.777,11.566,0.803,18.125,84.608,1
gcp-cost-071-00115,2026-04-25,project-06,pubsub,asia-south1,prod,finops,latency,68.558,10.837,0.552,43.593,74.959,1
gcp-cost-071-00116,2026-04-26,project-08,gke,us-east1,prod,platform,quality,64.762,7.374,0.504,190.621,85.312,1
gcp-cost-071-00117,2026-04-27,project-05,compute,us-central1,sandbox,backend,reliability,38.374,16.121,0.676,247.114,100,1
gcp-cost-071-00118,2026-04-28,project-02,vertex-ai,us-east1,prod,platform,latency,86.122,6.578,0.75,86.778,84.396,1
gcp-cost-071-00119,2026-04-29,project-06,vertex-ai,global,prod,data,latency,44.082,12.785,0.508,130.502,82.072,1
gcp-cost-071-00120,2026-04-30,project-23,pubsub,europe-west1,prod,backend,quality,43.02,12.184,0.607,90.117,77.873,1
gcp-cost-071-00121,2026-05-01,project-09,gke,us-central1,prod,platform,latency,58.406,7.949,0.672,13.51,64.48,0
gcp-cost-071-00122,2026-05-02,project-23,cloud-sql,europe-west1,dev,data,quality,46.109,8.243,0.668,150.254,80.664,1
gcp-cost-071-00123,2026-05-03,project-13,bigquery,global,dev,security,reliability,62.459,11.205,0.586,128.698,87.284,1
gcp-cost-071-00124,2026-05-04,project-11,cloud-sql,us-east1,staging,mlops,security,68.859,19.124,0.671,46.722,99.022,1
gcp-cost-071-00125,2026-05-05,project-02,gke,europe-west1,dev,platform,cost,15.327,7.583,0.561,301.561,86.671,1
gcp-cost-071-00126,2026-05-06,project-18,pubsub,global,prod,data,reliability,91.513,13.011,0.673,141.954,100,1
gcp-cost-071-00127,2026-05-07,project-11,vertex-ai,global,dev,finops,quality,27.346,8.984,0.441,99.063,60.415,0
gcp-cost-071-00128,2026-05-08,project-07,pubsub,asia-south1,dev,mlops,reliability,52.924,2.612,0.535,96.019,57.346,0
gcp-cost-071-00129,2026-05-09,project-08,cloud-run,europe-west1,prod,mlops,quality,54.241,13.472,0.727,67.496,85.707,1
gcp-cost-071-00130,2026-05-10,project-03,cloud-sql,europe-west1,dev,mlops,latency,56.018,7.204,0.409,162.061,74.365,1
gcp-cost-071-00131,2026-05-11,project-17,pubsub,global,sandbox,security,cost,35.875,9.342,0.747,152.648,82.76,1
gcp-cost-071-00132,2026-05-12,project-24,cloud-sql,us-east1,sandbox,backend,quality,28.5,9.617,0.406,95.292,60.521,0
gcp-cost-071-00133,2026-05-13,project-18,gke,asia-south1,prod,platform,latency,40.769,11.667,0.579,106.763,77.327,0
gcp-cost-071-00134,2026-05-14,project-04,cloud-sql,europe-west1,prod,platform,latency,61.495,8.009,0.646,80.188,74.515,0
gcp-cost-071-00135,2026-05-15,project-07,vertex-ai,europe-west1,staging,finops,reliability,60.488,8.759,0.456,154.343,80.077,1
gcp-cost-071-00136,2026-05-16,project-19,gke,us-central1,dev,finops,latency,50.222,20.366,0.546,234.816,100,1
gcp-cost-071-00137,2026-05-17,project-20,cloud-run,europe-west1,prod,platform,security,64.054,8.297,0.703,153.908,88.828,1
gcp-cost-071-00138,2026-05-18,project-21,cloud-sql,europe-west1,prod,mlops,latency,68.46,4.932,0.562,184.748,82.081,1
gcp-cost-071-00139,2026-05-19,project-13,cloud-run,asia-south1,prod,data,security,65.669,16.394,0.636,172.981,100,1
gcp-cost-071-00140,2026-05-20,project-04,cloud-sql,us-east1,dev,mlops,quality,3.732,11.995,0.62,128.861,69.787,1
gcp-cost-071-00141,2026-05-21,project-10,cloud-run,us-east1,dev,security,security,32.87,16.979,0.481,56.819,76.243,1
gcp-cost-071-00142,2026-05-22,project-12,cloud-sql,global,staging,platform,reliability,34.565,6.509,0.641,102.57,64.679,1
gcp-cost-071-00143,2026-05-23,project-14,bigquery,us-east1,dev,backend,cost,48.081,18.357,0.332,130.651,90.335,1
gcp-cost-071-00144,2026-05-24,project-21,gke,us-central1,sandbox,finops,cost,45.759,16.322,0.584,94.879,88.377,1
gcp-cost-071-00145,2026-05-25,project-14,cloud-run,global,staging,security,cost,39.467,18.497,0.54,139.671,96.242,1
gcp-cost-071-00146,2026-05-26,project-18,cloud-run,us-central1,staging,mlops,reliability,29.952,9.081,0.504,72.713,59.916,1
gcp-cost-071-00147,2026-05-27,project-08,cloud-run,us-east1,dev,finops,quality,36.448,16.695,0.617,133.803,92.82,1
gcp-cost-071-00148,2026-05-28,project-22,cloud-run,us-east1,prod,backend,security,41.825,8.345,0.336,193.439,74.08,1
gcp-cost-071-00149,2026-05-29,project-06,cloud-run,us-east1,prod,data,reliability,43.518,5.558,0.551,110.457,63.593,0
gcp-cost-071-00150,2026-05-30,project-17,cloud-sql,global,prod,mlops,reliability,81.764,11.854,0.356,187.929,96.143,1
gcp-cost-071-00151,2026-05-31,project-06,vertex-ai,us-central1,prod,platform,latency,84.521,5.07,0.574,110.994,77.689,1
gcp-cost-071-00152,2026-06-01,project-18,vertex-ai,asia-south1,prod,finops,security,93.764,10.484,0.535,98.03,90.301,1
gcp-cost-071-00153,2026-06-02,project-04,vertex-ai,us-central1,prod,mlops,latency,74.735,15.952,0.303,151.677,96.103,1
gcp-cost-071-00154,2026-06-03,project-06,cloud-run,global,dev,platform,latency,29.493,4.9,0.446,126.335,55.79,0
gcp-cost-071-00155,2026-06-04,project-23,pubsub,us-east1,prod,security,cost,66.82,14.468,0.717,123.07,100,1
gcp-cost-071-00156,2026-06-05,project-04,pubsub,us-east1,staging,platform,reliability,38.757,2.401,0.723,90.261,57.635,0
gcp-cost-071-00157,2026-06-06,project-09,cloud-run,asia-south1,prod,mlops,latency,56.403,6.062,0.577,126.377,72.511,1
gcp-cost-071-00158,2026-06-07,project-05,pubsub,europe-west1,sandbox,backend,security,38.148,9.238,0.257,58.955,52.5,0
gcp-cost-071-00159,2026-06-08,project-21,vertex-ai,us-central1,dev,platform,cost,20.019,11.287,0.65,134.158,75.658,1
gcp-cost-071-00160,2026-06-09,project-08,compute,asia-south1,sandbox,mlops,security,47.844,8.623,0.5,120.715,71.97,1
gcp-cost-071-00161,2026-06-10,project-01,vertex-ai,asia-south1,dev,data,reliability,40.496,3.983,0.693,173.032,72.956,1
gcp-cost-071-00162,2026-06-11,project-06,pubsub,global,sandbox,mlops,cost,24.532,9.631,0.376,143.728,65.179,0
gcp-cost-071-00163,2026-06-12,project-02,compute,asia-south1,prod,backend,reliability,84.562,4.96,0.5,220.244,90.789,1
gcp-cost-071-00164,2026-06-13,project-14,cloud-run,us-east1,staging,finops,cost,76.974,6.921,0.326,10.898,56.089,0
gcp-cost-071-00165,2026-06-14,project-07,cloud-sql,us-east1,sandbox,data,latency,67.267,10.03,0.134,107.049,67.248,1
gcp-cost-071-00166,2026-06-15,project-08,pubsub,us-east1,prod,data,quality,48.23,12.658,0.601,140.092,87.881,1
gcp-cost-071-00167,2026-06-16,project-02,cloud-run,europe-west1,dev,platform,security,67.581,19.207,0.749,65.022,100,1
gcp-cost-071-00168,2026-06-17,project-10,gke,global,dev,backend,security,45.954,9.117,0.362,194.709,78.422,1
gcp-cost-071-00169,2026-06-18,project-18,cloud-run,us-central1,prod,platform,latency,69.357,6.501,0.465,30.697,60.196,0
gcp-cost-071-00170,2026-06-19,project-17,cloud-run,europe-west1,sandbox,backend,cost,33.572,9.068,0.38,91.01,59.481,0
gcp-cost-071-00171,2026-06-20,project-18,compute,us-east1,staging,backend,latency,65.895,3.155,0.505,90.578,61.309,0
gcp-cost-071-00172,2026-06-21,project-08,cloud-run,us-central1,dev,finops,cost,65.815,12.49,0.373,196.107,93.833,1
gcp-cost-071-00173,2026-06-22,project-03,cloud-run,us-east1,sandbox,security,latency,51.446,7.216,0.711,142.048,80.444,1
gcp-cost-071-00174,2026-06-23,project-14,cloud-run,asia-south1,prod,backend,security,24.737,7.514,0.485,139.067,63.446,0
gcp-cost-071-00175,2026-06-24,project-13,cloud-sql,asia-south1,prod,backend,quality,69.484,12.926,0.689,129.56,97.489,1
gcp-cost-071-00176,2026-06-25,project-11,compute,europe-west1,prod,security,latency,13.866,6.115,0.324,90.71,43.69,0
gcp-cost-071-00177,2026-06-26,project-21,vertex-ai,global,prod,backend,security,62.485,4.346,0.474,103.943,63.759,1
gcp-cost-071-00178,2026-06-27,project-20,cloud-sql,global,prod,security,security,75.328,4.768,0.392,224.32,83.923,1
gcp-cost-071-00179,2026-06-28,project-16,bigquery,europe-west1,prod,data,quality,56.327,8.122,0.479,43.219,61.734,0
gcp-cost-071-00180,2026-06-29,project-11,gke,asia-south1,prod,platform,cost,80.573,4.186,0.503,109.057,71.477,1
gcp-cost-071-00181,2026-01-01,project-04,gke,europe-west1,prod,platform,quality,81.65,9.305,0.634,147.285,93.958,1
gcp-cost-071-00182,2026-01-02,project-12,bigquery,global,prod,platform,latency,35.99,6.638,0.859,214.66,89.455,1
gcp-cost-071-00183,2026-01-03,project-20,cloud-sql,europe-west1,prod,mlops,reliability,43.552,10.989,0.837,213.484,100,1
gcp-cost-071-00184,2026-01-04,project-03,bigquery,europe-west1,prod,platform,latency,58.287,10.651,0.566,33.542,69.954,1
gcp-cost-071-00185,2026-01-05,project-08,cloud-sql,us-central1,prod,platform,reliability,58.309,6.131,0.782,185.692,89.164,1
gcp-cost-071-00186,2026-01-06,project-23,pubsub,asia-south1,staging,finops,cost,48.419,10.514,0.661,176.711,90.385,1
gcp-cost-071-00187,2026-01-07,project-08,vertex-ai,asia-south1,prod,data,cost,82.744,7.146,0.325,168.836,81.631,1
gcp-cost-071-00188,2026-01-08,project-23,bigquery,global,prod,data,cost,72.888,12.247,0.594,55.466,82.966,1
gcp-cost-071-00189,2026-01-09,project-12,compute,us-east1,prod,data,latency,58.679,6.244,0.639,145.831,78.739,1
gcp-cost-071-00190,2026-01-10,project-17,compute,global,staging,security,security,70.772,11.727,0.392,164.587,89.855,1
gcp-cost-071-00191,2026-01-11,project-19,gke,us-east1,prod,finops,reliability,74.504,6.668,0.402,176.566,81.454,1
gcp-cost-071-00192,2026-01-12,project-05,bigquery,us-east1,prod,backend,security,48.876,10.014,0.449,181.959,82.723,1
gcp-cost-071-00193,2026-01-13,project-02,cloud-run,global,staging,mlops,security,43.086,17.012,0.502,132.229,91.628,1
gcp-cost-071-00194,2026-01-14,project-06,cloud-run,europe-west1,prod,data,quality,63.65,7.261,0.391,166.065,77.123,1
gcp-cost-071-00195,2026-01-15,project-10,pubsub,europe-west1,prod,security,security,84.114,8.064,0.645,162.004,94.456,1
gcp-cost-071-00196,2026-01-16,project-16,gke,us-central1,dev,mlops,security,79.863,14.83,0.627,75.398,95.496,1
gcp-cost-071-00197,2026-01-17,project-05,compute,us-east1,prod,data,reliability,59.219,20.86,0.209,81.596,88.614,1
gcp-cost-071-00198,2026-01-18,project-23,cloud-run,asia-south1,dev,data,latency,27.948,11.395,0.393,38.469,55.735,1
gcp-cost-071-00199,2026-01-19,project-12,bigquery,asia-south1,sandbox,security,latency,79.273,7.797,0.64,138.897,88.594,1
gcp-cost-071-00200,2026-01-20,project-02,cloud-sql,us-central1,sandbox,security,security,57.951,8.12,0.642,155.889,84.433,1
gcp-cost-071-00201,2026-01-21,project-24,vertex-ai,us-central1,staging,platform,reliability,71.631,6.594,0.74,118.33,83.613,1
gcp-cost-071-00202,2026-01-22,project-16,cloud-sql,europe-west1,prod,backend,quality,53.132,8.663,0.347,178.279,76.954,1
gcp-cost-071-00203,2026-01-23,project-03,bigquery,us-central1,prod,mlops,reliability,49.217,8.604,0.335,211.685,79.898,1
gcp-cost-071-00204,2026-01-24,project-17,bigquery,global,prod,backend,security,93.511,15.835,0.622,161.733,100,1
gcp-cost-071-00205,2026-01-25,project-21,gke,us-central1,prod,mlops,latency,42.874,7.784,0.562,128.64,71.599,1
gcp-cost-071-00206,2026-01-26,project-17,vertex-ai,us-central1,prod,finops,latency,39.895,10.158,0.722,70.995,73.289,1
gcp-cost-071-00207,2026-01-27,project-18,gke,global,staging,finops,reliability,59.157,11.8,0.354,43.715,67.003,1
gcp-cost-071-00208,2026-01-28,project-10,pubsub,europe-west1,sandbox,data,security,37.956,17.87,0.471,57.377,79.834,1
gcp-cost-071-00209,2026-01-29,project-02,compute,europe-west1,staging,platform,quality,61.697,9.69,0.238,136.03,72.372,1
gcp-cost-071-00210,2026-01-30,project-01,vertex-ai,asia-south1,dev,security,reliability,35.255,5.92,0.542,131.882,64.355,0
gcp-cost-071-00211,2026-01-31,project-07,gke,asia-south1,prod,backend,cost,60.152,4.974,0.529,148.58,72.842,1
gcp-cost-071-00212,2026-02-01,project-15,gke,us-central1,sandbox,security,security,112.789,8.472,0.711,90.479,97.324,1
gcp-cost-071-00213,2026-02-02,project-24,pubsub,asia-south1,dev,platform,cost,22.031,7.015,0.466,45.929,47.087,0
gcp-cost-071-00214,2026-02-03,project-23,pubsub,asia-south1,dev,platform,reliability,44.734,17.371,0.303,174.045,92.176,1
gcp-cost-071-00215,2026-02-04,project-21,compute,europe-west1,dev,platform,quality,53.891,12.279,0.331,35.446,64.267,0
gcp-cost-071-00216,2026-02-05,project-14,pubsub,us-east1,prod,backend,cost,62.38,6.543,0.679,111.555,77.133,1
