record_id,event_date,project_name,service_name,gcp_region,environment,owning_team,signal_category,metric_a,metric_b,metric_c,metric_d,risk_score,pipeline_failed
devops-ci-026-00074,2026-03-15,project-14,bigquery,us-east1,prod,mlops,latency,80.213,3.06,0.445,164.312,74.752,1
devops-ci-026-00075,2026-03-16,project-13,gke,us-east1,dev,data,reliability,12.849,5.865,0.457,99.94,48.752,0
devops-ci-026-00076,2026-03-17,project-09,pubsub,us-central1,prod,finops,reliability,59.838,11.852,0.66,141.095,92.274,1
devops-ci-026-00077,2026-03-18,project-23,cloud-sql,us-east1,prod,backend,latency,83.442,4.568,0.492,58.215,65.573,1
devops-ci-026-00078,2026-03-19,project-23,vertex-ai,us-east1,dev,data,quality,22.412,7.302,0.554,156.974,67.164,1
devops-ci-026-00079,2026-03-20,project-20,bigquery,asia-south1,prod,data,cost,26.826,10.731,0.549,179.681,79.847,1
devops-ci-026-00080,2026-03-21,project-06,cloud-run,global,dev,mlops,quality,10.64,8.877,0.237,144.61,53.821,0
devops-ci-026-00081,2026-03-22,project-21,gke,us-central1,staging,data,security,49.446,17.382,0.391,124.461,89.7,1
devops-ci-026-00082,2026-03-23,project-15,vertex-ai,asia-south1,dev,finops,cost,26.988,6.677,0.357,207.721,67.813,0
devops-ci-026-00083,2026-03-24,project-07,cloud-run,europe-west1,sandbox,security,reliability,57.065,6.969,0.399,0.0,50.199,0
devops-ci-026-00084,2026-03-25,project-04,bigquery,asia-south1,sandbox,backend,security,51.733,17.877,0.45,107.668,91.271,1
devops-ci-026-00085,2026-03-26,project-18,bigquery,us-east1,dev,mlops,reliability,54.319,9.76,0.775,101.905,83.771,1
devops-ci-026-00086,2026-03-27,project-24,cloud-run,europe-west1,prod,backend,cost,75.856,7.389,0.545,186.259,90.028,1
devops-ci-026-00087,2026-03-28,project-01,gke,us-east1,staging,backend,latency,45.126,11.463,0.611,123.135,81.883,1
devops-ci-026-00088,2026-03-29,project-10,gke,us-central1,prod,data,reliability,32.944,7.553,0.531,170.296,72.574,0
devops-ci-026-00089,2026-03-30,project-22,gke,asia-south1,dev,security,cost,26.405,6.167,0.377,149.906,58.688,0
devops-ci-026-00090,2026-03-31,project-15,bigquery,us-central1,staging,data,latency,26.503,7.522,0.687,80.133,62.558,1
devops-ci-026-00091,2026-04-01,project-07,pubsub,us-central1,dev,data,security,75.009,15.504,0.604,78.779,95.058,1
devops-ci-026-00092,2026-04-02,project-13,compute,us-central1,dev,mlops,latency,28.852,13.818,0.198,97.651,63.511,0
devops-ci-026-00093,2026-04-03,project-15,bigquery,asia-south1,staging,backend,reliability,58.876,5.471,0.327,173.567,70.129,1
devops-ci-026-00094,2026-04-04,project-23,gke,us-east1,prod,data,latency,29.235,10.873,0.648,133.074,77.689,1
devops-ci-026-00095,2026-04-05,project-07,compute,asia-south1,prod,security,reliability,68.343,4.164,0.979,128.593,86.654,1
devops-ci-026-00096,2026-04-06,project-20,pubsub,asia-south1,dev,data,security,45.355,10.713,0.485,119.029,75.205,1
devops-ci-026-00097,2026-04-07,project-08,compute,europe-west1,sandbox,security,quality,45.109,11.685,0.719,73.02,78.867,1
devops-ci-026-00098,2026-04-08,project-04,bigquery,us-east1,staging,finops,security,63.917,23.857,0.51,153.591,100,1
devops-ci-026-00099,2026-04-09,project-18,compute,us-east1,prod,platform,quality,58.092,11.015,0.632,66.861,77.904,1
devops-ci-026-00100,2026-04-10,project-11,pubsub,europe-west1,prod,mlops,security,65.784,17.975,0.431,71.545,90.485,1
devops-ci-026-00101,2026-04-11,project-14,cloud-run,asia-south1,sandbox,finops,reliability,53.505,11.307,0.547,216.211,95.786,1
devops-ci-026-00102,2026-04-12,project-11,bigquery,us-central1,sandbox,backend,latency,56.311,5.03,0.243,120.79,57.566,0
devops-ci-026-00103,2026-04-13,project-16,vertex-ai,europe-west1,dev,data,cost,27.937,6.692,0.758,167.63,76.369,0
devops-ci-026-00104,2026-04-14,project-07,bigquery,asia-south1,dev,finops,cost,15.714,8.355,0.417,26.75,43.491,0
devops-ci-026-00105,2026-04-15,project-17,pubsub,europe-west1,prod,platform,latency,74.567,10.005,0.079,115.934,69.115,1
devops-ci-026-00106,2026-04-16,project-12,compute,europe-west1,dev,mlops,quality,38.84,3.2,0.555,102.075,55.372,0
devops-ci-026-00107,2026-04-17,project-03,bigquery,us-east1,dev,mlops,latency,48.49,10.008,0.481,50.936,64.587,0
devops-ci-026-00108,2026-04-18,project-06,bigquery,europe-west1,prod,mlops,cost,53.629,6.862,0.542,82.231,65.744,0
devops-ci-026-00109,2026-04-19,project-04,cloud-sql,global,prod,data,security,64.599,5.717,0.345,209.499,78.576,1
devops-ci-026-00110,2026-04-20,project-24,vertex-ai,us-central1,staging,data,latency,68.734,7.264,0.45,227.512,89.935,1
devops-ci-026-00111,2026-04-21,project-19,gke,europe-west1,prod,finops,latency,69.665,8.46,0.537,56.908,71.217,0
devops-ci-026-00112,2026-04-22,project-04,gke,asia-south1,prod,security,latency,55.353,11.979,0.763,178.036,99.993,1
devops-ci-026-00113,2026-04-23,project-20,gke,asia-south1,dev,data,reliability,58.193,10.376,0.649,105.186,82.633,1
devops-ci-026-00114,2026-04-24,project-05,cloud-run,global,dev,security,security,51.246,6.018,0.761,12.391,60.42,1
devops-ci-026-00115,2026-04-25,project-09,cloud-run,global,prod,platform,security,65.544,5.499,0.992,13.401,72.446,1
devops-ci-026-00116,2026-04-26,project-02,vertex-ai,asia-south1,dev,data,cost,71.585,13.601,0.721,133.8,100,1
devops-ci-026-00117,2026-04-27,project-21,cloud-sql,europe-west1,prod,finops,reliability,68.374,10.794,0.716,135.525,93.941,1
devops-ci-026-00118,2026-04-28,project-13,cloud-sql,us-central1,staging,backend,reliability,77.005,16.377,0.512,130.659,100,1
devops-ci-026-00119,2026-04-29,project-07,bigquery,us-central1,prod,security,quality,63.906,25.091,0.598,140.091,100,1
devops-ci-026-00120,2026-04-30,project-19,compute,asia-south1,prod,data,latency,94.986,21.809,0.002,147.968,100,1
devops-ci-026-00121,2026-05-01,project-20,compute,us-east1,staging,backend,security,55.658,8.302,0.599,124.229,77.933,1
devops-ci-026-00122,2026-05-02,project-12,bigquery,global,prod,backend,reliability,90.111,14.041,0.307,124.627,93.221,1
devops-ci-026-00123,2026-05-03,project-05,vertex-ai,asia-south1,staging,security,reliability,61.603,15.371,0.666,134.76,100,1
devops-ci-026-00124,2026-05-04,project-23,pubsub,europe-west1,dev,finops,reliability,40.306,12.1,0.624,93.207,77.773,1
devops-ci-026-00125,2026-05-05,project-14,vertex-ai,europe-west1,dev,mlops,security,47.143,4.185,0.151,141.114,52.129,0
devops-ci-026-00126,2026-05-06,project-16,vertex-ai,us-central1,prod,mlops,quality,63.543,7.48,0.829,0.0,68.708,0
devops-ci-026-00127,2026-05-07,project-07,vertex-ai,global,sandbox,mlops,cost,55.254,19.548,0.466,78.846,92.759,1
devops-ci-026-00128,2026-05-08,project-03,vertex-ai,us-east1,sandbox,security,latency,45.115,9.896,0.552,132.76,77.562,1
devops-ci-026-00129,2026-05-09,project-03,cloud-sql,us-east1,dev,platform,quality,39.528,8.186,0.257,167.149,66.306,0
devops-ci-026-00130,2026-05-10,project-20,bigquery,us-central1,prod,security,quality,96.498,15.182,0.258,22.644,81.531,1
devops-ci-026-00131,2026-05-11,project-09,compute,global,prod,security,reliability,24.768,5.663,0.505,147.244,61.031,1
devops-ci-026-00132,2026-05-12,project-05,bigquery,us-east1,staging,mlops,reliability,65.79,10.393,0.359,36.572,65.175,0
devops-ci-026-00133,2026-05-13,project-08,pubsub,europe-west1,prod,data,cost,90.804,7.282,0.45,28.905,68.738,0
devops-ci-026-00134,2026-05-14,project-18,bigquery,europe-west1,dev,platform,latency,58.51,11.249,0.813,130.813,94.258,1
devops-ci-026-00135,2026-05-15,project-03,cloud-run,asia-south1,staging,data,reliability,56.438,9.811,0.654,125.735,83.872,1
devops-ci-026-00136,2026-05-16,project-15,compute,global,prod,mlops,latency,75.949,12.531,0.581,145.291,97.344,1
devops-ci-026-00137,2026-05-17,project-01,compute,us-central1,sandbox,backend,latency,45.076,10.43,0.301,135.305,70.38,1
devops-ci-026-00138,2026-05-18,project-08,vertex-ai,europe-west1,prod,backend,quality,82.948,14.616,0.603,52.909,91.957,1
devops-ci-026-00139,2026-05-19,project-07,compute,asia-south1,staging,mlops,reliability,24.832,11.925,0.679,100.275,74.905,1
devops-ci-026-00140,2026-05-20,project-05,bigquery,us-central1,prod,data,quality,93.675,4.592,0.465,202.129,89.253,1
devops-ci-026-00141,2026-05-21,project-06,vertex-ai,asia-south1,staging,platform,security,45.274,8.689,0.258,131.417,64.315,0
devops-ci-026-00142,2026-05-22,project-17,cloud-sql,us-east1,prod,finops,cost,64.178,11.684,0.712,61.238,83.576,1
devops-ci-026-00143,2026-05-23,project-02,compute,us-east1,prod,mlops,quality,79.487,11.571,0.396,178.563,94.72,1
devops-ci-026-00144,2026-05-24,project-06,cloud-run,asia-south1,prod,platform,security,68.356,10.471,0.563,168.523,92.638,1
devops-ci-026-00145,2026-05-25,project-24,vertex-ai,us-east1,prod,platform,security,81.881,5.209,0.44,116.124,73.147,1
devops-ci-026-00146,2026-05-26,project-13,cloud-sql,global,dev,finops,latency,45.306,16.095,0.588,129.67,92.902,1
devops-ci-026-00147,2026-05-27,project-06,gke,europe-west1,dev,finops,reliability,55.791,10.892,0.563,129.929,83.594,1
devops-ci-026-00148,2026-05-28,project-20,compute,europe-west1,prod,backend,reliability,72.832,6.088,0.576,100.547,74.52,0
devops-ci-026-00149,2026-05-29,project-14,gke,global,prod,mlops,latency,70.898,5.323,0.405,101.917,66.273,0
devops-ci-026-00150,2026-05-30,project-20,cloud-run,asia-south1,dev,data,cost,11.333,6.285,0.499,109.45,52.058,0
devops-ci-026-00151,2026-05-31,project-01,cloud-run,asia-south1,prod,mlops,quality,67.172,6.073,0.364,25.718,54.171,0
devops-ci-026-00152,2026-06-01,project-12,vertex-ai,europe-west1,dev,platform,cost,54.249,6.62,0.679,59.535,66.881,1
devops-ci-026-00153,2026-06-02,project-18,cloud-run,europe-west1,prod,data,latency,51.653,18.906,0.184,192.215,96.664,1
devops-ci-026-00154,2026-06-03,project-08,cloud-sql,us-east1,prod,finops,reliability,51.092,6.882,0.672,91.926,70.866,0
devops-ci-026-00155,2026-06-04,project-19,gke,asia-south1,prod,finops,reliability,78.045,6.02,0.709,106.224,81.668,1
devops-ci-026-00156,2026-06-05,project-06,bigquery,global,staging,finops,quality,47.104,7.923,0.705,0.0,59.648,0
devops-ci-026-00157,2026-06-06,project-06,vertex-ai,global,prod,platform,latency,55.801,10.127,0.608,72.566,75.023,0
devops-ci-026-00158,2026-06-07,project-17,cloud-run,us-central1,staging,platform,quality,42.335,28.549,0.299,63.507,100,1
devops-ci-026-00159,2026-06-08,project-09,cloud-run,europe-west1,staging,platform,security,35.765,8.016,0.334,244.48,78.565,1
devops-ci-026-00160,2026-06-09,project-17,gke,europe-west1,dev,platform,cost,16.673,14.823,0.422,14.017,57.237,1
devops-ci-026-00161,2026-06-10,project-15,vertex-ai,us-central1,prod,mlops,cost,36.209,11.143,0.0,176.813,64.459,1
devops-ci-026-00162,2026-06-11,project-08,bigquery,us-east1,dev,finops,security,48.6,8.72,0.595,246.132,94.076,1
devops-ci-026-00163,2026-06-12,project-02,cloud-sql,global,staging,finops,cost,59.676,4.592,0.566,145.776,72.67,1
devops-ci-026-00164,2026-06-13,project-19,compute,us-central1,staging,security,cost,64.81,10.187,0.59,174.063,92.487,1
devops-ci-026-00165,2026-06-14,project-12,gke,europe-west1,prod,backend,reliability,31.055,13.457,0.506,150.67,81.952,1
devops-ci-026-00166,2026-06-15,project-19,cloud-run,us-east1,prod,backend,cost,79.434,11.284,0.531,126.483,91.162,1
devops-ci-026-00167,2026-06-16,project-11,cloud-run,us-east1,prod,platform,latency,56.816,6.668,0.949,129.918,87.606,1
devops-ci-026-00168,2026-06-17,project-08,bigquery,asia-south1,prod,backend,reliability,70.389,4.67,0.465,95.491,65.734,1
devops-ci-026-00169,2026-06-18,project-14,cloud-run,us-east1,dev,backend,cost,43.494,4.665,0.755,58.041,60.997,0
devops-ci-026-00170,2026-06-19,project-03,bigquery,asia-south1,dev,data,reliability,72.813,11.372,0.271,144.864,82.63,1
devops-ci-026-00171,2026-06-20,project-03,compute,global,dev,data,cost,23.307,9.509,0.766,177.595,83.054,1
devops-ci-026-00172,2026-06-21,project-07,pubsub,asia-south1,prod,platform,quality,55.928,7.403,0.399,61.475,59.779,0
devops-ci-026-00173,2026-06-22,project-10,pubsub,europe-west1,dev,security,quality,39.944,9.766,0.452,154.449,75.112,1
devops-ci-026-00174,2026-06-23,project-17,pubsub,europe-west1,dev,backend,cost,15.078,13.096,0.661,100.937,73.69,1
devops-ci-026-00175,2026-06-24,project-10,vertex-ai,us-central1,prod,security,reliability,60.283,5.64,0.337,140.766,66.582,0
devops-ci-026-00176,2026-06-25,project-16,vertex-ai,us-central1,dev,data,cost,86.21,9.036,0.588,175.887,97.488,1
devops-ci-026-00177,2026-06-26,project-13,gke,asia-south1,prod,backend,cost,110.344,7.179,0.797,111.402,99.513,1
devops-ci-026-00178,2026-06-27,project-01,cloud-sql,asia-south1,dev,finops,latency,28.81,7.466,0.616,111.012,65.253,0
devops-ci-026-00179,2026-06-28,project-16,vertex-ai,us-east1,dev,platform,quality,61.344,11.585,0.737,119.962,91.792,1
devops-ci-026-00180,2026-06-29,project-24,vertex-ai,us-east1,dev,platform,quality,60.18,5.055,0.744,118.23,76.14,1
devops-ci-026-00181,2026-01-01,project-02,pubsub,asia-south1,staging,data,reliability,15.978,7.686,0.511,36.772,46.774,0
devops-ci-026-00182,2026-01-02,project-16,gke,europe-west1,dev,platform,cost,48.536,7.442,0.663,129.672,76.468,1
devops-ci-026-00183,2026-01-03,project-04,gke,us-central1,staging,security,quality,47.141,15.544,0.525,161.317,94.669,1
devops-ci-026-00184,2026-01-04,project-09,bigquery,us-east1,sandbox,backend,latency,35.557,8.918,0.403,130.559,66.398,0
devops-ci-026-00185,2026-01-05,project-18,vertex-ai,us-central1,dev,security,security,54.073,8.992,0.775,101.463,81.829,1
devops-ci-026-00186,2026-01-06,project-07,cloud-run,global,prod,finops,cost,67.342,5.949,0.484,164.078,78.319,1
devops-ci-026-00187,2026-01-07,project-17,cloud-sql,us-east1,sandbox,platform,reliability,44.966,5.33,0.804,142.578,77.107,1
devops-ci-026-00188,2026-01-08,project-07,vertex-ai,us-central1,staging,finops,quality,31.054,8.597,0.564,111.367,66.91,0
devops-ci-026-00189,2026-01-09,project-12,cloud-sql,europe-west1,staging,finops,latency,26.965,6.39,0.394,119.023,55.495,0
devops-ci-026-00190,2026-01-10,project-08,compute,asia-south1,prod,security,security,71.318,12.313,0.549,252.495,100,1
devops-ci-026-00191,2026-01-11,project-19,bigquery,us-east1,prod,data,cost,59.569,16.387,0.462,28.841,79.461,1
devops-ci-026-00192,2026-01-12,project-22,vertex-ai,us-east1,sandbox,data,latency,13.611,10.652,0.43,67.308,54.484,0
devops-ci-026-00193,2026-01-13,project-19,cloud-run,us-east1,prod,finops,reliability,44.935,14.364,0.2,37.777,61.752,0
devops-ci-026-00194,2026-01-14,project-20,vertex-ai,us-central1,prod,data,latency,74.459,7.338,0.821,156.52,94.743,1
devops-ci-026-00195,2026-01-15,project-03,gke,europe-west1,prod,data,security,86.367,5.552,0.244,212.961,82.78,1
devops-ci-026-00196,2026-01-16,project-04,gke,us-central1,dev,backend,cost,22.814,12.056,0.392,212.932,80.888,1
devops-ci-026-00197,2026-01-17,project-17,compute,us-east1,sandbox,finops,security,37.607,11.287,0.328,80.98,62.788,0
devops-ci-026-00198,2026-01-18,project-11,cloud-run,europe-west1,prod,platform,cost,41.441,9.025,0.373,200.786,77.899,1
devops-ci-026-00199,2026-01-19,project-18,cloud-run,global,prod,mlops,security,62.226,6.801,0.751,96.995,78.078,1
devops-ci-026-00200,2026-01-20,project-12,cloud-sql,us-east1,prod,platform,cost,73.119,11.698,0.59,165.19,97.627,1
devops-ci-026-00201,2026-01-21,project-18,cloud-run,europe-west1,prod,platform,latency,85.307,6.609,0.562,129.998,83.906,1
devops-ci-026-00202,2026-01-22,project-11,compute,us-east1,dev,finops,reliability,49.139,15.559,0.606,209.628,100,1
devops-ci-026-00203,2026-01-23,project-09,bigquery,europe-west1,prod,security,reliability,64.042,8.082,0.715,86.902,78.971,1
devops-ci-026-00204,2026-01-24,project-02,gke,global,sandbox,mlops,cost,49.653,20.057,0.738,141.934,100,1
devops-ci-026-00205,2026-01-25,project-04,cloud-run,global,prod,platform,reliability,49.526,8.5,0.457,170.501,78.027,1
devops-ci-026-00206,2026-01-26,project-14,cloud-sql,global,prod,data,cost,42.532,14.908,0.637,140.697,92.485,1
devops-ci-026-00207,2026-01-27,project-07,bigquery,global,prod,platform,quality,52.942,15.238,0.738,99.255,94.39,1
devops-ci-026-00208,2026-01-28,project-16,cloud-run,europe-west1,prod,mlops,reliability,60.761,5.47,0.412,121.723,66.201,1
devops-ci-026-00209,2026-01-29,project-09,pubsub,asia-south1,prod,platform,quality,58.024,8.263,0.701,88.479,77.027,1
devops-ci-026-00210,2026-01-30,project-24,pubsub,europe-west1,prod,data,quality,62.0,7.922,0.178,104.372,61.636,1
devops-ci-026-00211,2026-01-31,project-06,bigquery,us-east1,dev,backend,cost,50.666,8.744,0.49,66.753,65.021,1
devops-ci-026-00212,2026-02-01,project-18,cloud-sql,us-central1,dev,security,reliability,34.173,7.649,0.465,56.916,54.383,0
devops-ci-026-00213,2026-02-02,project-11,vertex-ai,us-central1,prod,platform,security,86.756,3.465,0.386,146.039,73.257,1
devops-ci-026-00214,2026-02-03,project-11,vertex-ai,us-central1,prod,backend,quality,56.729,12.913,0.338,161.04,85.3,1
devops-ci-026-00215,2026-02-04,project-07,cloud-sql,us-east1,staging,data,quality,33.317,5.024,0.7,169.016,72.532,1
devops-ci-026-00216,2026-02-05,project-03,gke,us-central1,dev,mlops,quality,28.039,19.531,0.524,113.622,90.296,1
devops-ci-026-00217,2026-02-06,project-15,pubsub,asia-south1,prod,finops,latency,47.961,4.433,0.47,71.343,53.984,0
devops-ci-026-00218,2026-02-07,project-14,cloud-sql,global,sandbox,security,cost,35.636,14.284,0.493,49.212,70.234,1
devops-ci-026-00219,2026-02-08,project-14,cloud-run,europe-west1,dev,mlops,security,35.033,14.232,1.031,141.309,100,1
