record_id,event_date,project_name,service_name,gcp_region,environment,owning_team,signal_category,metric_a,metric_b,metric_c,metric_d,risk_score,quality_issue
data-quality-068-00040,2026-02-09,project-23,compute,global,prod,platform,quality,64.269,7.958,0.733,16.897,69.182,1
data-quality-068-00041,2026-02-10,project-17,gke,us-east1,prod,security,reliability,73.949,3.268,0.796,184.361,88.253,1
data-quality-068-00042,2026-02-11,project-09,pubsub,asia-south1,sandbox,mlops,quality,48.05,9.703,0.394,105.03,68.565,1
data-quality-068-00043,2026-02-12,project-10,cloud-sql,us-central1,sandbox,platform,latency,28.211,15.343,0.713,106.556,86.169,1
data-quality-068-00044,2026-02-13,project-23,pubsub,us-east1,staging,security,cost,35.41,7.749,0.581,67.701,60.683,0
data-quality-068-00045,2026-02-14,project-17,bigquery,asia-south1,dev,platform,quality,20.208,16.814,0.486,90.683,76.54,1
data-quality-068-00046,2026-02-15,project-07,compute,us-east1,staging,data,reliability,54.877,15.759,0.341,198.998,96.933,1
data-quality-068-00047,2026-02-16,project-12,cloud-run,europe-west1,sandbox,backend,cost,55.782,9.992,0.806,173.264,96.316,1
data-quality-068-00048,2026-02-17,project-12,bigquery,europe-west1,prod,finops,quality,79.057,8.519,0.675,187.534,98.521,1
data-quality-068-00049,2026-02-18,project-13,gke,us-east1,prod,finops,cost,60.602,12.78,0.742,68.571,87.001,1
data-quality-068-00050,2026-02-19,project-07,pubsub,asia-south1,dev,data,cost,40.027,8.443,0.458,170.523,74.608,0
data-quality-068-00051,2026-02-20,project-16,cloud-sql,us-central1,dev,data,quality,51.061,17.849,0.219,98.264,81.514,1
data-quality-068-00052,2026-02-21,project-15,compute,us-east1,prod,backend,security,50.413,8.202,0.309,225.818,80.529,1
data-quality-068-00053,2026-02-22,project-14,vertex-ai,europe-west1,sandbox,finops,security,78.57,7.134,0.593,94.812,78.727,1
data-quality-068-00054,2026-02-23,project-08,pubsub,us-central1,prod,mlops,quality,69.377,13.781,0.547,106.414,91.101,1
data-quality-068-00055,2026-02-24,project-06,pubsub,asia-south1,dev,data,cost,28.605,6.301,0.895,184.08,82.884,1
data-quality-068-00056,2026-02-25,project-15,cloud-run,us-east1,prod,backend,quality,55.01,6.872,0.147,137.923,60.547,0
data-quality-068-00057,2026-02-26,project-16,bigquery,us-central1,dev,mlops,cost,40.306,14.635,0.573,73.272,78.996,1
data-quality-068-00058,2026-02-27,project-01,compute,global,prod,data,quality,66.964,9.865,0.566,93.003,79.829,1
data-quality-068-00059,2026-02-28,project-23,cloud-sql,europe-west1,prod,mlops,reliability,63.095,8.275,0.509,152.502,81.446,1
data-quality-068-00060,2026-03-01,project-23,gke,us-central1,sandbox,data,reliability,48.925,8.751,0.891,160.163,92.085,1
data-quality-068-00061,2026-03-02,project-05,pubsub,global,dev,backend,latency,8.687,4.618,0.079,121.578,34.311,0
data-quality-068-00062,2026-03-03,project-23,cloud-sql,global,sandbox,platform,latency,44.122,5.955,0.571,145.268,70.508,1
data-quality-068-00063,2026-03-04,project-12,bigquery,global,dev,platform,reliability,49.775,17.53,0.67,78.365,93.203,1
data-quality-068-00064,2026-03-05,project-22,compute,us-central1,prod,mlops,security,72.789,16.024,0.521,101.956,95.969,1
data-quality-068-00065,2026-03-06,project-19,bigquery,us-central1,prod,platform,security,79.259,3.664,0.568,131.263,75.313,1
data-quality-068-00066,2026-03-07,project-21,pubsub,us-east1,prod,mlops,cost,70.034,4.679,0.662,167.456,83.02,1
data-quality-068-00067,2026-03-08,project-23,vertex-ai,us-east1,staging,platform,security,51.008,3.179,0.522,79.689,55.162,0
data-quality-068-00068,2026-03-09,project-19,pubsub,global,staging,mlops,latency,31.849,13.243,0.233,128.646,68.963,0
data-quality-068-00069,2026-03-10,project-11,vertex-ai,us-east1,prod,mlops,quality,66.243,5.899,0.682,94.733,74.635,1
data-quality-068-00070,2026-03-11,project-14,pubsub,us-central1,staging,platform,security,46.878,15.381,0.952,144.182,100,1
data-quality-068-00071,2026-03-12,project-24,cloud-sql,asia-south1,prod,platform,latency,86.889,14.147,0.444,180.552,100,1
data-quality-068-00072,2026-03-13,project-08,cloud-sql,asia-south1,dev,security,cost,52.368,9.289,0.503,138.463,77.801,1
data-quality-068-00073,2026-03-14,project-20,compute,europe-west1,dev,platform,quality,58.906,4.888,0.669,140.634,75.947,1
data-quality-068-00074,2026-03-15,project-01,cloud-sql,us-east1,dev,platform,cost,64.018,14.681,0.46,119.963,90.257,1
data-quality-068-00075,2026-03-16,project-12,vertex-ai,europe-west1,dev,mlops,cost,31.983,8.137,0.967,107.821,79.749,1
data-quality-068-00076,2026-03-17,project-05,vertex-ai,us-central1,sandbox,platform,latency,20.24,16.692,0.699,95.146,84.372,1
data-quality-068-00077,2026-03-18,project-11,pubsub,europe-west1,staging,platform,reliability,64.306,4.687,0.53,126.02,70.371,1
data-quality-068-00078,2026-03-19,project-03,cloud-run,us-east1,dev,finops,latency,54.224,9.952,0.785,130.333,88.682,1
data-quality-068-00079,2026-03-20,project-16,vertex-ai,us-east1,prod,security,quality,76.299,14.081,0.502,117.356,94.245,1
data-quality-068-00080,2026-03-21,project-13,cloud-sql,asia-south1,sandbox,security,quality,44.523,8.477,0.766,72.206,72.703,1
data-quality-068-00081,2026-03-22,project-15,compute,global,prod,backend,quality,33.427,6.745,0.593,198.702,77.17,1
data-quality-068-00082,2026-03-23,project-22,compute,us-central1,sandbox,platform,reliability,43.281,24.393,0.84,82.661,100,1
data-quality-068-00083,2026-03-24,project-11,pubsub,us-east1,prod,mlops,cost,57.082,16.363,0.595,98.864,93.402,1
data-quality-068-00084,2026-03-25,project-10,cloud-run,asia-south1,prod,data,security,76.589,4.647,0.902,118.991,86.572,1
data-quality-068-00085,2026-03-26,project-20,compute,global,prod,mlops,security,70.091,9.177,0.345,127.581,76.625,1
data-quality-068-00086,2026-03-27,project-24,gke,us-east1,prod,backend,quality,87.324,10.167,0.536,63.013,82.236,1
data-quality-068-00087,2026-03-28,project-07,vertex-ai,us-central1,dev,security,reliability,51.368,12.383,0.441,128.68,81.073,1
data-quality-068-00088,2026-03-29,project-11,gke,us-east1,prod,backend,reliability,55.02,10.061,0.247,126.335,69.802,1
data-quality-068-00089,2026-03-30,project-12,cloud-run,asia-south1,prod,finops,cost,66.085,11.206,0.431,155.191,86.994,1
data-quality-068-00090,2026-03-31,project-14,compute,asia-south1,prod,mlops,quality,50.687,7.664,0.642,91.666,71.461,1
data-quality-068-00091,2026-04-01,project-08,compute,global,staging,security,latency,33.252,17.997,0.737,77.657,90.751,1
data-quality-068-00092,2026-04-02,project-20,bigquery,europe-west1,dev,platform,security,30.377,6.863,0.603,65.111,57.246,0
data-quality-068-00093,2026-04-03,project-15,pubsub,europe-west1,prod,backend,security,90.374,10.685,0.478,130.985,92.395,1
data-quality-068-00094,2026-04-04,project-10,compute,us-east1,sandbox,finops,cost,48.771,12.932,0.349,0.0,59.46,0
data-quality-068-00095,2026-04-05,project-14,bigquery,asia-south1,prod,mlops,cost,30.802,8.26,0.457,88.479,58.952,0
data-quality-068-00096,2026-04-06,project-13,vertex-ai,global,prod,data,latency,69.147,7.028,0.775,183.777,94.526,1
data-quality-068-00097,2026-04-07,project-24,cloud-run,us-central1,prod,platform,security,54.941,7.462,0.444,169.93,76.962,1
data-quality-068-00098,2026-04-08,project-05,cloud-run,asia-south1,dev,mlops,reliability,49.285,3.253,0.571,67.496,54.668,0
data-quality-068-00099,2026-04-09,project-22,cloud-sql,europe-west1,sandbox,platform,security,30.917,15.069,0.495,39.001,68.995,0
data-quality-068-00100,2026-04-10,project-05,compute,asia-south1,sandbox,platform,quality,56.296,8.897,0.665,148.71,85.425,1
data-quality-068-00101,2026-04-11,project-18,compute,europe-west1,prod,data,latency,44.404,11.027,0.292,179.24,77.63,1
data-quality-068-00102,2026-04-12,project-11,vertex-ai,global,prod,mlops,security,59.125,8.547,0.683,72.648,75.136,0
data-quality-068-00103,2026-04-13,project-13,cloud-run,global,prod,backend,security,57.328,13.92,0.347,159.756,87.988,1
data-quality-068-00104,2026-04-14,project-04,cloud-sql,us-east1,dev,data,cost,62.539,15.765,0.597,147.86,100,1
data-quality-068-00105,2026-04-15,project-04,compute,asia-south1,prod,data,cost,66.713,10.76,0.831,30.939,82.053,1
data-quality-068-00106,2026-04-16,project-22,cloud-sql,global,prod,backend,reliability,66.511,17.414,0.486,57.403,89.293,1
data-quality-068-00107,2026-04-17,project-18,bigquery,us-central1,sandbox,security,security,35.882,14.031,0.403,213.538,90.544,1
data-quality-068-00108,2026-04-18,project-05,gke,us-central1,staging,data,reliability,33.806,9.233,0.363,156.269,68.87,1
data-quality-068-00109,2026-04-19,project-11,vertex-ai,europe-west1,prod,platform,quality,76.812,8.425,0.398,146.392,81.821,1
data-quality-068-00110,2026-04-20,project-07,cloud-run,us-central1,prod,data,cost,77.93,7.404,0.313,152.344,77.723,1
data-quality-068-00111,2026-04-21,project-18,compute,global,sandbox,platform,quality,46.407,21.11,0.509,114.834,100,1
data-quality-068-00112,2026-04-22,project-21,cloud-run,us-central1,prod,finops,reliability,60.665,12.636,0.53,90.313,82.437,1
data-quality-068-00113,2026-04-23,project-24,vertex-ai,europe-west1,dev,finops,security,39.628,5.231,0.626,213.697,79.15,1
data-quality-068-00114,2026-04-24,project-22,cloud-run,us-east1,dev,security,cost,42.474,9.109,0.661,124.967,77.48,1
data-quality-068-00115,2026-04-25,project-15,gke,asia-south1,prod,security,cost,75.17,11.342,0.544,144.226,92.847,1
data-quality-068-00116,2026-04-26,project-18,pubsub,us-central1,sandbox,data,quality,35.672,6.306,0.504,253.637,81.828,1
data-quality-068-00117,2026-04-27,project-09,gke,asia-south1,staging,finops,reliability,8.748,12.914,0.631,43.29,61.593,1
data-quality-068-00118,2026-04-28,project-03,compute,asia-south1,staging,finops,reliability,31.819,21.059,0.923,109.321,100,1
data-quality-068-00119,2026-04-29,project-21,bigquery,us-central1,prod,data,reliability,92.762,15.382,0.674,33.297,96.804,1
data-quality-068-00120,2026-04-30,project-11,cloud-run,us-east1,staging,mlops,latency,45.079,17.35,0.469,43.401,79.005,1
data-quality-068-00121,2026-05-01,project-03,cloud-run,asia-south1,staging,data,security,35.558,8.234,0.577,111.092,68.054,1
data-quality-068-00122,2026-05-02,project-03,compute,asia-south1,prod,platform,quality,69.818,8.84,0.833,83.421,86.384,1
data-quality-068-00123,2026-05-03,project-18,cloud-run,global,dev,security,latency,40.118,5.89,0.589,178.316,74.404,1
data-quality-068-00124,2026-05-04,project-14,compute,us-east1,prod,mlops,quality,77.798,9.242,0.504,135.647,86.216,1
data-quality-068-00125,2026-05-05,project-19,bigquery,us-central1,sandbox,security,cost,42.836,12.685,0.58,132.792,84.256,1
data-quality-068-00126,2026-05-06,project-14,vertex-ai,europe-west1,dev,security,security,75.732,5.019,0.303,47.328,55.724,0
data-quality-068-00127,2026-05-07,project-11,compute,us-central1,sandbox,mlops,reliability,84.636,6.016,0.196,193.038,78.671,1
data-quality-068-00128,2026-05-08,project-20,bigquery,us-central1,staging,data,cost,11.154,11.133,0.416,131.682,63.645,1
data-quality-068-00129,2026-05-09,project-23,vertex-ai,asia-south1,prod,data,quality,47.8,6.693,0.631,63.327,63.667,0
data-quality-068-00130,2026-05-10,project-17,vertex-ai,us-east1,prod,platform,reliability,103.275,8.431,0.575,171.485,100,1
data-quality-068-00131,2026-05-11,project-04,cloud-sql,us-east1,prod,platform,reliability,54.482,5.192,0.689,27.183,59.263,0
data-quality-068-00132,2026-05-12,project-23,compute,us-east1,staging,security,quality,67.202,8.273,0.776,262.074,100,1
data-quality-068-00133,2026-05-13,project-11,bigquery,us-central1,prod,security,latency,50.984,5.27,0.511,146.085,69.33,0
data-quality-068-00134,2026-05-14,project-11,vertex-ai,us-central1,prod,finops,cost,56.081,22.138,0.512,203.193,100,1
data-quality-068-00135,2026-05-15,project-03,compute,asia-south1,prod,data,security,59.945,4.44,0.635,74.55,64.438,0
data-quality-068-00136,2026-05-16,project-16,vertex-ai,us-east1,prod,finops,security,102.616,2.933,0.59,93.25,77.008,1
data-quality-068-00137,2026-05-17,project-22,bigquery,europe-west1,prod,data,reliability,110.0,4.749,0.514,126.98,86.089,1
data-quality-068-00138,2026-05-18,project-16,compute,europe-west1,prod,finops,security,28.868,18.244,0.613,52.041,81.717,1
data-quality-068-00139,2026-05-19,project-21,cloud-sql,us-east1,dev,finops,cost,78.428,6.305,0.642,104.88,79.926,1
data-quality-068-00140,2026-05-20,project-20,compute,us-east1,prod,finops,reliability,64.887,17.302,0.47,104.029,94.703,1
data-quality-068-00141,2026-05-21,project-23,vertex-ai,europe-west1,staging,data,quality,40.626,11.413,0.301,160.104,74.733,1
data-quality-068-00142,2026-05-22,project-06,pubsub,us-east1,prod,data,latency,23.652,10.751,0.834,62.55,71.676,1
data-quality-068-00143,2026-05-23,project-14,compute,europe-west1,sandbox,data,security,70.974,8.101,0.728,148.36,90.859,1
data-quality-068-00144,2026-05-24,project-06,compute,us-east1,prod,platform,cost,101.008,9.624,0.51,139.878,96.058,1
data-quality-068-00145,2026-05-25,project-07,bigquery,us-central1,staging,finops,latency,22.629,9.958,0.385,211.123,75.419,1
data-quality-068-00146,2026-05-26,project-24,compute,global,prod,platform,latency,58.779,5.7,0.462,131.683,69.246,0
data-quality-068-00147,2026-05-27,project-16,cloud-sql,us-east1,dev,backend,quality,21.841,11.114,0.357,35.222,51.209,0
data-quality-068-00148,2026-05-28,project-03,cloud-sql,asia-south1,dev,finops,quality,74.561,6.413,0.487,146.728,79.503,1
data-quality-068-00149,2026-05-29,project-23,gke,europe-west1,sandbox,security,cost,18.445,6.25,0.571,146.633,62.408,1
data-quality-068-00150,2026-05-30,project-13,bigquery,us-central1,prod,finops,quality,82.071,4.614,0.314,111.892,66.798,0
data-quality-068-00151,2026-05-31,project-17,pubsub,global,sandbox,security,reliability,19.385,18.85,0.677,108.462,90.28,1
data-quality-068-00152,2026-06-01,project-12,pubsub,asia-south1,staging,finops,security,77.786,7.146,0.476,170.232,85.385,1
data-quality-068-00153,2026-06-02,project-02,cloud-run,us-east1,sandbox,security,cost,81.045,5.284,0.21,105.985,63.501,1
data-quality-068-00154,2026-06-03,project-09,pubsub,global,staging,platform,reliability,53.935,21.178,0.559,81.622,99.761,1
data-quality-068-00155,2026-06-04,project-18,gke,asia-south1,prod,data,latency,121.007,10.234,0.689,37.259,95.78,1
data-quality-068-00156,2026-06-05,project-20,cloud-sql,us-central1,dev,mlops,latency,29.862,11.091,0.561,110.175,72.033,1
data-quality-068-00157,2026-06-06,project-24,cloud-run,global,prod,backend,cost,70.22,7.021,0.674,95.147,78.425,1
data-quality-068-00158,2026-06-07,project-19,pubsub,us-east1,prod,mlops,quality,59.922,6.413,0.528,122.429,72.271,0
data-quality-068-00159,2026-06-08,project-18,gke,us-central1,dev,backend,latency,31.316,23.882,0.457,101.743,97.518,1
data-quality-068-00160,2026-06-09,project-19,bigquery,us-central1,prod,mlops,reliability,60.587,5.799,0.515,148.958,74.484,1
data-quality-068-00161,2026-06-10,project-11,cloud-run,us-east1,sandbox,security,latency,59.942,10.558,0.688,72.703,80.298,1
data-quality-068-00162,2026-06-11,project-24,vertex-ai,us-east1,prod,backend,quality,58.597,12.602,0.62,239.987,100,1
data-quality-068-00163,2026-06-12,project-06,cloud-sql,us-east1,prod,finops,latency,80.557,12.773,0.673,152.238,100,1
data-quality-068-00164,2026-06-13,project-08,bigquery,europe-west1,sandbox,data,latency,44.731,5.044,0.544,85.901,58.992,1
data-quality-068-00165,2026-06-14,project-22,cloud-run,global,prod,mlops,quality,101.177,10.808,0.569,136.378,100,1
data-quality-068-00166,2026-06-15,project-05,bigquery,us-east1,prod,security,reliability,68.544,4.849,0.58,133.712,75.104,1
data-quality-068-00167,2026-06-16,project-24,bigquery,europe-west1,staging,backend,cost,66.3,11.097,0.141,124.841,72.239,1
data-quality-068-00168,2026-06-17,project-13,vertex-ai,global,prod,finops,reliability,68.17,12.155,0.635,240.359,100,1
data-quality-068-00169,2026-06-18,project-06,vertex-ai,us-east1,dev,mlops,latency,45.912,5.907,0.603,139.566,71.311,1
data-quality-068-00170,2026-06-19,project-21,cloud-sql,asia-south1,dev,security,quality,74.34,3.232,0.478,190.583,78.084,1
data-quality-068-00171,2026-06-20,project-19,pubsub,us-east1,dev,security,latency,66.902,4.304,0.498,119.456,68.309,0
data-quality-068-00172,2026-06-21,project-20,gke,us-central1,staging,data,reliability,68.257,5.067,0.504,74.331,64.193,0
data-quality-068-00173,2026-06-22,project-21,bigquery,us-east1,sandbox,backend,quality,28.314,10.283,0.725,97.9,73.556,1
data-quality-068-00174,2026-06-23,project-16,cloud-sql,europe-west1,prod,mlops,reliability,63.387,7.769,0.766,138.718,87.353,1
data-quality-068-00175,2026-06-24,project-22,cloud-sql,asia-south1,prod,data,quality,97.131,9.022,0.436,168.908,94.94,1
data-quality-068-00176,2026-06-25,project-22,pubsub,us-east1,staging,security,reliability,17.511,8.328,0.403,114.114,56.307,0
data-quality-068-00177,2026-06-26,project-11,cloud-sql,asia-south1,sandbox,data,security,45.012,16.826,0.707,87.284,92.489,1
data-quality-068-00178,2026-06-27,project-08,compute,global,dev,backend,reliability,59.496,9.501,0.447,147.844,80.198,1
data-quality-068-00179,2026-06-28,project-16,pubsub,global,staging,mlops,security,28.483,14.085,0.603,146.876,85.358,1
data-quality-068-00180,2026-06-29,project-23,bigquery,us-east1,dev,data,latency,40.499,8.748,0.611,103.318,71.039,1
data-quality-068-00181,2026-01-01,project-15,vertex-ai,europe-west1,sandbox,finops,reliability,31.25,14.252,0.618,63.587,75.095,1
data-quality-068-00182,2026-01-02,project-18,bigquery,europe-west1,sandbox,mlops,security,42.277,9.59,0.671,46.369,67.421,1
data-quality-068-00183,2026-01-03,project-23,gke,us-east1,staging,finops,cost,66.34,22.845,0.679,111.935,100,1
data-quality-068-00184,2026-01-04,project-12,cloud-run,asia-south1,prod,backend,latency,56.993,14.492,0.918,194.979,100,1
data-quality-068-00185,2026-01-05,project-08,cloud-run,us-central1,staging,finops,quality,66.18,3.18,0.621,193.979,80.607,1
data-quality-068-00186,2026-01-06,project-07,cloud-sql,us-central1,prod,mlops,reliability,69.673,10.604,0.382,139.17,82.794,1
data-quality-068-00187,2026-01-07,project-02,gke,us-central1,staging,backend,cost,48.461,15.906,0.783,184.062,100,1
data-quality-068-00188,2026-01-08,project-01,cloud-run,us-east1,prod,mlops,reliability,89.828,8.873,0.59,35.324,77.945,1
data-quality-068-00189,2026-01-09,project-21,cloud-run,global,prod,security,reliability,59.028,7.04,0.66,140.473,80.672,1
data-quality-068-00190,2026-01-10,project-13,cloud-sql,us-central1,sandbox,finops,quality,17.169,9.943,0.353,178.68,67.622,1
data-quality-068-00191,2026-01-11,project-19,cloud-sql,global,prod,security,latency,46.811,7.295,0.464,169.916,74.425,1
data-quality-068-00192,2026-01-12,project-19,bigquery,asia-south1,staging,finops,latency,59.118,2.681,0.767,91.146,67.084,0
data-quality-068-00193,2026-01-13,project-24,vertex-ai,us-east1,dev,data,cost,31.142,7.438,0.627,199.191,79.249,1
data-quality-068-00194,2026-01-14,project-08,vertex-ai,asia-south1,prod,mlops,latency,94.488,9.241,0.929,171.194,100,1
data-quality-068-00195,2026-01-15,project-01,cloud-sql,europe-west1,dev,security,cost,10.035,16.861,0.77,36.578,75.139,1
data-quality-068-00196,2026-01-16,project-01,bigquery,us-central1,staging,data,reliability,40.972,8.222,0.436,157.888,71.81,0
data-quality-068-00197,2026-01-17,project-22,gke,asia-south1,sandbox,mlops,security,23.074,8.149,0.514,177.991,71.037,0
data-quality-068-00198,2026-01-18,project-15,compute,europe-west1,dev,platform,reliability,51.804,6.856,0.386,176.843,73.428,1
data-quality-068-00199,2026-01-19,project-24,compute,us-east1,dev,backend,cost,53.996,9.688,0.421,145.309,77.43,1
data-quality-068-00200,2026-01-20,project-13,cloud-sql,europe-west1,sandbox,security,security,45.421,9.786,0.453,0.0,54.586,0
data-quality-068-00201,2026-01-21,project-17,cloud-run,asia-south1,prod,mlops,latency,76.646,10.848,0.681,188.06,100,1
data-quality-068-00202,2026-01-22,project-06,compute,us-central1,prod,finops,security,58.89,9.559,0.958,162.469,100,1
data-quality-068-00203,2026-01-23,project-12,cloud-sql,asia-south1,prod,mlops,quality,54.035,13.445,0.671,85.495,86.237,1
data-quality-068-00204,2026-01-24,project-01,pubsub,global,prod,data,security,56.866,14.071,0.562,115.521,89.252,1
data-quality-068-00205,2026-01-25,project-12,cloud-sql,global,prod,platform,latency,85.899,10.22,1.042,120.238,100,1
data-quality-068-00206,2026-01-26,project-05,cloud-run,us-east1,staging,platform,security,34.789,9.095,0.3,179.302,70.046,0
data-quality-068-00207,2026-01-27,project-07,compute,us-east1,staging,platform,latency,26.015,9.524,0.628,109.299,69.247,0
data-quality-068-00208,2026-01-28,project-23,gke,europe-west1,staging,security,reliability,37.139,11.61,0.513,49.611,65.279,0
data-quality-068-00209,2026-01-29,project-16,cloud-sql,europe-west1,prod,finops,latency,64.456,9.858,0.522,161.845,87.434,1
data-quality-068-00210,2026-01-30,project-23,pubsub,asia-south1,sandbox,mlops,security,20.333,15.784,0.647,245.926,100,1
data-quality-068-00211,2026-01-31,project-18,cloud-sql,us-central1,prod,backend,reliability,97.688,8.63,0.688,72.621,88.998,1
data-quality-068-00212,2026-02-01,project-06,vertex-ai,us-central1,prod,security,security,29.952,12.899,0.646,48.474,70.26,1
data-quality-068-00213,2026-02-02,project-16,pubsub,europe-west1,staging,backend,reliability,70.745,15.165,0.257,120.515,86.716,1
data-quality-068-00214,2026-02-03,project-15,pubsub,us-east1,dev,data,cost,59.69,8.562,0.55,126.839,78.617,1
data-quality-068-00215,2026-02-04,project-07,pubsub,asia-south1,prod,security,reliability,69.89,11.022,0.726,84.763,87.951,1
data-quality-068-00216,2026-02-05,project-03,bigquery,us-east1,sandbox,finops,quality,46.157,17.976,0.708,198.982,100,1
data-quality-068-00217,2026-02-06,project-04,cloud-sql,us-east1,prod,backend,reliability,44.389,7.229,0.538,76.638,62.41,0
data-quality-068-00218,2026-02-07,project-04,bigquery,global,dev,mlops,security,82.374,18.269,0.444,191.754,100,1
data-quality-068-00219,2026-02-08,project-13,gke,asia-south1,staging,finops,reliability,69.959,6.369,0.123,135.486,63.41,1
data-quality-068-00220,2026-02-09,project-11,gke,us-east1,staging,platform,quality,47.844,14.635,0.848,57.604,88.974,1
data-quality-068-00221,2026-02-10,project-15,cloud-sql,global,prod,mlops,quality,53.994,15.303,0.655,133.096,96.94,1
data-quality-068-00222,2026-02-11,project-09,bigquery,europe-west1,prod,mlops,security,44.118,6.845,0.776,128.586,77.325,1
data-quality-068-00223,2026-02-12,project-09,cloud-run,us-east1,prod,platform,security,97.526,6.724,0.964,14.146,85.626,1
