record_id,event_date,project_name,service_name,gcp_region,environment,owning_team,signal_category,metric_a,metric_b,metric_c,metric_d,risk_score,budget_breach
finops-budget-049-00101,2026-04-11,project-01,bigquery,us-central1,prod,platform,quality,51.154,4.329,0.407,163.957,66.16,0
finops-budget-049-00102,2026-04-12,project-15,compute,us-east1,prod,backend,cost,113.597,5.702,0.376,112.312,82.602,1
finops-budget-049-00103,2026-04-13,project-15,cloud-sql,asia-south1,dev,data,reliability,22.52,7.871,0.646,131.353,68.013,1
finops-budget-049-00104,2026-04-14,project-04,vertex-ai,asia-south1,dev,finops,quality,62.662,6.274,0.321,116.587,64.808,0
finops-budget-049-00105,2026-04-15,project-02,cloud-run,asia-south1,sandbox,backend,latency,36.813,24.397,0.909,98.117,100,1
finops-budget-049-00106,2026-04-16,project-15,bigquery,europe-west1,sandbox,security,quality,27.857,30.657,0.351,53.261,100,1
finops-budget-049-00107,2026-04-17,project-06,cloud-run,europe-west1,sandbox,mlops,reliability,0.0,13.164,0.933,105.956,78.823,1
finops-budget-049-00108,2026-04-18,project-09,bigquery,asia-south1,sandbox,security,reliability,39.504,5.897,0.628,80.542,61.312,0
finops-budget-049-00109,2026-04-19,project-19,bigquery,europe-west1,prod,backend,latency,83.65,3.923,0.474,39.546,60.788,0
finops-budget-049-00110,2026-04-20,project-23,bigquery,us-east1,dev,mlops,reliability,59.863,11.58,0.602,187.041,96.319,1
finops-budget-049-00111,2026-04-21,project-12,gke,global,prod,mlops,security,35.752,12.782,0.413,94.614,70.591,1
finops-budget-049-00112,2026-04-22,project-08,bigquery,europe-west1,staging,platform,reliability,30.711,5.128,0.436,92.587,51.476,0
finops-budget-049-00113,2026-04-23,project-08,gke,europe-west1,prod,finops,latency,58.584,7.411,0.753,183.966,90.98,1
finops-budget-049-00114,2026-04-24,project-09,compute,us-central1,dev,finops,reliability,20.357,7.127,0.1,103.311,42.321,0
finops-budget-049-00115,2026-04-25,project-08,gke,europe-west1,dev,mlops,quality,76.18,8.42,0.461,102.048,77.327,1
finops-budget-049-00116,2026-04-26,project-01,vertex-ai,asia-south1,prod,backend,latency,69.572,8.146,0.781,113.799,87.288,1
finops-budget-049-00117,2026-04-27,project-02,gke,asia-south1,staging,security,latency,71.668,4.539,0.647,158.815,81.48,1
finops-budget-049-00118,2026-04-28,project-16,cloud-run,us-east1,prod,mlops,security,41.316,4.37,0.679,203.06,78.035,1
finops-budget-049-00119,2026-04-29,project-07,bigquery,europe-west1,sandbox,mlops,reliability,25.667,11.049,0.653,109.869,73.642,0
finops-budget-049-00120,2026-04-30,project-09,gke,europe-west1,staging,security,quality,39.991,13.217,0.482,159.818,85.013,1
finops-budget-049-00121,2026-05-01,project-13,cloud-sql,global,prod,finops,latency,44.556,6.507,0.63,113.704,69.409,1
finops-budget-049-00122,2026-05-02,project-12,vertex-ai,us-central1,prod,data,cost,61.217,12.57,0.267,49.348,67.298,1
finops-budget-049-00123,2026-05-03,project-06,pubsub,us-central1,prod,backend,security,85.112,8.487,0.672,50.879,80.532,1
finops-budget-049-00124,2026-05-04,project-05,bigquery,asia-south1,prod,platform,quality,69.522,15.499,0.743,117.095,100,1
finops-budget-049-00125,2026-05-05,project-03,pubsub,asia-south1,sandbox,backend,latency,60.058,13.367,0.336,85.698,76.468,1
finops-budget-049-00126,2026-05-06,project-10,cloud-sql,asia-south1,sandbox,backend,security,17.525,7.475,0.635,127.111,64.337,1
finops-budget-049-00127,2026-05-07,project-23,compute,us-east1,staging,backend,quality,38.155,18.062,0.459,101.368,86.347,1
finops-budget-049-00128,2026-05-08,project-20,bigquery,us-central1,dev,platform,quality,93.521,8.656,0.6,106.11,89.404,1
finops-budget-049-00129,2026-05-09,project-07,vertex-ai,asia-south1,prod,backend,cost,61.618,4.922,0.65,76.547,66.964,1
finops-budget-049-00130,2026-05-10,project-21,gke,asia-south1,dev,platform,security,43.707,3.273,0.441,153.437,60.746,0
finops-budget-049-00131,2026-05-11,project-16,compute,europe-west1,dev,platform,security,44.754,10.766,0.577,116.576,77.98,1
finops-budget-049-00132,2026-05-12,project-08,cloud-run,asia-south1,sandbox,backend,cost,57.798,3.929,0.492,157.95,69.651,1
finops-budget-049-00133,2026-05-13,project-07,cloud-run,europe-west1,prod,mlops,latency,50.767,10.109,0.779,117.326,85.731,1
finops-budget-049-00134,2026-05-14,project-01,cloud-run,us-central1,prod,finops,quality,57.429,14.51,0.461,126.637,88.56,1
finops-budget-049-00135,2026-05-15,project-20,vertex-ai,europe-west1,dev,platform,latency,28.737,7.589,0.554,99.066,61.603,0
finops-budget-049-00136,2026-05-16,project-01,bigquery,global,prod,mlops,latency,49.893,8.12,0.439,161.527,75.33,1
finops-budget-049-00137,2026-05-17,project-05,pubsub,global,sandbox,backend,cost,110.506,5.241,0.464,170.151,91.96,1
finops-budget-049-00138,2026-05-18,project-17,cloud-sql,us-east1,staging,finops,security,72.798,10.557,0.236,220.556,90.537,1
finops-budget-049-00139,2026-05-19,project-11,vertex-ai,asia-south1,dev,platform,cost,52.698,11.549,0.329,71.334,67.31,1
finops-budget-049-00140,2026-05-20,project-10,pubsub,global,staging,backend,cost,34.615,4.65,0.68,156.046,69.522,1
finops-budget-049-00141,2026-05-21,project-19,gke,us-central1,dev,platform,quality,73.915,4.138,0.589,27.559,60.16,0
finops-budget-049-00142,2026-05-22,project-21,cloud-sql,us-central1,dev,finops,cost,56.114,8.185,0.864,63.971,78.307,1
finops-budget-049-00143,2026-05-23,project-02,vertex-ai,us-east1,staging,finops,security,22.373,5.75,0.368,163.108,57.914,0
finops-budget-049-00144,2026-05-24,project-15,cloud-run,us-east1,dev,backend,latency,42.02,3.918,0.372,136.138,56.722,0
finops-budget-049-00145,2026-05-25,project-16,vertex-ai,us-east1,sandbox,data,reliability,31.426,7.054,0.58,69.422,57.882,0
finops-budget-049-00146,2026-05-26,project-16,gke,europe-west1,dev,platform,reliability,62.084,7.351,0.414,158.703,76.516,0
finops-budget-049-00147,2026-05-27,project-09,compute,global,sandbox,data,latency,32.865,8.871,0.997,33.656,72.005,1
finops-budget-049-00148,2026-05-28,project-10,bigquery,us-central1,staging,backend,latency,44.951,12.22,0.582,4.167,65.224,0
finops-budget-049-00149,2026-05-29,project-24,vertex-ai,asia-south1,prod,data,quality,69.521,7.453,0.484,71.367,69.07,1
finops-budget-049-00150,2026-05-30,project-09,compute,us-central1,dev,finops,reliability,10.967,11.938,0.438,90.676,60.247,0
finops-budget-049-00151,2026-05-31,project-10,bigquery,global,prod,security,cost,45.359,9.985,0.658,99.76,76.752,1
finops-budget-049-00152,2026-06-01,project-15,compute,us-east1,prod,data,latency,93.768,14.424,0.069,160.571,92.306,1
finops-budget-049-00153,2026-06-02,project-18,cloud-sql,europe-west1,prod,platform,quality,76.554,15.55,0.401,127.825,95.753,1
finops-budget-049-00154,2026-06-03,project-09,gke,us-central1,sandbox,finops,security,57.489,13.972,0.386,57.365,74.598,0
finops-budget-049-00155,2026-06-04,project-06,vertex-ai,global,prod,mlops,reliability,76.11,9.126,0.516,170.327,90.832,1
finops-budget-049-00156,2026-06-05,project-08,bigquery,asia-south1,prod,finops,reliability,48.052,4.725,0.333,128.538,58.243,0
finops-budget-049-00157,2026-06-06,project-01,bigquery,us-central1,sandbox,finops,security,55.544,18.952,0.656,178.975,100,1
finops-budget-049-00158,2026-06-07,project-04,bigquery,us-east1,prod,platform,security,61.889,9.302,0.663,120.613,84.16,1
finops-budget-049-00159,2026-06-08,project-03,cloud-sql,us-east1,prod,security,quality,74.903,11.27,0.596,144.406,94.432,1
finops-budget-049-00160,2026-06-09,project-09,compute,us-central1,prod,finops,quality,47.645,13.77,0.704,68.35,83.413,1
finops-budget-049-00161,2026-06-10,project-06,vertex-ai,global,prod,backend,latency,85.116,8.433,0.454,113.11,81.853,1
finops-budget-049-00162,2026-06-11,project-21,cloud-run,asia-south1,staging,finops,latency,71.003,12.408,0.768,86.369,93.279,1
finops-budget-049-00163,2026-06-12,project-22,bigquery,us-east1,prod,data,security,64.356,8.295,0.639,123.652,82.277,1
finops-budget-049-00164,2026-06-13,project-18,pubsub,us-central1,sandbox,mlops,quality,39.303,6.331,0.346,108.585,56.474,0
finops-budget-049-00165,2026-06-14,project-07,vertex-ai,us-central1,dev,security,security,62.619,9.289,0.565,158.639,86.501,1
finops-budget-049-00166,2026-06-15,project-16,vertex-ai,us-central1,prod,security,quality,33.816,4.041,0.356,158.003,56.767,1
finops-budget-049-00167,2026-06-16,project-07,cloud-run,asia-south1,staging,finops,security,38.636,14.396,0.504,141.654,85.411,1
finops-budget-049-00168,2026-06-17,project-08,compute,europe-west1,prod,platform,reliability,61.978,14.986,0.556,77.46,87.416,1
finops-budget-049-00169,2026-06-18,project-22,gke,us-east1,prod,finops,quality,60.606,7.763,0.353,137.472,71.729,0
finops-budget-049-00170,2026-06-19,project-22,compute,us-east1,prod,finops,latency,65.489,16.724,0.386,122.561,93.327,1
finops-budget-049-00171,2026-06-20,project-07,bigquery,us-east1,dev,finops,latency,70.421,4.838,0.622,111.953,74.032,1
finops-budget-049-00172,2026-06-21,project-22,cloud-run,europe-west1,sandbox,finops,security,76.187,5.197,0.786,136.391,86.192,1
finops-budget-049-00173,2026-06-22,project-22,cloud-sql,global,sandbox,security,security,63.102,11.352,0.303,87.718,71.971,1
finops-budget-049-00174,2026-06-23,project-16,pubsub,asia-south1,prod,security,quality,40.854,8.712,0.763,68.197,71.277,1
finops-budget-049-00175,2026-06-24,project-21,cloud-sql,us-east1,sandbox,backend,security,68.878,8.552,0.571,63.215,73.266,1
finops-budget-049-00176,2026-06-25,project-18,vertex-ai,europe-west1,dev,mlops,quality,20.996,8.889,0.59,91.246,62.046,1
finops-budget-049-00177,2026-06-26,project-20,cloud-run,us-east1,sandbox,mlops,security,64.192,9.921,0.427,144.793,81.677,1
finops-budget-049-00178,2026-06-27,project-20,bigquery,global,sandbox,data,security,41.19,13.972,0.428,177.385,87.866,1
finops-budget-049-00179,2026-06-28,project-08,gke,us-central1,sandbox,security,security,41.012,8.968,0.635,150.07,79.39,1
finops-budget-049-00180,2026-06-29,project-15,compute,us-central1,sandbox,platform,reliability,79.627,8.124,0.618,126.706,86.933,1
finops-budget-049-00181,2026-01-01,project-19,pubsub,asia-south1,prod,data,latency,54.228,6.936,0.61,114.011,73.14,1
finops-budget-049-00182,2026-01-02,project-11,pubsub,europe-west1,prod,data,security,50.718,7.707,0.604,109.231,72.804,1
finops-budget-049-00183,2026-01-03,project-08,pubsub,asia-south1,prod,platform,quality,74.931,9.102,0.527,108.815,81.778,1
finops-budget-049-00184,2026-01-04,project-11,pubsub,asia-south1,prod,security,reliability,78.025,10.101,0.685,137.535,94.91,1
finops-budget-049-00185,2026-01-05,project-21,bigquery,us-east1,prod,security,quality,15.457,4.865,0.535,177.176,61.325,0
finops-budget-049-00186,2026-01-06,project-15,bigquery,global,staging,platform,latency,65.984,10.049,0.708,208.181,100,1
finops-budget-049-00187,2026-01-07,project-13,cloud-run,asia-south1,prod,mlops,quality,44.278,6.729,0.858,173.202,86.487,1
finops-budget-049-00188,2026-01-08,project-23,gke,europe-west1,dev,platform,security,60.655,20.107,0.688,139.815,100,1
finops-budget-049-00189,2026-01-09,project-15,cloud-sql,us-central1,sandbox,data,latency,54.215,8.156,0.719,80.289,74.88,0
finops-budget-049-00190,2026-01-10,project-24,vertex-ai,global,prod,platform,reliability,50.932,11.284,0.694,153.072,90.769,1
finops-budget-049-00191,2026-01-11,project-20,compute,europe-west1,prod,mlops,quality,77.594,6.944,0.668,52.804,74.441,1
finops-budget-049-00192,2026-01-12,project-24,compute,global,prod,mlops,latency,79.18,12.235,0.92,133.482,100,1
finops-budget-049-00193,2026-01-13,project-20,bigquery,us-central1,prod,data,cost,44.162,10.857,0.462,116.268,73.915,0
finops-budget-049-00194,2026-01-14,project-11,cloud-run,us-central1,sandbox,backend,reliability,52.523,8.216,0.369,160.024,73.806,1
finops-budget-049-00195,2026-01-15,project-09,pubsub,global,sandbox,backend,reliability,51.577,5.599,0.32,86.389,54.915,0
finops-budget-049-00196,2026-01-16,project-14,compute,global,prod,finops,quality,68.425,14.602,0.386,232.507,100,1
finops-budget-049-00197,2026-01-17,project-17,gke,asia-south1,staging,data,reliability,61.542,4.638,0.55,9.168,52.949,0
finops-budget-049-00198,2026-01-18,project-04,vertex-ai,us-east1,prod,security,reliability,59.703,27.369,0.49,53.914,100,1
finops-budget-049-00199,2026-01-19,project-13,cloud-sql,global,dev,data,security,52.161,9.041,0.616,91.935,74.319,1
finops-budget-049-00200,2026-01-20,project-14,cloud-run,asia-south1,prod,finops,reliability,57.086,8.708,0.649,127.216,81.566,1
finops-budget-049-00201,2026-01-21,project-10,compute,us-east1,dev,mlops,security,30.633,8.73,0.511,51.337,56.463,0
finops-budget-049-00202,2026-01-22,project-08,vertex-ai,asia-south1,dev,backend,reliability,35.351,5.084,0.457,90.636,53.448,0
finops-budget-049-00203,2026-01-23,project-11,bigquery,global,staging,mlops,quality,78.301,20.278,0.386,132.39,100,1
finops-budget-049-00204,2026-01-24,project-14,gke,global,dev,platform,security,57.014,12.528,0.505,155.216,89.498,1
finops-budget-049-00205,2026-01-25,project-03,gke,europe-west1,dev,mlops,cost,17.284,8.457,0.484,120.429,60.285,1
finops-budget-049-00206,2026-01-26,project-14,gke,us-east1,dev,backend,security,45.86,5.354,0.648,182.595,77.852,1
finops-budget-049-00207,2026-01-27,project-18,bigquery,us-east1,sandbox,finops,quality,56.248,10.344,0.508,58.319,70.108,0
finops-budget-049-00208,2026-01-28,project-16,bigquery,global,sandbox,backend,latency,31.132,6.448,0.588,189.738,74.192,1
finops-budget-049-00209,2026-01-29,project-21,pubsub,us-east1,dev,backend,security,57.613,29.655,0.823,138.916,100,1
finops-budget-049-00210,2026-01-30,project-20,cloud-run,asia-south1,dev,security,security,45.244,19.258,0.362,219.121,100,1
finops-budget-049-00211,2026-01-31,project-08,vertex-ai,global,prod,data,cost,57.602,7.163,0.369,133.765,69.297,0
finops-budget-049-00212,2026-02-01,project-11,pubsub,asia-south1,prod,mlops,cost,49.835,10.114,0.448,149.614,78.54,1
finops-budget-049-00213,2026-02-02,project-06,bigquery,us-central1,prod,platform,latency,51.973,6.507,0.321,169.238,69.289,1
finops-budget-049-00214,2026-02-03,project-15,pubsub,us-central1,prod,backend,latency,76.345,8.372,0.776,186.564,100,1
finops-budget-049-00215,2026-02-04,project-10,pubsub,global,staging,security,cost,25.709,6.321,0.228,116.525,48.72,0
finops-budget-049-00216,2026-02-05,project-10,cloud-sql,us-central1,dev,backend,latency,46.945,5.51,0.32,71.634,50.934,0
finops-budget-049-00217,2026-02-06,project-06,pubsub,us-central1,dev,finops,latency,64.599,6.979,0.77,174.816,91.338,1
finops-budget-049-00218,2026-02-07,project-08,bigquery,us-central1,dev,security,latency,33.397,7.494,0.915,81.783,73.127,0
finops-budget-049-00219,2026-02-08,project-18,pubsub,europe-west1,dev,finops,reliability,26.038,10.472,0.579,176.549,79.56,1
finops-budget-049-00220,2026-02-09,project-21,cloud-run,asia-south1,sandbox,platform,cost,47.75,4.584,0.642,92.837,63.417,0
