record_id,event_date,project_name,service_name,gcp_region,environment,owning_team,signal_category,metric_a,metric_b,metric_c,metric_d,risk_score,incident_escalated
gke-sre-042-00016,2026-01-16,project-13,bigquery,europe-west1,prod,platform,reliability,83.278,10.233,0.539,107.532,87.571,1
gke-sre-042-00017,2026-01-17,project-04,pubsub,us-east1,staging,finops,latency,25.183,10.412,0.237,84.927,53.789,0
gke-sre-042-00018,2026-01-18,project-07,cloud-run,asia-south1,prod,platform,latency,54.62,7.588,0.538,219.201,87.619,1
gke-sre-042-00019,2026-01-19,project-16,compute,europe-west1,prod,platform,quality,59.154,10.51,0.829,101.085,88.984,1
gke-sre-042-00020,2026-01-20,project-19,cloud-run,us-central1,prod,platform,security,67.073,12.344,0.45,156.945,90.916,1
gke-sre-042-00021,2026-01-21,project-14,bigquery,us-central1,staging,security,quality,25.871,9.863,0.651,172.213,79.968,1
gke-sre-042-00022,2026-01-22,project-19,cloud-sql,europe-west1,prod,backend,cost,50.167,6.27,0.584,102.099,67.518,1
gke-sre-042-00023,2026-01-23,project-16,gke,global,staging,platform,reliability,31.772,19.99,0.374,114.748,87.588,1
gke-sre-042-00024,2026-01-24,project-16,cloud-run,us-east1,staging,platform,latency,59.79,15.43,0.501,142.47,95.242,1
gke-sre-042-00025,2026-01-25,project-15,gke,europe-west1,sandbox,backend,reliability,55.407,10.653,0.513,121.739,79.958,1
gke-sre-042-00026,2026-01-26,project-10,gke,global,prod,finops,latency,46.936,18.056,0.721,167.835,100,1
gke-sre-042-00027,2026-01-27,project-13,cloud-run,global,sandbox,security,quality,44.569,29.788,0.406,113.533,100,1
gke-sre-042-00028,2026-01-28,project-01,vertex-ai,europe-west1,prod,mlops,reliability,55.775,11.906,0.949,78.557,91.973,1
gke-sre-042-00029,2026-01-29,project-03,pubsub,us-east1,sandbox,finops,latency,64.866,13.65,0.306,73.068,75.919,1
gke-sre-042-00030,2026-01-30,project-16,bigquery,global,dev,backend,cost,51.35,6.889,0.626,82.735,68.022,0
gke-sre-042-00031,2026-01-31,project-18,vertex-ai,europe-west1,prod,data,security,60.327,4.532,0.574,89.554,64.839,0
gke-sre-042-00032,2026-02-01,project-01,compute,us-central1,dev,platform,latency,71.487,19.508,0.191,154.542,99.761,1
gke-sre-042-00033,2026-02-02,project-12,gke,europe-west1,dev,security,cost,21.824,10.426,0.541,53.154,58.652,0
gke-sre-042-00034,2026-02-03,project-02,bigquery,us-central1,dev,backend,latency,43.496,8.745,0.667,113.165,75.477,1
gke-sre-042-00035,2026-02-04,project-02,bigquery,asia-south1,sandbox,mlops,cost,41.597,9.518,0.595,82.596,69.638,1
gke-sre-042-00036,2026-02-05,project-23,gke,global,prod,backend,latency,76.853,9.205,0.508,165.893,90.35,1
gke-sre-042-00037,2026-02-06,project-21,pubsub,us-central1,dev,backend,cost,51.42,12.382,0.593,104.768,82.922,1
gke-sre-042-00038,2026-02-07,project-07,cloud-sql,us-central1,prod,security,cost,57.028,9.767,0.537,91.566,74.898,1
gke-sre-042-00039,2026-02-08,project-22,vertex-ai,us-east1,prod,finops,quality,70.385,8.635,0.456,132.558,80.074,1
gke-sre-042-00040,2026-02-09,project-15,pubsub,global,dev,finops,reliability,50.553,11.744,0.635,122.67,85.211,1
gke-sre-042-00041,2026-02-10,project-04,vertex-ai,asia-south1,prod,platform,cost,30.868,17.554,0.382,93.178,78.722,1
gke-sre-042-00042,2026-02-11,project-04,gke,asia-south1,prod,finops,cost,67.443,9.16,0.235,112.147,69.558,1
gke-sre-042-00043,2026-02-12,project-05,gke,global,staging,data,quality,20.785,4.426,0.65,103.964,55.513,0
gke-sre-042-00044,2026-02-13,project-17,bigquery,asia-south1,sandbox,finops,quality,50.484,11.784,0.46,63.455,70.519,1
gke-sre-042-00045,2026-02-14,project-19,cloud-sql,global,prod,security,quality,84.169,8.71,0.527,77.495,79.529,1
gke-sre-042-00046,2026-02-15,project-12,vertex-ai,us-central1,dev,backend,reliability,61.97,11.672,0.599,235.888,100,1
gke-sre-042-00047,2026-02-16,project-19,vertex-ai,europe-west1,sandbox,backend,quality,45.612,8.871,0.597,181.197,83.983,1
gke-sre-042-00048,2026-02-17,project-12,gke,us-central1,prod,backend,latency,42.813,12.892,0.451,63.682,70.138,1
gke-sre-042-00049,2026-02-18,project-07,vertex-ai,europe-west1,dev,backend,reliability,60.933,7.814,0.339,120.106,68.94,1
gke-sre-042-00050,2026-02-19,project-10,vertex-ai,asia-south1,prod,finops,cost,70.481,5.17,0.285,135.956,66.534,1
gke-sre-042-00051,2026-02-20,project-04,vertex-ai,us-central1,dev,data,latency,36.071,14.987,0.841,0.0,77.03,1
gke-sre-042-00052,2026-02-21,project-08,vertex-ai,asia-south1,staging,platform,security,29.169,19.553,0.59,99.837,91.042,1
gke-sre-042-00053,2026-02-22,project-24,compute,europe-west1,staging,backend,security,35.669,7.413,0.656,28.134,56.844,0
gke-sre-042-00054,2026-02-23,project-04,bigquery,global,sandbox,platform,cost,48.61,10.167,0.593,198.004,90.367,1
gke-sre-042-00055,2026-02-24,project-09,pubsub,europe-west1,prod,security,latency,39.312,4.776,0.497,54.482,50.243,0
gke-sre-042-00056,2026-02-25,project-07,pubsub,europe-west1,prod,data,reliability,95.661,28.028,0.296,153.417,100,1
gke-sre-042-00057,2026-02-26,project-07,cloud-run,asia-south1,prod,data,cost,72.744,15.708,0.712,0.0,87.032,1
gke-sre-042-00058,2026-02-27,project-15,pubsub,us-east1,prod,platform,security,55.564,13.21,0.658,140.413,93.778,1
gke-sre-042-00059,2026-02-28,project-09,cloud-sql,us-east1,prod,data,cost,83.767,17.769,0.737,178.438,100,1
gke-sre-042-00060,2026-03-01,project-02,pubsub,us-central1,prod,data,security,63.463,11.166,0.462,35.052,69.548,1
gke-sre-042-00061,2026-03-02,project-01,bigquery,us-central1,prod,finops,latency,65.845,9.975,0.485,91.585,76.652,1
gke-sre-042-00062,2026-03-03,project-05,bigquery,us-central1,sandbox,backend,cost,37.816,8.635,0.494,0.0,50.674,0
gke-sre-042-00063,2026-03-04,project-12,gke,asia-south1,prod,platform,quality,62.695,15.172,0.624,102.697,94.161,1
gke-sre-042-00064,2026-03-05,project-07,vertex-ai,asia-south1,sandbox,data,quality,28.104,20.985,0.563,98.865,92.924,1
gke-sre-042-00065,2026-03-06,project-11,compute,us-central1,sandbox,backend,reliability,38.267,10.015,0.676,212.268,91.378,1
gke-sre-042-00066,2026-03-07,project-16,vertex-ai,global,dev,backend,quality,53.855,18.298,0.417,119.035,93.499,1
gke-sre-042-00067,2026-03-08,project-12,pubsub,global,staging,mlops,cost,41.428,12.453,0.648,90.376,79.417,1
gke-sre-042-00068,2026-03-09,project-04,cloud-run,us-east1,staging,backend,latency,45.535,4.722,0.454,134.841,62.51,0
gke-sre-042-00069,2026-03-10,project-09,compute,asia-south1,dev,data,quality,44.391,7.79,0.327,58.878,53.745,0
gke-sre-042-00070,2026-03-11,project-10,pubsub,us-central1,sandbox,security,latency,34.399,6.782,0.423,109.79,58.68,0
gke-sre-042-00071,2026-03-12,project-04,compute,us-east1,staging,backend,reliability,36.215,15.542,0.577,232.505,100,1
gke-sre-042-00072,2026-03-13,project-23,vertex-ai,us-east1,prod,data,cost,59.947,7.362,0.474,157.6,77.733,1
gke-sre-042-00073,2026-03-14,project-04,vertex-ai,global,dev,backend,security,17.246,3.661,0.626,34.527,41.524,0
gke-sre-042-00074,2026-03-15,project-04,compute,global,prod,security,security,111.601,8.203,0.429,101.542,88.024,1
gke-sre-042-00075,2026-03-16,project-19,compute,europe-west1,prod,platform,reliability,58.843,10.091,0.474,16.614,63.154,0
gke-sre-042-00076,2026-03-17,project-11,bigquery,europe-west1,prod,mlops,quality,78.279,6.869,0.955,88.753,89.793,1
gke-sre-042-00077,2026-03-18,project-16,vertex-ai,global,sandbox,data,security,50.223,8.452,0.707,113.295,78.567,1
gke-sre-042-00078,2026-03-19,project-12,pubsub,global,prod,finops,reliability,55.907,8.919,0.786,115.318,84.706,1
gke-sre-042-00079,2026-03-20,project-20,gke,global,prod,security,latency,67.381,23.103,0.588,248.048,100,1
gke-sre-042-00080,2026-03-21,project-12,compute,us-east1,prod,data,quality,68.855,5.016,0.448,63.203,60.7,0
gke-sre-042-00081,2026-03-22,project-14,bigquery,europe-west1,prod,mlops,quality,74.792,10.221,0.335,95.976,75.748,1
gke-sre-042-00082,2026-03-23,project-07,bigquery,us-east1,prod,platform,latency,72.901,13.262,0.55,91.518,89.056,1
gke-sre-042-00083,2026-03-24,project-16,cloud-run,global,prod,finops,quality,91.042,10.191,0.699,202.184,100,1
gke-sre-042-00084,2026-03-25,project-21,cloud-run,asia-south1,prod,security,latency,36.756,9.605,0.331,140.85,67.402,0
gke-sre-042-00085,2026-03-26,project-10,vertex-ai,global,prod,security,cost,106.604,2.935,0.571,211.866,95.042,1
gke-sre-042-00086,2026-03-27,project-20,compute,global,dev,platform,quality,54.872,18.813,0.276,139.549,93.113,1
gke-sre-042-00087,2026-03-28,project-09,gke,europe-west1,prod,mlops,quality,57.644,6.635,0.678,131.312,78.537,1
gke-sre-042-00088,2026-03-29,project-04,cloud-run,us-east1,prod,finops,latency,69.323,25.808,0.878,89.499,100,1
gke-sre-042-00089,2026-03-30,project-23,vertex-ai,asia-south1,prod,security,cost,72.462,4.537,0.659,3.53,59.528,0
gke-sre-042-00090,2026-03-31,project-18,bigquery,us-east1,sandbox,platform,quality,82.818,5.52,0.412,124.116,74.387,1
gke-sre-042-00091,2026-04-01,project-15,cloud-run,asia-south1,staging,data,reliability,37.678,6.002,0.746,95.712,67.26,1
gke-sre-042-00092,2026-04-02,project-20,gke,asia-south1,prod,security,reliability,41.817,4.261,0.963,236.296,92.743,1
gke-sre-042-00093,2026-04-03,project-03,vertex-ai,us-central1,sandbox,backend,quality,76.326,8.068,0.512,99.456,77.963,1
gke-sre-042-00094,2026-04-04,project-20,cloud-run,asia-south1,staging,backend,reliability,33.427,6.173,0.316,213.269,68.265,1
gke-sre-042-00095,2026-04-05,project-15,bigquery,global,prod,data,quality,28.752,5.01,0.519,53.381,47.703,0
gke-sre-042-00096,2026-04-06,project-01,vertex-ai,global,sandbox,finops,cost,17.789,7.956,0.678,89.917,61.633,0
gke-sre-042-00097,2026-04-07,project-17,vertex-ai,europe-west1,dev,finops,security,19.937,5.792,0.414,65.014,44.464,0
gke-sre-042-00098,2026-04-08,project-22,bigquery,us-east1,prod,mlops,security,82.627,4.691,0.601,104.336,76.116,1
gke-sre-042-00099,2026-04-09,project-10,gke,us-east1,prod,data,latency,52.686,11.098,0.657,178.87,93.416,1
gke-sre-042-00100,2026-04-10,project-08,gke,us-east1,dev,security,security,40.411,6.37,0.447,136.038,64.491,0
gke-sre-042-00101,2026-04-11,project-19,compute,us-central1,prod,backend,security,68.626,18.247,0.489,87.464,96.466,1
gke-sre-042-00102,2026-04-12,project-05,cloud-run,global,dev,backend,security,53.685,6.86,0.73,64.101,69.694,1
gke-sre-042-00103,2026-04-13,project-24,compute,us-central1,prod,data,quality,50.233,7.187,0.489,44.531,57.96,0
gke-sre-042-00104,2026-04-14,project-18,gke,us-central1,prod,finops,security,69.165,15.556,0.692,103.753,99.856,1
gke-sre-042-00105,2026-04-15,project-11,cloud-run,asia-south1,staging,security,quality,37.982,6.156,0.587,52.671,55.884,0
gke-sre-042-00106,2026-04-16,project-01,vertex-ai,us-central1,dev,mlops,quality,26.589,9.568,0.574,139.958,72.132,0
gke-sre-042-00107,2026-04-17,project-06,cloud-run,asia-south1,dev,security,reliability,45.771,6.038,0.767,82.074,68.923,0
gke-sre-042-00108,2026-04-18,project-15,vertex-ai,europe-west1,sandbox,data,security,55.018,9.182,0.139,103.481,60.637,0
gke-sre-042-00109,2026-04-19,project-17,vertex-ai,us-east1,dev,backend,cost,59.152,14.133,0.85,169.38,100,1
gke-sre-042-00110,2026-04-20,project-01,cloud-run,us-central1,dev,finops,reliability,75.465,13.183,0.642,211.955,100,1
gke-sre-042-00111,2026-04-21,project-07,bigquery,global,prod,finops,cost,77.374,8.33,0.377,151.934,81.87,1
gke-sre-042-00112,2026-04-22,project-08,cloud-run,europe-west1,prod,platform,quality,82.53,10.729,0.537,139.643,93.079,1
gke-sre-042-00113,2026-04-23,project-23,cloud-run,us-central1,staging,platform,quality,47.554,15.361,0.339,32.904,69.15,0
gke-sre-042-00114,2026-04-24,project-05,cloud-run,asia-south1,prod,platform,quality,38.787,7.37,0.898,156.341,85.002,1
gke-sre-042-00115,2026-04-25,project-21,vertex-ai,europe-west1,dev,mlops,latency,40.325,4.354,0.547,121.639,61.157,1
gke-sre-042-00116,2026-04-26,project-01,gke,us-east1,dev,security,reliability,45.586,17.027,0.419,65.726,79.935,1
gke-sre-042-00117,2026-04-27,project-18,compute,asia-south1,dev,backend,security,50.497,11.937,0.538,31.004,68.878,0
gke-sre-042-00118,2026-04-28,project-13,cloud-sql,us-east1,staging,platform,latency,27.646,9.825,0.437,49.028,55.046,0
gke-sre-042-00119,2026-04-29,project-02,cloud-sql,europe-west1,prod,finops,security,55.512,20.682,0.876,131.975,100,1
gke-sre-042-00120,2026-04-30,project-20,vertex-ai,us-east1,staging,backend,reliability,61.35,7.131,0.551,178.689,83.455,1
gke-sre-042-00121,2026-05-01,project-06,cloud-run,global,dev,data,cost,35.399,20.336,0.319,151.346,93.077,1
gke-sre-042-00122,2026-05-02,project-11,vertex-ai,us-east1,staging,finops,reliability,24.01,5.4,0.657,64.968,53.473,0
gke-sre-042-00123,2026-05-03,project-03,pubsub,europe-west1,sandbox,backend,security,77.369,20.082,0.558,108.678,100,1
gke-sre-042-00124,2026-05-04,project-07,cloud-sql,europe-west1,staging,backend,cost,44.365,5.33,0.242,103.596,51.542,0
gke-sre-042-00125,2026-05-05,project-22,pubsub,europe-west1,sandbox,finops,cost,10.922,11.472,0.364,142.514,64.114,0
gke-sre-042-00126,2026-05-06,project-01,compute,asia-south1,staging,backend,quality,59.447,13.371,0.499,148.821,91.174,1
gke-sre-042-00127,2026-05-07,project-18,cloud-sql,us-central1,dev,platform,quality,62.667,11.242,0.351,38.906,66.124,0
gke-sre-042-00128,2026-05-08,project-06,gke,asia-south1,dev,mlops,latency,0.0,12.972,0.357,156.186,65.54,0
gke-sre-042-00129,2026-05-09,project-18,compute,global,sandbox,security,quality,46.562,15.808,0.5,25.696,74.429,0
gke-sre-042-00130,2026-05-10,project-14,compute,us-central1,prod,platform,quality,53.072,5.873,0.588,131.603,72.051,1
gke-sre-042-00131,2026-05-11,project-11,compute,europe-west1,prod,security,reliability,70.769,5.548,0.665,156.172,83.765,1
gke-sre-042-00132,2026-05-12,project-22,compute,asia-south1,prod,backend,quality,56.492,10.824,0.967,129.523,97.762,1
gke-sre-042-00133,2026-05-13,project-23,cloud-sql,us-central1,prod,security,reliability,58.521,7.126,0.373,117.805,67.345,1
gke-sre-042-00134,2026-05-14,project-01,compute,us-central1,sandbox,backend,latency,30.627,7.837,0.721,114.174,70.891,0
gke-sre-042-00135,2026-05-15,project-01,gke,us-central1,prod,platform,latency,84.437,15.107,0.374,180.015,100,1
gke-sre-042-00136,2026-05-16,project-18,vertex-ai,us-central1,dev,finops,latency,57.015,7.113,0.593,119.798,74.778,1
gke-sre-042-00137,2026-05-17,project-24,compute,asia-south1,dev,security,reliability,25.866,7.236,0.529,75.876,55.517,0
gke-sre-042-00138,2026-05-18,project-07,gke,global,prod,security,latency,59.672,5.605,0.466,191.731,78.234,1
gke-sre-042-00139,2026-05-19,project-12,cloud-run,global,prod,backend,security,71.359,27.968,0.527,86.249,100,1
gke-sre-042-00140,2026-05-20,project-05,vertex-ai,us-central1,prod,data,latency,92.299,8.679,0.521,109.192,86.714,1
gke-sre-042-00141,2026-05-21,project-06,cloud-run,us-east1,prod,backend,quality,75.538,7.818,0.518,102.025,77.689,1
gke-sre-042-00142,2026-05-22,project-18,compute,us-east1,dev,mlops,security,64.542,6.6,0.513,94.621,69.744,1
gke-sre-042-00143,2026-05-23,project-12,gke,us-east1,prod,security,security,61.968,12.071,0.712,143.451,95.694,1
gke-sre-042-00144,2026-05-24,project-15,gke,us-central1,prod,mlops,reliability,57.608,8.41,0.436,83.138,67.17,1
gke-sre-042-00145,2026-05-25,project-03,cloud-sql,europe-west1,dev,finops,security,43.927,14.425,0.475,169.481,90.374,1
gke-sre-042-00146,2026-05-26,project-16,pubsub,us-central1,staging,data,latency,28.628,8.744,0.935,265.181,100,1
gke-sre-042-00147,2026-05-27,project-05,pubsub,asia-south1,dev,backend,latency,66.746,8.623,0.404,148.214,79.236,1
gke-sre-042-00148,2026-05-28,project-01,bigquery,us-east1,dev,finops,reliability,40.064,5.011,0.437,64.522,50.419,0
gke-sre-042-00149,2026-05-29,project-10,vertex-ai,us-east1,prod,mlops,reliability,58.051,9.224,0.377,52.662,62.715,1
gke-sre-042-00150,2026-05-30,project-13,compute,us-east1,dev,mlops,reliability,1.516,2.604,0.568,148.944,48.208,0
gke-sre-042-00151,2026-05-31,project-15,compute,us-central1,dev,mlops,security,68.74,8.297,0.536,104.016,77.348,1
gke-sre-042-00152,2026-06-01,project-23,gke,us-east1,prod,mlops,reliability,74.242,10.144,0.588,71.568,80.671,1
gke-sre-042-00153,2026-06-02,project-10,cloud-sql,us-east1,prod,mlops,reliability,59.21,24.828,0.434,167.756,100,1
gke-sre-042-00154,2026-06-03,project-04,vertex-ai,europe-west1,prod,platform,reliability,40.101,10.992,0.474,136.859,76.232,1
gke-sre-042-00155,2026-06-04,project-13,compute,us-central1,prod,platform,quality,19.495,7.109,0.478,32.864,44.934,0
gke-sre-042-00156,2026-06-05,project-20,compute,global,staging,mlops,reliability,57.528,13.732,0.592,101.526,87.702,1
gke-sre-042-00157,2026-06-06,project-17,pubsub,us-central1,prod,backend,security,53.037,2.639,0.643,109.722,63.227,0
gke-sre-042-00158,2026-06-07,project-01,gke,asia-south1,dev,finops,quality,45.577,5.878,0.55,211.225,79.721,1
gke-sre-042-00159,2026-06-08,project-21,vertex-ai,us-east1,staging,backend,security,45.02,15.669,0.633,73.464,85.186,1
gke-sre-042-00160,2026-06-09,project-04,cloud-run,europe-west1,prod,security,quality,79.416,7.737,0.854,43.797,82.126,1
gke-sre-042-00161,2026-06-10,project-12,compute,global,prod,data,reliability,71.879,5.711,0.538,181.159,83.732,1
gke-sre-042-00162,2026-06-11,project-14,cloud-run,asia-south1,dev,data,cost,35.85,5.58,0.516,156.326,66.425,1
gke-sre-042-00163,2026-06-12,project-12,pubsub,us-east1,sandbox,platform,latency,38.963,9.153,0.622,82.655,68.818,1
gke-sre-042-00164,2026-06-13,project-06,vertex-ai,us-central1,prod,security,quality,74.329,9.81,0.626,70.597,81.111,1
gke-sre-042-00165,2026-06-14,project-01,vertex-ai,europe-west1,sandbox,data,quality,39.497,12.787,0.888,118.372,92.003,1
gke-sre-042-00166,2026-06-15,project-09,gke,europe-west1,dev,backend,reliability,41.554,16.417,0.653,170.566,100,1
gke-sre-042-00167,2026-06-16,project-05,cloud-sql,asia-south1,prod,security,latency,90.785,3.122,0.535,40.506,63.692,1
gke-sre-042-00168,2026-06-17,project-03,bigquery,europe-west1,dev,backend,cost,54.711,7.722,0.659,120.151,77.754,1
gke-sre-042-00169,2026-06-18,project-04,cloud-run,europe-west1,prod,finops,reliability,74.355,11.236,0.7,103.328,91.81,1
gke-sre-042-00170,2026-06-19,project-01,cloud-run,asia-south1,dev,security,cost,21.134,22.143,0.799,136.932,100,1
gke-sre-042-00171,2026-06-20,project-21,pubsub,us-central1,prod,platform,reliability,74.892,7.342,0.56,132.952,82.332,1
gke-sre-042-00172,2026-06-21,project-16,vertex-ai,global,prod,backend,security,52.654,7.374,0.499,134.676,72.74,1
gke-sre-042-00173,2026-06-22,project-21,gke,europe-west1,prod,data,reliability,64.432,4.334,0.502,107.168,65.863,0
gke-sre-042-00174,2026-06-23,project-11,bigquery,asia-south1,dev,security,security,83.527,10.663,0.597,121.233,92.69,1
gke-sre-042-00175,2026-06-24,project-20,pubsub,asia-south1,staging,mlops,reliability,15.938,13.468,0.546,230.878,89.783,1
gke-sre-042-00176,2026-06-25,project-01,gke,global,prod,mlops,cost,26.057,7.629,0.751,78.161,64.604,1
gke-sre-042-00177,2026-06-26,project-20,vertex-ai,europe-west1,dev,data,cost,75.647,14.286,0.283,147.456,91.219,1
gke-sre-042-00178,2026-06-27,project-04,vertex-ai,us-east1,sandbox,platform,latency,46.356,6.175,0.434,155.979,68.57,1
gke-sre-042-00179,2026-06-28,project-23,cloud-run,asia-south1,staging,mlops,quality,20.052,15.601,0.248,231.715,85.892,1
gke-sre-042-00180,2026-06-29,project-21,compute,global,dev,data,security,37.375,11.255,0.211,92.928,60.28,0
gke-sre-042-00181,2026-01-01,project-15,vertex-ai,us-central1,dev,backend,cost,32.778,17.289,0.649,144.43,95.591,1
gke-sre-042-00182,2026-01-02,project-11,cloud-sql,global,prod,security,quality,42.872,20.068,0.675,75.434,96.456,1
gke-sre-042-00183,2026-01-03,project-17,compute,europe-west1,dev,finops,security,18.545,5.631,0.773,105.191,62.025,0
gke-sre-042-00184,2026-01-04,project-14,compute,us-east1,sandbox,mlops,security,0.0,15.65,0.559,59.738,64.793,0
gke-sre-042-00185,2026-01-05,project-06,pubsub,global,prod,finops,latency,69.357,4.669,0.495,47.707,59.452,0
gke-sre-042-00186,2026-01-06,project-09,compute,us-east1,prod,mlops,cost,55.558,15.169,0.249,118.934,80.899,1
gke-sre-042-00187,2026-01-07,project-01,compute,us-east1,prod,data,cost,90.712,9.783,0.773,67.455,91.468,1
gke-sre-042-00188,2026-01-08,project-02,gke,global,sandbox,finops,cost,48.894,11.386,0.227,170.454,76.483,1
gke-sre-042-00189,2026-01-09,project-10,bigquery,europe-west1,prod,mlops,quality,86.795,26.558,0.603,166.649,100,1
gke-sre-042-00190,2026-01-10,project-15,bigquery,europe-west1,sandbox,mlops,quality,42.892,12.427,0.651,243.789,100,1
gke-sre-042-00191,2026-01-11,project-11,bigquery,asia-south1,staging,mlops,security,42.797,12.683,0.696,235.204,100,1
gke-sre-042-00192,2026-01-12,project-15,compute,us-central1,prod,backend,reliability,57.201,9.614,0.322,109.818,69.738,0
gke-sre-042-00193,2026-01-13,project-03,cloud-sql,us-central1,dev,finops,quality,57.326,3.253,0.477,143.406,65.263,1
gke-sre-042-00194,2026-01-14,project-13,pubsub,global,staging,security,latency,39.184,5.176,0.137,63.604,39.862,0
gke-sre-042-00195,2026-01-15,project-21,pubsub,us-east1,prod,mlops,security,44.631,8.981,0.423,55.827,59.523,0
gke-sre-042-00196,2026-01-16,project-08,vertex-ai,us-central1,dev,finops,quality,89.49,7.278,0.714,106.8,88.868,1
gke-sre-042-00197,2026-01-17,project-14,cloud-sql,us-east1,staging,data,cost,66.539,10.506,0.2,67.898,64.704,1
gke-sre-042-00198,2026-01-18,project-18,cloud-sql,us-east1,sandbox,platform,reliability,26.823,8.814,0.309,84.394,53.077,0
gke-sre-042-00199,2026-01-19,project-13,vertex-ai,us-central1,prod,platform,cost,90.198,19.155,0.462,125.57,100,1
gke-sre-042-00200,2026-01-20,project-22,bigquery,europe-west1,staging,mlops,quality,37.092,9.748,0.678,150.046,81.339,1
gke-sre-042-00201,2026-01-21,project-11,pubsub,us-east1,prod,security,cost,47.731,3.139,0.662,87.961,60.028,0
gke-sre-042-00202,2026-01-22,project-16,cloud-run,europe-west1,dev,platform,latency,47.415,3.016,0.814,114.501,68.821,1
gke-sre-042-00203,2026-01-23,project-13,compute,global,sandbox,mlops,latency,22.132,6.559,0.49,210.88,70.954,0
gke-sre-042-00204,2026-01-24,project-04,cloud-run,asia-south1,prod,backend,security,84.562,8.622,0.299,108.677,76.028,1
gke-sre-042-00205,2026-01-25,project-20,cloud-sql,us-central1,staging,data,reliability,54.018,7.618,0.595,150.756,79.492,1
gke-sre-042-00206,2026-01-26,project-08,gke,global,sandbox,data,cost,58.173,7.015,0.621,117.187,75.554,1
gke-sre-042-00207,2026-01-27,project-06,cloud-sql,asia-south1,prod,finops,quality,81.992,12.105,0.733,49.375,89.798,1
gke-sre-042-00208,2026-01-28,project-01,compute,europe-west1,staging,security,reliability,80.275,8.658,0.531,132.037,86.139,1
gke-sre-042-00209,2026-01-29,project-22,cloud-sql,asia-south1,prod,backend,latency,74.881,7.606,0.401,103.496,73.084,0
gke-sre-042-00210,2026-01-30,project-22,cloud-run,asia-south1,sandbox,security,cost,31.252,20.872,0.511,164.568,100,1
gke-sre-042-00211,2026-01-31,project-17,cloud-sql,europe-west1,prod,security,latency,105.613,8.169,0.827,54.245,92.881,1
gke-sre-042-00212,2026-02-01,project-24,gke,europe-west1,dev,security,reliability,34.693,11.059,0.461,156.482,76.902,1
gke-sre-042-00213,2026-02-02,project-15,gke,asia-south1,prod,data,latency,92.414,11.308,0.913,39.877,96.501,1
gke-sre-042-00214,2026-02-03,project-22,compute,us-east1,prod,backend,security,70.885,5.096,0.714,166.371,85.953,1
gke-sre-042-00215,2026-02-04,project-12,compute,us-central1,prod,finops,security,61.836,5.724,0.809,172.347,88.448,1
gke-sre-042-00216,2026-02-05,project-16,bigquery,us-east1,prod,data,quality,63.361,7.325,0.678,41.58,69.062,1
gke-sre-042-00217,2026-02-06,project-20,bigquery,asia-south1,prod,security,latency,37.979,7.44,0.409,154.077,67.437,1
gke-sre-042-00218,2026-02-07,project-15,pubsub,asia-south1,staging,security,latency,59.759,20.539,0.756,40.187,100,1
gke-sre-042-00219,2026-02-08,project-02,compute,us-east1,prod,security,security,85.875,10.458,0.655,122.682,95.274,1
gke-sre-042-00220,2026-02-09,project-20,gke,us-east1,dev,finops,cost,75.558,10.199,1.043,179.879,100,1
gke-sre-042-00221,2026-02-10,project-15,gke,global,prod,backend,reliability,55.046,8.496,0.428,84.581,66.405,1
