record_id,event_date,project_name,service_name,gcp_region,environment,owning_team,signal_category,metric_a,metric_b,metric_c,metric_d,risk_score,pipeline_failed
devops-ci-016-00019,2026-01-19,project-03,vertex-ai,europe-west1,dev,mlops,security,11.637,11.425,0.315,73.389,52.459,0
devops-ci-016-00020,2026-01-20,project-23,gke,asia-south1,prod,platform,security,75.352,4.189,0.594,71.226,67.325,0
devops-ci-016-00021,2026-01-21,project-19,gke,global,sandbox,security,reliability,75.522,8.706,0.744,93.073,86.36,1
devops-ci-016-00022,2026-01-22,project-24,cloud-run,asia-south1,prod,platform,cost,27.773,10.328,0.504,132.231,70.743,0
devops-ci-016-00023,2026-01-23,project-03,compute,us-east1,dev,mlops,latency,33.126,10.521,0.428,104.174,66.315,0
devops-ci-016-00024,2026-01-24,project-14,compute,global,prod,security,reliability,69.713,19.941,0.549,147.96,100,1
devops-ci-016-00025,2026-01-25,project-23,gke,global,dev,platform,security,22.588,18.141,0.493,198.026,96.369,1
devops-ci-016-00026,2026-01-26,project-19,compute,global,sandbox,data,security,81.243,24.895,0.577,124.292,100,1
devops-ci-016-00027,2026-01-27,project-14,cloud-run,us-central1,dev,backend,security,51.569,13.547,0.459,54.588,73.685,1
devops-ci-016-00028,2026-01-28,project-12,bigquery,global,prod,finops,security,48.905,6.21,0.524,146.025,71.242,1
devops-ci-016-00029,2026-01-29,project-24,compute,asia-south1,sandbox,data,latency,58.55,5.847,0.499,197.598,80.417,1
devops-ci-016-00030,2026-01-30,project-19,cloud-run,europe-west1,dev,finops,security,64.03,13.09,0.602,115.678,90.894,1
devops-ci-016-00031,2026-01-31,project-13,gke,us-central1,sandbox,mlops,quality,35.641,10.829,0.321,166.56,73.267,1
devops-ci-016-00032,2026-02-01,project-23,bigquery,global,dev,backend,security,39.355,6.545,0.873,179.045,85.712,1
devops-ci-016-00033,2026-02-02,project-05,bigquery,us-central1,staging,security,latency,52.411,8.255,0.739,135.812,83.276,1
devops-ci-016-00034,2026-02-03,project-04,compute,europe-west1,staging,security,security,24.273,6.14,0.382,137.604,56.259,0
devops-ci-016-00035,2026-02-04,project-23,gke,asia-south1,dev,finops,quality,69.501,5.57,0.893,127.557,87.179,1
devops-ci-016-00036,2026-02-05,project-21,vertex-ai,us-east1,prod,security,reliability,14.076,3.503,0.495,132.22,49.707,0
devops-ci-016-00037,2026-02-06,project-02,bigquery,us-east1,prod,backend,security,49.807,5.741,0.489,129.28,66.796,1
devops-ci-016-00038,2026-02-07,project-06,cloud-run,us-central1,prod,platform,latency,67.992,12.8,0.518,238.063,100,1
devops-ci-016-00039,2026-02-08,project-18,cloud-sql,global,prod,mlops,quality,77.066,22.598,0.0,76.853,90.909,1
devops-ci-016-00040,2026-02-09,project-18,pubsub,asia-south1,prod,data,quality,95.283,6.386,0.507,99.259,80.47,1
devops-ci-016-00041,2026-02-10,project-21,compute,us-east1,sandbox,backend,cost,27.801,8.745,0.894,187.142,88.717,1
devops-ci-016-00042,2026-02-11,project-04,compute,us-east1,sandbox,security,latency,20.771,7.901,0.31,95.444,50.474,0
devops-ci-016-00043,2026-02-12,project-17,cloud-run,asia-south1,staging,backend,latency,43.708,8.961,0.441,61.149,60.559,0
devops-ci-016-00044,2026-02-13,project-04,gke,asia-south1,sandbox,data,quality,58.703,15.669,0.662,155.618,100,1
devops-ci-016-00045,2026-02-14,project-14,bigquery,us-east1,prod,data,reliability,35.867,6.629,0.572,118.256,65.287,0
devops-ci-016-00046,2026-02-15,project-08,gke,europe-west1,sandbox,data,security,27.325,7.114,0.858,256.036,93.532,1
devops-ci-016-00047,2026-02-16,project-13,gke,us-central1,dev,security,reliability,25.894,9.092,0.525,146.363,69.997,1
devops-ci-016-00048,2026-02-17,project-24,cloud-sql,us-central1,dev,security,latency,61.598,18.433,0.492,164.943,100,1
devops-ci-016-00049,2026-02-18,project-12,bigquery,global,sandbox,data,latency,39.752,4.009,0.483,84.423,52.484,0
devops-ci-016-00050,2026-02-19,project-13,bigquery,us-east1,sandbox,security,cost,19.142,14.329,0.525,137.989,78.632,1
devops-ci-016-00051,2026-02-20,project-22,cloud-run,europe-west1,prod,backend,security,66.996,9.336,0.56,93.747,78.504,1
devops-ci-016-00052,2026-02-21,project-10,bigquery,europe-west1,prod,backend,security,47.73,11.135,0.521,186.134,88.067,1
devops-ci-016-00053,2026-02-22,project-21,gke,europe-west1,dev,data,quality,38.63,10.97,0.762,5.676,66.615,0
devops-ci-016-00054,2026-02-23,project-04,pubsub,asia-south1,prod,data,latency,56.528,3.573,0.328,127.902,58.254,0
devops-ci-016-00055,2026-02-24,project-01,gke,asia-south1,staging,platform,security,71.106,12.064,0.851,92.713,96.342,1
devops-ci-016-00056,2026-02-25,project-15,cloud-sql,us-central1,staging,security,quality,70.366,4.955,0.379,93.841,63.14,0
devops-ci-016-00057,2026-02-26,project-13,compute,asia-south1,prod,finops,cost,59.872,5.146,0.58,100.532,67.923,1
devops-ci-016-00058,2026-02-27,project-01,pubsub,asia-south1,dev,backend,security,64.141,11.441,0.954,211.69,100,1
devops-ci-016-00059,2026-02-28,project-19,gke,us-central1,prod,backend,cost,79.021,4.571,0.549,150.982,79.556,1
devops-ci-016-00060,2026-03-01,project-03,compute,us-east1,dev,backend,security,49.81,9.292,0.294,144.663,70.502,1
devops-ci-016-00061,2026-03-02,project-08,vertex-ai,europe-west1,prod,data,latency,49.505,7.269,0.694,104.013,73.746,0
devops-ci-016-00062,2026-03-03,project-19,cloud-run,global,dev,platform,cost,57.356,6.93,0.368,145.209,70.301,1
devops-ci-016-00063,2026-03-04,project-01,vertex-ai,us-central1,sandbox,backend,quality,17.696,7.64,0.633,98.522,60.543,0
devops-ci-016-00064,2026-03-05,project-10,bigquery,europe-west1,prod,mlops,cost,64.972,12.524,0.633,117.243,91.216,1
devops-ci-016-00065,2026-03-06,project-11,gke,us-central1,prod,mlops,security,91.334,9.051,0.234,77.785,72.62,1
devops-ci-016-00066,2026-03-07,project-22,gke,europe-west1,prod,data,security,52.122,8.109,0.183,49.744,50.823,0
devops-ci-016-00067,2026-03-08,project-10,gke,us-east1,prod,data,reliability,76.437,6.233,0.789,116.001,85.828,1
devops-ci-016-00068,2026-03-09,project-02,vertex-ai,us-central1,prod,backend,latency,36.955,2.531,0.501,191.792,64.345,0
devops-ci-016-00069,2026-03-10,project-10,gke,us-central1,prod,mlops,quality,79.095,7.942,0.538,77.064,76.283,1
devops-ci-016-00070,2026-03-11,project-23,vertex-ai,asia-south1,dev,platform,quality,40.228,11.549,0.536,98.156,74.102,1
devops-ci-016-00071,2026-03-12,project-07,vertex-ai,asia-south1,dev,data,security,40.202,7.6,0.651,119.016,71.946,0
devops-ci-016-00072,2026-03-13,project-23,gke,asia-south1,staging,finops,security,59.088,10.26,0.727,108.832,85.937,1
devops-ci-016-00073,2026-03-14,project-18,gke,us-central1,prod,security,security,82.795,14.603,0.275,27.963,76.755,1
devops-ci-016-00074,2026-03-15,project-05,gke,us-east1,staging,backend,reliability,57.767,29.401,0.813,33.093,100,1
devops-ci-016-00075,2026-03-16,project-19,pubsub,europe-west1,prod,platform,reliability,49.929,8.778,0.26,40.997,53.036,0
devops-ci-016-00076,2026-03-17,project-20,vertex-ai,europe-west1,sandbox,security,cost,22.184,9.046,0.865,165.495,83.281,1
devops-ci-016-00077,2026-03-18,project-05,gke,global,prod,backend,cost,48.205,7.292,0.37,109.761,62.843,0
devops-ci-016-00078,2026-03-19,project-09,pubsub,europe-west1,prod,data,security,85.585,9.227,0.692,109.835,91.722,1
devops-ci-016-00079,2026-03-20,project-16,cloud-run,us-east1,dev,backend,cost,36.017,3.235,0.555,120.966,57.22,0
devops-ci-016-00080,2026-03-21,project-24,cloud-run,us-east1,dev,backend,reliability,16.66,8.33,0.407,176.19,65.207,0
devops-ci-016-00081,2026-03-22,project-04,pubsub,europe-west1,prod,platform,latency,57.671,15.803,0.507,138.079,94.94,1
devops-ci-016-00082,2026-03-23,project-02,bigquery,europe-west1,staging,security,cost,42.403,13.853,0.502,105.728,80.153,1
devops-ci-016-00083,2026-03-24,project-03,gke,europe-west1,dev,data,quality,41.045,8.732,0.757,193.968,89.522,1
devops-ci-016-00084,2026-03-25,project-03,vertex-ai,global,staging,mlops,reliability,30.884,5.082,0.593,105.783,58.849,0
devops-ci-016-00085,2026-03-26,project-08,cloud-sql,europe-west1,staging,security,reliability,34.343,5.229,0.379,91.54,50.836,0
devops-ci-016-00086,2026-03-27,project-12,cloud-sql,us-central1,prod,finops,latency,105.498,9.52,0.226,118.423,84.318,1
devops-ci-016-00087,2026-03-28,project-08,cloud-run,europe-west1,prod,finops,cost,67.451,4.237,0.665,112.294,73.145,1
devops-ci-016-00088,2026-03-29,project-15,cloud-sql,us-central1,prod,security,cost,64.986,4.339,0.219,47.424,47.45,0
devops-ci-016-00089,2026-03-30,project-17,bigquery,europe-west1,prod,backend,reliability,54.793,6.484,0.628,132.562,75.619,1
devops-ci-016-00090,2026-03-31,project-24,bigquery,us-central1,dev,platform,latency,26.31,9.57,0.501,55.895,57.225,0
devops-ci-016-00091,2026-04-01,project-12,gke,global,prod,data,quality,45.704,7.1,0.407,124.308,64.936,0
devops-ci-016-00092,2026-04-02,project-13,vertex-ai,asia-south1,prod,backend,security,69.841,3.665,0.441,61.497,57.399,0
devops-ci-016-00093,2026-04-03,project-07,bigquery,asia-south1,dev,backend,quality,30.784,5.821,0.496,90.571,54.925,0
devops-ci-016-00094,2026-04-04,project-11,bigquery,europe-west1,prod,mlops,quality,51.869,7.268,0.664,135.398,78.098,1
devops-ci-016-00095,2026-04-05,project-01,bigquery,asia-south1,dev,finops,quality,9.509,10.258,0.568,58.341,55.652,0
devops-ci-016-00096,2026-04-06,project-15,cloud-run,global,staging,platform,quality,8.142,6.284,0.571,170.724,62.395,0
devops-ci-016-00097,2026-04-07,project-12,vertex-ai,europe-west1,sandbox,platform,security,17.726,5.021,0.613,10.795,40.949,0
devops-ci-016-00098,2026-04-08,project-18,cloud-run,asia-south1,sandbox,finops,latency,46.642,12.485,0.6,19.745,69.336,1
devops-ci-016-00099,2026-04-09,project-08,pubsub,us-east1,sandbox,finops,reliability,57.427,4.935,0.64,139.029,74.29,1
devops-ci-016-00100,2026-04-10,project-14,bigquery,europe-west1,dev,data,latency,53.751,6.873,0.498,91.842,65.673,1
devops-ci-016-00101,2026-04-11,project-13,pubsub,us-central1,prod,backend,reliability,93.94,3.693,0.408,57.315,64.134,0
devops-ci-016-00102,2026-04-12,project-20,cloud-sql,europe-west1,staging,platform,cost,59.024,12.103,0.457,150.129,86.788,1
devops-ci-016-00103,2026-04-13,project-21,cloud-run,us-central1,prod,platform,quality,59.85,8.183,0.617,84.2,73.915,1
devops-ci-016-00104,2026-04-14,project-18,compute,us-central1,prod,security,cost,68.737,8.891,0.787,144.188,93.376,1
devops-ci-016-00105,2026-04-15,project-03,cloud-sql,europe-west1,prod,security,reliability,36.89,9.18,0.838,244.58,99.329,1
devops-ci-016-00106,2026-04-16,project-01,vertex-ai,global,staging,finops,reliability,52.496,6.776,0.706,65.369,68.427,0
devops-ci-016-00107,2026-04-17,project-21,cloud-sql,us-central1,dev,mlops,cost,75.686,14.515,0.569,190.931,100,1
devops-ci-016-00108,2026-04-18,project-21,bigquery,global,dev,mlops,cost,65.251,11.349,0.268,54.47,66.642,1
devops-ci-016-00109,2026-04-19,project-12,pubsub,asia-south1,prod,finops,latency,72.227,12.66,0.587,203.404,100,1
devops-ci-016-00110,2026-04-20,project-16,pubsub,us-east1,dev,mlops,quality,41.68,16.643,0.572,56.416,81.669,1
devops-ci-016-00111,2026-04-21,project-20,gke,us-east1,staging,platform,cost,41.114,17.921,0.476,171.292,97.846,1
devops-ci-016-00112,2026-04-22,project-09,cloud-sql,global,dev,data,reliability,11.825,4.705,0.618,95.424,50.663,0
devops-ci-016-00113,2026-04-23,project-15,compute,europe-west1,dev,backend,security,63.496,6.856,0.769,80.63,76.894,1
devops-ci-016-00114,2026-04-24,project-14,cloud-run,us-east1,sandbox,backend,latency,9.289,6.445,0.587,206.276,68.916,1
devops-ci-016-00115,2026-04-25,project-09,compute,europe-west1,dev,mlops,quality,52.165,3.998,0.655,278.698,91.155,1
devops-ci-016-00116,2026-04-26,project-15,vertex-ai,europe-west1,prod,platform,latency,48.076,5.343,0.578,164.302,73.484,0
devops-ci-016-00117,2026-04-27,project-04,compute,europe-west1,prod,security,latency,44.175,6.027,0.711,174.506,79.858,1
devops-ci-016-00118,2026-04-28,project-21,cloud-run,us-east1,staging,platform,cost,67.109,8.802,0.483,134.882,80.601,1
devops-ci-016-00119,2026-04-29,project-10,compute,us-east1,dev,security,quality,35.946,10.1,0.662,84.808,71.686,0
devops-ci-016-00120,2026-04-30,project-24,vertex-ai,asia-south1,prod,finops,cost,55.605,10.346,0.375,167.512,81.156,1
devops-ci-016-00121,2026-05-01,project-19,cloud-sql,asia-south1,dev,backend,security,53.302,6.814,0.689,124.486,76.824,1
devops-ci-016-00122,2026-05-02,project-22,vertex-ai,asia-south1,prod,platform,latency,59.732,9.255,0.457,62.226,67.571,1
devops-ci-016-00123,2026-05-03,project-16,cloud-sql,global,prod,data,cost,76.446,8.541,0.199,108.382,69.456,1
devops-ci-016-00124,2026-05-04,project-03,vertex-ai,asia-south1,prod,data,latency,53.07,6.287,0.991,97.041,82.081,1
devops-ci-016-00125,2026-05-05,project-22,cloud-run,us-central1,dev,data,latency,56.721,6.657,0.686,157.983,82.435,1
devops-ci-016-00126,2026-05-06,project-22,cloud-sql,us-east1,dev,security,quality,26.712,4.414,0.814,118.437,65.411,0
devops-ci-016-00127,2026-05-07,project-10,bigquery,us-east1,prod,data,reliability,79.316,11.875,0.25,54.415,72.154,0
devops-ci-016-00128,2026-05-08,project-17,cloud-run,us-east1,prod,security,security,78.609,13.678,0.585,54.67,87.876,1
devops-ci-016-00129,2026-05-09,project-06,vertex-ai,us-central1,prod,platform,quality,75.181,11.146,0.449,51.122,75.491,1
devops-ci-016-00130,2026-05-10,project-23,pubsub,global,prod,backend,reliability,55.122,6.015,0.509,70.39,61.408,1
devops-ci-016-00131,2026-05-11,project-09,pubsub,us-east1,prod,security,reliability,89.494,11.611,0.643,0.037,80.926,1
devops-ci-016-00132,2026-05-12,project-07,bigquery,global,dev,platform,cost,36.285,6.569,0.685,64.028,61.34,1
devops-ci-016-00133,2026-05-13,project-08,compute,global,staging,security,latency,39.973,5.605,0.225,100.043,49.533,0
devops-ci-016-00134,2026-05-14,project-15,cloud-run,us-central1,staging,platform,cost,39.717,10.077,0.693,231.524,95.433,1
devops-ci-016-00135,2026-05-15,project-22,vertex-ai,global,dev,data,reliability,41.724,6.114,0.378,32.886,46.895,0
devops-ci-016-00136,2026-05-16,project-18,vertex-ai,us-central1,dev,finops,latency,56.682,19.813,0.534,182.187,100,1
devops-ci-016-00137,2026-05-17,project-04,pubsub,europe-west1,dev,data,cost,36.883,8.191,0.651,79.358,66.379,1
devops-ci-016-00138,2026-05-18,project-24,bigquery,us-central1,sandbox,finops,security,61.88,9.18,0.666,168.21,90.919,1
devops-ci-016-00139,2026-05-19,project-10,gke,us-central1,prod,platform,security,37.801,11.29,0.625,170.138,86.26,1
devops-ci-016-00140,2026-05-20,project-22,bigquery,us-central1,prod,finops,quality,61.187,6.848,0.476,115.92,70.959,1
devops-ci-016-00141,2026-05-21,project-17,cloud-sql,asia-south1,staging,data,reliability,40.927,15.744,0.692,168.579,99.865,1
devops-ci-016-00142,2026-05-22,project-15,cloud-run,europe-west1,sandbox,backend,quality,49.108,7.9,0.654,129.373,77.378,1
devops-ci-016-00143,2026-05-23,project-05,bigquery,us-central1,prod,backend,latency,53.145,5.02,0.492,117.36,64.649,1
devops-ci-016-00144,2026-05-24,project-17,pubsub,europe-west1,prod,platform,cost,69.461,8.242,0.502,151.016,83.136,1
devops-ci-016-00145,2026-05-25,project-02,cloud-run,global,staging,security,security,39.66,9.559,0.528,147.485,76.174,1
devops-ci-016-00146,2026-05-26,project-03,vertex-ai,us-east1,prod,data,latency,53.199,5.283,0.747,61.225,66.02,0
devops-ci-016-00147,2026-05-27,project-10,compute,europe-west1,prod,mlops,reliability,70.607,7.423,0.35,101.35,69.063,0
devops-ci-016-00148,2026-05-28,project-18,compute,asia-south1,dev,backend,security,38.292,16.765,0.455,117.329,85.556,1
devops-ci-016-00149,2026-05-29,project-21,pubsub,us-east1,sandbox,security,security,39.188,11.92,0.822,79.619,81.91,1
devops-ci-016-00150,2026-05-30,project-15,gke,europe-west1,prod,security,latency,86.382,10.649,0.842,166.856,100,1
devops-ci-016-00151,2026-05-31,project-05,cloud-run,global,dev,backend,reliability,59.731,4.259,0.221,60.975,47.471,0
devops-ci-016-00152,2026-06-01,project-04,pubsub,us-east1,dev,backend,security,43.562,9.873,0.393,191.071,79.903,1
devops-ci-016-00153,2026-06-02,project-19,bigquery,europe-west1,sandbox,backend,reliability,61.174,5.221,0.3,89.307,57.117,0
devops-ci-016-00154,2026-06-03,project-09,cloud-sql,us-east1,prod,finops,cost,100.318,8.599,0.469,204.406,100,1
devops-ci-016-00155,2026-06-04,project-19,cloud-sql,us-central1,prod,mlops,cost,65.373,5.667,0.584,104.835,71.832,0
devops-ci-016-00156,2026-06-05,project-08,cloud-sql,global,sandbox,finops,cost,45.697,6.093,0.615,101.059,66.474,1
devops-ci-016-00157,2026-06-06,project-19,cloud-run,us-central1,dev,platform,security,76.845,5.519,0.312,118.75,68.011,1
devops-ci-016-00158,2026-06-07,project-23,gke,global,dev,platform,quality,41.802,11.455,0.494,115.121,75.438,0
devops-ci-016-00159,2026-06-08,project-11,gke,us-east1,prod,data,reliability,49.616,7.579,0.52,70.869,63.585,0
devops-ci-016-00160,2026-06-09,project-18,pubsub,us-central1,prod,platform,latency,57.434,9.84,0.575,138.41,83.372,1
devops-ci-016-00161,2026-06-10,project-24,gke,asia-south1,staging,mlops,reliability,54.667,11.119,0.77,99.861,86.591,1
devops-ci-016-00162,2026-06-11,project-21,pubsub,us-central1,prod,finops,latency,32.887,5.618,0.457,60.03,49.368,0
devops-ci-016-00163,2026-06-12,project-03,bigquery,global,prod,finops,quality,65.516,5.926,0.513,91.848,68.107,1
devops-ci-016-00164,2026-06-13,project-15,bigquery,us-east1,dev,mlops,security,73.175,11.222,0.247,162.987,84.21,1
devops-ci-016-00165,2026-06-14,project-06,vertex-ai,asia-south1,sandbox,finops,latency,60.631,5.977,0.631,187.155,84.546,1
devops-ci-016-00166,2026-06-15,project-03,vertex-ai,us-east1,dev,finops,latency,14.643,7.829,0.422,30.981,42.681,0
devops-ci-016-00167,2026-06-16,project-04,gke,europe-west1,staging,backend,latency,29.19,13.389,0.416,187.804,83.406,1
devops-ci-016-00168,2026-06-17,project-10,cloud-run,asia-south1,dev,platform,security,52.14,4.531,0.367,47.81,48.639,0
devops-ci-016-00169,2026-06-18,project-20,cloud-run,us-east1,prod,backend,security,70.217,8.512,0.284,158.486,77.49,1
devops-ci-016-00170,2026-06-19,project-17,cloud-sql,us-central1,prod,data,reliability,45.98,8.786,0.598,136.36,77.409,1
devops-ci-016-00171,2026-06-20,project-10,cloud-sql,us-central1,prod,data,latency,71.468,11.721,0.689,146.685,97.869,1
devops-ci-016-00172,2026-06-21,project-22,bigquery,asia-south1,dev,platform,quality,42.189,7.189,0.574,115.49,68.473,0
devops-ci-016-00173,2026-06-22,project-21,vertex-ai,europe-west1,staging,mlops,latency,44.935,8.397,0.336,59.652,55.78,0
devops-ci-016-00174,2026-06-23,project-05,gke,asia-south1,dev,data,security,17.186,8.842,0.559,40.866,52.171,0
devops-ci-016-00175,2026-06-24,project-20,vertex-ai,asia-south1,prod,platform,quality,87.341,8.105,0.652,93.745,85.972,1
devops-ci-016-00176,2026-06-25,project-18,vertex-ai,us-central1,dev,security,latency,35.059,16.966,0.504,118.449,86.772,1
devops-ci-016-00177,2026-06-26,project-02,vertex-ai,global,prod,backend,quality,72.713,12.322,0.462,12.138,72.141,1
devops-ci-016-00178,2026-06-27,project-10,vertex-ai,us-central1,staging,finops,reliability,7.673,15.02,0.789,114.676,82.071,1
devops-ci-016-00179,2026-06-28,project-03,gke,europe-west1,dev,finops,latency,75.801,17.166,0.798,141.351,100,1
devops-ci-016-00180,2026-06-29,project-01,gke,us-central1,staging,platform,reliability,0.0,19.024,0.584,94.252,78.574,1
devops-ci-016-00181,2026-01-01,project-08,compute,europe-west1,prod,security,latency,51.723,12.767,0.533,12.635,68.39,1
devops-ci-016-00182,2026-01-02,project-17,cloud-run,asia-south1,prod,security,cost,33.058,11.301,0.703,104.517,77.786,1
devops-ci-016-00183,2026-01-03,project-10,compute,us-central1,staging,backend,cost,32.247,4.284,0.708,178.556,72.102,1
devops-ci-016-00184,2026-01-04,project-09,bigquery,us-east1,prod,mlops,cost,66.172,7.202,0.558,132.292,78.787,1
devops-ci-016-00185,2026-01-05,project-16,cloud-sql,us-east1,staging,backend,quality,29.599,5.584,0.186,264.499,68.472,1
devops-ci-016-00186,2026-01-06,project-22,pubsub,asia-south1,prod,mlops,quality,34.968,7.237,0.717,54.558,62.177,1
devops-ci-016-00187,2026-01-07,project-17,cloud-sql,europe-west1,staging,mlops,security,75.155,25.488,0.546,178.924,100,1
devops-ci-016-00188,2026-01-08,project-05,cloud-run,europe-west1,sandbox,security,security,61.374,25.738,0.69,92.849,100,1
devops-ci-016-00189,2026-01-09,project-11,pubsub,europe-west1,prod,data,reliability,99.265,15.389,0.393,196.301,100,1
devops-ci-016-00190,2026-01-10,project-20,cloud-sql,global,prod,platform,latency,84.809,4.888,0.516,16.417,61.543,0
devops-ci-016-00191,2026-01-11,project-20,vertex-ai,us-east1,prod,platform,latency,89.942,6.106,0.68,120.971,87.169,1
devops-ci-016-00192,2026-01-12,project-13,gke,europe-west1,sandbox,mlops,reliability,34.402,6.025,0.579,71.913,56.851,0
devops-ci-016-00193,2026-01-13,project-04,pubsub,us-east1,prod,mlops,quality,51.957,13.463,0.721,117.027,91.9,1
devops-ci-016-00194,2026-01-14,project-17,cloud-sql,global,sandbox,platform,reliability,46.507,8.452,0.554,121.136,73.054,1
devops-ci-016-00195,2026-01-15,project-06,cloud-sql,europe-west1,sandbox,security,latency,40.619,5.746,0.541,27.656,50.592,0
devops-ci-016-00196,2026-01-16,project-11,bigquery,global,sandbox,finops,cost,1.246,6.759,0.48,154.706,55.568,1
devops-ci-016-00197,2026-01-17,project-16,compute,us-east1,dev,mlops,quality,45.946,9.428,0.779,103.39,80.422,1
devops-ci-016-00198,2026-01-18,project-13,compute,us-east1,prod,finops,latency,54.953,14.381,0.522,69.735,81.229,1
devops-ci-016-00199,2026-01-19,project-01,pubsub,us-central1,prod,finops,cost,63.761,12.026,0.713,60.406,84.141,1
devops-ci-016-00200,2026-01-20,project-24,bigquery,us-central1,dev,platform,reliability,34.087,8.292,0.393,130.586,64.077,1
devops-ci-016-00201,2026-01-21,project-04,bigquery,global,prod,security,cost,85.022,3.753,0.441,91.266,67.259,1
devops-ci-016-00202,2026-01-22,project-09,gke,asia-south1,staging,mlops,quality,29.597,14.05,0.601,130.22,83.168,1
devops-ci-016-00203,2026-01-23,project-16,vertex-ai,asia-south1,staging,finops,cost,54.312,9.521,0.889,225.692,100,1
devops-ci-016-00204,2026-01-24,project-01,bigquery,europe-west1,prod,security,security,49.171,18.563,0.602,45.453,88.222,1
devops-ci-016-00205,2026-01-25,project-09,vertex-ai,europe-west1,prod,finops,latency,49.341,8.212,0.719,206.014,91.639,1
devops-ci-016-00206,2026-01-26,project-01,gke,asia-south1,sandbox,platform,cost,67.508,5.512,0.275,63.743,55.41,0
devops-ci-016-00207,2026-01-27,project-01,vertex-ai,us-central1,dev,data,latency,39.373,7.877,0.788,60.224,68.523,0
devops-ci-016-00208,2026-01-28,project-08,gke,global,prod,finops,security,60.993,8.154,0.364,120.862,70.739,1
devops-ci-016-00209,2026-01-29,project-04,vertex-ai,asia-south1,dev,platform,cost,20.716,4.553,0.512,127.695,54.416,0
devops-ci-016-00210,2026-01-30,project-15,compute,asia-south1,dev,mlops,security,33.927,26.31,0.508,86.825,100,1
devops-ci-016-00211,2026-01-31,project-05,cloud-run,us-east1,staging,platform,latency,65.087,11.394,0.644,67.807,81.795,1
devops-ci-016-00212,2026-02-01,project-14,pubsub,us-east1,prod,finops,latency,52.511,10.147,0.711,152.742,89.215,1
devops-ci-016-00213,2026-02-02,project-06,vertex-ai,global,dev,security,reliability,31.769,8.807,0.925,131.632,83.24,1
devops-ci-016-00214,2026-02-03,project-12,gke,asia-south1,sandbox,security,quality,34.012,10.646,0.551,166.638,80.331,1
devops-ci-016-00215,2026-02-04,project-12,bigquery,us-east1,dev,finops,cost,33.741,7.573,0.841,151.137,80.955,1
devops-ci-016-00216,2026-02-05,project-06,compute,us-east1,prod,mlops,quality,51.917,19.368,0.468,135.128,99.449,1
devops-ci-016-00217,2026-02-06,project-01,pubsub,us-east1,prod,platform,security,71.451,7.648,0.525,138.738,81.461,1
devops-ci-016-00218,2026-02-07,project-07,cloud-run,us-east1,prod,backend,reliability,73.043,10.097,0.633,212.311,100,1
devops-ci-016-00219,2026-02-08,project-07,bigquery,global,sandbox,mlops,quality,44.261,5.172,0.37,162.125,64.153,0
devops-ci-016-00220,2026-02-09,project-18,gke,global,dev,data,security,31.4,12.355,0.542,138.599,79.001,1
