record_id,event_date,project_name,service_name,gcp_region,environment,owning_team,signal_category,metric_a,metric_b,metric_c,metric_d,risk_score,budget_breach
finops-budget-059-00046,2026-02-15,project-05,vertex-ai,us-central1,prod,data,security,66.126,11.171,0.837,175.726,100,1
finops-budget-059-00047,2026-02-16,project-08,cloud-sql,europe-west1,prod,finops,cost,56.789,7.12,0.357,150.453,70.926,1
finops-budget-059-00048,2026-02-17,project-12,pubsub,europe-west1,prod,backend,security,21.876,4.991,0.487,185.502,63.4,0
finops-budget-059-00049,2026-02-18,project-07,bigquery,us-central1,sandbox,platform,cost,58.243,23.893,0.325,156.394,100,1
finops-budget-059-00050,2026-02-19,project-11,bigquery,us-central1,prod,security,reliability,74.365,15.283,0.621,48.723,90.529,1
finops-budget-059-00051,2026-02-20,project-20,cloud-run,global,staging,mlops,latency,62.403,13.855,0.528,185.871,99.756,1
finops-budget-059-00052,2026-02-21,project-10,cloud-run,asia-south1,sandbox,security,cost,9.213,5.728,0.128,29.664,25.396,0
finops-budget-059-00053,2026-02-22,project-19,compute,us-east1,staging,platform,reliability,41.266,12.419,0.265,196.906,81.411,1
finops-budget-059-00054,2026-02-23,project-22,vertex-ai,europe-west1,prod,finops,latency,80.544,11.816,0.47,121.868,89.983,1
finops-budget-059-00055,2026-02-24,project-01,pubsub,europe-west1,dev,mlops,security,25.027,4.75,0.504,81.998,49.441,0
finops-budget-059-00056,2026-02-25,project-17,vertex-ai,us-east1,prod,platform,quality,85.48,14.387,0.752,181.902,100,1
finops-budget-059-00057,2026-02-26,project-22,cloud-run,us-east1,prod,backend,security,87.794,9.072,0.67,164.797,99.379,1
finops-budget-059-00058,2026-02-27,project-13,bigquery,asia-south1,prod,security,security,46.078,8.077,0.705,142.502,80.43,1
finops-budget-059-00059,2026-02-28,project-05,bigquery,europe-west1,prod,data,quality,44.435,8.066,0.549,143.009,74.443,1
finops-budget-059-00060,2026-03-01,project-16,vertex-ai,global,prod,data,latency,71.235,9.143,0.263,100.066,70.064,1
finops-budget-059-00061,2026-03-02,project-14,vertex-ai,global,staging,platform,quality,33.247,9.645,0.461,201.073,79.6,1
finops-budget-059-00062,2026-03-03,project-01,gke,asia-south1,dev,security,reliability,7.163,5.722,0.464,80.78,43.879,0
finops-budget-059-00063,2026-03-04,project-21,gke,us-central1,dev,data,latency,36.168,14.463,0.676,89.563,83.127,1
finops-budget-059-00064,2026-03-05,project-02,cloud-run,us-central1,dev,platform,quality,36.569,12.942,0.509,134.479,80.424,1
finops-budget-059-00065,2026-03-06,project-18,bigquery,europe-west1,dev,mlops,quality,61.105,6.032,0.578,229.089,89.1,1
finops-budget-059-00066,2026-03-07,project-19,cloud-sql,asia-south1,sandbox,security,security,52.113,7.063,0.416,38.911,54.954,0
finops-budget-059-00067,2026-03-08,project-10,pubsub,global,prod,platform,cost,108.715,10.082,0.522,88.94,92.815,1
finops-budget-059-00068,2026-03-09,project-24,vertex-ai,us-east1,dev,backend,security,44.558,5.078,0.407,187.136,68.98,0
finops-budget-059-00069,2026-03-10,project-12,gke,global,dev,platform,cost,41.69,8.123,0.453,86.685,62.042,0
finops-budget-059-00070,2026-03-11,project-14,pubsub,global,prod,data,cost,89.593,15.556,0.392,159.187,100,1
finops-budget-059-00071,2026-03-12,project-23,pubsub,us-east1,dev,finops,security,40.531,9.659,0.659,74.347,70.631,1
finops-budget-059-00072,2026-03-13,project-05,vertex-ai,europe-west1,prod,platform,latency,54.549,6.172,0.206,84.806,53.071,0
finops-budget-059-00073,2026-03-14,project-21,compute,europe-west1,prod,security,latency,27.749,12.079,0.513,120.527,73.428,1
finops-budget-059-00074,2026-03-15,project-06,compute,global,dev,platform,cost,49.186,13.764,0.739,75.776,86.247,1
finops-budget-059-00075,2026-03-16,project-18,vertex-ai,asia-south1,dev,mlops,reliability,33.529,4.312,0.688,169.648,70.617,1
finops-budget-059-00076,2026-03-17,project-16,cloud-run,us-east1,dev,finops,reliability,28.097,19.646,0.514,188.286,100,1
finops-budget-059-00077,2026-03-18,project-24,pubsub,global,sandbox,security,latency,26.594,10.16,0.565,19.382,55.616,0
finops-budget-059-00078,2026-03-19,project-15,compute,global,staging,security,security,67.306,11.942,0.769,35.449,83.506,1
finops-budget-059-00079,2026-03-20,project-02,cloud-run,global,dev,mlops,latency,3.302,8.521,0.876,154.312,74.202,1
finops-budget-059-00080,2026-03-21,project-20,cloud-run,us-east1,prod,security,latency,52.48,27.361,0.449,116.714,100,1
finops-budget-059-00081,2026-03-22,project-06,bigquery,global,prod,mlops,cost,59.037,12.444,0.754,201.282,100,1
finops-budget-059-00082,2026-03-23,project-08,cloud-run,asia-south1,prod,data,reliability,84.147,7.148,0.738,200.577,100,1
finops-budget-059-00083,2026-03-24,project-10,gke,europe-west1,sandbox,platform,quality,54.237,13.001,0.92,142.741,100,1
finops-budget-059-00084,2026-03-25,project-24,cloud-run,us-central1,prod,backend,quality,79.168,6.984,0.349,145.855,77.49,1
finops-budget-059-00085,2026-03-26,project-16,bigquery,us-central1,dev,mlops,quality,54.634,15.205,0.597,102.275,90.41,1
finops-budget-059-00086,2026-03-27,project-13,bigquery,asia-south1,dev,finops,latency,7.883,12.967,0.789,157.141,83.547,1
finops-budget-059-00087,2026-03-28,project-14,cloud-sql,global,prod,backend,cost,80.988,4.093,0.612,113.597,75.882,1
finops-budget-059-00088,2026-03-29,project-07,gke,global,prod,security,quality,80.674,5.464,0.602,103.646,77.17,1
finops-budget-059-00089,2026-03-30,project-07,bigquery,us-central1,prod,platform,security,63.555,18.228,0.572,86.993,97.483,1
finops-budget-059-00090,2026-03-31,project-15,bigquery,us-central1,prod,mlops,reliability,61.627,8.179,0.31,156.773,74.367,0
finops-budget-059-00091,2026-04-01,project-07,gke,us-east1,dev,platform,security,70.552,3.58,0.381,188.466,73.866,1
finops-budget-059-00092,2026-04-02,project-18,gke,us-east1,prod,mlops,quality,55.663,7.037,0.509,97.527,67.939,0
finops-budget-059-00093,2026-04-03,project-11,pubsub,europe-west1,prod,data,cost,60.701,24.761,0.44,12.076,96.182,1
finops-budget-059-00094,2026-04-04,project-02,pubsub,asia-south1,prod,security,latency,78.468,13.994,0.238,84.09,80.71,1
finops-budget-059-00095,2026-04-05,project-07,bigquery,europe-west1,prod,finops,latency,43.522,4.791,0.62,58.102,56.585,1
finops-budget-059-00096,2026-04-06,project-07,bigquery,europe-west1,prod,backend,cost,33.089,17.116,0.667,59.489,83.539,1
finops-budget-059-00097,2026-04-07,project-24,bigquery,global,sandbox,platform,latency,33.764,19.744,0.627,83.237,91.97,1
finops-budget-059-00098,2026-04-08,project-22,compute,us-east1,staging,backend,latency,11.768,6.68,0.72,180.536,71.234,1
finops-budget-059-00099,2026-04-09,project-13,vertex-ai,us-east1,prod,finops,security,28.796,13.637,0.576,110.105,78.115,0
finops-budget-059-00100,2026-04-10,project-20,compute,us-east1,sandbox,platform,quality,44.388,10.192,0.515,35.421,62.508,0
finops-budget-059-00101,2026-04-11,project-13,bigquery,europe-west1,staging,security,security,59.843,9.721,0.225,62.47,60.613,0
finops-budget-059-00102,2026-04-12,project-11,bigquery,global,prod,backend,quality,64.477,3.953,0.182,85.228,50.59,0
finops-budget-059-00103,2026-04-13,project-04,cloud-sql,global,prod,backend,security,59.971,10.912,0.483,0.0,63.356,0
finops-budget-059-00104,2026-04-14,project-11,cloud-sql,us-central1,prod,backend,security,34.59,9.495,0.447,180.557,76.238,1
finops-budget-059-00105,2026-04-15,project-02,vertex-ai,europe-west1,sandbox,security,security,76.178,6.449,0.438,171.857,82.102,1
finops-budget-059-00106,2026-04-16,project-21,vertex-ai,us-central1,dev,platform,quality,47.936,5.228,0.229,181.605,63.475,1
finops-budget-059-00107,2026-04-17,project-08,bigquery,us-central1,prod,platform,latency,77.681,16.206,0.695,178.545,100,1
finops-budget-059-00108,2026-04-18,project-02,vertex-ai,europe-west1,dev,data,cost,89.122,6.923,0.393,211.57,91.955,1
finops-budget-059-00109,2026-04-19,project-24,bigquery,us-central1,sandbox,platform,latency,11.722,7.571,0.719,142.657,67.738,1
finops-budget-059-00110,2026-04-20,project-05,vertex-ai,us-east1,prod,backend,latency,54.655,9.898,0.563,128.057,80.605,1
finops-budget-059-00111,2026-04-21,project-04,pubsub,asia-south1,prod,security,quality,90.762,6.774,0.182,33.948,58.893,1
finops-budget-059-00112,2026-04-22,project-08,vertex-ai,us-east1,staging,backend,quality,46.006,11.959,0.568,148.396,85.528,1
finops-budget-059-00113,2026-04-23,project-08,cloud-sql,us-east1,prod,data,reliability,50.642,13.534,0.467,125.583,83.963,1
finops-budget-059-00114,2026-04-24,project-23,vertex-ai,asia-south1,prod,security,cost,51.152,5.924,0.505,14.194,51.471,0
finops-budget-059-00115,2026-04-25,project-02,cloud-sql,us-east1,dev,backend,reliability,50.365,8.613,0.519,165.669,80.05,1
finops-budget-059-00116,2026-04-26,project-21,cloud-run,us-central1,prod,data,latency,44.343,7.722,0.532,84.884,64.537,0
finops-budget-059-00117,2026-04-27,project-15,cloud-sql,asia-south1,dev,backend,quality,29.842,9.481,0.079,107.415,50.997,0
finops-budget-059-00118,2026-04-28,project-13,compute,us-east1,prod,mlops,reliability,58.274,3.62,0.729,176.734,80.131,1
finops-budget-059-00119,2026-04-29,project-21,gke,us-east1,sandbox,data,latency,35.778,16.396,0.819,154.289,100,1
finops-budget-059-00120,2026-04-30,project-22,pubsub,us-east1,dev,security,latency,56.656,12.274,0.541,127.318,85.971,1
finops-budget-059-00121,2026-05-01,project-12,pubsub,us-east1,prod,platform,latency,84.995,10.623,0.421,86.543,81.891,1
finops-budget-059-00122,2026-05-02,project-17,pubsub,europe-west1,prod,backend,reliability,53.541,7.987,0.623,174.729,84.662,1
finops-budget-059-00123,2026-05-03,project-18,bigquery,global,dev,data,quality,43.103,9.268,0.482,170.426,78.435,1
finops-budget-059-00124,2026-05-04,project-09,vertex-ai,europe-west1,sandbox,data,cost,47.816,10.303,0.794,133.661,88.058,1
finops-budget-059-00125,2026-05-05,project-15,compute,global,prod,platform,reliability,98.461,9.062,0.303,171.504,91.222,1
finops-budget-059-00126,2026-05-06,project-16,gke,europe-west1,dev,finops,security,62.618,17.99,0.565,87.938,96.492,1
finops-budget-059-00127,2026-05-07,project-20,vertex-ai,us-east1,sandbox,backend,cost,48.953,19.711,0.714,163.636,100,1
finops-budget-059-00128,2026-05-08,project-06,compute,us-east1,dev,backend,quality,55.354,6.228,0.578,62.286,63.219,0
finops-budget-059-00129,2026-05-09,project-01,cloud-run,us-east1,dev,security,latency,58.515,4.618,0.375,158.64,67.516,0
finops-budget-059-00130,2026-05-10,project-22,bigquery,global,sandbox,security,security,59.145,8.438,0.42,145.442,76.3,1
finops-budget-059-00131,2026-05-11,project-20,cloud-run,europe-west1,prod,mlops,reliability,50.407,8.324,0.632,140.042,79.608,1
finops-budget-059-00132,2026-05-12,project-24,cloud-run,us-central1,prod,platform,security,54.339,8.959,0.412,107.543,70.026,1
finops-budget-059-00133,2026-05-13,project-07,cloud-run,europe-west1,prod,security,security,35.865,4.834,0.268,96.379,47.267,0
finops-budget-059-00134,2026-05-14,project-03,compute,us-east1,sandbox,data,security,36.781,7.865,0.622,67.268,62.805,1
finops-budget-059-00135,2026-05-15,project-20,bigquery,europe-west1,prod,backend,security,58.471,5.595,0.478,118.804,67.575,1
finops-budget-059-00136,2026-05-16,project-01,compute,us-east1,dev,finops,latency,29.396,9.393,0.38,92.132,58.942,0
finops-budget-059-00137,2026-05-17,project-14,bigquery,asia-south1,prod,mlops,reliability,28.388,6.36,0.551,133.545,63.536,0
finops-budget-059-00138,2026-05-18,project-21,gke,us-central1,dev,finops,latency,62.447,12.12,0.556,42.116,75.738,0
finops-budget-059-00139,2026-05-19,project-16,cloud-sql,us-east1,prod,security,cost,88.073,11.93,0.441,159.568,97.368,1
finops-budget-059-00140,2026-05-20,project-15,gke,us-east1,prod,security,cost,46.752,19.478,0.44,91.221,90.515,1
finops-budget-059-00141,2026-05-21,project-13,cloud-run,europe-west1,sandbox,backend,quality,68.543,15.326,0.644,18.087,84.928,1
finops-budget-059-00142,2026-05-22,project-15,cloud-sql,us-central1,prod,mlops,reliability,68.237,5.303,0.834,132.12,84.714,1
finops-budget-059-00143,2026-05-23,project-14,pubsub,global,dev,finops,cost,55.154,10.144,0.387,172.028,81.606,1
finops-budget-059-00144,2026-05-24,project-21,pubsub,us-central1,staging,platform,cost,12.999,9.693,0.594,181.414,74.413,1
finops-budget-059-00145,2026-05-25,project-22,vertex-ai,europe-west1,prod,platform,cost,65.833,5.674,0.362,140.349,69.418,1
finops-budget-059-00146,2026-05-26,project-24,bigquery,europe-west1,sandbox,platform,security,45.145,9.656,0.645,95.879,74.889,1
finops-budget-059-00147,2026-05-27,project-02,pubsub,asia-south1,sandbox,mlops,cost,65.339,12.645,0.505,59.056,78.661,1
finops-budget-059-00148,2026-05-28,project-11,bigquery,us-east1,prod,backend,latency,56.253,6.688,0.636,85.134,69.969,0
finops-budget-059-00149,2026-05-29,project-22,compute,global,dev,mlops,security,37.708,12.476,0.465,168.273,83.123,1
finops-budget-059-00150,2026-05-30,project-02,vertex-ai,global,sandbox,data,security,31.316,5.105,0.651,36.2,50.936,0
finops-budget-059-00151,2026-05-31,project-11,cloud-sql,global,sandbox,finops,security,78.704,6.763,0.801,202.364,100,1
finops-budget-059-00152,2026-06-01,project-21,cloud-run,asia-south1,prod,mlops,reliability,61.984,17.738,0.273,131.635,91.835,1
finops-budget-059-00153,2026-06-02,project-23,pubsub,us-central1,dev,mlops,cost,61.14,12.392,0.575,86.968,83.121,1
finops-budget-059-00154,2026-06-03,project-16,pubsub,us-east1,sandbox,platform,latency,34.896,13.313,0.392,88.651,69.926,1
finops-budget-059-00155,2026-06-04,project-20,cloud-sql,us-east1,dev,data,security,25.194,15.948,0.578,204.115,96.027,1
finops-budget-059-00156,2026-06-05,project-01,gke,us-central1,dev,mlops,quality,54.816,8.616,0.642,118.618,79.058,1
finops-budget-059-00157,2026-06-06,project-24,cloud-sql,us-east1,dev,finops,reliability,61.784,6.238,0.953,175.249,95.092,1
finops-budget-059-00158,2026-06-07,project-12,vertex-ai,global,prod,platform,security,85.064,5.325,0.734,0.0,67.887,1
finops-budget-059-00159,2026-06-08,project-18,bigquery,us-central1,prod,finops,security,79.614,11.455,0.659,126.73,96.14,1
finops-budget-059-00160,2026-06-09,project-12,bigquery,europe-west1,prod,security,cost,60.028,7.407,0.311,0.0,49.178,0
finops-budget-059-00161,2026-06-10,project-24,cloud-run,asia-south1,prod,security,security,64.421,6.812,0.596,27.219,63.271,1
finops-budget-059-00162,2026-06-11,project-15,compute,us-east1,staging,finops,reliability,46.147,7.155,0.535,104.723,66.844,1
finops-budget-059-00163,2026-06-12,project-16,cloud-sql,global,prod,finops,security,69.225,7.896,0.448,152.919,80.633,1
finops-budget-059-00164,2026-06-13,project-04,cloud-sql,us-central1,sandbox,platform,cost,46.374,9.908,0.605,91.506,73.869,1
finops-budget-059-00165,2026-06-14,project-08,vertex-ai,asia-south1,prod,platform,quality,31.319,9.49,0.498,77.29,61.806,0
finops-budget-059-00166,2026-06-15,project-04,gke,us-central1,sandbox,mlops,reliability,45.77,11.521,0.852,118.589,90.016,1
finops-budget-059-00167,2026-06-16,project-22,cloud-run,us-east1,staging,finops,reliability,37.44,9.529,0.323,161.086,70.135,0
finops-budget-059-00168,2026-06-17,project-22,vertex-ai,asia-south1,prod,platform,quality,58.87,9.985,0.853,111.408,90.005,1
finops-budget-059-00169,2026-06-18,project-22,cloud-run,asia-south1,prod,platform,cost,60.845,6.764,0.936,133.066,89.244,1
finops-budget-059-00170,2026-06-19,project-12,cloud-sql,europe-west1,prod,platform,security,28.053,6.74,0.61,174.758,72.381,1
finops-budget-059-00171,2026-06-20,project-07,gke,europe-west1,prod,security,cost,59.925,5.191,0.651,62.955,65.052,0
finops-budget-059-00172,2026-06-21,project-14,vertex-ai,global,prod,backend,security,93.379,13.904,0.751,129.594,100,1
finops-budget-059-00173,2026-06-22,project-03,vertex-ai,us-east1,prod,platform,reliability,75.479,14.995,0.39,27.281,79.034,1
finops-budget-059-00174,2026-06-23,project-15,cloud-run,us-east1,dev,finops,security,51.856,9.72,0.488,213.509,89.046,1
finops-budget-059-00175,2026-06-24,project-11,bigquery,europe-west1,dev,backend,latency,4.141,5.273,0.585,30.736,38.71,0
finops-budget-059-00176,2026-06-25,project-02,compute,global,dev,backend,security,67.039,4.515,0.299,143.626,65.409,1
finops-budget-059-00177,2026-06-26,project-05,pubsub,us-central1,dev,data,latency,53.496,8.95,0.394,62.1,62.453,0
finops-budget-059-00178,2026-06-27,project-09,bigquery,us-east1,sandbox,backend,quality,37.923,12.325,0.659,92.737,78.621,1
finops-budget-059-00179,2026-06-28,project-08,bigquery,global,prod,mlops,quality,67.52,4.573,0.201,175.379,66.913,0
finops-budget-059-00180,2026-06-29,project-17,cloud-run,us-east1,staging,security,latency,42.354,18.38,0.404,176.968,97.658,1
finops-budget-059-00181,2026-01-01,project-19,gke,us-east1,sandbox,security,security,43.9,6.953,0.534,115.775,67.163,0
finops-budget-059-00182,2026-01-02,project-24,cloud-run,europe-west1,prod,backend,security,90.242,6.964,0.425,111.374,78.951,1
finops-budget-059-00183,2026-01-03,project-17,pubsub,asia-south1,prod,finops,latency,78.264,4.167,0.597,100.045,72.6,0
finops-budget-059-00184,2026-01-04,project-09,vertex-ai,global,sandbox,platform,quality,16.712,11.839,0.785,182.939,87.627,1
finops-budget-059-00185,2026-01-05,project-15,bigquery,us-east1,prod,platform,reliability,84.454,10.813,0.898,69.947,96.42,1
finops-budget-059-00186,2026-01-06,project-18,compute,asia-south1,prod,mlops,security,71.443,7.958,0.409,179.183,84.02,1
finops-budget-059-00187,2026-01-07,project-06,vertex-ai,global,prod,platform,reliability,38.073,5.903,0.624,94.558,62.729,0
finops-budget-059-00188,2026-01-08,project-19,cloud-run,asia-south1,staging,data,reliability,60.388,6.504,0.443,76.873,63.027,0
finops-budget-059-00189,2026-01-09,project-20,gke,us-east1,dev,data,latency,39.285,5.589,0.95,4.781,60.738,1
finops-budget-059-00190,2026-01-10,project-11,gke,us-central1,prod,data,reliability,81.612,13.224,0.674,139.086,100,1
finops-budget-059-00191,2026-01-11,project-21,pubsub,global,prod,finops,security,72.13,6.87,0.351,116.28,70.518,1
finops-budget-059-00192,2026-01-12,project-12,pubsub,europe-west1,sandbox,data,security,66.139,9.856,0.844,68.79,85.718,1
finops-budget-059-00193,2026-01-13,project-07,bigquery,europe-west1,staging,security,cost,38.972,4.897,0.767,65.842,61.513,0
finops-budget-059-00194,2026-01-14,project-15,compute,us-central1,prod,platform,quality,27.714,6.42,0.201,10.575,33.257,0
finops-budget-059-00195,2026-01-15,project-19,pubsub,asia-south1,prod,backend,security,66.007,9.965,0.744,201.342,100,1
finops-budget-059-00196,2026-01-16,project-20,pubsub,asia-south1,dev,mlops,latency,53.88,8.161,0.798,116.454,82.813,1
finops-budget-059-00197,2026-01-17,project-12,bigquery,us-central1,staging,mlops,latency,52.588,8.789,0.582,162.219,82.94,1
finops-budget-059-00198,2026-01-18,project-01,pubsub,us-central1,staging,security,cost,63.462,12.48,0.363,95.983,78.034,1
finops-budget-059-00199,2026-01-19,project-16,cloud-sql,global,dev,data,cost,46.297,9.7,0.682,92.968,76.265,1
finops-budget-059-00200,2026-01-20,project-22,compute,us-east1,dev,finops,security,47.06,9.451,0.374,148.574,73.28,1
finops-budget-059-00201,2026-01-21,project-21,cloud-sql,europe-west1,prod,mlops,latency,56.288,10.964,0.551,89.807,77.665,1
finops-budget-059-00202,2026-01-22,project-14,cloud-run,global,staging,backend,security,62.159,9.342,0.515,126.133,79.973,1
finops-budget-059-00203,2026-01-23,project-13,vertex-ai,global,prod,finops,cost,78.826,6.166,0.435,122.591,75.079,0
finops-budget-059-00204,2026-01-24,project-07,vertex-ai,us-central1,prod,mlops,latency,113.135,6.851,0.605,211.091,100,1
finops-budget-059-00205,2026-01-25,project-02,bigquery,europe-west1,prod,finops,security,48.496,15.232,0.482,42.05,75.517,1
finops-budget-059-00206,2026-01-26,project-04,compute,asia-south1,prod,platform,cost,82.624,9.462,0.401,60.881,73.91,0
finops-budget-059-00207,2026-01-27,project-11,cloud-run,us-central1,dev,data,reliability,60.682,9.778,0.787,71.278,81.994,1
finops-budget-059-00208,2026-01-28,project-19,gke,global,prod,security,latency,63.211,7.697,0.62,199.436,90.868,1
finops-budget-059-00209,2026-01-29,project-19,compute,global,prod,platform,quality,67.764,6.357,0.599,143.603,80.458,1
finops-budget-059-00210,2026-01-30,project-07,vertex-ai,europe-west1,prod,platform,quality,115.149,5.781,0.441,120.96,86.866,1
finops-budget-059-00211,2026-01-31,project-07,cloud-run,asia-south1,prod,mlops,quality,64.144,6.613,0.607,91.261,72.435,0
finops-budget-059-00212,2026-02-01,project-07,bigquery,global,dev,security,cost,65.067,7.636,0.535,176.457,85.049,1
finops-budget-059-00213,2026-02-02,project-09,bigquery,europe-west1,prod,data,reliability,72.48,5.481,0.804,134.787,85.953,1
finops-budget-059-00214,2026-02-03,project-03,cloud-sql,asia-south1,dev,platform,latency,38.572,3.503,0.427,97.0,50.765,0
finops-budget-059-00215,2026-02-04,project-03,gke,europe-west1,prod,mlops,reliability,82.31,14.834,0.328,156.969,97.792,1
finops-budget-059-00216,2026-02-05,project-12,vertex-ai,europe-west1,prod,finops,latency,65.187,9.464,0.578,210.199,95.782,1
finops-budget-059-00217,2026-02-06,project-13,cloud-run,europe-west1,staging,finops,cost,52.752,5.525,0.544,88.394,63.286,1
finops-budget-059-00218,2026-02-07,project-21,pubsub,us-central1,sandbox,backend,latency,61.411,10.521,0.908,146.741,99.223,1
finops-budget-059-00219,2026-02-08,project-11,cloud-run,us-central1,dev,data,reliability,33.135,7.669,0.265,103.001,53.788,0
finops-budget-059-00220,2026-02-09,project-20,gke,us-central1,dev,mlops,security,32.735,12.9,0.448,78.515,68.687,0
