record_id,event_date,project_name,service_name,gcp_region,environment,owning_team,signal_category,metric_a,metric_b,metric_c,metric_d,risk_score,budget_breach
finops-budget-009-00017,2026-01-17,project-07,compute,asia-south1,staging,finops,cost,37.748,11.354,0.819,114.945,85.132,1
finops-budget-009-00018,2026-01-18,project-10,pubsub,europe-west1,staging,security,cost,31.777,10.976,0.473,22.342,56.546,0
finops-budget-009-00019,2026-01-19,project-03,gke,us-east1,prod,mlops,security,90.819,6.987,0.411,68.268,72.43,1
finops-budget-009-00020,2026-01-20,project-20,gke,europe-west1,prod,platform,reliability,81.414,3.657,0.539,101.198,70.651,1
finops-budget-009-00021,2026-01-21,project-12,cloud-sql,global,staging,security,cost,47.751,5.988,0.5,130.965,67.284,1
finops-budget-009-00022,2026-01-22,project-22,bigquery,us-east1,dev,backend,security,28.094,4.414,0.79,123.24,65.755,1
finops-budget-009-00023,2026-01-23,project-11,vertex-ai,us-central1,staging,mlops,quality,37.033,7.236,0.777,22.043,60.255,0
finops-budget-009-00024,2026-01-24,project-23,vertex-ai,us-east1,dev,finops,cost,46.636,12.618,0.412,112.325,76.565,1
finops-budget-009-00025,2026-01-25,project-12,bigquery,asia-south1,staging,mlops,quality,27.322,10.811,0.511,21.81,55.854,0
finops-budget-009-00026,2026-01-26,project-20,compute,europe-west1,prod,backend,latency,33.51,6.065,0.78,114.368,69.859,0
finops-budget-009-00027,2026-01-27,project-15,cloud-sql,asia-south1,sandbox,mlops,cost,56.23,11.114,0.474,247.117,98.241,1
finops-budget-009-00028,2026-01-28,project-05,gke,us-central1,sandbox,mlops,latency,37.125,11.195,0.478,111.428,72.095,1
finops-budget-009-00029,2026-01-29,project-08,compute,global,sandbox,mlops,security,33.785,12.084,0.624,158.769,85.015,1
finops-budget-009-00030,2026-01-30,project-08,compute,europe-west1,prod,data,reliability,67.583,16.166,0.792,138.155,100,1
finops-budget-009-00031,2026-01-31,project-20,vertex-ai,us-east1,dev,platform,latency,64.939,13.436,0.681,123.639,95.945,1
finops-budget-009-00032,2026-02-01,project-12,bigquery,europe-west1,staging,mlops,latency,32.949,4.994,0.366,29.064,40.233,0
finops-budget-009-00033,2026-02-02,project-20,cloud-sql,us-central1,staging,mlops,quality,26.003,10.945,0.475,208.168,81.622,1
finops-budget-009-00034,2026-02-03,project-14,pubsub,europe-west1,prod,platform,quality,61.674,6.688,0.62,156.499,81.714,1
finops-budget-009-00035,2026-02-04,project-02,cloud-run,europe-west1,dev,platform,quality,56.191,5.521,0.602,75.906,64.689,0
finops-budget-009-00036,2026-02-05,project-24,bigquery,asia-south1,dev,data,security,57.915,9.97,0.651,136.959,86.292,1
finops-budget-009-00037,2026-02-06,project-22,vertex-ai,us-east1,dev,finops,security,49.147,7.563,0.584,112.884,71.751,1
finops-budget-009-00038,2026-02-07,project-06,bigquery,europe-west1,dev,platform,cost,52.515,10.441,0.408,46.899,63.862,1
finops-budget-009-00039,2026-02-08,project-03,bigquery,asia-south1,prod,platform,reliability,47.306,11.063,0.408,175.754,82.282,1
finops-budget-009-00040,2026-02-09,project-06,cloud-run,us-east1,dev,mlops,cost,74.301,10.528,0.548,106.545,85.288,1
finops-budget-009-00041,2026-02-10,project-23,cloud-sql,asia-south1,dev,backend,latency,59.363,8.729,0.466,82.953,69.552,0
finops-budget-009-00042,2026-02-11,project-03,cloud-sql,us-east1,dev,security,cost,41.17,12.304,0.138,117.881,65.14,0
finops-budget-009-00043,2026-02-12,project-22,compute,europe-west1,prod,security,security,56.98,17.03,0.831,147.959,100,1
finops-budget-009-00044,2026-02-13,project-10,vertex-ai,us-central1,dev,backend,cost,32.524,9.651,0.663,93.919,70.804,1
finops-budget-009-00045,2026-02-14,project-01,cloud-sql,europe-west1,staging,data,quality,48.53,7.43,0.39,128.163,66.663,0
finops-budget-009-00046,2026-02-15,project-13,gke,global,prod,mlops,latency,52.086,14.337,0.597,24.445,76.143,1
finops-budget-009-00047,2026-02-16,project-24,bigquery,us-east1,sandbox,platform,latency,46.968,9.52,0.781,82.586,78.031,1
finops-budget-009-00048,2026-02-17,project-17,gke,europe-west1,prod,security,cost,94.883,7.209,0.372,46.223,69.791,0
finops-budget-009-00049,2026-02-18,project-16,pubsub,europe-west1,prod,security,quality,93.0,9.283,0.752,138.301,100,1
finops-budget-009-00050,2026-02-19,project-04,pubsub,us-central1,prod,data,reliability,51.835,8.633,0.616,202.041,89.31,1
finops-budget-009-00051,2026-02-20,project-16,bigquery,europe-west1,prod,data,security,47.889,11.475,0.576,49.34,70.892,0
finops-budget-009-00052,2026-02-21,project-06,vertex-ai,global,dev,security,quality,70.05,14.137,0.744,178.7,100,1
finops-budget-009-00053,2026-02-22,project-09,compute,us-central1,dev,data,latency,45.314,10.397,0.309,91.72,64.31,1
finops-budget-009-00054,2026-02-23,project-24,compute,us-central1,dev,security,security,39.879,8.216,0.626,18.157,57.686,1
finops-budget-009-00055,2026-02-24,project-01,bigquery,asia-south1,sandbox,backend,quality,57.618,7.181,0.659,110.229,76.062,1
finops-budget-009-00056,2026-02-25,project-21,vertex-ai,europe-west1,dev,data,cost,35.51,13.245,0.534,59.315,70.674,1
finops-budget-009-00057,2026-02-26,project-12,cloud-run,us-east1,dev,security,quality,64.634,4.924,0.658,118.735,74.457,1
finops-budget-009-00058,2026-02-27,project-22,gke,global,sandbox,finops,quality,30.932,7.378,0.54,151.482,69.033,0
finops-budget-009-00059,2026-02-28,project-08,cloud-run,asia-south1,staging,backend,latency,42.773,7.88,0.475,125.626,68.303,1
finops-budget-009-00060,2026-03-01,project-15,cloud-sql,us-central1,sandbox,platform,security,50.152,13.424,0.478,183.355,92.345,1
finops-budget-009-00061,2026-03-02,project-20,cloud-sql,asia-south1,prod,security,security,55.222,7.278,0.416,141.93,71.568,0
finops-budget-009-00062,2026-03-03,project-17,vertex-ai,europe-west1,prod,security,reliability,71.662,9.004,0.702,59.09,79.278,1
finops-budget-009-00063,2026-03-04,project-19,cloud-run,global,staging,finops,latency,36.234,9.03,0.43,184.159,75.658,1
finops-budget-009-00064,2026-03-05,project-21,cloud-run,us-central1,prod,data,security,38.205,9.794,0.571,226.605,89.256,1
finops-budget-009-00065,2026-03-06,project-20,pubsub,us-east1,sandbox,mlops,security,16.092,8.988,0.687,191.69,78.604,1
finops-budget-009-00066,2026-03-07,project-13,compute,us-central1,prod,mlops,latency,53.473,9.796,0.644,64.781,73.56,1
finops-budget-009-00067,2026-03-08,project-12,bigquery,us-east1,dev,mlops,security,69.556,12.155,0.921,75.197,95.907,1
finops-budget-009-00068,2026-03-09,project-02,gke,us-central1,dev,backend,cost,28.662,10.034,0.715,109.414,74.426,1
finops-budget-009-00069,2026-03-10,project-21,cloud-run,us-east1,prod,backend,latency,94.009,15.104,0.675,187.214,100,1
finops-budget-009-00070,2026-03-11,project-10,compute,asia-south1,dev,mlops,cost,40.207,12.562,0.401,101.978,72.291,1
finops-budget-009-00071,2026-03-12,project-20,cloud-run,us-central1,prod,finops,latency,90.395,9.27,0.601,167.417,98.718,1
finops-budget-009-00072,2026-03-13,project-21,gke,europe-west1,prod,backend,latency,50.27,8.143,0.823,88.735,78.34,1
finops-budget-009-00073,2026-03-14,project-08,cloud-run,us-east1,dev,finops,security,16.367,11.362,0.405,129.421,65.289,0
finops-budget-009-00074,2026-03-15,project-03,compute,europe-west1,prod,mlops,security,75.427,17.119,0.573,145.629,100,1
finops-budget-009-00075,2026-03-16,project-18,cloud-sql,us-central1,prod,finops,latency,75.148,15.781,0.646,260.261,100,1
finops-budget-009-00076,2026-03-17,project-12,cloud-sql,global,dev,finops,quality,57.761,7.796,0.505,66.425,65.769,1
finops-budget-009-00077,2026-03-18,project-05,cloud-sql,asia-south1,prod,platform,security,66.237,8.969,0.682,155.581,90.67,1
finops-budget-009-00078,2026-03-19,project-09,gke,europe-west1,prod,data,reliability,87.536,8.534,0.47,118.401,84.267,1
finops-budget-009-00079,2026-03-20,project-04,cloud-sql,us-east1,sandbox,backend,quality,52.037,18.435,0.803,16.472,91.735,1
finops-budget-009-00080,2026-03-21,project-21,cloud-run,global,prod,data,security,66.049,5.753,0.602,131.219,76.747,1
finops-budget-009-00081,2026-03-22,project-20,cloud-run,asia-south1,dev,mlops,cost,17.507,16.353,0.643,153.871,89.229,1
finops-budget-009-00082,2026-03-23,project-05,cloud-run,us-central1,prod,platform,reliability,29.165,7.037,0.474,146.996,64.654,0
finops-budget-009-00083,2026-03-24,project-23,pubsub,asia-south1,prod,security,security,75.647,26.318,0.757,140.101,100,1
finops-budget-009-00084,2026-03-25,project-08,cloud-run,us-central1,staging,security,quality,55.878,6.156,0.45,232.286,83.546,1
finops-budget-009-00085,2026-03-26,project-12,vertex-ai,europe-west1,sandbox,backend,reliability,76.027,7.588,0.372,166.767,81.655,1
finops-budget-009-00086,2026-03-27,project-01,compute,us-central1,sandbox,mlops,latency,62.245,2.791,0.562,34.243,52.962,0
finops-budget-009-00087,2026-03-28,project-14,gke,us-central1,dev,security,cost,70.488,2.554,0.554,134.913,69.695,1
finops-budget-009-00088,2026-03-29,project-14,pubsub,global,prod,finops,security,87.608,7.127,0.29,132.961,76.833,0
finops-budget-009-00089,2026-03-30,project-07,cloud-sql,asia-south1,prod,data,cost,85.581,14.153,0.608,158.852,100,1
finops-budget-009-00090,2026-03-31,project-21,cloud-run,global,prod,data,reliability,70.292,8.664,0.68,162.159,92.266,1
finops-budget-009-00091,2026-04-01,project-15,pubsub,us-central1,staging,data,reliability,72.722,7.622,0.212,183.746,77.454,1
finops-budget-009-00092,2026-04-02,project-13,cloud-sql,us-east1,prod,security,cost,58.809,11.46,0.492,91.15,77.836,1
finops-budget-009-00093,2026-04-03,project-08,cloud-run,europe-west1,prod,mlops,quality,69.455,8.922,0.565,75.031,75.844,1
finops-budget-009-00094,2026-04-04,project-02,cloud-sql,asia-south1,sandbox,security,quality,50.972,13.357,0.485,113.583,82.546,1
finops-budget-009-00095,2026-04-05,project-15,gke,us-east1,dev,platform,latency,50.305,6.614,0.509,220.123,82.956,1
finops-budget-009-00096,2026-04-06,project-19,gke,asia-south1,staging,finops,reliability,15.86,5.969,0.273,0.0,29.034,0
finops-budget-009-00097,2026-04-07,project-11,compute,global,prod,platform,reliability,70.854,9.208,0.755,145.905,93.987,1
finops-budget-009-00098,2026-04-08,project-02,vertex-ai,us-east1,sandbox,platform,security,24.071,13.845,0.403,110.684,70.976,1
finops-budget-009-00099,2026-04-09,project-09,vertex-ai,global,sandbox,security,quality,37.202,9.704,0.547,66.442,64.498,0
finops-budget-009-00100,2026-04-10,project-24,cloud-run,us-east1,prod,mlops,quality,76.02,9.046,0.64,149.169,91.868,1
finops-budget-009-00101,2026-04-11,project-08,compute,asia-south1,staging,backend,latency,42.252,12.361,0.726,100.272,83.664,1
finops-budget-009-00102,2026-04-12,project-13,cloud-sql,asia-south1,prod,security,latency,50.459,10.323,0.15,57.458,55.377,1
finops-budget-009-00103,2026-04-13,project-15,gke,europe-west1,prod,platform,reliability,88.493,20.485,0.829,42.225,100,1
finops-budget-009-00104,2026-04-14,project-22,cloud-sql,us-central1,dev,finops,latency,39.831,13.798,0.566,147.444,87.448,1
finops-budget-009-00105,2026-04-15,project-03,pubsub,europe-west1,prod,data,cost,91.639,4.547,0.604,180.43,90.136,1
finops-budget-009-00106,2026-04-16,project-10,vertex-ai,us-central1,prod,platform,reliability,65.69,9.308,0.551,165.182,88.084,1
finops-budget-009-00107,2026-04-17,project-15,compute,europe-west1,dev,finops,reliability,35.906,13.986,0.509,113.178,79.521,1
finops-budget-009-00108,2026-04-18,project-21,compute,asia-south1,prod,platform,latency,94.212,8.432,0.278,49.925,69.66,1
finops-budget-009-00109,2026-04-19,project-09,cloud-sql,global,staging,platform,quality,63.611,15.461,0.877,119.651,100,1
finops-budget-009-00110,2026-04-20,project-21,pubsub,global,prod,security,security,64.391,13.056,0.624,147.335,96.327,1
finops-budget-009-00111,2026-04-21,project-16,vertex-ai,global,staging,platform,cost,38.609,15.768,0.544,168.833,93.967,1
finops-budget-009-00112,2026-04-22,project-23,compute,europe-west1,prod,platform,latency,78.936,11.214,0.543,70.078,83.018,1
finops-budget-009-00113,2026-04-23,project-09,compute,us-east1,staging,platform,reliability,48.575,11.022,0.564,126.91,80.967,1
finops-budget-009-00114,2026-04-24,project-10,cloud-run,us-central1,dev,data,quality,51.512,7.322,0.704,40.578,65.671,0
finops-budget-009-00115,2026-04-25,project-12,cloud-sql,asia-south1,sandbox,backend,reliability,62.635,9.369,0.495,215.352,92.514,1
finops-budget-009-00116,2026-04-26,project-07,compute,us-east1,dev,backend,quality,44.775,4.678,0.606,152.815,70.082,1
finops-budget-009-00117,2026-04-27,project-16,gke,asia-south1,dev,backend,cost,69.023,6.93,0.543,160.965,82.807,1
finops-budget-009-00118,2026-04-28,project-23,cloud-sql,global,prod,platform,reliability,48.712,4.047,0.723,98.242,66.124,1
finops-budget-009-00119,2026-04-29,project-19,cloud-sql,europe-west1,sandbox,mlops,security,63.649,8.558,0.48,49.737,66.299,0
finops-budget-009-00120,2026-04-30,project-05,pubsub,global,sandbox,security,cost,59.681,7.031,0.22,1.449,45.205,0
finops-budget-009-00121,2026-05-01,project-06,cloud-sql,us-central1,sandbox,security,security,47.583,7.24,0.585,222.326,86.445,1
finops-budget-009-00122,2026-05-02,project-08,bigquery,asia-south1,prod,data,quality,50.611,7.973,0.444,119.307,69.256,0
finops-budget-009-00123,2026-05-03,project-23,compute,asia-south1,sandbox,platform,quality,55.605,17.351,0.739,169.142,100,1
finops-budget-009-00124,2026-05-04,project-03,pubsub,europe-west1,staging,backend,cost,59.186,13.245,0.598,145.771,93.808,1
finops-budget-009-00125,2026-05-05,project-12,cloud-sql,global,dev,backend,cost,36.125,9.393,0.378,49.275,54.977,0
finops-budget-009-00126,2026-05-06,project-09,pubsub,europe-west1,prod,security,reliability,95.714,14.231,0.632,144.714,100,1
finops-budget-009-00127,2026-05-07,project-11,compute,global,prod,data,latency,54.28,8.573,0.62,113.415,77.241,1
finops-budget-009-00128,2026-05-08,project-20,vertex-ai,europe-west1,prod,data,cost,72.758,7.05,0.612,277.803,100,1
finops-budget-009-00129,2026-05-09,project-21,gke,us-central1,sandbox,mlops,cost,50.47,6.342,0.445,50.277,55.37,0
finops-budget-009-00130,2026-05-10,project-22,bigquery,global,dev,data,cost,43.503,7.37,0.687,104.133,71.654,1
finops-budget-009-00131,2026-05-11,project-06,compute,us-central1,prod,backend,latency,75.714,16.576,0.676,77.958,100,1
finops-budget-009-00132,2026-05-12,project-04,gke,europe-west1,staging,backend,cost,56.767,9.151,0.753,107.43,83.243,1
finops-budget-009-00133,2026-05-13,project-08,cloud-run,us-east1,prod,mlops,quality,58.446,13.638,0.716,137.868,97.444,1
finops-budget-009-00134,2026-05-14,project-18,gke,global,dev,platform,quality,73.078,11.535,0.523,76.748,81.99,1
finops-budget-009-00135,2026-05-15,project-24,cloud-run,europe-west1,staging,finops,security,64.93,4.929,0.409,26.491,52.405,0
finops-budget-009-00136,2026-05-16,project-05,compute,global,dev,backend,cost,54.858,23.566,0.647,68.219,100,1
finops-budget-009-00137,2026-05-17,project-14,gke,us-east1,dev,finops,reliability,59.499,5.8,0.564,165.247,78.197,1
finops-budget-009-00138,2026-05-18,project-09,vertex-ai,asia-south1,prod,security,reliability,50.448,9.347,0.668,214.155,94.077,1
finops-budget-009-00139,2026-05-19,project-18,cloud-sql,asia-south1,prod,platform,cost,71.483,5.134,0.379,128.409,68.99,0
finops-budget-009-00140,2026-05-20,project-13,cloud-sql,us-east1,staging,platform,cost,68.089,10.995,0.368,51.053,69.811,1
finops-budget-009-00141,2026-05-21,project-24,vertex-ai,us-central1,sandbox,backend,quality,30.251,11.561,0.577,0.0,57.759,1
finops-budget-009-00142,2026-05-22,project-23,pubsub,europe-west1,dev,finops,reliability,33.735,17.016,0.361,127.799,82.784,1
finops-budget-009-00143,2026-05-23,project-24,pubsub,global,dev,finops,quality,49.394,9.151,0.296,223.619,81.611,1
finops-budget-009-00144,2026-05-24,project-18,cloud-run,global,prod,platform,reliability,92.858,13.483,0.628,145.254,100,1
finops-budget-009-00145,2026-05-25,project-13,cloud-run,us-central1,prod,data,latency,54.979,12.778,0.9,161.011,100,1
finops-budget-009-00146,2026-05-26,project-04,cloud-run,europe-west1,prod,finops,latency,43.047,7.504,0.644,87.979,67.946,1
finops-budget-009-00147,2026-05-27,project-16,cloud-sql,us-east1,prod,security,security,29.657,5.892,0.35,193.257,64.561,0
finops-budget-009-00148,2026-05-28,project-22,gke,us-east1,prod,security,latency,40.249,4.783,0.796,147.606,74.633,1
finops-budget-009-00149,2026-05-29,project-04,cloud-run,us-central1,prod,mlops,cost,30.243,5.644,0.541,168.302,67.233,0
finops-budget-009-00150,2026-05-30,project-12,vertex-ai,europe-west1,prod,data,security,67.964,8.462,0.458,59.875,68.294,0
finops-budget-009-00151,2026-05-31,project-12,vertex-ai,europe-west1,prod,finops,cost,65.193,5.462,0.823,128.395,83.091,1
finops-budget-009-00152,2026-06-01,project-24,cloud-sql,global,sandbox,platform,quality,53.517,15.613,0.321,139.792,86.783,1
finops-budget-009-00153,2026-06-02,project-17,vertex-ai,us-central1,dev,finops,latency,46.932,5.501,0.676,202.36,82.433,1
finops-budget-009-00154,2026-06-03,project-09,bigquery,europe-west1,prod,platform,cost,92.797,12.025,0.749,117.12,100,1
finops-budget-009-00155,2026-06-04,project-09,bigquery,us-central1,dev,backend,reliability,43.064,17.768,0.405,136.477,90.609,1
finops-budget-009-00156,2026-06-05,project-08,vertex-ai,global,sandbox,backend,reliability,72.238,7.679,0.757,134.844,89.361,1
finops-budget-009-00157,2026-06-06,project-16,cloud-sql,europe-west1,prod,platform,cost,52.588,7.182,0.582,33.224,60.379,0
finops-budget-009-00158,2026-06-07,project-06,vertex-ai,asia-south1,prod,data,latency,68.785,13.942,0.783,67.153,93.804,1
finops-budget-009-00159,2026-06-08,project-03,vertex-ai,us-east1,dev,platform,latency,30.849,7.458,0.847,178.709,83.906,1
finops-budget-009-00160,2026-06-09,project-05,vertex-ai,asia-south1,dev,mlops,reliability,43.085,7.511,0.611,73.49,64.708,1
finops-budget-009-00161,2026-06-10,project-02,bigquery,us-central1,prod,mlops,cost,93.816,18.058,0.408,137.4,100,1
finops-budget-009-00162,2026-06-11,project-04,cloud-run,asia-south1,prod,finops,quality,66.23,5.18,0.305,218.929,77.869,1
finops-budget-009-00163,2026-06-12,project-21,cloud-sql,europe-west1,prod,mlops,latency,57.586,12.746,0.731,189.741,100,1
finops-budget-009-00164,2026-06-13,project-05,bigquery,global,dev,data,reliability,32.852,3.224,0.825,91.96,61.307,0
finops-budget-009-00165,2026-06-14,project-03,gke,us-east1,sandbox,finops,quality,56.352,7.972,0.809,102.516,81.59,1
finops-budget-009-00166,2026-06-15,project-17,bigquery,us-east1,sandbox,security,latency,54.415,12.456,0.273,90.428,70.852,1
finops-budget-009-00167,2026-06-16,project-09,gke,global,prod,finops,quality,60.306,8.748,0.549,105.439,76.111,0
finops-budget-009-00168,2026-06-17,project-05,gke,global,dev,data,reliability,50.277,4.946,0.489,127.916,64.907,0
finops-budget-009-00169,2026-06-18,project-15,pubsub,europe-west1,prod,backend,reliability,61.005,10.588,0.305,81.292,68.587,1
finops-budget-009-00170,2026-06-19,project-06,vertex-ai,us-east1,sandbox,mlops,reliability,38.266,4.027,0.817,16.453,53.784,0
finops-budget-009-00171,2026-06-20,project-15,pubsub,global,staging,security,latency,34.819,9.759,0.438,146.535,71.657,0
finops-budget-009-00172,2026-06-21,project-18,cloud-sql,us-east1,dev,platform,security,26.514,21.251,0.741,126.922,100,1
finops-budget-009-00173,2026-06-22,project-12,cloud-sql,us-central1,dev,security,security,44.867,4.056,0.304,197.284,64.578,1
finops-budget-009-00174,2026-06-23,project-02,cloud-run,us-central1,prod,mlops,reliability,59.29,5.669,0.342,62.386,55.047,0
finops-budget-009-00175,2026-06-24,project-16,pubsub,us-east1,prod,backend,security,66.774,6.985,0.437,45.758,61.637,1
finops-budget-009-00176,2026-06-25,project-01,compute,asia-south1,dev,mlops,latency,74.492,16.15,0.465,233.812,100,1
finops-budget-009-00177,2026-06-26,project-06,compute,europe-west1,staging,backend,latency,55.678,9.189,0.498,102.795,73.349,0
finops-budget-009-00178,2026-06-27,project-12,bigquery,global,prod,mlops,quality,61.094,16.003,0.49,136.964,95.847,1
finops-budget-009-00179,2026-06-28,project-13,gke,us-central1,dev,data,latency,55.079,8.556,0.656,185.092,89.194,1
finops-budget-009-00180,2026-06-29,project-23,cloud-run,asia-south1,prod,backend,security,66.825,8.948,0.571,138.863,84.503,1
finops-budget-009-00181,2026-01-01,project-19,bigquery,europe-west1,prod,finops,latency,51.709,9.694,0.391,194.131,82.713,1
finops-budget-009-00182,2026-01-02,project-14,vertex-ai,us-central1,prod,backend,quality,61.356,4.015,0.743,101.909,71.71,1
finops-budget-009-00183,2026-01-03,project-08,gke,europe-west1,dev,security,reliability,21.796,12.341,0.47,86.803,65.533,1
finops-budget-009-00184,2026-01-04,project-16,bigquery,global,dev,data,cost,61.408,10.517,0.407,68.343,70.244,0
finops-budget-009-00185,2026-01-05,project-21,pubsub,asia-south1,sandbox,security,reliability,53.156,5.223,0.407,76.626,56.211,0
finops-budget-009-00186,2026-01-06,project-15,compute,global,dev,finops,quality,54.569,13.575,0.637,55.287,81.132,1
finops-budget-009-00187,2026-01-07,project-14,gke,europe-west1,dev,security,reliability,19.57,3.166,0.731,108.269,55.611,0
finops-budget-009-00188,2026-01-08,project-18,pubsub,global,prod,finops,latency,64.512,6.989,0.609,189.055,87.772,1
finops-budget-009-00189,2026-01-09,project-24,bigquery,global,prod,platform,reliability,65.944,26.885,0.562,190.076,100,1
finops-budget-009-00190,2026-01-10,project-19,compute,global,dev,platform,reliability,22.31,7.948,0.646,98.272,63.295,0
finops-budget-009-00191,2026-01-11,project-15,gke,us-east1,sandbox,finops,cost,29.435,5.695,0.305,159.902,57.585,0
finops-budget-009-00192,2026-01-12,project-19,bigquery,europe-west1,sandbox,security,reliability,67.278,4.925,0.513,0.0,52.994,0
finops-budget-009-00193,2026-01-13,project-09,bigquery,us-central1,staging,platform,reliability,78.444,10.615,0.404,83.515,78.543,1
finops-budget-009-00194,2026-01-14,project-21,cloud-sql,europe-west1,sandbox,finops,reliability,39.32,8.058,0.202,127.108,58.171,0
finops-budget-009-00195,2026-01-15,project-21,pubsub,global,prod,backend,reliability,47.976,6.755,0.652,164.234,79.324,1
finops-budget-009-00196,2026-01-16,project-24,compute,us-central1,prod,platform,quality,65.498,5.273,0.665,65.846,68.106,0
finops-budget-009-00197,2026-01-17,project-07,compute,asia-south1,prod,security,quality,43.161,11.396,0.327,54.501,61.09,0
finops-budget-009-00198,2026-01-18,project-16,cloud-run,global,prod,security,security,46.162,15.671,0.395,145.285,87.735,1
finops-budget-009-00199,2026-01-19,project-11,cloud-run,europe-west1,prod,finops,security,64.759,12.558,0.913,18.821,86.667,1
finops-budget-009-00200,2026-01-20,project-11,compute,us-central1,staging,platform,latency,33.922,6.908,0.506,142.314,66.455,1
finops-budget-009-00201,2026-01-21,project-24,pubsub,us-east1,dev,backend,latency,21.165,18.815,0.491,137.214,88.505,1
finops-budget-009-00202,2026-01-22,project-23,compute,us-east1,prod,platform,quality,70.845,6.995,0.581,105.695,76.866,1
finops-budget-009-00203,2026-01-23,project-19,compute,us-central1,sandbox,platform,cost,39.102,8.273,0.591,119.488,71.1,0
finops-budget-009-00204,2026-01-24,project-11,pubsub,asia-south1,sandbox,mlops,latency,49.434,8.821,0.645,141.345,81.072,1
finops-budget-009-00205,2026-01-25,project-02,cloud-run,asia-south1,prod,platform,security,85.279,9.375,0.782,49.478,86.308,1
finops-budget-009-00206,2026-01-26,project-05,gke,us-central1,sandbox,security,security,31.492,14.055,0.684,220.294,99.883,1
finops-budget-009-00207,2026-01-27,project-06,gke,global,prod,data,quality,76.09,5.805,0.783,139.352,87.904,1
finops-budget-009-00208,2026-01-28,project-20,vertex-ai,global,sandbox,security,cost,39.766,8.809,0.791,203.371,91.816,1
finops-budget-009-00209,2026-01-29,project-19,vertex-ai,us-central1,staging,platform,quality,34.384,3.894,0.542,54.853,48.09,0
finops-budget-009-00210,2026-01-30,project-14,gke,us-east1,sandbox,finops,quality,20.38,6.86,0.56,193.708,70.989,1
finops-budget-009-00211,2026-01-31,project-14,cloud-sql,global,prod,data,cost,57.469,8.372,0.798,66.358,77.256,1
finops-budget-009-00212,2026-02-01,project-24,cloud-sql,europe-west1,prod,backend,latency,87.526,11.14,0.565,156.459,99.219,1
finops-budget-009-00213,2026-02-02,project-20,compute,us-east1,dev,finops,security,60.004,8.72,0.708,136.968,86.103,1
finops-budget-009-00214,2026-02-03,project-11,gke,us-central1,staging,mlops,security,44.711,12.968,0.452,100.642,76.404,1
finops-budget-009-00215,2026-02-04,project-18,gke,global,prod,finops,latency,84.808,5.736,0.719,181.849,94.751,1
finops-budget-009-00216,2026-02-05,project-13,cloud-run,us-central1,staging,mlops,security,61.885,10.517,0.577,124.231,84.511,1
finops-budget-009-00217,2026-02-06,project-05,cloud-sql,europe-west1,dev,platform,cost,76.761,12.815,0.573,84.87,89.2,1
finops-budget-009-00218,2026-02-07,project-18,pubsub,us-east1,staging,mlops,cost,57.355,7.215,0.864,165.591,91.298,1
finops-budget-009-00219,2026-02-08,project-24,gke,global,prod,security,security,76.898,8.46,0.434,233.487,95.894,1
finops-budget-009-00220,2026-02-09,project-20,compute,europe-west1,prod,security,reliability,50.709,9.659,0.695,62.043,73.659,0
