record_id,event_date,project_name,service_name,gcp_region,environment,owning_team,signal_category,metric_a,metric_b,metric_c,metric_d,risk_score,pipeline_failed
devops-ci-096-00073,2026-03-14,project-24,cloud-run,us-east1,staging,finops,latency,3.38,18.729,0.471,75.81,72.425,1
devops-ci-096-00074,2026-03-15,project-20,gke,asia-south1,prod,data,quality,67.053,31.892,0.798,8.101,100,1
devops-ci-096-00075,2026-03-16,project-08,gke,europe-west1,sandbox,platform,latency,56.337,7.061,0.505,270.859,93.369,1
devops-ci-096-00076,2026-03-17,project-08,cloud-sql,us-east1,sandbox,backend,quality,25.663,7.184,0.337,91.982,50.954,0
devops-ci-096-00077,2026-03-18,project-11,cloud-sql,asia-south1,prod,security,reliability,49.888,12.655,0.432,97.528,76.332,1
devops-ci-096-00078,2026-03-19,project-05,bigquery,global,dev,mlops,quality,45.427,13.643,0.472,124.839,82.459,1
devops-ci-096-00079,2026-03-20,project-22,bigquery,us-central1,sandbox,finops,reliability,66.492,2.457,0.457,35.646,50.199,0
devops-ci-096-00080,2026-03-21,project-24,gke,global,staging,security,security,37.812,9.807,0.678,143.336,80.75,1
devops-ci-096-00081,2026-03-22,project-01,bigquery,europe-west1,prod,finops,reliability,63.682,7.141,0.351,102.322,66.158,0
devops-ci-096-00082,2026-03-23,project-09,gke,us-east1,staging,security,reliability,66.365,12.499,0.42,24.456,70.659,0
devops-ci-096-00083,2026-03-24,project-05,gke,europe-west1,staging,data,cost,43.804,9.883,0.722,114.423,80.348,1
devops-ci-096-00084,2026-03-25,project-04,gke,asia-south1,dev,backend,latency,48.938,5.402,0.645,28.608,56.48,0
devops-ci-096-00085,2026-03-26,project-10,cloud-sql,europe-west1,dev,backend,reliability,55.492,8.433,0.246,166.821,72.037,1
devops-ci-096-00086,2026-03-27,project-24,compute,us-east1,prod,data,security,71.659,12.155,0.593,37.996,79.738,1
devops-ci-096-00087,2026-03-28,project-11,cloud-run,us-central1,dev,security,security,53.823,9.777,0.809,129.188,88.806,1
devops-ci-096-00088,2026-03-29,project-07,bigquery,us-central1,prod,platform,latency,67.492,6.211,0.58,77.955,69.783,1
devops-ci-096-00089,2026-03-30,project-17,cloud-run,asia-south1,dev,finops,quality,70.798,4.894,0.345,84.403,60.582,0
devops-ci-096-00090,2026-03-31,project-04,cloud-run,asia-south1,prod,platform,security,40.471,7.819,0.742,195.989,86.961,1
devops-ci-096-00091,2026-04-01,project-01,pubsub,us-east1,prod,mlops,latency,55.649,6.959,0.687,169.538,84.484,1
devops-ci-096-00092,2026-04-02,project-02,bigquery,europe-west1,staging,platform,cost,65.547,12.417,0.456,151.188,89.923,1
devops-ci-096-00093,2026-04-03,project-05,vertex-ai,europe-west1,prod,mlops,latency,76.979,14.757,0.377,129.214,93.414,1
devops-ci-096-00094,2026-04-04,project-09,cloud-run,global,staging,finops,quality,73.89,7.412,0.564,23.448,66.316,0
devops-ci-096-00095,2026-04-05,project-02,gke,us-east1,staging,backend,cost,40.141,5.549,0.599,132.76,67.323,1
devops-ci-096-00096,2026-04-06,project-04,compute,us-central1,sandbox,finops,cost,66.045,16.607,0.463,157.865,100,1
devops-ci-096-00097,2026-04-07,project-11,cloud-run,us-east1,dev,data,security,59.886,21.236,0.27,80.931,91.763,1
devops-ci-096-00098,2026-04-08,project-08,pubsub,global,prod,mlops,reliability,58.695,8.104,0.429,121.964,72.254,1
devops-ci-096-00099,2026-04-09,project-08,cloud-sql,asia-south1,prod,security,security,39.363,9.499,0.26,152.861,67.334,0
devops-ci-096-00100,2026-04-10,project-21,vertex-ai,asia-south1,dev,backend,cost,44.469,7.667,0.382,167.751,71.288,0
devops-ci-096-00101,2026-04-11,project-24,gke,global,staging,platform,latency,21.331,21.056,0.471,168.979,97.724,1
devops-ci-096-00102,2026-04-12,project-18,cloud-sql,us-central1,prod,security,reliability,80.639,5.801,0.354,165.025,78.215,1
devops-ci-096-00103,2026-04-13,project-24,vertex-ai,us-east1,dev,mlops,latency,31.553,9.597,0.216,125.373,59.28,0
devops-ci-096-00104,2026-04-14,project-07,bigquery,us-central1,prod,finops,reliability,68.218,11.117,0.625,173.671,97.018,1
devops-ci-096-00105,2026-04-15,project-22,bigquery,us-east1,prod,data,latency,80.238,7.133,0.427,136.146,79.527,1
devops-ci-096-00106,2026-04-16,project-17,pubsub,europe-west1,dev,mlops,reliability,33.284,5.55,0.75,160.794,74.299,1
devops-ci-096-00107,2026-04-17,project-19,vertex-ai,europe-west1,staging,platform,quality,74.014,13.715,0.709,124.615,100,1
devops-ci-096-00108,2026-04-18,project-14,compute,us-central1,sandbox,security,reliability,28.091,23.803,1.038,156.83,100,1
devops-ci-096-00109,2026-04-19,project-02,pubsub,asia-south1,prod,finops,reliability,65.656,13.539,0.755,6.828,81.991,1
devops-ci-096-00110,2026-04-20,project-13,cloud-sql,us-east1,dev,security,reliability,79.32,7.14,0.378,140.82,78.188,1
devops-ci-096-00111,2026-04-21,project-20,bigquery,asia-south1,prod,data,security,53.136,5.42,0.52,55.453,57.531,0
devops-ci-096-00112,2026-04-22,project-09,cloud-sql,global,dev,mlops,reliability,54.885,12.873,0.317,125.569,78.654,1
devops-ci-096-00113,2026-04-23,project-23,cloud-run,us-east1,sandbox,mlops,quality,59.856,8.252,0.276,71.649,60.313,0
devops-ci-096-00114,2026-04-24,project-18,gke,global,prod,platform,cost,113.192,11.425,0.681,118.221,100,1
devops-ci-096-00115,2026-04-25,project-02,bigquery,us-central1,sandbox,finops,reliability,57.354,15.72,1.107,21.109,98.577,1
devops-ci-096-00116,2026-04-26,project-06,pubsub,us-central1,dev,security,security,28.238,7.735,0.731,130.158,72.498,1
devops-ci-096-00117,2026-04-27,project-17,compute,us-central1,prod,mlops,cost,62.738,6.357,0.417,204.792,81.252,1
devops-ci-096-00118,2026-04-28,project-11,cloud-sql,global,dev,mlops,latency,24.891,3.439,0.646,82.899,51.436,0
devops-ci-096-00119,2026-04-29,project-23,pubsub,global,prod,data,cost,74.593,5.176,0.702,101.763,77.595,1
devops-ci-096-00120,2026-04-30,project-06,pubsub,asia-south1,prod,security,quality,69.164,22.006,0.929,101.935,100,1
devops-ci-096-00121,2026-05-01,project-09,bigquery,us-east1,prod,finops,quality,58.352,6.174,0.538,57.384,62.028,0
devops-ci-096-00122,2026-05-02,project-07,pubsub,us-east1,prod,data,latency,69.452,5.12,0.768,154.94,85.73,1
devops-ci-096-00123,2026-05-03,project-09,compute,us-central1,dev,mlops,cost,42.631,14.181,0.661,95.041,85.005,1
devops-ci-096-00124,2026-05-04,project-16,pubsub,europe-west1,staging,data,cost,54.387,5.507,0.433,87.557,59.809,0
devops-ci-096-00125,2026-05-05,project-01,vertex-ai,global,prod,security,security,66.614,5.573,0.563,137.656,76.098,1
devops-ci-096-00126,2026-05-06,project-24,bigquery,us-east1,staging,platform,reliability,61.978,7.131,0.563,189.353,85.65,1
devops-ci-096-00127,2026-05-07,project-22,compute,us-central1,prod,platform,security,68.141,9.042,0.459,167.811,85.485,1
devops-ci-096-00128,2026-05-08,project-03,cloud-sql,us-east1,prod,platform,quality,82.605,8.924,0.477,136.29,86.305,1
devops-ci-096-00129,2026-05-09,project-08,pubsub,us-east1,prod,security,latency,66.448,5.545,0.806,135.535,84.171,1
devops-ci-096-00130,2026-05-10,project-18,pubsub,asia-south1,sandbox,backend,reliability,27.152,4.659,0.361,111.471,49.265,0
devops-ci-096-00131,2026-05-11,project-22,compute,asia-south1,prod,security,cost,67.336,8.562,0.386,217.992,88.846,1
devops-ci-096-00132,2026-05-12,project-20,cloud-run,global,dev,platform,cost,71.571,16.878,0.598,163.669,100,1
devops-ci-096-00133,2026-05-13,project-20,compute,global,staging,backend,security,78.865,11.245,0.753,164.67,100,1
devops-ci-096-00134,2026-05-14,project-24,compute,asia-south1,prod,finops,cost,93.657,5.109,0.677,237.674,100,1
devops-ci-096-00135,2026-05-15,project-18,vertex-ai,europe-west1,dev,backend,cost,63.063,8.651,0.596,141.413,83.74,1
devops-ci-096-00136,2026-05-16,project-23,compute,us-central1,prod,security,security,54.874,6.751,0.228,53.842,50.79,0
devops-ci-096-00137,2026-05-17,project-16,pubsub,us-central1,prod,platform,latency,64.649,9.034,0.69,94.379,81.62,1
devops-ci-096-00138,2026-05-18,project-08,pubsub,us-central1,prod,finops,reliability,58.344,11.22,0.409,37.65,66.406,0
devops-ci-096-00139,2026-05-19,project-11,gke,asia-south1,prod,security,cost,69.943,3.664,0.375,213.194,77.245,1
devops-ci-096-00140,2026-05-20,project-09,cloud-run,us-east1,prod,finops,quality,69.248,7.013,0.635,34.86,67.909,1
devops-ci-096-00141,2026-05-21,project-15,pubsub,us-central1,prod,backend,cost,40.132,12.681,0.165,123.32,67.394,0
devops-ci-096-00142,2026-05-22,project-01,gke,us-central1,staging,data,latency,33.438,7.326,0.617,182.886,77.063,1
devops-ci-096-00143,2026-05-23,project-21,vertex-ai,us-central1,prod,mlops,security,70.906,5.886,0.545,106.018,73.087,1
devops-ci-096-00144,2026-05-24,project-17,bigquery,europe-west1,prod,platform,security,47.4,9.79,0.59,84.431,72.396,1
devops-ci-096-00145,2026-05-25,project-24,vertex-ai,europe-west1,staging,backend,reliability,47.243,7.535,0.449,209.478,80.381,1
devops-ci-096-00146,2026-05-26,project-09,gke,us-central1,dev,backend,security,28.621,13.651,0.584,196.919,91.027,1
devops-ci-096-00147,2026-05-27,project-02,pubsub,asia-south1,prod,security,security,98.881,11.83,0.419,62.603,86.006,1
devops-ci-096-00148,2026-05-28,project-02,cloud-run,us-central1,staging,mlops,reliability,3.332,12.329,0.771,39.356,62.658,0
devops-ci-096-00149,2026-05-29,project-24,compute,europe-west1,staging,platform,reliability,51.699,6.026,0.77,233.256,93.122,1
devops-ci-096-00150,2026-05-30,project-14,compute,us-east1,sandbox,finops,cost,31.735,6.227,0.647,167.607,72.725,0
devops-ci-096-00151,2026-05-31,project-15,cloud-sql,us-central1,prod,security,latency,57.588,9.808,0.614,49.632,71.769,1
devops-ci-096-00152,2026-06-01,project-02,vertex-ai,us-east1,prod,finops,latency,51.866,10.071,0.669,184.88,92.029,1
devops-ci-096-00153,2026-06-02,project-21,compute,global,dev,mlops,security,45.153,9.146,0.877,58.124,76.316,1
devops-ci-096-00154,2026-06-03,project-03,gke,global,prod,data,quality,81.484,7.583,0.781,152.136,95.735,1
devops-ci-096-00155,2026-06-04,project-04,cloud-run,global,prod,finops,cost,70.359,6.919,0.482,120.699,75.242,1
devops-ci-096-00156,2026-06-05,project-20,pubsub,global,sandbox,data,latency,61.45,7.318,0.627,113.194,77.035,1
devops-ci-096-00157,2026-06-06,project-21,cloud-run,global,prod,mlops,reliability,41.22,11.39,1.047,91.541,90.998,1
devops-ci-096-00158,2026-06-07,project-05,pubsub,asia-south1,prod,security,security,64.652,4.885,0.785,238.797,96.326,1
devops-ci-096-00159,2026-06-08,project-10,cloud-sql,us-east1,dev,finops,reliability,28.483,11.069,0.976,201.06,99.278,1
devops-ci-096-00160,2026-06-09,project-22,bigquery,europe-west1,sandbox,backend,quality,26.293,8.077,0.628,163.497,73.872,1
devops-ci-096-00161,2026-06-10,project-23,cloud-run,us-east1,prod,mlops,quality,73.064,5.069,0.666,120.647,78.304,1
devops-ci-096-00162,2026-06-11,project-21,gke,global,dev,data,latency,83.914,10.169,0.779,97.014,94.51,1
devops-ci-096-00163,2026-06-12,project-05,gke,us-east1,prod,finops,reliability,89.552,4.538,0.428,108.837,72.784,1
devops-ci-096-00164,2026-06-13,project-16,cloud-run,us-east1,prod,mlops,security,68.755,4.092,0.746,115.4,76.551,1
devops-ci-096-00165,2026-06-14,project-06,vertex-ai,us-central1,staging,backend,security,35.778,4.657,0.108,164.023,51.089,0
devops-ci-096-00166,2026-06-15,project-19,cloud-sql,global,staging,mlops,cost,64.79,7.054,0.385,102.136,67.506,0
devops-ci-096-00167,2026-06-16,project-13,compute,us-central1,dev,mlops,cost,73.083,4.692,0.693,149.35,82.562,1
devops-ci-096-00168,2026-06-17,project-01,gke,asia-south1,prod,backend,reliability,89.622,6.598,0.398,109.843,76.712,1
devops-ci-096-00169,2026-06-18,project-24,cloud-sql,europe-west1,prod,mlops,latency,85.528,8.055,0.93,193.147,100,1
devops-ci-096-00170,2026-06-19,project-13,gke,asia-south1,prod,data,reliability,65.357,8.547,0.479,174.442,85.022,1
devops-ci-096-00171,2026-06-20,project-02,cloud-run,us-central1,prod,finops,security,54.106,6.803,0.326,220.487,78.375,1
devops-ci-096-00172,2026-06-21,project-10,cloud-sql,europe-west1,prod,backend,reliability,49.441,7.108,0.741,80.39,71.548,0
devops-ci-096-00173,2026-06-22,project-16,gke,global,sandbox,platform,cost,35.055,11.44,0.732,91.036,77.859,1
devops-ci-096-00174,2026-06-23,project-09,cloud-sql,asia-south1,sandbox,mlops,cost,30.39,10.063,0.543,43.235,59.427,0
devops-ci-096-00175,2026-06-24,project-05,cloud-sql,asia-south1,prod,finops,latency,76.314,7.411,0.378,158.428,80.336,1
devops-ci-096-00176,2026-06-25,project-24,bigquery,asia-south1,sandbox,platform,cost,37.478,14.097,0.411,84.83,72.766,0
devops-ci-096-00177,2026-06-26,project-14,gke,europe-west1,sandbox,platform,latency,24.304,7.007,0.41,174.206,64.611,1
devops-ci-096-00178,2026-06-27,project-15,compute,asia-south1,dev,backend,cost,41.444,14.12,0.455,88.119,76.228,1
devops-ci-096-00179,2026-06-28,project-24,gke,europe-west1,staging,finops,latency,5.814,7.06,0.306,90.693,42.444,0
devops-ci-096-00180,2026-06-29,project-04,cloud-sql,us-east1,staging,data,quality,65.347,9.444,0.612,0.0,66.327,1
devops-ci-096-00181,2026-01-01,project-12,vertex-ai,global,prod,mlops,latency,52.965,11.235,0.245,75.473,64.334,1
devops-ci-096-00182,2026-01-02,project-06,cloud-run,global,staging,backend,reliability,77.978,6.312,0.84,153.394,93.79,1
devops-ci-096-00183,2026-01-03,project-22,cloud-run,asia-south1,sandbox,finops,security,56.812,9.238,0.443,180.435,83.258,1
devops-ci-096-00184,2026-01-04,project-11,pubsub,us-central1,sandbox,security,latency,21.092,10.259,0.847,149.19,82.722,1
devops-ci-096-00185,2026-01-05,project-04,cloud-sql,us-east1,prod,data,cost,26.962,6.491,0.42,206.261,69.362,0
devops-ci-096-00186,2026-01-06,project-17,cloud-sql,europe-west1,dev,finops,reliability,68.262,10.015,0.695,116.75,88.611,1
devops-ci-096-00187,2026-01-07,project-08,vertex-ai,asia-south1,prod,security,security,50.375,5.417,0.569,145.03,71.336,1
devops-ci-096-00188,2026-01-08,project-22,pubsub,europe-west1,dev,backend,quality,47.658,10.892,0.56,169.962,86.481,1
devops-ci-096-00189,2026-01-09,project-22,pubsub,us-east1,staging,security,latency,54.583,11.445,0.514,107.506,79.477,1
devops-ci-096-00190,2026-01-10,project-05,pubsub,us-central1,staging,mlops,quality,76.54,6.209,0.533,151.156,81.975,1
devops-ci-096-00191,2026-01-11,project-08,cloud-sql,global,prod,security,quality,49.28,5.212,0.432,225.868,77.468,1
devops-ci-096-00192,2026-01-12,project-23,compute,global,prod,mlops,security,55.82,6.516,0.436,138.539,70.205,1
devops-ci-096-00193,2026-01-13,project-09,pubsub,us-central1,dev,data,quality,57.352,10.353,0.368,83.237,69.249,1
devops-ci-096-00194,2026-01-14,project-20,pubsub,global,prod,security,quality,83.241,6.828,0.623,96.652,80.966,1
devops-ci-096-00195,2026-01-15,project-17,bigquery,global,prod,platform,security,59.577,4.534,0.444,120.181,64.498,0
devops-ci-096-00196,2026-01-16,project-02,compute,us-east1,staging,mlops,reliability,27.489,8.802,0.25,105.031,54.226,0
devops-ci-096-00197,2026-01-17,project-09,compute,us-east1,dev,mlops,cost,51.436,8.196,0.726,81.667,74.446,1
devops-ci-096-00198,2026-01-18,project-08,compute,asia-south1,prod,security,security,93.877,4.516,0.471,183.826,86.687,1
devops-ci-096-00199,2026-01-19,project-15,vertex-ai,us-east1,dev,mlops,latency,52.533,6.842,0.722,89.429,72.663,1
devops-ci-096-00200,2026-01-20,project-12,gke,global,dev,security,reliability,47.82,6.21,0.786,151.502,80.831,1
devops-ci-096-00201,2026-01-21,project-17,gke,asia-south1,sandbox,platform,cost,54.152,9.504,0.582,192.27,89.539,1
devops-ci-096-00202,2026-01-22,project-20,cloud-run,us-central1,prod,finops,cost,50.549,4.182,0.693,88.1,64.553,0
devops-ci-096-00203,2026-01-23,project-03,compute,us-central1,prod,data,quality,74.041,7.734,0.451,62.849,68.911,1
devops-ci-096-00204,2026-01-24,project-17,gke,global,sandbox,mlops,cost,63.302,3.653,0.474,44.695,53.787,0
devops-ci-096-00205,2026-01-25,project-01,bigquery,us-central1,sandbox,backend,quality,25.553,7.847,0.719,181.786,78.929,1
devops-ci-096-00206,2026-01-26,project-18,compute,global,dev,platform,reliability,62.294,31.433,0.882,104.827,100,1
devops-ci-096-00207,2026-01-27,project-18,compute,europe-west1,prod,security,security,63.706,12.384,0.631,185.906,100,1
devops-ci-096-00208,2026-01-28,project-10,vertex-ai,us-central1,prod,platform,cost,40.475,19.681,0.511,106.701,93.534,1
devops-ci-096-00209,2026-01-29,project-11,compute,us-central1,prod,platform,security,59.558,5.544,0.956,88.185,80.102,1
devops-ci-096-00210,2026-01-30,project-20,compute,us-central1,prod,mlops,latency,86.251,7.368,0.263,72.427,67.147,1
devops-ci-096-00211,2026-01-31,project-13,cloud-run,europe-west1,prod,data,quality,72.219,5.912,0.543,110.527,74.195,1
devops-ci-096-00212,2026-02-01,project-13,bigquery,global,staging,platform,security,59.581,6.113,0.654,63.772,67.307,0
devops-ci-096-00213,2026-02-02,project-21,gke,asia-south1,dev,security,reliability,41.908,11.894,0.858,13.016,74.349,1
devops-ci-096-00214,2026-02-03,project-19,gke,us-east1,staging,data,cost,65.64,6.298,0.413,118.199,69.362,0
devops-ci-096-00215,2026-02-04,project-02,cloud-run,us-central1,prod,security,cost,58.282,13.972,0.683,72.339,87.454,1
devops-ci-096-00216,2026-02-05,project-01,cloud-sql,us-central1,staging,finops,latency,32.109,10.979,0.562,165.245,80.624,1
devops-ci-096-00217,2026-02-06,project-08,compute,europe-west1,prod,platform,security,84.115,8.814,0.771,0.0,76.991,1
devops-ci-096-00218,2026-02-07,project-11,gke,asia-south1,staging,finops,latency,32.487,20.485,0.493,123.735,94.468,1
devops-ci-096-00219,2026-02-08,project-18,bigquery,europe-west1,dev,security,latency,27.541,10.057,0.462,115.022,66.05,0
devops-ci-096-00220,2026-02-09,project-20,cloud-sql,us-east1,prod,platform,latency,30.947,6.64,0.934,54.8,67.006,1
