record_id,event_date,project_name,service_name,gcp_region,environment,owning_team,signal_category,metric_a,metric_b,metric_c,metric_d,risk_score,cost_anomaly
gcp-cost-001-00050,2026-02-19,project-06,bigquery,us-central1,prod,platform,quality,90.357,11.087,0.963,63.693,100,1
gcp-cost-001-00051,2026-02-20,project-22,compute,us-central1,prod,platform,quality,71.752,7.225,0.686,63.168,75.194,1
gcp-cost-001-00052,2026-02-21,project-24,cloud-sql,us-east1,sandbox,platform,reliability,54.01,8.733,0.586,0.0,59.79,1
gcp-cost-001-00053,2026-02-22,project-17,gke,us-east1,prod,data,security,55.029,3.521,0.53,213.616,77.178,1
gcp-cost-001-00054,2026-02-23,project-11,bigquery,us-central1,staging,mlops,security,44.172,21.296,0.526,52.855,91.269,1
gcp-cost-001-00055,2026-02-24,project-12,cloud-sql,us-east1,prod,finops,security,84.862,10.577,0.433,8.935,70.839,1
gcp-cost-001-00056,2026-02-25,project-24,compute,us-central1,prod,data,cost,67.835,2.843,0.683,29.012,58.512,0
gcp-cost-001-00057,2026-02-26,project-05,bigquery,us-east1,prod,backend,quality,37.696,6.523,0.621,193.961,78.435,1
gcp-cost-001-00058,2026-02-27,project-02,pubsub,us-central1,prod,data,cost,85.641,7.635,0.778,92.248,88.472,1
gcp-cost-001-00059,2026-02-28,project-04,vertex-ai,asia-south1,prod,security,security,38.125,10.887,0.875,144.061,90.381,1
gcp-cost-001-00060,2026-03-01,project-20,bigquery,asia-south1,dev,data,security,36.59,5.562,0.317,97.316,51.071,0
gcp-cost-001-00061,2026-03-02,project-14,gke,us-central1,prod,finops,latency,51.979,7.279,0.616,0.0,56.737,0
gcp-cost-001-00062,2026-03-03,project-17,cloud-run,us-central1,dev,data,latency,80.718,7.032,0.282,109.511,70.5,0
gcp-cost-001-00063,2026-03-04,project-13,vertex-ai,europe-west1,prod,platform,quality,37.744,4.633,0.585,175.39,70.073,1
gcp-cost-001-00064,2026-03-05,project-09,compute,us-east1,sandbox,finops,security,41.771,3.937,0.409,189.45,65.749,0
gcp-cost-001-00065,2026-03-06,project-21,cloud-sql,europe-west1,dev,data,cost,58.963,9.844,0.649,99.3,80.803,1
gcp-cost-001-00066,2026-03-07,project-18,cloud-run,asia-south1,dev,platform,security,58.355,7.258,0.448,98.413,67.391,1
gcp-cost-001-00067,2026-03-08,project-08,bigquery,asia-south1,prod,backend,quality,57.656,13.354,0.613,108.212,88.575,1
gcp-cost-001-00068,2026-03-09,project-20,vertex-ai,us-east1,prod,mlops,latency,67.148,10.495,0.742,105.994,89.418,1
gcp-cost-001-00069,2026-03-10,project-02,bigquery,europe-west1,sandbox,security,latency,71.784,29.63,0.668,20.522,100,1
gcp-cost-001-00070,2026-03-11,project-01,cloud-run,us-central1,staging,data,reliability,33.859,15.983,0.764,157.692,98.881,1
gcp-cost-001-00071,2026-03-12,project-08,compute,us-central1,sandbox,security,cost,74.629,8.021,0.428,152.617,82.072,1
gcp-cost-001-00072,2026-03-13,project-17,bigquery,global,prod,platform,reliability,85.674,6.771,0.734,72.927,82.11,1
gcp-cost-001-00073,2026-03-14,project-10,gke,us-east1,dev,finops,latency,36.266,16.03,0.613,86.184,84.12,1
gcp-cost-001-00074,2026-03-15,project-09,cloud-run,us-east1,sandbox,backend,reliability,24.114,10.878,0.547,126.491,71.414,0
gcp-cost-001-00075,2026-03-16,project-11,cloud-run,us-central1,sandbox,finops,reliability,41.305,5.142,0.411,185.827,67.94,1
gcp-cost-001-00076,2026-03-17,project-20,vertex-ai,us-east1,dev,platform,security,39.615,13.684,0.54,44.818,71.231,1
gcp-cost-001-00077,2026-03-18,project-05,compute,europe-west1,dev,finops,latency,43.676,18.864,0.852,85.04,100,1
gcp-cost-001-00078,2026-03-19,project-16,vertex-ai,asia-south1,staging,platform,latency,53.859,14.527,0.828,81.077,93.551,1
gcp-cost-001-00079,2026-03-20,project-23,cloud-sql,europe-west1,prod,security,security,50.807,8.591,0.86,109.015,83.826,1
gcp-cost-001-00080,2026-03-21,project-17,bigquery,asia-south1,prod,mlops,cost,60.429,7.594,0.626,148.461,82.43,1
gcp-cost-001-00081,2026-03-22,project-23,pubsub,us-east1,dev,data,quality,63.222,22.827,0.778,144.303,100,1
gcp-cost-001-00082,2026-03-23,project-02,vertex-ai,europe-west1,prod,backend,security,51.558,10.728,0.536,158.945,85.017,1
gcp-cost-001-00083,2026-03-24,project-14,vertex-ai,europe-west1,prod,mlops,cost,68.05,4.047,0.249,111.23,58.197,0
gcp-cost-001-00084,2026-03-25,project-09,pubsub,asia-south1,dev,mlops,security,38.507,13.384,0.537,77.703,74.833,1
gcp-cost-001-00085,2026-03-26,project-04,bigquery,asia-south1,prod,security,security,50.08,10.582,0.46,58.731,66.884,1
gcp-cost-001-00086,2026-03-27,project-11,gke,europe-west1,prod,mlops,latency,87.727,3.355,0.698,127.847,81.607,1
gcp-cost-001-00087,2026-03-28,project-21,pubsub,asia-south1,dev,data,reliability,47.319,1.664,0.613,107.391,57.561,0
gcp-cost-001-00088,2026-03-29,project-01,vertex-ai,asia-south1,staging,mlops,quality,81.07,7.944,0.137,219.565,83.725,1
gcp-cost-001-00089,2026-03-30,project-09,vertex-ai,europe-west1,prod,backend,latency,55.195,14.677,0.813,129.28,100,1
gcp-cost-001-00090,2026-03-31,project-17,pubsub,global,dev,finops,latency,41.074,11.216,0.448,126.652,74.697,1
gcp-cost-001-00091,2026-04-01,project-11,cloud-sql,asia-south1,prod,backend,security,33.288,4.831,0.582,85.06,55.698,0
gcp-cost-001-00092,2026-04-02,project-05,gke,us-central1,sandbox,platform,reliability,90.082,13.592,0.516,171.488,100,1
gcp-cost-001-00093,2026-04-03,project-13,cloud-run,europe-west1,sandbox,backend,security,28.584,16.445,0.177,161.283,78.092,1
gcp-cost-001-00094,2026-04-04,project-12,cloud-run,us-central1,dev,security,security,75.69,13.326,0.188,64.301,73.543,1
gcp-cost-001-00095,2026-04-05,project-09,vertex-ai,us-central1,staging,data,security,56.284,6.102,1.207,118.139,93.411,1
gcp-cost-001-00096,2026-04-06,project-09,vertex-ai,europe-west1,dev,mlops,security,36.789,11.356,0.563,92.071,72.506,1
gcp-cost-001-00097,2026-04-07,project-10,gke,us-east1,staging,backend,cost,28.626,13.854,0.591,100.315,77.659,0
gcp-cost-001-00098,2026-04-08,project-24,gke,us-central1,sandbox,mlops,cost,55.936,20.454,0.257,149.954,98.167,1
gcp-cost-001-00099,2026-04-09,project-11,cloud-sql,europe-west1,staging,security,latency,43.025,13.796,0.72,125.212,90.709,1
gcp-cost-001-00100,2026-04-10,project-22,compute,asia-south1,dev,backend,security,70.361,9.351,0.618,78.628,79.542,1
gcp-cost-001-00101,2026-04-11,project-22,compute,us-east1,prod,backend,cost,74.409,8.369,0.531,51.368,71.647,0
gcp-cost-001-00102,2026-04-12,project-12,pubsub,europe-west1,prod,mlops,security,72.289,4.727,0.448,82.757,64.08,1
gcp-cost-001-00103,2026-04-13,project-19,gke,us-central1,prod,finops,security,88.078,5.374,1.03,197.46,100,1
gcp-cost-001-00104,2026-04-14,project-11,cloud-sql,us-central1,dev,mlops,quality,60.033,7.713,0.175,164.065,69.06,1
gcp-cost-001-00105,2026-04-15,project-06,bigquery,asia-south1,dev,data,latency,70.528,3.978,0.589,111.166,70.794,1
gcp-cost-001-00106,2026-04-16,project-24,cloud-run,asia-south1,prod,data,latency,43.32,10.885,0.32,98.865,66.178,0
gcp-cost-001-00107,2026-04-17,project-02,cloud-run,europe-west1,sandbox,data,security,38.98,5.008,0.495,66.68,52.377,0
gcp-cost-001-00108,2026-04-18,project-12,pubsub,global,sandbox,mlops,security,46.08,12.937,0.589,70.43,77.2,1
gcp-cost-001-00109,2026-04-19,project-19,compute,us-east1,prod,finops,cost,52.133,3.531,0.503,50.996,51.527,0
gcp-cost-001-00110,2026-04-20,project-20,compute,global,prod,mlops,security,68.975,8.336,0.527,0.0,62.037,0
gcp-cost-001-00111,2026-04-21,project-12,gke,asia-south1,sandbox,data,quality,63.052,8.548,0.251,65.962,60.418,0
gcp-cost-001-00112,2026-04-22,project-07,cloud-sql,europe-west1,staging,finops,quality,42.186,3.55,0.525,194.032,69.72,1
gcp-cost-001-00113,2026-04-23,project-18,bigquery,us-central1,dev,mlops,cost,42.934,12.422,0.374,103.142,72.143,0
gcp-cost-001-00114,2026-04-24,project-20,gke,us-central1,dev,data,cost,82.321,3.901,0.49,132.301,74.359,1
gcp-cost-001-00115,2026-04-25,project-01,cloud-run,us-central1,sandbox,platform,latency,15.131,6.832,0.221,185.103,55.966,1
gcp-cost-001-00116,2026-04-26,project-17,bigquery,us-central1,dev,mlops,security,50.588,20.269,0.62,121.102,100,1
gcp-cost-001-00117,2026-04-27,project-23,pubsub,global,prod,mlops,quality,43.935,8.46,0.555,62.032,63.589,0
gcp-cost-001-00118,2026-04-28,project-16,cloud-sql,us-east1,prod,finops,reliability,66.389,3.824,0.529,77.487,61.974,0
gcp-cost-001-00119,2026-04-29,project-18,pubsub,global,dev,mlops,reliability,47.207,6.084,0.478,58.981,56.05,0
gcp-cost-001-00120,2026-04-30,project-07,gke,asia-south1,prod,platform,reliability,57.185,11.691,0.643,80.332,81.514,1
gcp-cost-001-00121,2026-05-01,project-04,vertex-ai,europe-west1,staging,security,quality,57.353,13.683,0.659,139.961,95.477,1
gcp-cost-001-00122,2026-05-02,project-19,gke,asia-south1,prod,backend,security,80.007,13.425,0.53,217.139,100,1
gcp-cost-001-00123,2026-05-03,project-02,pubsub,us-central1,staging,finops,latency,44.751,10.578,0.501,152.218,80.078,1
gcp-cost-001-00124,2026-05-04,project-10,compute,us-central1,prod,data,security,40.941,11.617,0.455,61.537,66.335,1
gcp-cost-001-00125,2026-05-05,project-02,bigquery,asia-south1,staging,finops,reliability,27.97,4.44,0.193,5.794,27.749,0
gcp-cost-001-00126,2026-05-06,project-08,compute,global,dev,backend,latency,73.49,11.903,0.479,127.997,88.926,1
gcp-cost-001-00127,2026-05-07,project-15,bigquery,us-east1,prod,backend,latency,66.739,8.351,0.415,91.573,70.724,1
gcp-cost-001-00128,2026-05-08,project-16,gke,us-central1,sandbox,mlops,security,32.596,7.328,0.393,88.32,55.142,0
gcp-cost-001-00129,2026-05-09,project-02,gke,asia-south1,dev,finops,quality,49.244,10.247,0.436,75.286,67.384,0
gcp-cost-001-00130,2026-05-10,project-21,bigquery,global,prod,security,security,54.984,11.911,0.821,120.387,93.328,1
gcp-cost-001-00131,2026-05-11,project-08,cloud-run,us-east1,prod,platform,reliability,35.08,9.045,0.596,65.18,63.748,1
gcp-cost-001-00132,2026-05-12,project-09,cloud-sql,asia-south1,prod,platform,security,71.445,11.464,0.315,212.465,93.765,1
gcp-cost-001-00133,2026-05-13,project-13,vertex-ai,europe-west1,dev,backend,quality,37.831,8.657,0.595,133.43,73.724,1
gcp-cost-001-00134,2026-05-14,project-08,cloud-sql,europe-west1,dev,finops,reliability,21.827,7.657,0.456,136.288,61.341,0
gcp-cost-001-00135,2026-05-15,project-23,cloud-sql,global,prod,platform,latency,73.641,6.848,0.496,154.809,81.689,1
gcp-cost-001-00136,2026-05-16,project-07,gke,us-east1,dev,backend,latency,17.22,7.167,0.442,164.659,62.233,1
gcp-cost-001-00137,2026-05-17,project-14,cloud-sql,asia-south1,prod,data,quality,73.838,8.499,0.735,141.859,92.087,1
gcp-cost-001-00138,2026-05-18,project-12,pubsub,us-east1,prod,platform,quality,52.596,14.585,0.855,0.0,82.365,1
gcp-cost-001-00139,2026-05-19,project-21,cloud-run,global,prod,finops,quality,67.555,10.038,0.513,149.973,86.892,1
gcp-cost-001-00140,2026-05-20,project-10,compute,europe-west1,sandbox,mlops,latency,72.753,10.966,0.576,117.413,88.334,1
gcp-cost-001-00141,2026-05-21,project-04,cloud-sql,global,dev,finops,quality,37.973,10.241,0.623,127.564,77.594,0
gcp-cost-001-00142,2026-05-22,project-01,compute,us-east1,dev,platform,latency,36.472,5.276,0.643,208.151,77.936,1
gcp-cost-001-00143,2026-05-23,project-12,bigquery,asia-south1,dev,backend,latency,32.848,14.16,0.319,125.165,73.955,1
gcp-cost-001-00144,2026-05-24,project-13,gke,us-east1,dev,finops,reliability,30.636,8.541,0.695,135.127,74.683,1
gcp-cost-001-00145,2026-05-25,project-09,vertex-ai,europe-west1,prod,finops,quality,92.672,16.68,0.729,123.446,100,1
gcp-cost-001-00146,2026-05-26,project-18,bigquery,asia-south1,prod,data,cost,65.265,5.585,0.458,42.422,58.091,0
gcp-cost-001-00147,2026-05-27,project-15,bigquery,us-east1,dev,data,security,45.324,4.953,0.254,0.0,36.31,0
gcp-cost-001-00148,2026-05-28,project-02,vertex-ai,europe-west1,staging,security,security,70.524,6.064,0.673,90.309,75.558,1
gcp-cost-001-00149,2026-05-29,project-01,bigquery,us-central1,dev,mlops,cost,21.662,14.792,0.476,125.879,77.114,1
gcp-cost-001-00150,2026-05-30,project-08,compute,asia-south1,prod,finops,cost,54.812,10.746,0.509,83.306,74.222,1
gcp-cost-001-00151,2026-05-31,project-03,vertex-ai,us-east1,dev,finops,security,44.201,11.904,0.558,102.982,77.795,1
gcp-cost-001-00152,2026-06-01,project-07,vertex-ai,us-central1,sandbox,mlops,cost,42.351,6.06,0.556,221.145,80.673,1
gcp-cost-001-00153,2026-06-02,project-02,bigquery,global,staging,security,security,59.731,17.129,0.443,192.455,100,1
gcp-cost-001-00154,2026-06-03,project-02,bigquery,us-east1,prod,security,reliability,86.323,11.82,0.696,106.039,97.617,1
gcp-cost-001-00155,2026-06-04,project-24,vertex-ai,global,dev,mlops,security,59.019,23.996,0.387,138.714,100,1
gcp-cost-001-00156,2026-06-05,project-06,cloud-sql,europe-west1,dev,finops,cost,33.22,13.592,0.192,166.762,74.381,1
gcp-cost-001-00157,2026-06-06,project-07,bigquery,europe-west1,staging,platform,security,52.157,12.515,0.734,63.743,82.442,1
gcp-cost-001-00158,2026-06-07,project-15,cloud-sql,asia-south1,sandbox,security,reliability,31.124,6.808,0.413,119.248,58.624,0
gcp-cost-001-00159,2026-06-08,project-06,cloud-run,us-central1,dev,security,security,57.376,15.041,0.863,161.393,100,1
gcp-cost-001-00160,2026-06-09,project-11,compute,europe-west1,prod,security,quality,56.237,11.432,0.663,135.233,89.284,1
gcp-cost-001-00161,2026-06-10,project-18,vertex-ai,asia-south1,sandbox,mlops,cost,42.962,8.796,0.441,124.555,69.16,1
gcp-cost-001-00162,2026-06-11,project-02,vertex-ai,asia-south1,prod,data,security,76.767,8.317,0.69,111.766,86.724,1
gcp-cost-001-00163,2026-06-12,project-20,bigquery,us-east1,prod,platform,reliability,62.984,5.426,0.532,58.942,61.921,0
gcp-cost-001-00164,2026-06-13,project-13,bigquery,europe-west1,dev,data,reliability,28.845,16.434,0.342,183.0,87.099,1
gcp-cost-001-00165,2026-06-14,project-22,gke,asia-south1,prod,data,cost,70.343,2.736,0.389,82.821,56.697,0
gcp-cost-001-00166,2026-06-15,project-18,cloud-run,us-central1,dev,finops,reliability,54.003,11.139,0.629,124.634,85.083,1
gcp-cost-001-00167,2026-06-16,project-22,pubsub,us-east1,dev,backend,reliability,55.073,7.124,0.606,71.593,67.549,1
gcp-cost-001-00168,2026-06-17,project-03,cloud-run,us-east1,prod,finops,quality,62.896,14.173,0.43,46.539,76.921,1
gcp-cost-001-00169,2026-06-18,project-19,gke,global,staging,platform,latency,35.509,9.664,0.362,78.098,59.037,0
gcp-cost-001-00170,2026-06-19,project-17,compute,us-east1,sandbox,platform,cost,49.42,10.666,0.442,130.061,76.622,1
gcp-cost-001-00171,2026-06-20,project-16,cloud-run,global,prod,security,latency,53.753,10.282,0.386,119.358,73.721,1
gcp-cost-001-00172,2026-06-21,project-06,compute,europe-west1,dev,data,quality,30.101,7.217,0.83,213.46,87.555,1
gcp-cost-001-00173,2026-06-22,project-08,vertex-ai,us-east1,prod,security,security,66.599,3.001,0.695,111.174,70.85,1
gcp-cost-001-00174,2026-06-23,project-21,bigquery,asia-south1,sandbox,platform,latency,46.264,9.071,0.4,135.667,71.143,1
gcp-cost-001-00175,2026-06-24,project-09,cloud-sql,europe-west1,prod,mlops,latency,42.955,7.746,0.698,112.608,73.96,1
gcp-cost-001-00176,2026-06-25,project-21,cloud-run,global,prod,mlops,security,57.722,7.013,0.584,130.096,75.979,0
gcp-cost-001-00177,2026-06-26,project-22,vertex-ai,europe-west1,prod,security,reliability,91.003,6.073,0.719,151.403,93.266,1
gcp-cost-001-00178,2026-06-27,project-07,bigquery,us-central1,staging,finops,reliability,34.701,12.769,0.516,238.03,94.712,1
gcp-cost-001-00179,2026-06-28,project-13,cloud-sql,europe-west1,staging,finops,cost,5.558,14.292,0.491,83.978,64.725,0
gcp-cost-001-00180,2026-06-29,project-04,vertex-ai,us-central1,prod,backend,reliability,66.595,8.99,0.505,96.869,76.087,1
gcp-cost-001-00181,2026-01-01,project-15,gke,asia-south1,prod,data,cost,41.467,2.875,0.845,60.763,59.658,0
gcp-cost-001-00182,2026-01-02,project-14,gke,us-east1,dev,finops,latency,63.901,5.493,0.35,101.496,62.234,0
gcp-cost-001-00183,2026-01-03,project-11,bigquery,us-east1,prod,finops,security,63.018,15.456,0.427,96.271,87.105,1
gcp-cost-001-00184,2026-01-04,project-11,vertex-ai,europe-west1,prod,mlops,security,34.098,17.33,0.602,197.868,100,1
gcp-cost-001-00185,2026-01-05,project-22,cloud-run,global,prod,mlops,latency,73.178,5.994,0.394,106.92,68.981,0
gcp-cost-001-00186,2026-01-06,project-01,cloud-sql,europe-west1,prod,backend,security,53.315,10.931,0.623,113.276,82.49,1
gcp-cost-001-00187,2026-01-07,project-20,pubsub,asia-south1,dev,backend,latency,32.276,17.146,0.676,95.332,88.867,1
gcp-cost-001-00188,2026-01-08,project-11,vertex-ai,us-east1,dev,finops,security,71.158,5.262,0.619,205.808,88.862,1
gcp-cost-001-00189,2026-01-09,project-14,pubsub,us-east1,prod,mlops,cost,69.422,14.219,0.635,27.883,83.767,1
gcp-cost-001-00190,2026-01-10,project-06,compute,us-central1,prod,platform,cost,84.28,10.651,0.688,91.809,91.819,1
gcp-cost-001-00191,2026-01-11,project-06,vertex-ai,us-east1,prod,mlops,reliability,57.305,12.929,0.472,64.032,76.082,1
gcp-cost-001-00192,2026-01-12,project-09,bigquery,us-east1,prod,backend,latency,45.956,13.139,0.597,189.937,95.336,1
gcp-cost-001-00193,2026-01-13,project-19,cloud-sql,us-east1,prod,mlops,security,56.105,18.242,0.484,192.693,100,1
gcp-cost-001-00194,2026-01-14,project-13,gke,europe-west1,prod,finops,cost,74.216,5.481,0.676,204.821,92.294,1
gcp-cost-001-00195,2026-01-15,project-02,cloud-sql,global,staging,mlops,latency,37.796,21.163,0.122,162.167,90.528,1
gcp-cost-001-00196,2026-01-16,project-20,compute,us-central1,staging,mlops,cost,34.012,6.993,0.603,147.873,70.891,1
gcp-cost-001-00197,2026-01-17,project-21,pubsub,us-central1,dev,finops,latency,49.979,5.494,0.164,131.064,55.165,0
gcp-cost-001-00198,2026-01-18,project-21,cloud-sql,global,prod,backend,cost,66.44,6.255,0.46,108.876,69.827,1
gcp-cost-001-00199,2026-01-19,project-22,cloud-run,europe-west1,staging,mlops,quality,68.747,8.318,0.262,76.555,63.804,1
gcp-cost-001-00200,2026-01-20,project-16,bigquery,us-east1,staging,backend,quality,60.514,18.913,0.387,157.107,100,1
gcp-cost-001-00201,2026-01-21,project-14,vertex-ai,europe-west1,prod,finops,quality,60.749,3.011,0.35,142.044,61.253,1
gcp-cost-001-00202,2026-01-22,project-10,compute,us-east1,sandbox,mlops,cost,51.455,10.91,0.614,107.757,80.67,1
gcp-cost-001-00203,2026-01-23,project-19,bigquery,us-east1,prod,security,quality,71.469,10.752,0.497,136.039,87.336,1
gcp-cost-001-00204,2026-01-24,project-13,cloud-sql,us-east1,prod,data,security,82.796,13.764,0.653,158.022,100,1
gcp-cost-001-00205,2026-01-25,project-12,pubsub,global,prod,backend,quality,87.827,10.609,0.697,115.412,96.72,1
gcp-cost-001-00206,2026-01-26,project-16,cloud-sql,asia-south1,prod,finops,quality,81.967,10.118,0.796,117.451,97.285,1
gcp-cost-001-00207,2026-01-27,project-10,cloud-sql,asia-south1,staging,data,cost,18.32,10.715,0.744,105.936,72.903,1
gcp-cost-001-00208,2026-01-28,project-06,cloud-run,asia-south1,prod,data,quality,52.282,15.673,0.561,218.806,100,1
gcp-cost-001-00209,2026-01-29,project-08,bigquery,us-central1,prod,security,security,80.701,4.542,0.656,116.97,78.861,1
gcp-cost-001-00210,2026-01-30,project-18,bigquery,us-central1,prod,finops,cost,64.757,7.611,0.828,106.196,84.891,1
gcp-cost-001-00211,2026-01-31,project-24,vertex-ai,europe-west1,prod,backend,reliability,79.485,15.063,0.781,50.41,97.653,1
gcp-cost-001-00212,2026-02-01,project-15,cloud-run,us-central1,dev,platform,latency,51.239,18.812,0.541,79.297,92.327,1
gcp-cost-001-00213,2026-02-02,project-11,pubsub,asia-south1,dev,finops,security,63.344,7.22,0.402,76.373,64.225,0
gcp-cost-001-00214,2026-02-03,project-10,vertex-ai,europe-west1,prod,platform,cost,36.802,9.742,0.427,193.031,78.707,1
gcp-cost-001-00215,2026-02-04,project-16,compute,asia-south1,dev,finops,quality,62.459,6.547,0.786,111.36,80.887,1
gcp-cost-001-00216,2026-02-05,project-15,compute,us-east1,dev,security,quality,30.331,4.959,0.95,119.809,72.909,0
