record_id,event_date,project_name,service_name,gcp_region,environment,owning_team,signal_category,metric_a,metric_b,metric_c,metric_d,risk_score,pipeline_failed
devops-ci-066-00064,2026-03-05,project-17,bigquery,global,sandbox,backend,security,50.244,12.201,0.726,137.795,91.56,1
devops-ci-066-00065,2026-03-06,project-14,cloud-sql,global,prod,data,quality,43.887,6.594,0.557,63.106,59.444,0
devops-ci-066-00066,2026-03-07,project-05,compute,global,dev,security,quality,65.223,9.029,0.897,175.255,100,1
devops-ci-066-00067,2026-03-08,project-01,gke,europe-west1,prod,backend,cost,38.01,12.122,0.598,70.792,72.842,1
devops-ci-066-00068,2026-03-09,project-07,cloud-run,europe-west1,sandbox,backend,latency,4.662,10.444,0.46,104.448,57.333,0
devops-ci-066-00069,2026-03-10,project-05,cloud-sql,global,prod,mlops,security,72.36,26.059,0.355,153.861,100,1
devops-ci-066-00070,2026-03-11,project-03,vertex-ai,europe-west1,prod,mlops,cost,41.675,9.829,0.625,222.591,91.857,1
devops-ci-066-00071,2026-03-12,project-17,pubsub,global,sandbox,data,latency,26.17,8.139,0.806,56.585,64.612,1
devops-ci-066-00072,2026-03-13,project-05,pubsub,us-central1,dev,backend,latency,43.659,11.896,0.51,139.144,81.18,1
devops-ci-066-00073,2026-03-14,project-08,bigquery,europe-west1,dev,platform,latency,77.602,5.38,0.437,94.03,68.722,1
devops-ci-066-00074,2026-03-15,project-19,cloud-run,us-central1,prod,data,quality,45.484,23.024,0.471,63.637,95.407,1
devops-ci-066-00075,2026-03-16,project-17,gke,us-central1,dev,platform,security,60.523,13.539,0.694,45.667,83.724,1
devops-ci-066-00076,2026-03-17,project-16,cloud-run,global,staging,data,security,30.669,7.118,0.382,241.701,75.961,1
devops-ci-066-00077,2026-03-18,project-18,compute,europe-west1,prod,security,latency,63.645,12.761,0.25,50.081,68.105,0
devops-ci-066-00078,2026-03-19,project-06,bigquery,global,prod,data,quality,88.081,18.019,0.682,164.051,100,1
devops-ci-066-00079,2026-03-20,project-15,vertex-ai,europe-west1,prod,finops,reliability,72.59,4.573,0.473,154.765,75.202,1
devops-ci-066-00080,2026-03-21,project-18,vertex-ai,europe-west1,sandbox,security,cost,81.356,7.916,0.36,142.104,80.269,1
devops-ci-066-00081,2026-03-22,project-11,compute,global,sandbox,finops,quality,43.136,8.617,0.487,119.124,69.621,0
devops-ci-066-00082,2026-03-23,project-13,bigquery,asia-south1,dev,backend,security,40.318,11.489,0.441,127.28,74.916,1
devops-ci-066-00083,2026-03-24,project-20,cloud-sql,us-central1,dev,platform,reliability,46.101,13.035,0.497,189.921,91.642,1
devops-ci-066-00084,2026-03-25,project-10,gke,us-central1,prod,backend,quality,35.602,12.133,0.831,0.0,69.856,1
devops-ci-066-00085,2026-03-26,project-11,compute,europe-west1,prod,finops,cost,80.73,7.387,0.443,166.481,85.275,1
devops-ci-066-00086,2026-03-27,project-05,cloud-run,global,prod,finops,latency,43.127,5.949,0.602,136.975,70.021,0
devops-ci-066-00087,2026-03-28,project-05,bigquery,asia-south1,prod,security,cost,72.927,10.941,0.321,90.062,75.422,1
devops-ci-066-00088,2026-03-29,project-21,compute,us-central1,dev,backend,security,58.507,12.995,0.263,136.185,79.864,1
devops-ci-066-00089,2026-03-30,project-12,compute,asia-south1,prod,platform,latency,80.066,10.197,0.529,158.96,93.513,1
devops-ci-066-00090,2026-03-31,project-04,compute,europe-west1,dev,security,latency,32.103,4.673,0.874,25.462,56.443,0
devops-ci-066-00091,2026-04-01,project-08,bigquery,us-east1,dev,backend,quality,93.492,3.327,0.492,165.233,81.802,1
devops-ci-066-00092,2026-04-02,project-02,gke,europe-west1,staging,platform,reliability,61.834,7.383,0.444,89.233,67.422,0
devops-ci-066-00093,2026-04-03,project-16,bigquery,us-east1,dev,data,latency,35.909,8.385,0.526,87.961,63.371,1
devops-ci-066-00094,2026-04-04,project-08,bigquery,global,prod,data,cost,67.04,15.069,0.374,167.566,96.152,1
devops-ci-066-00095,2026-04-05,project-24,vertex-ai,europe-west1,prod,security,security,69.147,22.586,0.379,43.78,96.552,1
devops-ci-066-00096,2026-04-06,project-01,cloud-run,asia-south1,staging,platform,quality,51.649,4.275,0.476,153.041,67.031,1
devops-ci-066-00097,2026-04-07,project-19,cloud-sql,asia-south1,prod,security,cost,79.012,24.722,0.294,117.447,100,1
devops-ci-066-00098,2026-04-08,project-07,pubsub,us-east1,dev,data,reliability,67.581,18.346,0.653,149.285,100,1
devops-ci-066-00099,2026-04-09,project-11,cloud-sql,europe-west1,prod,mlops,cost,57.566,6.9,0.637,78.418,69.979,1
devops-ci-066-00100,2026-04-10,project-07,cloud-run,europe-west1,sandbox,finops,quality,56.588,4.048,0.513,110.35,63.299,0
devops-ci-066-00101,2026-04-11,project-03,cloud-run,europe-west1,prod,backend,reliability,79.125,9.686,0.83,61.698,88.342,1
devops-ci-066-00102,2026-04-12,project-21,cloud-run,us-east1,dev,mlops,security,78.124,17.476,0.621,58.319,98.361,1
devops-ci-066-00103,2026-04-13,project-20,compute,us-east1,sandbox,finops,latency,17.051,8.322,0.548,55.808,52.705,0
devops-ci-066-00104,2026-04-14,project-18,gke,us-central1,prod,platform,latency,70.288,7.973,0.569,103.344,78.19,1
devops-ci-066-00105,2026-04-15,project-20,cloud-run,europe-west1,prod,mlops,latency,73.44,17.914,0.561,177.859,100,1
devops-ci-066-00106,2026-04-16,project-22,cloud-run,asia-south1,dev,data,latency,38.261,4.204,0.573,216.011,74.757,1
devops-ci-066-00107,2026-04-17,project-22,pubsub,asia-south1,dev,platform,cost,16.63,7.941,0.56,153.954,66.401,1
devops-ci-066-00108,2026-04-18,project-05,pubsub,us-east1,dev,finops,latency,26.555,7.861,0.698,12.065,53.826,0
devops-ci-066-00109,2026-04-19,project-09,cloud-run,europe-west1,dev,mlops,latency,28.838,5.257,0.45,157.445,61.07,0
devops-ci-066-00110,2026-04-20,project-20,vertex-ai,us-east1,staging,security,reliability,48.711,11.043,0.723,127.372,86.696,1
devops-ci-066-00111,2026-04-21,project-19,compute,global,staging,security,security,55.301,8.452,0.506,55.856,64.932,1
devops-ci-066-00112,2026-04-22,project-15,gke,us-east1,prod,security,security,51.273,4.028,0.38,97.069,54.8,0
devops-ci-066-00113,2026-04-23,project-23,cloud-run,us-east1,dev,data,cost,76.685,12.494,0.503,98.743,87.997,1
devops-ci-066-00114,2026-04-24,project-13,cloud-run,europe-west1,staging,mlops,latency,59.176,9.065,0.571,24.284,65.39,0
devops-ci-066-00115,2026-04-25,project-24,bigquery,global,staging,finops,latency,48.025,5.77,0.435,109.632,61.485,1
devops-ci-066-00116,2026-04-26,project-06,cloud-sql,asia-south1,prod,finops,security,80.942,9.079,0.539,84.342,80.679,1
devops-ci-066-00117,2026-04-27,project-23,cloud-run,global,prod,platform,cost,45.526,2.742,0.477,116.483,56.014,0
devops-ci-066-00118,2026-04-28,project-17,cloud-sql,global,staging,security,latency,42.232,6.796,0.361,162.134,66.918,1
devops-ci-066-00119,2026-04-29,project-16,vertex-ai,us-central1,prod,finops,cost,59.054,13.064,0.63,131.666,92.403,1
devops-ci-066-00120,2026-04-30,project-12,vertex-ai,global,dev,security,quality,29.267,5.519,0.358,160.251,59.021,0
devops-ci-066-00121,2026-05-01,project-24,cloud-sql,us-east1,dev,security,security,41.233,8.635,0.738,79.477,72.0,1
devops-ci-066-00122,2026-05-02,project-18,compute,global,prod,data,security,84.322,14.326,0.498,83.119,92.492,1
devops-ci-066-00123,2026-05-03,project-12,gke,asia-south1,dev,security,quality,25.191,9.857,0.753,38.65,63.808,1
devops-ci-066-00124,2026-05-04,project-19,bigquery,europe-west1,staging,backend,security,46.699,17.728,0.745,135.535,100,1
devops-ci-066-00125,2026-05-05,project-16,cloud-sql,global,prod,backend,cost,96.308,14.794,0.459,100.918,99.009,1
devops-ci-066-00126,2026-05-06,project-23,cloud-sql,us-central1,prod,backend,security,57.235,9.441,0.443,129.647,76.473,1
devops-ci-066-00127,2026-05-07,project-10,bigquery,europe-west1,prod,platform,reliability,68.502,5.701,0.789,85.16,77.312,1
devops-ci-066-00128,2026-05-08,project-14,cloud-run,asia-south1,prod,platform,cost,60.502,9.09,0.084,140.122,65.76,1
devops-ci-066-00129,2026-05-09,project-02,cloud-sql,us-east1,prod,backend,security,72.783,11.865,0.0,81.263,65.01,1
devops-ci-066-00130,2026-05-10,project-06,vertex-ai,us-east1,prod,backend,latency,51.206,6.94,0.453,76.846,61.177,1
devops-ci-066-00131,2026-05-11,project-10,vertex-ai,global,prod,security,reliability,56.688,7.604,0.542,109.659,72.545,1
devops-ci-066-00132,2026-05-12,project-20,compute,us-central1,staging,backend,quality,73.274,23.282,0.88,151.517,100,1
devops-ci-066-00133,2026-05-13,project-15,cloud-sql,us-central1,prod,finops,cost,35.275,11.523,0.557,136.663,78.658,1
devops-ci-066-00134,2026-05-14,project-12,cloud-run,global,prod,backend,latency,74.359,15.054,0.349,48.538,80.445,1
devops-ci-066-00135,2026-05-15,project-07,cloud-sql,global,prod,platform,security,88.015,8.629,0.689,79.527,86.652,1
devops-ci-066-00136,2026-05-16,project-13,pubsub,us-east1,prod,data,latency,84.286,8.584,0.314,137.756,80.609,1
devops-ci-066-00137,2026-05-17,project-19,bigquery,us-central1,dev,platform,reliability,35.016,15.074,0.41,106.654,77.332,1
devops-ci-066-00138,2026-05-18,project-13,compute,asia-south1,dev,finops,quality,47.402,5.073,0.504,178.731,72.133,1
devops-ci-066-00139,2026-05-19,project-05,pubsub,us-east1,dev,data,quality,31.724,9.425,0.357,105.961,61.043,0
devops-ci-066-00140,2026-05-20,project-23,vertex-ai,asia-south1,prod,backend,quality,74.624,11.707,0.33,122.328,82.824,1
devops-ci-066-00141,2026-05-21,project-10,cloud-sql,us-central1,prod,finops,cost,58.934,12.203,0.465,123.54,83.392,1
devops-ci-066-00142,2026-05-22,project-22,cloud-run,global,prod,data,quality,53.112,8.987,0.598,164.407,84.465,1
devops-ci-066-00143,2026-05-23,project-14,vertex-ai,us-central1,dev,mlops,reliability,61.6,6.135,0.602,213.835,88.129,1
devops-ci-066-00144,2026-05-24,project-13,cloud-run,us-central1,prod,data,latency,1.224,9.694,0.257,0.0,32.043,0
devops-ci-066-00145,2026-05-25,project-22,cloud-run,global,prod,mlops,security,37.269,7.167,0.372,113.794,59.382,0
devops-ci-066-00146,2026-05-26,project-07,bigquery,us-central1,prod,mlops,latency,45.124,10.075,0.517,86.662,70.035,1
devops-ci-066-00147,2026-05-27,project-15,gke,asia-south1,staging,security,security,48.084,15.401,0.465,128.581,87.791,1
devops-ci-066-00148,2026-05-28,project-19,pubsub,europe-west1,dev,mlops,security,29.774,5.476,0.2,148.615,51.871,0
devops-ci-066-00149,2026-05-29,project-16,cloud-run,europe-west1,prod,mlops,cost,83.507,6.17,0.465,257.497,97.451,1
devops-ci-066-00150,2026-05-30,project-09,bigquery,us-east1,prod,platform,quality,100.527,8.763,0.488,185.314,99.736,1
devops-ci-066-00151,2026-05-31,project-03,pubsub,europe-west1,prod,platform,cost,96.997,13.339,0.509,100.287,97.513,1
devops-ci-066-00152,2026-06-01,project-12,pubsub,us-east1,dev,finops,latency,72.223,9.16,0.564,94.171,80.125,1
devops-ci-066-00153,2026-06-02,project-07,cloud-sql,europe-west1,sandbox,security,security,58.151,5.429,0.743,87.916,71.847,0
devops-ci-066-00154,2026-06-03,project-10,cloud-sql,europe-west1,sandbox,backend,security,69.357,6.186,0.512,92.096,70.06,1
devops-ci-066-00155,2026-06-04,project-10,pubsub,us-central1,staging,finops,security,30.817,13.423,0.438,108.757,73.297,0
devops-ci-066-00156,2026-06-05,project-21,gke,europe-west1,dev,finops,reliability,69.001,10.777,0.628,98.199,85.597,1
devops-ci-066-00157,2026-06-06,project-03,cloud-run,us-central1,prod,backend,security,40.889,7.526,0.47,192.253,76.359,1
devops-ci-066-00158,2026-06-07,project-15,vertex-ai,us-central1,prod,finops,security,49.755,4.92,0.207,131.771,55.356,0
devops-ci-066-00159,2026-06-08,project-19,compute,us-east1,dev,platform,cost,39.289,4.782,0.484,106.746,57.416,0
devops-ci-066-00160,2026-06-09,project-15,compute,us-east1,prod,backend,reliability,92.303,14.661,0.574,189.403,100,1
devops-ci-066-00161,2026-06-10,project-23,cloud-sql,europe-west1,prod,security,quality,47.369,11.295,0.773,109.159,85.908,1
devops-ci-066-00162,2026-06-11,project-06,cloud-run,europe-west1,dev,backend,quality,49.679,12.115,0.635,209.207,98.39,1
devops-ci-066-00163,2026-06-12,project-09,vertex-ai,global,staging,backend,reliability,0.0,10.72,0.438,185.63,67.414,1
devops-ci-066-00164,2026-06-13,project-11,compute,europe-west1,sandbox,platform,latency,63.709,11.104,0.613,119.088,87.029,1
devops-ci-066-00165,2026-06-14,project-09,cloud-sql,europe-west1,sandbox,backend,quality,61.947,10.674,0.602,56.169,75.849,1
devops-ci-066-00166,2026-06-15,project-03,cloud-sql,us-east1,staging,finops,reliability,53.127,5.899,0.434,165.497,71.684,1
devops-ci-066-00167,2026-06-16,project-21,gke,global,prod,mlops,quality,72.133,7.56,0.581,135.893,83.039,1
devops-ci-066-00168,2026-06-17,project-08,cloud-run,asia-south1,prod,mlops,quality,39.85,18.957,0.463,165.409,98.508,1
devops-ci-066-00169,2026-06-18,project-05,compute,us-central1,staging,finops,cost,44.477,9.338,0.477,84.535,66.379,1
devops-ci-066-00170,2026-06-19,project-08,pubsub,global,sandbox,backend,latency,45.231,7.174,0.4,131.578,65.759,0
devops-ci-066-00171,2026-06-20,project-24,vertex-ai,us-east1,dev,platform,security,59.729,6.011,0.668,60.516,67.136,0
devops-ci-066-00172,2026-06-21,project-06,pubsub,us-east1,prod,data,cost,56.48,8.049,0.767,115.415,82.225,1
devops-ci-066-00173,2026-06-22,project-17,cloud-run,us-central1,sandbox,backend,reliability,47.987,6.03,0.56,71.601,60.907,0
devops-ci-066-00174,2026-06-23,project-19,cloud-run,asia-south1,prod,data,reliability,61.641,9.89,0.09,92.6,61.305,0
devops-ci-066-00175,2026-06-24,project-07,pubsub,global,dev,platform,quality,56.736,3.941,0.868,47.356,66.339,1
devops-ci-066-00176,2026-06-25,project-24,vertex-ai,global,prod,data,reliability,83.2,5.366,0.339,106.96,69.104,1
devops-ci-066-00177,2026-06-26,project-21,cloud-sql,europe-west1,staging,mlops,latency,31.727,8.554,0.866,0.0,61.374,0
devops-ci-066-00178,2026-06-27,project-08,vertex-ai,europe-west1,prod,data,cost,63.002,10.559,0.558,102.469,81.162,1
devops-ci-066-00179,2026-06-28,project-07,cloud-run,us-central1,sandbox,data,quality,52.074,3.98,0.539,88.434,59.274,0
devops-ci-066-00180,2026-06-29,project-19,vertex-ai,us-east1,dev,backend,quality,67.276,11.023,0.61,156.022,93.37,1
devops-ci-066-00181,2026-01-01,project-03,vertex-ai,asia-south1,staging,finops,quality,65.214,17.646,0.596,94.122,98.585,1
devops-ci-066-00182,2026-01-02,project-11,vertex-ai,asia-south1,dev,platform,security,66.062,8.671,0.622,111.083,81.324,1
devops-ci-066-00183,2026-01-03,project-12,cloud-sql,asia-south1,dev,platform,latency,70.816,10.961,0.399,78.181,75.728,1
devops-ci-066-00184,2026-01-04,project-08,pubsub,us-east1,prod,data,cost,57.444,20.081,0.185,151.176,95.483,1
devops-ci-066-00185,2026-01-05,project-23,bigquery,us-east1,staging,mlops,cost,55.253,10.915,0.524,152.044,85.32,1
devops-ci-066-00186,2026-01-06,project-05,bigquery,us-central1,prod,security,security,46.814,7.609,0.435,178.701,75.425,1
devops-ci-066-00187,2026-01-07,project-15,cloud-sql,us-central1,dev,backend,reliability,64.304,8.333,0.729,64.173,76.824,1
devops-ci-066-00188,2026-01-08,project-14,pubsub,global,prod,finops,reliability,22.176,10.657,0.691,101.351,71.593,1
devops-ci-066-00189,2026-01-09,project-15,vertex-ai,global,prod,backend,latency,58.434,7.374,0.168,173.23,68.801,1
devops-ci-066-00190,2026-01-10,project-02,pubsub,asia-south1,sandbox,security,reliability,60.289,19.408,0.429,216.812,100,1
devops-ci-066-00191,2026-01-11,project-05,vertex-ai,europe-west1,prod,security,reliability,74.502,17.591,0.657,146.653,100,1
devops-ci-066-00192,2026-01-12,project-16,pubsub,asia-south1,sandbox,platform,security,35.027,20.336,0.841,123.938,100,1
devops-ci-066-00193,2026-01-13,project-02,vertex-ai,asia-south1,sandbox,finops,security,40.282,7.134,0.328,175.585,67.831,1
devops-ci-066-00194,2026-01-14,project-11,vertex-ai,global,sandbox,mlops,reliability,32.147,21.101,0.622,14.022,84.302,1
devops-ci-066-00195,2026-01-15,project-21,gke,global,dev,data,security,16.382,9.011,0.622,99.609,63.056,1
devops-ci-066-00196,2026-01-16,project-13,compute,asia-south1,staging,mlops,reliability,32.083,5.644,0.367,131.064,56.357,0
devops-ci-066-00197,2026-01-17,project-09,compute,us-east1,dev,backend,cost,40.347,10.445,0.247,134.841,66.802,0
devops-ci-066-00198,2026-01-18,project-23,cloud-sql,europe-west1,prod,data,security,94.741,9.16,0.203,11.13,63.261,1
devops-ci-066-00199,2026-01-19,project-15,vertex-ai,asia-south1,sandbox,finops,cost,58.981,8.368,0.508,45.528,64.588,0
devops-ci-066-00200,2026-01-20,project-16,cloud-sql,us-east1,prod,mlops,cost,126.219,12.331,0.221,110.262,96.764,1
devops-ci-066-00201,2026-01-21,project-02,pubsub,asia-south1,prod,security,latency,64.448,12.672,0.532,145.365,91.944,1
devops-ci-066-00202,2026-01-22,project-13,vertex-ai,global,staging,security,quality,41.024,6.763,0.766,41.745,63.037,0
devops-ci-066-00203,2026-01-23,project-15,bigquery,europe-west1,dev,finops,reliability,48.016,10.867,0.855,84.26,84.375,1
devops-ci-066-00204,2026-01-24,project-07,cloud-sql,global,prod,mlops,quality,85.525,9.967,0.441,42.862,74.876,1
devops-ci-066-00205,2026-01-25,project-21,vertex-ai,us-east1,prod,platform,cost,46.281,7.899,0.564,197.001,83.099,1
devops-ci-066-00206,2026-01-26,project-01,compute,us-central1,sandbox,backend,latency,66.756,6.108,0.613,200.481,88.308,1
devops-ci-066-00207,2026-01-27,project-21,bigquery,us-east1,prod,backend,latency,49.464,6.385,0.55,93.143,65.044,1
devops-ci-066-00208,2026-01-28,project-03,cloud-sql,us-east1,dev,backend,reliability,54.958,23.414,0.98,235.787,100,1
devops-ci-066-00209,2026-01-29,project-08,gke,us-central1,prod,data,quality,61.934,4.672,0.754,221.924,91.332,1
devops-ci-066-00210,2026-01-30,project-04,pubsub,asia-south1,sandbox,security,reliability,52.415,13.484,0.632,67.801,81.816,1
devops-ci-066-00211,2026-01-31,project-03,compute,us-east1,prod,platform,reliability,67.776,6.003,0.4,105.417,67.102,1
devops-ci-066-00212,2026-02-01,project-23,gke,global,staging,platform,latency,65.189,9.431,0.894,115.474,92.952,1
devops-ci-066-00213,2026-02-02,project-23,bigquery,asia-south1,prod,data,security,74.531,13.873,0.452,89.401,87.314,1
devops-ci-066-00214,2026-02-03,project-24,compute,us-central1,sandbox,security,quality,37.791,15.141,0.594,125.816,87.694,1
devops-ci-066-00215,2026-02-04,project-19,compute,us-central1,staging,security,quality,50.611,25.71,0.302,73.188,98.947,1
devops-ci-066-00216,2026-02-05,project-21,cloud-sql,us-central1,prod,platform,reliability,86.012,21.464,0.805,161.73,100,1
devops-ci-066-00217,2026-02-06,project-14,compute,europe-west1,prod,finops,reliability,104.221,15.606,0.495,138.3,100,1
devops-ci-066-00218,2026-02-07,project-23,gke,global,sandbox,platform,latency,47.585,5.817,0.34,159.209,65.346,1
devops-ci-066-00219,2026-02-08,project-08,pubsub,asia-south1,prod,backend,quality,60.425,3.921,0.642,135.11,72.471,1
devops-ci-066-00220,2026-02-09,project-15,bigquery,global,dev,backend,quality,22.205,9.147,0.725,141.446,75.117,1
