record_id,event_date,project_name,service_name,gcp_region,environment,owning_team,signal_category,metric_a,metric_b,metric_c,metric_d,risk_score,retraining_needed
mlops-drift-083-00025,2026-01-25,project-01,cloud-run,us-central1,prod,mlops,cost,66.945,13.14,0.696,125.055,96.688,1
mlops-drift-083-00026,2026-01-26,project-16,cloud-sql,europe-west1,staging,security,reliability,74.484,9.827,0.972,185.554,100,1
mlops-drift-083-00027,2026-01-27,project-17,vertex-ai,europe-west1,prod,data,cost,60.465,21.499,0.556,65.599,100,1
mlops-drift-083-00028,2026-01-28,project-21,vertex-ai,asia-south1,staging,backend,reliability,55.531,15.793,0.235,168.512,89.086,1
mlops-drift-083-00029,2026-01-29,project-22,gke,us-central1,prod,platform,security,58.795,20.249,0.345,60.514,88.726,1
mlops-drift-083-00030,2026-01-30,project-05,pubsub,europe-west1,sandbox,data,quality,31.78,13.386,0.579,79.425,74.205,0
mlops-drift-083-00031,2026-01-31,project-18,compute,europe-west1,staging,mlops,reliability,61.559,7.289,0.577,219.444,90.751,1
mlops-drift-083-00032,2026-02-01,project-10,vertex-ai,us-east1,dev,backend,reliability,42.68,15.248,0.558,158.79,93.204,1
mlops-drift-083-00033,2026-02-02,project-21,vertex-ai,global,prod,platform,cost,75.489,4.359,0.755,166.99,87.37,1
mlops-drift-083-00034,2026-02-03,project-19,bigquery,us-central1,prod,finops,cost,48.519,9.679,0.663,227.716,95.98,1
mlops-drift-083-00035,2026-02-04,project-18,compute,us-east1,prod,finops,quality,87.135,4.566,0.209,241.98,83.755,1
mlops-drift-083-00036,2026-02-05,project-20,cloud-run,europe-west1,dev,backend,quality,34.563,14.105,0.656,164.86,92.011,1
mlops-drift-083-00037,2026-02-06,project-03,cloud-sql,global,dev,security,reliability,33.453,8.367,0.232,184.435,66.248,1
mlops-drift-083-00038,2026-02-07,project-09,compute,asia-south1,dev,data,security,43.481,11.157,0.64,119.378,81.061,1
mlops-drift-083-00039,2026-02-08,project-20,compute,us-east1,prod,platform,quality,74.737,10.196,0.257,139.102,79.229,1
mlops-drift-083-00040,2026-02-09,project-06,pubsub,us-east1,sandbox,data,security,64.171,8.895,0.739,180.009,95.331,1
mlops-drift-083-00041,2026-02-10,project-20,gke,global,prod,finops,latency,57.186,6.83,0.32,97.399,61.356,0
mlops-drift-083-00042,2026-02-11,project-20,cloud-run,europe-west1,prod,data,latency,84.929,10.339,0.734,48.725,86.645,1
mlops-drift-083-00043,2026-02-12,project-15,bigquery,us-central1,dev,mlops,latency,33.454,7.61,0.827,214.136,89.639,1
mlops-drift-083-00044,2026-02-13,project-19,compute,us-central1,dev,security,reliability,30.376,11.469,0.679,32.729,65.931,0
mlops-drift-083-00045,2026-02-14,project-12,cloud-run,global,prod,mlops,reliability,62.488,4.704,0.389,195.865,75.025,1
mlops-drift-083-00046,2026-02-15,project-23,cloud-run,us-central1,staging,data,security,27.417,15.092,0.495,180.746,88.494,1
mlops-drift-083-00047,2026-02-16,project-13,cloud-run,global,prod,platform,reliability,42.61,8.396,0.885,73.045,76.132,1
mlops-drift-083-00048,2026-02-17,project-08,compute,europe-west1,dev,mlops,cost,49.925,13.458,0.672,134.63,92.029,1
mlops-drift-083-00049,2026-02-18,project-06,cloud-run,us-central1,dev,mlops,cost,72.22,7.637,0.488,110.583,76.303,1
mlops-drift-083-00050,2026-02-19,project-12,cloud-run,europe-west1,staging,mlops,latency,24.955,15.64,0.684,128.638,87.927,1
mlops-drift-083-00051,2026-02-20,project-03,compute,asia-south1,prod,backend,reliability,93.153,10.016,0.715,99.321,95.484,1
mlops-drift-083-00052,2026-02-21,project-06,compute,us-east1,dev,mlops,latency,51.513,7.193,0.295,199.909,74.292,1
mlops-drift-083-00053,2026-02-22,project-23,vertex-ai,global,dev,finops,latency,27.462,11.691,0.644,81.977,71.386,1
mlops-drift-083-00054,2026-02-23,project-18,cloud-sql,us-east1,prod,mlops,security,81.559,9.124,0.752,133.019,95.554,1
mlops-drift-083-00055,2026-02-24,project-12,gke,us-east1,dev,backend,security,74.166,4.87,0.419,163.562,75.839,1
mlops-drift-083-00056,2026-02-25,project-05,gke,us-east1,prod,backend,quality,65.715,11.594,0.809,179.807,100,1
mlops-drift-083-00057,2026-02-26,project-24,gke,asia-south1,dev,finops,cost,54.199,9.303,0.806,75.698,79.926,1
mlops-drift-083-00058,2026-02-27,project-18,compute,asia-south1,sandbox,finops,cost,45.373,4.854,0.511,288.369,87.145,1
mlops-drift-083-00059,2026-02-28,project-02,bigquery,us-east1,prod,platform,quality,85.877,17.465,0.714,102.594,100,1
mlops-drift-083-00060,2026-03-01,project-17,compute,global,sandbox,data,quality,58.568,5.126,0.635,120.062,72.194,1
mlops-drift-083-00061,2026-03-02,project-14,gke,us-east1,prod,data,reliability,73.816,9.925,0.39,118.446,79.917,1
mlops-drift-083-00062,2026-03-03,project-07,bigquery,us-east1,prod,backend,security,30.229,9.63,0.407,115.531,64.143,1
mlops-drift-083-00063,2026-03-04,project-23,cloud-sql,asia-south1,dev,data,quality,67.772,8.05,0.564,45.931,68.942,1
mlops-drift-083-00064,2026-03-05,project-16,pubsub,asia-south1,dev,platform,security,42.149,12.044,0.633,170.834,89.923,1
mlops-drift-083-00065,2026-03-06,project-09,bigquery,us-central1,prod,finops,latency,82.031,4.242,0.535,138.569,77.542,1
mlops-drift-083-00066,2026-03-07,project-15,cloud-run,global,dev,mlops,quality,47.251,10.443,0.653,40.859,69.718,1
mlops-drift-083-00067,2026-03-08,project-02,gke,us-east1,prod,backend,latency,49.414,17.239,0.464,63.282,82.988,1
mlops-drift-083-00068,2026-03-09,project-04,pubsub,asia-south1,prod,finops,cost,63.487,11.376,0.736,154.077,96.994,1
mlops-drift-083-00069,2026-03-10,project-18,gke,us-central1,dev,mlops,latency,34.307,10.263,0.704,96.847,74.718,1
mlops-drift-083-00070,2026-03-11,project-20,vertex-ai,asia-south1,sandbox,platform,latency,14.099,17.243,0.294,129.703,74.373,1
mlops-drift-083-00071,2026-03-12,project-03,bigquery,europe-west1,dev,mlops,cost,31.649,6.285,0.079,141.732,49.176,0
mlops-drift-083-00072,2026-03-13,project-02,bigquery,global,prod,mlops,latency,83.553,6.212,0.886,169.758,99.505,1
mlops-drift-083-00073,2026-03-14,project-16,pubsub,us-east1,dev,platform,latency,48.04,15.206,0.514,206.216,100,1
mlops-drift-083-00074,2026-03-15,project-02,cloud-sql,asia-south1,sandbox,backend,security,60.947,10.136,0.666,43.909,74.696,1
mlops-drift-083-00075,2026-03-16,project-13,cloud-run,global,staging,mlops,security,47.031,20.346,0.538,159.488,100,1
mlops-drift-083-00076,2026-03-17,project-13,cloud-run,us-east1,staging,finops,latency,56.534,14.44,0.448,99.779,83.711,1
mlops-drift-083-00077,2026-03-18,project-18,vertex-ai,us-central1,dev,security,security,51.701,11.51,0.543,202.935,93.552,1
mlops-drift-083-00078,2026-03-19,project-08,cloud-run,europe-west1,prod,mlops,security,80.76,6.603,0.655,148.631,88.273,1
mlops-drift-083-00079,2026-03-20,project-08,cloud-sql,europe-west1,dev,mlops,reliability,45.018,7.951,0.206,120.07,59.029,0
mlops-drift-083-00080,2026-03-21,project-18,compute,europe-west1,staging,mlops,quality,47.101,8.195,0.708,77.628,71.708,0
mlops-drift-083-00081,2026-03-22,project-11,cloud-run,global,staging,mlops,cost,49.996,6.645,0.629,150.784,77.008,1
mlops-drift-083-00082,2026-03-23,project-12,gke,europe-west1,staging,security,latency,53.247,6.778,0.514,108.577,68.276,1
mlops-drift-083-00083,2026-03-24,project-09,gke,asia-south1,staging,security,reliability,60.523,3.742,0.476,92.24,60.026,0
mlops-drift-083-00084,2026-03-25,project-14,gke,us-central1,sandbox,data,cost,55.854,9.673,0.578,50.469,69.709,1
mlops-drift-083-00085,2026-03-26,project-23,cloud-sql,asia-south1,prod,data,security,74.346,6.072,0.553,177.024,85.36,1
mlops-drift-083-00086,2026-03-27,project-12,gke,us-central1,prod,finops,reliability,61.467,8.641,0.325,149.962,74.92,1
mlops-drift-083-00087,2026-03-28,project-18,vertex-ai,us-east1,sandbox,data,reliability,33.65,6.617,0.606,62.932,57.605,0
mlops-drift-083-00088,2026-03-29,project-06,vertex-ai,europe-west1,prod,backend,latency,61.829,4.343,0.713,193.182,84.901,1
mlops-drift-083-00089,2026-03-30,project-21,compute,global,dev,finops,latency,55.847,9.367,0.865,60.753,80.538,1
mlops-drift-083-00090,2026-03-31,project-15,compute,asia-south1,staging,backend,security,55.85,7.222,0.549,147.842,77.174,1
mlops-drift-083-00091,2026-04-01,project-15,vertex-ai,asia-south1,sandbox,security,security,66.451,10.462,0.704,196.518,100,1
mlops-drift-083-00092,2026-04-02,project-12,pubsub,us-central1,staging,data,security,29.98,15.82,0.64,53.092,77.549,1
mlops-drift-083-00093,2026-04-03,project-09,cloud-run,global,sandbox,platform,latency,0.0,3.235,0.511,122.704,43.328,0
mlops-drift-083-00094,2026-04-04,project-10,bigquery,us-central1,prod,mlops,latency,73.005,8.752,0.312,117.687,74.056,1
mlops-drift-083-00095,2026-04-05,project-15,pubsub,us-central1,sandbox,platform,security,27.136,6.292,0.414,163.638,62.533,0
mlops-drift-083-00096,2026-04-06,project-16,cloud-sql,asia-south1,sandbox,platform,cost,29.171,5.341,0.218,8.93,31.604,0
mlops-drift-083-00097,2026-04-07,project-09,gke,asia-south1,prod,finops,reliability,67.78,14.952,0.864,178.781,100,1
mlops-drift-083-00098,2026-04-08,project-19,cloud-run,europe-west1,dev,finops,quality,23.561,5.447,0.666,188.844,71.806,1
mlops-drift-083-00099,2026-04-09,project-12,compute,global,prod,data,quality,98.547,10.966,0.613,166.252,100,1
mlops-drift-083-00100,2026-04-10,project-21,vertex-ai,asia-south1,dev,data,security,50.856,8.964,0.485,120.488,73.262,0
mlops-drift-083-00101,2026-04-11,project-19,compute,global,sandbox,finops,latency,55.317,23.719,0.711,165.926,100,1
mlops-drift-083-00102,2026-04-12,project-21,vertex-ai,us-central1,sandbox,backend,security,41.949,6.294,0.467,75.422,56.712,0
mlops-drift-083-00103,2026-04-13,project-19,gke,us-central1,prod,backend,cost,50.842,7.747,0.45,36.028,56.875,0
mlops-drift-083-00104,2026-04-14,project-01,cloud-run,global,prod,security,security,47.065,9.772,0.713,179.339,90.383,1
mlops-drift-083-00105,2026-04-15,project-10,bigquery,europe-west1,prod,backend,latency,84.824,9.003,0.637,63.753,82.288,1
mlops-drift-083-00106,2026-04-16,project-20,pubsub,us-central1,sandbox,backend,latency,38.023,5.603,0.602,36.01,52.703,0
mlops-drift-083-00107,2026-04-17,project-14,compute,us-central1,prod,platform,security,79.018,3.784,0.392,91.89,63.606,0
mlops-drift-083-00108,2026-04-18,project-06,gke,global,staging,mlops,cost,32.471,3.08,0.81,117.236,63.998,0
mlops-drift-083-00109,2026-04-19,project-13,cloud-sql,global,dev,data,cost,33.743,8.416,0.539,68.371,60.283,0
mlops-drift-083-00110,2026-04-20,project-23,gke,europe-west1,sandbox,finops,latency,9.664,8.919,0.934,250.679,93.441,1
mlops-drift-083-00111,2026-04-21,project-05,cloud-run,us-central1,dev,data,latency,46.704,6.971,0.463,238.941,83.663,1
mlops-drift-083-00112,2026-04-22,project-05,cloud-run,asia-south1,sandbox,finops,security,72.317,6.981,0.625,45.722,70.143,1
mlops-drift-083-00113,2026-04-23,project-24,cloud-sql,global,staging,platform,cost,51.079,11.53,0.801,259.129,100,1
mlops-drift-083-00114,2026-04-24,project-15,compute,europe-west1,prod,mlops,latency,69.39,14.269,0.358,117.937,87.31,1
mlops-drift-083-00115,2026-04-25,project-12,bigquery,global,staging,security,latency,62.403,5.521,0.472,187.284,78.556,1
mlops-drift-083-00116,2026-04-26,project-21,pubsub,asia-south1,prod,backend,cost,55.828,11.672,0.522,45.816,71.726,1
mlops-drift-083-00117,2026-04-27,project-05,cloud-sql,global,dev,mlops,latency,52.517,6.217,0.686,216.905,88.529,1
mlops-drift-083-00118,2026-04-28,project-20,cloud-run,asia-south1,prod,security,latency,63.047,10.419,0.433,129.878,80.473,1
mlops-drift-083-00119,2026-04-29,project-03,vertex-ai,us-east1,prod,data,reliability,71.503,9.927,0.981,48.13,89.543,1
mlops-drift-083-00120,2026-04-30,project-16,gke,europe-west1,sandbox,mlops,quality,19.474,15.334,0.412,115.749,73.895,1
mlops-drift-083-00121,2026-05-01,project-07,bigquery,global,staging,platform,latency,64.51,11.432,0.559,191.617,96.762,1
mlops-drift-083-00122,2026-05-02,project-09,cloud-sql,asia-south1,dev,mlops,security,40.095,7.943,0.611,99.438,68.453,1
mlops-drift-083-00123,2026-05-03,project-22,compute,global,prod,platform,reliability,81.928,4.19,0.496,150.598,77.774,1
mlops-drift-083-00124,2026-05-04,project-05,bigquery,europe-west1,dev,security,reliability,44.886,24.659,0.515,22.232,94.515,1
mlops-drift-083-00125,2026-05-05,project-20,gke,global,staging,backend,cost,7.015,9.084,0.784,80.337,62.807,0
mlops-drift-083-00126,2026-05-06,project-20,pubsub,europe-west1,prod,platform,latency,76.253,15.347,0.639,173.112,100,1
mlops-drift-083-00127,2026-05-07,project-07,compute,us-east1,sandbox,finops,security,42.132,26.273,0.732,74.999,100,1
mlops-drift-083-00128,2026-05-08,project-12,pubsub,global,dev,backend,latency,39.408,6.559,0.646,65.215,61.218,1
mlops-drift-083-00129,2026-05-09,project-21,cloud-sql,europe-west1,staging,data,reliability,48.905,9.309,0.315,52.678,57.545,0
mlops-drift-083-00130,2026-05-10,project-22,bigquery,us-east1,dev,backend,cost,34.322,9.771,0.616,110.036,72.419,0
mlops-drift-083-00131,2026-05-11,project-11,cloud-sql,europe-west1,prod,finops,cost,51.228,20.616,0.626,146.761,100,1
mlops-drift-083-00132,2026-05-12,project-16,bigquery,asia-south1,sandbox,mlops,reliability,59.662,2.583,0.457,18.057,45.537,0
mlops-drift-083-00133,2026-05-13,project-07,cloud-run,global,dev,finops,reliability,20.1,30.121,0.536,69.794,100,1
mlops-drift-083-00134,2026-05-14,project-02,vertex-ai,us-central1,sandbox,platform,cost,71.754,7.93,0.391,23.154,60.679,0
mlops-drift-083-00135,2026-05-15,project-13,cloud-sql,global,prod,backend,latency,50.184,9.654,0.648,89.083,75.762,1
mlops-drift-083-00136,2026-05-16,project-22,bigquery,asia-south1,staging,backend,security,18.242,12.587,0.439,62.44,60.225,0
mlops-drift-083-00137,2026-05-17,project-21,vertex-ai,global,dev,mlops,cost,26.62,8.345,0.692,86.68,65.65,0
mlops-drift-083-00138,2026-05-18,project-02,gke,us-central1,prod,security,quality,49.526,9.848,0.579,171.205,85.545,1
mlops-drift-083-00139,2026-05-19,project-07,compute,us-east1,dev,backend,reliability,46.94,4.84,0.647,173.112,75.613,1
mlops-drift-083-00140,2026-05-20,project-15,compute,europe-west1,dev,security,quality,38.108,8.916,0.788,0.0,61.722,1
mlops-drift-083-00141,2026-05-21,project-06,cloud-sql,global,staging,security,quality,71.704,23.392,0.384,116.349,100,1
mlops-drift-083-00142,2026-05-22,project-12,vertex-ai,global,prod,backend,quality,73.629,17.466,0.685,176.821,100,1
mlops-drift-083-00143,2026-05-23,project-05,compute,us-east1,prod,data,reliability,65.463,8.366,0.358,146.187,76.282,1
mlops-drift-083-00144,2026-05-24,project-11,gke,us-east1,prod,mlops,latency,51.827,7.635,0.638,154.926,80.878,1
mlops-drift-083-00145,2026-05-25,project-13,gke,europe-west1,prod,data,cost,64.381,9.047,0.366,190.565,84.244,1
mlops-drift-083-00146,2026-05-26,project-02,vertex-ai,us-central1,dev,finops,cost,36.876,10.659,0.351,100.317,64.692,0
mlops-drift-083-00147,2026-05-27,project-15,bigquery,us-east1,sandbox,mlops,latency,39.95,6.074,0.294,156.1,61.21,1
mlops-drift-083-00148,2026-05-28,project-12,pubsub,us-east1,dev,finops,reliability,61.254,15.43,0.478,140.101,94.604,1
mlops-drift-083-00149,2026-05-29,project-10,cloud-run,europe-west1,dev,mlops,cost,21.675,5.779,0.36,191.384,61.581,0
mlops-drift-083-00150,2026-05-30,project-05,bigquery,asia-south1,prod,data,latency,72.505,10.549,0.391,242.677,99.066,1
mlops-drift-083-00151,2026-05-31,project-24,gke,us-central1,prod,platform,cost,38.091,11.645,0.585,52.907,68.694,1
mlops-drift-083-00152,2026-06-01,project-10,vertex-ai,us-central1,dev,mlops,security,39.898,6.8,0.53,198.597,77.343,1
mlops-drift-083-00153,2026-06-02,project-11,bigquery,europe-west1,staging,backend,reliability,27.007,15.525,0.471,107.965,77.907,1
mlops-drift-083-00154,2026-06-03,project-19,vertex-ai,us-east1,prod,backend,quality,76.191,5.709,0.624,165.029,85.895,1
mlops-drift-083-00155,2026-06-04,project-01,pubsub,asia-south1,prod,mlops,latency,22.3,3.819,1.005,200.94,81.195,1
mlops-drift-083-00156,2026-06-05,project-06,gke,us-east1,prod,finops,latency,46.66,5.408,0.558,116.443,65.461,1
mlops-drift-083-00157,2026-06-06,project-19,bigquery,global,sandbox,backend,security,35.725,9.837,0.538,30.862,58.787,0
mlops-drift-083-00158,2026-06-07,project-15,vertex-ai,global,prod,data,cost,50.314,4.705,0.41,36.625,48.279,0
mlops-drift-083-00159,2026-06-08,project-08,cloud-run,global,prod,backend,cost,40.278,11.59,0.089,93.937,57.955,1
mlops-drift-083-00160,2026-06-09,project-09,cloud-sql,europe-west1,prod,security,cost,38.011,3.175,0.506,113.212,54.932,0
mlops-drift-083-00161,2026-06-10,project-12,vertex-ai,asia-south1,dev,platform,security,42.879,10.184,0.704,188.295,90.87,1
mlops-drift-083-00162,2026-06-11,project-04,bigquery,us-east1,staging,security,cost,60.405,11.73,0.867,37.974,84.395,1
mlops-drift-083-00163,2026-06-12,project-03,gke,us-central1,prod,mlops,cost,70.72,11.451,0.39,195.282,93.6,1
mlops-drift-083-00164,2026-06-13,project-10,bigquery,us-central1,prod,platform,reliability,43.195,40.62,0.563,82.993,100,1
mlops-drift-083-00165,2026-06-14,project-06,compute,us-central1,staging,data,security,23.361,5.755,0.691,94.479,59.568,0
mlops-drift-083-00166,2026-06-15,project-24,pubsub,us-central1,sandbox,mlops,cost,49.87,20.508,0.413,37.062,85.166,1
mlops-drift-083-00167,2026-06-16,project-09,cloud-sql,asia-south1,dev,backend,cost,38.938,16.899,0.973,54.776,95.102,1
mlops-drift-083-00168,2026-06-17,project-09,compute,us-east1,staging,security,reliability,41.374,8.626,0.503,88.491,65.118,0
mlops-drift-083-00169,2026-06-18,project-04,cloud-run,us-central1,prod,data,quality,46.399,17.305,0.54,87.794,88.321,1
mlops-drift-083-00170,2026-06-19,project-24,vertex-ai,us-east1,prod,finops,reliability,60.77,6.069,0.549,209.512,85.199,1
mlops-drift-083-00171,2026-06-20,project-01,compute,europe-west1,sandbox,data,reliability,52.976,10.957,0.454,30.521,64.449,1
mlops-drift-083-00172,2026-06-21,project-16,cloud-run,global,sandbox,backend,quality,28.755,9.091,0.776,169.597,83.169,1
mlops-drift-083-00173,2026-06-22,project-07,bigquery,us-central1,prod,security,latency,86.981,12.166,0.53,94.698,91.191,1
mlops-drift-083-00174,2026-06-23,project-17,vertex-ai,asia-south1,prod,backend,reliability,97.387,10.605,0.17,104.308,79.992,1
mlops-drift-083-00175,2026-06-24,project-06,compute,us-central1,prod,finops,security,36.675,16.179,0.623,122.204,90.214,1
mlops-drift-083-00176,2026-06-25,project-06,bigquery,global,prod,mlops,cost,99.052,7.774,0.457,146.947,90.232,1
mlops-drift-083-00177,2026-06-26,project-09,pubsub,asia-south1,prod,data,reliability,48.949,20.119,0.446,122.98,97.621,1
mlops-drift-083-00178,2026-06-27,project-08,compute,us-central1,staging,security,reliability,32.34,4.368,0.486,180.468,64.839,0
mlops-drift-083-00179,2026-06-28,project-02,cloud-sql,us-central1,prod,mlops,quality,48.789,6.857,0.706,0.0,57.786,0
mlops-drift-083-00180,2026-06-29,project-18,bigquery,europe-west1,prod,mlops,security,41.459,12.014,0.285,81.139,64.351,0
mlops-drift-083-00181,2026-01-01,project-15,bigquery,us-central1,sandbox,security,cost,32.019,23.704,0.397,54.966,88.427,1
mlops-drift-083-00182,2026-01-02,project-23,compute,us-central1,prod,security,reliability,76.716,8.994,0.119,23.317,55.402,0
mlops-drift-083-00183,2026-01-03,project-05,cloud-run,us-east1,prod,finops,latency,52.352,12.865,0.547,158.604,90.616,1
mlops-drift-083-00184,2026-01-04,project-04,cloud-sql,us-east1,staging,backend,latency,16.643,16.105,0.805,157.46,94.541,1
mlops-drift-083-00185,2026-01-05,project-19,bigquery,us-east1,prod,mlops,cost,79.962,12.444,0.474,174.01,98.989,1
mlops-drift-083-00186,2026-01-06,project-02,pubsub,asia-south1,prod,backend,security,84.404,11.186,0.578,145.868,97.144,1
mlops-drift-083-00187,2026-01-07,project-01,cloud-sql,asia-south1,staging,security,cost,47.787,14.3,0.493,140.412,87.824,1
mlops-drift-083-00188,2026-01-08,project-02,gke,europe-west1,prod,data,latency,38.742,9.352,0.498,134.175,72.378,0
mlops-drift-083-00189,2026-01-09,project-10,cloud-sql,global,staging,platform,security,52.026,3.85,0.411,242.367,76.923,1
mlops-drift-083-00190,2026-01-10,project-11,gke,us-east1,prod,mlops,reliability,72.246,7.233,0.615,102.581,78.648,1
mlops-drift-083-00191,2026-01-11,project-13,gke,global,prod,backend,quality,61.36,13.772,0.458,117.688,86.804,1
mlops-drift-083-00192,2026-01-12,project-10,vertex-ai,us-central1,prod,platform,quality,65.034,7.871,0.31,106.581,67.521,1
mlops-drift-083-00193,2026-01-13,project-24,cloud-run,global,sandbox,security,reliability,69.728,15.497,0.644,45.352,89.718,1
mlops-drift-083-00194,2026-01-14,project-08,bigquery,asia-south1,staging,security,latency,29.813,8.242,0.497,0.261,47.099,0
mlops-drift-083-00195,2026-01-15,project-04,vertex-ai,us-east1,prod,security,quality,67.454,11.655,0.48,68.429,77.583,1
mlops-drift-083-00196,2026-01-16,project-02,pubsub,global,staging,platform,cost,69.073,11.206,0.291,245.325,96.284,1
mlops-drift-083-00197,2026-01-17,project-07,vertex-ai,global,staging,finops,cost,31.575,10.477,0.842,137.004,84.947,1
mlops-drift-083-00198,2026-01-18,project-20,compute,europe-west1,prod,finops,cost,49.181,4.675,0.635,60.123,59.115,0
mlops-drift-083-00199,2026-01-19,project-18,vertex-ai,asia-south1,prod,backend,security,91.132,5.571,0.524,141.128,83.816,1
mlops-drift-083-00200,2026-01-20,project-04,pubsub,us-central1,prod,security,security,41.977,9.526,0.864,80.264,78.864,1
mlops-drift-083-00201,2026-01-21,project-23,compute,us-central1,prod,security,reliability,69.822,7.356,0.751,113.494,84.438,1
mlops-drift-083-00202,2026-01-22,project-14,cloud-sql,global,prod,mlops,cost,25.191,9.161,0.455,0.0,46.118,0
mlops-drift-083-00203,2026-01-23,project-16,bigquery,us-east1,staging,backend,cost,48.72,10.851,0.478,160.622,82.525,1
mlops-drift-083-00204,2026-01-24,project-22,pubsub,us-central1,staging,mlops,latency,42.561,15.477,0.123,21.246,58.413,0
mlops-drift-083-00205,2026-01-25,project-20,pubsub,us-east1,prod,finops,quality,41.37,9.788,0.429,144.005,73.334,1
mlops-drift-083-00206,2026-01-26,project-11,pubsub,us-east1,sandbox,platform,reliability,71.883,22.31,0.658,34.115,100,1
mlops-drift-083-00207,2026-01-27,project-16,bigquery,asia-south1,dev,mlops,security,41.769,11.65,0.662,56.484,73.21,1
mlops-drift-083-00208,2026-01-28,project-14,vertex-ai,us-east1,staging,platform,quality,50.624,4.825,0.536,125.852,66.09,1
mlops-drift-083-00209,2026-01-29,project-23,gke,asia-south1,dev,finops,cost,54.074,4.86,0.421,55.358,53.074,0
mlops-drift-083-00210,2026-01-30,project-04,pubsub,asia-south1,prod,data,reliability,34.661,13.891,0.429,78.337,70.983,0
mlops-drift-083-00211,2026-01-31,project-04,bigquery,us-central1,sandbox,data,latency,65.105,8.843,1.141,120.937,100,1
mlops-drift-083-00212,2026-02-01,project-24,compute,europe-west1,staging,finops,quality,37.653,18.269,0.517,55.125,81.94,1
mlops-drift-083-00213,2026-02-02,project-22,bigquery,us-central1,dev,platform,security,21.09,9.161,0.565,119.162,65.91,1
mlops-drift-083-00214,2026-02-03,project-15,pubsub,us-east1,prod,security,security,41.336,5.177,0.332,49.654,45.408,0
mlops-drift-083-00215,2026-02-04,project-16,vertex-ai,europe-west1,staging,platform,quality,65.376,5.548,0.281,156.042,68.418,0
mlops-drift-083-00216,2026-02-05,project-11,pubsub,asia-south1,prod,mlops,quality,78.398,13.179,0.599,122.28,96.988,1
mlops-drift-083-00217,2026-02-06,project-21,pubsub,europe-west1,staging,security,quality,71.686,11.804,0.813,80.534,92.832,1
