record_id,event_date,project_name,service_name,gcp_region,environment,owning_team,signal_category,metric_a,metric_b,metric_c,metric_d,risk_score,incident_escalated
gke-sre-022-00101,2026-04-11,project-02,pubsub,us-east1,prod,security,latency,69.591,25.099,0.405,123.747,100,1
gke-sre-022-00102,2026-04-12,project-21,cloud-run,europe-west1,dev,mlops,security,40.205,7.201,0.36,141.741,64.145,0
gke-sre-022-00103,2026-04-13,project-05,compute,us-central1,prod,backend,security,38.656,7.152,0.537,95.338,62.916,0
gke-sre-022-00104,2026-04-14,project-23,pubsub,global,prod,backend,quality,44.045,12.117,0.673,76.621,78.418,1
gke-sre-022-00105,2026-04-15,project-18,gke,asia-south1,prod,mlops,quality,69.197,4.741,0.447,198.509,79.876,1
gke-sre-022-00106,2026-04-16,project-02,bigquery,us-east1,prod,backend,cost,84.39,4.653,0.493,136.0,77.482,1
gke-sre-022-00107,2026-04-17,project-12,compute,us-east1,dev,mlops,cost,24.347,10.012,0.398,121.078,63.47,0
gke-sre-022-00108,2026-04-18,project-05,cloud-sql,asia-south1,staging,data,reliability,42.778,15.61,0.358,59.761,72.641,0
gke-sre-022-00109,2026-04-19,project-11,cloud-run,us-east1,prod,finops,reliability,66.041,13.786,0.644,45.401,84.443,1
gke-sre-022-00110,2026-04-20,project-04,bigquery,us-central1,dev,platform,security,32.303,11.74,0.615,22.004,63.433,1
gke-sre-022-00111,2026-04-21,project-01,cloud-run,asia-south1,dev,platform,latency,38.067,7.873,0.429,113.068,63.198,0
gke-sre-022-00112,2026-04-22,project-07,pubsub,asia-south1,prod,data,quality,85.057,11.145,0.514,167.788,98.234,1
gke-sre-022-00113,2026-04-23,project-17,cloud-sql,us-east1,prod,mlops,reliability,51.709,7.881,0.248,95.0,59.021,0
gke-sre-022-00114,2026-04-24,project-22,pubsub,europe-west1,dev,finops,cost,31.756,16.681,0.45,184.812,92.739,1
gke-sre-022-00115,2026-04-25,project-24,bigquery,global,prod,data,quality,72.887,6.093,0.494,134.579,76.644,1
gke-sre-022-00116,2026-04-26,project-09,cloud-sql,global,sandbox,data,cost,27.334,21.642,0.605,136.638,100,1
gke-sre-022-00117,2026-04-27,project-10,pubsub,global,staging,platform,cost,55.537,7.115,0.368,114.769,65.657,1
gke-sre-022-00118,2026-04-28,project-20,cloud-sql,us-east1,dev,backend,cost,59.158,9.84,0.544,142.587,83.499,1
gke-sre-022-00119,2026-04-29,project-20,gke,asia-south1,dev,platform,quality,67.674,14.724,0.458,193.5,100,1
gke-sre-022-00120,2026-04-30,project-12,gke,asia-south1,sandbox,mlops,quality,49.554,8.479,0.455,185.531,80.11,1
gke-sre-022-00121,2026-05-01,project-08,vertex-ai,europe-west1,prod,security,reliability,59.867,6.227,0.452,0.0,51.303,0
gke-sre-022-00122,2026-05-02,project-10,cloud-sql,europe-west1,staging,mlops,quality,63.237,10.309,0.196,101.513,67.851,1
gke-sre-022-00123,2026-05-03,project-09,pubsub,us-east1,prod,data,latency,63.636,10.577,0.718,235.748,100,1
gke-sre-022-00124,2026-05-04,project-13,compute,us-east1,sandbox,finops,security,36.587,8.142,0.437,161.427,70.64,1
gke-sre-022-00125,2026-05-05,project-06,cloud-run,europe-west1,prod,backend,security,78.28,9.018,0.522,144.142,87.731,1
gke-sre-022-00126,2026-05-06,project-20,cloud-sql,asia-south1,prod,finops,quality,96.599,5.135,0.295,154.847,78.698,1
gke-sre-022-00127,2026-05-07,project-09,pubsub,us-east1,prod,finops,quality,41.551,5.998,0.648,27.298,55.199,0
gke-sre-022-00128,2026-05-08,project-16,bigquery,us-east1,sandbox,finops,latency,44.671,9.774,0.815,89.311,79.99,1
gke-sre-022-00129,2026-05-09,project-16,bigquery,global,staging,security,latency,56.711,15.861,0.599,137.644,97.896,1
gke-sre-022-00130,2026-05-10,project-17,bigquery,us-east1,staging,platform,quality,29.98,7.62,0.623,70.894,60.417,1
gke-sre-022-00131,2026-05-11,project-20,cloud-run,us-central1,prod,mlops,cost,113.395,13.113,0.537,212.45,100,1
gke-sre-022-00132,2026-05-12,project-08,vertex-ai,global,prod,backend,latency,97.802,5.816,0.304,93.512,72.079,1
gke-sre-022-00133,2026-05-13,project-16,cloud-run,asia-south1,dev,security,security,52.025,15.276,0.418,165.389,92.602,1
gke-sre-022-00134,2026-05-14,project-08,pubsub,us-east1,prod,backend,security,68.762,7.449,0.548,152.539,82.873,1
gke-sre-022-00135,2026-05-15,project-18,bigquery,europe-west1,sandbox,platform,security,39.592,9.09,0.551,148.119,75.953,1
gke-sre-022-00136,2026-05-16,project-19,gke,asia-south1,dev,data,reliability,0.0,10.308,0.654,111.466,63.197,0
gke-sre-022-00137,2026-05-17,project-18,compute,us-central1,prod,mlops,reliability,68.804,6.682,0.726,91.103,78.369,1
gke-sre-022-00138,2026-05-18,project-01,compute,europe-west1,prod,platform,cost,46.834,7.493,0.198,52.953,48.528,0
gke-sre-022-00139,2026-05-19,project-07,gke,global,prod,data,latency,69.562,21.639,0.644,189.014,100,1
gke-sre-022-00140,2026-05-20,project-19,cloud-sql,europe-west1,prod,data,reliability,67.895,9.19,0.564,228.741,98.305,1
gke-sre-022-00141,2026-05-21,project-16,compute,us-central1,sandbox,data,security,33.192,6.891,0.396,100.19,56.167,0
gke-sre-022-00142,2026-05-22,project-08,gke,asia-south1,dev,finops,latency,46.795,12.523,0.809,154.218,96.404,1
gke-sre-022-00143,2026-05-23,project-02,cloud-run,us-central1,prod,data,latency,64.87,15.838,0.815,76.482,99.338,1
gke-sre-022-00144,2026-05-24,project-17,cloud-run,us-east1,prod,platform,quality,58.238,6.657,0.53,83.903,66.702,1
gke-sre-022-00145,2026-05-25,project-09,bigquery,global,dev,platform,quality,94.957,8.326,0.672,178.151,100,1
gke-sre-022-00146,2026-05-26,project-12,vertex-ai,europe-west1,prod,finops,security,48.728,5.66,0.747,92.936,69.96,0
gke-sre-022-00147,2026-05-27,project-17,compute,europe-west1,staging,finops,cost,57.481,10.608,0.616,78.54,77.884,0
gke-sre-022-00148,2026-05-28,project-23,cloud-run,us-central1,prod,finops,quality,72.928,13.634,0.593,253.88,100,1
gke-sre-022-00149,2026-05-29,project-12,compute,us-east1,staging,platform,cost,50.192,8.398,0.337,154.412,71.476,1
gke-sre-022-00150,2026-05-30,project-12,vertex-ai,global,dev,mlops,reliability,51.933,14.429,0.573,68.693,81.917,1
gke-sre-022-00151,2026-05-31,project-08,bigquery,us-east1,dev,finops,security,49.634,10.765,0.612,144.398,84.968,1
gke-sre-022-00152,2026-06-01,project-19,bigquery,asia-south1,sandbox,backend,latency,24.936,14.685,0.661,193.789,94.388,1
gke-sre-022-00153,2026-06-02,project-06,bigquery,us-east1,dev,security,cost,53.033,6.463,0.246,100.234,56.869,0
gke-sre-022-00154,2026-06-03,project-20,cloud-sql,global,prod,finops,latency,37.001,6.399,0.531,109.771,62.475,1
gke-sre-022-00155,2026-06-04,project-11,gke,global,prod,security,quality,51.631,11.305,0.628,61.2,75.354,1
gke-sre-022-00156,2026-06-05,project-14,compute,asia-south1,prod,finops,latency,62.74,14.465,0.602,140.73,97.304,1
gke-sre-022-00157,2026-06-06,project-24,gke,us-east1,dev,backend,reliability,65.591,7.931,0.339,146.208,74.65,1
gke-sre-022-00158,2026-06-07,project-21,cloud-sql,us-central1,dev,security,reliability,41.532,8.354,0.487,160.914,74.54,0
gke-sre-022-00159,2026-06-08,project-22,gke,europe-west1,sandbox,finops,security,29.859,6.767,0.679,131.038,69.115,1
gke-sre-022-00160,2026-06-09,project-16,bigquery,us-east1,prod,backend,cost,57.206,9.601,0.536,169.474,85.899,1
gke-sre-022-00161,2026-06-10,project-07,vertex-ai,europe-west1,sandbox,security,reliability,32.758,4.881,0.619,50.997,51.956,0
gke-sre-022-00162,2026-06-11,project-05,bigquery,us-east1,prod,finops,reliability,87.866,8.94,0.617,138.873,93.46,1
gke-sre-022-00163,2026-06-12,project-04,gke,asia-south1,prod,security,reliability,59.329,16.554,0.39,174.31,98.461,1
gke-sre-022-00164,2026-06-13,project-23,pubsub,us-east1,sandbox,finops,reliability,50.629,8.547,0.733,62.767,72.472,1
gke-sre-022-00165,2026-06-14,project-01,gke,asia-south1,staging,data,cost,72.16,10.613,0.371,157.015,85.903,1
gke-sre-022-00166,2026-06-15,project-02,compute,us-east1,dev,mlops,quality,65.724,8.604,0.604,120.792,81.835,1
gke-sre-022-00167,2026-06-16,project-07,cloud-run,europe-west1,staging,security,cost,51.983,7.903,0.887,78.646,79.149,1
gke-sre-022-00168,2026-06-17,project-14,cloud-sql,global,prod,platform,quality,78.354,26.527,0.587,147.476,100,1
gke-sre-022-00169,2026-06-18,project-07,vertex-ai,us-central1,dev,backend,latency,17.629,10.781,0.858,67.751,71.236,1
gke-sre-022-00170,2026-06-19,project-20,vertex-ai,us-central1,prod,platform,cost,42.554,17.72,0.609,141.218,98.15,1
gke-sre-022-00171,2026-06-20,project-04,vertex-ai,us-east1,dev,mlops,reliability,42.839,5.907,0.553,208.853,78.589,1
gke-sre-022-00172,2026-06-21,project-17,vertex-ai,us-central1,prod,platform,latency,64.957,5.951,0.4,12.444,52.435,0
gke-sre-022-00173,2026-06-22,project-21,pubsub,europe-west1,staging,security,reliability,22.287,7.409,0.312,166.734,60.323,0
gke-sre-022-00174,2026-06-23,project-08,compute,europe-west1,sandbox,mlops,quality,50.42,6.845,0.549,0.0,52.834,0
gke-sre-022-00175,2026-06-24,project-09,gke,us-central1,dev,platform,cost,40.603,6.55,0.299,86.647,52.595,0
gke-sre-022-00176,2026-06-25,project-21,cloud-sql,europe-west1,prod,mlops,latency,72.754,10.569,0.252,135.043,78.639,1
gke-sre-022-00177,2026-06-26,project-15,bigquery,us-east1,prod,mlops,latency,27.05,7.313,0.594,241.342,82.517,1
gke-sre-022-00178,2026-06-27,project-15,pubsub,asia-south1,prod,data,cost,72.494,4.772,0.754,51.005,70.336,1
gke-sre-022-00179,2026-06-28,project-04,cloud-sql,europe-west1,prod,platform,reliability,51.776,6.768,0.578,174.403,79.577,1
gke-sre-022-00180,2026-06-29,project-01,cloud-run,europe-west1,prod,backend,cost,76.185,15.101,0.563,102.353,96.532,1
gke-sre-022-00181,2026-01-01,project-03,bigquery,asia-south1,prod,security,latency,63.288,11.497,0.563,37.874,74.205,1
gke-sre-022-00182,2026-01-02,project-10,gke,asia-south1,dev,security,security,34.171,5.175,0.436,155.964,62.04,1
gke-sre-022-00183,2026-01-03,project-05,compute,europe-west1,dev,data,security,28.374,13.566,0.65,133.86,83.856,1
gke-sre-022-00184,2026-01-04,project-01,vertex-ai,us-east1,dev,security,reliability,59.73,19.169,0.666,110.115,100,1
gke-sre-022-00185,2026-01-05,project-11,pubsub,global,prod,platform,reliability,79.227,11.782,0.662,181.813,100,1
gke-sre-022-00186,2026-01-06,project-12,gke,global,sandbox,data,latency,50.955,7.606,0.653,47.601,65.378,0
gke-sre-022-00187,2026-01-07,project-09,bigquery,global,dev,finops,security,42.22,14.954,0.632,74.969,82.723,1
gke-sre-022-00188,2026-01-08,project-13,bigquery,us-central1,dev,data,security,50.23,8.028,0.559,132.442,75.192,0
gke-sre-022-00189,2026-01-09,project-13,gke,us-east1,prod,mlops,security,50.932,9.103,0.558,95.945,72.589,1
gke-sre-022-00190,2026-01-10,project-20,pubsub,us-central1,staging,platform,cost,77.964,15.629,0.515,203.569,100,1
gke-sre-022-00191,2026-01-11,project-19,gke,europe-west1,dev,backend,reliability,31.366,6.052,0.887,125.619,74.464,1
gke-sre-022-00192,2026-01-12,project-10,pubsub,europe-west1,prod,platform,cost,104.975,16.52,0.502,229.272,100,1
gke-sre-022-00193,2026-01-13,project-07,vertex-ai,asia-south1,staging,data,security,32.692,12.984,0.545,136.439,80.711,1
gke-sre-022-00194,2026-01-14,project-02,cloud-sql,asia-south1,dev,data,cost,71.274,9.16,0.436,136.118,81.43,1
gke-sre-022-00195,2026-01-15,project-02,gke,us-central1,prod,data,cost,101.951,7.129,0.547,139.394,91.79,1
gke-sre-022-00196,2026-01-16,project-15,vertex-ai,global,prod,platform,security,62.521,8.046,0.614,131.77,81.363,1
gke-sre-022-00197,2026-01-17,project-09,pubsub,global,dev,finops,security,13.019,4.652,0.354,82.513,39.834,0
gke-sre-022-00198,2026-01-18,project-15,pubsub,us-east1,dev,data,quality,19.266,10.812,0.543,168.606,75.564,1
gke-sre-022-00199,2026-01-19,project-13,compute,us-east1,prod,finops,latency,71.634,4.543,0.248,164.48,68.339,1
gke-sre-022-00200,2026-01-20,project-18,pubsub,us-central1,prod,platform,cost,53.916,3.45,0.694,149.751,73.049,0
gke-sre-022-00201,2026-01-21,project-05,cloud-sql,us-east1,prod,security,cost,76.288,14.739,0.359,190.324,100,1
gke-sre-022-00202,2026-01-22,project-15,gke,us-central1,prod,platform,security,40.615,10.014,0.797,102.442,80.416,1
gke-sre-022-00203,2026-01-23,project-12,gke,us-east1,prod,data,quality,73.777,10.179,0.264,120.11,76.329,0
gke-sre-022-00204,2026-01-24,project-10,compute,europe-west1,prod,security,latency,63.087,7.334,0.441,179.026,80.736,1
gke-sre-022-00205,2026-01-25,project-16,pubsub,global,dev,platform,reliability,61.536,9.071,0.632,97.668,79.067,1
gke-sre-022-00206,2026-01-26,project-06,cloud-sql,europe-west1,prod,finops,reliability,42.102,6.526,0.555,216.111,80.904,1
gke-sre-022-00207,2026-01-27,project-03,bigquery,global,dev,backend,cost,60.422,13.042,0.495,25.793,72.666,1
gke-sre-022-00208,2026-01-28,project-21,compute,us-east1,staging,security,reliability,36.714,25.15,0.365,231.468,100,1
gke-sre-022-00209,2026-01-29,project-19,gke,asia-south1,staging,platform,security,47.118,5.905,0.651,131.785,72.273,1
gke-sre-022-00210,2026-01-30,project-04,bigquery,asia-south1,sandbox,security,reliability,60.017,4.393,0.566,64.49,60.471,0
gke-sre-022-00211,2026-01-31,project-21,cloud-sql,europe-west1,dev,finops,quality,37.556,16.477,0.412,134.807,85.67,1
gke-sre-022-00212,2026-02-01,project-11,vertex-ai,us-central1,prod,security,security,90.285,6.514,0.506,106.672,80.065,1
gke-sre-022-00213,2026-02-02,project-17,compute,asia-south1,staging,finops,reliability,46.082,6.645,0.569,214.078,82.768,1
gke-sre-022-00214,2026-02-03,project-14,pubsub,europe-west1,dev,backend,quality,44.853,7.916,0.815,109.992,78.735,1
gke-sre-022-00215,2026-02-04,project-13,cloud-sql,global,dev,backend,quality,48.504,11.481,0.529,148.289,83.906,1
gke-sre-022-00216,2026-02-05,project-08,cloud-run,europe-west1,prod,finops,latency,30.069,11.413,0.472,175.531,79.273,1
gke-sre-022-00217,2026-02-06,project-19,bigquery,europe-west1,prod,data,quality,73.203,3.602,0.462,81.51,62.083,1
gke-sre-022-00218,2026-02-07,project-06,vertex-ai,asia-south1,dev,finops,security,40.911,12.096,0.779,31.918,74.463,1
gke-sre-022-00219,2026-02-08,project-02,vertex-ai,us-central1,sandbox,mlops,reliability,14.197,8.612,0.532,85.923,56.214,0
gke-sre-022-00220,2026-02-09,project-11,cloud-run,europe-west1,prod,platform,quality,54.267,6.961,0.42,151.941,72.094,1
