record_id,event_date,project_name,service_name,gcp_region,environment,owning_team,signal_category,metric_a,metric_b,metric_c,metric_d,risk_score,quality_issue
data-quality-048-00074,2026-03-15,project-07,pubsub,us-east1,dev,backend,reliability,62.923,13.453,0.454,119.226,86.691,1
data-quality-048-00075,2026-03-16,project-22,gke,us-east1,staging,platform,reliability,21.397,5.649,0.419,157.723,58.336,0
data-quality-048-00076,2026-03-17,project-03,gke,us-east1,dev,platform,reliability,64.941,6.605,0.578,103.14,73.412,0
data-quality-048-00077,2026-03-18,project-11,cloud-run,europe-west1,prod,finops,cost,71.964,15.601,0.392,252.069,100,1
data-quality-048-00078,2026-03-19,project-07,bigquery,europe-west1,prod,security,reliability,59.216,3.094,0.457,155.179,66.57,0
data-quality-048-00079,2026-03-20,project-10,vertex-ai,europe-west1,dev,platform,security,101.464,9.357,0.53,217.045,100,1
data-quality-048-00080,2026-03-21,project-14,compute,asia-south1,prod,data,latency,81.637,4.087,0.412,69.678,62.691,1
data-quality-048-00081,2026-03-22,project-04,gke,us-central1,staging,mlops,quality,53.671,12.305,0.847,64.377,86.53,1
data-quality-048-00082,2026-03-23,project-16,compute,us-central1,staging,platform,reliability,43.838,13.865,0.759,254.564,100,1
data-quality-048-00083,2026-03-24,project-16,bigquery,asia-south1,sandbox,platform,quality,19.241,5.407,0.58,147.104,61.103,0
data-quality-048-00084,2026-03-25,project-17,cloud-run,asia-south1,dev,security,quality,45.53,4.338,0.493,84.969,55.704,0
data-quality-048-00085,2026-03-26,project-08,pubsub,us-east1,dev,backend,quality,49.167,5.287,0.61,168.832,75.516,1
data-quality-048-00086,2026-03-27,project-17,pubsub,us-central1,prod,platform,quality,28.746,4.914,0.583,107.446,57.601,0
data-quality-048-00087,2026-03-28,project-20,pubsub,us-east1,prod,platform,cost,38.612,16.543,0.399,93.91,79.775,1
data-quality-048-00088,2026-03-29,project-08,vertex-ai,asia-south1,sandbox,backend,quality,64.469,10.39,0.467,107.858,78.882,1
data-quality-048-00089,2026-03-30,project-10,vertex-ai,us-central1,prod,finops,security,95.273,14.424,0.688,85.877,100,1
data-quality-048-00090,2026-03-31,project-21,bigquery,europe-west1,prod,mlops,quality,49.516,5.978,0.815,92.351,73.272,1
data-quality-048-00091,2026-04-01,project-09,cloud-run,us-central1,prod,finops,latency,50.528,20.035,0.514,162.403,100,1
data-quality-048-00092,2026-04-02,project-11,bigquery,us-east1,prod,backend,reliability,76.967,14.178,0.521,76.49,89.41,1
data-quality-048-00093,2026-04-03,project-12,vertex-ai,global,prod,platform,reliability,54.301,18.835,0.499,199.075,100,1
data-quality-048-00094,2026-04-04,project-08,bigquery,global,prod,data,reliability,53.122,6.899,0.638,85.63,69.508,1
data-quality-048-00095,2026-04-05,project-20,gke,europe-west1,dev,platform,cost,36.395,6.181,0.332,108.59,54.617,0
data-quality-048-00096,2026-04-06,project-18,cloud-sql,us-east1,sandbox,data,quality,59.888,14.625,0.493,83.401,84.503,1
data-quality-048-00097,2026-04-07,project-15,cloud-sql,europe-west1,prod,backend,security,66.307,6.438,0.371,117.59,68.363,1
data-quality-048-00098,2026-04-08,project-24,vertex-ai,us-east1,prod,backend,latency,71.889,9.777,0.807,179.707,100,1
data-quality-048-00099,2026-04-09,project-02,cloud-sql,us-east1,prod,backend,security,70.536,8.648,0.531,114.215,80.108,1
data-quality-048-00100,2026-04-10,project-01,cloud-sql,europe-west1,prod,security,cost,73.922,11.607,0.21,146.856,81.722,1
data-quality-048-00101,2026-04-11,project-04,cloud-sql,global,prod,mlops,cost,63.624,10.822,0.551,155.818,89.528,1
data-quality-048-00102,2026-04-12,project-14,pubsub,asia-south1,sandbox,platform,cost,32.927,6.108,0.148,201.214,60.3,0
data-quality-048-00103,2026-04-13,project-07,vertex-ai,global,staging,finops,security,60.939,16.882,0.453,94.586,90.369,1
data-quality-048-00104,2026-04-14,project-20,cloud-run,us-central1,sandbox,backend,reliability,71.284,6.953,0.445,104.772,72.027,1
data-quality-048-00105,2026-04-15,project-05,compute,global,prod,mlops,quality,63.823,10.972,0.398,180.754,88.229,1
data-quality-048-00106,2026-04-16,project-14,cloud-run,us-east1,prod,platform,cost,65.715,6.128,0.647,205.567,89.922,1
data-quality-048-00107,2026-04-17,project-17,cloud-run,europe-west1,prod,finops,reliability,69.62,9.893,0.387,154.379,83.509,1
data-quality-048-00108,2026-04-18,project-05,cloud-sql,us-east1,prod,platform,latency,79.718,18.146,0.214,218.901,100,1
data-quality-048-00109,2026-04-19,project-03,cloud-run,us-east1,staging,security,latency,53.168,15.813,0.751,70.454,92.065,1
data-quality-048-00110,2026-04-20,project-08,bigquery,global,sandbox,mlops,quality,60.903,8.478,0.7,118.479,82.876,1
data-quality-048-00111,2026-04-21,project-24,bigquery,us-east1,dev,mlops,reliability,72.82,13.232,0.49,115.521,90.358,1
data-quality-048-00112,2026-04-22,project-17,bigquery,global,dev,data,security,70.89,9.734,0.655,66.743,80.183,1
data-quality-048-00113,2026-04-23,project-04,cloud-sql,europe-west1,dev,mlops,latency,33.764,16.072,0.48,148.163,87.726,1
data-quality-048-00114,2026-04-24,project-07,bigquery,asia-south1,prod,finops,quality,58.939,9.285,0.623,106.328,79.605,1
data-quality-048-00115,2026-04-25,project-04,vertex-ai,asia-south1,prod,data,reliability,62.065,7.489,0.743,111.409,81.449,1
data-quality-048-00116,2026-04-26,project-20,bigquery,us-east1,sandbox,data,reliability,59.071,7.12,0.776,79.92,76.103,1
data-quality-048-00117,2026-04-27,project-22,gke,asia-south1,dev,finops,cost,81.084,9.473,0.467,135.705,86.618,1
data-quality-048-00118,2026-04-28,project-07,compute,us-central1,staging,mlops,latency,23.276,6.349,0.509,75.737,51.821,0
data-quality-048-00119,2026-04-29,project-13,gke,us-central1,staging,security,reliability,50.97,7.963,0.511,139.267,74.615,0
data-quality-048-00120,2026-04-30,project-09,gke,europe-west1,prod,platform,reliability,59.488,5.123,0.455,80.273,60.406,0
data-quality-048-00121,2026-05-01,project-14,compute,europe-west1,prod,security,reliability,55.414,5.91,0.316,216.505,75.819,1
data-quality-048-00122,2026-05-02,project-04,pubsub,asia-south1,sandbox,backend,reliability,64.901,7.211,0.287,246.499,85.534,1
data-quality-048-00123,2026-05-03,project-13,cloud-run,us-east1,sandbox,mlops,reliability,64.332,5.925,0.465,254.83,89.779,1
data-quality-048-00124,2026-05-04,project-05,cloud-sql,europe-west1,prod,mlops,latency,41.996,7.838,0.642,157.821,78.473,1
data-quality-048-00125,2026-05-05,project-22,cloud-run,us-east1,dev,mlops,reliability,11.998,7.022,0.405,101.294,49.531,0
data-quality-048-00126,2026-05-06,project-09,cloud-run,asia-south1,sandbox,security,cost,72.775,8.359,0.466,149.453,83.081,1
data-quality-048-00127,2026-05-07,project-06,pubsub,global,prod,platform,reliability,47.891,7.076,0.486,164.041,74.205,1
data-quality-048-00128,2026-05-08,project-09,gke,global,sandbox,data,quality,47.067,8.195,0.889,158.949,89.89,1
data-quality-048-00129,2026-05-09,project-17,vertex-ai,europe-west1,prod,finops,security,62.176,20.993,0.745,110.53,100,1
data-quality-048-00130,2026-05-10,project-23,cloud-run,global,prod,platform,latency,92.335,9.129,0.609,123.297,92.914,1
data-quality-048-00131,2026-05-11,project-13,pubsub,asia-south1,dev,backend,latency,63.093,10.824,0.805,58.993,84.117,1
data-quality-048-00132,2026-05-12,project-24,pubsub,europe-west1,sandbox,security,cost,65.284,9.322,0.468,83.257,73.122,1
data-quality-048-00133,2026-05-13,project-06,compute,us-east1,prod,security,reliability,58.917,12.454,0.573,118.655,87.039,1
data-quality-048-00134,2026-05-14,project-20,pubsub,asia-south1,prod,finops,security,37.68,10.885,0.659,107.806,77.373,1
data-quality-048-00135,2026-05-15,project-07,cloud-sql,us-east1,staging,mlops,latency,0.0,8.089,0.804,119.471,64.437,1
data-quality-048-00136,2026-05-16,project-14,pubsub,us-central1,sandbox,security,cost,85.412,10.062,0.81,26.669,85.611,1
data-quality-048-00137,2026-05-17,project-02,vertex-ai,us-east1,staging,backend,quality,67.751,10.109,0.804,113.27,91.959,1
data-quality-048-00138,2026-05-18,project-13,cloud-run,europe-west1,sandbox,backend,latency,60.169,4.703,0.521,110.481,66.38,1
data-quality-048-00139,2026-05-19,project-20,vertex-ai,global,prod,data,cost,83.957,8.325,0.663,166.335,96.272,1
data-quality-048-00140,2026-05-20,project-14,cloud-sql,us-central1,prod,backend,latency,78.084,18.276,0.305,160.24,100,1
data-quality-048-00141,2026-05-21,project-05,gke,us-central1,dev,security,reliability,12.442,5.1,0.293,188.441,53.991,0
data-quality-048-00142,2026-05-22,project-16,pubsub,global,prod,security,latency,44.649,3.251,0.556,127.609,61.282,0
data-quality-048-00143,2026-05-23,project-09,pubsub,us-east1,prod,platform,cost,67.113,5.742,0.898,7.667,69.436,1
data-quality-048-00144,2026-05-24,project-17,compute,europe-west1,sandbox,mlops,reliability,12.773,12.738,0.657,95.798,71.158,1
data-quality-048-00145,2026-05-25,project-03,pubsub,us-central1,sandbox,finops,reliability,52.641,8.752,0.309,113.049,66.147,0
data-quality-048-00146,2026-05-26,project-22,gke,europe-west1,staging,mlops,latency,53.655,13.779,0.485,185.897,95.015,1
data-quality-048-00147,2026-05-27,project-04,cloud-sql,asia-south1,dev,data,cost,57.571,6.001,0.482,68.048,60.946,0
data-quality-048-00148,2026-05-28,project-17,gke,global,staging,mlops,reliability,53.939,14.192,0.204,85.211,71.56,1
data-quality-048-00149,2026-05-29,project-08,vertex-ai,us-central1,staging,data,security,50.338,10.026,0.309,138.599,72.04,0
data-quality-048-00150,2026-05-30,project-03,bigquery,europe-west1,prod,platform,cost,73.198,9.269,0.614,154.44,91.259,1
data-quality-048-00151,2026-05-31,project-08,gke,europe-west1,sandbox,platform,latency,34.878,6.303,1.189,125.973,86.9,1
data-quality-048-00152,2026-06-01,project-13,cloud-run,global,staging,mlops,cost,75.203,10.981,0.355,124.629,82.543,1
data-quality-048-00153,2026-06-02,project-13,pubsub,asia-south1,dev,platform,cost,65.103,16.688,0.452,147.875,99.11,1
data-quality-048-00154,2026-06-03,project-23,pubsub,us-east1,prod,backend,latency,57.791,23.296,0.626,101.503,100,1
data-quality-048-00155,2026-06-04,project-10,cloud-sql,asia-south1,prod,platform,reliability,74.05,5.701,0.484,34.408,61.178,0
data-quality-048-00156,2026-06-05,project-11,cloud-sql,europe-west1,sandbox,security,latency,58.398,2.514,0.494,78.104,54.985,0
data-quality-048-00157,2026-06-06,project-15,pubsub,europe-west1,dev,security,cost,41.908,14.217,0.371,126.445,79.266,1
data-quality-048-00158,2026-06-07,project-14,compute,asia-south1,dev,backend,cost,40.136,10.891,0.49,138.731,76.842,1
data-quality-048-00159,2026-06-08,project-04,compute,asia-south1,prod,platform,reliability,28.73,8.836,0.525,207.143,79.256,1
data-quality-048-00160,2026-06-09,project-02,bigquery,us-east1,prod,platform,latency,45.247,8.733,0.202,202.757,72.852,1
data-quality-048-00161,2026-06-10,project-08,gke,europe-west1,sandbox,finops,reliability,42.587,8.187,0.521,115.144,69.035,0
data-quality-048-00162,2026-06-11,project-18,cloud-sql,global,prod,finops,cost,34.821,12.333,0.728,149.305,88.218,1
data-quality-048-00163,2026-06-12,project-23,gke,us-central1,prod,mlops,cost,22.63,9.147,0.506,64.112,56.323,0
data-quality-048-00164,2026-06-13,project-07,pubsub,us-east1,sandbox,finops,reliability,43.157,10.124,0.373,165.504,75.919,1
data-quality-048-00165,2026-06-14,project-21,gke,us-central1,sandbox,data,cost,26.064,7.446,0.79,115.975,71.059,1
data-quality-048-00166,2026-06-15,project-04,compute,global,prod,mlops,security,71.921,13.521,0.567,120.917,94.2,1
data-quality-048-00167,2026-06-16,project-09,gke,us-central1,sandbox,security,quality,49.738,9.831,0.791,72.748,78.641,1
data-quality-048-00168,2026-06-17,project-10,bigquery,us-central1,prod,mlops,cost,56.476,7.851,0.623,214.916,91.233,1
data-quality-048-00169,2026-06-18,project-12,pubsub,global,prod,security,latency,58.902,11.334,0.493,88.064,77.159,1
data-quality-048-00170,2026-06-19,project-22,vertex-ai,global,sandbox,platform,security,20.168,11.719,0.451,81.966,62.142,0
data-quality-048-00171,2026-06-20,project-19,gke,global,prod,mlops,quality,86.325,8.946,0.567,118.667,88.238,1
data-quality-048-00172,2026-06-21,project-11,pubsub,asia-south1,prod,security,reliability,56.561,6.598,0.458,142.45,71.996,1
data-quality-048-00173,2026-06-22,project-14,cloud-sql,europe-west1,prod,mlops,quality,64.193,5.439,0.643,154.06,80.131,1
data-quality-048-00174,2026-06-23,project-15,compute,us-east1,sandbox,finops,quality,53.335,14.839,0.237,67.515,71.433,1
data-quality-048-00175,2026-06-24,project-09,gke,europe-west1,sandbox,backend,latency,38.903,6.231,0.0,177.062,53.977,0
data-quality-048-00176,2026-06-25,project-17,cloud-run,us-east1,prod,data,reliability,87.82,8.094,0.483,126.946,85.041,1
data-quality-048-00177,2026-06-26,project-08,cloud-run,us-east1,dev,mlops,reliability,56.633,15.209,0.812,160.701,100,1
data-quality-048-00178,2026-06-27,project-13,bigquery,global,staging,backend,reliability,38.338,11.066,0.658,100.94,76.989,1
data-quality-048-00179,2026-06-28,project-21,pubsub,europe-west1,sandbox,security,quality,26.922,10.348,0.529,104.686,67.35,1
data-quality-048-00180,2026-06-29,project-22,gke,us-east1,prod,platform,security,79.077,4.872,0.474,54.708,63.613,1
data-quality-048-00181,2026-01-01,project-24,cloud-sql,us-central1,prod,mlops,security,28.961,5.492,0.819,118.795,68.94,1
data-quality-048-00182,2026-01-02,project-15,compute,us-east1,dev,data,reliability,59.576,4.106,0.419,79.917,56.752,0
data-quality-048-00183,2026-01-03,project-10,cloud-run,europe-west1,staging,platform,quality,40.531,4.207,0.571,109.897,60.014,0
data-quality-048-00184,2026-01-04,project-15,vertex-ai,europe-west1,sandbox,backend,security,43.388,8.275,0.519,220.693,84.844,1
data-quality-048-00185,2026-01-05,project-20,bigquery,europe-west1,staging,platform,cost,61.147,8.985,0.171,133.825,67.868,1
data-quality-048-00186,2026-01-06,project-07,compute,europe-west1,prod,backend,cost,37.415,11.022,0.297,13.657,51.2,0
data-quality-048-00187,2026-01-07,project-17,cloud-run,us-central1,dev,backend,reliability,12.361,23.421,0.568,104.069,94.032,1
data-quality-048-00188,2026-01-08,project-11,bigquery,us-east1,prod,platform,security,82.815,7.687,0.776,170.949,99.012,1
data-quality-048-00189,2026-01-09,project-06,cloud-run,us-east1,staging,data,reliability,49.898,10.828,0.639,55.532,73.193,1
data-quality-048-00190,2026-01-10,project-23,cloud-run,global,prod,platform,quality,79.172,8.868,0.488,199.511,94.578,1
data-quality-048-00191,2026-01-11,project-24,bigquery,asia-south1,dev,finops,reliability,2.489,6.253,0.737,135.014,60.946,0
data-quality-048-00192,2026-01-12,project-17,compute,global,prod,security,latency,60.706,7.347,0.682,76.185,73.37,1
data-quality-048-00193,2026-01-13,project-23,cloud-run,us-east1,staging,data,quality,53.302,10.045,0.39,70.075,65.963,1
data-quality-048-00194,2026-01-14,project-07,cloud-run,global,staging,data,cost,49.383,10.288,0.666,63.596,73.874,1
data-quality-048-00195,2026-01-15,project-02,bigquery,global,dev,finops,reliability,54.211,13.472,0.635,133.356,92.081,1
data-quality-048-00196,2026-01-16,project-05,pubsub,asia-south1,prod,mlops,reliability,59.037,8.464,0.594,144.144,82.223,1
data-quality-048-00197,2026-01-17,project-12,cloud-run,asia-south1,prod,backend,security,60.438,8.27,0.497,114.911,74.603,1
data-quality-048-00198,2026-01-18,project-08,pubsub,asia-south1,dev,backend,reliability,31.182,18.639,0.163,144.791,81.225,1
data-quality-048-00199,2026-01-19,project-17,vertex-ai,europe-west1,sandbox,finops,quality,29.358,14.772,0.35,81.718,68.911,0
data-quality-048-00200,2026-01-20,project-18,pubsub,europe-west1,staging,backend,cost,45.432,7.027,0.753,54.49,66.599,0
data-quality-048-00201,2026-01-21,project-20,pubsub,us-central1,prod,backend,security,47.801,9.363,0.539,116.598,74.446,0
data-quality-048-00202,2026-01-22,project-17,gke,us-central1,sandbox,data,security,53.549,8.506,0.894,173.215,95.14,1
data-quality-048-00203,2026-01-23,project-19,gke,us-central1,prod,backend,cost,73.69,7.905,0.544,122.305,81.113,1
data-quality-048-00204,2026-01-24,project-17,vertex-ai,global,dev,data,quality,58.132,6.83,0.267,122.677,63.518,0
data-quality-048-00205,2026-01-25,project-23,gke,global,prod,security,security,54.682,8.547,0.323,129.696,69.301,1
data-quality-048-00206,2026-01-26,project-22,compute,asia-south1,dev,platform,cost,44.499,27.495,0.624,133.976,100,1
data-quality-048-00207,2026-01-27,project-24,cloud-run,us-central1,sandbox,finops,security,48.619,11.244,0.505,127.11,79.465,1
data-quality-048-00208,2026-01-28,project-17,cloud-run,europe-west1,sandbox,finops,reliability,22.458,5.37,1.022,223.477,88.751,1
data-quality-048-00209,2026-01-29,project-02,bigquery,global,sandbox,data,security,38.976,4.507,0.614,129.383,64.516,1
data-quality-048-00210,2026-01-30,project-16,cloud-run,us-central1,dev,security,latency,68.716,7.658,0.45,61.516,66.64,0
data-quality-048-00211,2026-01-31,project-19,compute,europe-west1,staging,finops,quality,68.918,4.381,0.459,173.68,75.737,1
data-quality-048-00212,2026-02-01,project-11,cloud-run,asia-south1,dev,platform,security,42.301,14.476,0.363,81.776,73.213,1
data-quality-048-00213,2026-02-02,project-01,gke,asia-south1,dev,data,latency,48.809,7.041,0.931,139.741,86.476,1
data-quality-048-00214,2026-02-03,project-11,bigquery,europe-west1,dev,mlops,reliability,33.691,5.54,0.557,175.071,69.745,1
data-quality-048-00215,2026-02-04,project-04,compute,asia-south1,staging,security,security,26.903,4.626,0.512,82.741,50.196,0
data-quality-048-00216,2026-02-05,project-13,cloud-run,europe-west1,sandbox,mlops,security,27.986,19.712,0.544,81.909,86.775,1
data-quality-048-00217,2026-02-06,project-15,vertex-ai,global,dev,mlops,quality,30.588,11.921,0.524,88.247,69.731,0
data-quality-048-00218,2026-02-07,project-21,compute,us-east1,sandbox,data,latency,3.784,5.082,0.565,173.523,58.263,0
data-quality-048-00219,2026-02-08,project-20,cloud-sql,europe-west1,prod,finops,cost,62.69,12.013,0.628,122.677,89.842,1
data-quality-048-00220,2026-02-09,project-11,cloud-sql,us-east1,sandbox,finops,quality,59.939,12.253,0.316,120.561,78.211,1
data-quality-048-00221,2026-02-10,project-13,cloud-sql,asia-south1,staging,backend,security,48.791,6.648,0.557,164.842,76.123,1
data-quality-048-00222,2026-02-11,project-24,pubsub,asia-south1,staging,security,quality,34.27,11.174,0.681,229.161,95.321,1
data-quality-048-00223,2026-02-12,project-20,compute,europe-west1,prod,data,cost,82.336,12.481,0.353,117.085,87.37,1
