record_id,event_date,project_name,service_name,gcp_region,environment,owning_team,signal_category,metric_a,metric_b,metric_c,metric_d,risk_score,quality_issue
data-quality-038-00024,2026-01-24,project-19,pubsub,asia-south1,prod,finops,cost,19.664,7.722,0.501,35.144,47.561,0
data-quality-038-00025,2026-01-25,project-22,pubsub,us-east1,prod,platform,reliability,76.086,15.059,0.475,109.91,94.421,1
data-quality-038-00026,2026-01-26,project-22,cloud-run,global,staging,platform,cost,20.772,6.138,0.78,132.136,68.162,0
data-quality-038-00027,2026-01-27,project-16,vertex-ai,europe-west1,dev,platform,quality,68.265,8.005,0.557,95.863,76.046,1
data-quality-038-00028,2026-01-28,project-14,compute,europe-west1,prod,mlops,quality,39.06,9.092,0.463,74.268,61.921,0
data-quality-038-00029,2026-01-29,project-23,compute,us-central1,prod,backend,reliability,75.527,11.759,0.348,89.214,79.062,1
data-quality-038-00030,2026-01-30,project-20,gke,us-east1,prod,finops,quality,76.521,5.577,0.535,71.255,68.912,0
data-quality-038-00031,2026-01-31,project-21,cloud-sql,us-central1,prod,backend,reliability,40.349,7.213,0.392,61.182,53.595,0
data-quality-038-00032,2026-02-01,project-17,cloud-run,asia-south1,prod,data,reliability,59.163,8.131,0.589,192.089,88.307,1
data-quality-038-00033,2026-02-02,project-03,bigquery,europe-west1,prod,platform,latency,86.252,4.636,0.589,54.488,69.567,1
data-quality-038-00034,2026-02-03,project-10,pubsub,us-central1,staging,data,cost,36.152,6.463,0.652,11.597,52.245,0
data-quality-038-00035,2026-02-04,project-09,compute,global,prod,data,reliability,76.854,13.159,0.794,102.031,100,1
data-quality-038-00036,2026-02-05,project-17,vertex-ai,us-central1,sandbox,finops,cost,62.03,6.287,0.588,132.354,76.262,1
data-quality-038-00037,2026-02-06,project-13,cloud-sql,europe-west1,dev,security,reliability,82.194,14.97,0.388,0.0,77.278,0
data-quality-038-00038,2026-02-07,project-23,bigquery,global,prod,platform,cost,68.195,7.704,0.747,121.91,85.768,1
data-quality-038-00039,2026-02-08,project-24,gke,global,prod,finops,cost,52.385,8.359,0.481,94.263,68.421,0
data-quality-038-00040,2026-02-09,project-23,cloud-run,asia-south1,sandbox,platform,quality,22.845,5.56,0.481,36.009,43.055,0
data-quality-038-00041,2026-02-10,project-11,bigquery,us-central1,prod,security,cost,48.981,3.99,0.24,128.756,53.63,0
data-quality-038-00042,2026-02-11,project-16,bigquery,us-east1,dev,finops,quality,52.479,18.234,0.398,159.403,98.09,1
data-quality-038-00043,2026-02-12,project-14,compute,asia-south1,staging,security,quality,27.988,5.251,0.612,190.501,71.25,0
data-quality-038-00044,2026-02-13,project-06,cloud-sql,global,dev,backend,quality,49.79,4.861,0.506,187.245,73.785,1
data-quality-038-00045,2026-02-14,project-08,pubsub,global,staging,security,security,35.28,4.984,0.442,182.666,66.086,0
data-quality-038-00046,2026-02-15,project-16,bigquery,asia-south1,dev,data,reliability,49.038,4.613,0.343,173.326,65.209,0
data-quality-038-00047,2026-02-16,project-13,bigquery,global,dev,mlops,cost,76.814,7.331,0.546,302.991,100,1
data-quality-038-00048,2026-02-17,project-24,gke,asia-south1,prod,security,cost,65.303,6.314,0.362,103.489,65.351,1
data-quality-038-00049,2026-02-18,project-07,vertex-ai,europe-west1,prod,finops,quality,57.757,6.376,0.528,74.616,64.454,0
data-quality-038-00050,2026-02-19,project-13,cloud-sql,asia-south1,staging,security,reliability,51.014,18.222,0.63,97.344,96.619,1
data-quality-038-00051,2026-02-20,project-09,cloud-run,europe-west1,prod,platform,quality,66.818,6.128,0.442,51.727,60.698,1
data-quality-038-00052,2026-02-21,project-06,compute,us-east1,dev,backend,latency,26.727,6.761,0.406,107.566,55.027,0
data-quality-038-00053,2026-02-22,project-11,compute,us-east1,dev,data,security,47.588,8.262,0.735,112.286,78.034,1
data-quality-038-00054,2026-02-23,project-17,compute,europe-west1,sandbox,finops,reliability,51.32,6.284,0.629,164.979,78.699,1
data-quality-038-00055,2026-02-24,project-17,pubsub,us-central1,sandbox,backend,security,63.242,7.14,0.36,219.219,83.364,1
data-quality-038-00056,2026-02-25,project-16,bigquery,europe-west1,prod,security,security,65.731,4.103,0.562,153.523,74.638,1
data-quality-038-00057,2026-02-26,project-02,gke,us-east1,prod,data,latency,87.071,10.913,0.562,0.0,75.609,1
data-quality-038-00058,2026-02-27,project-05,bigquery,global,dev,data,quality,42.88,11.358,0.931,166.577,98.387,1
data-quality-038-00059,2026-02-28,project-03,cloud-run,europe-west1,dev,mlops,latency,35.034,7.246,0.602,101.433,65.032,0
data-quality-038-00060,2026-03-01,project-18,compute,asia-south1,dev,platform,latency,32.216,9.943,0.299,155.264,67.584,0
data-quality-038-00061,2026-03-02,project-07,vertex-ai,asia-south1,sandbox,mlops,quality,45.259,12.853,0.736,109.046,87.494,1
data-quality-038-00062,2026-03-03,project-02,cloud-sql,us-east1,dev,data,security,23.235,6.649,0.308,0.0,34.427,0
data-quality-038-00063,2026-03-04,project-07,bigquery,us-east1,dev,security,quality,48.757,13.015,0.507,171.166,90.14,1
data-quality-038-00064,2026-03-05,project-05,cloud-run,global,dev,platform,cost,105.064,3.185,0.541,82.999,75.243,1
data-quality-038-00065,2026-03-06,project-11,bigquery,us-east1,staging,backend,cost,26.483,6.73,0.402,97.939,53.325,0
data-quality-038-00066,2026-03-07,project-14,cloud-sql,us-central1,staging,security,security,40.518,5.964,0.451,91.211,57.184,0
data-quality-038-00067,2026-03-08,project-10,compute,us-central1,dev,mlops,reliability,30.894,10.671,0.505,198.22,82.294,1
data-quality-038-00068,2026-03-09,project-06,gke,europe-west1,sandbox,mlops,reliability,34.864,11.117,0.719,53.189,71.064,1
data-quality-038-00069,2026-03-10,project-10,cloud-run,us-central1,staging,finops,security,41.579,7.083,0.219,71.434,49.162,0
data-quality-038-00070,2026-03-11,project-20,cloud-run,us-central1,prod,mlops,latency,95.858,11.4,0.593,46.039,87.619,1
data-quality-038-00071,2026-03-12,project-22,cloud-sql,europe-west1,prod,mlops,security,68.672,18.333,0.781,77.572,100,1
data-quality-038-00072,2026-03-13,project-22,vertex-ai,us-east1,sandbox,security,cost,23.862,12.333,0.175,270.245,82.664,1
data-quality-038-00073,2026-03-14,project-04,gke,us-central1,sandbox,security,quality,67.213,15.218,0.549,16.885,80.711,1
data-quality-038-00074,2026-03-15,project-08,vertex-ai,global,sandbox,mlops,cost,62.486,9.232,0.391,50.61,64.477,0
data-quality-038-00075,2026-03-16,project-24,compute,us-east1,sandbox,backend,reliability,20.205,9.434,0.556,12.38,50.35,0
data-quality-038-00076,2026-03-17,project-13,bigquery,us-central1,staging,finops,reliability,48.202,6.144,0.397,68.572,55.102,0
data-quality-038-00077,2026-03-18,project-23,cloud-sql,global,staging,security,latency,22.69,5.159,0.602,218.94,72.978,1
data-quality-038-00078,2026-03-19,project-08,compute,us-central1,prod,security,security,50.101,8.082,0.442,178.106,77.837,1
data-quality-038-00079,2026-03-20,project-14,bigquery,us-east1,dev,backend,cost,59.338,5.614,0.656,55.579,64.933,0
data-quality-038-00080,2026-03-21,project-09,cloud-run,asia-south1,staging,backend,quality,16.506,9.12,0.457,40.194,48.914,0
data-quality-038-00081,2026-03-22,project-20,cloud-run,asia-south1,prod,finops,cost,63.542,7.175,0.252,73.138,58.467,0
data-quality-038-00082,2026-03-23,project-19,pubsub,asia-south1,dev,mlops,latency,78.914,9.781,0.896,68.333,91.767,1
data-quality-038-00083,2026-03-24,project-09,bigquery,us-central1,dev,mlops,quality,37.882,9.158,0.444,50.247,57.495,0
data-quality-038-00084,2026-03-25,project-12,compute,global,prod,platform,cost,82.448,4.733,0.699,131.228,83.503,1
data-quality-038-00085,2026-03-26,project-10,vertex-ai,europe-west1,prod,data,reliability,32.938,13.279,0.588,175.582,88.698,1
data-quality-038-00086,2026-03-27,project-17,cloud-run,us-central1,prod,mlops,security,26.441,12.467,0.567,27.578,62.211,1
data-quality-038-00087,2026-03-28,project-24,cloud-sql,global,prod,backend,latency,86.22,9.521,0.624,150.132,96.127,1
data-quality-038-00088,2026-03-29,project-18,pubsub,global,dev,finops,latency,39.903,11.965,0.465,101.701,72.991,0
data-quality-038-00089,2026-03-30,project-08,pubsub,europe-west1,prod,backend,latency,57.482,10.917,0.706,131.416,89.467,1
data-quality-038-00090,2026-03-31,project-04,cloud-run,europe-west1,prod,finops,quality,69.973,5.332,0.434,213.837,83.306,1
data-quality-038-00091,2026-04-01,project-18,vertex-ai,europe-west1,prod,data,reliability,52.941,8.165,1.006,71.69,83.246,1
data-quality-038-00092,2026-04-02,project-06,gke,us-central1,staging,finops,security,45.491,12.32,0.468,80.569,72.798,1
data-quality-038-00093,2026-04-03,project-04,compute,asia-south1,prod,platform,reliability,59.607,5.989,0.608,111.911,72.437,0
data-quality-038-00094,2026-04-04,project-01,cloud-run,global,prod,platform,reliability,64.347,12.873,0.373,114.602,82.326,1
data-quality-038-00095,2026-04-05,project-14,cloud-sql,us-central1,sandbox,security,reliability,66.893,10.222,0.795,55.742,83.218,1
data-quality-038-00096,2026-04-06,project-24,pubsub,europe-west1,staging,backend,security,20.991,25.205,0.969,68.44,100,1
data-quality-038-00097,2026-04-07,project-20,gke,us-east1,prod,backend,reliability,33.802,7.837,0.271,126.064,57.986,0
data-quality-038-00098,2026-04-08,project-08,compute,global,prod,finops,cost,54.736,10.498,0.639,159.08,89.217,1
data-quality-038-00099,2026-04-09,project-12,gke,us-east1,prod,backend,cost,66.859,6.908,0.518,165.474,81.781,1
data-quality-038-00100,2026-04-10,project-06,cloud-sql,europe-west1,staging,backend,latency,56.318,6.501,0.52,114.207,69.735,1
data-quality-038-00101,2026-04-11,project-08,vertex-ai,us-central1,staging,backend,cost,27.151,5.451,0.233,208.546,60.79,1
data-quality-038-00102,2026-04-12,project-12,cloud-run,us-east1,sandbox,backend,cost,30.363,9.943,1.014,96.949,83.456,1
data-quality-038-00103,2026-04-13,project-08,bigquery,europe-west1,sandbox,mlops,latency,13.813,6.279,0.61,100.559,55.5,0
data-quality-038-00104,2026-04-14,project-02,bigquery,asia-south1,prod,backend,reliability,82.438,5.342,0.344,135.047,73.052,1
data-quality-038-00105,2026-04-15,project-23,pubsub,asia-south1,prod,finops,reliability,78.546,6.869,0.75,130.45,88.793,1
data-quality-038-00106,2026-04-16,project-11,compute,us-central1,prod,data,cost,49.259,7.025,0.679,73.265,68.082,0
data-quality-038-00107,2026-04-17,project-23,cloud-run,us-east1,prod,platform,quality,68.971,9.882,0.548,166.19,90.614,1
data-quality-038-00108,2026-04-18,project-07,cloud-sql,global,staging,finops,reliability,27.426,5.675,0.414,130.965,56.43,0
data-quality-038-00109,2026-04-19,project-05,pubsub,europe-west1,prod,mlops,reliability,76.093,9.059,0.558,46.752,74.118,1
data-quality-038-00110,2026-04-20,project-02,cloud-sql,europe-west1,dev,backend,security,64.053,5.896,0.114,91.63,53.529,0
data-quality-038-00111,2026-04-21,project-15,cloud-sql,us-central1,sandbox,platform,latency,59.017,21.733,0.441,166.682,100,1
data-quality-038-00112,2026-04-22,project-17,cloud-sql,global,prod,mlops,security,91.522,23.586,0.49,0.0,100,1
data-quality-038-00113,2026-04-23,project-01,cloud-run,global,prod,platform,cost,49.089,8.532,0.858,102.609,82.083,1
data-quality-038-00114,2026-04-24,project-03,compute,global,prod,data,reliability,51.407,11.228,0.151,110.646,65.612,0
data-quality-038-00115,2026-04-25,project-14,compute,us-east1,staging,mlops,latency,38.051,14.463,0.56,203.658,96.365,1
data-quality-038-00116,2026-04-26,project-04,cloud-run,europe-west1,dev,finops,cost,62.408,7.834,0.541,215.661,90.508,1
data-quality-038-00117,2026-04-27,project-21,vertex-ai,global,dev,backend,latency,47.177,10.781,0.357,134.042,73.71,1
data-quality-038-00118,2026-04-28,project-21,compute,us-central1,prod,finops,cost,64.246,8.6,0.478,132.214,78.564,1
data-quality-038-00119,2026-04-29,project-21,cloud-run,global,prod,backend,quality,57.108,5.708,0.503,60.267,59.7,1
data-quality-038-00120,2026-04-30,project-24,vertex-ai,global,prod,security,reliability,86.425,12.142,0.442,51.107,81.503,1
data-quality-038-00121,2026-05-01,project-08,bigquery,global,sandbox,security,quality,55.068,7.929,0.588,59.468,67.027,1
data-quality-038-00122,2026-05-02,project-08,gke,global,prod,data,cost,61.422,3.235,0.762,190.205,83.454,1
data-quality-038-00123,2026-05-03,project-03,gke,asia-south1,staging,security,cost,59.873,13.344,0.745,149.862,100,1
data-quality-038-00124,2026-05-04,project-11,bigquery,asia-south1,prod,security,reliability,28.378,6.097,0.46,186.739,67.491,1
data-quality-038-00125,2026-05-05,project-12,compute,global,dev,security,latency,70.516,9.813,0.81,143.014,96.784,1
data-quality-038-00126,2026-05-06,project-13,cloud-run,us-central1,staging,backend,quality,40.797,11.485,0.525,89.843,72.554,1
data-quality-038-00127,2026-05-07,project-21,bigquery,global,staging,backend,cost,50.995,32.079,0.65,100.417,100,1
data-quality-038-00128,2026-05-08,project-06,pubsub,asia-south1,prod,security,latency,52.632,13.489,0.688,117.289,91.08,1
data-quality-038-00129,2026-05-09,project-24,vertex-ai,europe-west1,sandbox,security,quality,58.156,33.255,0.433,115.656,100,1
data-quality-038-00130,2026-05-10,project-14,cloud-sql,asia-south1,dev,finops,security,33.821,5.544,0.434,216.444,71.528,0
data-quality-038-00131,2026-05-11,project-05,cloud-sql,europe-west1,dev,data,security,29.136,16.853,0.751,185.776,100,1
data-quality-038-00132,2026-05-12,project-21,pubsub,us-central1,prod,security,cost,98.532,10.939,0.579,107.206,95.91,1
data-quality-038-00133,2026-05-13,project-01,cloud-run,asia-south1,staging,platform,quality,20.447,6.703,0.462,131.696,58.172,0
data-quality-038-00134,2026-05-14,project-09,bigquery,us-east1,prod,data,quality,46.439,6.85,0.633,88.771,67.338,1
data-quality-038-00135,2026-05-15,project-18,gke,europe-west1,dev,security,quality,46.027,6.343,0.745,138.052,77.117,1
data-quality-038-00136,2026-05-16,project-07,cloud-run,us-central1,staging,mlops,quality,47.84,5.685,0.52,128.352,66.927,1
data-quality-038-00137,2026-05-17,project-02,bigquery,europe-west1,staging,platform,cost,14.737,6.766,0.434,60.764,44.997,0
data-quality-038-00138,2026-05-18,project-08,gke,us-east1,prod,finops,latency,74.505,5.268,0.623,149.409,81.963,1
data-quality-038-00139,2026-05-19,project-23,gke,us-east1,sandbox,security,quality,64.989,4.505,0.426,116.716,65.189,1
data-quality-038-00140,2026-05-20,project-18,cloud-sql,global,prod,security,security,73.781,5.939,0.862,190.358,97.612,1
data-quality-038-00141,2026-05-21,project-24,gke,global,prod,data,reliability,33.462,10.791,0.219,85.647,57.046,0
data-quality-038-00142,2026-05-22,project-10,compute,asia-south1,dev,platform,latency,43.584,10.357,0.693,38.255,69.255,1
data-quality-038-00143,2026-05-23,project-16,gke,us-east1,dev,finops,reliability,35.344,16.281,0.566,84.404,82.478,1
data-quality-038-00144,2026-05-24,project-08,cloud-run,us-central1,prod,security,latency,68.664,8.756,0.703,98.223,83.392,1
data-quality-038-00145,2026-05-25,project-17,cloud-run,asia-south1,prod,finops,cost,80.107,7.547,0.706,96.055,84.365,1
data-quality-038-00146,2026-05-26,project-13,vertex-ai,us-east1,staging,finops,latency,30.144,12.041,0.192,74.095,56.172,0
data-quality-038-00147,2026-05-27,project-19,cloud-sql,us-east1,prod,finops,cost,69.459,10.357,0.461,240.475,99.681,1
data-quality-038-00148,2026-05-28,project-12,pubsub,europe-west1,prod,platform,cost,55.427,8.653,0.729,65.52,74.66,1
data-quality-038-00149,2026-05-29,project-17,gke,us-central1,prod,data,latency,50.245,10.636,0.527,180.448,87.163,1
data-quality-038-00150,2026-05-30,project-18,cloud-run,us-east1,dev,mlops,security,59.072,9.36,0.657,138.693,85.736,1
data-quality-038-00151,2026-05-31,project-04,pubsub,global,prod,data,latency,78.414,16.792,0.627,231.722,100,1
data-quality-038-00152,2026-06-01,project-08,vertex-ai,global,staging,data,security,66.981,14.33,0.464,171.13,98.076,1
data-quality-038-00153,2026-06-02,project-11,bigquery,global,sandbox,data,security,43.698,10.04,0.771,118.549,82.994,1
data-quality-038-00154,2026-06-03,project-12,gke,us-east1,prod,security,latency,44.821,8.261,0.4,34.866,54.048,0
data-quality-038-00155,2026-06-04,project-03,vertex-ai,us-east1,sandbox,backend,quality,50.096,11.2,0.414,148.515,79.815,1
data-quality-038-00156,2026-06-05,project-15,vertex-ai,asia-south1,sandbox,finops,latency,67.529,6.778,0.628,202.161,90.912,1
data-quality-038-00157,2026-06-06,project-24,gke,asia-south1,prod,backend,reliability,75.238,10.71,0.391,168.739,89.616,1
data-quality-038-00158,2026-06-07,project-09,compute,global,dev,backend,security,42.286,4.179,0.403,113.296,55.178,0
data-quality-038-00159,2026-06-08,project-17,compute,global,prod,security,reliability,93.114,12.841,0.726,148.966,100,1
data-quality-038-00160,2026-06-09,project-15,vertex-ai,us-central1,prod,finops,latency,78.616,16.59,0.706,122.886,100,1
data-quality-038-00161,2026-06-10,project-19,cloud-sql,us-east1,staging,data,cost,13.675,9.627,0.436,210.437,73.198,1
data-quality-038-00162,2026-06-11,project-04,cloud-run,us-central1,prod,finops,quality,47.255,3.789,0.298,130.356,54.821,0
data-quality-038-00163,2026-06-12,project-06,bigquery,asia-south1,prod,security,security,37.411,8.059,0.456,74.862,58.776,1
data-quality-038-00164,2026-06-13,project-09,bigquery,us-east1,prod,platform,latency,32.587,6.56,0.567,89.217,59.568,0
data-quality-038-00165,2026-06-14,project-13,cloud-sql,europe-west1,sandbox,security,security,35.229,5.214,0.484,149.493,63.237,1
data-quality-038-00166,2026-06-15,project-19,vertex-ai,us-east1,staging,finops,reliability,59.165,10.487,0.602,30.8,70.739,0
data-quality-038-00167,2026-06-16,project-19,gke,us-central1,dev,data,quality,10.548,7.401,0.419,118.351,52.885,0
data-quality-038-00168,2026-06-17,project-22,compute,us-east1,prod,backend,latency,71.889,6.795,0.327,88.391,65.352,1
data-quality-038-00169,2026-06-18,project-01,bigquery,global,prod,platform,security,52.797,7.288,0.412,131.512,69.083,0
data-quality-038-00170,2026-06-19,project-24,cloud-run,asia-south1,sandbox,platform,security,23.458,16.896,0.476,110.897,80.467,1
data-quality-038-00171,2026-06-20,project-12,pubsub,us-central1,sandbox,mlops,cost,53.423,10.216,0.56,139.35,82.457,1
data-quality-038-00172,2026-06-21,project-18,bigquery,us-east1,staging,backend,cost,39.701,12.262,0.543,196.858,90.22,1
data-quality-038-00173,2026-06-22,project-04,cloud-sql,us-east1,prod,data,reliability,46.66,4.037,0.585,97.447,60.437,0
data-quality-038-00174,2026-06-23,project-22,vertex-ai,europe-west1,dev,platform,latency,71.168,11.8,0.715,54.999,85.488,1
data-quality-038-00175,2026-06-24,project-06,gke,us-east1,dev,data,security,59.739,8.544,0.323,65.698,61.731,1
data-quality-038-00176,2026-06-25,project-03,compute,asia-south1,prod,finops,cost,67.721,12.43,0.625,115.92,91.486,1
data-quality-038-00177,2026-06-26,project-18,bigquery,global,staging,finops,reliability,47.944,13.228,0.624,94.758,83.305,1
data-quality-038-00178,2026-06-27,project-15,bigquery,europe-west1,dev,platform,reliability,55.262,8.579,0.548,74.4,69.389,1
data-quality-038-00179,2026-06-28,project-18,gke,asia-south1,staging,backend,quality,80.674,9.006,0.56,109.639,84.839,1
data-quality-038-00180,2026-06-29,project-04,pubsub,us-east1,prod,platform,reliability,56.597,4.078,0.323,115.824,57.52,0
data-quality-038-00181,2026-01-01,project-06,cloud-run,us-central1,dev,mlops,latency,49.304,5.728,0.189,154.382,59.751,0
data-quality-038-00182,2026-01-02,project-22,cloud-run,us-central1,staging,finops,security,23.592,11.29,0.423,130.573,68.447,1
data-quality-038-00183,2026-01-03,project-15,bigquery,asia-south1,staging,platform,security,42.943,8.394,0.702,137.129,79.184,1
data-quality-038-00184,2026-01-04,project-16,compute,global,dev,finops,quality,57.217,6.418,0.969,89.379,81.951,1
data-quality-038-00185,2026-01-05,project-05,vertex-ai,global,dev,platform,cost,88.21,10.309,0.503,78.021,83.911,1
data-quality-038-00186,2026-01-06,project-12,cloud-run,europe-west1,dev,security,security,53.688,11.298,0.409,129.333,78.329,1
data-quality-038-00187,2026-01-07,project-01,vertex-ai,us-central1,sandbox,backend,security,50.302,9.777,0.238,66.766,58.485,0
data-quality-038-00188,2026-01-08,project-13,bigquery,global,dev,mlops,latency,59.396,8.765,0.699,168.075,90.216,1
data-quality-038-00189,2026-01-09,project-18,vertex-ai,us-east1,prod,data,latency,52.203,20.47,0.565,45.828,92.493,1
data-quality-038-00190,2026-01-10,project-14,gke,global,staging,backend,security,52.057,11.144,0.594,63.303,74.244,1
data-quality-038-00191,2026-01-11,project-22,gke,europe-west1,dev,backend,reliability,64.817,20.684,0.473,152.918,100,1
data-quality-038-00192,2026-01-12,project-11,cloud-run,us-central1,prod,mlops,quality,67.625,8.391,0.804,0.0,71.388,1
data-quality-038-00193,2026-01-13,project-22,compute,us-east1,dev,backend,security,59.969,8.853,0.762,109.706,84.315,1
data-quality-038-00194,2026-01-14,project-08,cloud-sql,global,prod,mlops,latency,76.108,9.863,0.744,29.539,79.999,1
data-quality-038-00195,2026-01-15,project-22,cloud-sql,asia-south1,sandbox,mlops,quality,35.951,6.865,0.298,177.205,64.874,1
data-quality-038-00196,2026-01-16,project-24,vertex-ai,us-east1,prod,finops,reliability,68.234,6.262,0.382,176.322,77.577,0
data-quality-038-00197,2026-01-17,project-10,vertex-ai,asia-south1,sandbox,security,quality,52.339,8.412,0.963,108.277,87.442,1
data-quality-038-00198,2026-01-18,project-24,bigquery,europe-west1,prod,platform,cost,60.79,5.593,0.659,194.464,85.751,1
data-quality-038-00199,2026-01-19,project-01,pubsub,asia-south1,prod,platform,cost,53.913,4.082,0.622,133.124,69.578,1
data-quality-038-00200,2026-01-20,project-18,cloud-run,global,staging,finops,cost,34.796,11.538,0.804,171.677,92.277,1
data-quality-038-00201,2026-01-21,project-23,cloud-sql,asia-south1,prod,security,reliability,91.066,8.833,0.355,50.137,72.22,1
data-quality-038-00202,2026-01-22,project-09,bigquery,global,prod,security,quality,89.243,8.922,0.505,101.338,84.507,1
data-quality-038-00203,2026-01-23,project-04,pubsub,europe-west1,prod,finops,cost,64.246,8.013,0.498,130.175,77.597,1
data-quality-038-00204,2026-01-24,project-19,gke,us-east1,prod,security,quality,58.174,10.71,0.537,172.443,89.294,1
data-quality-038-00205,2026-01-25,project-13,vertex-ai,europe-west1,dev,security,quality,29.581,13.653,0.618,138.671,84.063,1
data-quality-038-00206,2026-01-26,project-23,vertex-ai,europe-west1,prod,mlops,security,59.83,11.695,0.504,153.921,88.316,1
data-quality-038-00207,2026-01-27,project-05,bigquery,us-east1,sandbox,security,quality,53.243,10.096,0.468,134.586,78.2,1
data-quality-038-00208,2026-01-28,project-22,bigquery,europe-west1,prod,security,reliability,52.692,11.341,0.494,140.997,82.757,1
data-quality-038-00209,2026-01-29,project-07,cloud-run,us-central1,dev,backend,cost,37.981,9.861,0.558,56.903,64.131,0
data-quality-038-00210,2026-01-30,project-19,cloud-sql,us-east1,dev,data,cost,60.792,11.419,0.496,167.721,89.741,1
data-quality-038-00211,2026-01-31,project-13,pubsub,asia-south1,staging,backend,security,43.237,3.624,0.456,96.787,53.664,0
data-quality-038-00212,2026-02-01,project-02,vertex-ai,europe-west1,sandbox,backend,latency,44.894,9.897,0.339,176.127,76.356,1
data-quality-038-00213,2026-02-02,project-18,vertex-ai,europe-west1,dev,backend,security,35.25,16.13,0.627,135.729,91.713,1
data-quality-038-00214,2026-02-03,project-20,cloud-run,asia-south1,staging,finops,latency,60.972,6.614,0.576,147.222,78.403,1
data-quality-038-00215,2026-02-04,project-03,gke,global,prod,data,cost,72.264,11.288,0.501,44.11,75.599,1
data-quality-038-00216,2026-02-05,project-07,compute,global,dev,mlops,latency,47.316,18.599,0.741,175.218,100,1
data-quality-038-00217,2026-02-06,project-22,pubsub,global,sandbox,backend,latency,49.388,14.988,0.324,107.062,79.211,1
data-quality-038-00218,2026-02-07,project-12,bigquery,us-east1,staging,mlops,reliability,47.331,8.806,0.895,221.696,100,1
data-quality-038-00219,2026-02-08,project-20,cloud-sql,europe-west1,staging,security,reliability,29.929,5.138,0.776,103.265,64.683,0
data-quality-038-00220,2026-02-09,project-17,gke,europe-west1,prod,security,quality,56.317,7.047,0.462,78.634,63.791,1
data-quality-038-00221,2026-02-10,project-03,gke,us-central1,sandbox,data,security,71.798,6.032,0.589,127.387,78.396,1
data-quality-038-00222,2026-02-11,project-13,gke,asia-south1,prod,data,security,78.938,4.195,0.565,166.352,81.451,1
data-quality-038-00223,2026-02-12,project-17,vertex-ai,asia-south1,sandbox,security,quality,39.507,2.566,0.692,182.59,70.662,1
data-quality-038-00224,2026-02-13,project-12,compute,us-east1,dev,backend,cost,67.4,5.188,0.728,175.035,86.701,1
