record_id,event_date,project_name,service_name,gcp_region,environment,owning_team,signal_category,metric_a,metric_b,metric_c,metric_d,risk_score,evaluation_passed
genai-rag-085-00035,2026-02-04,project-15,gke,global,prod,data,quality,63.791,9.761,0.704,105.937,85.192,1
genai-rag-085-00036,2026-02-05,project-16,cloud-run,asia-south1,prod,finops,latency,83.462,10.965,0.544,210.04,100,1
genai-rag-085-00037,2026-02-06,project-18,cloud-run,us-east1,prod,security,reliability,56.705,12.048,0.451,174.426,89.181,1
genai-rag-085-00038,2026-02-07,project-10,compute,asia-south1,sandbox,finops,quality,49.902,8.105,0.636,130.466,77.664,1
genai-rag-085-00039,2026-02-08,project-04,cloud-run,europe-west1,staging,finops,cost,50.158,18.091,0.373,74.71,83.718,1
genai-rag-085-00040,2026-02-09,project-13,cloud-run,us-central1,sandbox,finops,cost,49.755,12.17,0.224,126.716,72.13,1
genai-rag-085-00041,2026-02-10,project-02,cloud-run,us-east1,prod,finops,quality,65.444,23.828,0.678,147.624,100,1
genai-rag-085-00042,2026-02-11,project-10,cloud-run,us-east1,prod,platform,security,94.075,4.561,0.533,63.101,71.426,1
genai-rag-085-00043,2026-02-12,project-15,gke,us-central1,sandbox,data,security,66.288,10.226,0.901,117.263,95.697,1
genai-rag-085-00044,2026-02-13,project-02,bigquery,asia-south1,prod,data,cost,93.786,7.282,0.542,59.239,77.425,1
genai-rag-085-00045,2026-02-14,project-02,gke,us-central1,dev,mlops,quality,25.561,8.267,0.423,72.465,53.609,0
genai-rag-085-00046,2026-02-15,project-24,gke,us-central1,sandbox,security,reliability,26.67,10.731,0.396,172.435,73.38,1
genai-rag-085-00047,2026-02-16,project-02,vertex-ai,asia-south1,dev,finops,latency,50.648,21.987,0.522,78.918,98.809,1
genai-rag-085-00048,2026-02-17,project-24,cloud-run,us-east1,dev,platform,latency,25.334,19.743,0.755,128.317,100,1
genai-rag-085-00049,2026-02-18,project-17,pubsub,europe-west1,staging,backend,reliability,44.093,9.998,0.505,107.823,72.16,1
genai-rag-085-00050,2026-02-19,project-20,compute,asia-south1,staging,platform,reliability,24.016,3.06,0.469,103.106,46.997,0
genai-rag-085-00051,2026-02-20,project-18,cloud-run,us-central1,dev,platform,security,70.82,7.441,0.558,167.862,86.159,1
genai-rag-085-00052,2026-02-21,project-13,pubsub,asia-south1,dev,mlops,reliability,13.134,20.374,0.658,234.415,100,1
genai-rag-085-00053,2026-02-22,project-11,cloud-sql,us-east1,prod,backend,cost,59.658,14.022,0.803,169.589,100,1
genai-rag-085-00054,2026-02-23,project-01,compute,us-east1,sandbox,mlops,reliability,55.509,6.986,0.511,147.908,75.184,1
genai-rag-085-00055,2026-02-24,project-02,vertex-ai,us-central1,dev,platform,cost,46.031,12.123,0.291,100.304,69.211,1
genai-rag-085-00056,2026-02-25,project-04,compute,global,prod,finops,reliability,92.875,9.614,0.677,105.4,94.005,1
genai-rag-085-00057,2026-02-26,project-19,cloud-sql,global,sandbox,backend,reliability,64.777,7.903,0.475,221.557,90.048,1
genai-rag-085-00058,2026-02-27,project-10,pubsub,europe-west1,prod,data,security,68.931,6.624,0.463,111.514,72.049,1
genai-rag-085-00059,2026-02-28,project-04,gke,global,dev,finops,reliability,60.936,7.048,0.524,175.826,81.754,1
genai-rag-085-00060,2026-03-01,project-01,pubsub,us-central1,dev,backend,quality,29.177,8.438,0.507,141.368,68.262,1
genai-rag-085-00061,2026-03-02,project-10,pubsub,asia-south1,sandbox,data,cost,35.077,11.04,0.698,143.485,83.392,1
genai-rag-085-00062,2026-03-03,project-08,vertex-ai,europe-west1,dev,finops,latency,35.599,11.229,0.565,178.495,84.466,1
genai-rag-085-00063,2026-03-04,project-09,bigquery,us-east1,dev,data,reliability,40.167,8.528,0.391,98.54,62.013,1
genai-rag-085-00064,2026-03-05,project-02,compute,asia-south1,prod,platform,security,95.57,8.046,0.437,128.216,86.217,1
genai-rag-085-00065,2026-03-06,project-19,gke,asia-south1,prod,backend,latency,49.547,10.742,0.633,99.591,79.085,1
genai-rag-085-00066,2026-03-07,project-06,vertex-ai,global,dev,platform,cost,36.532,4.092,0.172,19.262,31.163,0
genai-rag-085-00067,2026-03-08,project-04,vertex-ai,europe-west1,staging,finops,reliability,50.155,12.881,0.132,164.167,76.171,0
genai-rag-085-00068,2026-03-09,project-01,pubsub,asia-south1,prod,mlops,latency,41.188,5.188,0.526,107.07,60.546,1
genai-rag-085-00069,2026-03-10,project-11,cloud-run,us-east1,sandbox,security,quality,58.846,13.514,0.629,59.14,82.768,1
genai-rag-085-00070,2026-03-11,project-09,gke,global,dev,data,cost,57.151,10.812,0.505,152.377,85.127,1
genai-rag-085-00071,2026-03-12,project-04,cloud-sql,global,prod,backend,latency,58.672,8.604,0.328,150.982,74.109,1
genai-rag-085-00072,2026-03-13,project-19,compute,asia-south1,prod,data,quality,67.73,15.072,0.723,122.898,100,1
genai-rag-085-00073,2026-03-14,project-05,pubsub,us-central1,sandbox,backend,cost,9.669,5.556,0.654,143.96,60.232,0
genai-rag-085-00074,2026-03-15,project-11,compute,europe-west1,staging,platform,reliability,51.841,4.16,0.363,139.329,60.875,0
genai-rag-085-00075,2026-03-16,project-02,compute,us-east1,prod,finops,reliability,58.755,9.64,0.68,93.061,80.429,1
genai-rag-085-00076,2026-03-17,project-22,vertex-ai,us-central1,staging,mlops,security,19.779,17.546,0.454,34.446,68.777,1
genai-rag-085-00077,2026-03-18,project-01,vertex-ai,asia-south1,prod,platform,reliability,66.451,6.861,0.558,113.567,75.359,1
genai-rag-085-00078,2026-03-19,project-19,cloud-sql,us-east1,prod,backend,latency,71.664,23.433,0.323,110.517,100,1
genai-rag-085-00079,2026-03-20,project-04,bigquery,europe-west1,sandbox,data,cost,10.113,7.283,0.377,81.666,45.638,0
genai-rag-085-00080,2026-03-21,project-13,compute,us-central1,prod,mlops,reliability,9.057,6.26,0.417,136.635,52.298,0
genai-rag-085-00081,2026-03-22,project-11,cloud-run,us-central1,dev,finops,quality,50.241,7.885,0.466,88.891,65.256,0
genai-rag-085-00082,2026-03-23,project-20,compute,asia-south1,dev,security,security,44.69,12.852,0.407,82.027,71.837,1
genai-rag-085-00083,2026-03-24,project-24,compute,global,prod,backend,latency,82.151,10.751,0.02,0.0,54.539,0
genai-rag-085-00084,2026-03-25,project-19,compute,us-east1,sandbox,backend,security,28.23,18.205,0.45,134.177,87.676,1
genai-rag-085-00085,2026-03-26,project-19,vertex-ai,global,prod,platform,cost,50.692,8.59,0.308,44.368,55.036,0
genai-rag-085-00086,2026-03-27,project-01,vertex-ai,asia-south1,prod,platform,security,52.042,20.794,0.427,204.61,100,1
genai-rag-085-00087,2026-03-28,project-04,cloud-run,us-east1,prod,finops,cost,49.113,8.183,0.688,105.626,75.767,1
genai-rag-085-00088,2026-03-29,project-20,cloud-run,us-central1,prod,platform,security,52.766,10.485,0.473,140.831,80.026,1
genai-rag-085-00089,2026-03-30,project-03,gke,us-east1,staging,security,reliability,50.308,13.351,0.675,62.379,81.482,1
genai-rag-085-00090,2026-03-31,project-01,cloud-run,europe-west1,staging,platform,latency,27.096,24.759,0.269,115.472,93.509,1
genai-rag-085-00091,2026-04-01,project-13,vertex-ai,us-central1,dev,data,reliability,21.688,15.67,0.596,124.528,83.174,1
genai-rag-085-00092,2026-04-02,project-14,compute,us-central1,sandbox,finops,security,33.879,8.35,0.539,133.781,69.716,0
genai-rag-085-00093,2026-04-03,project-13,cloud-sql,global,dev,backend,cost,23.178,7.573,0.495,129.082,61.932,0
genai-rag-085-00094,2026-04-04,project-15,vertex-ai,asia-south1,staging,platform,security,47.32,10.394,0.341,57.925,61.197,0
genai-rag-085-00095,2026-04-05,project-20,pubsub,asia-south1,sandbox,backend,reliability,56.828,6.211,0.738,63.511,69.474,0
genai-rag-085-00096,2026-04-06,project-03,cloud-sql,us-east1,prod,mlops,reliability,60.615,11.081,0.416,114.715,78.36,1
genai-rag-085-00097,2026-04-07,project-08,cloud-run,europe-west1,sandbox,mlops,quality,57.836,20.988,0.689,185.354,100,1
genai-rag-085-00098,2026-04-08,project-24,cloud-sql,europe-west1,staging,data,reliability,64.639,23.726,0.494,138.396,100,1
genai-rag-085-00099,2026-04-09,project-16,compute,us-east1,sandbox,backend,cost,39.134,10.8,0.794,151.327,88.755,1
genai-rag-085-00100,2026-04-10,project-10,cloud-run,asia-south1,prod,data,cost,63.771,14.133,0.76,59.151,90.523,1
genai-rag-085-00101,2026-04-11,project-17,vertex-ai,us-east1,prod,data,cost,46.165,3.682,0.853,56.722,62.876,0
genai-rag-085-00102,2026-04-12,project-14,cloud-run,global,dev,platform,latency,44.949,28.267,0.669,103.888,100,1
genai-rag-085-00103,2026-04-13,project-21,vertex-ai,global,prod,data,cost,74.568,2.488,0.522,55.906,58.327,1
genai-rag-085-00104,2026-04-14,project-10,compute,europe-west1,sandbox,mlops,reliability,58.643,6.883,0.546,55.052,63.724,1
genai-rag-085-00105,2026-04-15,project-06,cloud-sql,asia-south1,staging,platform,cost,26.493,5.712,0.577,79.125,54.335,0
genai-rag-085-00106,2026-04-16,project-12,cloud-sql,asia-south1,staging,data,latency,47.421,6.65,0.775,67.285,69.051,1
genai-rag-085-00107,2026-04-17,project-15,pubsub,global,dev,platform,latency,29.761,9.308,0.779,81.297,71.256,1
genai-rag-085-00108,2026-04-18,project-11,gke,global,dev,finops,quality,55.796,7.064,0.683,108.232,75.7,1
genai-rag-085-00109,2026-04-19,project-19,pubsub,europe-west1,sandbox,mlops,quality,45.122,9.046,0.157,93.049,55.965,0
genai-rag-085-00110,2026-04-20,project-13,compute,us-central1,staging,finops,cost,27.885,10.476,0.711,149.344,80.868,1
genai-rag-085-00111,2026-04-21,project-05,cloud-run,us-central1,prod,mlops,cost,37.101,4.739,0.611,171.946,70.503,0
genai-rag-085-00112,2026-04-22,project-20,compute,us-central1,prod,platform,security,75.17,8.706,0.316,108.483,73.504,1
genai-rag-085-00113,2026-04-23,project-05,pubsub,global,sandbox,data,security,49.231,9.637,0.787,117.49,84.396,1
genai-rag-085-00114,2026-04-24,project-22,cloud-run,europe-west1,prod,mlops,security,63.609,5.9,0.65,58.131,67.257,1
genai-rag-085-00115,2026-04-25,project-23,compute,asia-south1,dev,data,reliability,27.127,7.37,0.358,122.609,57.102,0
genai-rag-085-00116,2026-04-26,project-21,cloud-run,global,staging,platform,reliability,46.489,7.107,0.73,105.238,73.751,1
genai-rag-085-00117,2026-04-27,project-23,gke,europe-west1,sandbox,backend,latency,22.101,6.431,0.748,153.437,71.297,1
genai-rag-085-00118,2026-04-28,project-08,cloud-run,europe-west1,dev,data,cost,47.017,15.424,0.826,102.028,96.234,1
genai-rag-085-00119,2026-04-29,project-01,bigquery,asia-south1,staging,finops,quality,64.574,9.732,0.338,155.858,79.868,1
genai-rag-085-00120,2026-04-30,project-10,pubsub,us-east1,prod,backend,latency,92.786,6.467,0.639,193.088,98.088,1
genai-rag-085-00121,2026-05-01,project-14,cloud-sql,asia-south1,prod,security,cost,45.285,14.252,0.325,115.041,77.256,1
genai-rag-085-00122,2026-05-02,project-10,cloud-run,europe-west1,prod,finops,security,65.976,13.819,0.606,48.769,83.658,1
genai-rag-085-00123,2026-05-03,project-13,pubsub,us-central1,staging,data,security,51.501,7.63,0.419,195.98,79.074,1
genai-rag-085-00124,2026-05-04,project-17,bigquery,europe-west1,prod,mlops,quality,44.885,12.285,0.515,133.935,81.932,1
genai-rag-085-00125,2026-05-05,project-15,cloud-sql,europe-west1,sandbox,platform,quality,18.735,15.137,0.731,69.112,77.541,1
genai-rag-085-00126,2026-05-06,project-11,cloud-sql,global,prod,mlops,latency,51.345,8.796,0.691,186.438,89.869,1
genai-rag-085-00127,2026-05-07,project-16,bigquery,us-east1,staging,finops,quality,53.802,4.954,0.53,150.699,70.917,1
genai-rag-085-00128,2026-05-08,project-02,vertex-ai,us-central1,prod,data,latency,55.478,6.371,0.494,86.813,64.233,0
genai-rag-085-00129,2026-05-09,project-14,compute,us-central1,staging,data,security,41.726,12.609,0.48,192.395,88.883,1
genai-rag-085-00130,2026-05-10,project-22,cloud-run,global,prod,finops,security,74.321,6.531,0.696,71.648,76.06,1
genai-rag-085-00131,2026-05-11,project-07,bigquery,us-central1,staging,backend,cost,62.849,4.125,0.471,162.86,71.858,0
genai-rag-085-00132,2026-05-12,project-06,vertex-ai,us-east1,staging,data,latency,63.566,14.687,0.496,0.0,73.878,1
genai-rag-085-00133,2026-05-13,project-20,cloud-run,europe-west1,prod,security,latency,59.497,3.415,0.631,131.801,70.098,1
genai-rag-085-00134,2026-05-14,project-11,bigquery,us-central1,sandbox,platform,latency,45.564,9.641,0.42,34.929,58.237,1
genai-rag-085-00135,2026-05-15,project-12,pubsub,us-east1,staging,finops,quality,41.64,9.568,0.502,100.957,69.192,1
genai-rag-085-00136,2026-05-16,project-10,gke,global,staging,backend,latency,81.242,5.996,0.814,117.304,88.022,1
genai-rag-085-00137,2026-05-17,project-04,compute,asia-south1,prod,data,quality,56.524,4.418,0.418,48.317,51.768,0
genai-rag-085-00138,2026-05-18,project-03,pubsub,us-central1,dev,finops,security,39.013,6.717,0.617,154.638,73.474,1
genai-rag-085-00139,2026-05-19,project-02,cloud-run,us-east1,sandbox,backend,cost,61.559,5.922,0.35,171.38,72.607,1
genai-rag-085-00140,2026-05-20,project-17,bigquery,us-central1,prod,platform,cost,50.308,5.508,0.54,160.223,72.726,1
genai-rag-085-00141,2026-05-21,project-14,cloud-sql,europe-west1,staging,data,cost,62.336,11.57,0.484,2.501,66.119,1
genai-rag-085-00142,2026-05-22,project-22,vertex-ai,us-central1,dev,backend,cost,48.699,9.079,0.531,107.496,72.49,1
genai-rag-085-00143,2026-05-23,project-19,cloud-sql,us-east1,dev,backend,cost,36.942,9.123,0.788,162.268,85.461,1
genai-rag-085-00144,2026-05-24,project-07,cloud-sql,global,prod,security,reliability,58.869,3.874,0.793,80.875,69.193,1
genai-rag-085-00145,2026-05-25,project-23,cloud-run,europe-west1,prod,data,latency,59.082,11.241,0.65,57.266,78.009,1
genai-rag-085-00146,2026-05-26,project-22,gke,europe-west1,prod,mlops,cost,80.982,5.8,0.671,82.645,77.414,1
genai-rag-085-00147,2026-05-27,project-09,gke,europe-west1,staging,backend,security,37.71,19.163,0.583,37.094,83.727,1
genai-rag-085-00148,2026-05-28,project-07,cloud-sql,asia-south1,staging,mlops,quality,27.939,10.122,0.716,283.936,99.864,1
genai-rag-085-00149,2026-05-29,project-14,vertex-ai,asia-south1,sandbox,mlops,latency,14.447,8.168,0.824,59.485,61.63,1
genai-rag-085-00150,2026-05-30,project-06,vertex-ai,global,prod,security,quality,24.756,5.89,0.534,145.094,62.257,0
genai-rag-085-00151,2026-05-31,project-22,cloud-sql,us-central1,prod,backend,cost,55.811,8.207,0.452,160.097,77.851,1
genai-rag-085-00152,2026-06-01,project-05,bigquery,us-east1,prod,backend,cost,55.024,15.538,0.648,0.0,78.194,1
genai-rag-085-00153,2026-06-02,project-22,gke,asia-south1,staging,security,reliability,33.562,16.01,0.832,107.852,93.952,1
genai-rag-085-00154,2026-06-03,project-22,cloud-sql,us-central1,prod,backend,latency,69.86,7.766,0.511,134.317,80.045,1
genai-rag-085-00155,2026-06-04,project-09,bigquery,global,prod,security,reliability,17.284,28.169,0.646,60.234,100,1
genai-rag-085-00156,2026-06-05,project-12,pubsub,asia-south1,prod,mlops,cost,52.305,9.187,0.483,172.805,81.849,1
genai-rag-085-00157,2026-06-06,project-15,compute,asia-south1,prod,backend,cost,63.594,20.484,0.396,126.396,100,1
genai-rag-085-00158,2026-06-07,project-11,pubsub,us-central1,prod,backend,security,89.853,6.365,0.454,70.428,72.461,1
genai-rag-085-00159,2026-06-08,project-14,pubsub,asia-south1,prod,finops,cost,64.801,12.977,0.0,56.382,61.182,0
genai-rag-085-00160,2026-06-09,project-16,cloud-run,europe-west1,sandbox,security,quality,69.156,10.793,0.489,62.813,75.663,1
genai-rag-085-00161,2026-06-10,project-22,cloud-run,global,dev,mlops,security,46.832,8.632,0.84,99.269,80.409,1
genai-rag-085-00162,2026-06-11,project-13,cloud-run,us-east1,prod,finops,cost,59.56,5.842,0.647,154.998,79.726,1
genai-rag-085-00163,2026-06-12,project-16,bigquery,us-east1,staging,mlops,cost,33.569,8.935,0.665,175.864,81.519,1
genai-rag-085-00164,2026-06-13,project-10,cloud-sql,global,dev,mlops,reliability,56.782,6.703,0.523,99.123,68.274,1
genai-rag-085-00165,2026-06-14,project-16,vertex-ai,global,prod,data,reliability,82.854,5.932,0.487,185.916,86.998,1
genai-rag-085-00166,2026-06-15,project-20,cloud-sql,us-central1,prod,security,reliability,59.848,8.29,0.447,105.753,71.357,1
genai-rag-085-00167,2026-06-16,project-19,cloud-sql,asia-south1,staging,mlops,quality,59.527,6.619,0.724,24.729,65.225,1
genai-rag-085-00168,2026-06-17,project-05,gke,europe-west1,dev,backend,reliability,62.126,12.392,0.647,85.973,85.841,1
genai-rag-085-00169,2026-06-18,project-20,pubsub,europe-west1,prod,security,reliability,70.78,8.789,0.448,145.811,82.225,1
genai-rag-085-00170,2026-06-19,project-09,vertex-ai,us-central1,sandbox,security,reliability,18.136,10.168,0.38,217.077,75.03,1
genai-rag-085-00171,2026-06-20,project-24,vertex-ai,europe-west1,staging,mlops,quality,48.837,9.08,0.628,212.853,91.301,1
genai-rag-085-00172,2026-06-21,project-12,pubsub,asia-south1,prod,finops,latency,65.267,8.686,0.387,192.918,84.79,1
genai-rag-085-00173,2026-06-22,project-24,cloud-run,asia-south1,dev,platform,quality,34.446,15.404,0.535,139.931,87.13,1
genai-rag-085-00174,2026-06-23,project-24,bigquery,us-east1,dev,finops,cost,23.962,10.894,0.617,197.697,84.232,1
genai-rag-085-00175,2026-06-24,project-08,vertex-ai,asia-south1,dev,mlops,security,31.929,10.813,0.795,122.326,82.07,1
genai-rag-085-00176,2026-06-25,project-18,pubsub,europe-west1,prod,mlops,latency,61.992,10.295,0.295,89.667,69.12,0
genai-rag-085-00177,2026-06-26,project-06,pubsub,global,dev,finops,latency,38.544,15.29,0.279,132.994,78.327,1
genai-rag-085-00178,2026-06-27,project-14,compute,asia-south1,prod,data,latency,56.419,6.464,0.608,129.878,75.05,0
genai-rag-085-00179,2026-06-28,project-20,cloud-sql,us-central1,dev,platform,quality,14.915,8.936,0.491,87.781,56.057,0
genai-rag-085-00180,2026-06-29,project-11,vertex-ai,asia-south1,prod,platform,security,102.324,7.249,0.372,96.215,79.779,1
genai-rag-085-00181,2026-01-01,project-16,vertex-ai,europe-west1,prod,security,security,62.773,6.94,0.521,224.652,89.161,1
genai-rag-085-00182,2026-01-02,project-14,compute,us-east1,prod,mlops,cost,69.719,15.614,0.622,200.727,100,1
genai-rag-085-00183,2026-01-03,project-24,bigquery,europe-west1,sandbox,security,latency,16.089,7.633,0.531,211.084,72.81,1
genai-rag-085-00184,2026-01-04,project-20,pubsub,us-central1,prod,data,quality,57.911,12.057,0.718,141.831,94.216,1
genai-rag-085-00185,2026-01-05,project-13,pubsub,asia-south1,prod,platform,latency,98.606,9.52,0.619,116.588,95.393,1
genai-rag-085-00186,2026-01-06,project-09,cloud-run,global,prod,backend,security,87.585,3.939,0.552,175.285,84.728,1
genai-rag-085-00187,2026-01-07,project-05,cloud-sql,us-east1,prod,backend,cost,56.366,4.425,0.722,88.582,68.241,1
genai-rag-085-00188,2026-01-08,project-20,vertex-ai,us-central1,prod,data,quality,59.257,12.711,0.509,73.207,78.89,1
genai-rag-085-00189,2026-01-09,project-22,compute,europe-west1,prod,data,cost,70.757,8.532,0.581,99.473,79.514,1
genai-rag-085-00190,2026-01-10,project-10,pubsub,europe-west1,dev,platform,cost,42.384,3.508,0.373,65.81,45.672,0
genai-rag-085-00191,2026-01-11,project-19,cloud-run,europe-west1,prod,data,reliability,31.553,8.877,0.18,152.225,60.256,0
genai-rag-085-00192,2026-01-12,project-17,vertex-ai,us-east1,staging,security,cost,51.601,4.81,0.423,117.738,61.259,0
genai-rag-085-00193,2026-01-13,project-05,compute,global,prod,finops,quality,64.853,6.213,0.421,77.727,63.266,0
genai-rag-085-00194,2026-01-14,project-17,bigquery,europe-west1,prod,data,quality,80.901,17.177,0.6,125.976,100,1
genai-rag-085-00195,2026-01-15,project-20,bigquery,asia-south1,prod,platform,security,59.531,7.215,0.492,132.222,74.173,1
genai-rag-085-00196,2026-01-16,project-01,cloud-sql,global,sandbox,mlops,reliability,43.965,7.773,0.602,87.895,67.413,1
genai-rag-085-00197,2026-01-17,project-20,cloud-run,global,sandbox,data,reliability,48.709,13.215,0.291,77.517,69.373,0
genai-rag-085-00198,2026-01-18,project-08,vertex-ai,global,prod,backend,reliability,59.887,20.613,0.213,178.389,100,1
genai-rag-085-00199,2026-01-19,project-23,pubsub,europe-west1,prod,data,quality,61.581,8.706,0.53,167.017,84.774,1
genai-rag-085-00200,2026-01-20,project-16,vertex-ai,us-east1,dev,mlops,reliability,56.49,12.854,0.555,70.886,79.527,1
genai-rag-085-00201,2026-01-21,project-13,gke,us-east1,dev,mlops,reliability,32.846,13.436,0.531,133.003,80.828,1
genai-rag-085-00202,2026-01-22,project-18,cloud-run,asia-south1,prod,platform,cost,77.438,15.902,0.542,160.231,100,1
genai-rag-085-00203,2026-01-23,project-16,pubsub,europe-west1,sandbox,backend,security,56.117,4.968,0.798,116.097,76.094,1
genai-rag-085-00204,2026-01-24,project-13,cloud-run,europe-west1,sandbox,finops,quality,34.413,12.168,0.489,159.137,80.759,1
genai-rag-085-00205,2026-01-25,project-14,gke,us-central1,prod,mlops,latency,54.458,8.011,0.093,86.327,53.597,0
genai-rag-085-00206,2026-01-26,project-21,vertex-ai,global,prod,data,reliability,61.013,14.78,0.201,88.764,75.821,1
genai-rag-085-00207,2026-01-27,project-05,pubsub,europe-west1,sandbox,finops,latency,31.407,8.397,0.695,99.865,69.474,0
genai-rag-085-00208,2026-01-28,project-11,bigquery,global,dev,mlops,reliability,50.994,16.395,0.28,161.834,89.504,1
genai-rag-085-00209,2026-01-29,project-22,cloud-run,us-east1,prod,backend,quality,78.677,6.867,0.229,196.155,80.181,1
genai-rag-085-00210,2026-01-30,project-04,compute,asia-south1,prod,platform,latency,27.068,11.984,0.345,160.319,72.891,1
genai-rag-085-00211,2026-01-31,project-07,pubsub,us-east1,dev,backend,reliability,65.326,6.998,0.459,174.422,80.694,1
genai-rag-085-00212,2026-02-01,project-04,vertex-ai,us-east1,staging,data,reliability,24.003,12.045,0.403,94.779,64.433,1
genai-rag-085-00213,2026-02-02,project-04,cloud-sql,asia-south1,sandbox,platform,cost,58.555,4.528,0.46,136.731,67.1,0
genai-rag-085-00214,2026-02-03,project-10,pubsub,asia-south1,prod,platform,reliability,64.098,10.716,0.55,82.806,78.764,1
genai-rag-085-00215,2026-02-04,project-21,bigquery,europe-west1,dev,backend,latency,36.176,8.073,0.342,148.162,65.076,1
genai-rag-085-00216,2026-02-05,project-15,vertex-ai,us-east1,staging,finops,reliability,32.976,4.374,0.359,171.187,59.277,0
genai-rag-085-00217,2026-02-06,project-18,vertex-ai,us-central1,sandbox,backend,security,19.871,6.145,0.699,83.481,57.932,0
genai-rag-085-00218,2026-02-07,project-07,cloud-run,us-central1,dev,mlops,latency,43.888,5.049,0.299,96.096,51.621,0
