record_id,event_date,project_name,service_name,gcp_region,environment,owning_team,signal_category,metric_a,metric_b,metric_c,metric_d,risk_score,pipeline_failed
devops-ci-046-00094,2026-04-04,project-10,cloud-sql,asia-south1,staging,data,quality,54.783,12.706,0.588,76.509,80.559,1
devops-ci-046-00095,2026-04-05,project-04,cloud-sql,us-east1,prod,data,latency,40.248,12.403,0.504,215.937,92.158,1
devops-ci-046-00096,2026-04-06,project-17,cloud-sql,global,prod,security,cost,66.7,9.765,0.629,61.273,77.081,1
devops-ci-046-00097,2026-04-07,project-17,cloud-run,europe-west1,prod,platform,quality,88.136,10.42,0.166,52.656,68.65,0
devops-ci-046-00098,2026-04-08,project-01,vertex-ai,global,prod,security,latency,109.708,5.026,0.914,67.862,92.012,1
devops-ci-046-00099,2026-04-09,project-10,bigquery,global,prod,data,latency,70.118,7.939,0.372,114.918,72.845,1
devops-ci-046-00100,2026-04-10,project-05,gke,europe-west1,prod,finops,reliability,57.414,6.456,0.714,91.945,73.558,0
devops-ci-046-00101,2026-04-11,project-24,bigquery,us-central1,prod,platform,latency,94.178,11.889,0.172,125.239,84.987,1
devops-ci-046-00102,2026-04-12,project-10,pubsub,europe-west1,dev,finops,security,12.173,9.489,0.602,91.629,60.834,1
devops-ci-046-00103,2026-04-13,project-08,compute,us-east1,prod,finops,quality,48.475,4.796,0.72,123.51,71.369,1
devops-ci-046-00104,2026-04-14,project-20,gke,asia-south1,sandbox,mlops,latency,13.812,10.277,0.558,230.319,81.932,1
devops-ci-046-00105,2026-04-15,project-05,compute,asia-south1,sandbox,security,latency,53.261,12.335,0.501,143.417,85.873,1
devops-ci-046-00106,2026-04-16,project-15,bigquery,global,prod,backend,quality,65.907,11.967,0.612,114.848,89.159,1
devops-ci-046-00107,2026-04-17,project-19,cloud-run,us-east1,prod,platform,cost,55.416,16.292,0.499,139.707,95.249,1
devops-ci-046-00108,2026-04-18,project-08,bigquery,global,staging,platform,security,33.257,8.584,0.708,140.761,76.977,1
devops-ci-046-00109,2026-04-19,project-15,bigquery,asia-south1,prod,mlops,cost,73.925,10.335,0.479,70.109,76.978,1
devops-ci-046-00110,2026-04-20,project-09,cloud-sql,europe-west1,prod,data,cost,35.131,15.307,0.803,87.147,88.826,1
devops-ci-046-00111,2026-04-21,project-06,gke,europe-west1,prod,finops,cost,92.814,9.423,0.746,128.731,99.355,1
devops-ci-046-00112,2026-04-22,project-12,bigquery,global,dev,mlops,security,59.315,6.174,0.404,132.051,68.564,0
devops-ci-046-00113,2026-04-23,project-17,cloud-sql,asia-south1,prod,backend,reliability,62.755,18.877,0.885,27.963,100,1
devops-ci-046-00114,2026-04-24,project-03,bigquery,global,sandbox,security,security,36.679,9.518,0.494,55.221,60.389,1
devops-ci-046-00115,2026-04-25,project-21,vertex-ai,europe-west1,dev,finops,latency,54.145,8.388,0.685,94.181,76.232,0
devops-ci-046-00116,2026-04-26,project-09,pubsub,us-east1,staging,backend,reliability,55.731,11.606,0.67,156.162,92.81,1
devops-ci-046-00117,2026-04-27,project-09,compute,us-central1,prod,platform,reliability,96.183,9.471,0.416,164.981,94.383,1
devops-ci-046-00118,2026-04-28,project-18,pubsub,us-central1,prod,mlops,security,39.801,7.798,0.466,201.988,77.892,1
devops-ci-046-00119,2026-04-29,project-19,vertex-ai,europe-west1,staging,mlops,reliability,70.372,12.555,0.408,71.881,78.688,1
devops-ci-046-00120,2026-04-30,project-13,cloud-run,global,prod,backend,reliability,45.819,7.776,0.579,122.498,72.31,1
devops-ci-046-00121,2026-05-01,project-15,gke,global,prod,backend,reliability,55.573,5.512,0.672,169.217,80.509,1
devops-ci-046-00122,2026-05-02,project-07,cloud-sql,us-east1,prod,finops,security,75.074,5.883,0.468,46.625,63.182,1
devops-ci-046-00123,2026-05-03,project-20,bigquery,europe-west1,staging,data,latency,64.988,9.897,0.449,91.312,74.87,1
devops-ci-046-00124,2026-05-04,project-02,gke,us-east1,sandbox,data,latency,52.764,7.328,0.805,41.734,69.827,0
devops-ci-046-00125,2026-05-05,project-10,gke,us-central1,dev,backend,reliability,55.049,17.028,0.405,173.347,98.454,1
devops-ci-046-00126,2026-05-06,project-12,compute,us-central1,prod,backend,quality,80.268,8.447,0.371,98.615,75.17,1
devops-ci-046-00127,2026-05-07,project-05,bigquery,global,staging,data,cost,44.364,17.087,0.786,114.638,99.625,1
devops-ci-046-00128,2026-05-08,project-11,vertex-ai,us-east1,prod,finops,cost,61.748,6.329,0.534,74.726,65.967,0
devops-ci-046-00129,2026-05-09,project-11,bigquery,us-east1,dev,security,security,41.94,7.948,1.099,122.887,89.61,1
devops-ci-046-00130,2026-05-10,project-20,bigquery,us-east1,prod,data,cost,61.079,7.238,0.54,104.825,72.453,1
devops-ci-046-00131,2026-05-11,project-19,compute,us-east1,dev,security,cost,55.227,9.638,0.805,0.0,69.993,1
devops-ci-046-00132,2026-05-12,project-21,compute,global,prod,security,latency,61.103,3.348,0.478,149.866,67.784,0
devops-ci-046-00133,2026-05-13,project-01,cloud-sql,us-east1,prod,mlops,cost,95.759,17.116,0.442,147.631,100,1
devops-ci-046-00134,2026-05-14,project-04,bigquery,asia-south1,sandbox,data,quality,44.421,19.837,0.659,136.283,100,1
devops-ci-046-00135,2026-05-15,project-07,compute,us-east1,dev,data,cost,67.658,4.677,0.58,114.778,71.632,0
devops-ci-046-00136,2026-05-16,project-15,vertex-ai,us-east1,prod,platform,security,49.298,4.345,0.433,142.881,63.384,1
devops-ci-046-00137,2026-05-17,project-18,compute,europe-west1,staging,security,security,25.143,2.107,0.489,83.721,43.041,0
devops-ci-046-00138,2026-05-18,project-05,pubsub,europe-west1,sandbox,finops,cost,53.244,3.885,0.234,100.668,50.571,0
devops-ci-046-00139,2026-05-19,project-17,vertex-ai,asia-south1,dev,backend,reliability,16.306,12.855,0.555,85.994,67.668,1
devops-ci-046-00140,2026-05-20,project-03,compute,asia-south1,staging,security,quality,66.608,8.702,0.582,241.395,99.191,1
devops-ci-046-00141,2026-05-21,project-12,pubsub,us-central1,dev,security,quality,33.971,15.86,0.461,193.241,93.212,1
devops-ci-046-00142,2026-05-22,project-24,pubsub,europe-west1,prod,platform,latency,70.515,9.793,0.57,62.836,76.644,1
devops-ci-046-00143,2026-05-23,project-16,gke,us-east1,prod,data,quality,72.844,7.012,0.491,3.338,59.529,0
devops-ci-046-00144,2026-05-24,project-14,gke,europe-west1,dev,platform,latency,48.713,12.646,0.404,64.821,70.15,1
devops-ci-046-00145,2026-05-25,project-23,compute,asia-south1,staging,finops,reliability,44.27,12.823,0.373,222.003,90.845,1
devops-ci-046-00146,2026-05-26,project-04,pubsub,europe-west1,prod,finops,quality,47.087,5.896,0.0,71.846,40.715,0
devops-ci-046-00147,2026-05-27,project-06,compute,us-central1,staging,data,latency,35.687,13.939,0.535,89.43,76.782,1
devops-ci-046-00148,2026-05-28,project-19,gke,global,staging,data,latency,37.165,13.493,0.509,126.747,80.79,1
devops-ci-046-00149,2026-05-29,project-02,compute,global,prod,finops,reliability,63.046,9.127,0.546,153.389,84.842,1
devops-ci-046-00150,2026-05-30,project-13,compute,europe-west1,sandbox,security,latency,51.836,6.276,0.276,159.648,65.729,0
devops-ci-046-00151,2026-05-31,project-18,gke,us-central1,staging,platform,security,57.529,7.56,0.656,59.11,69.355,1
devops-ci-046-00152,2026-06-01,project-09,vertex-ai,europe-west1,prod,backend,latency,93.407,8.485,0.6,193.953,100,1
devops-ci-046-00153,2026-06-02,project-21,compute,asia-south1,sandbox,finops,reliability,43.892,4.816,0.454,68.907,52.538,0
devops-ci-046-00154,2026-06-03,project-24,gke,us-east1,prod,data,cost,75.958,21.74,0.489,136.942,100,1
devops-ci-046-00155,2026-06-04,project-05,cloud-run,asia-south1,sandbox,backend,quality,21.954,13.44,0.75,101.258,80.061,1
devops-ci-046-00156,2026-06-05,project-07,gke,asia-south1,prod,mlops,security,71.672,7.014,0.584,118.749,79.209,1
devops-ci-046-00157,2026-06-06,project-01,pubsub,us-east1,dev,platform,security,61.287,16.883,0.803,171.257,100,1
devops-ci-046-00158,2026-06-07,project-06,cloud-sql,europe-west1,prod,backend,cost,85.947,11.598,0.492,192.2,100,1
devops-ci-046-00159,2026-06-08,project-23,bigquery,asia-south1,prod,finops,quality,77.284,7.261,0.753,91.17,83.642,1
devops-ci-046-00160,2026-06-09,project-16,cloud-run,global,staging,backend,reliability,33.699,15.511,0.827,136.911,96.898,1
devops-ci-046-00161,2026-06-10,project-02,compute,global,prod,platform,latency,91.672,7.136,0.826,170.209,100,1
devops-ci-046-00162,2026-06-11,project-17,compute,us-central1,sandbox,finops,reliability,22.885,11.75,0.506,161.229,76.649,1
devops-ci-046-00163,2026-06-12,project-17,cloud-run,us-east1,sandbox,backend,reliability,70.782,9.021,0.491,137.157,83.01,1
devops-ci-046-00164,2026-06-13,project-15,cloud-sql,global,prod,platform,reliability,61.098,15.163,0.657,95.803,93.731,1
devops-ci-046-00165,2026-06-14,project-22,bigquery,europe-west1,staging,security,security,38.675,4.683,0.617,9.957,47.51,0
devops-ci-046-00166,2026-06-15,project-13,compute,us-central1,sandbox,finops,latency,57.786,13.74,0.591,78.139,84.365,1
devops-ci-046-00167,2026-06-16,project-10,bigquery,global,staging,data,latency,28.551,17.394,0.328,26.332,65.899,0
devops-ci-046-00168,2026-06-17,project-15,compute,asia-south1,prod,data,reliability,80.359,11.658,0.461,200.759,100,1
devops-ci-046-00169,2026-06-18,project-01,compute,us-east1,prod,backend,latency,77.527,10.155,0.453,113.349,83.215,1
devops-ci-046-00170,2026-06-19,project-22,compute,us-east1,sandbox,mlops,latency,90.863,8.874,0.656,51.429,82.968,1
devops-ci-046-00171,2026-06-20,project-23,pubsub,us-east1,sandbox,platform,security,55.814,6.686,0.293,129.458,64.27,1
devops-ci-046-00172,2026-06-21,project-11,compute,asia-south1,prod,mlops,quality,49.877,19.034,0.622,57.152,91.974,1
devops-ci-046-00173,2026-06-22,project-15,cloud-run,global,prod,data,security,78.21,11.086,0.581,102.058,88.459,1
devops-ci-046-00174,2026-06-23,project-12,cloud-sql,global,prod,platform,quality,62.252,18.446,0.738,5.14,91.408,1
devops-ci-046-00175,2026-06-24,project-11,cloud-sql,europe-west1,prod,data,cost,46.648,7.687,0.35,84.105,58.778,0
devops-ci-046-00176,2026-06-25,project-21,bigquery,asia-south1,prod,backend,cost,49.309,12.665,0.783,93.149,87.799,1
devops-ci-046-00177,2026-06-26,project-06,gke,us-central1,dev,data,cost,39.275,5.842,0.727,16.013,55.158,0
devops-ci-046-00178,2026-06-27,project-07,bigquery,europe-west1,prod,finops,reliability,91.154,13.004,0.886,75.797,100,1
devops-ci-046-00179,2026-06-28,project-21,gke,europe-west1,prod,mlops,cost,58.225,8.82,0.446,164.331,80.534,1
devops-ci-046-00180,2026-06-29,project-06,cloud-run,global,prod,finops,latency,65.361,8.669,0.725,91.297,81.793,1
devops-ci-046-00181,2026-01-01,project-10,vertex-ai,us-east1,prod,backend,quality,47.908,5.365,0.694,310.64,98.878,1
devops-ci-046-00182,2026-01-02,project-21,vertex-ai,us-east1,sandbox,platform,latency,49.158,12.003,0.536,162.666,87.694,1
devops-ci-046-00183,2026-01-03,project-08,cloud-sql,europe-west1,prod,platform,quality,92.524,11.136,0.255,151.906,89.445,1
devops-ci-046-00184,2026-01-04,project-12,cloud-run,europe-west1,sandbox,backend,reliability,47.004,8.317,0.486,114.497,69.565,0
devops-ci-046-00185,2026-01-05,project-21,pubsub,asia-south1,sandbox,mlops,latency,62.935,9.898,0.346,148.884,78.945,1
devops-ci-046-00186,2026-01-06,project-24,pubsub,asia-south1,prod,data,security,72.103,6.62,0.803,100.038,83.377,1
devops-ci-046-00187,2026-01-07,project-15,cloud-run,us-central1,sandbox,mlops,latency,61.824,9.942,0.757,40.033,77.17,1
devops-ci-046-00188,2026-01-08,project-20,cloud-sql,us-east1,prod,security,cost,92.12,13.371,0.682,175.931,100,1
devops-ci-046-00189,2026-01-09,project-07,cloud-run,asia-south1,staging,security,security,45.129,6.341,0.797,96.513,72.561,0
devops-ci-046-00190,2026-01-10,project-07,cloud-run,asia-south1,staging,mlops,quality,62.469,8.667,0.81,80.579,82.188,1
devops-ci-046-00191,2026-01-11,project-03,pubsub,asia-south1,prod,finops,security,83.46,16.886,0.85,82.904,100,1
devops-ci-046-00192,2026-01-12,project-20,bigquery,global,dev,mlops,reliability,24.279,12.487,0.62,134.639,78.969,1
devops-ci-046-00193,2026-01-13,project-17,gke,asia-south1,dev,platform,latency,81.459,12.4,0.299,80.064,79.585,1
devops-ci-046-00194,2026-01-14,project-13,cloud-run,europe-west1,dev,security,quality,47.678,4.971,0.751,198.922,83.581,1
devops-ci-046-00195,2026-01-15,project-09,pubsub,europe-west1,dev,finops,security,40.104,13.377,0.695,41.27,75.593,1
devops-ci-046-00196,2026-01-16,project-18,pubsub,us-east1,prod,finops,reliability,29.431,6.428,0.629,15.463,49.57,0
devops-ci-046-00197,2026-01-17,project-14,gke,global,staging,finops,quality,15.531,12.502,0.713,131.613,78.756,1
devops-ci-046-00198,2026-01-18,project-03,cloud-run,us-central1,prod,mlops,security,84.522,5.506,0.644,54.02,72.848,1
devops-ci-046-00199,2026-01-19,project-18,compute,europe-west1,sandbox,finops,reliability,50.542,20.361,0.36,57.263,86.15,1
devops-ci-046-00200,2026-01-20,project-23,vertex-ai,global,dev,security,cost,35.13,5.889,0.459,219.039,74.045,1
devops-ci-046-00201,2026-01-21,project-13,vertex-ai,global,prod,security,latency,25.787,11.918,0.84,110.629,82.368,1
devops-ci-046-00202,2026-01-22,project-20,compute,us-central1,prod,backend,cost,73.676,8.251,0.618,145.664,87.912,1
devops-ci-046-00203,2026-01-23,project-14,vertex-ai,global,sandbox,mlops,latency,29.684,4.159,0.651,180.389,69.185,1
devops-ci-046-00204,2026-01-24,project-07,cloud-sql,asia-south1,prod,platform,security,80.8,7.528,0.587,91.257,79.699,1
devops-ci-046-00205,2026-01-25,project-13,compute,us-central1,staging,mlops,reliability,70.011,18.386,0.176,53.187,81.321,1
devops-ci-046-00206,2026-01-26,project-11,compute,global,staging,backend,security,37.379,6.375,0.72,91.019,66.431,0
devops-ci-046-00207,2026-01-27,project-24,pubsub,asia-south1,dev,security,cost,49.597,17.591,0.608,103.623,94.796,1
devops-ci-046-00208,2026-01-28,project-04,gke,global,prod,security,quality,55.787,4.242,0.601,181.896,76.985,1
devops-ci-046-00209,2026-01-29,project-23,bigquery,global,sandbox,mlops,reliability,60.536,10.425,0.463,190.228,89.459,1
devops-ci-046-00210,2026-01-30,project-17,cloud-run,asia-south1,staging,finops,security,15.19,8.072,0.687,94.276,61.945,0
devops-ci-046-00211,2026-01-31,project-04,pubsub,us-east1,prod,backend,latency,58.445,7.845,0.482,169.631,80.369,1
devops-ci-046-00212,2026-02-01,project-21,vertex-ai,europe-west1,prod,security,latency,58.147,11.593,0.743,150.132,95.301,1
devops-ci-046-00213,2026-02-02,project-07,cloud-sql,europe-west1,sandbox,finops,quality,53.957,17.895,0.527,195.877,100,1
devops-ci-046-00214,2026-02-03,project-17,cloud-sql,europe-west1,staging,security,reliability,39.092,5.658,0.616,80.698,60.213,0
devops-ci-046-00215,2026-02-04,project-10,compute,us-east1,dev,platform,security,13.311,13.913,0.629,166.059,83.354,1
devops-ci-046-00216,2026-02-05,project-08,vertex-ai,us-east1,sandbox,security,reliability,54.843,7.779,0.447,103.557,68.093,1
devops-ci-046-00217,2026-02-06,project-20,cloud-sql,global,prod,mlops,cost,70.894,9.555,0.774,84.876,86.576,1
devops-ci-046-00218,2026-02-07,project-06,cloud-run,global,staging,security,latency,74.153,6.08,0.654,74.197,73.851,1
devops-ci-046-00219,2026-02-08,project-17,vertex-ai,asia-south1,prod,platform,security,90.262,5.653,0.806,125.764,91.333,1
devops-ci-046-00220,2026-02-09,project-16,cloud-run,us-central1,prod,data,reliability,77.014,3.806,0.391,120.628,67.112,1
