record_id,event_date,project_name,service_name,gcp_region,environment,owning_team,signal_category,metric_a,metric_b,metric_c,metric_d,risk_score,evaluation_passed
genai-rag-045-00078,2026-03-19,project-15,bigquery,us-central1,prod,data,cost,50.192,6.325,0.597,88.835,66.176,0
genai-rag-045-00079,2026-03-20,project-04,pubsub,asia-south1,prod,platform,reliability,67.545,26.651,0.678,79.219,100,1
genai-rag-045-00080,2026-03-21,project-20,vertex-ai,europe-west1,staging,platform,cost,72.616,18.714,0.424,147.814,100,1
genai-rag-045-00081,2026-03-22,project-23,pubsub,asia-south1,prod,finops,reliability,81.412,14.552,0.592,67.15,92.962,1
genai-rag-045-00082,2026-03-23,project-01,pubsub,us-central1,prod,finops,quality,78.801,7.498,0.551,132.558,83.692,1
genai-rag-045-00083,2026-03-24,project-10,compute,europe-west1,staging,finops,cost,9.288,18.706,0.518,98.794,79.436,1
genai-rag-045-00084,2026-03-25,project-14,compute,global,sandbox,mlops,security,50.47,5.847,0.619,171.274,77.95,1
genai-rag-045-00085,2026-03-26,project-22,cloud-sql,global,staging,platform,reliability,62.174,5.953,0.209,58.653,51.52,0
genai-rag-045-00086,2026-03-27,project-13,pubsub,us-central1,prod,mlops,cost,77.719,11.76,0.578,46.749,81.689,1
genai-rag-045-00087,2026-03-28,project-09,compute,asia-south1,prod,data,quality,51.09,5.611,0.599,28.612,56.111,0
genai-rag-045-00088,2026-03-29,project-08,bigquery,asia-south1,dev,finops,security,60.504,7.329,0.505,222.339,88.377,1
genai-rag-045-00089,2026-03-30,project-06,cloud-run,global,prod,platform,cost,88.722,18.246,0.5,159.833,100,1
genai-rag-045-00090,2026-03-31,project-06,compute,us-east1,sandbox,mlops,latency,41.2,11.545,0.159,134.429,66.528,0
genai-rag-045-00091,2026-04-01,project-16,cloud-sql,asia-south1,prod,finops,security,105.93,7.945,0.715,179.355,100,1
genai-rag-045-00092,2026-04-02,project-11,pubsub,us-central1,sandbox,finops,reliability,38.276,4.676,0.39,114.174,54.608,0
genai-rag-045-00093,2026-04-03,project-10,vertex-ai,asia-south1,prod,platform,security,80.77,8.122,0.725,147.147,94.055,1
genai-rag-045-00094,2026-04-04,project-06,cloud-run,asia-south1,sandbox,data,quality,43.903,9.57,0.325,103.115,64.109,1
genai-rag-045-00095,2026-04-05,project-07,gke,global,dev,data,latency,41.607,12.489,0.46,90.035,72.934,1
genai-rag-045-00096,2026-04-06,project-06,cloud-run,global,prod,finops,latency,55.092,7.118,0.881,97.13,80.891,1
genai-rag-045-00097,2026-04-07,project-21,pubsub,europe-west1,sandbox,security,reliability,17.451,4.608,0.407,39.851,36.916,0
genai-rag-045-00098,2026-04-08,project-24,gke,us-central1,prod,backend,reliability,48.41,5.582,0.366,162.236,66.438,0
genai-rag-045-00099,2026-04-09,project-20,cloud-run,asia-south1,dev,backend,latency,46.925,5.79,0.486,7.825,48.085,0
genai-rag-045-00100,2026-04-10,project-16,gke,europe-west1,dev,backend,cost,55.782,6.873,0.627,88.265,70.378,1
genai-rag-045-00101,2026-04-11,project-02,compute,us-east1,prod,backend,quality,100.724,8.502,0.437,247.624,100,1
genai-rag-045-00102,2026-04-12,project-20,pubsub,asia-south1,prod,platform,security,71.72,13.457,0.561,85.982,88.676,1
genai-rag-045-00103,2026-04-13,project-20,bigquery,us-central1,prod,backend,reliability,58.414,18.395,0.506,114.917,97.835,1
genai-rag-045-00104,2026-04-14,project-15,cloud-run,global,prod,data,quality,53.559,11.103,0.751,78.9,82.444,1
genai-rag-045-00105,2026-04-15,project-13,bigquery,asia-south1,prod,data,quality,71.575,7.97,0.503,186.843,88.501,1
genai-rag-045-00106,2026-04-16,project-06,bigquery,global,prod,platform,reliability,86.427,5.229,0.556,39.362,67.651,1
genai-rag-045-00107,2026-04-17,project-13,compute,us-central1,staging,finops,cost,50.155,4.613,0.714,139.147,73.6,1
genai-rag-045-00108,2026-04-18,project-11,gke,us-central1,sandbox,backend,latency,19.657,5.448,0.162,50.28,32.594,0
genai-rag-045-00109,2026-04-19,project-16,vertex-ai,us-central1,prod,security,cost,56.381,8.565,0.192,129.394,65.308,0
genai-rag-045-00110,2026-04-20,project-05,compute,us-central1,prod,finops,security,36.14,11.805,0.528,204.17,88.449,1
genai-rag-045-00111,2026-04-21,project-05,gke,asia-south1,dev,mlops,latency,37.171,2.743,0.497,109.675,52.799,0
genai-rag-045-00112,2026-04-22,project-23,compute,europe-west1,prod,data,reliability,64.147,12.64,0.512,130.073,88.834,1
genai-rag-045-00113,2026-04-23,project-22,cloud-sql,asia-south1,prod,platform,reliability,34.43,10.115,0.743,173.679,86.985,1
genai-rag-045-00114,2026-04-24,project-15,compute,us-central1,staging,backend,reliability,60.793,6.754,0.669,76.943,71.673,1
genai-rag-045-00115,2026-04-25,project-07,vertex-ai,us-central1,prod,platform,cost,66.831,4.395,0.849,73.887,74.136,1
genai-rag-045-00116,2026-04-26,project-17,pubsub,us-east1,staging,data,reliability,57.965,5.76,0.469,13.469,52.107,0
genai-rag-045-00117,2026-04-27,project-09,pubsub,global,dev,platform,latency,53.311,7.764,0.563,79.384,68.057,1
genai-rag-045-00118,2026-04-28,project-22,vertex-ai,us-east1,prod,backend,latency,81.0,11.681,0.85,154.965,100,1
genai-rag-045-00119,2026-04-29,project-01,bigquery,asia-south1,prod,security,latency,73.302,7.789,0.717,104.952,84.231,1
genai-rag-045-00120,2026-04-30,project-04,vertex-ai,asia-south1,dev,backend,security,23.854,11.809,0.638,133.466,77.697,1
genai-rag-045-00121,2026-05-01,project-06,cloud-run,us-east1,sandbox,backend,quality,36.826,13.822,0.611,140.54,87.021,1
genai-rag-045-00122,2026-05-02,project-18,pubsub,us-east1,dev,backend,quality,14.445,5.031,0.396,127.663,49.272,0
genai-rag-045-00123,2026-05-03,project-24,bigquery,asia-south1,sandbox,security,latency,12.929,6.515,0.571,179.56,65.898,1
genai-rag-045-00124,2026-05-04,project-11,pubsub,asia-south1,prod,platform,quality,92.453,6.7,0.626,120.926,87.537,1
genai-rag-045-00125,2026-05-05,project-22,cloud-sql,us-east1,dev,finops,reliability,22.307,10.381,0.683,191.248,83.825,1
genai-rag-045-00126,2026-05-06,project-20,cloud-run,europe-west1,dev,mlops,quality,70.969,6.455,0.783,191.764,95.271,1
genai-rag-045-00127,2026-05-07,project-09,bigquery,europe-west1,staging,finops,reliability,59.405,7.552,0.545,96.211,71.519,1
genai-rag-045-00128,2026-05-08,project-16,pubsub,us-central1,sandbox,data,security,53.084,5.718,0.62,81.63,65.526,1
genai-rag-045-00129,2026-05-09,project-20,compute,us-east1,staging,security,security,56.56,11.535,0.811,146.082,96.4,1
genai-rag-045-00130,2026-05-10,project-07,gke,asia-south1,staging,security,latency,9.774,5.975,0.493,45.475,41.249,0
genai-rag-045-00131,2026-05-11,project-18,cloud-sql,asia-south1,dev,mlops,reliability,54.487,8.418,0.426,99.08,68.072,0
genai-rag-045-00132,2026-05-12,project-04,bigquery,global,prod,security,quality,66.971,8.681,0.743,127.615,88.311,1
genai-rag-045-00133,2026-05-13,project-18,cloud-run,us-central1,dev,data,security,54.164,14.918,0.732,91.324,92.704,1
genai-rag-045-00134,2026-05-14,project-24,pubsub,asia-south1,dev,mlops,security,65.504,6.177,0.471,111.965,70.153,0
genai-rag-045-00135,2026-05-15,project-21,gke,asia-south1,prod,backend,latency,54.679,9.398,0.791,31.587,73.358,1
genai-rag-045-00136,2026-05-16,project-12,gke,us-east1,prod,platform,cost,100.054,5.685,0.723,29.638,77.911,1
genai-rag-045-00137,2026-05-17,project-06,gke,us-central1,prod,finops,cost,70.367,16.903,0.425,68.311,88.906,1
genai-rag-045-00138,2026-05-18,project-06,gke,europe-west1,prod,data,latency,70.423,11.704,0.576,98.878,86.537,1
genai-rag-045-00139,2026-05-19,project-08,pubsub,europe-west1,dev,finops,latency,57.0,13.217,0.716,18.701,78.577,1
genai-rag-045-00140,2026-05-20,project-05,cloud-run,us-central1,prod,platform,cost,43.54,7.665,0.69,50.259,64.603,1
genai-rag-045-00141,2026-05-21,project-23,gke,us-east1,sandbox,security,latency,38.093,4.948,0.611,56.094,54.443,0
genai-rag-045-00142,2026-05-22,project-24,gke,us-central1,dev,data,security,59.761,3.844,0.471,206.292,76.455,1
genai-rag-045-00143,2026-05-23,project-24,gke,europe-west1,prod,mlops,latency,70.443,8.697,0.579,65.938,74.829,0
genai-rag-045-00144,2026-05-24,project-11,cloud-sql,us-east1,prod,security,latency,80.952,9.85,0.585,172.086,96.887,1
genai-rag-045-00145,2026-05-25,project-06,cloud-sql,us-east1,prod,finops,quality,54.307,10.02,0.377,189.679,83.244,1
genai-rag-045-00146,2026-05-26,project-21,gke,us-central1,staging,finops,latency,61.491,10.593,0.288,197.989,85.192,1
genai-rag-045-00147,2026-05-27,project-11,pubsub,us-east1,prod,data,quality,78.644,11.546,0.855,140.302,100,1
genai-rag-045-00148,2026-05-28,project-06,cloud-run,global,sandbox,security,cost,66.703,11.419,0.346,89.998,75.225,1
genai-rag-045-00149,2026-05-29,project-15,gke,us-east1,dev,security,cost,28.939,6.265,0.368,124.894,55.841,0
genai-rag-045-00150,2026-05-30,project-14,pubsub,global,prod,data,reliability,70.167,13.129,0.633,41.499,83.4,1
genai-rag-045-00151,2026-05-31,project-24,cloud-run,us-central1,sandbox,platform,reliability,54.696,21.082,0.705,152.278,100,1
genai-rag-045-00152,2026-06-01,project-10,vertex-ai,asia-south1,prod,backend,latency,34.45,13.261,0.301,87.37,66.276,1
genai-rag-045-00153,2026-06-02,project-22,cloud-run,us-central1,prod,platform,reliability,96.327,6.24,0.619,15.521,72.203,1
genai-rag-045-00154,2026-06-03,project-13,gke,us-east1,sandbox,backend,quality,49.617,16.542,0.633,115.976,95.032,1
genai-rag-045-00155,2026-06-04,project-11,compute,asia-south1,prod,mlops,quality,68.298,15.977,0.463,128.057,96.064,1
genai-rag-045-00156,2026-06-05,project-08,vertex-ai,global,prod,platform,security,62.103,13.445,0.784,152.836,100,1
genai-rag-045-00157,2026-06-06,project-17,compute,europe-west1,prod,backend,security,73.944,2.708,0.697,167.088,80.961,1
genai-rag-045-00158,2026-06-07,project-19,cloud-sql,asia-south1,dev,finops,reliability,48.335,8.373,0.468,240.937,87.971,1
genai-rag-045-00159,2026-06-08,project-24,pubsub,us-central1,staging,security,reliability,7.201,18.036,0.43,106.724,75.218,0
genai-rag-045-00160,2026-06-09,project-08,pubsub,asia-south1,prod,data,latency,66.219,10.433,0.573,155.859,90.305,1
genai-rag-045-00161,2026-06-10,project-01,bigquery,global,prod,finops,security,38.598,7.29,0.418,53.963,53.019,0
genai-rag-045-00162,2026-06-11,project-09,compute,europe-west1,prod,finops,cost,61.186,9.504,0.27,35.626,58.237,0
genai-rag-045-00163,2026-06-12,project-05,cloud-run,us-east1,staging,mlops,reliability,57.335,7.084,0.508,156.991,77.271,1
genai-rag-045-00164,2026-06-13,project-10,cloud-run,global,staging,finops,cost,40.983,4.283,0.368,148.984,58.945,1
genai-rag-045-00165,2026-06-14,project-19,compute,global,prod,mlops,latency,92.476,9.088,0.425,75.702,79.487,1
genai-rag-045-00166,2026-06-15,project-18,pubsub,us-east1,dev,platform,cost,22.068,9.383,0.596,36.53,55.805,0
genai-rag-045-00167,2026-06-16,project-14,vertex-ai,global,dev,mlops,quality,64.517,9.927,0.399,50.119,67.018,1
genai-rag-045-00168,2026-06-17,project-13,pubsub,us-east1,prod,platform,quality,33.84,14.428,0.381,113.778,75.437,1
genai-rag-045-00169,2026-06-18,project-02,vertex-ai,asia-south1,prod,security,quality,44.896,8.997,0.848,90.643,79.605,1
genai-rag-045-00170,2026-06-19,project-23,pubsub,asia-south1,dev,backend,security,48.408,15.29,0.609,86.6,86.564,1
genai-rag-045-00171,2026-06-20,project-10,vertex-ai,us-east1,dev,data,cost,35.168,9.143,0.716,199.06,87.732,1
genai-rag-045-00172,2026-06-21,project-13,compute,asia-south1,sandbox,backend,reliability,46.83,3.603,0.473,182.544,67.974,1
genai-rag-045-00173,2026-06-22,project-04,pubsub,us-central1,prod,platform,quality,48.536,4.894,0.718,170.277,78.369,1
genai-rag-045-00174,2026-06-23,project-04,cloud-sql,us-east1,dev,security,latency,22.76,10.215,0.679,211.241,86.372,1
genai-rag-045-00175,2026-06-24,project-06,cloud-sql,europe-west1,sandbox,data,cost,56.398,8.347,0.595,87.584,72.813,0
genai-rag-045-00176,2026-06-25,project-24,gke,us-east1,staging,mlops,latency,39.203,12.819,0.631,117.381,82.835,1
genai-rag-045-00177,2026-06-26,project-24,gke,asia-south1,staging,backend,latency,46.107,6.386,0.796,79.782,70.533,1
genai-rag-045-00178,2026-06-27,project-07,cloud-sql,us-east1,staging,platform,reliability,56.768,10.261,0.202,174.498,76.329,1
genai-rag-045-00179,2026-06-28,project-08,cloud-run,global,prod,finops,reliability,55.791,10.165,0.658,31.749,70.905,1
genai-rag-045-00180,2026-06-29,project-09,pubsub,global,prod,mlops,security,75.53,8.758,0.462,46.969,69.89,0
genai-rag-045-00181,2026-01-01,project-03,compute,europe-west1,dev,security,security,3.291,2.714,0.661,54.925,38.629,0
genai-rag-045-00182,2026-01-02,project-08,compute,us-east1,prod,platform,latency,94.765,18.511,0.498,148.307,100,1
genai-rag-045-00183,2026-01-03,project-05,pubsub,us-east1,dev,finops,reliability,55.105,10.008,0.633,71.464,75.216,1
genai-rag-045-00184,2026-01-04,project-04,gke,us-east1,prod,security,latency,36.674,9.282,0.483,118.606,68.696,1
genai-rag-045-00185,2026-01-05,project-11,cloud-sql,europe-west1,dev,data,latency,14.282,6.362,0.89,114.719,67.723,1
genai-rag-045-00186,2026-01-06,project-18,cloud-run,us-east1,prod,mlops,cost,80.159,6.409,0.592,55.392,71.808,1
genai-rag-045-00187,2026-01-07,project-18,cloud-run,us-central1,prod,security,quality,78.044,7.856,0.433,204.791,90.666,1
genai-rag-045-00188,2026-01-08,project-22,cloud-run,global,prod,data,quality,77.915,9.482,0.496,116.926,83.807,1
genai-rag-045-00189,2026-01-09,project-02,vertex-ai,asia-south1,staging,finops,security,25.289,12.22,0.531,240.985,91.093,1
genai-rag-045-00190,2026-01-10,project-24,cloud-run,asia-south1,sandbox,security,cost,40.158,8.601,0.738,170.89,84.876,1
genai-rag-045-00191,2026-01-11,project-15,pubsub,us-central1,prod,data,latency,94.544,11.169,0.716,201.44,100,1
genai-rag-045-00192,2026-01-12,project-10,gke,europe-west1,staging,backend,reliability,69.041,10.784,0.556,24.067,72.297,1
genai-rag-045-00193,2026-01-13,project-12,bigquery,us-central1,prod,mlops,security,69.735,7.563,0.472,177.513,84.462,1
genai-rag-045-00194,2026-01-14,project-10,vertex-ai,us-east1,dev,mlops,quality,50.293,17.356,0.755,111.643,100,1
genai-rag-045-00195,2026-01-15,project-14,gke,global,staging,finops,reliability,36.321,11.809,0.709,28.617,69.255,1
genai-rag-045-00196,2026-01-16,project-05,vertex-ai,us-central1,prod,backend,quality,76.825,7.916,0.834,61.817,83.564,1
genai-rag-045-00197,2026-01-17,project-21,compute,europe-west1,dev,security,cost,70.87,10.401,0.869,96.9,93.62,1
genai-rag-045-00198,2026-01-18,project-06,pubsub,us-east1,dev,mlops,reliability,48.504,8.415,0.617,132.933,77.592,1
genai-rag-045-00199,2026-01-19,project-13,compute,global,prod,data,latency,71.645,13.115,0.506,108.574,89.221,1
genai-rag-045-00200,2026-01-20,project-05,bigquery,global,prod,backend,reliability,89.749,8.846,0.287,143.61,83.041,1
genai-rag-045-00201,2026-01-21,project-18,vertex-ai,europe-west1,prod,platform,security,53.509,8.875,0.301,0.0,49.971,0
genai-rag-045-00202,2026-01-22,project-09,vertex-ai,global,prod,mlops,reliability,71.016,5.637,0.687,177.731,87.973,1
genai-rag-045-00203,2026-01-23,project-04,gke,global,prod,backend,latency,43.068,13.442,0.39,76.898,71.303,1
genai-rag-045-00204,2026-01-24,project-22,bigquery,europe-west1,sandbox,finops,security,62.486,7.69,0.674,92.373,76.874,1
genai-rag-045-00205,2026-01-25,project-14,pubsub,europe-west1,staging,backend,latency,66.818,13.382,0.463,46.336,77.573,1
genai-rag-045-00206,2026-01-26,project-16,pubsub,global,sandbox,backend,security,53.551,4.884,0.413,74.676,55.484,1
genai-rag-045-00207,2026-01-27,project-23,gke,europe-west1,dev,backend,quality,34.157,8.087,0.487,34.714,52.932,0
genai-rag-045-00208,2026-01-28,project-02,cloud-sql,us-central1,prod,platform,reliability,49.304,11.075,0.637,170.656,90.28,1
genai-rag-045-00209,2026-01-29,project-19,cloud-sql,us-central1,prod,mlops,quality,60.307,12.109,0.925,88.265,94.609,1
genai-rag-045-00210,2026-01-30,project-23,bigquery,asia-south1,dev,platform,reliability,6.936,18.215,0.419,114.179,76.245,1
genai-rag-045-00211,2026-01-31,project-24,bigquery,us-east1,sandbox,data,latency,22.54,12.807,0.665,93.103,74.625,1
genai-rag-045-00212,2026-02-01,project-09,bigquery,asia-south1,staging,finops,quality,4.93,21.187,0.356,152.82,85.908,1
genai-rag-045-00213,2026-02-02,project-06,gke,asia-south1,sandbox,backend,cost,36.651,6.439,0.912,118.736,77.088,1
genai-rag-045-00214,2026-02-03,project-15,cloud-run,global,dev,platform,cost,36.186,8.601,0.727,47.685,65.133,1
genai-rag-045-00215,2026-02-04,project-18,bigquery,us-central1,prod,finops,quality,82.892,7.211,0.602,69.587,77.056,1
genai-rag-045-00216,2026-02-05,project-13,pubsub,us-central1,sandbox,backend,security,43.137,11.734,0.706,103.711,82.312,1
genai-rag-045-00217,2026-02-06,project-01,vertex-ai,us-east1,prod,mlops,cost,62.559,13.64,0.51,132.98,90.965,1
genai-rag-045-00218,2026-02-07,project-10,gke,us-east1,dev,mlops,security,51.623,7.499,0.541,128.852,73.292,0
genai-rag-045-00219,2026-02-08,project-17,bigquery,us-central1,dev,security,cost,48.7,14.788,0.215,15.391,61.32,0
genai-rag-045-00220,2026-02-09,project-17,vertex-ai,asia-south1,staging,finops,reliability,41.484,8.527,0.607,101.207,70.42,1
