record_id,event_date,project_name,service_name,gcp_region,environment,owning_team,signal_category,metric_a,metric_b,metric_c,metric_d,risk_score,cost_anomaly
gcp-cost-061-00020,2026-01-20,project-20,bigquery,us-east1,prod,finops,cost,84.272,17.974,0.678,124.939,100,1
gcp-cost-061-00021,2026-01-21,project-16,cloud-run,global,prod,backend,quality,73.022,5.388,0.483,176.215,80.733,1
gcp-cost-061-00022,2026-01-22,project-23,cloud-sql,global,sandbox,security,cost,52.745,5.909,0.635,120.838,72.096,0
gcp-cost-061-00023,2026-01-23,project-24,gke,asia-south1,dev,finops,latency,32.228,12.321,0.222,118.573,65.091,1
gcp-cost-061-00024,2026-01-24,project-21,cloud-run,europe-west1,sandbox,backend,security,58.47,15.991,0.346,143.005,90.742,1
gcp-cost-061-00025,2026-01-25,project-05,bigquery,global,prod,backend,latency,63.5,8.818,0.459,105.949,74.316,1
gcp-cost-061-00026,2026-01-26,project-02,gke,global,sandbox,security,security,22.202,4.232,0.398,158.593,54.704,0
gcp-cost-061-00027,2026-01-27,project-17,cloud-sql,us-east1,staging,finops,reliability,39.102,3.476,0.751,203.08,77.697,1
gcp-cost-061-00028,2026-01-28,project-12,compute,europe-west1,prod,security,security,43.904,11.088,0.809,125.946,87.921,1
gcp-cost-061-00029,2026-01-29,project-12,vertex-ai,asia-south1,prod,finops,cost,58.482,25.14,0.697,38.242,100,1
gcp-cost-061-00030,2026-01-30,project-04,cloud-run,global,dev,platform,reliability,26.578,9.696,0.638,159.478,77.514,1
gcp-cost-061-00031,2026-01-31,project-15,bigquery,us-central1,dev,backend,quality,36.339,7.904,0.436,240.419,81.482,1
gcp-cost-061-00032,2026-02-01,project-10,pubsub,europe-west1,prod,mlops,reliability,37.27,13.32,0.381,123.469,75.465,0
gcp-cost-061-00033,2026-02-02,project-14,pubsub,us-east1,prod,mlops,quality,48.105,19.654,0.364,165.072,99.509,1
gcp-cost-061-00034,2026-02-03,project-12,cloud-sql,us-east1,sandbox,mlops,security,27.083,9.836,0.777,99.765,74.174,1
gcp-cost-061-00035,2026-02-04,project-13,cloud-sql,europe-west1,sandbox,finops,cost,58.185,5.576,0.99,50.298,75.361,1
gcp-cost-061-00036,2026-02-05,project-12,bigquery,global,staging,mlops,latency,20.005,12.574,0.484,194.25,81.609,1
gcp-cost-061-00037,2026-02-06,project-11,pubsub,us-east1,dev,finops,reliability,68.393,6.531,0.506,166.995,81.24,1
gcp-cost-061-00038,2026-02-07,project-07,gke,us-central1,prod,finops,security,14.9,16.385,0.506,175.001,86.678,1
gcp-cost-061-00039,2026-02-08,project-18,vertex-ai,us-central1,prod,security,cost,48.739,12.301,0.695,145.514,91.307,1
gcp-cost-061-00040,2026-02-09,project-14,cloud-run,us-east1,prod,mlops,reliability,55.743,2.849,0.375,120.518,56.858,0
gcp-cost-061-00041,2026-02-10,project-10,cloud-run,global,prod,mlops,security,61.054,9.553,0.777,81.045,82.673,1
gcp-cost-061-00042,2026-02-11,project-14,cloud-sql,europe-west1,prod,mlops,reliability,48.259,24.801,0.961,114.518,100,1
gcp-cost-061-00043,2026-02-12,project-16,cloud-run,global,dev,backend,reliability,48.527,11.565,0.495,139.02,81.568,1
gcp-cost-061-00044,2026-02-13,project-19,compute,global,prod,platform,security,54.941,6.252,0.332,219.433,77.438,1
gcp-cost-061-00045,2026-02-14,project-19,cloud-sql,us-east1,staging,data,cost,59.371,7.504,0.605,113.421,76.005,0
gcp-cost-061-00046,2026-02-15,project-02,cloud-sql,asia-south1,dev,finops,quality,74.225,5.752,0.635,0.0,61.625,1
gcp-cost-061-00047,2026-02-16,project-05,pubsub,us-central1,sandbox,security,security,53.154,14.338,0.596,50.124,80.229,1
gcp-cost-061-00048,2026-02-17,project-03,vertex-ai,us-central1,dev,security,quality,78.209,16.647,0.513,105.278,99.524,1
gcp-cost-061-00049,2026-02-18,project-07,cloud-sql,global,sandbox,mlops,latency,43.253,11.991,0.442,8.845,59.877,0
gcp-cost-061-00050,2026-02-19,project-15,compute,asia-south1,prod,data,reliability,60.147,12.514,0.54,75.975,80.23,1
gcp-cost-061-00051,2026-02-20,project-20,gke,us-central1,prod,platform,cost,57.496,6.782,0.71,62.779,69.954,0
gcp-cost-061-00052,2026-02-21,project-15,pubsub,europe-west1,prod,security,cost,48.585,18.959,0.54,265.803,100,1
gcp-cost-061-00053,2026-02-22,project-09,pubsub,europe-west1,prod,finops,cost,69.549,20.892,0.394,164.093,100,1
gcp-cost-061-00054,2026-02-23,project-09,cloud-run,us-central1,prod,platform,reliability,87.449,10.456,0.835,117.244,100,1
gcp-cost-061-00055,2026-02-24,project-16,vertex-ai,global,prod,backend,latency,50.321,4.903,0.551,7.929,49.494,0
gcp-cost-061-00056,2026-02-25,project-06,cloud-sql,global,prod,backend,latency,53.941,10.39,0.488,16.124,62.554,0
gcp-cost-061-00057,2026-02-26,project-23,cloud-sql,asia-south1,prod,data,security,81.354,13.08,0.38,168.805,96.911,1
gcp-cost-061-00058,2026-02-27,project-01,pubsub,us-east1,sandbox,mlops,reliability,32.542,5.148,0.484,175.112,65.879,0
gcp-cost-061-00059,2026-02-28,project-18,vertex-ai,us-east1,sandbox,backend,security,2.229,6.091,0.706,91.614,53.063,0
gcp-cost-061-00060,2026-03-01,project-13,cloud-run,us-central1,staging,mlops,cost,33.527,14.051,0.561,129.771,83.08,1
gcp-cost-061-00061,2026-03-02,project-21,pubsub,europe-west1,staging,mlops,quality,41.289,7.776,0.284,187.939,69.943,1
gcp-cost-061-00062,2026-03-03,project-09,bigquery,asia-south1,prod,security,security,59.458,10.164,0.68,144.28,89.367,1
gcp-cost-061-00063,2026-03-04,project-16,bigquery,us-east1,dev,finops,cost,35.876,15.949,0.424,124.11,82.71,1
gcp-cost-061-00064,2026-03-05,project-18,compute,us-central1,sandbox,security,reliability,80.24,9.803,0.555,71.663,80.834,1
gcp-cost-061-00065,2026-03-06,project-20,vertex-ai,global,sandbox,platform,latency,42.049,8.92,0.636,32.282,62.498,0
gcp-cost-061-00066,2026-03-07,project-20,cloud-run,global,prod,data,security,28.931,8.531,0.381,150.031,65.246,1
gcp-cost-061-00067,2026-03-08,project-04,compute,us-east1,sandbox,finops,quality,35.387,7.772,0.288,10.735,42.166,0
gcp-cost-061-00068,2026-03-09,project-04,vertex-ai,europe-west1,prod,security,latency,71.186,19.317,0.26,32.905,83.887,1
gcp-cost-061-00069,2026-03-10,project-09,pubsub,us-central1,sandbox,mlops,quality,13.544,4.593,0.304,100.144,40.702,0
gcp-cost-061-00070,2026-03-11,project-23,cloud-sql,us-east1,prod,security,security,50.706,10.008,0.386,152.384,76.832,1
gcp-cost-061-00071,2026-03-12,project-08,vertex-ai,us-central1,prod,platform,cost,33.356,8.236,0.647,126.896,72.043,1
gcp-cost-061-00072,2026-03-13,project-14,cloud-sql,asia-south1,prod,platform,quality,61.453,12.535,0.142,113.988,72.35,1
gcp-cost-061-00073,2026-03-14,project-18,vertex-ai,us-central1,sandbox,data,security,51.104,15.931,0.654,54.851,85.948,1
gcp-cost-061-00074,2026-03-15,project-14,bigquery,us-east1,prod,finops,reliability,63.016,6.977,0.933,164.296,94.95,1
gcp-cost-061-00075,2026-03-16,project-06,cloud-sql,asia-south1,prod,security,reliability,42.485,9.555,0.629,138.826,79.425,1
gcp-cost-061-00076,2026-03-17,project-06,gke,europe-west1,prod,finops,latency,71.48,4.045,0.541,99.617,67.919,0
gcp-cost-061-00077,2026-03-18,project-20,compute,us-east1,sandbox,data,cost,93.42,6.946,0.552,54.928,76.235,1
gcp-cost-061-00078,2026-03-19,project-19,cloud-sql,europe-west1,prod,mlops,quality,69.266,15.317,0.319,128.872,89.942,1
gcp-cost-061-00079,2026-03-20,project-16,gke,europe-west1,prod,platform,latency,90.668,9.867,0.848,121.458,100,1
gcp-cost-061-00080,2026-03-21,project-24,cloud-run,global,staging,security,latency,24.402,5.365,0.334,44.631,39.258,0
gcp-cost-061-00081,2026-03-22,project-19,bigquery,us-east1,dev,data,quality,43.242,6.718,0.807,53.151,66.806,0
gcp-cost-061-00082,2026-03-23,project-15,pubsub,us-central1,prod,finops,quality,66.795,11.744,0.475,132.607,86.744,1
gcp-cost-061-00083,2026-03-24,project-18,cloud-run,asia-south1,dev,platform,security,16.202,9.649,0.18,113.789,51.079,0
gcp-cost-061-00084,2026-03-25,project-03,cloud-sql,us-east1,prod,finops,latency,66.439,17.459,0.788,136.362,100,1
gcp-cost-061-00085,2026-03-26,project-17,compute,us-east1,prod,data,cost,57.973,12.356,0.508,11.057,68.514,1
gcp-cost-061-00086,2026-03-27,project-04,bigquery,europe-west1,prod,platform,reliability,74.336,4.532,0.311,165.596,71.627,1
gcp-cost-061-00087,2026-03-28,project-22,cloud-run,europe-west1,prod,data,security,62.346,11.327,0.564,110.129,84.051,1
gcp-cost-061-00088,2026-03-29,project-11,pubsub,asia-south1,staging,mlops,quality,27.12,12.398,0.869,171.761,93.884,1
gcp-cost-061-00089,2026-03-30,project-11,vertex-ai,asia-south1,prod,backend,security,80.343,9.26,0.59,149.831,92.227,1
gcp-cost-061-00090,2026-03-31,project-05,pubsub,europe-west1,dev,data,security,57.917,10.624,0.669,122.129,86.286,1
gcp-cost-061-00091,2026-04-01,project-14,cloud-run,global,staging,platform,security,39.675,6.638,0.522,101.72,62.479,0
gcp-cost-061-00092,2026-04-02,project-01,cloud-sql,asia-south1,sandbox,mlops,latency,26.233,14.881,0.636,223.32,98.731,1
gcp-cost-061-00093,2026-04-03,project-06,vertex-ai,us-east1,prod,finops,quality,57.208,9.393,1.001,80.899,88.773,1
gcp-cost-061-00094,2026-04-04,project-11,pubsub,us-central1,dev,security,cost,32.672,11.258,0.695,87.793,74.832,1
gcp-cost-061-00095,2026-04-05,project-07,compute,global,dev,finops,reliability,87.249,11.209,0.568,150.744,98.555,1
gcp-cost-061-00096,2026-04-06,project-15,cloud-sql,global,sandbox,data,quality,82.1,13.167,0.282,166.333,93.585,1
gcp-cost-061-00097,2026-04-07,project-16,bigquery,us-east1,prod,backend,quality,50.855,10.749,0.364,103.786,70.756,1
gcp-cost-061-00098,2026-04-08,project-12,cloud-run,global,staging,security,security,55.91,10.656,0.573,71.932,74.978,1
gcp-cost-061-00099,2026-04-09,project-22,cloud-run,us-central1,dev,security,reliability,45.613,7.443,0.471,143.96,70.811,1
gcp-cost-061-00100,2026-04-10,project-07,vertex-ai,asia-south1,staging,backend,quality,51.135,9.631,0.343,164.972,76.433,1
gcp-cost-061-00101,2026-04-11,project-24,compute,asia-south1,dev,mlops,quality,70.948,14.053,0.579,124.615,96.06,1
gcp-cost-061-00102,2026-04-12,project-22,vertex-ai,global,prod,mlops,cost,118.13,12.941,0.568,174.309,100,1
gcp-cost-061-00103,2026-04-13,project-22,pubsub,us-east1,dev,security,security,61.728,6.664,0.234,87.286,58.073,0
gcp-cost-061-00104,2026-04-14,project-05,vertex-ai,global,sandbox,platform,security,32.418,12.215,0.492,78.885,68.572,0
gcp-cost-061-00105,2026-04-15,project-07,cloud-run,europe-west1,sandbox,finops,security,15.97,13.767,0.486,54.95,62.736,0
gcp-cost-061-00106,2026-04-16,project-05,cloud-sql,asia-south1,prod,security,latency,85.355,10.496,0.496,91.159,85.019,1
gcp-cost-061-00107,2026-04-17,project-12,cloud-sql,us-central1,dev,finops,reliability,36.826,5.302,0.673,134.869,68.484,1
gcp-cost-061-00108,2026-04-18,project-23,cloud-run,europe-west1,prod,data,cost,69.084,8.387,0.485,125.125,78.971,1
gcp-cost-061-00109,2026-04-19,project-14,cloud-sql,us-central1,prod,mlops,cost,56.297,5.758,0.656,47.55,63.034,0
gcp-cost-061-00110,2026-04-20,project-11,gke,global,sandbox,backend,cost,70.817,8.494,0.785,120.565,89.663,1
gcp-cost-061-00111,2026-04-21,project-08,cloud-sql,europe-west1,prod,backend,cost,72.059,8.984,0.421,124.191,79.03,1
gcp-cost-061-00112,2026-04-22,project-10,pubsub,us-central1,prod,security,latency,70.29,10.962,0.584,63.843,79.93,1
gcp-cost-061-00113,2026-04-23,project-19,bigquery,europe-west1,prod,platform,quality,41.368,4.325,0.485,7.965,42.707,0
gcp-cost-061-00114,2026-04-24,project-17,vertex-ai,europe-west1,dev,backend,latency,46.869,13.788,0.163,109.281,70.218,0
gcp-cost-061-00115,2026-04-25,project-04,gke,us-central1,prod,finops,quality,55.242,16.776,0.401,146.083,93.817,1
gcp-cost-061-00116,2026-04-26,project-10,vertex-ai,us-central1,dev,finops,reliability,31.564,24.396,0.393,105.563,97.121,1
gcp-cost-061-00117,2026-04-27,project-21,bigquery,us-central1,dev,finops,quality,25.635,6.233,0.267,83.124,44.983,0
gcp-cost-061-00118,2026-04-28,project-17,cloud-sql,us-central1,staging,mlops,quality,37.32,16.275,0.695,184.95,100,1
gcp-cost-061-00119,2026-04-29,project-22,pubsub,us-east1,sandbox,backend,reliability,51.994,12.769,0.579,127.257,86.816,1
gcp-cost-061-00120,2026-04-30,project-08,bigquery,asia-south1,sandbox,platform,latency,26.104,5.265,0.105,94.418,38.866,0
gcp-cost-061-00121,2026-05-01,project-06,vertex-ai,europe-west1,prod,backend,security,64.527,8.073,0.461,28.782,61.754,0
gcp-cost-061-00122,2026-05-02,project-02,pubsub,asia-south1,staging,security,quality,49.611,11.986,0.428,63.669,69.596,0
gcp-cost-061-00123,2026-05-03,project-09,bigquery,global,prod,finops,cost,61.231,8.308,0.516,185.216,85.887,1
gcp-cost-061-00124,2026-05-04,project-17,compute,europe-west1,dev,backend,security,38.854,14.793,0.565,137.956,88.009,1
gcp-cost-061-00125,2026-05-05,project-15,cloud-run,us-east1,staging,mlops,quality,20.525,8.257,0.359,134.194,58.585,0
gcp-cost-061-00126,2026-05-06,project-09,gke,global,prod,mlops,security,45.469,6.397,0.657,172.553,78.999,1
gcp-cost-061-00127,2026-05-07,project-11,vertex-ai,global,sandbox,backend,security,59.362,10.439,0.613,54.523,74.541,1
gcp-cost-061-00128,2026-05-08,project-15,cloud-run,us-central1,dev,security,cost,39.33,6.513,0.445,150.499,66.485,1
gcp-cost-061-00129,2026-05-09,project-12,bigquery,us-east1,prod,finops,cost,65.956,15.574,0.357,184.076,98.763,1
gcp-cost-061-00130,2026-05-10,project-12,pubsub,us-central1,prod,mlops,reliability,69.988,6.511,0.601,91.288,74.036,1
gcp-cost-061-00131,2026-05-11,project-21,bigquery,us-east1,dev,data,quality,38.775,6.855,0.709,201.027,83.698,1
gcp-cost-061-00132,2026-05-12,project-16,pubsub,us-central1,prod,backend,quality,73.684,17.767,0.495,31.187,89.119,1
gcp-cost-061-00133,2026-05-13,project-14,compute,us-east1,prod,data,security,86.822,4.922,0.698,130.342,85.311,1
gcp-cost-061-00134,2026-05-14,project-01,cloud-run,asia-south1,staging,mlops,latency,86.807,13.088,0.737,174.123,100,1
gcp-cost-061-00135,2026-05-15,project-14,bigquery,us-east1,prod,backend,latency,76.261,6.44,0.486,111.935,75.052,1
gcp-cost-061-00136,2026-05-16,project-05,cloud-sql,europe-west1,dev,backend,reliability,56.489,10.743,0.822,157.249,96.54,1
gcp-cost-061-00137,2026-05-17,project-02,cloud-sql,us-central1,prod,data,quality,71.861,9.153,0.667,75.945,80.929,1
gcp-cost-061-00138,2026-05-18,project-24,cloud-run,global,sandbox,finops,cost,16.09,8.755,0.551,153.855,67.782,1
gcp-cost-061-00139,2026-05-19,project-22,cloud-run,us-central1,dev,backend,quality,47.544,9.341,0.526,80.429,68.575,0
gcp-cost-061-00140,2026-05-20,project-04,pubsub,asia-south1,dev,finops,quality,40.679,16.194,0.093,163.879,79.178,1
gcp-cost-061-00141,2026-05-21,project-06,vertex-ai,us-central1,dev,backend,latency,13.705,6.184,0.652,183.575,68.817,1
gcp-cost-061-00142,2026-05-22,project-22,vertex-ai,us-east1,staging,security,reliability,54.614,8.142,0.523,94.168,70.151,0
gcp-cost-061-00143,2026-05-23,project-02,bigquery,europe-west1,prod,platform,cost,47.396,9.921,0.491,120.016,74.425,1
gcp-cost-061-00144,2026-05-24,project-07,pubsub,us-central1,prod,finops,cost,72.668,10.725,0.622,89.709,85.311,1
gcp-cost-061-00145,2026-05-25,project-01,gke,global,prod,finops,quality,92.701,10.196,0.423,116.408,88.017,1
gcp-cost-061-00146,2026-05-26,project-24,gke,us-east1,prod,security,quality,73.098,13.156,0.673,12.462,81.654,1
gcp-cost-061-00147,2026-05-27,project-16,bigquery,us-central1,staging,backend,reliability,10.337,11.761,0.436,144.448,67.386,1
gcp-cost-061-00148,2026-05-28,project-12,gke,us-central1,dev,finops,reliability,25.08,12.674,0.695,118.712,79.988,1
gcp-cost-061-00149,2026-05-29,project-07,cloud-sql,global,dev,mlops,security,44.123,4.72,0.565,139.381,66.558,1
gcp-cost-061-00150,2026-05-30,project-07,cloud-sql,global,prod,mlops,cost,107.045,8.518,0.475,113.175,90.471,1
gcp-cost-061-00151,2026-05-31,project-01,pubsub,us-central1,dev,backend,quality,20.313,5.293,0.507,157.255,60.138,0
gcp-cost-061-00152,2026-06-01,project-08,gke,europe-west1,prod,finops,quality,93.277,10.069,0.325,144.29,88.559,1
gcp-cost-061-00153,2026-06-02,project-20,pubsub,us-central1,prod,backend,quality,85.71,12.091,0.549,49.312,84.617,1
gcp-cost-061-00154,2026-06-03,project-19,vertex-ai,asia-south1,dev,mlops,quality,35.126,14.758,0.376,171.578,84.911,1
gcp-cost-061-00155,2026-06-04,project-17,cloud-run,us-east1,prod,security,quality,62.094,7.3,0.759,80.104,77.013,1
gcp-cost-061-00156,2026-06-05,project-21,cloud-sql,global,prod,security,latency,86.936,10.658,0.552,88.602,87.537,1
gcp-cost-061-00157,2026-06-06,project-22,vertex-ai,asia-south1,staging,security,cost,38.781,12.639,0.598,86.89,76.666,1
gcp-cost-061-00158,2026-06-07,project-01,cloud-sql,global,staging,backend,cost,40.789,30.104,0.456,190.218,100,1
gcp-cost-061-00159,2026-06-08,project-24,pubsub,asia-south1,staging,backend,cost,26.883,13.433,0.636,0.0,63.013,0
gcp-cost-061-00160,2026-06-09,project-11,cloud-run,us-central1,sandbox,security,cost,97.269,9.501,0.582,137.806,96.68,1
gcp-cost-061-00161,2026-06-10,project-13,compute,us-east1,prod,platform,latency,60.601,12.965,0.778,151.521,100,1
gcp-cost-061-00162,2026-06-11,project-10,gke,asia-south1,prod,data,latency,62.983,9.004,0.504,75.302,71.675,1
gcp-cost-061-00163,2026-06-12,project-20,compute,asia-south1,sandbox,security,latency,30.829,9.52,0.579,97.431,67.477,1
gcp-cost-061-00164,2026-06-13,project-01,bigquery,us-east1,dev,finops,security,42.772,7.256,0.491,68.263,59.041,0
gcp-cost-061-00165,2026-06-14,project-08,gke,europe-west1,sandbox,backend,security,53.707,12.465,0.357,84.772,72.74,1
gcp-cost-061-00166,2026-06-15,project-03,bigquery,asia-south1,dev,finops,latency,48.937,4.765,0.617,66.752,59.576,1
gcp-cost-061-00167,2026-06-16,project-23,cloud-sql,asia-south1,prod,platform,quality,65.73,7.97,0.594,105.616,77.794,1
gcp-cost-061-00168,2026-06-17,project-10,pubsub,asia-south1,prod,security,security,29.586,10.041,0.686,51.124,65.25,1
gcp-cost-061-00169,2026-06-18,project-08,cloud-sql,europe-west1,prod,finops,quality,79.97,5.313,0.469,238.03,91.514,1
gcp-cost-061-00170,2026-06-19,project-03,cloud-run,europe-west1,dev,security,reliability,47.905,7.963,0.53,84.847,66.271,1
gcp-cost-061-00171,2026-06-20,project-14,cloud-run,us-east1,dev,backend,quality,56.983,14.28,0.795,132.793,100,1
gcp-cost-061-00172,2026-06-21,project-18,compute,asia-south1,staging,backend,quality,60.714,19.925,0.624,77.222,100,1
gcp-cost-061-00173,2026-06-22,project-16,compute,asia-south1,sandbox,platform,security,41.56,6.889,0.795,54.105,66.336,1
gcp-cost-061-00174,2026-06-23,project-03,cloud-sql,us-east1,sandbox,platform,latency,79.17,12.095,0.186,76.23,73.558,0
gcp-cost-061-00175,2026-06-24,project-22,pubsub,global,prod,mlops,latency,49.92,12.615,0.628,135.47,88.643,1
gcp-cost-061-00176,2026-06-25,project-14,compute,us-east1,staging,security,reliability,26.749,6.895,0.67,49.294,56.089,0
gcp-cost-061-00177,2026-06-26,project-03,cloud-sql,us-central1,prod,finops,reliability,52.587,3.458,0.539,64.255,54.71,0
gcp-cost-061-00178,2026-06-27,project-14,compute,us-central1,dev,data,latency,47.084,5.847,0.242,204.059,68.351,0
gcp-cost-061-00179,2026-06-28,project-07,cloud-sql,us-east1,prod,security,security,69.006,17.984,0.637,119.07,100,1
gcp-cost-061-00180,2026-06-29,project-01,cloud-sql,europe-west1,staging,data,cost,73.829,4.932,0.623,246.276,95.068,1
gcp-cost-061-00181,2026-01-01,project-19,vertex-ai,asia-south1,sandbox,platform,latency,55.079,9.371,0.473,32.682,62.464,1
gcp-cost-061-00182,2026-01-02,project-21,compute,us-central1,prod,backend,reliability,80.532,11.963,0.538,160.239,98.298,1
gcp-cost-061-00183,2026-01-03,project-12,pubsub,global,staging,data,quality,57.797,7.116,0.508,144.799,75.729,1
gcp-cost-061-00184,2026-01-04,project-10,bigquery,us-east1,sandbox,finops,security,40.502,18.83,0.561,66.573,87.456,1
gcp-cost-061-00185,2026-01-05,project-07,gke,europe-west1,prod,backend,reliability,41.284,6.928,0.562,75.928,61.358,0
gcp-cost-061-00186,2026-01-06,project-16,pubsub,us-east1,prod,finops,reliability,61.857,16.97,1.066,152.158,100,1
gcp-cost-061-00187,2026-01-07,project-11,pubsub,asia-south1,prod,platform,cost,58.267,8.74,0.492,213.41,89.129,1
gcp-cost-061-00188,2026-01-08,project-10,compute,asia-south1,sandbox,data,quality,53.447,4.463,0.563,158.125,71.885,1
gcp-cost-061-00189,2026-01-09,project-20,vertex-ai,us-central1,prod,backend,latency,53.068,13.694,0.556,104.285,85.195,1
gcp-cost-061-00190,2026-01-10,project-22,cloud-run,europe-west1,staging,finops,latency,41.363,7.685,0.323,127.819,62.354,0
gcp-cost-061-00191,2026-01-11,project-23,pubsub,us-central1,sandbox,platform,reliability,57.731,16.018,0.501,14.451,77.224,1
gcp-cost-061-00192,2026-01-12,project-18,bigquery,asia-south1,prod,mlops,latency,63.438,3.956,0.576,160.182,74.954,0
gcp-cost-061-00193,2026-01-13,project-20,cloud-run,asia-south1,dev,data,cost,36.253,10.387,0.838,118.321,83.51,1
gcp-cost-061-00194,2026-01-14,project-14,cloud-run,europe-west1,prod,platform,reliability,58.034,6.468,0.477,165.611,76.251,1
gcp-cost-061-00195,2026-01-15,project-07,cloud-run,us-central1,prod,platform,reliability,79.551,9.178,0.101,70.486,63.072,0
gcp-cost-061-00196,2026-01-16,project-13,pubsub,europe-west1,prod,finops,latency,50.176,9.437,0.565,36.432,64.669,0
gcp-cost-061-00197,2026-01-17,project-18,cloud-run,europe-west1,prod,finops,cost,80.71,9.653,0.561,244.352,100,1
gcp-cost-061-00198,2026-01-18,project-13,gke,asia-south1,prod,backend,security,59.298,12.3,0.604,126.565,89.052,1
gcp-cost-061-00199,2026-01-19,project-06,cloud-sql,europe-west1,prod,backend,security,71.738,9.637,0.485,166.044,88.784,1
gcp-cost-061-00200,2026-01-20,project-09,pubsub,asia-south1,prod,security,quality,64.759,6.275,0.461,76.435,64.589,1
gcp-cost-061-00201,2026-01-21,project-17,compute,asia-south1,dev,platform,security,44.897,4.561,0.495,93.328,57.292,0
gcp-cost-061-00202,2026-01-22,project-20,bigquery,us-east1,prod,data,quality,47.172,16.577,0.591,146.935,97.303,1
gcp-cost-061-00203,2026-01-23,project-20,cloud-sql,us-east1,sandbox,mlops,reliability,33.728,9.579,0.5,104.349,66.873,0
gcp-cost-061-00204,2026-01-24,project-16,cloud-run,us-central1,dev,mlops,cost,17.144,5.209,0.704,193.62,71.031,0
gcp-cost-061-00205,2026-01-25,project-04,vertex-ai,us-central1,staging,security,security,64.832,7.092,0.596,112.791,76.548,1
gcp-cost-061-00206,2026-01-26,project-05,gke,us-central1,staging,finops,security,39.241,13.844,0.695,182.832,97.025,1
gcp-cost-061-00207,2026-01-27,project-22,cloud-sql,us-central1,dev,finops,security,33.411,10.318,0.539,39.232,60.356,0
gcp-cost-061-00208,2026-01-28,project-17,vertex-ai,global,dev,mlops,reliability,52.183,11.554,0.538,133.9,83.58,1
gcp-cost-061-00209,2026-01-29,project-18,cloud-sql,asia-south1,sandbox,platform,cost,31.464,10.067,0.418,191.556,77.067,1
gcp-cost-061-00210,2026-01-30,project-14,compute,asia-south1,dev,mlops,latency,13.829,6.843,0.223,120.265,46.151,0
gcp-cost-061-00211,2026-01-31,project-04,gke,europe-west1,sandbox,platform,quality,24.261,2.807,0.678,29.557,43.081,0
gcp-cost-061-00212,2026-02-01,project-20,gke,us-east1,sandbox,mlops,quality,28.9,4.415,0.791,82.473,60.129,1
gcp-cost-061-00213,2026-02-02,project-21,cloud-sql,global,prod,security,reliability,79.628,9.196,0.66,174.411,97.862,1
gcp-cost-061-00214,2026-02-03,project-16,cloud-sql,europe-west1,staging,security,latency,58.572,11.069,0.654,183.617,95.995,1
gcp-cost-061-00215,2026-02-04,project-10,bigquery,us-east1,dev,data,cost,47.667,10.961,0.195,78.148,60.481,1
