record_id,event_date,project_name,service_name,gcp_region,environment,owning_team,signal_category,metric_a,metric_b,metric_c,metric_d,risk_score,budget_breach
finops-budget-099-00018,2026-01-18,project-10,pubsub,us-central1,prod,finops,latency,92.705,7.216,0.449,103.434,80.083,1
finops-budget-099-00019,2026-01-19,project-21,cloud-run,asia-south1,prod,data,latency,65.186,5.524,0.381,224.925,81.841,1
finops-budget-099-00020,2026-01-20,project-03,cloud-sql,asia-south1,prod,finops,reliability,35.065,6.907,0.668,70.82,62.097,0
finops-budget-099-00021,2026-01-21,project-20,cloud-run,asia-south1,prod,mlops,latency,59.485,3.151,0.563,29.723,52.212,0
finops-budget-099-00022,2026-01-22,project-02,bigquery,europe-west1,prod,backend,quality,52.64,6.349,0.335,118.244,62.207,0
finops-budget-099-00023,2026-01-23,project-12,cloud-run,global,prod,data,security,54.779,18.939,0.916,70.339,100,1
finops-budget-099-00024,2026-01-24,project-01,compute,us-central1,sandbox,finops,cost,31.573,13.865,0.295,82.837,65.808,0
finops-budget-099-00025,2026-01-25,project-12,compute,global,prod,backend,security,63.914,9.919,0.799,111.242,89.702,1
finops-budget-099-00026,2026-01-26,project-14,cloud-sql,us-east1,prod,security,cost,44.471,5.79,0.335,116.121,57.734,1
finops-budget-099-00027,2026-01-27,project-04,vertex-ai,us-east1,sandbox,backend,security,62.484,15.574,0.28,165.439,92.135,1
finops-budget-099-00028,2026-01-28,project-03,bigquery,us-central1,dev,data,reliability,25.068,23.732,0.396,36.624,83.349,1
finops-budget-099-00029,2026-01-29,project-20,pubsub,asia-south1,dev,security,quality,36.777,7.692,0.345,111.023,59.086,0
finops-budget-099-00030,2026-01-30,project-11,bigquery,global,prod,security,cost,71.649,6.737,0.512,58.421,67.237,1
finops-budget-099-00031,2026-01-31,project-19,bigquery,europe-west1,sandbox,backend,latency,28.871,23.752,0.838,146.948,100,1
finops-budget-099-00032,2026-02-01,project-02,cloud-sql,global,staging,security,reliability,69.685,12.075,0.224,82.971,72.505,1
finops-budget-099-00033,2026-02-02,project-21,pubsub,us-central1,staging,data,reliability,69.227,3.612,0.725,187.346,85.354,1
finops-budget-099-00034,2026-02-03,project-12,pubsub,global,sandbox,finops,quality,33.424,5.158,0.371,95.754,50.683,0
finops-budget-099-00035,2026-02-04,project-06,cloud-sql,asia-south1,sandbox,finops,cost,37.074,9.071,0.762,89.998,73.936,1
finops-budget-099-00036,2026-02-05,project-09,vertex-ai,europe-west1,staging,platform,cost,53.195,7.166,0.539,194.557,82.577,1
finops-budget-099-00037,2026-02-06,project-19,gke,us-east1,prod,platform,reliability,33.61,16.562,0.59,184.818,98.011,1
finops-budget-099-00038,2026-02-07,project-15,cloud-run,global,sandbox,data,reliability,33.246,11.234,0.364,110.083,66.643,0
finops-budget-099-00039,2026-02-08,project-17,pubsub,us-central1,prod,platform,latency,58.881,5.594,0.943,139.313,86.982,1
finops-budget-099-00040,2026-02-09,project-10,cloud-sql,us-east1,prod,mlops,quality,47.75,9.168,0.786,211.295,96.428,1
finops-budget-099-00041,2026-02-10,project-15,bigquery,europe-west1,dev,data,cost,39.41,6.107,0.568,227.759,81.138,1
finops-budget-099-00042,2026-02-11,project-16,compute,europe-west1,sandbox,backend,security,45.611,7.31,0.266,208.5,72.737,0
finops-budget-099-00043,2026-02-12,project-05,vertex-ai,europe-west1,staging,mlops,security,53.247,27.608,0.485,100.17,100,1
finops-budget-099-00044,2026-02-13,project-05,vertex-ai,global,dev,mlops,security,39.185,5.117,0.397,136.051,59.39,0
finops-budget-099-00045,2026-02-14,project-16,cloud-run,us-central1,sandbox,security,reliability,13.751,16.816,0.854,116.802,90.974,1
finops-budget-099-00046,2026-02-15,project-10,pubsub,us-east1,prod,backend,latency,95.618,8.918,0.423,99.795,83.633,1
finops-budget-099-00047,2026-02-16,project-09,bigquery,europe-west1,dev,platform,cost,40.438,6.521,0.584,180.251,76.096,1
finops-budget-099-00048,2026-02-17,project-17,compute,us-east1,staging,platform,cost,26.326,7.828,0.565,196.69,75.938,1
finops-budget-099-00049,2026-02-18,project-17,bigquery,us-east1,sandbox,finops,reliability,3.855,17.483,0.375,236.826,89.805,1
finops-budget-099-00050,2026-02-19,project-03,bigquery,global,prod,security,reliability,64.788,3.353,0.563,176.564,75.953,0
finops-budget-099-00051,2026-02-20,project-24,compute,us-central1,dev,backend,security,73.287,10.059,0.641,178.575,97.599,1
finops-budget-099-00052,2026-02-21,project-15,pubsub,asia-south1,prod,data,cost,59.529,7.492,0.323,175.138,75.162,0
finops-budget-099-00053,2026-02-22,project-20,compute,asia-south1,staging,data,security,41.923,7.635,0.468,105.546,64.26,0
finops-budget-099-00054,2026-02-23,project-10,pubsub,global,prod,platform,security,72.993,7.252,0.661,130.489,84.634,1
finops-budget-099-00055,2026-02-24,project-20,vertex-ai,global,prod,platform,latency,56.495,8.103,0.473,112.262,71.607,1
finops-budget-099-00056,2026-02-25,project-08,gke,us-east1,prod,platform,reliability,49.94,10.463,0.931,109.984,90.517,1
finops-budget-099-00057,2026-02-26,project-02,gke,us-central1,sandbox,finops,reliability,63.59,8.332,0.352,141.94,74.717,1
finops-budget-099-00058,2026-02-27,project-12,vertex-ai,us-central1,dev,backend,quality,49.322,6.692,0.88,145.29,84.865,1
finops-budget-099-00059,2026-02-28,project-08,vertex-ai,asia-south1,sandbox,platform,quality,48.558,12.998,0.661,83.612,82.652,1
finops-budget-099-00060,2026-03-01,project-08,compute,europe-west1,staging,finops,latency,59.932,6.22,0.621,108.815,73.093,1
finops-budget-099-00061,2026-03-02,project-03,gke,asia-south1,sandbox,security,cost,64.451,5.54,0.703,76.554,71.254,1
finops-budget-099-00062,2026-03-03,project-14,cloud-run,europe-west1,prod,mlops,cost,40.652,18.898,0.749,160.449,100,1
finops-budget-099-00063,2026-03-04,project-08,vertex-ai,us-east1,dev,mlops,latency,94.583,2.12,0.668,51.796,68.984,1
finops-budget-099-00064,2026-03-05,project-02,cloud-run,us-central1,prod,platform,cost,77.505,5.913,0.545,8.816,61.284,1
finops-budget-099-00065,2026-03-06,project-11,compute,asia-south1,prod,security,security,57.452,6.568,0.152,167.327,65.155,0
finops-budget-099-00066,2026-03-07,project-22,compute,global,prod,backend,cost,71.506,7.46,0.234,119.68,68.077,0
finops-budget-099-00067,2026-03-08,project-10,bigquery,us-east1,prod,data,cost,80.629,5.695,0.758,141.025,88.605,1
finops-budget-099-00068,2026-03-09,project-13,vertex-ai,europe-west1,sandbox,mlops,quality,47.408,13.572,0.54,208.743,97.602,1
finops-budget-099-00069,2026-03-10,project-01,cloud-run,global,staging,platform,reliability,22.368,5.254,0.458,106.275,51.617,0
finops-budget-099-00070,2026-03-11,project-06,vertex-ai,us-east1,staging,data,security,68.352,12.624,0.412,113.756,84.389,1
finops-budget-099-00071,2026-03-12,project-10,pubsub,us-east1,dev,security,latency,34.262,17.395,0.671,151.324,98.133,1
finops-budget-099-00072,2026-03-13,project-14,gke,asia-south1,prod,backend,cost,93.089,10.051,0.452,165.496,95.988,1
finops-budget-099-00073,2026-03-14,project-20,bigquery,europe-west1,prod,backend,security,73.127,5.249,0.163,91.069,56.828,0
finops-budget-099-00074,2026-03-15,project-12,cloud-sql,europe-west1,dev,platform,cost,23.39,12.211,0.478,129.914,72.355,1
finops-budget-099-00075,2026-03-16,project-01,gke,us-east1,staging,finops,cost,57.379,9.853,0.566,39.054,68.578,0
finops-budget-099-00076,2026-03-17,project-06,vertex-ai,asia-south1,prod,security,reliability,41.348,12.533,0.922,159.757,99.283,1
finops-budget-099-00077,2026-03-18,project-04,cloud-run,asia-south1,prod,data,reliability,35.151,6.426,0.587,128.961,66.649,0
finops-budget-099-00078,2026-03-19,project-23,pubsub,europe-west1,prod,security,reliability,41.313,16.423,0.666,135.497,95.85,1
finops-budget-099-00079,2026-03-20,project-04,vertex-ai,us-east1,prod,mlops,latency,78.758,14.624,0.859,54.489,99.699,1
finops-budget-099-00080,2026-03-21,project-21,gke,us-central1,prod,mlops,quality,56.982,4.395,0.715,28.634,59.399,0
finops-budget-099-00081,2026-03-22,project-11,pubsub,europe-west1,prod,mlops,reliability,94.608,9.399,0.592,112.818,92.216,1
finops-budget-099-00082,2026-03-23,project-03,compute,asia-south1,dev,platform,latency,46.958,2.123,0.705,128.003,64.731,1
finops-budget-099-00083,2026-03-24,project-21,bigquery,us-east1,staging,data,security,43.855,18.11,0.443,196.185,100,1
finops-budget-099-00084,2026-03-25,project-12,compute,us-east1,dev,mlops,latency,59.662,10.087,0.883,104.408,90.549,1
finops-budget-099-00085,2026-03-26,project-24,gke,us-central1,staging,platform,quality,45.93,8.961,0.507,62.133,63.791,0
finops-budget-099-00086,2026-03-27,project-19,gke,us-east1,sandbox,platform,quality,61.067,8.557,0.519,111.618,75.782,1
finops-budget-099-00087,2026-03-28,project-23,cloud-sql,europe-west1,prod,finops,security,68.595,5.579,0.601,89.787,71.155,0
finops-budget-099-00088,2026-03-29,project-07,cloud-sql,global,sandbox,security,quality,53.509,10.492,0.639,254.172,100,1
finops-budget-099-00089,2026-03-30,project-23,bigquery,us-central1,dev,platform,security,65.18,11.195,0.578,0.0,69.165,0
finops-budget-099-00090,2026-03-31,project-22,vertex-ai,us-central1,dev,data,cost,37.057,7.577,0.797,139.092,78.829,1
finops-budget-099-00091,2026-04-01,project-17,gke,us-east1,prod,security,latency,55.268,11.29,0.734,142.834,92.207,1
finops-budget-099-00092,2026-04-02,project-05,pubsub,global,prod,backend,cost,61.419,7.496,0.517,146.601,78.462,1
finops-budget-099-00093,2026-04-03,project-20,pubsub,us-central1,prod,backend,cost,71.501,4.196,0.546,0.0,53.926,0
finops-budget-099-00094,2026-04-04,project-04,vertex-ai,asia-south1,prod,finops,quality,84.209,9.421,0.409,95.704,79.727,1
finops-budget-099-00095,2026-04-05,project-01,bigquery,global,prod,mlops,quality,48.966,7.948,0.231,140.324,64.232,0
finops-budget-099-00096,2026-04-06,project-04,compute,europe-west1,dev,security,cost,33.619,11.215,0.785,133.287,84.848,1
finops-budget-099-00097,2026-04-07,project-19,compute,us-central1,dev,security,latency,21.163,8.453,0.533,71.711,56.244,0
finops-budget-099-00098,2026-04-08,project-07,vertex-ai,global,dev,backend,reliability,46.284,10.211,0.406,132.221,73.517,1
finops-budget-099-00099,2026-04-09,project-05,cloud-sql,us-east1,prod,data,security,70.813,7.257,0.414,95.344,70.112,0
finops-budget-099-00100,2026-04-10,project-09,bigquery,us-east1,staging,platform,cost,71.292,4.366,0.482,201.519,81.398,1
finops-budget-099-00101,2026-04-11,project-15,compute,us-east1,dev,finops,quality,27.075,4.46,0.692,190.961,71.951,1
finops-budget-099-00102,2026-04-12,project-07,compute,us-central1,prod,security,latency,68.838,7.919,0.387,94.535,69.902,1
finops-budget-099-00103,2026-04-13,project-12,bigquery,us-east1,sandbox,platform,reliability,60.184,10.411,0.563,130.897,84.151,1
finops-budget-099-00104,2026-04-14,project-05,pubsub,global,prod,data,cost,105.034,6.935,0.38,131.385,85.404,1
finops-budget-099-00105,2026-04-15,project-15,pubsub,global,dev,finops,quality,20.459,5.749,0.6,141.025,62.141,0
finops-budget-099-00106,2026-04-16,project-14,pubsub,us-central1,dev,platform,quality,35.659,5.496,0.485,143.523,63.21,0
finops-budget-099-00107,2026-04-17,project-20,gke,asia-south1,dev,finops,security,31.737,16.786,0.486,93.086,80.86,1
finops-budget-099-00108,2026-04-18,project-09,cloud-sql,us-central1,sandbox,data,security,37.565,10.982,0.652,211.249,92.4,1
finops-budget-099-00109,2026-04-19,project-24,bigquery,us-east1,sandbox,finops,security,60.827,12.481,0.434,161.845,89.204,1
finops-budget-099-00110,2026-04-20,project-21,cloud-run,us-central1,sandbox,security,security,19.907,8.809,0.722,141.594,73.441,1
finops-budget-099-00111,2026-04-21,project-11,pubsub,us-east1,staging,mlops,reliability,28.133,13.98,0.802,96.896,84.667,1
finops-budget-099-00112,2026-04-22,project-13,pubsub,global,prod,finops,reliability,86.14,8.056,0.55,131.607,87.389,1
finops-budget-099-00113,2026-04-23,project-09,bigquery,europe-west1,prod,finops,quality,22.646,4.235,0.549,138.299,57.191,0
finops-budget-099-00114,2026-04-24,project-05,compute,global,sandbox,data,latency,16.618,9.588,0.722,77.793,64.803,0
finops-budget-099-00115,2026-04-25,project-01,cloud-sql,europe-west1,prod,data,security,59.5,7.796,0.822,114.964,84.551,1
finops-budget-099-00116,2026-04-26,project-24,cloud-sql,europe-west1,prod,data,cost,88.469,7.93,0.68,129.114,92.097,1
finops-budget-099-00117,2026-04-27,project-17,compute,asia-south1,staging,security,reliability,44.644,9.132,0.644,207.732,89.768,1
finops-budget-099-00118,2026-04-28,project-13,bigquery,us-east1,prod,mlops,cost,100.928,6.669,0.565,125.291,88.932,1
finops-budget-099-00119,2026-04-29,project-16,compute,asia-south1,prod,data,quality,62.266,20.802,0.515,122.338,100,1
finops-budget-099-00120,2026-04-30,project-10,cloud-run,us-central1,dev,data,latency,61.457,15.886,0.798,81.474,98.389,1
finops-budget-099-00121,2026-05-01,project-10,gke,europe-west1,dev,finops,cost,36.203,6.232,0.87,36.39,62.969,0
finops-budget-099-00122,2026-05-02,project-03,bigquery,asia-south1,prod,data,latency,36.846,3.144,0.961,143.86,74.847,1
finops-budget-099-00123,2026-05-03,project-06,compute,europe-west1,dev,platform,cost,59.137,7.094,0.728,156.065,85.49,1
finops-budget-099-00124,2026-05-04,project-02,vertex-ai,us-central1,prod,finops,reliability,67.718,6.994,0.864,100.134,84.864,1
finops-budget-099-00125,2026-05-05,project-10,bigquery,us-central1,prod,security,cost,41.972,14.597,0.868,228.279,100,1
finops-budget-099-00126,2026-05-06,project-18,pubsub,us-central1,prod,security,cost,78.578,4.79,0.45,244.837,90.134,1
finops-budget-099-00127,2026-05-07,project-23,compute,us-east1,dev,backend,cost,26.962,10.064,0.747,105.153,74.399,1
finops-budget-099-00128,2026-05-08,project-16,cloud-run,global,prod,backend,security,53.447,3.69,0.0,192.315,55.362,0
finops-budget-099-00129,2026-05-09,project-15,vertex-ai,us-central1,staging,security,security,37.936,11.499,0.643,128.198,81.309,1
finops-budget-099-00130,2026-05-10,project-05,vertex-ai,us-central1,sandbox,finops,security,71.352,15.858,0.796,49.841,97.104,1
finops-budget-099-00131,2026-05-11,project-18,compute,us-central1,sandbox,data,reliability,21.068,14.966,0.495,101.904,74.48,1
finops-budget-099-00132,2026-05-12,project-05,gke,europe-west1,prod,platform,cost,39.539,12.617,0.668,59.74,75.37,1
finops-budget-099-00133,2026-05-13,project-16,vertex-ai,us-central1,staging,security,quality,67.263,6.27,0.08,108.512,56.797,1
finops-budget-099-00134,2026-05-14,project-14,pubsub,us-central1,sandbox,platform,reliability,16.134,7.095,0.416,29.428,41.053,0
finops-budget-099-00135,2026-05-15,project-19,compute,us-central1,dev,backend,reliability,16.98,21.294,0.717,97.301,94.914,1
finops-budget-099-00136,2026-05-16,project-07,gke,us-central1,dev,mlops,security,43.225,5.439,0.405,24.48,45.565,0
finops-budget-099-00137,2026-05-17,project-16,gke,global,sandbox,finops,cost,43.719,18.184,0.213,145.876,86.46,1
finops-budget-099-00138,2026-05-18,project-08,vertex-ai,global,prod,data,security,41.566,11.907,0.667,128.607,84.431,1
finops-budget-099-00139,2026-05-19,project-09,pubsub,global,dev,backend,quality,48.894,25.108,0.178,95.781,95.896,1
finops-budget-099-00140,2026-05-20,project-05,bigquery,us-central1,dev,data,cost,37.596,9.933,0.52,80.473,66.271,0
finops-budget-099-00141,2026-05-21,project-03,cloud-sql,us-east1,sandbox,security,reliability,32.093,11.258,0.717,165.417,86.72,1
finops-budget-099-00142,2026-05-22,project-01,cloud-run,europe-west1,prod,backend,security,42.629,14.239,0.431,216.049,94.737,1
finops-budget-099-00143,2026-05-23,project-19,gke,us-central1,prod,backend,cost,53.219,17.211,0.701,77.726,94.656,1
finops-budget-099-00144,2026-05-24,project-21,pubsub,global,prod,finops,quality,34.527,13.797,0.338,99.054,70.553,1
finops-budget-099-00145,2026-05-25,project-14,gke,asia-south1,dev,mlops,reliability,45.072,8.119,0.395,24.274,52.084,0
finops-budget-099-00146,2026-05-26,project-05,compute,asia-south1,dev,security,security,52.066,6.551,0.484,127.179,68.996,0
finops-budget-099-00147,2026-05-27,project-20,gke,europe-west1,staging,mlops,latency,70.195,6.752,0.762,113.881,83.601,1
finops-budget-099-00148,2026-05-28,project-12,vertex-ai,us-central1,prod,mlops,security,77.037,13.732,0.551,114.31,94.959,1
finops-budget-099-00149,2026-05-29,project-18,vertex-ai,global,sandbox,security,cost,55.878,11.643,0.735,177.438,98.326,1
finops-budget-099-00150,2026-05-30,project-03,gke,us-central1,dev,security,cost,34.537,4.552,0.289,211.471,63.664,1
finops-budget-099-00151,2026-05-31,project-14,pubsub,europe-west1,prod,mlops,cost,57.914,12.763,0.78,181.253,100,1
finops-budget-099-00152,2026-06-01,project-11,cloud-run,us-central1,prod,backend,cost,31.008,5.517,0.615,189.028,72.817,0
finops-budget-099-00153,2026-06-02,project-06,gke,asia-south1,prod,platform,security,81.028,10.0,0.235,19.821,62.809,0
finops-budget-099-00154,2026-06-03,project-21,cloud-sql,us-central1,staging,security,security,30.063,5.888,0.894,148.09,77.147,1
finops-budget-099-00155,2026-06-04,project-20,cloud-run,global,sandbox,data,security,32.588,9.506,0.602,134.677,74.297,0
finops-budget-099-00156,2026-06-05,project-04,vertex-ai,global,dev,backend,quality,13.376,7.549,0.533,116.747,57.977,0
finops-budget-099-00157,2026-06-06,project-19,compute,asia-south1,prod,data,latency,51.865,9.826,0.64,151.926,85.636,1
finops-budget-099-00158,2026-06-07,project-14,cloud-sql,asia-south1,staging,platform,latency,53.902,22.33,0.478,139.042,100,1
finops-budget-099-00159,2026-06-08,project-14,cloud-run,asia-south1,prod,mlops,cost,29.865,8.316,0.698,82.109,66.261,1
finops-budget-099-00160,2026-06-09,project-17,cloud-sql,global,prod,backend,reliability,64.842,11.588,0.385,102.978,78.226,1
finops-budget-099-00161,2026-06-10,project-07,gke,europe-west1,dev,finops,latency,71.999,6.035,0.603,111.05,76.581,1
finops-budget-099-00162,2026-06-11,project-19,pubsub,asia-south1,dev,finops,security,29.357,27.345,0.337,81.119,97.705,1
finops-budget-099-00163,2026-06-12,project-02,cloud-run,us-central1,prod,mlops,reliability,33.961,11.958,0.377,148.616,74.657,1
finops-budget-099-00164,2026-06-13,project-04,cloud-sql,europe-west1,prod,platform,quality,56.751,6.258,0.396,72.67,58.923,0
finops-budget-099-00165,2026-06-14,project-14,cloud-sql,europe-west1,dev,finops,quality,59.721,5.39,0.738,192.193,87.337,1
finops-budget-099-00166,2026-06-15,project-23,vertex-ai,us-east1,dev,mlops,latency,38.755,4.232,0.562,33.967,48.062,0
finops-budget-099-00167,2026-06-16,project-09,vertex-ai,us-central1,dev,finops,quality,44.301,26.466,0.623,88.219,100,1
finops-budget-099-00168,2026-06-17,project-06,gke,asia-south1,prod,backend,quality,62.796,8.92,0.682,144.562,87.744,1
finops-budget-099-00169,2026-06-18,project-15,cloud-run,europe-west1,staging,finops,quality,57.951,17.848,0.345,105.469,89.384,1
finops-budget-099-00170,2026-06-19,project-21,cloud-run,us-central1,dev,data,cost,54.598,11.882,0.443,178.12,88.315,1
finops-budget-099-00171,2026-06-20,project-07,cloud-run,europe-west1,prod,mlops,cost,39.188,4.517,0.566,73.908,54.844,0
finops-budget-099-00172,2026-06-21,project-20,pubsub,europe-west1,prod,mlops,quality,82.044,8.442,0.241,101.922,71.712,1
finops-budget-099-00173,2026-06-22,project-20,compute,us-central1,dev,data,quality,60.382,15.21,0.248,111.392,81.548,1
finops-budget-099-00174,2026-06-23,project-10,vertex-ai,global,prod,security,reliability,78.353,5.991,0.541,181.19,86.761,1
finops-budget-099-00175,2026-06-24,project-17,vertex-ai,us-central1,prod,backend,reliability,41.938,17.779,0.509,97.993,88.268,1
finops-budget-099-00176,2026-06-25,project-03,cloud-run,global,prod,backend,quality,68.026,7.881,0.65,128.633,83.707,1
finops-budget-099-00177,2026-06-26,project-22,vertex-ai,europe-west1,prod,security,latency,46.758,5.784,0.626,93.933,65.47,0
finops-budget-099-00178,2026-06-27,project-18,bigquery,asia-south1,prod,finops,latency,26.324,7.973,0.664,162.862,74.808,1
finops-budget-099-00179,2026-06-28,project-24,gke,us-east1,prod,platform,cost,62.842,11.462,0.565,126.509,86.964,1
finops-budget-099-00180,2026-06-29,project-19,cloud-run,us-central1,staging,finops,quality,68.781,5.537,0.385,130.029,69.431,1
finops-budget-099-00181,2026-01-01,project-23,gke,europe-west1,prod,platform,quality,56.035,15.412,0.745,76.332,92.78,1
finops-budget-099-00182,2026-01-02,project-17,compute,global,dev,data,latency,44.395,11.81,0.458,126.938,77.637,1
finops-budget-099-00183,2026-01-03,project-10,vertex-ai,us-central1,staging,data,security,67.95,4.442,0.505,71.719,62.281,1
finops-budget-099-00184,2026-01-04,project-06,bigquery,us-central1,prod,platform,reliability,63.649,5.425,0.487,193.547,80.206,1
finops-budget-099-00185,2026-01-05,project-20,vertex-ai,us-central1,prod,security,quality,48.532,6.974,0.442,196.617,77.402,1
finops-budget-099-00186,2026-01-06,project-15,vertex-ai,global,sandbox,security,latency,103.227,22.131,0.625,26.169,100,1
finops-budget-099-00187,2026-01-07,project-03,pubsub,europe-west1,dev,platform,security,94.643,5.55,0.926,214.99,100,1
finops-budget-099-00188,2026-01-08,project-16,vertex-ai,us-east1,prod,mlops,quality,76.538,4.519,0.546,187.171,83.738,1
finops-budget-099-00189,2026-01-09,project-10,compute,us-east1,dev,platform,cost,60.231,8.506,0.573,69.867,71.172,1
finops-budget-099-00190,2026-01-10,project-11,compute,europe-west1,staging,security,latency,0.0,14.861,0.661,197.718,86.645,1
finops-budget-099-00191,2026-01-11,project-09,pubsub,us-east1,sandbox,platform,quality,9.006,5.707,0.823,57.306,53.631,0
finops-budget-099-00192,2026-01-12,project-22,gke,asia-south1,dev,backend,security,11.558,14.427,0.474,141.543,74.94,1
finops-budget-099-00193,2026-01-13,project-10,cloud-run,global,sandbox,platform,security,8.075,14.513,0.631,22.919,62.117,0
finops-budget-099-00194,2026-01-14,project-01,pubsub,us-east1,staging,mlops,cost,14.745,9.969,0.779,163.76,79.568,1
finops-budget-099-00195,2026-01-15,project-10,pubsub,asia-south1,staging,platform,quality,48.422,3.604,0.474,32.968,46.755,0
finops-budget-099-00196,2026-01-16,project-08,pubsub,us-central1,sandbox,backend,quality,63.863,7.511,0.584,180.593,86.654,1
finops-budget-099-00197,2026-01-17,project-09,cloud-sql,us-central1,dev,data,latency,58.09,8.015,0.373,0.0,52.088,0
finops-budget-099-00198,2026-01-18,project-21,cloud-sql,asia-south1,prod,backend,security,71.529,11.362,0.576,116.393,88.68,1
finops-budget-099-00199,2026-01-19,project-14,vertex-ai,europe-west1,prod,data,cost,56.753,6.636,0.435,84.809,62.941,0
finops-budget-099-00200,2026-01-20,project-11,bigquery,us-east1,prod,finops,quality,79.79,24.001,0.387,197.722,100,1
finops-budget-099-00201,2026-01-21,project-07,bigquery,us-east1,dev,mlops,reliability,47.071,9.953,0.599,153.998,83.122,1
finops-budget-099-00202,2026-01-22,project-05,compute,global,sandbox,data,latency,55.455,7.491,0.521,91.547,68.474,1
finops-budget-099-00203,2026-01-23,project-24,cloud-sql,global,sandbox,finops,reliability,69.8,12.373,0.448,88.173,81.839,1
finops-budget-099-00204,2026-01-24,project-23,vertex-ai,global,staging,backend,reliability,41.879,20.582,0.444,113.803,94.819,1
finops-budget-099-00205,2026-01-25,project-21,gke,europe-west1,prod,finops,cost,89.023,12.353,0.699,263.815,100,1
finops-budget-099-00206,2026-01-26,project-22,gke,us-central1,prod,security,quality,92.376,8.873,0.606,30.886,78.749,1
finops-budget-099-00207,2026-01-27,project-09,cloud-sql,us-central1,prod,data,reliability,47.168,14.597,0.452,85.286,78.826,1
finops-budget-099-00208,2026-01-28,project-23,compute,us-central1,prod,data,reliability,82.573,15.812,0.711,93.029,100,1
finops-budget-099-00209,2026-01-29,project-22,gke,asia-south1,dev,platform,reliability,26.848,14.871,0.599,58.815,73.638,1
finops-budget-099-00210,2026-01-30,project-14,gke,asia-south1,prod,data,security,69.566,8.038,0.345,86.385,67.776,1
finops-budget-099-00211,2026-01-31,project-10,cloud-run,europe-west1,staging,data,quality,39.814,17.399,0.628,85.363,88.961,1
finops-budget-099-00212,2026-02-01,project-15,pubsub,asia-south1,prod,finops,latency,42.445,3.913,0.433,199.676,68.26,1
finops-budget-099-00213,2026-02-02,project-05,gke,asia-south1,dev,data,cost,53.215,11.681,0.535,134.576,84.232,1
finops-budget-099-00214,2026-02-03,project-05,gke,us-east1,sandbox,platform,reliability,51.574,11.817,0.686,191.251,97.525,1
finops-budget-099-00215,2026-02-04,project-24,vertex-ai,europe-west1,sandbox,data,cost,73.606,4.929,0.568,146.918,78.569,1
finops-budget-099-00216,2026-02-05,project-10,vertex-ai,europe-west1,dev,finops,latency,56.371,12.264,0.749,143.411,95.475,1
finops-budget-099-00217,2026-02-06,project-13,cloud-sql,europe-west1,sandbox,security,cost,53.692,6.747,0.45,163.764,74.167,0
finops-budget-099-00218,2026-02-07,project-21,compute,asia-south1,sandbox,backend,quality,48.741,4.677,0.829,54.07,64.873,1
finops-budget-099-00219,2026-02-08,project-12,cloud-sql,europe-west1,dev,platform,security,54.223,7.154,0.636,91.337,71.251,1
finops-budget-099-00220,2026-02-09,project-15,pubsub,europe-west1,staging,platform,cost,41.139,8.536,0.546,20.402,56.401,0
