record_id,event_date,project_name,service_name,gcp_region,environment,owning_team,signal_category,metric_a,metric_b,metric_c,metric_d,risk_score,model_promoted
vertex-ai-080-00045,2026-02-14,project-04,gke,global,dev,mlops,reliability,63.719,16.962,0.71,128.014,100,1
vertex-ai-080-00046,2026-02-15,project-03,bigquery,us-east1,prod,security,quality,64.298,11.561,0.583,166.709,94.197,1
vertex-ai-080-00047,2026-02-16,project-11,cloud-run,us-central1,prod,mlops,quality,67.882,14.793,0.567,70.125,88.347,1
vertex-ai-080-00048,2026-02-17,project-10,vertex-ai,us-east1,sandbox,mlops,security,55.066,12.853,0.44,149.196,86.421,1
vertex-ai-080-00049,2026-02-18,project-16,bigquery,us-east1,staging,backend,security,51.011,3.774,0.612,163.049,71.858,0
vertex-ai-080-00050,2026-02-19,project-12,pubsub,asia-south1,dev,security,cost,42.937,4.003,0.715,134.034,68.94,1
vertex-ai-080-00051,2026-02-20,project-24,compute,us-central1,sandbox,platform,security,51.173,8.629,0.294,125.281,66.605,1
vertex-ai-080-00052,2026-02-21,project-19,vertex-ai,europe-west1,dev,data,reliability,47.842,3.6,0.652,92.168,61.406,0
vertex-ai-080-00053,2026-02-22,project-11,cloud-sql,asia-south1,dev,finops,security,32.951,10.698,0.301,29.223,51.292,0
vertex-ai-080-00054,2026-02-23,project-18,vertex-ai,europe-west1,dev,mlops,reliability,27.254,11.543,0.275,214.111,77.322,1
vertex-ai-080-00055,2026-02-24,project-18,vertex-ai,asia-south1,prod,platform,latency,58.655,12.94,0.816,91.952,92.692,1
vertex-ai-080-00056,2026-02-25,project-24,vertex-ai,us-east1,dev,backend,cost,42.949,8.15,0.697,140.316,78.907,1
vertex-ai-080-00057,2026-02-26,project-19,cloud-sql,global,prod,mlops,reliability,40.646,5.293,0.8,160.425,77.972,1
vertex-ai-080-00058,2026-02-27,project-03,cloud-run,us-east1,staging,backend,reliability,44.754,16.973,0.281,184.333,91.984,1
vertex-ai-080-00059,2026-02-28,project-19,cloud-sql,us-east1,prod,mlops,security,38.376,19.914,0.71,0.0,84.748,1
vertex-ai-080-00060,2026-03-01,project-03,cloud-run,asia-south1,dev,security,cost,64.186,12.535,0.812,89.497,93.185,1
vertex-ai-080-00061,2026-03-02,project-04,gke,us-east1,prod,data,latency,95.921,6.873,0.768,89.826,89.589,1
vertex-ai-080-00062,2026-03-03,project-10,cloud-sql,asia-south1,sandbox,security,latency,76.733,5.657,0.402,167.776,78.594,1
vertex-ai-080-00063,2026-03-04,project-18,pubsub,us-east1,dev,platform,quality,47.624,7.416,0.32,107.073,60.787,1
vertex-ai-080-00064,2026-03-05,project-17,gke,asia-south1,staging,finops,quality,69.651,6.492,0.431,161.19,78.118,1
vertex-ai-080-00065,2026-03-06,project-07,bigquery,us-central1,prod,platform,latency,47.801,7.808,0.369,98.733,62.263,0
vertex-ai-080-00066,2026-03-07,project-07,vertex-ai,asia-south1,dev,finops,security,56.298,13.869,0.674,141.79,96.333,1
vertex-ai-080-00067,2026-03-08,project-05,cloud-run,us-east1,dev,finops,security,13.179,16.347,0.492,129.467,78.856,1
vertex-ai-080-00068,2026-03-09,project-22,vertex-ai,asia-south1,prod,platform,latency,12.251,10.7,0.345,48.752,48.439,0
vertex-ai-080-00069,2026-03-10,project-06,compute,asia-south1,staging,platform,latency,34.919,5.223,0.596,125.593,63.584,1
vertex-ai-080-00070,2026-03-11,project-23,bigquery,global,dev,platform,quality,83.461,4.745,0.314,32.369,55.993,1
vertex-ai-080-00071,2026-03-12,project-18,bigquery,us-central1,dev,backend,security,52.626,10.584,0.313,26.857,57.987,0
vertex-ai-080-00072,2026-03-13,project-09,compute,europe-west1,prod,data,latency,54.427,8.893,0.405,170.711,78.87,1
vertex-ai-080-00073,2026-03-14,project-23,gke,global,prod,security,quality,75.386,12.075,0.625,227.533,100,1
vertex-ai-080-00074,2026-03-15,project-04,bigquery,us-central1,sandbox,security,cost,30.641,6.397,0.438,168.015,65.483,0
vertex-ai-080-00075,2026-03-16,project-12,bigquery,us-central1,prod,finops,reliability,35.517,13.567,0.214,201.762,81.001,1
vertex-ai-080-00076,2026-03-17,project-14,gke,asia-south1,dev,security,reliability,69.82,8.321,0.248,202.481,82.061,1
vertex-ai-080-00077,2026-03-18,project-06,gke,us-central1,prod,backend,reliability,84.386,17.723,0.367,66.787,93.474,1
vertex-ai-080-00078,2026-03-19,project-04,bigquery,us-east1,prod,mlops,cost,54.629,19.265,0.312,183.395,100,1
vertex-ai-080-00079,2026-03-20,project-01,cloud-sql,europe-west1,dev,mlops,security,63.862,7.439,0.236,118.27,65.217,0
vertex-ai-080-00080,2026-03-21,project-07,pubsub,us-central1,sandbox,security,security,39.575,7.481,0.675,158.222,78.006,1
vertex-ai-080-00081,2026-03-22,project-03,compute,global,prod,data,latency,85.326,23.232,0.152,249.804,100,1
vertex-ai-080-00082,2026-03-23,project-07,vertex-ai,asia-south1,prod,data,reliability,35.855,14.206,0.657,146.668,90.081,1
vertex-ai-080-00083,2026-03-24,project-11,vertex-ai,us-east1,prod,security,quality,41.554,6.673,0.569,45.145,56.613,0
vertex-ai-080-00084,2026-03-25,project-09,vertex-ai,europe-west1,prod,backend,latency,66.225,5.452,0.607,117.867,74.334,0
vertex-ai-080-00085,2026-03-26,project-16,pubsub,global,sandbox,backend,cost,63.596,8.871,0.491,152.297,82.353,1
vertex-ai-080-00086,2026-03-27,project-20,pubsub,us-east1,prod,backend,latency,86.08,8.193,0.349,98.672,75.85,0
vertex-ai-080-00087,2026-03-28,project-04,bigquery,us-central1,prod,finops,quality,43.681,17.822,0.405,53.662,78.874,1
vertex-ai-080-00088,2026-03-29,project-24,cloud-sql,us-central1,prod,mlops,latency,71.469,12.048,0.427,200.927,97.373,1
vertex-ai-080-00089,2026-03-30,project-24,vertex-ai,europe-west1,prod,finops,cost,77.722,3.466,0.704,31.689,64.551,0
vertex-ai-080-00090,2026-03-31,project-08,gke,global,prod,data,latency,58.485,4.979,0.901,122.031,81.419,1
vertex-ai-080-00091,2026-04-01,project-16,gke,asia-south1,sandbox,data,security,43.324,5.494,0.539,72.166,57.372,0
vertex-ai-080-00092,2026-04-02,project-15,bigquery,global,prod,platform,security,32.714,11.011,0.701,23.812,65.15,1
vertex-ai-080-00093,2026-04-03,project-22,gke,us-east1,prod,security,latency,96.996,12.575,0.515,144.374,100,1
vertex-ai-080-00094,2026-04-04,project-02,bigquery,us-east1,staging,security,cost,30.143,13.198,0.442,9.739,58.236,0
vertex-ai-080-00095,2026-04-05,project-22,gke,global,dev,backend,security,65.695,6.567,0.589,65.676,68.509,1
vertex-ai-080-00096,2026-04-06,project-05,cloud-run,europe-west1,staging,backend,reliability,66.811,9.468,0.57,156.609,88.265,1
vertex-ai-080-00097,2026-04-07,project-06,vertex-ai,asia-south1,prod,data,security,76.807,8.757,0.833,162.434,100,1
vertex-ai-080-00098,2026-04-08,project-02,vertex-ai,global,dev,data,reliability,55.113,5.66,0.49,150.67,71.619,0
vertex-ai-080-00099,2026-04-09,project-14,gke,europe-west1,dev,data,cost,50.237,7.659,0.22,7.419,44.236,0
vertex-ai-080-00100,2026-04-10,project-13,cloud-sql,asia-south1,staging,platform,quality,12.708,16.531,0.25,185.793,78.865,1
vertex-ai-080-00101,2026-04-11,project-06,cloud-sql,global,prod,backend,reliability,45.521,12.349,0.188,106.425,66.847,0
vertex-ai-080-00102,2026-04-12,project-11,cloud-sql,europe-west1,prod,security,reliability,74.506,13.112,0.663,162.167,100,1
vertex-ai-080-00103,2026-04-13,project-23,vertex-ai,us-central1,dev,mlops,reliability,59.159,7.353,0.662,70.35,71.292,0
vertex-ai-080-00104,2026-04-14,project-03,cloud-sql,global,staging,backend,cost,36.091,8.835,0.453,127.517,67.698,0
vertex-ai-080-00105,2026-04-15,project-07,cloud-sql,us-central1,prod,mlops,reliability,47.739,9.295,0.736,119.335,81.56,1
vertex-ai-080-00106,2026-04-16,project-10,compute,asia-south1,dev,mlops,latency,43.433,21.243,0.605,106.143,100,1
vertex-ai-080-00107,2026-04-17,project-24,vertex-ai,us-east1,dev,platform,cost,57.409,9.167,0.476,81.854,70.08,1
vertex-ai-080-00108,2026-04-18,project-18,vertex-ai,global,staging,security,cost,28.912,8.591,0.818,76.683,69.978,0
vertex-ai-080-00109,2026-04-19,project-23,compute,us-central1,dev,mlops,latency,44.048,3.555,0.446,241.585,74.553,1
vertex-ai-080-00110,2026-04-20,project-18,pubsub,asia-south1,sandbox,finops,cost,41.068,8.189,0.596,183.745,81.138,1
vertex-ai-080-00111,2026-04-21,project-22,gke,asia-south1,dev,platform,latency,40.782,11.22,0.275,77.746,61.417,1
vertex-ai-080-00112,2026-04-22,project-21,cloud-sql,global,sandbox,finops,latency,68.69,7.07,0.759,61.831,76.12,1
vertex-ai-080-00113,2026-04-23,project-16,cloud-run,us-east1,sandbox,data,cost,25.051,6.101,0.564,222.588,75.204,1
vertex-ai-080-00114,2026-04-24,project-13,gke,europe-west1,prod,platform,security,58.697,10.03,0.51,7.242,62.853,1
vertex-ai-080-00115,2026-04-25,project-21,bigquery,us-central1,staging,backend,cost,51.492,14.599,0.697,63.552,85.75,1
vertex-ai-080-00116,2026-04-26,project-01,gke,us-central1,dev,platform,security,52.892,9.867,0.799,87.276,82.228,1
vertex-ai-080-00117,2026-04-27,project-21,vertex-ai,us-east1,dev,data,reliability,73.12,4.879,0.483,159.224,77.102,1
vertex-ai-080-00118,2026-04-28,project-08,pubsub,europe-west1,staging,mlops,security,10.68,3.285,0.336,131.609,42.356,0
vertex-ai-080-00119,2026-04-29,project-17,cloud-sql,us-east1,prod,finops,security,33.372,5.817,0.701,64.963,59.262,1
vertex-ai-080-00120,2026-04-30,project-23,cloud-run,europe-west1,dev,platform,reliability,35.114,13.142,0.345,85.23,67.459,1
vertex-ai-080-00121,2026-05-01,project-19,cloud-sql,europe-west1,dev,data,security,35.415,10.38,0.368,88.913,62.462,1
vertex-ai-080-00122,2026-05-02,project-12,gke,asia-south1,prod,backend,security,102.464,7.831,0.082,134.551,76.627,1
vertex-ai-080-00123,2026-05-03,project-08,vertex-ai,asia-south1,prod,backend,security,92.471,6.854,0.516,131.896,85.652,1
vertex-ai-080-00124,2026-05-04,project-15,pubsub,asia-south1,dev,mlops,latency,8.413,6.189,0.559,130.798,56.025,0
vertex-ai-080-00125,2026-05-05,project-01,cloud-sql,us-east1,prod,finops,security,99.727,8.938,0.492,140.34,93.446,1
vertex-ai-080-00126,2026-05-06,project-07,bigquery,europe-west1,prod,security,cost,69.743,7.379,0.582,18.777,64.736,0
vertex-ai-080-00127,2026-05-07,project-05,vertex-ai,asia-south1,dev,data,latency,40.17,6.219,0.18,70.278,45.119,0
vertex-ai-080-00128,2026-05-08,project-17,cloud-sql,us-central1,staging,security,quality,96.027,6.203,0.583,66.969,78.254,1
vertex-ai-080-00129,2026-05-09,project-24,compute,global,dev,platform,quality,36.872,19.524,0.606,72.537,90.25,1
vertex-ai-080-00130,2026-05-10,project-17,pubsub,asia-south1,prod,backend,cost,82.368,7.174,0.58,53.946,73.735,1
vertex-ai-080-00131,2026-05-11,project-13,vertex-ai,asia-south1,prod,data,reliability,59.515,11.242,0.631,53.051,76.883,1
vertex-ai-080-00132,2026-05-12,project-09,gke,us-east1,dev,finops,quality,24.444,10.774,0.687,167.819,82.213,1
vertex-ai-080-00133,2026-05-13,project-07,cloud-run,us-east1,sandbox,data,quality,56.174,14.146,0.428,57.452,76.027,1
vertex-ai-080-00134,2026-05-14,project-15,pubsub,europe-west1,sandbox,finops,latency,47.87,8.277,0.798,81.334,75.859,1
vertex-ai-080-00135,2026-05-15,project-12,vertex-ai,global,prod,finops,latency,44.898,8.691,0.329,88.863,60.467,0
vertex-ai-080-00136,2026-05-16,project-23,bigquery,global,dev,data,reliability,53.095,8.432,0.661,91.161,74.687,1
vertex-ai-080-00137,2026-05-17,project-24,cloud-run,global,dev,platform,quality,78.684,20.808,0.568,82.181,100,1
vertex-ai-080-00138,2026-05-18,project-21,cloud-sql,europe-west1,dev,finops,latency,65.777,11.841,0.35,157.911,85.93,1
vertex-ai-080-00139,2026-05-19,project-19,gke,europe-west1,dev,backend,security,25.779,19.782,0.439,123.775,88.596,1
vertex-ai-080-00140,2026-05-20,project-18,gke,europe-west1,dev,security,reliability,54.798,3.812,0.336,99.761,54.382,0
vertex-ai-080-00141,2026-05-21,project-08,pubsub,us-east1,dev,security,reliability,66.355,6.148,0.706,44.229,68.73,0
vertex-ai-080-00142,2026-05-22,project-09,compute,global,staging,security,latency,36.691,7.22,0.58,229.768,83.496,1
vertex-ai-080-00143,2026-05-23,project-08,gke,global,dev,backend,cost,50.224,7.459,0.541,98.227,68.243,1
vertex-ai-080-00144,2026-05-24,project-14,cloud-run,asia-south1,staging,platform,cost,42.329,6.892,0.594,112.14,68.04,1
vertex-ai-080-00145,2026-05-25,project-14,pubsub,asia-south1,sandbox,security,cost,60.184,8.844,0.394,158.009,78.533,1
vertex-ai-080-00146,2026-05-26,project-17,cloud-sql,global,staging,backend,cost,36.765,14.492,0.407,215.664,92.378,1
vertex-ai-080-00147,2026-05-27,project-10,gke,global,prod,platform,latency,74.964,7.373,0.374,239.049,91.392,1
vertex-ai-080-00148,2026-05-28,project-19,cloud-run,us-east1,prod,security,reliability,65.716,7.08,0.377,76.348,63.85,1
vertex-ai-080-00149,2026-05-29,project-08,cloud-run,global,prod,platform,reliability,45.216,11.985,0.412,120.722,75.816,1
vertex-ai-080-00150,2026-05-30,project-13,pubsub,global,prod,backend,quality,69.819,11.122,0.378,138.549,83.823,1
vertex-ai-080-00151,2026-05-31,project-09,gke,global,staging,platform,security,40.7,11.829,0.533,114.913,77.259,1
vertex-ai-080-00152,2026-06-01,project-14,pubsub,europe-west1,prod,finops,security,81.388,14.726,0.516,46.461,87.682,1
vertex-ai-080-00153,2026-06-02,project-03,cloud-sql,global,dev,platform,reliability,28.59,10.375,0.325,231.683,79.377,1
vertex-ai-080-00154,2026-06-03,project-07,cloud-run,europe-west1,dev,backend,quality,52.129,10.69,0.473,134.44,79.349,1
vertex-ai-080-00155,2026-06-04,project-06,bigquery,us-central1,sandbox,data,reliability,57.755,9.078,0.431,52.337,64.114,0
vertex-ai-080-00156,2026-06-05,project-02,vertex-ai,global,prod,platform,quality,60.166,12.804,0.464,149.956,89.043,1
vertex-ai-080-00157,2026-06-06,project-01,cloud-run,us-east1,prod,finops,reliability,69.107,16.822,0.521,111.124,97.879,1
vertex-ai-080-00158,2026-06-07,project-21,vertex-ai,us-central1,dev,platform,cost,31.784,11.145,0.355,65.61,59.123,0
vertex-ai-080-00159,2026-06-08,project-17,pubsub,asia-south1,prod,backend,latency,50.023,6.038,0.385,100.945,59.793,0
vertex-ai-080-00160,2026-06-09,project-17,cloud-sql,global,dev,security,cost,58.645,2.769,0.553,152.351,68.56,1
vertex-ai-080-00161,2026-06-10,project-09,cloud-sql,us-east1,sandbox,platform,security,28.327,17.178,0.959,107.191,99.193,1
vertex-ai-080-00162,2026-06-11,project-09,bigquery,global,dev,security,reliability,29.03,6.485,0.562,128.089,63.642,0
vertex-ai-080-00163,2026-06-12,project-05,vertex-ai,europe-west1,prod,finops,cost,51.433,5.286,0.559,78.455,61.342,0
vertex-ai-080-00164,2026-06-13,project-02,cloud-sql,us-east1,dev,data,security,28.012,10.485,0.437,118.905,66.905,1
vertex-ai-080-00165,2026-06-14,project-15,pubsub,asia-south1,prod,platform,reliability,38.047,12.013,0.323,98.623,67.034,1
vertex-ai-080-00166,2026-06-15,project-22,cloud-sql,asia-south1,prod,backend,latency,70.067,17.033,0.864,143.342,100,1
vertex-ai-080-00167,2026-06-16,project-11,vertex-ai,us-central1,staging,platform,security,64.588,16.302,0.7,196.254,100,1
vertex-ai-080-00168,2026-06-17,project-12,cloud-run,us-east1,dev,security,reliability,37.207,7.929,0.232,42.107,45.784,0
vertex-ai-080-00169,2026-06-18,project-19,pubsub,us-central1,prod,platform,latency,90.771,10.15,0.53,70.198,84.24,1
vertex-ai-080-00170,2026-06-19,project-19,cloud-sql,us-east1,sandbox,backend,reliability,52.141,8.642,0.587,119.955,76.452,0
vertex-ai-080-00171,2026-06-20,project-05,vertex-ai,global,dev,platform,cost,52.677,10.357,0.719,85.759,80.275,1
vertex-ai-080-00172,2026-06-21,project-01,compute,asia-south1,dev,security,latency,42.155,10.886,0.49,169.315,81.997,1
vertex-ai-080-00173,2026-06-22,project-07,compute,global,prod,finops,reliability,46.914,7.617,0.485,120.667,68.765,0
vertex-ai-080-00174,2026-06-23,project-18,vertex-ai,us-east1,prod,data,quality,47.43,8.494,0.446,142.072,72.749,0
vertex-ai-080-00175,2026-06-24,project-19,gke,us-east1,dev,platform,reliability,4.201,15.08,0.577,202.283,86.352,1
vertex-ai-080-00176,2026-06-25,project-14,gke,asia-south1,sandbox,backend,latency,90.936,17.235,0.492,237.829,100,1
vertex-ai-080-00177,2026-06-26,project-12,cloud-run,asia-south1,dev,platform,reliability,15.024,6.251,0.621,87.515,54.342,0
vertex-ai-080-00178,2026-06-27,project-10,pubsub,europe-west1,sandbox,platform,latency,31.989,9.44,0.507,76.086,62.064,1
vertex-ai-080-00179,2026-06-28,project-11,pubsub,us-east1,prod,platform,latency,91.512,17.775,0.638,89.547,100,1
vertex-ai-080-00180,2026-06-29,project-06,gke,global,dev,data,reliability,44.731,4.224,0.529,126.985,62.545,0
vertex-ai-080-00181,2026-01-01,project-12,compute,us-east1,staging,data,security,47.423,6.415,0.625,101.25,68.207,0
vertex-ai-080-00182,2026-01-02,project-10,bigquery,europe-west1,staging,security,quality,70.763,5.066,0.309,56.986,55.713,0
vertex-ai-080-00183,2026-01-03,project-21,pubsub,us-central1,prod,backend,quality,56.18,6.094,0.689,150.389,79.929,1
vertex-ai-080-00184,2026-01-04,project-05,compute,us-east1,sandbox,data,reliability,45.437,10.152,0.648,182.535,88.891,1
vertex-ai-080-00185,2026-01-05,project-05,pubsub,us-central1,dev,security,reliability,48.931,17.258,0.6,49.987,85.684,1
vertex-ai-080-00186,2026-01-06,project-17,cloud-run,us-east1,sandbox,backend,latency,45.159,4.235,0.784,135.609,72.904,1
vertex-ai-080-00187,2026-01-07,project-12,gke,europe-west1,dev,backend,quality,55.74,11.051,0.39,137.351,78.975,1
vertex-ai-080-00188,2026-01-08,project-16,compute,us-central1,dev,finops,reliability,40.157,13.022,0.714,211.594,100,1
vertex-ai-080-00189,2026-01-09,project-24,bigquery,asia-south1,sandbox,finops,reliability,49.66,12.665,0.356,0.0,59.393,0
vertex-ai-080-00190,2026-01-10,project-21,cloud-sql,global,sandbox,platform,reliability,42.817,7.505,0.628,125.709,72.81,0
vertex-ai-080-00191,2026-01-11,project-19,pubsub,us-central1,prod,platform,cost,77.456,3.236,0.626,170.342,81.412,1
vertex-ai-080-00192,2026-01-12,project-09,pubsub,us-east1,staging,backend,latency,41.504,7.333,0.493,31.885,53.542,0
vertex-ai-080-00193,2026-01-13,project-03,vertex-ai,us-east1,dev,mlops,latency,67.2,4.942,0.681,166.597,83.182,1
vertex-ai-080-00194,2026-01-14,project-24,vertex-ai,us-central1,prod,data,cost,87.362,6.523,0.457,220.75,93.985,1
vertex-ai-080-00195,2026-01-15,project-19,vertex-ai,global,prod,data,cost,48.784,11.471,0.389,235.535,91.804,1
vertex-ai-080-00196,2026-01-16,project-11,cloud-run,europe-west1,prod,mlops,cost,75.614,11.892,0.59,164.959,98.919,1
vertex-ai-080-00197,2026-01-17,project-22,compute,asia-south1,prod,backend,latency,61.763,7.568,0.136,66.195,53.689,0
vertex-ai-080-00198,2026-01-18,project-15,pubsub,asia-south1,prod,security,latency,73.312,12.065,0.821,82.003,94.505,1
vertex-ai-080-00199,2026-01-19,project-20,compute,us-east1,prod,mlops,security,65.448,8.691,0.639,74.366,76.396,1
vertex-ai-080-00200,2026-01-20,project-14,vertex-ai,global,sandbox,data,security,67.903,10.141,0.305,119.422,75.519,1
vertex-ai-080-00201,2026-01-21,project-07,cloud-run,us-east1,staging,backend,cost,46.724,16.45,0.515,162.985,96.53,1
vertex-ai-080-00202,2026-01-22,project-10,bigquery,asia-south1,sandbox,finops,latency,43.696,4.648,0.56,153.675,68.15,1
vertex-ai-080-00203,2026-01-23,project-08,cloud-run,global,sandbox,platform,reliability,56.628,18.814,0.677,163.204,100,1
vertex-ai-080-00204,2026-01-24,project-12,gke,europe-west1,prod,data,reliability,57.198,8.421,0.568,102.574,74.507,1
vertex-ai-080-00205,2026-01-25,project-23,cloud-run,asia-south1,prod,security,latency,39.259,6.097,0.326,120.303,56.921,0
vertex-ai-080-00206,2026-01-26,project-15,cloud-run,asia-south1,dev,finops,latency,41.112,12.54,0.574,176.298,89.449,1
vertex-ai-080-00207,2026-01-27,project-18,bigquery,us-east1,sandbox,platform,reliability,35.374,35.512,0.575,171.019,100,1
vertex-ai-080-00208,2026-01-28,project-03,gke,us-central1,staging,mlops,quality,57.384,4.159,0.479,159.963,69.882,1
vertex-ai-080-00209,2026-01-29,project-08,vertex-ai,europe-west1,prod,finops,cost,75.252,5.839,0.628,49.655,69.184,1
vertex-ai-080-00210,2026-01-30,project-16,cloud-sql,us-central1,sandbox,backend,latency,69.138,5.824,0.426,108.607,68.536,1
vertex-ai-080-00211,2026-01-31,project-12,cloud-sql,us-central1,prod,backend,quality,83.763,8.599,0.661,61.028,81.416,1
vertex-ai-080-00212,2026-02-01,project-08,bigquery,asia-south1,prod,platform,quality,81.164,7.479,0.693,157.549,93.089,1
vertex-ai-080-00213,2026-02-02,project-04,bigquery,global,prod,mlops,quality,67.86,2.841,0.752,117.685,73.862,1
vertex-ai-080-00214,2026-02-03,project-13,pubsub,asia-south1,prod,data,cost,79.528,8.048,0.379,171.487,84.887,1
vertex-ai-080-00215,2026-02-04,project-19,gke,europe-west1,sandbox,platform,cost,30.773,9.158,0.488,45.068,55.792,0
vertex-ai-080-00216,2026-02-05,project-01,bigquery,global,prod,security,quality,46.566,10.624,0.782,133.318,87.9,1
vertex-ai-080-00217,2026-02-06,project-14,bigquery,global,prod,data,cost,24.428,12.137,0.6,120.255,75.407,1
