record_id,event_date,project_name,service_name,gcp_region,environment,owning_team,signal_category,metric_a,metric_b,metric_c,metric_d,risk_score,incident_escalated
gke-sre-012-00053,2026-02-22,project-12,gke,global,prod,security,reliability,50.492,18.355,0.502,100.422,92.715,1
gke-sre-012-00054,2026-02-23,project-18,vertex-ai,us-east1,staging,security,quality,51.453,8.519,0.759,81.341,76.313,1
gke-sre-012-00055,2026-02-24,project-24,compute,us-central1,prod,backend,cost,74.298,12.592,0.698,192.868,100,1
gke-sre-012-00056,2026-02-25,project-19,vertex-ai,europe-west1,prod,mlops,quality,57.564,6.853,0.279,186.365,73.081,0
gke-sre-012-00057,2026-02-26,project-22,vertex-ai,us-central1,dev,security,latency,17.262,11.892,0.72,96.627,73.081,1
gke-sre-012-00058,2026-02-27,project-18,bigquery,us-east1,dev,platform,cost,23.319,10.401,0.629,87.096,67.147,1
gke-sre-012-00059,2026-02-28,project-03,pubsub,europe-west1,prod,security,reliability,89.087,17.567,0.767,140.577,100,1
gke-sre-012-00060,2026-03-01,project-07,vertex-ai,global,sandbox,data,quality,26.349,5.618,0.527,127.912,59.43,0
gke-sre-012-00061,2026-03-02,project-07,compute,asia-south1,prod,data,quality,78.859,6.6,0.795,96.843,84.949,1
gke-sre-012-00062,2026-03-03,project-22,vertex-ai,global,prod,backend,security,34.739,8.351,0.793,98.609,73.78,1
gke-sre-012-00063,2026-03-04,project-19,vertex-ai,global,dev,finops,latency,55.353,5.881,0.595,23.011,57.277,0
gke-sre-012-00064,2026-03-05,project-13,pubsub,global,staging,backend,security,37.716,8.995,0.441,52.899,57.338,0
gke-sre-012-00065,2026-03-06,project-08,vertex-ai,asia-south1,prod,finops,latency,113.243,27.999,0.417,38.081,100,1
gke-sre-012-00066,2026-03-07,project-22,pubsub,global,prod,mlops,reliability,78.275,19.629,0.858,99.846,100,1
gke-sre-012-00067,2026-03-08,project-08,compute,asia-south1,prod,mlops,reliability,65.771,5.256,0.422,116.999,67.116,1
gke-sre-012-00068,2026-03-09,project-19,pubsub,us-central1,dev,security,cost,46.938,7.129,0.4,61.647,56.053,0
gke-sre-012-00069,2026-03-10,project-14,cloud-run,us-east1,dev,platform,cost,26.215,5.575,0.208,163.126,53.253,0
gke-sre-012-00070,2026-03-11,project-18,cloud-run,us-east1,staging,finops,security,36.031,8.435,0.172,146.222,59.637,0
gke-sre-012-00071,2026-03-12,project-01,vertex-ai,asia-south1,prod,mlops,security,78.984,11.04,0.62,161.767,98.695,1
gke-sre-012-00072,2026-03-13,project-23,cloud-run,europe-west1,dev,security,quality,34.258,9.409,0.703,40.56,64.465,1
gke-sre-012-00073,2026-03-14,project-22,compute,us-central1,prod,mlops,latency,93.266,5.132,0.82,148.305,94.946,1
gke-sre-012-00074,2026-03-15,project-22,vertex-ai,europe-west1,sandbox,mlops,reliability,32.531,14.44,0.412,162.076,83.135,1
gke-sre-012-00075,2026-03-16,project-14,bigquery,asia-south1,sandbox,security,quality,46.371,13.078,0.149,216.11,83.476,1
gke-sre-012-00076,2026-03-17,project-08,compute,global,dev,data,cost,39.41,22.337,0.7,176.666,100,1
gke-sre-012-00077,2026-03-18,project-23,bigquery,us-east1,prod,security,cost,70.173,8.047,0.356,224.578,88.548,1
gke-sre-012-00078,2026-03-19,project-23,compute,us-east1,sandbox,security,cost,52.563,7.891,0.346,146.252,70.248,1
gke-sre-012-00079,2026-03-20,project-02,cloud-run,europe-west1,prod,data,security,61.466,14.093,0.539,138.722,93.492,1
gke-sre-012-00080,2026-03-21,project-09,compute,global,dev,mlops,reliability,39.943,13.912,0.534,163.969,89.044,1
gke-sre-012-00081,2026-03-22,project-08,cloud-run,us-central1,staging,mlops,security,37.217,7.145,0.54,102.129,63.491,0
gke-sre-012-00082,2026-03-23,project-01,pubsub,asia-south1,sandbox,security,quality,35.193,14.215,0.416,11.162,61.674,0
gke-sre-012-00083,2026-03-24,project-02,bigquery,us-central1,dev,data,latency,50.774,8.317,0.733,130.829,81.911,1
gke-sre-012-00084,2026-03-25,project-16,pubsub,us-central1,dev,security,security,45.827,15.018,0.608,90.825,85.607,1
gke-sre-012-00085,2026-03-26,project-24,pubsub,europe-west1,prod,mlops,cost,48.212,14.699,0.451,141.44,87.584,1
gke-sre-012-00086,2026-03-27,project-01,pubsub,asia-south1,prod,security,security,82.163,7.072,0.394,54.502,66.997,0
gke-sre-012-00087,2026-03-28,project-10,pubsub,europe-west1,staging,platform,latency,55.957,11.048,0.51,162.95,86.977,1
gke-sre-012-00088,2026-03-29,project-24,gke,us-central1,prod,platform,latency,64.919,8.371,0.555,46.179,68.413,1
gke-sre-012-00089,2026-03-30,project-02,bigquery,global,staging,security,latency,66.511,16.079,0.76,17.318,89.922,1
gke-sre-012-00090,2026-03-31,project-15,cloud-run,us-east1,staging,mlops,cost,36.12,23.105,0.787,79.796,100,1
gke-sre-012-00091,2026-04-01,project-13,bigquery,asia-south1,prod,mlops,reliability,69.294,7.408,0.42,54.541,64.192,0
gke-sre-012-00092,2026-04-02,project-21,cloud-sql,global,prod,security,security,62.356,5.599,0.716,183.05,86.644,1
gke-sre-012-00093,2026-04-03,project-14,vertex-ai,europe-west1,prod,data,quality,61.955,10.774,0.347,128.073,77.646,1
gke-sre-012-00094,2026-04-04,project-02,cloud-sql,global,prod,security,cost,82.361,6.0,0.376,149.312,77.761,1
gke-sre-012-00095,2026-04-05,project-24,cloud-run,us-east1,prod,mlops,security,74.29,7.525,0.227,112.736,67.946,1
gke-sre-012-00096,2026-04-06,project-12,gke,us-central1,staging,platform,cost,27.476,24.054,0.541,138.42,100,1
gke-sre-012-00097,2026-04-07,project-01,gke,global,dev,backend,security,43.02,5.006,0.276,84.306,48.692,0
gke-sre-012-00098,2026-04-08,project-20,cloud-run,global,prod,data,security,68.634,9.414,0.349,121.206,75.879,1
gke-sre-012-00099,2026-04-09,project-19,cloud-sql,us-central1,prod,security,quality,83.24,7.037,0.813,76.675,85.19,1
gke-sre-012-00100,2026-04-10,project-09,pubsub,us-central1,prod,backend,quality,94.523,18.472,0.725,176.918,100,1
gke-sre-012-00101,2026-04-11,project-21,cloud-sql,global,dev,finops,security,63.295,6.012,0.741,80.903,73.915,1
gke-sre-012-00102,2026-04-12,project-14,pubsub,asia-south1,sandbox,mlops,latency,32.851,18.908,0.178,212.348,92.814,1
gke-sre-012-00103,2026-04-13,project-02,bigquery,asia-south1,dev,mlops,reliability,32.841,7.077,0.471,64.522,53.902,0
gke-sre-012-00104,2026-04-14,project-19,gke,asia-south1,staging,finops,reliability,42.861,15.462,0.441,89.979,79.636,1
gke-sre-012-00105,2026-04-15,project-12,vertex-ai,global,prod,mlops,cost,58.393,5.015,0.735,198.268,86.778,1
gke-sre-012-00106,2026-04-16,project-04,cloud-sql,global,prod,platform,cost,81.642,12.132,0.641,46.014,86.028,1
gke-sre-012-00107,2026-04-17,project-23,vertex-ai,us-central1,prod,platform,latency,87.562,10.358,0.594,84.528,87.932,1
gke-sre-012-00108,2026-04-18,project-04,cloud-sql,us-east1,prod,security,security,53.583,7.881,0.371,184.91,77.094,1
gke-sre-012-00109,2026-04-19,project-13,cloud-sql,asia-south1,sandbox,security,quality,51.915,8.382,0.744,78.086,75.156,1
gke-sre-012-00110,2026-04-20,project-04,cloud-sql,asia-south1,prod,security,reliability,52.003,8.277,0.57,81.557,69.358,1
gke-sre-012-00111,2026-04-21,project-21,pubsub,asia-south1,sandbox,platform,cost,79.112,5.829,0.455,185.675,84.293,1
gke-sre-012-00112,2026-04-22,project-16,vertex-ai,asia-south1,dev,platform,reliability,25.205,15.304,0.825,142.703,94.217,1
gke-sre-012-00113,2026-04-23,project-13,cloud-sql,us-central1,prod,data,latency,70.023,12.601,0.721,168.124,100,1
gke-sre-012-00114,2026-04-24,project-06,cloud-run,global,prod,platform,security,56.26,9.339,0.65,183.286,90.961,1
gke-sre-012-00115,2026-04-25,project-21,vertex-ai,us-central1,prod,backend,reliability,59.021,13.456,0.542,94.011,84.735,1
gke-sre-012-00116,2026-04-26,project-23,vertex-ai,us-central1,sandbox,finops,quality,65.551,11.971,0.592,30.387,76.027,1
gke-sre-012-00117,2026-04-27,project-15,compute,us-east1,prod,mlops,security,85.792,10.502,0.479,154.04,93.761,1
gke-sre-012-00118,2026-04-28,project-22,cloud-run,us-east1,sandbox,platform,security,46.42,14.552,0.135,192.235,82.961,1
gke-sre-012-00119,2026-04-29,project-24,pubsub,us-central1,dev,data,cost,32.325,9.989,0.49,165.103,75.849,1
gke-sre-012-00120,2026-04-30,project-13,bigquery,us-east1,prod,finops,latency,57.616,3.891,0.72,232.647,88.372,1
gke-sre-012-00121,2026-05-01,project-07,cloud-sql,us-central1,staging,backend,security,48.002,6.117,0.227,158.801,62.177,1
gke-sre-012-00122,2026-05-02,project-24,gke,global,staging,finops,reliability,38.823,7.168,0.358,127.791,61.48,0
gke-sre-012-00123,2026-05-03,project-24,vertex-ai,us-east1,prod,platform,quality,35.337,7.258,0.503,85.337,59.353,0
gke-sre-012-00124,2026-05-04,project-20,pubsub,europe-west1,prod,platform,latency,58.802,7.937,0.411,125.099,71.729,1
gke-sre-012-00125,2026-05-05,project-17,pubsub,global,dev,finops,security,67.751,5.64,0.608,116.904,75.201,1
gke-sre-012-00126,2026-05-06,project-24,compute,us-east1,staging,backend,reliability,13.62,5.216,0.29,179.631,53.284,0
gke-sre-012-00127,2026-05-07,project-22,vertex-ai,global,prod,platform,quality,90.96,2.64,0.483,153.344,77.264,1
gke-sre-012-00128,2026-05-08,project-17,pubsub,us-east1,prod,finops,quality,92.077,10.962,0.976,254.168,100,1
gke-sre-012-00129,2026-05-09,project-08,compute,europe-west1,prod,security,quality,48.311,5.967,0.405,109.993,61.047,0
gke-sre-012-00130,2026-05-10,project-14,cloud-run,us-east1,prod,mlops,cost,51.277,7.146,0.587,214.302,86.418,1
gke-sre-012-00131,2026-05-11,project-11,vertex-ai,us-east1,prod,platform,security,50.847,16.186,0.629,38.611,83.21,1
gke-sre-012-00132,2026-05-12,project-11,cloud-run,europe-west1,staging,security,quality,38.132,6.041,0.354,202.106,69.306,1
gke-sre-012-00133,2026-05-13,project-12,pubsub,europe-west1,dev,security,quality,42.461,4.756,0.443,73.836,52.231,0
gke-sre-012-00134,2026-05-14,project-07,vertex-ai,us-east1,dev,finops,cost,49.003,9.076,0.734,153.603,86.419,1
gke-sre-012-00135,2026-05-15,project-16,bigquery,asia-south1,prod,platform,quality,55.978,8.19,0.552,47.34,64.926,1
gke-sre-012-00136,2026-05-16,project-23,cloud-sql,global,prod,finops,reliability,77.797,7.711,0.568,107.897,80.836,1
gke-sre-012-00137,2026-05-17,project-15,cloud-run,asia-south1,prod,mlops,quality,85.682,9.082,0.422,228.393,99.257,1
gke-sre-012-00138,2026-05-18,project-20,bigquery,global,prod,mlops,security,77.454,3.824,0.495,23.317,56.757,0
gke-sre-012-00139,2026-05-19,project-02,cloud-sql,us-central1,prod,data,reliability,88.218,8.533,0.864,63.652,90.309,1
gke-sre-012-00140,2026-05-20,project-20,cloud-sql,asia-south1,prod,data,cost,58.444,4.282,0.854,203.88,90.069,1
gke-sre-012-00141,2026-05-21,project-06,compute,europe-west1,dev,mlops,latency,40.378,10.849,0.509,132.659,76.608,1
gke-sre-012-00142,2026-05-22,project-22,vertex-ai,asia-south1,prod,mlops,reliability,55.81,9.509,0.957,159.638,98.497,1
gke-sre-012-00143,2026-05-23,project-19,vertex-ai,global,prod,mlops,reliability,81.109,13.639,0.354,77.946,83.97,1
gke-sre-012-00144,2026-05-24,project-04,pubsub,asia-south1,prod,backend,quality,38.517,8.802,0.617,219.749,87.661,1
gke-sre-012-00145,2026-05-25,project-06,cloud-sql,europe-west1,sandbox,data,latency,79.675,6.711,0.423,119.37,75.758,1
gke-sre-012-00146,2026-05-26,project-16,vertex-ai,us-east1,prod,backend,security,48.632,17.753,0.578,52.043,86.264,1
gke-sre-012-00147,2026-05-27,project-09,cloud-sql,global,prod,mlops,reliability,55.482,10.349,0.223,276.659,91.717,1
gke-sre-012-00148,2026-05-28,project-18,vertex-ai,asia-south1,sandbox,platform,reliability,21.91,9.258,0.675,157.688,75.892,1
gke-sre-012-00149,2026-05-29,project-06,compute,asia-south1,dev,data,reliability,62.786,10.654,0.384,165.611,84.426,1
gke-sre-012-00150,2026-05-30,project-05,pubsub,europe-west1,sandbox,data,reliability,61.632,14.576,0.203,51.5,70.197,1
gke-sre-012-00151,2026-05-31,project-10,vertex-ai,global,sandbox,backend,quality,38.348,4.825,0.557,123.537,62.191,0
gke-sre-012-00152,2026-06-01,project-23,gke,us-central1,prod,platform,quality,70.066,6.466,0.785,67.658,76.952,1
gke-sre-012-00153,2026-06-02,project-16,cloud-run,europe-west1,dev,security,latency,36.269,14.218,0.436,90.334,74.303,1
gke-sre-012-00154,2026-06-03,project-16,pubsub,europe-west1,dev,finops,security,66.702,7.303,0.499,77.587,69.166,1
gke-sre-012-00155,2026-06-04,project-05,vertex-ai,europe-west1,dev,data,security,82.412,17.245,0.841,91.81,100,1
gke-sre-012-00156,2026-06-05,project-08,compute,us-east1,prod,backend,reliability,50.281,7.345,1.018,204.454,100,1
gke-sre-012-00157,2026-06-06,project-04,pubsub,europe-west1,prod,data,latency,87.469,10.027,0.809,153.978,100,1
gke-sre-012-00158,2026-06-07,project-13,cloud-run,us-east1,staging,mlops,cost,69.405,28.541,0.548,165.007,100,1
gke-sre-012-00159,2026-06-08,project-16,bigquery,us-central1,prod,security,cost,81.162,19.236,0.444,141.501,100,1
gke-sre-012-00160,2026-06-09,project-16,pubsub,global,prod,backend,reliability,52.322,4.786,0.359,141.218,62.639,0
gke-sre-012-00161,2026-06-10,project-07,vertex-ai,asia-south1,staging,data,latency,53.498,11.341,0.584,156.801,88.493,1
gke-sre-012-00162,2026-06-11,project-01,bigquery,global,sandbox,backend,latency,49.135,19.809,0.455,94.852,93.176,1
gke-sre-012-00163,2026-06-12,project-02,pubsub,global,prod,data,quality,75.167,9.243,0.552,68.229,77.146,1
gke-sre-012-00164,2026-06-13,project-21,pubsub,us-east1,prod,backend,latency,48.097,12.404,0.306,61.334,65.431,1
gke-sre-012-00165,2026-06-14,project-07,vertex-ai,global,dev,data,cost,74.629,9.73,0.827,149.861,99.623,1
gke-sre-012-00166,2026-06-15,project-05,pubsub,us-central1,staging,finops,cost,61.897,10.038,0.346,117.573,74.342,1
gke-sre-012-00167,2026-06-16,project-02,compute,global,prod,backend,quality,69.737,4.366,0.668,143.99,78.974,1
gke-sre-012-00168,2026-06-17,project-22,cloud-run,europe-west1,prod,mlops,quality,64.264,4.887,0.658,23.467,60.348,0
gke-sre-012-00169,2026-06-18,project-12,compute,asia-south1,sandbox,data,latency,34.706,9.562,0.083,70.467,47.64,0
gke-sre-012-00170,2026-06-19,project-02,cloud-sql,europe-west1,dev,platform,quality,58.811,8.03,0.75,199.195,94.62,1
gke-sre-012-00171,2026-06-20,project-14,cloud-sql,global,prod,data,security,54.776,5.014,0.483,38.645,53.412,0
gke-sre-012-00172,2026-06-21,project-11,pubsub,global,prod,mlops,latency,37.91,15.218,0.685,149.88,94.61,1
gke-sre-012-00173,2026-06-22,project-07,pubsub,europe-west1,prod,backend,reliability,64.811,7.33,0.375,223.278,85.474,1
gke-sre-012-00174,2026-06-23,project-10,bigquery,global,sandbox,security,latency,54.21,4.727,0.55,45.002,55.816,0
gke-sre-012-00175,2026-06-24,project-16,gke,asia-south1,prod,security,cost,71.376,11.955,0.696,97.608,91.471,1
gke-sre-012-00176,2026-06-25,project-02,cloud-sql,asia-south1,prod,mlops,latency,55.435,1.973,0.654,6.5,47.844,0
gke-sre-012-00177,2026-06-26,project-20,cloud-sql,asia-south1,staging,backend,cost,60.122,5.037,0.638,129.111,73.954,1
gke-sre-012-00178,2026-06-27,project-11,gke,europe-west1,prod,finops,reliability,78.19,7.043,0.741,138.813,89.979,1
gke-sre-012-00179,2026-06-28,project-07,cloud-run,europe-west1,sandbox,finops,quality,13.794,5.058,0.776,105.199,59.131,1
gke-sre-012-00180,2026-06-29,project-14,vertex-ai,us-east1,dev,backend,cost,81.657,10.52,0.611,38.0,80.053,1
gke-sre-012-00181,2026-01-01,project-05,pubsub,us-central1,dev,backend,quality,86.962,7.491,0.358,37.962,65.982,1
gke-sre-012-00182,2026-01-02,project-19,gke,us-central1,prod,platform,latency,54.904,12.442,1.132,54.824,95.863,1
gke-sre-012-00183,2026-01-03,project-22,cloud-sql,us-central1,sandbox,platform,reliability,39.105,10.48,0.787,42.791,71.925,1
gke-sre-012-00184,2026-01-04,project-20,compute,europe-west1,staging,finops,reliability,35.783,9.608,0.807,171.938,88.262,1
gke-sre-012-00185,2026-01-05,project-24,vertex-ai,global,prod,platform,security,52.278,13.805,0.777,0.0,77.704,1
gke-sre-012-00186,2026-01-06,project-24,cloud-run,global,prod,mlops,cost,82.822,9.009,0.386,0.0,63.519,0
gke-sre-012-00187,2026-01-07,project-17,vertex-ai,us-east1,staging,data,security,49.711,12.637,0.321,165.068,82.193,1
gke-sre-012-00188,2026-01-08,project-20,vertex-ai,asia-south1,prod,backend,quality,38.699,8.99,0.285,114.812,61.24,0
gke-sre-012-00189,2026-01-09,project-06,gke,us-east1,prod,security,quality,52.226,15.985,0.776,62.354,91.831,1
gke-sre-012-00190,2026-01-10,project-20,vertex-ai,europe-west1,sandbox,finops,reliability,82.449,20.261,0.403,143.424,100,1
gke-sre-012-00191,2026-01-11,project-20,bigquery,asia-south1,sandbox,data,quality,38.173,13.525,0.45,92.068,74.095,1
gke-sre-012-00192,2026-01-12,project-19,compute,us-central1,prod,security,latency,80.845,30.287,0.212,132.842,100,1
gke-sre-012-00193,2026-01-13,project-24,cloud-sql,us-east1,prod,backend,cost,57.896,16.547,0.316,189.052,97.503,1
gke-sre-012-00194,2026-01-14,project-09,vertex-ai,us-east1,dev,mlops,security,55.316,4.38,0.615,93.489,64.739,1
gke-sre-012-00195,2026-01-15,project-10,pubsub,us-central1,dev,finops,security,60.73,5.672,0.561,119.608,71.568,0
gke-sre-012-00196,2026-01-16,project-12,cloud-sql,us-central1,prod,mlops,quality,42.047,6.317,0.613,201.423,80.285,1
gke-sre-012-00197,2026-01-17,project-18,pubsub,europe-west1,prod,security,reliability,67.583,13.375,0.592,59.803,84.304,1
gke-sre-012-00198,2026-01-18,project-08,pubsub,asia-south1,prod,data,latency,71.42,8.349,0.368,61.389,66.311,0
gke-sre-012-00199,2026-01-19,project-09,cloud-run,europe-west1,staging,mlops,latency,42.602,12.768,0.517,106.465,78.324,1
gke-sre-012-00200,2026-01-20,project-20,bigquery,global,prod,platform,reliability,58.932,9.624,0.609,183.425,91.147,1
gke-sre-012-00201,2026-01-21,project-21,compute,us-east1,dev,mlops,reliability,52.173,5.623,0.344,230.438,77.026,1
gke-sre-012-00202,2026-01-22,project-16,cloud-run,global,prod,data,security,73.899,15.051,0.932,84.528,100,1
gke-sre-012-00203,2026-01-23,project-14,gke,europe-west1,sandbox,platform,cost,35.181,4.585,0.0,113.405,39.55,0
gke-sre-012-00204,2026-01-24,project-04,cloud-sql,us-east1,dev,backend,reliability,42.871,8.489,0.447,150.121,72.35,1
gke-sre-012-00205,2026-01-25,project-06,bigquery,global,sandbox,security,security,38.54,12.199,0.81,140.541,90.799,1
gke-sre-012-00206,2026-01-26,project-12,pubsub,us-central1,dev,backend,quality,29.886,9.039,0.352,292.857,86.579,1
gke-sre-012-00207,2026-01-27,project-07,compute,europe-west1,prod,platform,cost,85.178,12.14,0.313,82.708,81.156,1
gke-sre-012-00208,2026-01-28,project-01,cloud-sql,europe-west1,dev,data,security,74.033,8.467,0.475,176.647,88.054,1
gke-sre-012-00209,2026-01-29,project-16,gke,europe-west1,prod,platform,reliability,73.913,9.507,0.446,112.001,79.996,1
gke-sre-012-00210,2026-01-30,project-19,bigquery,us-east1,staging,platform,reliability,38.269,14.264,0.825,130.769,94.622,1
gke-sre-012-00211,2026-01-31,project-16,bigquery,us-central1,sandbox,platform,latency,73.319,4.196,0.597,78.083,67.734,1
gke-sre-012-00212,2026-02-01,project-14,pubsub,global,dev,mlops,reliability,34.81,11.409,0.502,105.259,71.725,1
gke-sre-012-00213,2026-02-02,project-22,compute,us-central1,prod,mlops,cost,66.061,6.563,0.524,194.049,85.074,1
gke-sre-012-00214,2026-02-03,project-09,compute,us-east1,staging,finops,security,17.257,16.596,0.54,90.173,76.814,1
gke-sre-012-00215,2026-02-04,project-05,gke,asia-south1,staging,data,quality,66.46,6.699,0.58,197.382,87.977,1
gke-sre-012-00216,2026-02-05,project-01,pubsub,us-east1,prod,finops,security,65.664,8.831,0.733,132.675,88.592,1
gke-sre-012-00217,2026-02-06,project-09,pubsub,us-east1,sandbox,mlops,quality,51.152,29.976,0.581,71.285,100,1
gke-sre-012-00218,2026-02-07,project-14,cloud-sql,global,dev,security,latency,91.699,4.754,0.305,200.947,83.167,1
gke-sre-012-00219,2026-02-08,project-01,pubsub,us-east1,prod,mlops,security,82.676,13.882,0.622,145.405,100,1
gke-sre-012-00220,2026-02-09,project-18,gke,us-east1,prod,mlops,latency,60.958,12.143,0.725,45.707,81.71,1
